gene	direction	mean_log2fc	meta_pvalue	meta_fdr	pathways	is_known_target
S100A9	up	3.576352220109642	6.027072278592324e-22	4.909894161032451e-18	GOBP_INTEGRIN_BIOSYNTHETIC_PROCESS; GOBP_REGULATION_OF_INTEGRIN_BIOSYNTHETIC_PROCESS	False
XBP1	up	0.9075295531574232	6.452633032475724e-21	2.19023873899001e-17	GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING; GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_POSITIVE_REGULATION_OF_VASCULAR_WOUND_HEALING; GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_VASCULAR_WOUND_HEALING; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_VASCULAR_WOUND_HEALING; GOBP_WOUND_HEALING	False
TNFAIP6	up	2.303485798143354	1.2854853135305395e-20	4.003593876912088e-17	GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_RESPONSE_TO_BMP	False
CXCL1	up	3.002391845403569	2.3408777127631456e-20	5.608742999780497e-17	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
MUC1	up	2.688162666194473	1.703590104827022e-19	2.891276339575594e-16	GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN; GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN; GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	False
C4BPB	up	1.8571593959582324	2.614344216720121e-19	3.9439803198312583e-16	GOBP_WOUND_HEALING	False
CXCL6	up	2.607772785257908	3.2146322344635983e-19	4.676371434791831e-16	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
DUOX2	up	3.875957750184525	5.466396736788532e-19	6.797773079444636e-16	GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_WOUND_HEALING	False
MMP3	up	4.167410537571589	5.674268012892017e-19	6.797773079444636e-16	GOBP_COLLAGEN_CATABOLIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_DEGRADATION; REACTOME_COLLAGEN_FORMATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
TFPI2	up	2.616718706129842	6.661658412267815e-19	7.537296401347018e-16	GOBP_WOUND_HEALING; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
STAT1	up	1.2314152219478087	2.221306554369307e-18	2.1542442517278717e-15	REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY; REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS; REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX; REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	False
WNT5A	up	1.5527949360692739	6.6947732830719176e-18	5.074252029482792e-15	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_RESPONSE_TO_BMP; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY_CALCIUM_MODULATING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY; GOBP_WOUND_HEALING; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_ACYLATION; KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR; KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY; REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING; REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS; REACTOME_SIGNALING_BY_WNT; REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT; REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2; REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4; REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	False
MMP10	up	2.8068622207734095	7.255271995476143e-18	5.37312252581335e-15	GOBP_COLLAGEN_CATABOLIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES; REACTOME_COLLAGEN_DEGRADATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
CRIP1	down	-1.8920226392581196	1.740547397227267e-17	1.130090701190725e-14	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
CHI3L1	up	3.40761879781485	1.7825291525911443e-17	1.1344683975522264e-14	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
MMP1	up	3.8133930468729496	1.816651958783165e-17	1.1383979628485519e-14	GOBP_COLLAGEN_CATABOLIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES; REACTOME_COLLAGEN_DEGRADATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
QSOX1	up	0.9712448807265761	2.912359985461241e-17	1.6946606703972465e-14	GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
SAA1	up	2.662443839822198	5.870320249685585e-17	3.172993641352998e-14	GOBP_WOUND_HEALING	False
SLC11A1	up	0.9357831406954534	6.109191246635927e-17	3.203595012966897e-14	GOBP_WOUND_HEALING	False
LRG1	up	1.2298737662230181	1.0936369435666907e-16	5.3669903596817405e-14	GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY; GOBP_WOUND_HEALING; GOBP_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	False
PLAU	up	1.692250743879937	1.3718435956567034e-16	6.652134921224862e-14	GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN; GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING; GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_WOUND_HEALING	False
ERLEC1	up	0.479213714416737	2.074497427032627e-16	9.494205527853142e-14	REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	False
PTGS2	up	1.9719151328378628	2.6496095271990863e-16	1.1360410027565598e-13	GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	False
LRRC32	up	1.1609262445216115	3.1465846454360664e-16	1.2816668577790186e-13	GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	False
COL18A1	up	0.9113372379420528	3.7204950462409623e-16	1.4571461944566047e-13	GOBP_COLLAGEN_FIBRIL_ORGANIZATION; REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES; REACTOME_COLLAGEN_CHAIN_TRIMERIZATION; REACTOME_COLLAGEN_DEGRADATION; REACTOME_COLLAGEN_FORMATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS; REACTOME_LAMININ_INTERACTIONS	False
SDCBP	up	0.5001573609020986	5.480769140538455e-16	2.04809806084782e-13	GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	False
ANXA5	up	0.9897175273617282	6.351221889188751e-16	2.3098033034860374e-13	GOBP_WOUND_HEALING	False
CTSB	up	0.5383175139312564	8.332670339896543e-16	2.876324815971746e-13	GOBP_COLLAGEN_CATABOLIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_DEGRADATION; REACTOME_COLLAGEN_FORMATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
CYP4F2	down	-2.2123393964888756	1.1115819357045493e-15	3.5696811392365555e-13	GOBP_WOUND_HEALING	False
NFKBIZ	up	1.2477666717660234	1.4445503237125351e-15	4.526109521958383e-13	GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	False
PLAUR	up	1.4663600865247188	1.4662048805542785e-15	4.558889862193655e-13	GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_WOUND_HEALING; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
GDF15	up	0.7307044508761411	2.3605639335884714e-15	6.677117371036501e-13	GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	False
FZD7	down	-1.1303790235777607	2.70699720226352e-15	7.293288163602473e-13	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING; GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY; GOBP_WOUND_HEALING; KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_LGR_RSPO; KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_SOST_LRP4; KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY; REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING; REACTOME_SIGNALING_BY_WNT	False
CLDN1	up	1.2329842656265946	3.805551934554646e-15	9.627810024737879e-13	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING; GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_WOUND_HEALING	False
NAMPT	up	1.1003890608543492	4.355625113166853e-15	1.0623552222126481e-12	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
CTSS	up	0.7325980716565255	4.843148494096352e-15	1.1591381259123325e-12	GOBP_BASEMENT_MEMBRANE_ORGANIZATION; GOBP_COLLAGEN_CATABOLIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_FORMATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
EMILIN2	up	0.9095533604714157	4.909362451742685e-15	1.1626055313045526e-12	GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN; GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_WOUND_HEALING; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
ACVRL1	up	0.8890453810145214	5.0736730967961295e-15	1.1831252441661642e-12	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_RESPONSE_TO_BMP; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY; GOBP_WOUND_HEALING; GOBP_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS; KEGG_MEDICUS_REFERENCE_BMP9_10_SIGNALING_PATHWAY; REACTOME_SIGNALING_BY_BMP; REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	False
TPBG	up	0.7658302804282195	8.727959470324562e-15	1.9011082628088772e-12	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY	False
HIF1A	up	0.9015157310651412	1.47947660069582e-14	3.031673914457838e-12	GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_CONNECTIVE_TISSUE_REPLACEMENT; GOBP_CONNECTIVE_TISSUE_REPLACEMENT_INVOLVED_IN_INFLAMMATORY_RESPONSE_WOUND_HEALING; GOBP_ELASTIN_METABOLIC_PROCESS; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION; GOBP_WOUND_HEALING; GOBP_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE	False
VCAN	up	1.000595339438383	4.864324182784181e-14	8.662712656644417e-12	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
HSD3B1	down	-1.8050239221857836	5.5595466140770165e-14	9.435477195191043e-12	GOBP_HIPPOCAMPUS_DEVELOPMENT	False
MMP2	up	1.331152811996481	6.768550495549766e-14	1.1161805618815104e-11	GOBP_COLLAGEN_CATABOLIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES; REACTOME_COLLAGEN_DEGRADATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
CBS	down	-1.2496616158579583	8.022101881569649e-14	1.2813970738827252e-11	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
LAMC3	up	0.605674618424525	8.669925035533766e-14	1.3794663537006303e-11	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_LAMININ_INTERACTIONS; REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	False
LAMA1	down	-1.1682413384185601	9.289664292393082e-14	1.4536433915452834e-11	GOBP_BASEMENT_MEMBRANE_ORGANIZATION; GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY; GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION; GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_LAMININ_INTERACTIONS; REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	False
PFN2	down	-0.8914879086933807	1.1752143697284622e-13	1.75343705889303e-11	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
GNG13	down	-0.6960137521271109	1.1827774383380286e-13	1.758280679503087e-11	REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING; REACTOME_SIGNALING_BY_WNT	False
FCER1G	up	1.0560212236658013	1.3089695302898958e-13	1.91787578804921e-11	GOBP_WOUND_HEALING; REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	False
INHBA	up	2.316180468199918	1.8207808515692642e-13	2.539864576921893e-11	GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS; GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS; GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_SIGNALING_BY_BMP; REACTOME_SIGNALING_BY_TGFBR3; REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	False
PSMB8	up	0.5244143413412061	1.894739372618873e-13	2.6340110623041616e-11	REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING; REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS; REACTOME_SIGNALING_BY_WNT; REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	False
SERPINE1	up	1.7164615691981586	2.1551896526210445e-13	2.9458115748510196e-11	GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING; GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN; GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN; GOBP_NEGATIVE_REGULATION_OF_VASCULAR_WOUND_HEALING; GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING; GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN; GOBP_REGULATION_OF_VASCULAR_WOUND_HEALING; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_VASCULAR_WOUND_HEALING; GOBP_WOUND_HEALING; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; HALLMARK_TGF_BETA_SIGNALING; REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS; REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX; REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION; REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	True
FRMD1	down	-1.525008049787047	3.897779627380061e-13	4.930570179579026e-11	GOBP_HIPPO_SIGNALING; GOBP_POSITIVE_REGULATION_OF_HIPPO_SIGNALING; GOBP_REGULATION_OF_HIPPO_SIGNALING	False
VWF	up	1.4115813272727393	4.325309375642683e-13	5.322613338026519e-11	GOBP_WOUND_HEALING; REACTOME_DEFECTS_OF_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN; REACTOME_ENHANCED_BINDING_OF_GP1BA_VARIANT_TO_VWF_MULTIMER_COLLAGEN; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS; REACTOME_INTEGRIN_SIGNALING; REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS; REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	False
CCND1	up	0.6006136630656074	4.626512147535171e-13	5.5753577749527396e-11	GOBP_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_PATHOGEN_KSHV_LANA_TO_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_AXIN_TO_WNT_SIGNALING_PATHWAY; REACTOME_RUNX3_REGULATES_WNT_SIGNALING	False
COL2A1	down	-0.5144321566016985	4.998221826306427e-13	5.970310012583971e-11	GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_PROTEOGLYCAN_METABOLIC_PROCESS; GOBP_RESPONSE_TO_BMP; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES; REACTOME_COLLAGEN_CHAIN_TRIMERIZATION; REACTOME_COLLAGEN_DEGRADATION; REACTOME_COLLAGEN_FORMATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS; REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	False
CHST13	down	-0.5979523378932039	5.286038426716702e-13	6.277286215656697e-11	GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS; GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS; GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS; GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	False
EDNRA	up	1.0700046105422143	5.353460573264924e-13	6.338870815994968e-11	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY	False
MATN2	down	-1.0680302801154014	6.647042374344471e-13	7.605262078421319e-11	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
TGM2	up	1.0317403562219751	6.781263210311572e-13	7.710936541524003e-11	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
OSCAR	up	0.7120609094213977	8.080271639488276e-13	8.919393615708303e-11	GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY	False
SLC7A11	up	1.0159917070122906	9.95063132396966e-13	1.0779497741700326e-10	GOBP_WOUND_HEALING	False
CYR61	up	1.6890203919369342	1.0763623032314725e-12	1.1567912753357345e-10		True
MXRA5	up	1.6237841230314147	1.6493689274140604e-12	1.696517554329028e-10	GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
