gene	direction	mean_log2fc	meta_pvalue	meta_fdr	pathways	is_known_target
CSGALNACT2	up	0.6688009470292253	4.122535527563523e-05	0.000463645504130768	GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS; GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS; GOBP_DERMATAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS; GOBP_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS; GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS; GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	False
CAPG	up	0.5029427650286182	4.1620365678302923e-05	0.0004674963194725496	GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
CHMP4C	down	-0.44494363240801804	4.2059247385478474e-05	0.0004711653642753876	GOBP_WOUND_HEALING	False
EXTL3	up	0.33254336747323254	4.234008130333501e-05	0.0004736761759550733	GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS; GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS; GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	False
FXR1	down	-0.2200185473919991	4.261003648208117e-05	0.00047589580641297784	GOBP_HIPPOCAMPUS_DEVELOPMENT	False
MAGI2	down	-0.2118217689533991	4.4013586734716016e-05	0.0004891572755466447	GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	False
NCOA1	down	-0.06685176700319628	4.5041843986265666e-05	0.0004992229630608362	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_HIPPOCAMPUS_DEVELOPMENT	False
TMEM198	down	-0.30294856428948336	4.586785356374026e-05	0.0005065860659865152	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY	False
CTBP2	up	0.30025347309026196	4.5973028529991434e-05	0.0005074724656053146	REACTOME_REPRESSION_OF_WNT_TARGET_GENES; REACTOME_SIGNALING_BY_WNT; REACTOME_SIGNALING_BY_WNT_IN_CANCER	False
PCOLCE2	down	-0.4581664594185526	4.613798552638172e-05	0.0005088796172381749	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES; REACTOME_COLLAGEN_FORMATION; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
PRICKLE2	up	0.2749180137208169	4.666457979875375e-05	0.0005139917967449534	GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	False
SNX6	up	0.10714999126477665	4.675523256266257e-05	0.0005148510767078593	GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	False
SLC39A14	down	-0.3829331582679205	4.690061591225911e-05	0.0005161728957952278	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
NPHS1	down	-0.3553107635430729	4.6982650898086133e-05	0.0005167964721525369	GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT	False
MSX1	up	0.238756052305514	4.784825702084659e-05	0.0005251832942530648	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_RESPONSE_TO_BMP; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
LMAN1	up	0.3047993049274611	4.978953402206641e-05	0.0005442907406835236	GOBP_WOUND_HEALING	False
GATA1	up	0.339982664390754	5.0244804561016004e-05	0.0005485315945803549	GOBP_WOUND_HEALING	False
DGKB	down	-0.2799309598149026	5.060028500851748e-05	0.0005519686151491521	GOBP_WOUND_HEALING	False
MGP	up	0.9498397029852856	5.08644538897529e-05	0.0005544048530472076	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
PEAR1	up	0.4235389972962138	5.10598949956e-05	0.0005563862073196305	GOBP_WOUND_HEALING	False
IL6R	down	-0.3843735597168083	5.187893331241651e-05	0.0005644563035011579	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
GPC1	up	0.5031111058846367	5.269511240858835e-05	0.0005720621851350268	GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_CATABOLIC_PROCESS; GOBP_PROTEOGLYCAN_CATABOLIC_PROCESS; GOBP_PROTEOGLYCAN_METABOLIC_PROCESS; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
GNB4	up	0.5909392163129321	5.281284085490569e-05	0.0005731874856653394	REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING; REACTOME_SIGNALING_BY_WNT	False
NCOR1	down	-0.1406316901048008	5.29130232361443e-05	0.000573783722986295	REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY; REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS; REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX; REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	False
PORCN	up	0.24973095465173412	5.3226391827558106e-05	0.0005769072357424419	GOBP_WNT_PROTEIN_SECRETION; GOBP_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_ACYLATION; REACTOME_SIGNALING_BY_WNT; REACTOME_SIGNALING_BY_WNT_IN_CANCER; REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	False
DKK4	up	0.39847780214094664	5.350651631697752e-05	0.000579326800271964	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY; HALLMARK_WNT_BETA_CATENIN_SIGNALING; REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS; REACTOME_SIGNALING_BY_WNT; REACTOME_SIGNALING_BY_WNT_IN_CANCER; REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	False
INHBB	up	0.8332358344190887	5.681392039358978e-05	0.0006118838195324428	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	False
TWSG1	up	0.4676355136859289	5.684553103480211e-05	0.0006120624293178852	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_RESPONSE_TO_BMP; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	False
TOB1	down	-0.2757545625181854	5.768110000176208e-05	0.0006196024293579842	GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION; GOBP_RESPONSE_TO_BMP; GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	False
LARP6	up	0.6205023156352463	6.036215230366089e-05	0.0006444747542942897	GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS; GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	False
CANT1	up	0.29142481744092086	6.0475825315721864e-05	0.000645519212987417	GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS; GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	False
RASIP1	up	0.6261172552096226	6.169722182746928e-05	0.000656835138389043	GOBP_INTEGRIN_ACTIVATION; GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION; GOBP_REGULATION_OF_INTEGRIN_ACTIVATION	False
WIF1	down	-0.29550599895000995	6.244862668567933e-05	0.0006633593459224211	GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR; REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS; REACTOME_SIGNALING_BY_WNT; REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	False
NXN	up	0.557301413936709	6.368722925425463e-05	0.0006736193773005193	GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY	False
HOXA5	down	-0.6899361623709142	6.394858685110122e-05	0.0006758572495119499	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
RNF185	down	-0.15742111524900393	6.42218158398622e-05	0.0006780412137867463	REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	False
CADM1	up	0.3159100824544421	6.447403424349249e-05	0.0006801751781419156	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
CREBBP	down	-0.20919078970521476	6.470460615413978e-05	0.000682077644376403	GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY; REACTOME_SIGNALING_BY_WNT; REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	False
CITED2	down	-0.44966356013916675	6.536456608145315e-05	0.0006877885573830405	GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	False
EFEMP2	up	0.3816392577758747	6.60984500984487e-05	0.0006940763262206786	GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY; GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; GOBP_REGULATION_OF_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
SOX8	down	-0.43102672051706703	6.649670828332146e-05	0.0006977186815549329	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
HSD17B1	up	0.06678624229234464	6.874065701408375e-05	0.0007181186051545676	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
FOXC1	up	0.07729417530015822	6.962755009551283e-05	0.0007255229906601249	GOBP_COLLAGEN_FIBRIL_ORGANIZATION	False
CHST15	up	0.6767979909614366	6.995384158234976e-05	0.0007283639763119302	GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS; GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS; GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS; GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	False
GSC	up	0.21865238642609042	7.122516911760953e-05	0.0007395216896503878	GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY	False
PLCB3	down	-0.38340402484208624	7.162336244743853e-05	0.0007429775540777047	REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING; REACTOME_SIGNALING_BY_WNT	False
ARFGEF1	down	-0.20916977428641714	7.440677856175035e-05	0.0007663051591345677	GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_WOUND_HEALING	False
USP8	down	-0.1766833366332694	7.700441601922071e-05	0.0007902604870987397	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY; REACTOME_SIGNALING_BY_WNT; REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	False
ADAMTS12	up	0.17596164955115687	7.90081203724253e-05	0.000808582602766238	GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_PROTEOGLYCAN_CATABOLIC_PROCESS; GOBP_PROTEOGLYCAN_METABOLIC_PROCESS; GOBP_RESPONSE_TO_BMP	False
F5	up	0.6326263166201707	7.972030295608875e-05	0.0008154614213981433	GOBP_WOUND_HEALING	False
PBLD	down	-0.777008115275073	8.125866876811318e-05	0.0008280567369454637	GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	False
DCN	up	0.7683220072569013	8.265536187952567e-05	0.0008399995509173751	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
CALD1	up	0.5241077119682005	8.674500671465578e-05	0.0008763138922374403	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
SOX2	up	0.3122690582878041	8.993558164638157e-05	0.0009035234931630493	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY; REACTOME_SIGNALING_BY_WNT; REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	False
MMP20	down	-0.13325355462845256	9.233092705493147e-05	0.0009240352139561348	GOBP_COLLAGEN_CATABOLIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_DEGRADATION; REACTOME_COLLAGEN_FORMATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
DST	down	-0.30683107764149953	9.610965639248961e-05	0.0009564472328802558	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY; GOBP_WOUND_HEALING; HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_FORMATION; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
TNXB	down	-0.39169520481499454	9.636186192599925e-05	0.0009587228529481684	GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY; GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; GOBP_REGULATION_OF_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	False
TMEM38B	down	-0.4209893238576643	9.675898440566181e-05	0.0009622038459012248	GOBP_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	False
ITGA8	up	0.41904217293442214	0.00010041096330003776	0.000994877002465857	GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN; GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS; REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS; REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX; REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	False
ODAM	up	0.5584732309842207	0.00010127377367038845	0.0010019634076128886	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING; GOBP_WOUND_HEALING	False
NRG1	up	0.4337106445914934	0.00010165953903221908	0.0010048037718661364	GOBP_WOUND_HEALING	False
ITGAX	up	1.0378231523297212	0.00010206337268316332	0.0010082586766293983	GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN; GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	False
RTF1	down	-0.09374542786798767	0.00010491695725808952	0.0010342394731453297	GOBP_WNT_SIGNALING_PATHWAY	False
LRRK2	up	0.6629730377149918	0.00010864985442396578	0.001065878099806593	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY	False
COL6A1	up	0.7654937283092571	0.00010920694141891815	0.0010708274284726466	GOBP_BASEMENT_MEMBRANE_ORGANIZATION; GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY; GOBP_REGULATION_OF_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; GOBP_WNT_SIGNALING_PATHWAY; REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES; REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES; REACTOME_COLLAGEN_CHAIN_TRIMERIZATION; REACTOME_COLLAGEN_DEGRADATION; REACTOME_COLLAGEN_FORMATION; REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX; REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	False
XCL1	down	-0.3298431434049167	0.00010975460975149729	0.001075162280999997	GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	False
SERPINB2	up	0.5975153451863685	0.00011154417189682795	0.0010905946254684581	GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_WOUND_HEALING	False
ELK3	up	0.7403407404820948	0.00011249178253618852	0.0010988046250033647	GOBP_WOUND_HEALING	False
TJP1	down	-0.22513708869738358	0.00011307830867935541	0.00110334458497195	HALLMARK_TGF_BETA_SIGNALING; REACTOME_SIGNALING_BY_HIPPO	False
AGRN	up	0.3880834168269589	0.0001131456702353289	0.0011036037931095347	REACTOME_ECM_PROTEOGLYCANS; REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS; REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	False
FUCA1	down	-0.28559513369087597	0.00011655133651427882	0.0011322129832815658	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	False
PTEN	down	-0.18234316012950957	0.0001180938727515189	0.0011452856249797305	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_HIPPOCAMPUS_DEVELOPMENT; GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING; GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS; GOBP_REGULATION_OF_WOUND_HEALING; GOBP_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS; GOBP_WNT_SIGNALING_PATHWAY; GOBP_WOUND_HEALING; GOBP_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	False
HPGD	down	-0.57575511508194	0.00012121986007696244	0.001172252455046257	GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	False
PPP2R5B	up	0.2484398260506706	0.00012569599017864415	0.0012081914947245998	REACTOME_SIGNALING_BY_WNT; REACTOME_SIGNALING_BY_WNT_IN_CANCER; REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	False
MCAM	up	0.27906649967542463	0.00012682746164475022	0.0012176210518227888	GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING; GOBP_VASCULAR_WOUND_HEALING; GOBP_WOUND_HEALING	False
ZRANB1	down	-0.16117049253988625	0.00012774278680966663	0.0012248632750309183	GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY; REACTOME_SIGNALING_BY_WNT	False
MBOAT2	up	0.3321165337031742	0.00012992906503284105	0.0012420255050264448	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
SIRT1	down	-0.2655420380522657	0.0001310813984518226	0.0012507549695763445	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT; GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS; GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA; GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	False
USP34	down	-0.2070671263828161	0.00013216964493203512	0.0012587737371769136	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY; GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY; GOBP_WNT_SIGNALING_PATHWAY; REACTOME_SIGNALING_BY_WNT; REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	False
CEACAM8	up	0.6706406993825048	0.00013804088433974393	0.0013085132187401558	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION; REACTOME_FIBRONECTIN_MATRIX_FORMATION	False
HES1	up	0.3903551519335613	0.00013968590825175537	0.0013203616969184645	GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY; GOBP_RESPONSE_TO_BMP	False
MOB3B	down	-0.37839038948182546	0.00014053933482424344	0.0013257175048775089	GOBP_HIPPO_SIGNALING; GOBP_REGULATION_OF_HIPPO_SIGNALING	False
TYMS	up	0.43972356509473043	0.00014377509690720767	0.0013521697638476987	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	False
