drug_id,drug_name,n_group1,n_group2,median_group1,median_group2,cohens_d,mannwhitney_U,pvalue,fdr
BRD:BRD-K00003406-001-01-9,milademetan,600,288,-0.1588,-2.8223,1.8972,146230.0,9.09177572865396e-63,6.1733157197560385e-59
BRD:BRD-K62627508-001-01-5,,403,159,0.257,-2.0707,2.1245,56323.0,1.438066384651582e-44,4.882235375892121e-41
BRD:BRD-A78210457-001-01-5,,347,125,0.1612,-1.607,2.5094,39917.0,3.554261382943412e-44,8.044478263395257e-41
BRD:BRD-K64925568-001-01-8,,401,158,-0.6777,-2.6332,1.965,55133.0,2.3264295628345804e-42,3.9491141829117004e-39
BRD:BRD-K79584249-001-01-3,,399,157,0.313,-1.8801,1.9979,54272.0,2.729636268363165e-41,3.7068460524371787e-38
BRD:BRD-A16035238-001-01-7,,348,125,0.1554,-2.1737,2.5006,38821.0,9.082653510960585e-39,1.0278536223237062e-35
BRD:BRD-A12230535-001-06-7,,387,154,0.0509,-0.6293,1.0892,45697.0,3.339705524326385e-22,3.2395143585965936e-19
BRD:BRD-K00004617-001-01-9,imidazoacridinone,597,286,-0.3509,-0.8307,0.5778,113418.0,2.6131520180324526e-15,2.2179127753050444e-12
BRD:BRD-K17472821-001-01-2,GSK2830371,599,287,-0.071,-0.2619,0.4653,109853.0,2.0352764601521524e-11,1.535503018270346e-08
BRD:BRD-K97152684-001-03-9,PD-161570,599,287,-1.0,-1.4892,0.4345,106691.0,6.011268435654826e-09,4.081651267809627e-06
BRD:BRD-K00003412-300-01-9,trilaciclib,600,288,-0.9073,-1.2249,0.472,106648.0,1.5226232726559545e-08,9.398738201212664e-06
BRD:BRD-K31342827-001-13-8,GF109203X,599,287,-0.3121,-0.5972,0.4174,106005.0,1.865829175926172e-08,1.0557483420448924e-05
BRD:BRD-K43570081-001-02-4,geldanamycin,599,287,-5.0933,-5.6524,0.3611,104554.0,1.8188543101794124e-07,9.500015973937085e-05
BRD:BRD-K07265709-003-05-6,,376,154,-0.6917,-0.0624,-0.5185,20654.0,2.1757574158876644e-07,0.00010552423467055172
BRD:BRD-K00003430-001-01-9,PRN1371,600,288,-0.6399,-0.9617,0.4022,104469.0,4.418478407189746e-07,0.0001975879421914308
BRD:BRD-K27677357-003-04-9,ruboxistaurin,597,286,-0.9948,-1.2695,0.4181,103246.0,4.655975073730328e-07,0.0001975879421914308
BRD:BRD-K78960041-001-03-2,,376,154,-1.0203,-1.5141,0.4817,36955.0,5.751971286017187e-07,0.00022974050018856882
BRD:BRD-K00077460-001-02-9,Ilorasertib,589,279,-2.1265,-2.5847,0.3538,99321.0,6.595096480680734e-07,0.00024878169502123436
BRD:BRD-K00091095-001-01-9,Selpercatinib,589,279,-0.5959,-0.7455,0.3775,99167.0,8.295629472996206e-07,0.0002964596006402328
BRD:BRD-K96631475-001-02-4,,376,154,-1.1234,-0.2847,-0.4598,21218.0,1.3563561414729128e-06,0.00043030111439721106
BRD:BRD-K08547377-394-03-5,,387,154,-1.8426,-1.2986,-0.4652,21878.0,1.3821562939345234e-06,0.00043030111439721106
BRD:BRD-K00004697-001-01-9,alovudine,600,288,-0.2862,-0.5261,0.3613,103667.0,1.3942009597553231e-06,0.00043030111439721106
BRD:BRD-K00003112-001-01-9,GDC-0575,600,288,-4.7051,-3.7291,-0.3439,69283.0,1.7191921930728465e-06,0.0005075354343897664
BRD:BRD-K00091075-001-01-9,E-7386,589,279,-2.7818,-3.2729,0.3828,98625.0,1.8316346501068228e-06,0.0005181999697593886
BRD:BRD-K88554883-001-03-2,ON123300,599,287,-0.6896,-0.9406,0.371,102772.0,2.392781031173746e-06,0.0006498793280667895
BRD:BRD-K00003369-001-01-9,eltanexor,597,286,-3.8816,-4.586,0.2813,101920.0,3.069879856199676e-06,0.0008017109316767615
BRD:BRD-K00091072-001-01-9,ATR inhibitor 2,589,279,-4.3513,-3.6298,-0.3203,66140.0,3.3949012482191733e-06,0.0008356708776513312
BRD:BRD-K05804044-001-18-5,AZ 628,605,289,-0.7655,-1.1809,0.3796,104187.0,3.4460654748508504e-06,0.0008356708776513312
BRD:BRD-K38385169-001-04-5,,348,125,-0.8465,-1.374,0.5234,27814.0,3.732827358489052e-06,0.0008739964746255402
BRD:BRD-K91701654-001-03-1,,376,154,0.0589,-0.2625,0.4845,36304.0,4.376151988241316e-06,0.0009904690666719513
BRD:BRD-K43236057-001-07-1,,376,154,-0.6552,0.0,-0.4252,21618.0,4.6182301615035625e-06,0.0010115413805357803
BRD:BRD-K75958547-238-04-9,pitavastatin,597,286,-1.4404,-2.3498,0.3211,101487.0,5.519728756561311e-06,0.0011712174455328532
BRD:BRD-A35588707-001-05-5,,400,160,-2.9277,-2.295,-0.432,24163.0,5.8858179001679325e-06,0.0012110516224890988
BRD:BRD-K04394237-001-03-7,,375,154,0.2286,-0.0225,0.3548,36099.0,6.0975893092762665e-06,0.001217724453234878
BRD:BRD-K37798499-001-27-2,,401,158,-1.2919,-0.619,-0.4276,24024.0,8.524676926166225e-06,0.0016537873236762478
BRD:BRD-K34362291-001-02-9,TC-S-7003,599,287,-5.2141,-4.5026,-0.3151,70122.0,8.918361549714627e-06,0.0016821020811822866
BRD:BRD-K54256913-001-08-7,,401,158,-3.3857,-2.679,-0.3959,24105.0,1.0604850260038687e-05,0.001946133331504397
BRD:BRD-K31866293-001-01-6,,400,160,-0.1777,-0.5644,0.4479,39573.0,1.198690347273091e-05,0.0021418703836800757
BRD:BRD-K33622447-066-01-9,,401,159,0.3056,-0.182,0.4578,39413.0,1.2816606502186215e-05,0.0022314040551242153
BRD:BRD-K38548312-001-01-0,,402,159,-1.8113,-1.2508,-0.4095,24468.0,1.4955694441563232e-05,0.0025238634047115684
BRD:BRD-K00005244-001-01-9,CCT196969,597,286,-1.4231,-1.865,0.325,100711.0,1.5239823209598573e-05,0.0025238634047115684
BRD:BRD-K14109347-001-03-4,,400,160,-1.6922,-0.9687,-0.388,24578.0,1.7824756646832e-05,0.0028462701314989733
BRD:BRD-K00634421-001-01-0,,389,151,-0.8423,-0.4766,-0.4106,22391.0,1.8024980214205576e-05,0.0028462701314989733
BRD:BRD-K20463415-300-01-4,,389,152,-1.5124,-0.9366,-0.4052,22609.0,2.084937525993839e-05,0.0032174376821586742
BRD:BRD-K03063480-001-06-6,,376,154,-2.2064,-1.5793,-0.4225,22170.0,2.2695566149028014e-05,0.003424508758931116
BRD:BRD-K00091122-001-01-9,Belvarafenib,589,279,-1.4179,-1.7188,0.3428,96755.0,2.3464271216668025e-05,0.003463530468721215
BRD:BRD-K00004636-001-01-9,DpC,597,286,-4.693,-5.561,0.2985,100255.0,2.7093101237351123e-05,0.003914088455353492
BRD:BRD-K00003362-066-01-9,mitoquinone,600,288,-3.6493,-4.2229,0.2918,101299.0,3.12724082179926e-05,0.00442374274583687
BRD:BRD-A56085258-001-01-8,,400,162,0.2287,-0.1252,0.4162,39644.0,3.26291256284914e-05,0.004521464551376665
BRD:BRD-K00004593-001-01-9,BW-348U87,597,286,-2.1031,-2.6437,0.2854,99951.0,3.941194535255641e-05,0.00535214217887716
BRD:BRD-K90382497-001-10-7,,396,158,-1.6444,-1.0895,-0.4031,24326.0,4.3140993714753885e-05,0.005743673476925076
BRD:BRD-K58726989-001-02-7,HTH-01-015,600,288,-0.2274,-0.3709,0.2905,100949.0,4.7791004370038284e-05,0.006240402301395384
BRD:BRD-K10226125-245-01-5,,348,125,-2.5493,-3.0761,0.4345,27030.0,5.63418030711274e-05,0.007135903246173327
BRD:BRD-K83030136-001-02-9,AT-406,600,288,-0.4963,-0.302,-0.2407,71995.0,5.675092419637108e-05,0.007135903246173327
BRD:BRD-K00029607-334-02-9,Netarsudil mesylate,589,279,-0.3962,-0.6261,0.2614,96001.0,6.058644095637296e-05,0.007479671528977679
BRD:BRD-K42497885-001-01-1,,395,153,-1.318,-0.922,-0.3791,23633.0,7.50791458925654e-05,0.009103346439473553
BRD:BRD-K05804044-001-06-0,,401,158,0.2079,-0.2275,0.4595,38475.0,7.749967761058522e-05,0.009231979139927609
BRD:BRD-K11851476-003-01-7,,389,152,-0.6802,-0.2274,-0.3764,23174.0,9.234944779729991e-05,0.010811254319718386
BRD:BRD-K37687095-001-06-9,,403,161,-0.6711,-1.467,0.3448,39246.0,9.908230180822804e-05,0.011402861513184209
BRD:BRD-K89014967-001-04-3,,400,159,-0.6107,-1.0198,0.3354,38460.0,0.000110845687893696,0.012544037013303264
BRD:BRD-K00005249-001-01-9,LY2828360,597,286,0.1191,0.0284,0.2587,98954.0,0.00012825697473046137,0.014276473088849717
BRD:BRD-K20958582-001-01-4,,401,155,-1.4751,-0.9661,-0.3992,24594.0,0.0001351859290920083,0.014692009272494474
BRD:BRD-K89464729-001-03-1,,347,125,-0.2359,-0.4972,0.4226,26676.0,0.00013631761180664975,0.014692009272494474
BRD:BRD-K52644305-300-02-9,ML786,600,288,-0.7145,-0.9972,0.334,99953.0,0.0001519857823713928,0.01605442017051564
BRD:BRD-K67915505-001-01-2,,348,125,-3.3731,-3.8434,0.4189,26712.0,0.0001536873801301203,0.01605442017051564
BRD:BRD-K88677950-001-03-9,,400,160,-0.036,-0.224,0.3434,38428.0,0.00020250034904285564,0.0207294233122201
BRD:BRD-K04853698-376-01-4,LDN193189,599,287,-5.2936,-5.8691,0.2572,99194.0,0.00020454659232971233,0.0207294233122201
BRD:BRD-K19034817-001-01-4,,401,159,0.0752,-0.2676,0.3533,38276.0,0.00021168484372685714,0.021137354248608232
BRD:BRD-K97452254-001-01-3,,348,125,-0.0927,-0.2182,0.4299,26590.0,0.0002225300084657737,0.021898242862066715
BRD:BRD-K89015388-001-01-7,,400,159,-0.5949,-0.1263,-0.3038,25449.0,0.00022764966617869054,0.022082017619332983
BRD:BRD-K09951645-001-06-8,,387,154,-0.0394,-0.2309,0.4284,35827.0,0.00023899477266349723,0.022855978963171073
BRD:BRD-K00003454-001-01-9,seclidemstat,600,288,-2.415,-2.9025,0.2562,99483.0,0.00025574084610553987,0.024117782570230773
BRD:BRD-K01507359-001-22-9,,376,154,-0.0487,-0.2666,0.3899,34762.0,0.00028414512609660156,0.02642938912597157
BRD:BRD-A75975749-001-01-4,,389,151,0.1263,-0.0323,0.4264,35270.0,0.0002882834868174496,0.02645195777689842
BRD:BRD-K05977823-001-05-3,,347,125,-0.6268,-0.8206,0.3977,26405.0,0.0003091630694501747,0.02798956322088915
BRD:BRD-K41705163-001-01-1,,347,125,-3.2129,-3.5948,0.3989,26394.0,0.00031933750415232595,0.028530284910451224
BRD:BRD-K51313569-003-03-3,,401,158,0.3331,0.0908,0.3232,37851.0,0.0003318104600801192,0.029259649661610515
BRD:BRD-K72815923-034-01-2,,402,159,-1.6835,-1.1964,-0.3403,25755.0,0.0003364549701375459,0.029288836502999186
BRD:BRD-K00079505-019-02-9,Elamipretide (TFA),589,279,-0.3214,-0.4304,0.3125,94463.0,0.00036430482797606664,0.03131176939186699
BRD:BRD-K00003294-050-01-9,avitinib,600,288,-5.2362,-6.0168,0.2323,99103.0,0.00038488770073267625,0.0326673435996859
BRD:BRD-K26667523-001-02-5,,401,155,-0.6132,-1.2069,0.3274,37102.0,0.0003902639005424997,0.032714714625723125
BRD:BRD-K12568846-001-14-6,,402,162,-0.176,-0.2946,0.3786,38747.0,0.0004126860961958118,0.034172421867921486
BRD:BRD-K27040396-051-02-9,CFI-400945,600,288,-1.0287,-1.3217,0.2184,98996.0,0.0004310113846668265,0.03525984701069581
BRD:BRD-K70642949-001-03-7,,600,288,-0.6171,-0.7582,0.295,98950.0,0.0004523848108158506,0.03656777220761459
BRD:BRD-K57243773-001-01-6,FRAX486,599,287,-2.8194,-3.4042,0.2391,98442.0,0.0004611251308177248,0.03683576045002766
BRD:BRD-K00003275-001-01-9,lifirafenib,600,288,-0.3194,-0.491,0.3167,98886.0,0.0004837707286300489,0.03819538659765154
BRD:BRD-K14988953-001-04-4,AS-252424,599,287,-0.2889,-0.4254,0.2348,98368.0,0.000498392490815901,0.03853612040861356
BRD:BRD-K00091118-001-01-9,Tefinostat,589,279,-3.7812,-3.3247,-0.2404,70158.0,0.0005002713638633002,0.03853612040861356
BRD:BRD-K44227013-001-06-4,,401,158,-2.0231,-2.3717,0.3708,37660.0,0.0005051126239126078,0.03853612040861356
BRD:BRD-K91336023-003-01-0,,402,162,0.1483,0.0853,0.4034,38638.0,0.000521257534971379,0.03908023486381831
BRD:BRD-K00003165-300-01-9,sardomozide,597,286,-2.6534,-2.9505,0.2616,97672.0,0.0005237557249790082,0.03908023486381831
BRD:BRD-K18787491-001-08-6,,399,157,-0.3005,-0.484,0.353,37230.0,0.0005307980473764717,0.0391752037139809
BRD:BRD-K23190681-001-01-1,,401,155,-0.4884,-0.0658,-0.3407,25224.0,0.0005691468303109787,0.04155383847109188
BRD:BRD-A02180903-001-04-5,,400,159,0.3104,0.1637,0.3104,37719.0,0.0005916384647912181,0.04181573710739115
BRD:BRD-A68493689-001-01-9,,401,155,0.1327,-0.0249,0.3534,36913.0,0.0005918777781312759,0.04181573710739115
BRD:BRD-K00003417-001-01-9,MRX-2843,597,286,-1.202,-1.4978,0.2524,97549.0,0.0005955747462098971,0.04181573710739115
BRD:BRD-K95142244-001-01-5,,400,162,-1.0933,-0.573,-0.3412,26414.0,0.0005973676729627307,0.04181573710739115
BRD:BRD-K49865102-001-08-4,,395,158,-0.2387,-0.7217,0.3132,37020.0,0.0006137214574072327,0.04252212954892969
BRD:BRD-K29895144-001-01-0,,402,159,-0.0663,-0.2575,0.3135,37879.0,0.0006231397993932878,0.042738578160408325
BRD:BRD-A81370665-001-03-6,,403,161,-0.0595,0.0655,-0.2823,26474.0,0.0006402865822007916,0.043432630819626776
BRD:BRD-A08545410-311-03-4,,376,154,-0.7124,-1.1878,0.3334,34412.0,0.0006479927509761563,0.043432630819626776
BRD:BRD-K28965160-001-01-1,,401,155,-0.0529,-0.586,0.3278,36868.0,0.0006524548186043964,0.043432630819626776
BRD:BRD-K73524797-001-01-1,,402,162,0.1397,0.0238,0.3208,38525.0,0.0006615048974145637,0.043432630819626776
BRD:BRD-K65924316-001-03-1,,401,155,-0.9395,-1.3056,0.3015,36859.0,0.0006652420626275677,0.043432630819626776
BRD:BRD-K00003144-001-01-9,atuveciclib,600,288,-5.5613,-5.9536,0.2614,98525.0,0.000702276155824479,0.04541385807664964
BRD:BRD-K61128465-001-09-9,,402,159,0.2225,0.052,0.3258,37785.0,0.0007598862308856167,0.04867573120484281
BRD:BRD-K87468701-001-01-0,,348,125,-0.5707,-0.3839,-0.3573,17345.0,0.0007791156958903001,0.04944108014107605
BRD:BRD-K12343256-001-08-9,,400,160,-0.3598,-0.7572,0.2925,37788.0,0.0008202222963298422,0.05156767955629286
BRD:BRD-K44084986-300-08-4,,399,157,-0.6096,-0.321,-0.3097,25637.0,0.0008580715336324897,0.0532330034412779
BRD:BRD-K00003385-001-01-9,IPI549,600,288,-0.3575,-0.468,0.2748,98322.0,0.0008623903355729852,0.0532330034412779
BRD:BRD-A73385064-001-01-5,,389,152,0.0783,-0.0345,0.2785,34964.0,0.0009529542083006547,0.058293324994247255
BRD:BRD-K00010389-001-01-9,RAF709,597,286,-0.464,-0.6458,0.3034,97078.0,0.0009640392134100763,0.05844487731298587
BRD:BRD-K14991967-001-02-6,,399,157,0.1385,0.2804,-0.3247,25745.0,0.0010754243525229492,0.06423872819146628
BRD:BRD-K57080016-001-15-9,,403,161,-0.1578,-0.5102,0.3111,38156.0,0.0010785294571174014,0.06423872819146628
BRD:BRD-K52618540-001-09-9,,387,154,0.0031,-0.0839,0.3889,35145.0,0.0011216365940752632,0.06592619463038646
BRD:BRD-K72093121-001-16-3,,401,155,-0.0759,0.0629,-0.3244,25545.0,0.0011262796137149968,0.06592619463038646
BRD:BRD-K27811785-001-02-9,cipargamin,600,288,-0.3175,-0.4535,0.2213,98037.0,0.0011447618818576952,0.06632665076552871
BRD:BRD-K93725829-001-03-8,,347,125,-1.053,-1.5058,0.3269,25938.0,0.0011526575538044754,0.06632665076552871
BRD:BRD-K41141507-001-18-9,cyproterone-acetate,597,286,-3.1202,-2.5014,-0.2373,73880.0,0.001195665280068001,0.06822325421564476
BRD:BRD-K00004750-001-01-9,PF-06873600,597,286,-1.5729,-1.8076,0.237,96789.0,0.0012849108070444725,0.07270453649859973
BRD:BRD-K02528732-001-02-4,,389,151,0.0437,-0.0812,0.2335,34597.0,0.0013179510314254765,0.0739577479618098
BRD:BRD-K00004634-001-01-9,BMS-207940,600,288,0.1712,0.0699,0.2307,97878.0,0.0013372737262398347,0.07442695574728261
BRD:BRD-K06408664-001-04-9,fludrocortisone-acetate,600,288,-0.0302,-0.1227,0.2359,97854.0,0.0013688001432489265,0.07556221928992041
BRD:BRD-K11773281-075-02-4,,348,125,-1.9645,-1.4776,-0.3368,17557.0,0.0013820262368906503,0.07567708184264126
BRD:BRD-K05444225-001-01-7,,395,153,-0.5367,-0.8081,0.3104,35495.0,0.0015057962109220819,0.08179485017728749
BRD:BRD-K46690591-001-01-2,,396,158,0.0064,0.1381,-0.2839,25904.0,0.0015650144869953624,0.08433689179919453
BRD:BRD-K00003521-001-01-9,lucanthone,597,286,-0.2879,-0.4228,0.2524,96573.0,0.0015862442393163576,0.08480786129888243
BRD:BRD-A51571244-001-01-9,,395,153,0.009,0.2124,-0.2737,24973.0,0.0016120472168528156,0.0855140672064892
BRD:BRD-A68631409-001-05-4,,399,157,-1.7516,-1.4465,-0.3182,25988.0,0.0017629542879474146,0.09198744003769736
BRD:BRD-K23005288-001-01-8,,348,125,-0.2169,-0.0533,-0.2787,17652.0,0.0017725875714971833,0.09198744003769736
BRD:BRD-K00073070-001-02-9,SAR-260301,589,279,-0.1548,-0.2414,0.1871,92941.0,0.0017872804190069834,0.09198744003769736
BRD:BRD-K54187111-001-08-4,,376,154,0.1384,-0.0044,0.2839,33952.0,0.0017882683483028058,0.09198744003769736
BRD:BRD-K40109029-001-02-9,,403,161,-0.0348,-0.3291,0.3204,37888.0,0.0018340647341260037,0.09363383116327492
BRD:BRD-K33457401-001-02-9,bronopol,599,287,-0.4143,-0.5729,0.1972,96987.0,0.0019733689603841525,0.09999384508215221
BRD:BRD-K71500795-003-02-9,TAK-659,597,286,-0.6159,-0.812,0.1905,96306.0,0.0020482881010455323,0.10302130523036418
BRD:BRD-K00003107-001-01-9,LXH254,600,288,-1.1701,-1.3965,0.2466,97397.0,0.0021161821597603723,0.10542482885508707
BRD:BRD-K33637378-001-01-7,,388,152,0.0423,-0.0442,0.2809,34494.0,0.002142441472134031,0.10542482885508707
BRD:BRD-K00004749-001-01-9,NCX-1015,597,286,-0.0426,-0.2206,0.24,96258.0,0.002143415816589699,0.10542482885508707
BRD:BRD-K29462201-001-01-9,,396,158,0.1303,-0.0434,0.3159,36502.0,0.0021613368095553366,0.10542482885508707
BRD:BRD-K13414800-001-01-3,,389,152,0.0776,-0.0129,0.279,34574.0,0.0021737078114450943,0.10542482885508707
BRD:BRD-A16700644-003-04-4,,400,159,-0.5176,-0.3365,-0.2633,26527.0,0.002210080310763125,0.10642869014242283
BRD:BRD-A55946879-001-04-9,BW-B70C,599,287,-0.0807,-0.1848,0.2116,96851.0,0.00224266646735527,0.10689304606320721
BRD:BRD-K00090633-001-01-9,GSK-626616,589,279,-0.3571,-0.4646,0.2049,92704.5,0.0022512084811544377,0.10689304606320721
BRD:BRD-K92988025-001-01-9,,376,154,0.1326,0.0381,0.2364,33836.0,0.002281976618583202,0.10760153639013847
BRD:BRD-K20480395-001-02-9,UF-010,600,288,-0.3078,-0.3972,0.2709,97254.0,0.0024177005390630946,0.11321508041543732
BRD:BRD-A94276798-001-01-4,,400,162,0.2216,0.1041,0.2695,37678.0,0.002471948156951602,0.11464497690031965
BRD:BRD-K82818427-001-02-2,,376,154,-0.2071,-0.018,-0.2741,24109.0,0.0024844234080792036,0.11464497690031965
BRD:BRD-A20830788-001-01-9,,348,125,-0.1942,-0.4063,0.3823,25713.0,0.002503516114781186,0.11464497690031965
BRD:BRD-K65480835-001-02-9,siremadlin,600,288,-0.0404,-0.1565,0.2104,97211.0,0.0025157734253531115,0.11464497690031965
BRD:BRD-K85751432-001-03-3,,395,153,0.2074,-0.0445,0.3197,35235.0,0.0025512031895741434,0.11548446438138955
BRD:BRD-K68870568-066-01-5,,400,162,-0.1292,-0.248,0.3062,37652.0,0.002596670780354146,0.11635707475202207
BRD:BRD-K00091078-001-01-9,AZD-0364,589,279,-1.9412,-2.5438,0.1977,92547.0,0.002618821216116678,0.11635707475202207
BRD:BRD-K00003379-001-01-9,GSK2256098,597,286,0.0035,-0.085,0.1751,96042.0,0.002623668980813742,0.11635707475202207
BRD:BRD-K82818427-001-04-8,,402,159,-0.369,-0.1991,-0.2792,26756.0,0.0026390264376747272,0.11635707475202207
BRD:BRD-K37289225-001-36-4,,395,153,-0.279,-0.1541,-0.2888,25225.0,0.002680655775073239,0.11729071167074484
BRD:BRD-K00486786-001-02-2,,402,159,0.1481,0.0644,0.3345,37151.0,0.0026947497821260967,0.11729071167074484
BRD:BRD-K77286328-001-03-7,reversine,600,288,-1.5039,-1.8202,0.2025,97118.0,0.002740446197714017,0.11851993428330049
BRD:BRD-K00141480-001-15-4,,348,125,-0.423,-0.6143,0.3562,25672.0,0.0027748507767238416,0.1186952464708193
BRD:BRD-K08248804-001-01-8,,387,154,-0.2743,-0.0092,-0.2004,24891.0,0.002779461588933766,0.1186952464708193
BRD:BRD-K30577245-341-01-9,,401,158,-2.6511,-2.2085,-0.273,26554.0,0.0028804754879596856,0.12224017852028916
BRD:BRD-K16730910-001-07-3,,400,162,-0.0819,-0.2022,0.3093,37591.0,0.002912188631935541,0.12281839012945542
BRD:BRD-K68346641-001-02-2,,400,162,-2.0483,-1.8172,-0.2876,27215.0,0.0029450416706300925,0.12325980950521366
BRD:BRD-K68346641-001-01-4,,401,155,-2.1514,-1.6289,-0.2757,26029.0,0.0029589615536597686,0.12325980950521366
BRD:BRD-K38527262-300-01-0,,389,151,-0.1067,-0.2472,0.3166,34195.0,0.0030267395450482627,0.12397214042132475
BRD:BRD-K00003375-004-01-9,visomitin,600,288,-4.7683,-5.2011,0.188,97006.0,0.00303528075836328,0.12397214042132475
BRD:BRD-A28301258-001-04-8,,376,154,-0.4944,-0.7938,0.2988,33697.0,0.003036593210252441,0.12397214042132475
BRD:BRD-K00003173-001-01-9,SJG-136,600,288,-0.4689,-0.6064,0.2432,97001.0,0.0030490938807601225,0.12397214042132475
BRD:BRD-K00091108-001-01-9,PRI-724,589,279,-1.6399,-1.8337,0.2451,92378.0,0.003073663509181896,0.12422723349610164
BRD:BRD-K19333160-001-01-3,,400,160,0.1225,-0.0389,0.26,37112.0,0.003125995118940541,0.1251326060773393
BRD:BRD-A53151380-001-01-2,,400,159,0.3115,0.2199,0.2589,36887.0,0.003152315451826413,0.1251326060773393
BRD:BRD-K06858286-001-01-3,,401,158,-2.2947,-1.8761,-0.2852,26604.0,0.0031660808603000924,0.1251326060773393
BRD:BRD-K03390685-001-01-7,,401,155,-0.7162,-1.1916,0.2812,36090.0,0.003169780301222734,0.1251326060773393
BRD:BRD-K00652956-001-01-5,,347,125,-2.6311,-2.8981,0.3018,25541.0,0.0032116072009704144,0.12557710814544054
BRD:BRD-K00003425-001-01-9,LXS196,597,286,-0.1795,-0.3229,0.2312,95820.0,0.0032180289863485497,0.12557710814544054
BRD:BRD-K49597925-300-01-9,,347,125,0.0628,-0.0259,0.3311,25526.0,0.003332777267159832,0.1293117579658015
BRD:BRD-K00003576-001-01-9,encorafenib,600,288,-0.299,-0.4623,0.281,96886.0,0.003383046135349892,0.1305163821535555
BRD:BRD-K00003418-001-01-9,BMS-986205,600,288,-0.3986,-0.2872,-0.1842,75925.0,0.003416674278724494,0.13106903024033512
BRD:BRD-K83459933-001-05-4,,399,157,0.0766,0.171,-0.2424,26337.0,0.0034685662900571365,0.13166342164535152
BRD:BRD-K16180792-001-01-7,,389,152,0.1192,-0.12,0.3462,34337.0,0.003495975904246866,0.13166342164535152
BRD:BRD-K71823332-001-03-7,,401,155,-2.3069,-1.8022,-0.2914,26118.0,0.0035051310685927256,0.13166342164535152
BRD:BRD-K15656090-001-07-3,pipobroman,599,287,-0.0025,-0.0779,0.162,96363.0,0.003509731858292876,0.13166342164535152
BRD:BRD-K56301217-001-07-4,,403,161,0.075,-0.0367,0.3167,37529.0,0.0036088910427407557,0.13383472063388224
BRD:BRD-K64538373-001-01-4,,401,158,-0.3364,-0.635,0.2623,36677.0,0.00365666159481785,0.13383472063388224
BRD:BRD-K00005349-304-01-9,betamethasone-phosphate,599,287,-0.0537,-0.2009,0.1896,96313.0,0.003670933421835091,0.13383472063388224
BRD:BRD-K00003172-001-01-9,E7820,597,286,-3.9289,-3.2603,-0.1545,75069.0,0.0036765639199188116,0.13383472063388224
BRD:BRD-K15164005-001-05-6,,399,157,0.1603,-0.0077,0.2511,36274.0,0.003683433796752879,0.13383472063388224
BRD:BRD-K55696337-003-24-4,,389,152,-1.6422,-1.2725,-0.2568,24818.0,0.0036858752221702474,0.13383472063388224
BRD:BRD-K76677554-003-02-1,,403,161,0.0203,0.0963,-0.2762,27374.0,0.0037432598848986492,0.13519539690671187
BRD:BRD-K36984403-001-02-7,,402,162,-0.164,-0.2648,0.3018,37633.0,0.0037836944484528146,0.1354255485833083
BRD:BRD-K47983010-001-15-3,BX-795,600,288,-1.1618,-1.4068,0.2108,96754.0,0.003807191559804243,0.1354255485833083
BRD:BRD-A55484088-050-02-5,,402,159,-1.6203,-1.3742,-0.2901,26953.0,0.0038150111507239018,0.1354255485833083
BRD:BRD-K72533376-001-01-2,,389,151,-0.0189,-0.124,0.2978,34076.0,0.003829411683062621,0.1354255485833083
BRD:BRD-A66869276-001-02-9,,402,162,0.2868,0.129,0.2534,37614.0,0.003916581517536676,0.1377906140107463
BRD:BRD-K34663752-001-09-1,,400,160,-0.1014,-0.2026,0.2636,36942.0,0.004279516363841195,0.149708969050651
BRD:BRD-K00004739-001-01-9,hepsulfam,597,286,-0.2836,-0.3715,0.257,95498.0,0.004299447564783055,0.149708969050651
BRD:BRD-K71731651-001-04-3,,395,153,-0.214,-0.1048,-0.2827,25474.0,0.004338787603634721,0.15030799912591714
BRD:BRD-K60952143-001-01-0,,348,125,-1.4953,-1.8797,0.2919,25487.0,0.004364986122547513,0.1504479988431351
BRD:BRD-K37492701-001-02-9,,348,125,-4.4218,-4.7772,0.2726,25484.0,0.004396502155717323,0.15076893756222537
BRD:BRD-K00003170-001-01-9,pavinetant,597,286,0.1667,0.0561,0.1814,95453.0,0.004474378114426918,0.15266847938170236
BRD:BRD-K38775274-001-22-1,,348,125,0.1015,-0.0189,0.2892,25472.0,0.004524639221054792,0.15351050497611107
BRD:BRD-K00091130-325-01-9,Triazavirin,589,279,-0.1833,-0.3093,0.2115,91948.0,0.004573625573419999,0.15351050497611107
BRD:BRD-A57798112-001-03-7,,401,158,-0.0929,-0.4628,0.2678,36555.0,0.004576768113206791,0.15351050497611107
BRD:BRD-K81136890-003-01-6,,395,157,-0.0346,0.034,-0.3045,26219.0,0.004621958319962242,0.15351050497611107
BRD:BRD-K02764365-001-13-6,,403,161,-0.6891,-0.4357,-0.28,27491.0,0.004624569190789489,0.15351050497611107
BRD:BRD-K00003508-001-01-9,ASTX660,600,288,-0.5188,-0.3636,-0.1801,76269.0,0.004634705967614546,0.15351050497611107
BRD:BRD-K85925969-001-17-4,,395,153,-0.0678,0.0485,-0.2658,25526.0,0.0047852362547555,0.15575464517107118
BRD:BRD-K00004670-001-01-9,naxagolide,597,286,0.0212,-0.0531,0.1946,95376.0,0.004788718344535197,0.15575464517107118
