drug_id,drug_name,n_group1,n_group2,median_group1,median_group2,cohens_d,mannwhitney_U,pvalue,fdr
BRD:BRD-K73529671-001-02-9,,375,153,0.0016,-0.0619,0.1343,31215.0,0.11207461549261133,0.6284269773247244
BRD:BRD-K00003463-001-01-9,pyrotinib,600,288,-0.4998,-0.4593,-0.1096,80716.0,0.11217619818887598,0.6284269773247244
BRD:BRD-K53097745-001-01-5,,402,162,0.1124,0.0577,0.1467,35344.0,0.11218347780579478,0.6284269773247244
BRD:BRD-K02241333-001-02-7,,400,160,-2.7009,-2.36,-0.1486,29252.0,0.11219837380852465,0.6284269773247244
BRD:BRD-K00003280-300-01-9,PIM-447,600,288,-3.9951,-3.6131,-0.1244,80717.0,0.1122393634779123,0.6284269773247244
BRD:BRD-A67516570-001-02-8,,401,158,-0.8636,-0.8254,-0.1476,28948.0,0.11229662304026518,0.6284269773247244
BRD:BRD-K67080878-001-15-4,,401,158,0.0958,0.1474,-0.1274,28948.0,0.11229662304026518,0.6284269773247244
BRD:BRD-A54139254-001-09-2,,347,125,-0.1128,-0.04,-0.1401,19611.0,0.11235484383441223,0.6284269773247244
BRD:BRD-K64990126-004-01-1,,403,161,0.0167,0.065,-0.2005,29666.0,0.11235793085010537,0.6284269773247244
BRD:BRD-K00003114-001-01-9,C188-9,600,288,-1.2406,-1.3569,0.1496,92078.0,0.11255561074313052,0.6290144830830092
BRD:BRD-K28571773-001-01-6,,347,125,-1.9257,-1.8407,-0.1732,19615.0,0.11304861125888514,0.630384509935216
BRD:BRD-K90027355-001-13-3,,376,154,-0.3369,-0.2247,-0.1289,26416.0,0.11319577979597518,0.630384509935216
BRD:BRD-K44432556-001-05-5,,347,125,-1.0451,-1.2362,0.1549,23759.0,0.11322257949602045,0.630384509935216
BRD:BRD-A99888680-001-03-8,,344,142,0.099,0.0383,0.1573,26654.0,0.11331405875557218,0.630384509935216
BRD:BRD-K00080753-001-01-9,Spinosad,589,278,-0.0782,-0.1181,0.1311,87320.0,0.11338262370718773,0.630384509935216
BRD:BRD-K91065602-003-05-5,,395,153,0.2772,0.2239,0.1625,32850.0,0.11345041271020276,0.630384509935216
BRD:BRD-A79803969-003-16-1,,399,157,-0.4194,-0.3163,-0.1505,28622.0,0.11346407004305513,0.630384509935216
BRD:BRD-K15324227-001-02-9,ML355,589,279,0.0107,-0.04,0.0849,87625.0,0.11354348389554775,0.630384509935216
BRD:BRD-K82255054-001-15-9,,400,160,-0.2552,-0.1718,-0.1117,29263.0,0.11364276934568776,0.630420264589232
BRD:BRD-K64614248-001-12-3,,400,160,-0.1042,-0.0528,-0.1515,29265.0,0.11390695324957642,0.631369670827915
BRD:BRD-K73303757-001-21-6,,399,157,-0.4039,-0.4755,0.1329,34017.0,0.11399988460015077,0.631369670827915
BRD:BRD-K90195324-003-02-5,,402,159,0.1456,0.1092,0.1851,34692.0,0.11426191636292218,0.6323051443392352
BRD:BRD-K71756122-001-02-5,cis-aconitic-acid,600,288,-0.0293,-0.0768,0.1385,92049.0,0.11440371899023016,0.6325743094003768
BRD:BRD-K88186167-001-04-8,,403,161,-0.0245,-0.1284,0.1138,35199.0,0.11470696683847977,0.6336004938547963
BRD:BRD-K20850787-001-01-6,,348,125,0.2961,0.238,0.1512,23817.0,0.11491207473106645,0.6336004938547963
BRD:BRD-K24943235-001-01-3,,402,162,-0.0409,-0.1034,0.1549,35323.0,0.11491927758759327,0.6336004938547963
BRD:BRD-K72339976-065-03-9,,376,154,0.083,0.0269,0.155,31475.0,0.1150558776027929,0.6336004938547963
BRD:BRD-K43471985-001-03-0,,376,154,-0.0725,0.0948,-0.1257,26429.0,0.1150558776027929,0.6336004938547963
BRD:BRD-K28143534-001-02-2,,387,154,-0.2958,-0.3889,0.2046,32381.0,0.11561941935101676,0.6353224793203791
BRD:BRD-K19811997-003-02-9,Calhex-231,600,288,0.1939,0.1419,0.0855,92027.0,0.11582159833525597,0.6353224793203791
BRD:BRD-K87782578-001-01-4,,402,159,0.0309,-0.0684,0.1498,34680.0,0.11586069118718431,0.6353224793203791
BRD:BRD-K00004581-001-01-9,pirozadil,600,288,-0.0216,-0.0372,0.1164,92025.0,0.11595117839311171,0.6353224793203791
BRD:BRD-K69075588-001-02-9,GNF-7,599,287,-3.3034,-3.702,0.084,91560.0,0.11599879578118077,0.6353224793203791
BRD:BRD-K88646909-004-16-2,,400,159,-0.1582,-0.0957,-0.0971,29092.0,0.11604796789508083,0.6353224793203791
BRD:BRD-A05515753-001-03-2,,400,159,0.0654,0.1446,-0.1423,29092.0,0.11604796789508083,0.6353224793203791
BRD:BRD-K80935598-001-01-1,,400,160,0.1874,0.1223,0.1375,34718.0,0.11617208456819969,0.6353224793203791
BRD:BRD-K01826330-001-01-9,etifoxine,600,288,-0.1604,-0.1811,0.1526,92021.0,0.11621068031162163,0.6353224793203791
BRD:BRD-K29905972-001-06-3,,399,157,-0.5031,-0.7994,0.141,33997.0,0.11670889840381747,0.6375329204842484
BRD:BRD-K56740996-001-01-3,,389,151,0.2086,0.1426,0.1646,31919.0,0.11725848202739876,0.6397660135890335
BRD:BRD-A94965935-001-01-6,cicloprofen,599,287,0.0723,0.0651,0.1389,91540.0,0.11730613945778302,0.6397660135890335
BRD:BRD-K76381435-001-08-6,,387,154,-0.1446,-0.1843,0.1548,32366.0,0.11775020964048627,0.6416724907374814
BRD:BRD-K55822903-003-01-8,,348,125,0.3678,0.3232,0.1711,23800.0,0.11792923073192033,0.642132699815348
BRD:BRD-K93217218-300-03-9,PD-166285,599,287,-4.9402,-4.759,-0.0955,80385.0,0.11809608024219476,0.642370404762042
BRD:BRD-K32531356-001-03-9,ammonium-perfluorocaprylate,599,287,-0.013,-0.0933,0.0924,91527.0,0.11816209654606634,0.642370404762042
BRD:BRD-K71512533-066-02-8,,401,155,-1.2172,-1.4009,0.1169,33730.0,0.11844268256229065,0.6433806516783628
BRD:BRD-K91234829-001-01-7,,348,125,0.1015,0.0856,0.2046,23796.0,0.11864810418641031,0.6437510443691236
BRD:BRD-K24556098-001-16-7,,376,154,0.1792,0.0681,0.0806,31450.0,0.11870048712078685,0.6437510443691236
BRD:BRD-K33219225-001-01-9,,376,154,0.0638,0.0401,0.1162,31448.0,0.11899592253929371,0.6447180143356059
BRD:BRD-K00091079-001-01-9,MSC2360844,589,279,-0.2566,-0.313,0.0914,87543.0,0.11906868777273194,0.6447180143356059
BRD:BRD-K00003404-001-01-9,CYC065,597,286,-8.3686,-8.8593,0.0713,90898.0,0.11916774991828594,0.6447402565300091
BRD:BRD-K86171477-001-01-3,,389,152,-0.1137,-0.1433,0.1385,32110.0,0.11931827478234228,0.6450406733854331
BRD:BRD-K19687926-379-07-4,,401,159,-0.1689,-0.1239,-0.1245,29191.0,0.11948827947354482,0.645445837410795
BRD:BRD-K48535733-003-01-2,,401,159,0.1052,0.0394,0.115,34566.0,0.11976359569392929,0.6460854606605507
BRD:BRD-K77012840-300-01-6,,402,159,0.0314,-0.0303,0.212,34651.0,0.11979699484118313,0.6460854606605507
BRD:BRD-K51528698-003-01-4,,347,125,0.1764,0.1393,0.173,23721.0,0.11999101789472207,0.6465055938786969
BRD:BRD-A55913614-316-09-6,,403,161,-0.2496,-0.3353,0.1318,35159.0,0.12006532457747228,0.6465055938786969
BRD:BRD-A24297246-001-03-9,,400,160,-0.0317,0.0423,-0.1423,29315.0,0.12067000765512165,0.6492467131365103
BRD:BRD-K00615600-001-12-9,,379,153,-0.0425,-0.1055,0.1702,31481.0,0.12122223510319825,0.6517014856300207
BRD:BRD-K54824716-001-04-0,,400,160,0.1118,0.1393,-0.1306,29320.0,0.12136324456743773,0.651943378649448
BRD:BRD-K24968862-001-01-0,,402,162,0.0568,-0.0363,0.1366,35273.0,0.1216443348680086,0.6529367855761093
BRD:BRD-K82941592-238-07-9,rosuvastatin,600,288,-0.0292,-0.0659,0.1203,91935.0,0.12190108368897677,0.6537980712860603
BRD:BRD-K96299080-001-02-7,,399,157,0.0526,0.0962,-0.154,28686.0,0.12227838989989306,0.6550944635709894
BRD:BRD-K63533170-001-02-9,,401,158,0.1981,0.2523,-0.0946,29022.0,0.12236586941010746,0.6550944635709894
BRD:BRD-A26845397-051-01-9,,402,159,0.0501,0.0045,0.1745,34632.0,0.12243223479699347,0.6550944635709894
BRD:BRD-K00003137-001-01-9,lotamilast,597,286,-0.2311,-0.1783,-0.1354,79894.0,0.12254518279420666,0.6551181045203104
BRD:BRD-K10071630-001-01-0,,403,160,-0.0707,-0.0211,0.2641,34928.0,0.12264024311649731,0.6551181045203104
BRD:BRD-A94523291-304-02-7,,400,159,0.2095,0.1689,0.1342,34459.0,0.12279733924603588,0.6551181045203104
BRD:BRD-K96344439-002-02-7,,389,151,-0.0532,-0.0334,-0.1884,26858.0,0.12282258424953683,0.6551181045203104
BRD:BRD-K02898090-001-02-7,,395,153,0.1696,0.1094,0.1639,32783.0,0.12293283383735681,0.6551914770452534
BRD:BRD-A75140635-003-10-9,,400,162,-0.0957,-0.0356,-0.1749,29713.0,0.12337454073613588,0.6554967735807368
BRD:BRD-K00004584-001-01-9,remetinostat,600,288,0.1524,0.1132,0.08,91912.0,0.12345927383575261,0.6554967735807368
BRD:BRD-K00005332-019-01-9,calcitonin,597,286,-0.166,-0.1301,-0.0926,79911.0,0.12371039580313871,0.6554967735807368
BRD:BRD-K13533483-001-16-2,,389,151,-0.0935,-0.0539,-0.1608,26864.0,0.12371967755884125,0.6554967735807368
BRD:BRD-A86665761-001-01-1,,389,152,-0.2604,-0.2048,-0.1292,27048.0,0.12373502013187038,0.6554967735807368
BRD:BRD-K75528696-001-01-2,,348,125,-0.0979,-0.1357,0.1517,23768.0,0.12377683240491072,0.6554967735807368
BRD:BRD-K34798115-001-02-9,SJ-733,600,288,0.0281,-0.0583,0.0202,91906.0,0.12386830478634932,0.6554967735807368
BRD:BRD-A06627858-236-03-0,,400,160,-2.4686,-2.5569,0.1585,34662.0,0.12388471570131042,0.6554967735807368
BRD:BRD-K84564571-001-02-4,,395,153,0.2829,0.2774,0.1899,32776.0,0.12395823746831063,0.6554967735807368
BRD:BRD-K09397065-003-06-1,,387,154,-0.2383,-0.1779,-0.1316,27275.0,0.124029470259382,0.6554967735807368
BRD:BRD-A16560607-001-02-5,,347,125,0.0429,-0.0154,0.1305,23699.0,0.12405204036100835,0.6554967735807368
BRD:BRD-K88172511-003-21-1,,401,158,0.2196,0.1685,0.1472,34316.0,0.12520498072852532,0.6610745094453242
BRD:BRD-K02988401-001-01-2,,389,151,-0.2839,-0.3668,0.1452,31864.0,0.12537762228840035,0.6612039679499684
BRD:BRD-K26838195-075-04-9,,403,161,-0.1496,-0.0575,-0.1418,29763.0,0.12547652406244011,0.6612039679499684
BRD:BRD-K73319509-001-08-0,,400,162,-0.1852,-0.1179,-0.1129,29729.0,0.1256245274790747,0.6612039679499684
BRD:BRD-A85548292-001-01-8,,387,154,-0.1032,-0.0781,-0.1797,27286.0,0.12567704013832798,0.6612039679499684
BRD:BRD-K45446451-001-05-0,,403,161,-0.3711,-0.4479,0.137,35118.0,0.12575906284685304,0.6612039679499684
BRD:BRD-K27051047-001-01-0,,347,125,0.0809,0.0261,0.1813,23689.0,0.12593305640970173,0.6612039679499684
BRD:BRD-K43389675-003-16-7,,376,154,-3.592,-3.3027,-0.1387,26502.0,0.12595125417761852,0.6612039679499684
BRD:BRD-A67748489-001-10-0,,399,157,-1.5167,-1.7622,0.1258,33931.0,0.12600853233096598,0.6612039679499684
BRD:BRD-K00003143-001-01-9,BAY1217389,600,288,-2.1124,-2.1624,0.1091,91867.0,0.12655283616432456,0.6635367392633684
BRD:BRD-A64242993-001-05-6,,400,160,-3.6283,-3.4745,-0.1347,29359.0,0.1268778956597759,0.6635367392633684
BRD:BRD-A28318179-003-08-5,,401,159,0.0767,0.0376,0.1287,34515.0,0.126953401679554,0.6635367392633684
BRD:BRD-K16136380-001-01-7,,376,154,-2.6813,-2.501,-0.1318,26509.0,0.12703688947625258,0.6635367392633684
BRD:BRD-K15426076-001-01-2,,387,154,0.0198,-0.0155,0.1585,32303.0,0.1270376941225312,0.6635367392633684
BRD:BRD-K04035716-011-02-9,PK-44,600,288,-0.0877,-0.0334,-0.0503,80940.0,0.12703943461596157,0.6635367392633684
BRD:BRD-A06784547-001-03-9,MRS-1334,599,287,0.0344,0.0114,0.1091,91392.0,0.12734305150953387,0.6646113141811952
BRD:BRD-K94830329-001-03-0,,400,162,0.1577,0.0715,0.1393,35057.0,0.12761938005706283,0.6652327553884588
BRD:BRD-K11756522-001-09-9,,400,159,-0.0598,-0.1347,0.1569,34425.0,0.12765806778662178,0.6652327553884588
BRD:BRD-K94485812-001-02-9,,376,154,0.0072,0.1424,-0.1412,26517.0,0.12828651732797047,0.6679949790313799
BRD:BRD-K37708699-001-01-4,,389,151,0.1745,0.1111,0.1045,31844.0,0.12843637148534268,0.66824399011582
BRD:BRD-K79437791-001-05-7,,400,159,0.2772,0.3008,-0.1833,29181.0,0.1285311710001857,0.66824399011582
BRD:BRD-K09426783-300-01-0,,387,154,-2.8639,-2.6239,-0.1206,27306.0,0.12871625264912345,0.668694227610978
BRD:BRD-K00005331-001-01-9,BAY-8002,600,288,-0.1148,-0.1577,0.1336,91831.0,0.1290708682531813,0.6693330640453491
BRD:BRD-A55455283-001-01-3,,376,154,0.1766,0.1006,0.1443,31382.0,0.12907237399070623,0.6693330640453491
BRD:BRD-K00004966-001-01-9,amenamevir,600,288,-0.0234,-0.0525,0.1241,91829.0,0.12921189198125008,0.6693330640453491
BRD:BRD-K38370968-050-01-3,,399,157,0.1849,0.2271,-0.142,28734.0,0.1292335267987412,0.6693330640453491
BRD:BRD-K26818574-305-07-6,,389,152,-2.5657,-2.7305,0.166,32040.0,0.12982127626678724,0.6705867404522567
BRD:BRD-A70814879-001-01-2,,348,125,0.056,0.0103,0.1459,23736.0,0.1298483151710451,0.6705867404522567
BRD:BRD-K33453211-003-11-5,,400,162,-0.0639,0.0109,-0.1051,29759.0,0.1299292863319895,0.6705867404522567
BRD:BRD-K86309810-001-01-5,,347,125,-0.1779,-0.1752,0.2891,23668.0,0.12995544651492627,0.6705867404522567
BRD:BRD-K33892651-001-02-4,,400,160,-0.0027,0.0428,-0.1445,29381.0,0.13007366963990458,0.6705867404522567
BRD:BRD-K00003316-001-01-9,eldecalcitol,600,288,-2.3272,-2.2645,-0.0903,80984.0,0.13013146530736455,0.6705867404522567
BRD:BRD-K00004687-001-01-9,pelrinone,597,286,0.1181,0.0768,0.1171,90739.0,0.1301669107387444,0.6705867404522567
BRD:BRD-A46179541-311-02-0,,396,158,0.2743,0.2433,0.1685,33858.0,0.1303210413284299,0.6705947239236876
BRD:BRD-K85046107-003-01-2,,400,162,0.0698,0.1174,-0.1309,29762.0,0.13036598462139434,0.6705947239236876
BRD:BRD-A15687940-001-05-6,,389,152,-0.0721,-0.1205,0.1676,32035.0,0.1305981237204767,0.6708849894355285
BRD:BRD-K72339976-065-04-7,,396,158,-0.0194,-0.0684,0.1295,33856.0,0.1306200229799365,0.6708849894355285
BRD:BRD-K25140590-001-03-0,,402,159,-0.1211,-0.2233,0.1023,34573.0,0.13090467022512792,0.671838783695101
BRD:BRD-K38003476-001-09-1,,403,161,-0.2163,-0.3026,0.1247,35080.0,0.1312219951840079,0.6729437356818802
BRD:BRD-A13689093-001-01-8,,347,125,-0.1447,-0.0891,-0.1628,19714.0,0.13131818111612537,0.6729437356818802
BRD:BRD-K91315211-300-05-7,,402,159,0.0435,0.1183,-0.1412,29350.0,0.13164307476508091,0.673340800487835
BRD:BRD-K25699529-003-01-1,,400,160,-0.2297,-0.2005,-0.1191,29392.0,0.13169481169399616,0.673340800487835
BRD:BRD-K00074735-014-02-9,Olanexidine,589,279,-0.2637,-0.2968,0.1359,87365.0,0.13178615331047078,0.673340800487835
BRD:BRD-K01231377-001-01-8,,348,125,0.2167,0.1859,0.0963,23726.0,0.13179233046367198,0.673340800487835
BRD:BRD-K48578705-001-17-6,,387,154,-0.2378,-0.1919,-0.1376,27328.0,0.13212502089578373,0.6743184219863975
BRD:BRD-A42881122-001-01-1,,389,151,0.0049,-0.0561,0.1246,31820.0,0.13218307297455498,0.6743184219863975
BRD:BRD-K08206212-002-01-0,,387,154,-0.1065,-0.1472,0.0957,32269.0,0.1322816109110282,0.6743184219863975
BRD:BRD-A04322457-003-17-9,,400,159,0.1896,0.263,-0.1275,29208.0,0.1325176812893962,0.6749583540879314
BRD:BRD-A19232309-001-08-6,propylene-glycol,599,287,0.0229,0.0464,-0.0866,80595.0,0.13260595645851259,0.6749583540879314
BRD:BRD-K88742110-001-07-9,,399,157,0.2364,0.1763,0.1106,33885.0,0.13282442892539364,0.6754315708075378
BRD:BRD-K00003364-001-01-9,GSK2239633A,600,288,-0.0748,-0.0336,-0.1332,81023.0,0.13292067432766097,0.6754315708075378
BRD:BRD-A96529864-001-01-3,,400,162,-0.1283,-0.0535,-0.0888,29781.0,0.133158236994681,0.6754315708075378
BRD:BRD-K54783522-001-01-8,,347,125,0.0984,0.0506,0.1763,23651.0,0.1332841303991273,0.6754315708075378
BRD:BRD-K04603573-376-01-3,,389,151,0.1358,0.0749,0.1285,31813.0,0.13329166031116008,0.6754315708075378
BRD:BRD-K31606909-001-03-9,Metarrestin,589,279,-0.523,-0.5818,0.115,87344.0,0.13335347011524026,0.6754315708075378
BRD:BRD-K00004661-001-01-9,declopramide,597,286,-0.0433,-0.0704,0.1066,90693.0,0.13349175253742754,0.6754315708075378
BRD:BRD-K35079116-001-03-3,,400,162,-0.1233,-0.0684,-0.1205,29784.0,0.13360331951710405,0.6754315708075378
BRD:BRD-K16761703-001-03-8,,400,162,0.0443,0.0125,0.1602,35014.0,0.13390068009907702,0.6754315708075378
BRD:BRD-K00818915-003-01-8,,348,125,0.3127,0.2563,0.2,23715.0,0.13395671670080778,0.6754315708075378
BRD:BRD-K00003525-003-01-9,hydroxocobalamin,600,288,-0.0141,0.0234,-0.0939,81040.0,0.13415087372665108,0.6754315708075378
BRD:BRD-K77175907-001-08-0,,389,152,-0.0001,-0.0556,0.1156,32010.0,0.13453657030833963,0.6754315708075378
BRD:BRD-K00075584-003-02-9,Melflufen (hydrochloride),589,279,-5.5128,-5.5983,0.0995,87326.0,0.13470833247590738,0.6754315708075378
BRD:BRD-K50168500-001-07-9,,401,158,-0.0769,-0.0137,-0.1603,29108.0,0.13493933291421087,0.6754315708075378
BRD:BRD-K66213167-001-01-2,,348,125,-1.2978,-1.4726,0.1938,23710.0,0.1349495723694904,0.6754315708075378
BRD:BRD-K00004560-001-01-9,pipotiazine,600,288,0.0098,-0.0026,0.13,91747.0,0.13509754141047606,0.6754315708075378
BRD:BRD-K63165456-001-10-8,,399,157,0.2081,0.2652,-0.1335,28773.0,0.13510767196735535,0.6754315708075378
BRD:BRD-K54247840-004-01-3,,395,153,-4.0872,-3.9017,-0.1265,27733.0,0.13521052425784535,0.6754315708075378
BRD:BRD-K71799949-001-36-4,,400,162,-0.171,-0.1104,-0.1037,29796.0,0.135395168112448,0.6754315708075378
BRD:BRD-K63516691-003-02-0,,401,155,0.1969,0.2233,-0.1042,28541.0,0.13542420055080853,0.6754315708075378
BRD:BRD-A60765580-001-03-4,seratrodast,600,288,-0.1367,-0.0995,-0.109,81059.0,0.13553620227655153,0.6754315708075378
BRD:BRD-K00003373-001-01-9,GSK3179106,597,286,-0.1118,-0.1031,0.1665,90665.0,0.13554751482555488,0.6754315708075378
BRD:BRD-K53600683-051-01-5,,348,125,0.3512,0.2821,0.1621,23707.0,0.1355480098023574,0.6754315708075378
BRD:BRD-K24696047-001-02-3,,399,157,0.0041,0.1171,-0.1546,28776.0,0.13556793876439738,0.6754315708075378
BRD:BRD-K72915123-001-18-1,,400,160,0.1717,0.2257,-0.1273,29418.0,0.1355888281504172,0.6754315708075378
BRD:BRD-K05445342-001-05-3,,376,154,-3.5472,-3.3208,-0.1379,26563.0,0.1356581679466969,0.6754315708075378
BRD:BRD-K48449981-001-02-7,,347,125,0.161,0.2509,-0.1366,19736.0,0.1356732490889043,0.6754315708075378
BRD:BRD-K45664306-001-19-6,,376,153,-0.3766,-0.4984,0.1105,31142.0,0.13582097471020152,0.6754315708075378
BRD:BRD-K06408664-001-03-5,,400,160,-0.0747,-0.1645,0.1281,34580.0,0.13589201298766518,0.6754315708075378
BRD:BRD-K82687598-001-01-6,,389,152,0.0603,0.0983,-0.1467,27130.0,0.13645934778601942,0.6754315708075378
BRD:BRD-K50720187-051-03-1,,348,125,0.0077,-0.0506,0.1387,23702.0,0.13654995796425123,0.6754315708075378
BRD:BRD-K28360340-001-08-3,,376,154,-1.0776,-1.3426,0.1226,31334.0,0.13680806394393047,0.6754315708075378
BRD:BRD-K27871792-001-01-8,,403,161,-0.0719,-0.1367,0.169,35042.0,0.13686715491682702,0.6754315708075378
BRD:BRD-A72483914-001-03-7,,403,161,-0.0387,0.0308,-0.1205,29841.0,0.13686715491682702,0.6754315708075378
BRD:BRD-K53318339-001-24-9,,387,154,-0.1652,-0.1981,0.1553,32240.0,0.13688553817864768,0.6754315708075378
BRD:BRD-A44696962-001-01-4,,401,158,0.09,0.0523,0.1819,34237.0,0.1369238920482101,0.6754315708075378
BRD:BRD-K28936863-051-33-0,,401,155,0.0986,0.0563,0.1788,33604.0,0.1369719786427495,0.6754315708075378
BRD:BRD-K00004538-001-01-9,rosamicin,599,287,-0.1678,-0.1179,-0.0338,80656.0,0.13706965782045366,0.6754315708075378
BRD:BRD-K12251893-065-04-7,,399,157,-1.9425,-1.6851,-0.1343,28786.0,0.13711091128047934,0.6754315708075378
BRD:BRD-K08832567-001-11-5,,387,154,-0.1306,-0.1776,0.1309,32238.0,0.13720755116311945,0.6754315708075378
BRD:BRD-K87158025-001-01-6,,400,159,0.1724,0.079,0.1413,34361.0,0.13721213414541228,0.6754315708075378
BRD:BRD-K69726595-001-01-2,,400,162,-0.0629,-0.1199,0.1163,34991.0,0.1373572269582397,0.6754315708075378
BRD:BRD-A70182876-001-11-9,azapropazone,600,288,0.0079,0.0736,-0.0359,81085.0,0.13744978922598383,0.6754315708075378
BRD:BRD-K47598052-001-15-8,,395,156,-0.2366,-0.3388,0.1315,33311.0,0.1374888999364428,0.6754315708075378
BRD:BRD-A27924917-001-03-3,,401,160,-0.0658,-0.0401,-0.1734,29506.0,0.13764528153117928,0.6754315708075378
BRD:BRD-K90027121-003-01-7,,402,159,-0.0431,-0.0087,-0.1402,29390.0,0.1376670400909336,0.6754315708075378
BRD:BRD-K15045219-001-01-8,,395,153,-0.0467,0.0055,-0.0948,27749.0,0.13774416363049338,0.6754315708075378
BRD:BRD-K11792081-001-01-4,,389,152,-0.0209,0.0223,-0.1439,27139.0,0.13791529708873668,0.6754315708075378
BRD:BRD-K00003449-001-01-9,E7046,597,286,-0.1249,-0.1146,-0.1241,80109.0,0.1379268051301048,0.6754315708075378
BRD:BRD-K38602774-001-03-2,,400,159,0.2646,0.2352,0.1146,34356.0,0.13798117136302596,0.6754315708075378
BRD:BRD-A67616246-001-07-9,,401,158,0.2551,0.2088,0.1403,34230.0,0.13800178741050712,0.6754315708075378
BRD:BRD-K00003234-001-01-9,vericiguat,600,288,-0.0341,-0.0782,0.114,91706.0,0.1381170168425784,0.6754315708075378
BRD:BRD-A59709458-001-01-8,,401,158,-0.2409,-0.1565,-0.097,29130.0,0.13831095565742255,0.6754315708075378
BRD:BRD-K00004678-001-01-9,DOTMP,600,288,0.0546,0.0182,0.0856,91702.0,0.13841436249299718,0.6754315708075378
BRD:BRD-K25494650-003-01-8,,389,151,0.0729,-0.0224,0.1035,31781.0,0.13845133932843126,0.6754315708075378
BRD:BRD-K86932920-001-02-9,BAY-60-7550,599,287,-0.1377,-0.1792,0.1398,91238.0,0.13848340851702154,0.6754315708075378
BRD:BRD-K00004629-001-01-9,pralmorelin,600,288,0.0203,0.0535,-0.1234,81099.0,0.13848877591396513,0.6754315708075378
BRD:BRD-A87130939-001-07-9,,385,154,-0.1523,-0.2039,0.1187,32065.0,0.13853971154708944,0.6754315708075378
BRD:BRD-A95939040-001-01-2,,402,162,0.1723,0.0986,0.103,35156.0,0.1385819853395079,0.6754315708075378
BRD:BRD-K02130563-001-11-4,,399,157,-3.7664,-3.5915,-0.1273,28796.0,0.1386673946547434,0.6754315708075378
BRD:BRD-K10029415-005-06-9,,400,162,-0.0819,-0.0702,-0.1578,29820.0,0.13903449514750166,0.6759812868681722
BRD:BRD-K41783120-001-02-8,,395,153,-0.1752,-0.3367,0.1334,32677.0,0.13918533323287324,0.6759812868681722
BRD:BRD-K57853941-304-02-5,,402,162,-0.0559,-0.0752,0.1384,35152.0,0.13919164684409707,0.6759812868681722
BRD:BRD-K12244279-001-05-8,,399,157,0.2171,0.1793,0.183,33843.0,0.13929378546240426,0.6759812868681722
BRD:BRD-K00091113-001-01-9,BIIB068,589,279,0.0533,0.0243,0.1239,87264.0,0.13945662222209543,0.6759812868681722
BRD:BRD-K83794243-001-01-8,,387,154,-0.1671,-0.0613,-0.1203,27374.0,0.1394780247932581,0.6759812868681722
BRD:BRD-K44590731-001-01-7,,399,157,-0.2532,-0.1818,-0.1421,28802.0,0.13960779665913373,0.6759812868681722
BRD:BRD-K69857269-001-03-9,sonepiprazole,600,288,0.1182,0.0407,0.0809,91684.0,0.1397585247694794,0.6759812868681722
BRD:BRD-K07442505-001-03-6,,403,160,-0.2796,-0.3153,0.1649,34810.0,0.13994314302457017,0.6759812868681722
BRD:BRD-K00003314-001-01-9,furagin,600,288,0.0296,-0.0145,0.1155,91681.0,0.13998352517912832,0.6759812868681722
BRD:BRD-K00003231-001-01-9,doravirine,597,286,0.032,-0.0135,0.0534,90604.0,0.14011072560323504,0.6759812868681722
BRD:BRD-K46416130-001-07-7,,348,125,0.1586,0.1279,0.1805,23684.0,0.14020434409179353,0.6759812868681722
BRD:BRD-K39160765-003-02-9,,399,160,-0.3253,-0.3338,0.1221,34466.0,0.14027532337931573,0.6759812868681722
BRD:BRD-K30233223-001-04-9,A-485,600,288,-0.9055,-1.0961,0.1023,91674.0,0.14050960990894737,0.6759812868681722
BRD:BRD-A83802939-304-04-2,,400,159,0.3354,0.2996,0.1669,34339.0,0.14062076236151808,0.6759812868681722
BRD:BRD-K41772907-001-01-2,,402,162,0.1783,0.1246,0.1262,35142.0,0.1407248342994768,0.6759812868681722
BRD:BRD-K36386086-001-01-1,,396,158,0.003,-0.0758,0.1546,33790.0,0.14078793509893753,0.6759812868681722
BRD:BRD-A91822151-001-05-0,,395,153,-0.0627,-0.1477,0.1426,32667.0,0.14080021852346844,0.6759812868681722
BRD:BRD-A03880619-001-01-0,,375,153,0.1631,0.1435,0.146,31030.0,0.14085569331281603,0.6759812868681722
BRD:BRD-A16665823-001-02-0,,400,162,0.017,0.0526,-0.1563,29832.0,0.1408821819830492,0.6759812868681722
BRD:BRD-K09416995-001-39-9,,400,159,-0.0669,-0.1691,0.1776,34337.0,0.14093383824694616,0.6759812868681722
BRD:BRD-K68810443-001-01-9,,400,160,0.1068,0.0753,0.1363,34547.0,0.14097047160608717,0.6759812868681722
BRD:BRD-K86856088-001-06-9,,389,151,-0.2161,-0.1667,-0.1055,26974.0,0.14108822670922633,0.676068496369546
BRD:BRD-K00003409-001-01-9,CFI-402257,597,286,-1.9657,-2.116,0.0804,90585.0,0.14155593143134357,0.6778312936663067
BRD:BRD-K68538666-001-12-3,,400,159,0.1922,0.1314,0.1357,34331.0,0.14187628133463623,0.6782723884164619
BRD:BRD-K65900713-003-01-0,,389,151,0.0969,0.1415,-0.1354,26979.0,0.14192012195492976,0.6782723884164619
BRD:BRD-K95785537-001-23-1,,395,156,-0.1015,-0.0337,-0.1415,28337.0,0.1419477266479812,0.6782723884164619
