gene,n_mutant,n_wt,median_dep_mutant,median_dep_wt,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,fdr,significant
CASP6,795,391,0.008002473668113,0.0079078860136488,0.08929926680965343,-0.03181902673325834,0.2104175603525652,159506.0,0.46152968148011453,0.6314137052382865,False
PNMA5,795,391,0.0602517968180679,0.0478679049972986,0.08939786825900442,-0.031720543083133004,0.21051627960114183,164187.0,0.11399141655152148,0.24813221916723327,False
ETV3,795,391,-0.0733774168944249,-0.08224838775219,0.08940053459533848,-0.031717879934076584,0.21051894912475355,161109.0,0.30516684578726194,0.48273131989773244,False
DET1,795,391,-0.2553706112683525,-0.2704854187311222,0.08942183031222525,-0.03169660967701267,0.21054027030146316,163489.0,0.1457726506326473,0.2951800103704803,False
TMEM215,795,391,-0.0253196891912534,-0.035060422616474,0.0894414073872106,-0.03167705601249465,0.21055987078691585,164334.0,0.10805121267529172,0.23918397042135,False
CD93,795,391,0.0773375518618401,0.0567818777852978,0.08944834972899444,-0.0316701219736642,0.2105668214316531,167394.0,0.030861310898650667,0.0972693223485425,False
SLC29A3,795,391,-0.0176971634144861,-0.0341417530224105,0.08944976528098114,-0.031668708114738875,0.21056823867670116,164723.0,0.09350985997004616,0.2162657469009912,False
RSPO3,795,391,0.1347520053761147,0.1312054387454906,0.0895259667927779,-0.031592597782752585,0.21064453136830838,162491.0,0.20243428336069313,0.36785372240062864,False
EXOSC7,795,391,-0.9091574157171134,-0.9241004712321632,0.08956983301275048,-0.03154878408660011,0.21068845011210108,161926.0,0.2408943054344972,0.41368295488448587,False
EOLA2,690,356,0.08091100169126389,0.0785230624143292,0.08957711255657759,-0.03837866323702739,0.21753288835018258,127465.0,0.3157429989003233,0.4940426940420403,False
NODAL,795,391,-0.0423273818997356,-0.0569939254377488,0.08959484568266596,-0.03152380137745607,0.210713492742788,165507.0,0.06897952928620509,0.1742208004372093,False
