gene,n_mutant,n_wt,median_dep_mutant,median_dep_wt,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,fdr,significant
MFSD4A,41,17,-0.0211052278252353,-0.0688386804073532,0.14423536389066174,-0.4217604169937149,0.7102311447750383,384.0,0.5499179418405875,0.8645386628529724,False
PALB2,41,17,-0.2785018065801096,-0.2899246167501386,0.14427715145912914,-0.4217189821261951,0.7102732850444533,370.0,0.7197971913138147,0.9274199668162856,False
PDCL3,41,17,-0.2488483465619255,-0.3022098538932091,0.14440892164105287,-0.42158832479594743,0.7104061680780532,420.0,0.22518772565221912,0.6867993957777814,False
SFTPD,41,17,0.0016961568371243,-0.0244382881235254,0.14443128721893117,-0.42156614820491656,0.7104287226427789,400.0,0.3836443713014279,0.7878862062508369,False
HSDL1,41,17,-0.0292417237390642,-0.0250956459799087,0.1444807838939335,-0.42151706987559234,0.7104786376634593,366.0,0.7715099687720903,0.9417271352284636,False
PROS1,41,17,-0.114923190682991,-0.1730565404225856,0.14450974843748465,-0.42148835020657516,0.7105078470815445,405.0,0.3387626506977215,0.7594619697454464,False
MFSD8,41,17,0.0126256552647194,-0.0126399205042186,0.14452418078922977,-0.421474039888342,0.7105224014668016,375.0,0.6569401204835166,0.9088429589360123,False
BMP15,41,17,0.0869588738705361,0.085687148513146,0.14454045208477093,-0.42145790619018286,0.7105388103597248,363.0,0.8109867619208595,0.9536573802913082,False
PM20D2,41,17,0.0530754308128631,0.0516134915206389,0.1446439291749179,-0.42135530451049386,0.7106431628603296,354.0,0.9319339564221203,0.9861567780879442,False
TAF8,41,17,-0.9757460164360569,-1.0351189270169985,0.1447799941443864,-0.42122039159457625,0.710780379883349,389.0,0.4944204761739953,0.8429269634531635,False
NEK4,41,17,-0.0293031673313966,-0.1200932606945162,0.14478749396803828,-0.4212129553028905,0.710787943238967,412.0,0.28184248464387474,0.7263303787830483,False
TMEM30A,41,17,-0.1732964213473419,-0.2195832118060225,0.144919502959062,-0.42108206511452095,0.7109210710326449,411.0,0.2895509644203832,0.7332350518430176,False
PGM2,41,17,0.0158830031298622,0.0450570399680911,0.14516489334902719,-0.4208387571606529,0.7111685438587072,362.0,0.8242587194532638,0.9571151483819821,False
VANGL2,41,17,-0.154394583774525,-0.1861314036231717,0.1453020403806141,-0.42070277551998636,0.7113068562812146,390.0,0.4836916853907064,0.8380502637876968,False
MBOAT1,41,17,-0.0372467165712982,-0.0590815161944652,0.14547133496341458,-0.4205349210125392,0.7114775909393684,349.0,1.0,1.0,False
SDHD,41,17,-0.5069031354895152,-0.6289132503663384,0.14562686165898808,-0.42038071875278393,0.7116344420707601,373.0,0.6818228357226237,0.9174357197214849,False
EXOC3L1,41,17,-0.1490948661690921,-0.1863823562492064,0.14569962143538806,-0.420308579069676,0.7117078219404521,371.0,0.707056495107664,0.9237175085185472,False
GRHL2,41,17,-0.0979098852674681,-0.0815513284975738,0.14572029039498355,-0.4202880863171161,0.7117286671070833,366.0,0.7715099687720903,0.9417271352284636,False
FMN1,41,17,0.0325052445028912,0.0172384180100089,0.14576333144061043,-0.4202454122850983,0.7117720751663192,374.0,0.6693360983888843,0.9143994763473952,False
DUOXA1,41,17,-0.0346171579061028,-0.0541211634064359,0.145791970325655,-0.42021701766548686,0.7118009583167968,389.0,0.4944204761739953,0.8429269634531635,False
EIF3L,41,17,-0.3635123844833467,-0.3988411383237393,0.14589684003630352,-0.42011304281333306,0.7119067228859401,383.0,0.5613747705635805,0.8690315965199659,False
FGFBP2,41,17,0.1131425716090038,0.1154716393896818,0.14591952727201485,-0.4200905492534128,0.7119296037974425,371.0,0.707056495107664,0.9237175085185472,False
SHISA4,41,17,0.0160750094738274,-0.027881037882901,0.1459386494816339,-0.4200715903091016,0.7119488892723694,381.0,0.5846288514607487,0.8799114385625604,False
USP26,41,17,0.1880525686806152,0.1383172169828666,0.14595315158830294,-0.42005721203556334,0.7119635152121692,384.0,0.5499179418405875,0.8645386628529724,False
LRIG3,41,17,0.0360869564135477,0.023303219545388,0.1460095133572084,-0.42000133165499404,0.7120203583694109,390.0,0.4836916853907064,0.8380502637876968,False
RNASEH1,41,17,-0.1886172874995219,-0.1303234390219939,0.14607034701556526,-0.4199410177876806,0.7120817118188112,346.0,0.9727457770087158,0.9955831672267111,False
BTN3A1,41,17,0.0653120293690987,0.1013839441592494,0.14621522341325185,-0.4197973801511681,0.7122278269776718,351.0,0.9727457770087158,0.9955831672267111,False
HMGB4,41,17,0.0770006547441035,0.090749837520279,0.146260962311826,-0.41975203259612354,0.7122739572197756,394.0,0.44206736716913775,0.8200930600581406,False
TTLL2,41,17,0.0257360336493881,0.0306112786981469,0.14633623199044143,-0.4196774071932311,0.712349871174114,371.0,0.707056495107664,0.9237175085185472,False
TRPV6,41,17,-0.0625114440641963,-0.1117969938228192,0.14634665956289342,-0.4196670689023494,0.7123603880281362,392.0,0.4626184201795367,0.8293281434925841,False
ELP4,41,17,-0.4970885531035694,-0.5067285730066575,0.14644464653154377,-0.419569921214734,0.7124592142778216,372.0,0.6943973272194051,0.9204982306790549,False
CDH18,41,17,0.0200994492425021,-0.024167329256541,0.14649231603476573,-0.41952266021449447,0.712507292284026,387.0,0.5162542133145713,0.8537201275777501,False
RRAGC,41,17,-0.2759097948674968,-0.4608090811324179,0.146518692631875,-0.4194965097081854,0.7125338949719354,385.0,0.5385775263960011,0.8613269611585751,False
CUEDC2,41,17,0.1513212686408556,0.0843761880075631,0.1466361449458716,-0.4193800646466972,0.7126523545384404,412.0,0.28184248464387474,0.7263303787830483,False
SIGLEC6,41,17,0.0136765507448319,0.0376347977274885,0.14664596331338675,-0.41937033051642614,0.7126622571431996,367.0,0.7584759635602862,0.938766402049044,False
TAPT1,41,17,-0.1414809151374409,-0.1734177378533654,0.1466717264168651,-0.4193447884757203,0.7126882413094505,388.0,0.505275227253883,0.8477813854508834,False
FABP3,41,17,0.0092934585062212,-0.0084620909002043,0.14668990434669987,-0.41932676654666506,0.7127065752400648,404.0,0.34745840209529044,0.7634641875316777,False
STAP2,41,17,0.0912376667210937,0.1096602064396871,0.14675662852333288,-0.4192606151541411,0.7127738722008068,358.0,0.8778136665629434,0.9717246506817945,False
LINGO1,41,17,-0.0633844537703225,-0.0980218157617732,0.1469296291496012,-0.4190891008374128,0.7129483591366151,357.0,0.8913003444570737,0.974224742017942,False
STK38L,41,17,0.096773503395807,0.0746977883095558,0.14704212830034047,-0.41897756914412976,0.7130618257448107,360.0,0.850950249118388,0.9650505024909951,False
SKP1,41,17,-1.2149040332385577,-1.2659305405162755,0.14710666710018352,-0.41891358569124626,0.7131269198916133,366.0,0.7715099687720903,0.9417271352284636,False
EXOC7,41,17,-0.3483840514728786,-0.3605575318985895,0.14710854695614906,-0.4189117220148115,0.7131288159271096,359.0,0.8643623609641163,0.9682230187334679,False
CCDC80,41,17,-0.0210638066494823,-0.032446781167497,0.14711353888817752,-0.41890677304830876,0.7131338508246639,384.0,0.5499179418405875,0.8645386628529724,False
MXI1,41,17,0.092840216156201,0.0893574105603718,0.14717181372953503,-0.418848999885735,0.713192627344805,360.0,0.850950249118388,0.9650505024909951,False
YIPF6,41,17,-0.046775177667986,-0.1037273466308168,0.14717915865257447,-0.4188417182080304,0.7132000355131793,391.0,0.47309048712561275,0.8343109750647705,False
AADACL3,41,17,0.0256413032117995,-0.0046730093636749,0.14729630585926756,-0.4187255801529376,0.7133181918714727,398.0,0.40257214722169965,0.7972111759777746,False
PANK1,41,17,0.0617418452565,0.0355999460624912,0.1472970039682069,-0.4187248880601814,0.7133188959965951,407.0,0.32179414215610536,0.7505576195293268,False
GAS2L2,41,17,-0.2401005549238664,-0.2999631512555615,0.1472982292079652,-0.4187236733793981,0.7133201317953285,375.0,0.6569401204835166,0.9088429589360123,False
ABCD4,41,17,-0.1045679766719939,-0.0869536324890442,0.14741264388939676,-0.418610245096679,0.7134355328754726,349.0,1.0,1.0,False
TOMM22,41,17,-1.215407342629481,-1.2246363600424008,0.14747851079923296,-0.418544946389186,0.713501967987652,348.0,1.0,1.0,False
UGT1A8,34,14,-0.057203580628739606,-0.03097994176639165,0.14749634295141384,-0.4755963758035598,0.7705890617063875,237.0,0.9909512234788643,1.0,False
ADIPOR1,41,17,0.0552832526879054,0.043084990091504,0.14757988010139117,-0.4184444520463411,0.7136042122491235,361.0,0.8375811185119275,0.9607929417626502,False
ZNF740,41,17,0.0479563622505234,0.0448332843940076,0.1479042977125627,-0.41812283864607086,0.7139314340711962,376.0,0.6446378326610993,0.9042010195996352,False
SCGB1D1,41,17,-0.1605525359736264,-0.1938875835450702,0.14791651863399446,-0.4181107234802912,0.7139437607482801,380.0,0.596421474710786,0.8866317401321147,False
NOTUM,41,17,-0.0602672100642197,-0.0702503537525011,0.147955265363936,-0.4180723121088671,0.7139828428367391,366.0,0.7715099687720903,0.9417271352284636,False
ELK3,41,17,0.0372893100581279,0.0346122800053914,0.1480841402373361,-0.4179445532965208,0.714112833771193,371.0,0.707056495107664,0.9237175085185472,False
TBC1D32,41,17,0.0453613000741183,0.0170711059772208,0.14810196432553788,-0.4179268836418826,0.7141308122929584,391.0,0.47309048712561275,0.8343109750647705,False
PREX2,41,17,0.0820220651949374,0.0847115615295557,0.1481353921739269,-0.41789374547299707,0.7141645298208509,365.0,0.7846087911940799,0.9448772220019701,False
MUL1,41,17,-0.0003727576237807,-0.0518130746967268,0.1481569299874704,-0.41787239433668366,0.7141862543116245,390.0,0.4836916853907064,0.8380502637876968,False
C19orf25,41,17,-0.2269904205906944,-0.2919267919426285,0.14824818442439028,-0.4177819311405122,0.7142782999892927,393.0,0.45227692971820543,0.8225613240181718,False
NFE2L3,41,17,-0.3712599180208184,-0.4213985665417068,0.14825257791499705,-0.4177775757568528,0.7142827315868469,365.0,0.7846087911940799,0.9448772220019701,False
ACTC1,41,17,0.0043548757840493,-0.0053902038585077,0.14837645451664513,-0.4176547740628578,0.7144076830961481,371.0,0.707056495107664,0.9237175085185472,False
CLIP3,41,17,0.028934331474945,0.0482777496057202,0.14841986856895933,-0.41761173693689607,0.7144514740748147,361.0,0.8375811185119275,0.9607929417626502,False
PRSS27,41,17,-0.0544993614269644,-0.0852065529824014,0.14852001578539992,-0.41751245963100897,0.7145524912018089,383.0,0.5613747705635805,0.8690315965199659,False
APOL2,41,17,-0.0022662577161851,-0.0016183877972844,0.1485729616810733,-0.4174599738767864,0.7146058972389331,357.0,0.8913003444570737,0.974224742017942,False
TRIM69,41,17,0.0341438526078976,0.0037269573386368,0.14858552689274898,-0.4174475178907018,0.7146185716761997,393.0,0.45227692971820543,0.8225613240181718,False
TFPI,41,17,0.1152845425331633,0.0929264127458209,0.14861942016536078,-0.4174139192880315,0.7146527596187531,385.0,0.5385775263960011,0.8613269611585751,False
RASSF5,41,17,-0.0905933631857219,-0.0968043418629821,0.14864523610439448,-0.4173883278391539,0.7146788000479429,351.0,0.9727457770087158,0.9955831672267111,False
NAGLU,41,17,-0.3635882125948799,-0.3547593063952913,0.14867067932616393,-0.4173631059045313,0.7147044645568592,363.0,0.8109867619208595,0.9536573802913082,False
SLC4A4,41,17,0.0807306881375242,0.0611112755945674,0.1486878107748645,-0.41734612347434163,0.7147217450240706,384.0,0.5499179418405875,0.8645386628529724,False
NOXA1,41,17,-0.062740730006064,-0.0866908355976327,0.14869582849750448,-0.4173381755000297,0.7147298324950387,386.0,0.5273556163857409,0.8581952743507021,False
QARS1,41,17,-1.6766060888991663,-1.7665895499441568,0.14870447709678192,-0.4173296021414531,0.7147385563350169,391.0,0.47309048712561275,0.8343109750647705,False
COQ10B,41,17,-0.0377342091675792,-0.0108018539006898,0.1488559036832262,-0.41717949363676843,0.7148913010032208,337.0,0.850950249118388,0.9650505024909951,False
GPD1L,41,17,0.074924208772171,0.0457052671749709,0.14886843663865545,-0.4171670698335159,0.7149039431108268,408.0,0.3135216427300871,0.7471341719239093,False
SLC35G6,41,17,0.0356376741204303,-0.0242498092660293,0.14889107649315367,-0.41714462717757084,0.7149267801638782,400.0,0.3836443713014279,0.7878862062508369,False
KCTD6,41,17,0.0069028529231383,-0.0069951445712394,0.149012040633611,-0.4170247171707175,0.7150487984379394,376.0,0.6446378326610993,0.9042010195996352,False
DCAF8L1,41,17,0.052890846200269,0.0373693702429059,0.14902449050510153,-0.41701237584124445,0.7150613568514474,371.0,0.707056495107664,0.9237175085185472,False
DCLK2,41,17,-0.0933826003601046,-0.0775451167856799,0.14918270825674224,-0.41685553827135696,0.7152209547848414,373.0,0.6818228357226237,0.9174357197214849,False
FGFR2,41,17,-0.0375115232067042,0.0035872695760265,0.14918349515759652,-0.4168547582385308,0.7152217485537239,334.0,0.8109867619208595,0.9536573802913082,False
SPATA4,41,17,0.0483027122571734,0.0342985437912009,0.14933600047156406,-0.4167035846649789,0.715375585608107,399.0,0.39303922132692193,0.7923595862792655,False
LDLR,41,17,-0.1507907148444493,-0.1878025561750542,0.14956359986062612,-0.41647797529415226,0.7156051750154044,393.0,0.45227692971820543,0.8225613240181718,False
MSRB1,41,17,-0.2019331093966052,-0.2413654700161908,0.149574299753455,-0.4164673690303908,0.7156159685373007,389.0,0.4944204761739953,0.8429269634531635,False
PACC1,41,17,0.0807261100864866,0.0509893954830545,0.14972442212450776,-0.41631856100491393,0.7157674052539295,387.0,0.5162542133145713,0.8537201275777501,False
PAM,41,17,0.0481301092874629,0.0708781288748164,0.1497430384110378,-0.4163001077986524,0.7157861846207281,313.0,0.5499179418405875,0.8645386628529724,False
ZNF449,41,17,-0.0458241956848634,-0.0680088446699162,0.14975610521570878,-0.4162871554723946,0.7157993659038122,389.0,0.4944204761739953,0.8429269634531635,False
