gene,n_structural,n_contact,median_structural,median_contact,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
KRTAP21-3,68,142,0.09246318966360931,0.1120352689032522,-0.11922813277251011,-0.40849373158298535,0.17003746603796516,4259.0,0.16768238785046485,,0.9002134420798459,False
CDK20,68,142,-0.02457530929867635,-0.0040852456827045,-0.11918133523104249,-0.4084467576544353,0.17008408719235027,4229.0,0.14636376241804389,,0.8957816840172166,False
CT55,68,142,0.1108625020844089,0.09973216360440004,-0.11917826903772663,-0.4084436799065818,0.17008714183112852,4673.0,0.7076938688318787,,0.9858890051987951,False
DENND5B,68,142,0.04162431437719315,0.0677184502760837,-0.11916815819992667,-0.4084335309695509,0.17009721456969756,4457.0,0.36856523705658517,,0.939901393945159,False
DYSF,68,142,0.035599923176435094,0.03332085327572876,-0.11910474890335128,-0.4083698828103367,0.17016038500363417,4506.0,0.4352458867257798,,0.9533830924602928,False
OR13J1,56,127,-0.03961961860722705,-0.0236090594326042,-0.11905710324136652,-0.4336901589401578,0.1955759524574247,3361.0,0.55587023635514,,0.9699158901008881,False
ZBTB14,68,142,0.0471252089246168,0.0756856015519504,-0.1189648602516419,-0.4082294676473901,0.17029974714410634,4307.0,0.20651795693929598,,0.9052934661469995,False
BPIFA1,68,142,0.0615673780438528,0.07513371995132384,-0.11894195637435173,-0.4082064776236163,0.17032256487491282,4560.0,0.5162129354331402,,0.969342278427615,False
SERPINF2,68,142,0.1481035925981421,0.15017573048588329,-0.11894157268508607,-0.40820609249135253,0.17032294712118037,4561.0,0.5177826302370028,,0.969342278427615,False
RIMOC1,68,142,0.07206887338757455,0.10095875763489626,-0.11890574252133641,-0.4081701275961863,0.17035864255351352,4390.0,0.2883419174293985,,0.922756201489505,False
BATF3,68,142,0.0602380135156552,0.0620331363216073,-0.1189036165171274,-0.4081679935988819,0.17036076056462712,4609.0,0.5959203840194311,,0.9730851840317294,False
OR5D16,56,127,-0.06920559626917791,-0.0478452996541132,-0.11889470647780682,-0.43352711764000423,0.1957377046843906,3202.0,0.2844069683285273,,0.922756201489505,False
SSR3,68,142,-0.13561479161803014,-0.09339970238328145,-0.11867374046178555,-0.4079372541249936,0.17058977320142246,4356.0,0.2525073638249845,,0.9142008971523761,False
MOK,68,142,-0.2084718383071584,-0.1893370403649067,-0.11864019972545331,-0.40790358754852624,0.17062318809761962,4491.0,0.4141286134560386,,0.9488887979235613,False
GP9,68,142,-0.0577433627499044,-0.06165791073941395,-0.11861806219388166,-0.40788136697949995,0.17064524259173663,4641.0,0.6508255000965881,,0.9787764859709739,False
NTSR2,68,142,-0.0676175256138764,-0.049731930331506705,-0.11859048433985439,-0.40785368570311575,0.170672717023407,4483.0,0.40311839109948844,,0.94548566431436,False
ACSM4,68,142,0.11917862684059585,0.14444523086353617,-0.11857110203060099,-0.4078342307207722,0.17069202665957017,4558.0,0.5130809645866038,,0.9684268185265678,False
CRIP3,68,142,-0.12194677823981455,-0.11324039330744015,-0.11856873171372594,-0.4078318515173153,0.17069438808986342,4609.0,0.5959203840194311,,0.9730851840317294,False
RPF2,68,142,-1.0538825917429127,-1.0253229949855096,-0.11853888930316747,-0.40780189723941257,0.17072411863307763,4620.0,0.6145562284282553,,0.9740124926272851,False
DPEP1,68,142,-0.03532480314979895,-0.05342273320407585,-0.11850084200176211,-0.40776370735456,0.17076202335103582,4982.0,0.7094996245508205,,0.9858890051987951,False
KDM1B,68,142,-0.06457743515678925,-0.03887612194310095,-0.11845338222887494,-0.4077160697887554,0.1708093053310055,4520.0,0.4555044300495982,,0.9584695216135746,False
SLC25A1,68,142,-0.25280812931489066,-0.22246904950689833,-0.11840709643986032,-0.4076696106732744,0.1708554177935538,4291.0,0.19290664053669426,,0.9052934661469995,False
ARL8A,68,142,-0.025298577999387797,-0.01726976777244215,-0.11837994736964878,-0.40764235996936865,0.17088246523007106,4496.0,0.42109944555931456,,0.9494196099992542,False
JSRP1,68,142,-0.10258141243448585,-0.0867021910504771,-0.11836526904795121,-0.4076276267084437,0.17089708861254133,4550.0,0.5006527667232911,,0.9652908344210035,False
PIH1D1,68,142,-0.0360525922239683,-0.0265343565014221,-0.11833749494723339,-0.4075997486711542,0.17092475877668745,4771.0,0.8909363408518235,,0.9953227089757479,False
ARMC5,68,142,-0.3628462499534505,-0.36790434945971107,-0.11832560488854034,-0.407587814124786,0.17093660434770536,4539.0,0.4838281052139244,,0.9589390687068506,False
HABP4,68,142,-0.0274935124041954,-0.014882810454320699,-0.11832387088878013,-0.4075860736374898,0.17093833185992954,4435.0,0.3408151786265704,,0.9336754982909935,False
SLC22A5,68,142,-0.14075283910537245,-0.1314848650369438,-0.11828550462993767,-0.40754756386053403,0.17097655460065872,4577.0,0.5432293319538688,,0.9699158901008881,False
NEK5,68,142,-0.0387973659823628,-0.0468095939021457,-0.11826454431624799,-0.4075265251594368,0.17099743652694083,4695.0,0.7477834562020254,,0.9874807212226971,False
CASQ2,68,142,-0.13130295633556074,-0.07478528981172085,-0.11824166741223334,-0.40750356271617855,0.17102022789171184,4401.0,0.3006361315506968,,0.9270346474351753,False
TUBG1,68,142,-1.501734953760518,-1.5244899740732492,-0.11823619078269132,-0.4074980656113714,0.17102568404598878,4745.0,0.8413095146083168,,0.9911056805411732,False
TNRC6B,68,142,-0.07519392981777501,-0.05903014292601245,-0.11816460265268544,-0.40742620992465495,0.17109700461928404,4430.0,0.3346999683676649,,0.9336754982909935,False
KCNA4,68,142,-0.0040141776939349,-0.01887765045814085,-0.11815732559610606,-0.4074189056795351,0.17110425448732294,4771.0,0.8909363408518235,,0.9953227089757479,False
CELA3B,68,142,0.10603156744753875,0.11904306984678156,-0.11812717958147426,-0.4073886470511652,0.17113428788821664,4456.0,0.36727415476091063,,0.939901393945159,False
MRS2,68,142,0.0154397321923139,0.0229942445661351,-0.11812155718636558,-0.4073830036561586,0.17113988928342744,4628.0,0.6282685560915197,,0.9761271535635594,False
MYH11,68,142,-0.1134262023676689,-0.10224221547339571,-0.11810092201001912,-0.407362291415056,0.17116044739501776,4496.0,0.42109944555931456,,0.9494196099992542,False
LHPP,68,142,0.07843945696841186,0.08603106551117184,-0.11809302286744139,-0.4073543627756586,0.17116831704077584,4648.0,0.66310706462289,,0.9812556783375721,False
ZNF529,68,142,0.0113144056429367,0.00590986623180015,-0.11808470741824745,-0.4073460162772097,0.17117660144071478,4835.0,0.9874140450390829,,1.0,False
RPS15,68,142,-2.444883071090091,-2.4518009466115855,-0.11806506622371266,-0.4073263017526158,0.1711961693051905,4556.0,0.5099589207391807,,0.9678316477322447,False
DEPDC1B,68,142,0.03033915204154735,0.061605234933514746,-0.11803538341541067,-0.40729650814717544,0.17122574131635412,4460.0,0.37245540066372096,,0.9402362085458511,False
ANKRD33,68,142,-0.08633961532111195,-0.0601674755282874,-0.11799320212427016,-0.4072541694536108,0.17126776520507048,4233.0,0.14908010297906032,,0.8957816840172166,False
RPS6KA5,68,142,0.01810388458085045,0.04080836172674995,-0.11798629064141976,-0.4072472321854373,0.1712746509025978,4425.0,0.3286559245616788,,0.9336754982909935,False
EPGN,68,142,0.0734779292954703,0.07606084374735281,-0.11797470900053579,-0.4072356073392106,0.171286189338139,4680.0,0.7203681359241534,,0.9867955889782478,False
CCDC102B,68,142,0.05584238022029195,0.07725644548634555,-0.11796716541735669,-0.40722803561695137,0.171293704782238,4288.0,0.19042963824019354,,0.9052934661469995,False
IGSF5,68,142,0.09584452535302795,0.0973061844111846,-0.11796141523696776,-0.40722226398844164,0.17129943351450608,4750.0,0.8508105939665414,,0.9911056805411732,False
SEC16A,68,142,-0.5729939410295926,-0.5724819403020456,-0.11795212126170687,-0.4072129353489442,0.1713086928255305,4527.0,0.46582943869553894,,0.9588774658832415,False
KCNA1,68,142,0.07534521785412805,0.1101449521439634,-0.11792651289435854,-0.4071872314828081,0.171334205694091,4504.0,0.43239486080310385,,0.9521185858017245,False
ENTPD2,68,142,-0.04776338518765305,-0.0297197233623488,-0.11791699948136246,-0.40717768259764286,0.17134368363491792,4438.0,0.34451843521975145,,0.9336754982909935,False
