gene,n_structural,n_contact,median_structural,median_contact,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
TFDP1,68,142,-0.525138062125001,-0.5909933335234014,0.05979986370733776,-0.22929748301485953,0.34889721042953503,5215.0,0.3482472663303867,,0.9336754982909935,False
DOLK,68,142,-0.49921895722967047,-0.5002601046819178,0.059810567764888016,-0.22928679921035144,0.3489079347401275,4962.0,0.7459453641067899,,0.9874807212226971,False
CLDND2,68,142,0.05113292243823645,0.0495987497136445,0.059840395925322636,-0.22925702750660376,0.34893781935724905,4876.0,0.9082252082500759,,0.9959262603432064,False
ZNF768,68,142,-0.058610495974782253,-0.06849960733829419,0.0598405027674471,-0.22925692086675328,0.3489379264016475,4921.0,0.8223778571188723,,0.9911056805411732,False
OSBP2,68,142,-0.04356527564009695,-0.0369046768013098,0.059848307939219414,-0.22924913047274342,0.34894574635118225,4892.0,0.8775247741935446,,0.9940550082800207,False
SLCO3A1,68,142,0.03409754607230505,0.0377360260065921,0.059885481569335874,-0.2292120272509986,0.34898299038967034,4952.0,0.7643896885827289,,0.9874807212226971,False
PAX1,68,142,-0.017315050129998948,-0.03718070444244955,0.05991010775377711,-0.22918744773362024,0.34900766324117444,5134.0,0.45844121780866787,,0.9588774658832415,False
HSD17B8,68,142,0.1044579129921958,0.08312368060109815,0.05993424595569649,-0.22916335529264073,0.3490318472040337,5016.0,0.6490786046772713,,0.9787764859709739,False
CENPV,68,142,-0.012867268814253801,-0.030036037399146003,0.05997905318759197,-0.2291186330546556,0.3490767394298395,5012.0,0.6560776731032466,,0.9812556783375721,False
HOXB1,68,142,-0.014682811516572702,-0.007071943494520649,0.05999012140857799,-0.22910758583852794,0.34908782865568394,4874.0,0.9120733847128052,,0.996179317689174,False
CIMAP2,68,142,-0.1069468029562333,-0.13075742053542283,0.060008921490887004,-0.22908882144319542,0.3491066644249694,5100.0,0.5099589207391807,,0.9678316477322447,False
MRPL12,68,142,-0.6274623872628649,-0.633024412302982,0.060013997204086886,-0.2290837553668088,0.3491117497749826,5044.0,0.6009773099988382,,0.9733516984786648,False
SSX2IP,68,142,0.0478545748216771,0.018353367527634598,0.060016870116619325,-0.22908088790918563,0.3491146281424243,5195.0,0.3737577557310675,,0.9405948685739727,False
LGMN,68,142,0.20220623159013495,0.20294573220995535,0.060019133716147026,-0.22907862860782496,0.34911689604011903,4951.0,0.7662416903422986,,0.9874807212226971,False
EHBP1L1,68,142,-0.17019062957867903,-0.1844197141427139,0.060036661257572635,-0.22906113435352315,0.3491344568686684,5143.0,0.44530949067076053,,0.9560398080959539,False
PGLYRP3,68,142,-0.10780419005958765,-0.10134210489050846,0.06014971489366859,-0.22894829565469782,0.34924772544203503,4714.0,0.7829686580864913,,0.9884513702585467,False
DEPP1,68,142,-0.09032086966643295,-0.0961785779046597,0.060165985936129256,-0.22893205557997298,0.3492640274522315,4952.0,0.7643896885827289,,0.9874807212226971,False
ARRDC1,68,142,-0.0878847562074852,-0.09700812432963124,0.060203627459064685,-0.22889448573006424,0.34930174064819364,4909.0,0.8451072549160675,,0.9911056805411732,False
PWWP3B,68,142,0.1516548367056129,0.15318965539850665,0.06021099558445228,-0.2288871316395296,0.3493091228084342,5209.0,0.35578155962629,,0.9371998157277811,False
AHI1,68,142,-0.0469410328949082,-0.03148684007433815,0.060219493427295386,-0.2288786499855645,0.34931763684015527,4651.0,0.6683986869229327,,0.9812556783375721,False
ALB,68,142,0.0800499630298511,0.09014016952180226,0.06022253395614301,-0.22887561524965344,0.3493206831619395,4749.0,0.8489085981697844,,0.9911056805411732,False
SDC1,68,142,-0.17585720962845275,-0.1895353421088541,0.06025025725236738,-0.2288479447864426,0.34934845929117736,5087.0,0.5304284984277469,,0.9699158901008881,False
CD99L2,68,142,0.0647151094655057,0.0509812669075797,0.06028466973591253,-0.22881359791748176,0.3493829373893068,5127.0,0.4688031437092075,,0.9588774658832415,False
MEX3B,68,142,-0.0962434732648984,-0.11628833572178945,0.06031268307494059,-0.22878563801938512,0.3494110041692663,5245.0,0.31211156222203607,,0.9308836364276993,False
APOBEC3G,68,142,0.03642609557675125,0.0725899151857341,0.06033040675909283,-0.22876794815945006,0.34942876167763576,4596.0,0.5742346385876352,,0.9701180207831983,False
FGF23,68,142,0.1008092591832873,0.10063052182093746,0.06033434754176245,-0.2287640148987953,0.34943270998232023,4896.0,0.8698765235243281,,0.9925393536948601,False
UROC1,68,142,-0.1278496221313202,-0.11727818515256799,0.06035020013348722,-0.2287481925708514,0.34944859283782587,5032.0,0.621395957139592,,0.9748251012659688,False
C11orf54,68,142,0.12299213318317559,0.10105278911939139,0.06038655506889451,-0.22871190706974126,0.3494850172075303,5048.0,0.5942390627445258,,0.9725539096451342,False
SLC35E1,68,142,-0.08050375063202356,-0.09690397582016465,0.060398766082333154,-0.22869971938749664,0.34949725155216294,5167.0,0.4113595078464817,,0.9488887979235613,False
SKIC3,68,142,-0.1755827340535429,-0.1641405736439071,0.06039951995326088,-0.2286989669571206,0.34949800686364235,4637.0,0.6438495195440064,,0.9777984022142441,False
SNCB,68,142,0.0589351139908378,0.05205790853337005,0.06042291974175473,-0.22867561189159058,0.34952145137510005,5010.0,0.659588611658148,,0.9812556783375721,False
C1QTNF9,55,125,-0.147954410089928,-0.148269351323517,0.06046572263648128,-0.2567335674800929,0.3776650127530554,3511.0,0.8206625783497138,,0.9911056805411732,False
GSG1,68,142,0.0618833567759564,0.049521942212416195,0.060485890603016346,-0.22861276146970616,0.34958454267573885,5263.0,0.2916607675531361,,0.9231719722851338,False
TRMT1,68,142,-0.17088380133529324,-0.1752776496535315,0.0605042896347072,-0.22859439765205855,0.34960297692147296,5005.0,0.6683986869229327,,0.9812556783375721,False
C22orf42,68,142,0.13150926883867609,0.11638246665409915,0.060517106400668604,-0.22858160542252698,0.34961581822386417,5084.0,0.5352108079842008,,0.9699158901008881,False
ZBTB37,68,142,-0.0912108722121605,-0.10909420647586221,0.060528344600670754,-0.22857038874122093,0.3496270779425624,5183.0,0.3896050432994659,,0.9427811108505699,False
SPATA2L,68,142,-0.0087148434809655,-0.0210648726666029,0.0605341374571037,-0.22856460697840167,0.34963288189260905,5058.0,0.5775464777748874,,0.9702066603879994,False
TSKU,68,142,-0.033052286065576045,-0.02017901950707275,0.060573700510572426,-0.2285251197185595,0.34967252073970434,4759.0,0.8679663323737941,,0.9925071300168675,False
PAX8,68,142,-0.11598508876007624,-0.09382705124491089,0.06057565656723014,-0.22852316741053647,0.3496744805449967,4542.0,0.4883860095196618,,0.9607514576738404,False
RCVRN,68,142,-0.0882513925593321,-0.0913341803089894,0.060575758224374644,-0.2285230659482135,0.3496745823969628,5152.0,0.43239486080310385,,0.9521185858017245,False
TMEM202,68,142,0.0809056131177842,0.1211741947525503,0.060579063791134494,-0.22851976671660806,0.349677894298877,4590.0,0.5643534466676603,,0.9699546146014512,False
FRS2,68,142,-0.0482816623434839,-0.0563358516802937,0.06059987971006214,-0.22849899069955326,0.34969875011967755,4941.0,0.7848335760461747,,0.9884513702585467,False
NAV2,68,142,-0.02855576664543505,-0.03463183062191335,0.06061263194993982,-0.22848626291111368,0.3497115268109933,4944.0,0.7792425711103063,,0.9884513702585467,False
GAPDHS,68,142,0.02183026414861975,0.0061525917117642,0.06063302215142493,-0.22846591181695555,0.3497319561198054,5198.0,0.36985913979571927,,0.939901393945159,False
SYNJ2BP,68,142,0.058715833238981455,0.0525644856065373,0.060640329896590975,-0.2284586180908585,0.3497392778840404,5068.0,0.5610779994571953,,0.9699158901008881,False
GNG10,68,142,-0.07656610543512535,-0.0765276950867512,0.0606548017580039,-0.2284441739970318,0.3497537775130396,4982.0,0.7094996245508205,,0.9858890051987951,False
FBXL22,68,142,-0.029780434163409898,-0.03285367979685875,0.06068203325471139,-0.22841699476815525,0.349781061277578,5056.0,0.5808672823643817,,0.9714168289568855,False
PLEKHA6,68,142,0.0279839837803924,0.013768349187081,0.06068261355316594,-0.2284164155837743,0.3497816426901062,4990.0,0.695100076194458,,0.9844375640045762,False
C1orf216,68,142,-0.045141910253728254,-0.04698499618356855,0.060718963183608726,-0.22838013575961838,0.34981806212683586,5071.0,0.5561821464905391,,0.9699158901008881,False
SP5,68,142,-0.0783610863030419,-0.08730116962249604,0.06072216768814195,-0.2283769374110601,0.349821272787344,5035.0,0.6162630523931278,,0.9740124926272851,False
ACYP2,68,142,0.046401963668653054,0.05075829897389835,0.0607469449491566,-0.22835220775906828,0.3498460976573815,4960.0,0.7496229833039941,,0.9874807212226971,False
LEPROT,68,142,-0.041917398265765404,-0.03063408022004865,0.060794674691800624,-0.2283045697829142,0.3498939191665154,4773.0,0.8947741281305591,,0.9953227089757479,False
SLC29A4,68,142,-0.07621935876813005,-0.06975350013418805,0.060847172842339106,-0.2282521726499359,0.3499465183346141,4873.0,0.9139982521942923,,0.9964070197042714,False
RNF214,68,142,-0.1055850508874202,-0.11481344626916215,0.0608509108928801,-0.22824844179551979,0.34995026358127995,4972.0,0.7276454897925599,,0.9867955889782478,False
KCNQ4,68,142,-0.0542363256936676,-0.0665615866448376,0.06086029642886253,-0.2282390743295898,0.34995966718731486,5096.0,0.5162129354331402,,0.969342278427615,False
GPR173,68,142,0.061122802688564,0.0686866896440024,0.060931433009559194,-0.2281680747993319,0.3500309408184503,4787.0,0.9217026556422568,,0.9976060595813264,False
F13B,68,142,-0.01148540362821005,-0.022081058988100852,0.060947273168011275,-0.22815226518002504,0.3500468115160476,5103.0,0.5052945594835092,,0.966137422275411,False
SLC34A3,68,142,-0.0343920811237417,-0.04631979604573225,0.06096973197724289,-0.22812984968401404,0.3500693136384998,5093.0,0.5209294117892653,,0.9699158901008881,False
H4C6,68,142,0.08296381917689025,0.07454860080966585,0.06099273091623937,-0.2281068951164436,0.3500923569489223,5204.0,0.36213805826071166,,0.9393168700524839,False
A2ML1,68,142,0.08863032611064164,0.07794159938151404,0.06101169825191685,-0.22808796438668102,0.35011136089051476,5206.0,0.3595869683779861,,0.9392212570991505,False
ACTC1,68,142,0.02477340614574715,0.01345871823440405,0.061050291762592225,-0.22804944539448566,0.3501500289196701,5204.0,0.36213805826071166,,0.9393168700524839,False
TRAPPC5,68,142,-0.8118614675544582,-0.8279812793143472,0.0610750613644551,-0.22802472364395368,0.3501748463728639,4985.0,0.7040872938556356,,0.9851727870562155,False
BFSP2,68,142,0.09056258045444496,0.09081552331922926,0.0610788363827672,-0.2280209559201413,0.3501786286856757,4928.0,0.8091862695652106,,0.990681346413614,False
OXCT1,68,142,0.13626229461413156,0.14058123694720648,0.06109731314902152,-0.22800251486319945,0.35019714116124245,4946.0,0.7755215501931312,,0.9877566562589103,False
SPART,68,142,0.10279157578684461,0.09830925749684111,0.061112061991904824,-0.22798779453256768,0.35021191851637734,4956.0,0.7569952469636616,,0.9874807212226971,False
DCTN1,68,142,-0.3939634519594504,-0.3915632909308838,0.06113589274687481,-0.22796400986140886,0.3502357953551585,4947.0,0.7736629647254889,,0.9877566562589103,False
TOMM6,68,142,-0.1564209373027508,-0.15794366478805316,0.06115169418777981,-0.22794823898716443,0.3502516273627241,4946.0,0.7755215501931312,,0.9877566562589103,False
TMEM236,68,142,0.1897013510986997,0.1795589697060737,0.061164673537789135,-0.22793528475060665,0.35026463182618495,4915.0,0.8337251864574471,,0.9911056805411732,False
NDRG2,68,142,-0.0894376296751263,-0.10879331125440755,0.06121148714466743,-0.22788856176658054,0.3503115360559154,5266.0,0.2883419174293985,,0.922756201489505,False
ABHD11,68,142,-0.39523597777459524,-0.42234635661865827,0.06121654038780968,-0.22788351830976636,0.3503165990853857,5020.0,0.6421103852284555,,0.9776412768558577,False
GPX4,68,142,-0.4323816038309076,-0.6474274437938761,0.06121753830690122,-0.22788252232338338,0.35031759893718584,5345.0,0.21002720615394865,,0.9059514978880614,False
OR2M4,56,127,-0.061130895024225904,-0.0587297537438643,0.06121914499957403,-0.2532399495391108,0.37567823953825885,3605.0,0.8832361047602127,,0.9940928786725156,False
MEOX2,68,142,0.0398587153659757,0.0408686627436757,0.06127114876315663,-0.2278290157428649,0.3503713132691782,4959.0,0.7514639356901198,,0.9874807212226971,False
TMEM53,68,142,-0.16309490169667445,-0.15156008556242268,0.06128262967927266,-0.22781755708401358,0.3503828164425589,5077.0,0.5464534072670049,,0.9699158901008881,False
CREBL2,68,142,-0.00044486393475095024,0.0114425279276284,0.06128594569792696,-0.22781424749467305,0.35038613889052694,5030.0,0.6248281784342128,,0.9750908674938092,False
CHST3,68,142,0.0398542091912375,0.030572376577853902,0.06129441235446018,-0.22780579725542452,0.3503946219643449,5166.0,0.4127426845370398,,0.9488887979235613,False
MPZ,68,142,0.0015196813410052,-0.012580488948247901,0.06130177707043041,-0.22779844682186287,0.35040200096272367,4917.0,0.8299387697788003,,0.9911056805411732,False
RAB37,68,142,-0.08358953608717455,-0.09669334845303935,0.06130237590198988,-0.22779784915169404,0.3504026009556738,4901.0,0.8603333821609269,,0.9912380566425227,False
HPD,68,142,-0.13733169591791294,-0.13489671602505032,0.06133053838189647,-0.22776974130369557,0.3504308180674885,5007.0,0.6648690880953128,,0.9812556783375721,False
SERPINI1,68,142,0.0536860441073221,0.0580995205920124,0.061333433746416935,-0.22776685155726462,0.35043371905009846,4926.0,0.8129499406643599,,0.9908915359970523,False
CTSL,68,142,-0.040373524560119944,-0.02126115465915055,0.06134455046297387,-0.22775575641375634,0.3504448573397041,4872.0,0.9159236242430568,,0.9965671423727095,False
MAPRE1,68,142,-0.3054509501885781,-0.3414264311285831,0.06136317298986567,-0.22773717003441107,0.3504635160141424,4896.0,0.8698765235243281,,0.9925393536948601,False
ENC1,68,142,0.0263343543727621,0.02119415763200065,0.06140289469821394,-0.2276975254651498,0.35050331486157765,5070.0,0.5578117799649394,,0.9699158901008881,False
DCLK1,68,142,-0.05258534141884415,-0.06116850167864535,0.06142164251261448,-0.22767881407611554,0.35052209910134446,5014.0,0.6525743154468557,,0.9794350088120508,False
LIPT2,68,142,-0.017032688789656053,-0.0171863386293355,0.06143266610492078,-0.22766781190687585,0.3505331441167174,4815.0,0.9757989486540533,,0.9994837242316453,False
EEA1,68,142,0.02479018303085615,0.024060681382002548,0.061450400314368284,-0.22765011216986114,0.3505509127985977,5011.0,0.65783219891224,,0.9812556783375721,False
TMEM255B,68,142,0.01783248908368195,-9.729984028690008e-05,0.06149793046196078,-0.22760267446223204,0.3505985353861536,5126.0,0.47029392627307987,,0.9588774658832415,False
CSNK2A3,34,50,-0.04086776423102035,-0.04964249514012045,0.06151474819765627,-0.37426017665607947,0.49728967305139204,895.0,0.685092278801323,,0.9843550899803778,False
CDIPT,68,142,-0.83070489780544,-0.8933617343746595,0.06152692283178865,-0.22757373851387777,0.3506275841774551,5140.0,0.449662740243584,,0.9573935132108343,False
CARNS1,68,142,-0.142610361701777,-0.1316264534695492,0.06153838486296436,-0.2275622987960646,0.35063906852199334,4967.0,0.7367767672995642,,0.9873799861321738,False
CTNNBIP1,68,142,-0.05702647663993625,-0.0935467684697045,0.06154767304781454,-0.22755302869575483,0.35064837479138394,5210.0,0.3545187549660376,,0.9359357766925824,False
CCL28,68,142,0.04104732868780095,0.0085024663574173,0.06156768720160323,-0.22753305351975456,0.350668427922961,5323.0,0.23010090580053078,,0.9077498716772963,False
ZNF212,68,142,-0.0250388810488519,-0.0566956981806101,0.061633144887645076,-0.22746772340175345,0.3507340131770436,5360.0,0.19708745081228973,,0.9052934661469995,False
BARHL1,68,142,-0.08971931855388175,-0.10533153767039624,0.061634530251986556,-0.22746634073876104,0.35073540124273417,5112.0,0.4914374262564267,,0.962004857009169,False
ALDH1L2,68,142,0.00090266602457625,-0.01466371568194855,0.06165890992895201,-0.22744200861013758,0.3507598284680416,5465.0,0.12241451695443487,,0.8854436077087421,False
ZNF706,68,142,-0.15952223681585906,-0.15885231103332564,0.061692459350043256,-0.2274085246521182,0.3507934433522047,4866.0,0.9274858240493463,,0.9978848140542919,False
MCF2,68,142,0.08723252505243284,0.08363028725203815,0.06169700599997996,-0.22740398687653895,0.3507979988764989,4901.0,0.8603333821609269,,0.9912380566425227,False
OR51M1,56,127,-0.1626719918517731,-0.1585007726452631,0.061718680190186004,-0.25274143922573733,0.37617879960610934,3647.0,0.7840439617928202,,0.9884513702585467,False
PURB,68,142,0.0502106798411376,0.0649689642048566,0.061798971828285046,-0.2273022202414886,0.35090016389805867,4962.0,0.7459453641067899,,0.9874807212226971,False
GNAT1,68,142,-0.08381618079216249,-0.1022087070398378,0.061828383400778654,-0.2272728661864675,0.3509296329880248,5159.0,0.42250182976843165,,0.950191936482848,False
IL22RA2,68,142,0.06522743790037205,0.0431718086585152,0.061854962549846376,-0.22724633903929672,0.3509562641389895,5303.0,0.24950147662514244,,0.91326312187387,False
NHS,68,142,0.01050755453043125,-0.0009135039563931858,0.061871797825096046,-0.22722953671368806,0.35097313236388017,5285.0,0.2679149373002354,,0.9224237213384258,False
SLC2A10,68,142,0.005723348647669499,0.01697550655384425,0.06188043975951615,-0.2272209116965587,0.350981791215591,4933.0,0.7997965620225062,,0.9906110766723095,False
CIMAP1B,68,142,0.0282514844249043,0.0268284937634269,0.06192924417451265,-0.22717220286451192,0.35103069121353725,5101.0,0.5084016345432176,,0.9678316477322447,False
ZNF486,68,142,-0.19812789641839074,-0.21427088523242896,0.061948060658236714,-0.22715342325279847,0.3510495445692719,5029.0,0.6265473515714685,,0.9759051911942321,False
CRCP,68,142,-1.6966166277400867,-1.7337754742016354,0.06197605770216402,-0.22712548109145508,0.35107759649578313,5023.0,0.6369047770591957,,0.9775695601187734,False
ACOT12,68,142,-0.22332703755847785,-0.24603474617600996,0.06198514410291927,-0.22711641250809222,0.3510867007139308,5087.0,0.5304284984277469,,0.9699158901008881,False
AKIRIN1,68,142,-0.350718897485638,-0.3470555863466981,0.062010015800804744,-0.22709158959411568,0.35111162119572514,4910.0,0.8432079290147986,,0.9911056805411732,False
EEF2K,68,142,-0.010626179820100699,-0.0067072190146638,0.0620257309677949,-0.22707590526129356,0.35112736719688337,4676.0,0.7131160267007635,,0.9861096224856475,False
OCEL1,68,142,0.045920624469975,0.03814826394782695,0.06204074064133305,-0.22706092504499195,0.35114240632765803,4887.0,0.8871011069534248,,0.9953227089757479,False
ZDHHC9,68,142,0.08632188247282141,0.08745843729707706,0.062116804018745704,-0.22698501105530328,0.35121861909279467,4809.0,0.9641889818515915,,0.9994837242316453,False
AKAP12,68,142,-0.034585416380975495,-0.047690698247448246,0.0621300880482841,-0.22697175313423504,0.35123192923080326,4984.0,0.7058897555593896,,0.9853880270093744,False
ADCY10,68,142,0.0038855361938765496,0.00784274870798415,0.06215012558479339,-0.22695175499011538,0.35125200615970215,4910.0,0.8432079290147986,,0.9911056805411732,False
RBP4,68,142,-0.03552964929687815,-0.04899871445518045,0.062158521029426546,-0.2269433760541112,0.35126041811296427,5032.0,0.621395957139592,,0.9748251012659688,False
TRIM62,68,142,0.021663989688417,-0.008547426657289,0.062173641981558364,-0.22692828484112995,0.3512755688042467,5268.0,0.28614355038949835,,0.922756201489505,False
SLC8A1,68,142,0.057516094273583104,0.05247781244986685,0.06221487440480875,-0.22688713354853715,0.35131688235815467,5029.0,0.6265473515714685,,0.9759051911942321,False
GFY,68,142,0.0126797344357309,0.0099744309834306,0.06222021204077985,-0.2268818064190544,0.35132223050061406,4794.0,0.9352026254217828,,0.9983011227567234,False
TUBGCP4,68,142,-1.1470736233061158,-1.1854366506031218,0.06222834245338791,-0.2268736920119079,0.35133037691868374,5148.0,0.43810773036125583,,0.9555661979208951,False
KCNA6,68,142,0.11193344992671425,0.09824398308856795,0.06223922399184521,-0.22686283189802642,0.3513412798817169,5164.0,0.4155172919007524,,0.9488887979235613,False
HINT1,68,142,0.04801253455462875,0.05662215358955135,0.06224735472011387,-0.22685471718072917,0.3513494266209569,4794.0,0.9352026254217828,,0.9983011227567234,False
OR5M3,56,127,-0.0562013283432725,-0.063221896194485,0.062257124766758924,-0.25220410867868776,0.3767183582122056,3716.0,0.629096214618293,,0.9763246020990595,False
GNAT2,68,142,-0.0959555796840193,-0.10123192422189616,0.06229353428278169,-0.22680862859417925,0.3513956971597426,4935.0,0.796048685125922,,0.990278247765461,False
LARGE1,68,142,0.12107038212788016,0.11826886991695094,0.06230487945999289,-0.2267973057778709,0.3514070646978567,4807.0,0.9603205577954844,,0.9993737785142749,False
CBL,68,142,0.04126967609403525,0.05074122870573465,0.06234410598668188,-0.2267581565965066,0.3514463685698704,4860.0,0.9390633560614385,,0.9983011227567234,False
DDX60,68,142,0.12217140916907146,0.1171296727990421,0.06234698905615448,-0.22675527921367677,0.35144925732598575,4901.0,0.8603333821609269,,0.9912380566425227,False
SELENBP1,68,142,-0.10650234738830015,-0.1204704735748139,0.0623575093029739,-0.22674477971950113,0.35145979832544894,5207.0,0.358315667464728,,0.9384981351606833,False
ITGB2,68,142,0.0361577230573142,0.02349903799956475,0.06236626560544926,-0.22673604069271389,0.3514685719036124,5109.0,0.4960336781164778,,0.96416042084624,False
ADRA2B,68,142,-0.0858920892097868,-0.09016302562401304,0.06236949145954122,-0.2267328212036602,0.35147180412274265,5019.0,0.6438495195440064,,0.9777984022142441,False
IGBP1,68,142,-1.242402839926565,-1.2354474879327784,0.06237950990223679,-0.2267228225307799,0.3514818423352535,5013.0,0.6543250425266991,,0.9808311601359507,False
KANSL3,68,142,-1.1824312682195577,-1.2064650617905426,0.06241995280965039,-0.226682459463329,0.3515223650826298,4998.0,0.6808096839262276,,0.9840076126455899,False
PCM1,68,142,-0.2480208329269675,-0.22039727108137647,0.06245217719360646,-0.2266502987318451,0.35155465311905804,4763.0,0.875611610557377,,0.9937712379836905,False
POLE,68,142,-1.5795446614650819,-1.5767992979455365,0.062460305412748794,-0.2266421865734711,0.3515627973989687,5179.0,0.3949769937229767,,0.9446011872637892,False
GTF2H4,68,142,-1.0086751979893123,-0.9893558204951185,0.06247624033382399,-0.22662628314470085,0.3515787638123488,4913.0,0.8375154632175248,,0.9911056805411732,False
ADRB2,68,142,-0.0103093464606942,-0.01329612136786295,0.06248867230043307,-0.22661387575305744,0.3515912203539236,4943.0,0.7811049863957147,,0.9884513702585467,False
GZMB,68,142,-0.09640968652592086,-0.11560838929289974,0.06250245495512913,-0.22660012034902083,0.3516050302592791,4934.0,0.7979220413649758,,0.990278247765461,False
FUT9,68,142,0.0966174934261042,0.1110351417146743,0.0625049642767005,-0.22659761598945266,0.35160754454285365,4734.0,0.8204901742676431,,0.9911056805411732,False
PARD3,68,142,-0.09026375988342114,-0.0722313777253065,0.06250626340811269,-0.2265963194270578,0.35160884624328315,4668.0,0.6986899089618472,,0.9844375640045762,False
BSND,68,142,-0.08583397695853906,-0.10006552398127735,0.06253415281827761,-0.22656848518074973,0.351636790817305,5050.0,0.590882943955988,,0.9724756372716677,False
NNT,68,142,-0.017811226444929648,-0.013934117097841,0.06257143289763899,-0.22653127887793367,0.3516741446732117,4909.0,0.8451072549160675,,0.9911056805411732,False
LZIC,68,142,-0.042619785261679796,-0.07293337973186825,0.06259429189985528,-0.22650846513497075,0.3516970489346813,5216.0,0.3470014823376656,,0.9336754982909935,False
POLL,68,142,-0.06885227658756315,-0.0723086299690139,0.0626454913240184,-0.22645736714210257,0.3517483497901394,5008.0,0.66310706462289,,0.9812556783375721,False
PAFAH1B2,68,142,0.08125996974276656,0.057216926647337005,0.06265029156511415,-0.2264525764150257,0.351753159545254,5104.0,0.5037447808573516,,0.966137422275411,False
KMT2E,68,142,-0.07971836046499794,-0.08592937720950465,0.06265070916512949,-0.22645215964272292,0.3517535779729819,4988.0,0.6986899089618472,,0.9844375640045762,False
GML,68,142,-0.1150580791618586,-0.13513426029491665,0.0626632313270515,-0.2264396623031671,0.35176612495727005,5004.0,0.6701662453471673,,0.9818660103765813,False
OR2A2,56,127,-0.00488670402459725,-0.0068377982635087,0.06266440096241799,-0.25179768155344306,0.37712648347827904,3681.0,0.7061646772579817,,0.9856183410845232,False
ZNF7,68,142,0.10715365410465649,0.1071073301388811,0.06269079822285134,-0.22641215007000437,0.35179374651570705,4958.0,0.7533063036134969,,0.9874807212226971,False
ATG5,68,142,0.12492110743623461,0.11789080950033676,0.06272971883847626,-0.22637330667132266,0.3518327443482752,5124.0,0.4732833305752939,,0.9588774658832415,False
CD70,68,142,0.07135958751501505,0.0537293967949105,0.06273650092745607,-0.22636653804263684,0.351839539897549,5193.0,0.37637090720450894,,0.9412422227453348,False
OR52K2,56,127,0.12419535435089171,0.1282763321688159,0.06278812123705539,-0.2516742203009584,0.3772504627750692,3728.0,0.6035251746321709,,0.9733516984786648,False
SNRPD1,68,142,-3.0102899477630167,-3.1181578784702193,0.06278898703578122,-0.22631415615176387,0.3518921302233263,5158.0,0.42390694649258753,,0.9505570919920585,False
SIGMAR1,68,142,-0.19804204116971197,-0.19634793564225173,0.06280615996594587,-0.2262970173394228,0.3519093372713145,4869.0,0.9217026556422568,,0.9976060595813264,False
CNTN2,68,142,-0.0662291504761597,-0.0558682613357014,0.06281701562903981,-0.22628618324831534,0.35192021450639493,4848.0,0.9622546587501509,,0.9993737785142749,False
CT83,68,142,0.04210384278698495,0.0588250849494115,0.0628277647345519,-0.22627545550671427,0.3519309849758181,4906.0,0.8508105939665414,,0.9911056805411732,False
SRL,68,142,0.052363709992652996,0.06215772207274585,0.06284435118234295,-0.22625890203175564,0.3519476043964415,4731.0,0.8148334033641584,,0.9911056805411732,False
CCR3,68,142,-0.057896796435158,-0.052537587420606144,0.06285296147313901,-0.22625030886111552,0.35195623180739355,4917.0,0.8299387697788003,,0.9911056805411732,False
C3AR1,68,142,0.021785055261670398,0.0127037359209617,0.06286810963505245,-0.2262351908245367,0.3519714100946416,5020.0,0.6421103852284555,,0.9776412768558577,False
GNG13,68,142,-0.025153032319587848,-0.0453577989103595,0.06292578027600873,-0.2261776349402895,0.35202919549230693,5097.0,0.5146457117744048,,0.9689913112072072,False
RNH1,68,142,-0.13445458140107192,-0.11916463520313406,0.0629268084493188,-0.22617660881385832,0.3520302257124959,5015.0,0.6508255000965881,,0.9787764859709739,False
SCNN1G,68,142,0.0264887529800065,0.0103201608393791,0.06293336028400469,-0.22617007002329598,0.3520367905913054,5137.0,0.45404001618940415,,0.9582617149590638,False
TIMM21,68,142,0.0913963818847139,0.0788632297971921,0.06293549056376219,-0.22616794398502948,0.35203892511255386,5138.0,0.45257826076283414,,0.9576564543000211,False
TMED3,68,142,-0.0423190897475277,-0.03710788772596815,0.06298612153030095,-0.2261174138694567,0.35208965693005856,4873.0,0.9139982521942923,,0.9964070197042714,False
MED8,68,142,-1.2765781779319192,-1.2474126819397457,0.06298766422642907,-0.2261158742474715,0.3520912027003297,4988.0,0.6986899089618472,,0.9844375640045762,False
NEUROG3,68,142,-0.18539160399119436,-0.21073272365446438,0.0630892339685684,-0.22601450706976955,0.3521929750069064,5104.0,0.5037447808573516,,0.966137422275411,False
OR6C76,56,127,-0.052967818823402305,-0.0540373506012964,0.06310771092027838,-0.25135530207766016,0.37757072391821694,3651.0,0.7747511786414132,,0.9877566562589103,False
ERICH3,68,142,0.07931869627549876,0.08353037413476765,0.06312888475584788,-0.22597493544811464,0.3522327049598104,4856.0,0.9467890253070784,,0.9993737785142749,False
AMPD3,68,142,0.025431298595919798,0.0043088439103167,0.0631922779115999,-0.22591166896460438,0.3522962247878042,5151.0,0.43381901990965865,,0.9521185858017245,False
RSL24D1,56,127,-2.1391741199810985,-2.18324950286759,0.06319561018534389,-0.2512675880869949,0.37765880845768274,3689.0,0.6882451379162877,,0.9844375640045762,False
LURAP1,68,142,-0.19060591557617057,-0.1984581318262012,0.06320683205145008,-0.22589714392478258,0.3523108080276828,5150.0,0.4352458867257798,,0.9533830924602928,False
