gene,n_mutant,n_wt,median_dep_mutant,median_dep_wt,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,fdr,significant
AP1G2,10,19,-0.23540532974593995,-0.3111907856420507,-0.08011763383426761,-0.8461157133830108,0.6858804457144756,104.0,0.6965315574003802,0.9988360751396637,False
CD74,10,19,0.0939342527362316,0.0992689183706103,-0.08007095552393313,-0.8460687118087024,0.685926800760836,93.0,0.9451291408968046,0.9999464088524015,False
IGFL1,10,19,0.3006289233718912,0.3155003424369919,-0.08004254737098117,-0.8460401070112941,0.6859550122693318,85.0,0.6629166175161066,0.9988360751396637,False
PRDM2,10,19,0.061078033413286145,0.1120765828476483,-0.08001766377657465,-0.8460150512271141,0.6859797236739646,87.0,0.730753334722013,0.9988360751396637,False
NELFB,10,19,-1.0952896398155654,-0.9448815740031848,-0.07988489599119049,-0.8458813656179791,0.686111573635598,84.0,0.629967182435291,0.9986718302588392,False
CDH8,10,19,0.1400940662370126,0.1237748464233126,-0.07985695904656079,-0.8458532357391976,0.686139317646076,99.0,0.8724155330531143,0.9988360751396637,False
TMEM182,10,19,0.0235959833906314,0.0395943406434748,-0.07978267267673324,-0.8457784366714769,0.6862130913180104,81.0,0.5356380746830408,0.9980669708082962,False
TMEM64,10,19,-0.0874056465335868,-0.0824951929838656,-0.07967456711416666,-0.8456695858549039,0.6863204516265706,93.0,0.9451291408968046,0.9999464088524015,False
SPOPL,10,19,-0.1129599597597274,-0.1156051244913449,-0.07961041749821103,-0.8456049944841543,0.6863841594877321,89.0,0.8007648962689764,0.9988360751396637,False
PANX2,10,19,0.1057304961579535,0.0808784534049955,-0.07959972973196218,-0.8455942331530799,0.6863947736891556,91.0,0.8724155330531143,0.9988360751396637,False
ESRP1,10,19,0.044298607493409,0.0419346403960093,-0.079523067216668,-0.8455170432523195,0.6864709088189834,94.0,0.981696878345011,0.9999464088524015,False
ENTPD5,10,19,-0.01986743973088855,-0.0199215999282996,-0.07945653995738221,-0.8454500587427117,0.6865369788279473,91.0,0.8724155330531143,0.9988360751396637,False
SLC6A11,10,19,0.03581720076300895,0.0113826974797086,-0.0794239289155056,-0.8454172237006649,0.6865693658696536,86.0,0.6965315574003802,0.9988360751396637,False
QNG1,10,19,0.0014835499093381497,-0.0057320092315016,-0.07938007065813904,-0.845373064332647,0.686612923016369,87.0,0.730753334722013,0.9988360751396637,False
ITGB5,10,19,-0.5003456492359283,-0.4743420526736797,-0.07930677127094485,-0.8452992620765278,0.6866857195346381,86.0,0.6965315574003802,0.9988360751396637,False
RNF130,10,19,0.07072464405800699,0.1132364609737635,-0.07923214068178623,-0.8452241199627167,0.6867598385991444,89.0,0.8007648962689764,0.9988360751396637,False
FAM210A,10,19,-0.10858359407132764,-0.1593452681964957,-0.07920643590525982,-0.8451982391148033,0.6867853673042837,96.0,0.981696878345011,0.9999464088524015,False
UGT1A4,10,19,-0.1951329254668952,-0.1265443882118961,-0.0791531185924631,-0.8451445567735703,0.686838319588644,87.0,0.730753334722013,0.9988360751396637,False
GALNT12,10,19,-0.0804237222949333,-0.0434421841422099,-0.07909824535258056,-0.8450893081093281,0.686892817404167,91.0,0.8724155330531143,0.9988360751396637,False
ZNF317,10,19,-0.22795017163697712,-0.2495003016132753,-0.07906293223189043,-0.8450537535256628,0.686927889061882,100.0,0.8364205468225865,0.9988360751396637,False
CTSW,10,19,-0.1244281952438476,-0.0832395786717329,-0.07904749677988783,-0.8450382125634409,0.6869432190036652,69.0,0.24199282271169809,0.9903312655330845,False
MOS,10,19,-0.10095171398690239,-0.0893059151595559,-0.07904064902423469,-0.8450313180060195,0.6869500199575501,85.0,0.6629166175161066,0.9988360751396637,False
CELA2B,10,19,0.06714162879345989,0.0341643558770025,-0.07903027091371935,-0.8450208689728459,0.6869603271454071,95.0,1.0,1.0,False
CDK5R1,10,19,0.05446973182075365,0.0683077961173251,-0.0790066965127813,-0.8449971335020956,0.6869837404765329,85.0,0.6629166175161066,0.9988360751396637,False
KLF5,10,19,-0.19856818102684953,-0.1915678947880343,-0.07897311033301471,-0.8449633179309476,0.6870170972649182,89.0,0.8007648962689764,0.9988360751396637,False
ZNF844,10,19,-0.051660024774509955,-0.0022196004351636,-0.07896177935154573,-0.8449519095816145,0.6870283508785231,81.0,0.5356380746830408,0.9980669708082962,False
DCAF4,10,19,-0.17769605196000185,-0.1569218137945048,-0.07895377507573509,-0.8449438506593494,0.6870363005078792,81.0,0.5356380746830408,0.9980669708082962,False
STK36,10,19,0.0017906455043313011,-0.0234388719745958,-0.07891932697693932,-0.8449091674411253,0.6870705134872466,105.0,0.6629166175161066,0.9988360751396637,False
ANKRD13D,10,19,-0.0534159420947632,0.1097263233519461,-0.07887510935866686,-0.8448646481735671,0.6871144294562335,90.0,0.8364205468225865,0.9988360751396637,False
SUOX,10,19,-0.23668423736081434,-0.1866875222590839,-0.07868941395896002,-0.8446776878182143,0.6872988599002943,92.0,0.9086766781799486,0.9988360751396637,False
IRGQ,10,19,0.0017355804143397,0.1220047955419953,-0.0785530380949967,-0.8445403848604932,0.6874343086704998,90.0,0.8364205468225865,0.9988360751396637,False
LPGAT1,10,19,-0.0842983769287554,-0.1114185709827423,-0.07846112324389926,-0.844447846071612,0.6875255995838137,100.0,0.8364205468225865,0.9988360751396637,False
MRM1,10,19,-0.2684092267675344,-0.1814495251459943,-0.07841045857436713,-0.8443968377914916,0.6875759206427573,85.0,0.6629166175161066,0.9988360751396637,False
CARNS1,10,19,-0.10969168955161275,-0.1372234822867022,-0.07839026400297776,-0.8443765063212255,0.68759597831527,88.0,0.765519648010929,0.9988360751396637,False
WWP1,10,19,-0.04747221589845205,0.0405541591272912,-0.07837534869773513,-0.8443614899278438,0.6876107925323736,83.0,0.5977379870507809,0.9980669708082962,False
