gene,n_Y220C,n_other_mut,median_Y220C,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
CORO2B,11,784,0.056991239173286,0.0568349844357352,0.31280997464406446,-0.2824712664768543,0.9080912157649832,4716.0,0.5936970064479178,,0.9711319343101998,False
CCDC14,11,784,0.0837954728962851,0.07789098936406386,0.3129369358263574,-0.2823444665136561,0.9082183381663709,4685.0,0.6223661163023582,,0.9735314493597788,False
SORBS2,11,784,0.1202919078639702,0.11338050105233564,0.31296422073138475,-0.28231721626434947,0.908245657727119,5076.0,0.3127544746832196,,0.9401662736505708,False
COL10A1,11,784,0.1666985131591159,0.13559464057949583,0.31304640441461273,-0.28223513698436464,0.9083279458135901,5358.0,0.166878195021274,,0.9030966877974155,False
PIK3CG,11,784,-0.014017523332938,-0.05475527677545365,0.31310704292482855,-0.28217457552472963,0.9083886613743868,4886.0,0.4483005828665977,,0.9529951534076364,False
ELK3,11,784,0.0643613236629319,0.02422803453015035,0.31313107869670803,-0.2821505702981331,0.9084127276915492,5254.0,0.21320479144665228,,0.9194897037486607,False
PRR7,11,784,-0.1404952608306367,-0.19000410852758995,0.31318862032251316,-0.28209310180723957,0.9084703424522659,5079.0,0.31085691257159953,,0.9401662736505708,False
CSE1L,11,784,-1.877670256100024,-1.9891311228133062,0.31321534126741707,-0.2820664148289929,0.9084970973638271,5169.0,0.25745839174348994,,0.927202971990777,False
ZC3HAV1L,11,784,0.1164907852866926,0.07772965545750696,0.3133090071985073,-0.2819728679853687,0.9085908823823833,5151.0,0.2675940661060706,,0.9285399246641978,False
CGREF1,11,784,0.151771698867352,0.1311085208697983,0.3133211672713632,-0.2819607233755171,0.9086030579182436,5121.0,0.28508959596476025,,0.9368535106778416,False
PNMT,11,784,-0.1161098843516225,-0.10963492911240999,0.3134391105868978,-0.28184293007030103,0.9087211512440966,4666.0,0.6402287919012895,,0.9766598987785462,False
ZBTB45,11,784,-0.1538608884401878,-0.17699897018252744,0.31349176063453194,-0.28179034700568023,0.9087738682747442,5073.0,0.3146596497784584,,0.9416440776118831,False
CNOT11,11,784,-0.1158407906890911,-0.19635285120609935,0.31365101816384927,-0.28163129215713906,0.9089333284848375,5237.0,0.22158481657507811,,0.9211580490919273,False
DNAAF8,11,784,-0.008581046823008,-0.0081392788664077,0.313936764289998,-0.28134590994668346,0.9092194385266794,5025.0,0.3461774470177591,,0.9452202188537194,False
CPSF4L,11,784,-0.0294430078407818,-0.020950202919006553,0.3139674311361429,-0.2813152821763769,0.9092501444486627,5050.0,0.32951891785260945,,0.9451611137546672,False
WASHC4,11,784,-0.081084687316513,-0.08158456808422525,0.314036969149687,-0.28124583278262466,0.9093197710819987,4857.0,0.4715810300384501,,0.9560427321612455,False
PELI2,11,784,-0.0556649476182327,-0.0305638289843055,0.314063470256759,-0.2812193654539335,0.9093463059674516,4593.0,0.7107401639031071,,0.9844977256712536,False
GATA1,11,784,0.0060121557014066,0.0036005495172991998,0.31417462374954835,-0.28110835366870773,0.9094576011678044,4649.0,0.6563902620527677,,0.9779285225987052,False
OR8K1,10,691,-0.0421573890251859,-0.0244431575855767,0.314233221414797,-0.31024713038170254,0.9387135732112966,3390.0,0.9191949701571378,,0.9977803470329059,False
TMEM9,11,784,0.0388457708602816,0.00049184664887305,0.31426551802986874,-0.2810175753050928,0.9095486113648303,5179.0,0.2519440152190672,,0.9271528064771293,False
TLCD5,11,784,0.0629911298765404,0.013807828182181951,0.31431306533109876,-0.280970088653882,0.9095962193160796,5340.0,0.1743031949855809,,0.9030966877974155,False
ZNF16,11,784,0.0707502539509839,0.081104106018913,0.3143859079991717,-0.280897338919681,0.9096691549180245,4911.0,0.4287660738440806,,0.9497939532893092,False
DBNDD2,11,784,0.1822926008470581,0.14604323406317893,0.3144089422233526,-0.28087433408742,0.9096922185341252,5194.0,0.24382778401551608,,0.9271514892341608,False
DAPK3,11,784,0.0773502414501854,0.0132107508199282,0.31441982786366174,-0.2808634623380548,0.9097031180653783,5295.0,0.19394072327162726,,0.9118410125682683,False
DDX54,11,784,-1.4692455000034583,-1.570594605378338,0.3144349385930109,-0.2808483708919964,0.9097182480780182,5081.0,0.309596100269681,,0.9401662736505708,False
PSMD13,11,784,-1.052682792811861,-1.132877474073555,0.31444062039933707,-0.2808426963366466,0.9097239371353207,5157.0,0.2641854679689366,,0.9285399246641978,False
OLFM2,11,784,-0.0036627472051107,-0.0362571586235569,0.31446805722640997,-0.2808152945255961,0.909751408978416,4875.0,0.4570533673571492,,0.9539402574368955,False
MDP1,11,784,-0.0605910429607697,-0.08305792511595216,0.3145384623272485,-0.28074497929265146,0.9098219039471485,5076.0,0.3127544746832196,,0.9401662736505708,False
RGSL1,11,784,-0.0132216574243816,-0.0338348455141664,0.31466005323756085,-0.28062354363319475,0.9099436501083165,5104.0,0.29533980571334917,,0.9391388485475414,False
CLC,11,784,0.0477300666991353,0.01470954769259315,0.314770929105629,-0.2805128093869703,0.9100546675982283,5200.0,0.2406332787715999,,0.9271514892341608,False
ZEB2,11,784,-0.2067227541562329,-0.26546412114607276,0.3149068487556375,-0.28037706341527563,0.9101907609265507,5405.0,0.148613699127777,,0.9021647760635169,False
CCR8,11,784,-0.0255971739205635,-0.02533048696594685,0.31492848666339873,-0.280355453163376,0.9102124264901734,4487.0,0.8175365021628047,,0.9904154198173775,False
CKM,11,784,0.0384041250182635,-0.00222847653808795,0.3150835605141368,-0.28020057757133576,0.9103676985996093,5352.0,0.16932631237850015,,0.9030966877974155,False
TRMT13,11,784,0.1263663993523383,0.0812580370764131,0.3152494813083075,-0.2800348690114612,0.9105338316280762,5178.0,0.2524917176328596,,0.9271528064771293,False
TNFAIP8,11,784,0.0450452931343916,0.015506546452375598,0.3152593063642276,-0.2800250565265683,0.9105436692550235,5549.0,0.10208371329908357,,0.8891692666539546,False
CENPB,11,784,-0.0309916799891196,-0.05286522200890055,0.3153506139694163,-0.27993386576696144,0.9106350937057941,4801.0,0.5183643483775446,,0.9609494024320904,False
CDC42EP3,11,784,0.1127099657946593,0.074246407253763,0.31539684700914045,-0.27988769190416857,0.9106813859224494,5178.0,0.2524917176328596,,0.9271528064771293,False
FLOT2,11,784,-0.0902747292733787,-0.09550171418443225,0.3154725222631325,-0.27981211353098456,0.9107571580572495,4707.0,0.6019579465052145,,0.9715213070722319,False
NT5DC3,11,784,-0.0019307082631642,0.0061709529207762005,0.3155147040504678,-0.2797699857556064,0.910799393856542,4840.0,0.4855321705910268,,0.9575892542967795,False
OR5B12,10,691,0.14018449016410311,0.0950995480840887,0.3156009541435791,-0.30888128749797567,0.9400831957851339,4320.0,0.17391997856343544,,0.9030966877974155,False
FEV,11,784,0.0362178208864437,-0.0620471806175985,0.31575195217718394,-0.2795330415493101,0.911036945903678,5401.0,0.15010606958684594,,0.9021647760635169,False
CD163L1,11,784,0.1732529406082188,0.15346100350106257,0.3158168479521013,-0.27946822894716683,0.9111019248513694,5195.0,0.24329330789283177,,0.9271514892341608,False
BRD2,11,784,-0.2856792077808761,-0.39530419507947556,0.31583353815246845,-0.27945156014032585,0.9111186364452628,4970.0,0.38467672246641416,,0.9484430408460183,False
TIMM17A,11,784,-0.2153278059315085,-0.2648019892428807,0.31587902394442285,-0.27940613265786957,0.9111641805467152,4923.0,0.4195681495772303,,0.9486992474275867,False
ADAM33,11,784,-0.0685200544170603,-0.0830876650528901,0.31589924266008096,-0.27938593986383786,0.9111844251839998,4821.0,0.5013852795974157,,0.9582108779172506,False
VOPP1,11,784,-0.2779759647599014,-0.3392471002404358,0.3159033106130859,-0.2793818771263971,0.9111884983525689,5445.0,0.13430705395552356,,0.8916760143311828,False
FABP4,11,784,0.1374320096930881,0.044481401129275094,0.31600188914492994,-0.27928342500361675,0.9112872032934767,5685.0,0.0695782304780951,,0.875858446931265,False
ZBTB32,11,784,0.0083462036289382,-0.0210863137115536,0.3160479361498683,-0.27923743705910437,0.9113333093588409,5229.0,0.22560899471031348,,0.9222470278266318,False
THADA,11,784,0.1920873605426593,0.0941229472551954,0.31631284808368637,-0.27897286507147684,0.9115985612388495,5423.0,0.142037916526712,,0.8981259940492806,False
ZFP36,11,784,0.0502621827038827,-0.025441316992895348,0.3163554430977686,-0.278930324743679,0.9116412109392162,5239.0,0.22058685760294627,,0.9205955974152055,False
IRX3,11,784,-0.0845838302559537,-0.14213233045274265,0.3163719595582673,-0.27891382949008,0.9116577486066146,5265.0,0.2079057696824521,,0.9194897037486607,False
PPP2R2A,11,784,-0.0348310976185934,-0.18750485540354406,0.3164686134339143,-0.2788172997388123,0.9117545266066409,5142.0,0.2727634329780694,,0.9306816003032649,False
EFHD2,11,784,-0.0718229746738954,-0.08312991660798191,0.3164831968468305,-0.27880273505742686,0.9117691287510878,4793.0,0.5252382565641414,,0.9609494024320904,False
ACE2,11,784,0.2598741409354423,0.23749058162689146,0.31650671352160337,-0.2787792485902478,0.9117926756334545,5175.0,0.2541398017154931,,0.927202971990777,False
HTR3D,11,784,0.0397426172011807,0.00907965502554065,0.3166107313183847,-0.27867536443310825,0.9118968270698776,5223.0,0.22866118195964036,,0.9228945866839399,False
NTM,11,784,0.0496473997227028,0.05231936058958125,0.3167789540793255,-0.2785073578937231,0.912065266052374,4985.0,0.37392580257972385,,0.9482065559849578,False
MRPL38,11,784,-0.663299959788382,-0.7975791099505952,0.31688518609975,-0.2784012624754967,0.9121716346749967,4904.0,0.4341852490313659,,0.9513871596720289,False
MTCL2,11,784,-0.0138321282248442,-0.0695961249546834,0.31705728674791617,-0.27822938322617036,0.9123439567220026,5391.0,0.1538869768199212,,0.9026259697494153,False
LPXN,11,784,0.0979885385308328,0.0698707110199675,0.3170836285442061,-0.27820307532787875,0.9123703324162908,5138.0,0.27508271654734373,,0.9321577975285965,False
PPFIA3,11,784,0.0238863635459362,-0.0043522226215922995,0.31710664321202076,-0.2781800902788434,0.9123933767028849,4864.0,0.46590133585962823,,0.9560427321612455,False
KRTAP16-1,11,784,0.050670603115971,0.01656220588355935,0.3171279936182926,-0.2781587673514465,0.9124147545880317,4802.0,0.5175083912150117,,0.9609494024320904,False
CASKIN2,11,784,-0.0719357545293046,-0.1535973917210437,0.3172866915016905,-0.27800027377687314,0.912573656780254,5120.0,0.285685806595638,,0.9368535106778416,False
TUBG1,11,784,-1.394126769168264,-1.4686379177799525,0.31758261710755054,-0.2777047294206404,0.9128699636357415,5126.0,0.2821211703565728,,0.9351638570876556,False
NCF2,11,784,0.0373770169293535,0.0551148024274182,0.31759998177159127,-0.2776873871390371,0.9128873506822197,4792.0,0.526100763163206,,0.9609494024320904,False
MSH6,11,784,0.0682278225196652,0.0067190918437181005,0.31765350896450734,-0.27763392894847366,0.9129409468774883,5300.0,0.19168178956458104,,0.9099129946584474,False
PIEZO1,11,784,-0.017399646776072,-0.054315547787243346,0.317671671044468,-0.27761579028404276,0.9129591323729787,4848.0,0.4789392513371371,,0.9575892542967795,False
SMIM7,11,784,-0.212682073087624,-0.2927547346820356,0.3176739708435697,-0.2776134934500611,0.9129614351372004,5111.0,0.2910896174168037,,0.938142965209764,False
MTCP1,11,784,0.1684385747431682,0.12938502824467296,0.3178171641489224,-0.2774704848054044,0.9131048131032493,5187.0,0.2475922136435711,,0.9271528064771293,False
HSD11B2,11,784,-0.1272214322470423,-0.17141026536556941,0.31804308400936837,-0.27724485645812175,0.9133310244768584,5478.0,0.12332597949987381,,0.8898982545088256,False
ZGLP1,11,784,0.0567291525359625,-0.01091740770556435,0.318162478613702,-0.2771256159968864,0.9134505732242904,5212.0,0.23433298501552258,,0.9250086918844695,False
HADH,11,784,-0.0676571203742707,-0.08093802084028345,0.3181705952552007,-0.27711750983638767,0.9134587003467891,4938.0,0.40823542123471945,,0.9484430408460183,False
CPSF1,11,784,-1.307760007312806,-1.3212316253344176,0.3182918872383433,-0.2769963745091269,0.9135801489858135,4739.0,0.5728251450366468,,0.9677850355971539,False
FERMT2,11,784,-0.4167844992529224,-0.45582229997054347,0.31844912908181316,-0.2768393358417582,0.9137375940053845,4901.0,0.43651981392410544,,0.9522830682108284,False
TMEM123,11,784,0.0971193120505766,0.071908836732897,0.3184561053037363,-0.27683236863630817,0.9137445792437808,5025.0,0.3461774470177591,,0.9452202188537194,False
VSIG10,11,784,-0.0594419230142657,-0.0578991594661732,0.31848176966930875,-0.2768067374425468,0.9137702767811643,5157.0,0.2641854679689366,,0.9285399246641978,False
STON1,11,784,0.0809504257474787,0.08875881110521505,0.3185584625593871,-0.27673014369579657,0.9138470688145708,4885.0,0.44909233574311624,,0.9529951534076364,False
SEC14L5,11,784,0.0174837290406983,-0.0285415260832027,0.31859453931551934,-0.27669411358547963,0.9138831922165183,5333.0,0.17725638285449963,,0.903398075023778,False
JAG2,11,784,0.0794955908627021,0.07469471599565095,0.3188048904425319,-0.2764840345392523,0.9140938154243161,4702.0,0.6065696356061383,,0.9720479354702818,False
DNAH5,11,784,-0.0951081680652099,-0.14265783198599663,0.31881642097068597,-0.27647251893056424,0.9141053608719362,4815.0,0.5064478828809393,,0.9583618458466486,False
CGRRF1,11,784,-0.0137773144618296,-0.05540614214385435,0.3189929040143406,-0.27629626430737636,0.9142820723360576,5257.0,0.21175002943564092,,0.9194897037486607,False
TAB3,11,784,0.1201461459911045,0.08914039327717745,0.3189957347122867,-0.2762934372742072,0.9142849066987806,5314.0,0.18545982952358175,,0.9071576940772965,False
QRFP,11,784,-0.0039012051837773,-0.01017905083870425,0.31913762673408,-0.2761517289952599,0.9144269824634199,5129.0,0.28035021138529137,,0.9351638570876556,False
CYP4A22,11,784,0.0745987795544727,0.04571512440762075,0.31916789421074226,-0.27612150072398495,0.9144572891454694,4774.0,0.5417486703851109,,0.9619688796685723,False
PRG4,11,784,-0.1122394772559736,-0.13044206233237043,0.3192098464642007,-0.27607960281732,0.9144992957457214,5042.0,0.3347922151357917,,0.9451611137546672,False
FZD9,11,784,-0.0397969641634779,-0.08692068225109714,0.31934509447327364,-0.27594453006306396,0.9146347190096112,4668.0,0.6383384227776854,,0.9763630171078072,False
LZTS3,11,784,0.0234891968011478,-0.00066422568815985,0.31936831023721346,-0.2759213443896479,0.9146579648640748,4627.0,0.6775452324472837,,0.9801152447576315,False
KRTAP5-2,11,784,0.1658500742813111,0.10517758212606004,0.3197263218132773,-0.2755637971179814,0.915016440744536,5260.0,0.2103024552730376,,0.9194897037486607,False
IRS1,11,784,-0.0519212023423584,-0.06367810566660245,0.3197271414397458,-0.27556297855508105,0.9150172614345726,5212.0,0.23433298501552258,,0.9250086918844695,False
SYT10,11,784,0.1228599270904254,0.0893987768667038,0.31974388679496524,-0.275546254929656,0.9150340285195865,5069.0,0.31721172640072626,,0.9416440776118831,False
SNX10,11,784,0.0882282821861993,0.0449975633007068,0.3197706296615922,-0.2755195467685625,0.9150608060917469,5340.0,0.1743031949855809,,0.9030966877974155,False
GOLGA8M,10,680,-0.2791333348469704,-0.2914482636725415,0.3199660688959469,-0.30459783748195846,0.9445299752738523,3946.0,0.38334484052314444,,0.9484430408460183,False
TMEM223,11,784,-0.0259434309459773,-0.08385023431360175,0.3200938101760007,-0.2751967858907314,0.9153844062427328,4974.0,0.38179148831768983,,0.9484430408460183,False
MYH7,11,784,0.0101294031398911,-0.0259399520142854,0.320100359008746,-0.27519024556575433,0.9153909635832463,5112.0,0.29048582213909535,,0.938142965209764,False
JMJD6,11,784,-0.2955737762203254,-0.4284133807961622,0.3202094377232568,-0.27508130858396945,0.915500184030483,5543.0,0.10375796071875529,,0.8891692666539546,False
CDCA2,11,784,-0.0555478544037231,-0.0997064027353319,0.3202960641717395,-0.27499479472897226,0.9155869230724513,4951.0,0.3985627925896964,,0.9484430408460183,False
GPR78,11,784,0.0583687817364253,0.059838237196199504,0.32031251747823863,-0.27497836281124155,0.9156033977677188,4768.0,0.5470157784609149,,0.9619688796685723,False
IL1RN,11,784,-0.0095053699537985,-0.0324813257376671,0.3203563256224641,-0.2749346116215461,0.9156472628664742,4917.0,0.4241525325308638,,0.9487875938997864,False
DYNLT2B,11,784,-0.0085207876905079,-0.0901091926705911,0.3203847918205556,-0.2749061824362459,0.9156757660773571,5115.0,0.28867949539278537,,0.937992834444051,False
MMD,11,784,0.0716191402959018,0.0048964583057086505,0.3203893389042813,-0.27490164126510924,0.9156803190736718,5230.0,0.22510313803739856,,0.9222470278266318,False
ZDHHC21,11,784,0.1436393801486067,0.10094448304258069,0.3205147932008829,-0.27477635013024143,0.9158059365320073,5389.0,0.15465177099556668,,0.9027866920571528,False
ROMO1,11,784,-1.016829209219989,-1.1286303116971195,0.3205382765313863,-0.27475289734847824,0.9158294504112507,4832.0,0.49217390429769203,,0.9575892542967795,False
UBR7,11,784,0.0952286586594956,0.05815979959262415,0.3207123001372725,-0.2745791001942307,0.9160037004687757,5286.0,0.19805594363870538,,0.9133578090489117,False
KNSTRN,11,784,-0.0832607914437586,-0.0372114862828485,0.3207294316456478,-0.2745619909852083,0.9160208542765039,4389.0,0.9194359605840479,,0.9977803470329059,False
AICDA,11,784,0.045385519900342,0.0394910068109402,0.32076735361840675,-0.2745241183780955,0.9160588256149089,4736.0,0.5755277187818295,,0.9681210075631171,False
SERPINA5,11,784,0.0547165686190222,0.01654186508457305,0.32079467293807207,-0.274496834625486,0.9160861805016302,5157.0,0.2641854679689366,,0.9285399246641978,False
PPM1B,11,784,0.0314966104402368,-0.0004489281572362,0.32081111284304303,-0.2744804161251066,0.9161026418111926,5250.0,0.21515567713549377,,0.9194897037486607,False
NPFF,11,784,-0.0465390927484548,-0.06855551834207615,0.3208373936667985,-0.2744541695209968,0.9161289568545938,5185.0,0.2486751987111836,,0.9271528064771293,False
ADGRG1,11,784,-0.0241114630118408,-0.031640328367182544,0.321061674499264,-0.27423018083331246,0.9163535298318404,5091.0,0.3033427766833877,,0.9401662736505708,False
EPN1,11,784,0.0171927897409341,0.00252645843706015,0.3211784064976663,-0.2741136009689478,0.9164704139642805,5275.0,0.20317194670624716,,0.9189545319227362,False
ZNF324,11,784,-0.0621210723667681,-0.07141603985880104,0.32130797146178264,-0.2739842049284798,0.9166001478520451,4954.0,0.3963504048119654,,0.9484430408460183,False
REPIN1,11,784,0.0152616825973758,-0.00304570604029905,0.3213742355232824,-0.27391802728676534,0.9166664983333301,4844.0,0.4822295855007559,,0.9575892542967795,False
DHX34,11,784,0.0343984185055316,0.012018296593116349,0.3214001895937808,-0.2738921070697128,0.9166924862572744,5088.0,0.3052098960882119,,0.9401662736505708,False
RIC8B,11,784,0.1257137219591978,0.10572700624775966,0.3214053501689977,-0.2738869532260683,0.9166976535640636,4999.0,0.3640611308624765,,0.9452202188537194,False
NET1,11,784,0.0183195526522289,0.0089498733783881,0.3214687436098269,-0.2738236424859064,0.9167611297055602,4571.0,0.7325202423354199,,0.9856522846221435,False
CD4,11,784,0.0738605704113907,0.038853187541285694,0.3214864094115291,-0.2738059997332399,0.9167788185562982,5020.0,0.34957243949311023,,0.9452202188537194,False
HMGN1,10,691,-0.2828097523665062,-0.3322035680938882,0.32149491814937325,-0.30299556122090376,0.9459853975196503,4010.0,0.3831337724557191,,0.9484430408460183,False
HOXA13,11,784,-0.0387237604462542,-0.0712145622900767,0.32163879760255965,-0.2736538104196353,0.9169314056247546,4841.0,0.4847053783551418,,0.9575892542967795,False
PKIB,11,784,0.0803635524835903,0.0163633657216649,0.3216508272921465,-0.27364179643365955,0.9169434510179526,5445.0,0.13430705395552356,,0.8916760143311828,False
CROCC,11,784,-0.094953966369728,-0.18665075117945845,0.3217783590259101,-0.27351443121649077,0.917071149268311,5254.0,0.21320479144665228,,0.9194897037486607,False
ORAI3,11,784,-0.1027300201162648,-0.1532856865007931,0.3218043420428008,-0.2734884821333898,0.9170971662189913,4913.0,0.42722499341980935,,0.9497626494135919,False
CKB,11,784,0.0741710080815651,0.0474214362374014,0.3218322602429445,-0.2734606003974344,0.9171251208833233,4855.0,0.47321078394038374,,0.9560427321612455,False
VRK3,11,784,0.1177887461603009,0.0692670474801228,0.3220128750213428,-0.27328022159784415,0.9173059716405297,5495.0,0.1179494377911647,,0.8891692666539546,False
OR52I1,10,691,0.10335678694959605,0.0950922145216701,0.3220396168987601,-0.30245163146085746,0.9465308652583777,4026.0,0.3695577275445422,,0.946886122483602,False
ARHGEF25,11,784,-0.0419271418416082,-0.0487724399036191,0.3224690892949881,-0.27282460397143804,0.9177627825614142,4900.0,0.4372996065185836,,0.9522830682108284,False
TFF2,11,784,0.1468283770301813,0.09111006652426025,0.3224789958240788,-0.27281471040769156,0.9177727020558492,5192.0,0.24489920926325048,,0.9271528064771293,False
GP1BB,11,784,-0.1632726568378852,-0.1915915656340751,0.32266794407982413,-0.2726260095174925,0.9179618976771408,5214.0,0.23329440270834867,,0.9250086918844695,False
PGAP6,11,784,-0.1491016640695515,-0.1656570528283424,0.3226690546505552,-0.2726249004011162,0.9179630097022266,5183.0,0.24976149234346878,,0.9271528064771293,False
IMPDH1,11,784,-0.0922312237559069,-0.17494511528998855,0.3228312455526264,-0.272462921950862,0.9181254130561147,5138.0,0.27508271654734373,,0.9321577975285965,False
MUC17,11,784,-0.048006250810655,-0.0955086089362657,0.322875480617009,-0.2724187448479489,0.9181697060819669,5324.0,0.18110789444868813,,0.9062697067203028,False
RALYL,11,784,0.0315008985090533,0.022634708378997302,0.32292034442422746,-0.27237393983415126,0.9182146286826062,4602.0,0.7018965868900365,,0.9838402231922713,False
BEGAIN,11,784,-0.0375984738168846,-0.04401410772463955,0.3230713253621392,-0.2722231568147044,0.9183658075389827,4830.0,0.49384191992266024,,0.9575892542967795,False
SMIM9,11,784,0.0661344561912068,0.0243349630372934,0.3231916012995193,-0.2721030386112604,0.918486241210299,5127.0,0.2815300096563711,,0.9351638570876556,False
AK4,11,784,-0.3292465321550266,-0.43660547293711627,0.3235330447512912,-0.2717620432596769,0.9188281327622593,5048.0,0.33083217081775784,,0.9451611137546672,False
CBLL1,11,784,-0.4356224126439829,-0.4379311900972902,0.32354328721854436,-0.27175181424163625,0.918838388678725,4937.0,0.4089852166318697,,0.9484430408460183,False
UPP1,11,784,0.1466452306943407,0.12970326202035903,0.32359529742747556,-0.2716998723330066,0.9188904671879576,4769.0,0.5461361697631392,,0.9619688796685723,False
SLC26A5,11,784,-0.0133543741110505,-0.07593093023675254,0.32363688886574793,-0.27165833552090135,0.9189321132523972,5363.0,0.16485849779465545,,0.9030966877974155,False
ANAPC15,11,784,-0.4937136865939884,-0.6097079891863711,0.3236843732290623,-0.2716109135320949,0.9189796599902195,5060.0,0.3230033868981512,,0.9451611137546672,False
VPS26A,11,784,-0.1712385514329437,-0.2452696216471689,0.32369502726024113,-0.2716002734970938,0.9189903280175761,5090.0,0.3039643044892546,,0.9401662736505708,False
ARHGEF18,11,784,0.1080019951663955,0.0684676594443002,0.32371586539913805,-0.271579462734546,0.919011193532822,5129.0,0.28035021138529137,,0.9351638570876556,False
PRKRA,11,784,-0.5697242998001197,-0.6310709311811764,0.3238756883905702,-0.2714198497709907,0.919171226552131,4821.0,0.5013852795974157,,0.9582108779172506,False
L1CAM,11,784,0.0633321040435031,0.0147381086613575,0.32414019893059376,-0.2711556870592905,0.919436084920478,5277.0,0.20223467601369205,,0.9181082649963095,False
NHLRC2,11,784,-0.6575832816306532,-0.7787980559768193,0.32417577055598895,-0.27112016223182006,0.919471703343798,5088.0,0.3052098960882119,,0.9401662736505708,False
PLAG1,11,784,0.0697585882667224,0.0397868877079839,0.32421609690428776,-0.27107988894295154,0.9195120827515271,5271.0,0.20505596993317254,,0.9189545319227362,False
REG4,11,784,0.0285182412371766,0.0196195285762091,0.3242551268869082,-0.27104091032034766,0.919551164094164,4787.0,0.5304241268836596,,0.9617869310453052,False
TMEM132B,11,784,-0.0229704932620367,-0.031334755910643455,0.3243258579241333,-0.27097027237467547,0.9196219882229422,4994.0,0.3675653930600431,,0.946315575105752,False
VWA5B2,11,784,-0.0956929803214715,-0.14280332120186123,0.32436687998415564,-0.27092930431449463,0.9196630642828059,5157.0,0.2641854679689366,,0.9285399246641978,False
CTPS1,11,784,-0.4534055824311814,-0.6702229567159642,0.32448250652731436,-0.2708138300143411,0.9197788430689698,5150.0,0.26816509174441416,,0.9287095963508362,False
PAFAH1B2,11,784,0.1034922863602879,0.06832197417696376,0.3245876441696875,-0.27070883085152736,0.9198841191909024,5324.0,0.18110789444868813,,0.9062697067203028,False
EIF3I,11,784,-1.5793985979961322,-1.6980261054286092,0.324596179009846,-0.27070030725479904,0.919892665274491,5187.0,0.2475922136435711,,0.9271528064771293,False
ORC1,11,784,-0.7820277828509717,-0.8318480802135102,0.3245995060520376,-0.27069698459558933,0.9198959966996645,5259.0,0.21078418213414485,,0.9194897037486607,False
RDH13,11,784,-0.0791162670938644,-0.11178900939999051,0.3247886271239212,-0.27050811274199904,0.9200853669898414,5100.0,0.29778705397936545,,0.9391388485475414,False
PLIN2,11,784,-0.0071738419528392,-0.0587297921907897,0.32479003098823206,-0.2705067107282025,0.9200867727046667,5297.0,0.1930348157909434,,0.9114436379053856,False
DTX4,11,784,0.0487457431558336,-0.009605983453663699,0.32493359892259455,-0.27036333208119434,0.9202305299263834,4888.0,0.44671945774953337,,0.9529335173408287,False
PLEK2,11,784,-0.0403704143794101,-0.05864885590328215,0.32494962393432814,-0.2703473282028471,0.9202465760715034,4901.0,0.43651981392410544,,0.9522830682108284,False
CYP4B1,11,784,-0.0797255869345205,-0.11053877818497279,0.3253255369613443,-0.26997191121933134,0.92062298514202,5216.0,0.23225908862359534,,0.9244109217605483,False
ADAM19,11,784,0.1615116172399545,0.13480655375502593,0.3255688971760161,-0.26972887244106414,0.9208666667930964,5241.0,0.21959212596616773,,0.9194897037486607,False
MIS18A,11,784,-0.8007521006899361,-1.0447036324503087,0.3255835926626515,-0.2697141963722936,0.9208813816975967,5389.0,0.15465177099556668,,0.9027866920571528,False
ZFAND2B,11,784,0.164067006528142,0.0807755360571552,0.32559311365985927,-0.2697046879561125,0.9208909152758311,5148.0,0.2693096530449478,,0.9295965066389457,False
C8orf74,11,784,0.1466534012767051,0.08326425380114474,0.3256918518132243,-0.26960608029682126,0.9209897839232699,5394.0,0.1527451806347129,,0.9021647760635169,False
FAM184B,11,784,0.2085733843908802,0.1753411698070059,0.32569757427938867,-0.26960036539478077,0.9209955139535582,5482.0,0.12204400567732662,,0.8898118976437126,False
PRDX1,11,784,-0.0059069422932037,-0.06461360955633905,0.3257026544895328,-0.26959529189991877,0.9210006008789844,5438.0,0.13673075960863287,,0.8924576383779568,False
SMIM29,11,784,-0.082989463848642,-0.10529269623903426,0.3258134202525064,-0.26948467257882763,0.9211115130838405,5004.0,0.3605778321124047,,0.9452202188537194,False
PRXL2A,11,784,-0.0755261090383143,-0.07617736274504765,0.3258883957098365,-0.26940979627375106,0.9211865876934241,5074.0,0.3140237454936573,,0.9414360965945867,False
POU2F3,11,784,0.1166767673457494,0.0770981197461444,0.32590886406737646,-0.26938935498881406,0.921207083123567,4920.0,0.4218566897589967,,0.9486992474275867,False
ABCC8,11,784,0.0722060459445334,0.0413811661769657,0.32591053388941865,-0.26938768737544744,0.9212087551542847,5194.0,0.24382778401551608,,0.9271514892341608,False
CPD,11,784,-0.1627137139090753,-0.17517131369527267,0.32598752016221066,-0.2693108029447725,0.9212858432691938,4992.0,0.3689729615227174,,0.946886122483602,False
MRPL10,11,784,-0.927868320464576,-0.9033965261112906,0.32599773641640495,-0.26930060020706625,0.9212960730398762,4945.0,0.4030098193089713,,0.9484430408460183,False
TMEM222,11,784,0.0701798201818747,0.0555776795416742,0.32601860677049327,-0.2692797574665559,0.9213169710075424,5026.0,0.34550097718147665,,0.9452202188537194,False
