gene,n_R175H,n_other_mut,median_R175H,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
CILP2,29,766,-0.1647560584894254,-0.12224809639937201,0.004020827370139117,-0.36676090845438986,0.37480256319466804,10925.0,0.8811438597216947,,0.9956646945825633,False
ZDHHC22,29,766,-0.1244020107083785,-0.1155920935012031,0.004042581049065101,-0.3667391553469453,0.37482431744507544,10697.0,0.7358566451212392,,0.9912587712169589,False
TCEANC,29,766,0.0349303077329821,0.025440095369386198,0.0040675319452768656,-0.3667142051100042,0.3748492690005579,11313.0,0.8655681652304231,,0.9956646945825633,False
KDELR1,29,766,-0.0745599592951224,-0.0717942401225582,0.0040892036221531446,-0.36669253400904456,0.37487094125335085,10915.0,0.8746480414681168,,0.9956646945825633,False
C1QL3,29,766,0.1017532195545356,0.09460979854365731,0.004178821822839311,-0.36660291822242225,0.37496056186810084,11208.0,0.9340171739293559,,0.9965335340714473,False
YME1L1,29,766,-0.2328756097475574,-0.2372200070084452,0.004197312851063765,-0.3665844276988072,0.3749790534009348,11116.0,0.9944130325190491,,0.9998216937366305,False
JAML,29,766,0.0057028199238333,0.00706725286697165,0.004237907458906544,-0.3665438342065825,0.3750196491243956,10960.0,0.903939432067528,,0.9965335340714473,False
OR10A3,24,677,0.00522704513366955,0.0046053940215875,0.004284682053595614,-0.4028210438292925,0.41139040793648374,8508.0,0.6940554248952777,,0.9908924792357967,False
BCAP29,29,766,-0.0377107595958086,-0.03634067226577185,0.004302504046642557,-0.3664792394162231,0.37508424750950825,11188.0,0.9471264562849593,,0.9965335340714473,False
ETNPPL,29,766,-0.0717451242251527,-0.06082577054261245,0.004302672707280519,-0.3664790707603137,0.37508441617487476,11197.0,0.9412252938254021,,0.9965335340714473,False
VPS53,29,766,-0.2303864641088008,-0.22331999933674454,0.004317428334497147,-0.366464315547498,0.3750991722164923,10767.0,0.7797234819329043,,0.9930727141158888,False
TXNDC5,29,766,0.1759035468325048,0.16274411603536865,0.004399528421363372,-0.36638221779225955,0.3751812746349863,11497.0,0.7483094394968528,,0.9929458170570392,False
TRIM60,29,766,0.0865417638875611,0.10429329702502149,0.004440735554542422,-0.36634101184591006,0.37522248295499494,10595.0,0.6734829874149122,,0.9890288103802586,False
GTF2F1,29,766,-0.5571253661771133,-0.5302458463538371,0.004458487711655395,-0.36632326020349687,0.3752402356268077,10852.0,0.8339357183386837,,0.9956646945825633,False
ELAVL2,29,766,0.1249090957403559,0.09823174355985155,0.004471749557469063,-0.3663099987435325,0.37525349785847056,11809.0,0.5633355108992817,,0.983453062819846,False
PPM1A,29,766,0.0718481824164233,0.06735863445029135,0.0044908196112436625,-0.3662909292466039,0.3752725684690912,10907.0,0.8694574405013348,,0.9956646945825633,False
ACO2,29,766,-0.5815588640418338,-0.7156301311420055,0.004506696899925116,-0.3662750524233475,0.37528844622319774,11219.0,0.9268144597874107,,0.9965335340714473,False
TMEM278,29,766,-0.0538306390919386,-0.0544411883427445,0.004527216558926765,-0.36625453336828995,0.3753089664861434,10798.0,0.7993861144565351,,0.9938128237807856,False
FAM110A,29,766,0.1304799755984743,0.1103717267084044,0.004542238580960518,-0.3662395117901308,0.3753239889520519,11149.0,0.9727275427213485,,0.997736695824544,False
FAM120C,29,766,0.0172089799709527,0.01807429480633925,0.004563016343065488,-0.366218734644396,0.375344767330527,10893.0,0.8603875410996291,,0.9956646945825633,False
SLC13A4,29,766,0.0493819121067012,0.034461011283568,0.004617436285366663,-0.3661643163297893,0.3753991889005226,11662.0,0.6478177086599913,,0.9885131777506574,False
MICU1,29,766,-0.0149805141484267,-0.0044792140550748,0.004619816044638113,-0.3661619366421365,0.3754015687314127,11329.0,0.8552129184453972,,0.9956646945825633,False
CA11,29,766,-0.1052623523651132,-0.11222232612081345,0.004656512879834411,-0.36612524091600124,0.3754382666756701,11077.0,0.9806116863740035,,0.9978165591685185,False
GMEB2,29,766,-0.0894564656811241,-0.12480884551792305,0.004666486978556686,-0.36611526712023534,0.37544824107734875,11832.0,0.5506131323876693,,0.9833519290347225,False
CNGB3,29,766,0.0525815804079432,0.0588433742781182,0.004688430266085187,-0.36609332450150084,0.3754701850336712,11294.0,0.8778949229016733,,0.9956646945825633,False
KAT6A,29,766,-0.0427797838277131,-0.07147485391204175,0.004692616669620163,-0.3660891382259167,0.37547437156515706,10778.0,0.7866851382060243,,0.9931041406063236,False
ZNF687,29,766,-0.3483678601273618,-0.3362159875552168,0.004783410821050217,-0.3659983468775628,0.3755651685196632,10450.0,0.5886293453122802,,0.9839893271275432,False
SON,29,766,-0.943326902796892,-1.0118329925026557,0.00478911003136699,-0.36599264784498864,0.37557086790772265,11826.0,0.5539183406670314,,0.9833519290347225,False
FNDC8,29,766,-0.0770325624454805,-0.0856486930779701,0.0048401690695495285,-0.3659415904086386,0.3756219285477377,11379.0,0.8230209836430609,,0.9956646945825633,False
SNX20,29,766,0.1156080286230259,0.1233819357107385,0.0048711433399674315,-0.365910617118229,0.3756529037981638,11324.0,0.8584463426052517,,0.9956646945825633,False
SCML4,29,766,0.0008599109367836,0.0015592193135501998,0.004877266528770155,-0.36590449412390047,0.37565902718144073,11125.0,0.9884977243226172,,0.998971577232083,False
C1QL2,29,766,0.0041295187047541,0.021115078367930452,0.004888515339978365,-0.36589324567059445,0.37567027635055117,10651.0,0.7074820103245967,,0.9908924792357967,False
CNBD1,29,766,0.1825823359345269,0.17539454518569553,0.0050092522243582755,-0.3657725126796046,0.37579101712832114,10977.0,0.915041394594858,,0.9965335340714473,False
SLC25A43,29,766,0.0316389347939851,0.04669416528939805,0.0050154240012883254,-0.36576634110424694,0.37579718910682364,10990.0,0.9235424446417284,,0.9965335340714473,False
SNAPC2,29,766,-1.4951381968113553,-1.5641670578776061,0.005059179580840621,-0.3657225869608854,0.37584094612256663,11246.0,0.9091616806264325,,0.9965335340714473,False
MAP1S,29,766,-0.0251530869955949,-0.0100168505692264,0.005062311435629906,-0.3657194552093715,0.3758440780806313,10843.0,0.8281532015287499,,0.9956646945825633,False
BNC2,29,766,0.0729152429207245,0.10660740152868575,0.005128377007721152,-0.3656533918307387,0.37591014584618104,10900.0,0.8649202664626561,,0.9956646945825633,False
BZW2,29,766,0.086415274529762,0.06302159373056254,0.005168447701602342,-0.36561332248111006,0.37595021788431476,11341.0,0.8474627128649465,,0.9956646945825633,False
KRTAP24-1,29,766,0.0385021514719542,0.0548141917610549,0.005175178663919478,-0.36560659174562304,0.375956949073462,10880.0,0.8519819236015613,,0.9956646945825633,False
OR2G6,24,677,-0.0680077414811319,-0.081596649882962,0.005207244123745385,-0.401898511227837,0.4123129994753278,8403.0,0.775139612355385,,0.9929963386979795,False
PYURF,29,766,-0.3877875642100277,-0.3935047847953685,0.005232723748510739,-0.3655490486123232,0.3760144961093447,11221.0,0.9255055020650161,,0.9965335340714473,False
LSP1,29,766,-0.0088533390368429,0.00172822323622355,0.005250094506486417,-0.36553167844761086,0.37603186746058365,11025.0,0.9464706223422892,,0.9965335340714473,False
MLLT3,29,766,-0.0290895197984326,-0.025312700012846398,0.005268777937243191,-0.36551299565714374,0.3760505515316301,11682.0,0.6360191923855893,,0.9877161052707474,False
ZC3H7B,29,766,-0.1069773877265796,-0.09612543310969535,0.005279530164886678,-0.3655022437990151,0.37606130412878847,11231.0,0.9189638083290648,,0.9965335340714473,False
ADA2,29,766,-0.0440026728574773,-0.0229797336014108,0.005287535113635189,-0.36549423912585677,0.3760693093531271,10620.0,0.6885837975969626,,0.9908924792357967,False
AFM,29,766,0.0921590775421658,0.1072655345431687,0.005327369363478403,-0.3654544062536144,0.3761091449805712,10893.0,0.8603875410996291,,0.9956646945825633,False
ZDHHC11,24,646,-0.15315874425773585,-0.2244508834568879,0.005333068386527906,-0.4021069841525916,0.41277312092564744,8428.0,0.46815003725573545,,0.9804894932204153,False
GPR148,29,766,0.0167159176913515,0.0237464071109376,0.005358222357373926,-0.3654235543338235,0.37613999904857137,11108.0,0.9996713521776667,,1.0,False
MAGEF1,29,766,-0.0027431719234934,0.005970570925385299,0.00540789011187422,-0.3653738883214675,0.3761896685452159,10566.0,0.6561298547066794,,0.988710644518953,False
RRM1,29,766,-3.3410887047633757,-3.4105249659128565,0.0054155123966514555,-0.3653662663054719,0.3761972910987748,11893.0,0.5175715693909791,,0.9804894932204153,False
CARS2,29,766,-0.3089009950423673,-0.2636866857399145,0.005429245566436008,-0.36535253362091025,0.3762110247537823,10084.0,0.3996013600133004,,0.9749925866787106,False
EPN2,29,766,-0.0611828466589645,-0.0299130720357319,0.005440097708322849,-0.36534168186332266,0.3762218772799683,10806.0,0.8044816079853199,,0.9939153294673192,False
GANAB,29,766,-0.2078388299141525,-0.18106093144881374,0.005453391970054713,-0.36532838807341683,0.3762351720135263,11109.0,0.9990140567560344,,1.0,False
NPFF,29,766,-0.0673194665383003,-0.0682230420533173,0.005461340904955942,-0.36532043942118103,0.3762431212310929,11550.0,0.7154618341276806,,0.9908924792357967,False
TMEM91,29,766,0.0004685899945787,-0.0039446715269103,0.005461709640292518,-0.3653200706989667,0.37624348997955176,11175.0,0.9556553966578044,,0.9971288565904906,False
AGO4,29,766,0.0054625106954853,-0.01126140743719235,0.005472062295560806,-0.36530971841248283,0.3762538430036044,11785.0,0.5767603213799865,,0.9839893271275432,False
HRH3,29,766,-0.0693870610214516,-0.08354607761786681,0.0054782566770680136,-0.365303524251967,0.37626003760610305,11566.0,0.7056450287671063,,0.9908924792357967,False
RBM12B,29,766,-0.0430987894686477,-0.0791024091544603,0.005490744080709726,-0.3652910372945873,0.3762725254560067,11365.0,0.8320071982251735,,0.9956646945825633,False
EHD4,29,766,-0.0023081765550598,-0.01385542471641045,0.005546865227075342,-0.36523491816636605,0.3763286486205167,10811.0,0.8076705295671356,,0.9939153294673192,False
CPOX,29,766,-0.2669919880255797,-0.32848188311315707,0.005580669692260773,-0.36520111492670987,0.37636245431123144,11635.0,0.6638866137045112,,0.9890288103802586,False
MTHFR,29,766,0.0424751226637223,0.0395570666653262,0.005600653623854577,-0.36518113172310507,0.37638243897081425,11265.0,0.8967656652209607,,0.9965335340714473,False
LSM10,29,766,-0.4565238645253288,-0.5241500265531169,0.005626318244798887,-0.3651554680409069,0.37640810453050466,11868.0,0.5309881261470267,,0.9831685967095628,False
ABHD11,29,766,-0.3937141345399612,-0.3956977637635485,0.005667039408770409,-0.3651147483752186,0.3764488271927594,11264.0,0.8974174862137272,,0.9965335340714473,False
APPL1,29,766,-0.0111335473985809,-0.02614541819698265,0.00570831703018822,-0.36507347228358566,0.37649010634396207,11356.0,0.8377957458210377,,0.9956646945825633,False
KLHL6,29,766,0.0312510967609837,0.0500769951126643,0.005737107664938589,-0.3650446827224138,0.37651889805229094,10699.0,0.7370988679662144,,0.9913858633717277,False
ADNP2,29,766,0.0109749811944841,0.0196545551213572,0.005888489640984651,-0.3648933064801356,0.37667028576210493,11296.0,0.8765959206694575,,0.9956646945825633,False
GEMIN2,29,766,-0.7378960820902966,-0.7333460548327354,0.00590554692668132,-0.364876249849864,0.37668734370322665,10967.0,0.9085086801373443,,0.9965335340714473,False
NENF,29,766,-0.0483364714551382,-0.0460245532951124,0.005908825338360075,-0.3648729715643752,0.37669062224109534,11296.0,0.8765959206694575,,0.9956646945825633,False
COX5A,29,766,-0.5031060405156674,-0.4985377232623911,0.005962089446325834,-0.3648197095164203,0.3767438884090719,11330.0,0.8545665234351585,,0.9956646945825633,False
WDR6,29,766,-0.1467609559612526,-0.15639445117141082,0.005963466945458635,-0.36481833207080805,0.3767452659617253,10846.0,0.8300796888762458,,0.9956646945825633,False
C1QTNF2,29,766,0.0861166752842334,0.08044043692170015,0.005991320365063959,-0.36479047973605605,0.37677312046618394,11353.0,0.8397272306257566,,0.9956646945825633,False
SPAG17,29,766,-0.1080439030557381,-0.0957273411352699,0.005996915860011139,-0.3647848844596557,0.376778716179678,10871.0,0.8461724236970454,,0.9956646945825633,False
INF2,29,766,0.1225278756651979,0.11226359551889309,0.0060581084683622305,-0.3647236942546584,0.3768399111913829,11407.0,0.8051191339297057,,0.9939153294673192,False
OGFOD1,29,766,-0.1341952304741913,-0.1320976431412902,0.006111767994420243,-0.36467003685616933,0.37689357284500985,10566.0,0.6561298547066794,,0.988710644518953,False
ERLIN2,29,766,-0.0142415084880647,-0.018233783660128698,0.006126826465026257,-0.36465497898599425,0.3769086319160468,11250.0,0.9065500513213545,,0.9965335340714473,False
HSPA12B,29,766,-0.0007868036022273,-0.00072943696110525,0.00612883965360636,-0.36465296587779866,0.37691064518501133,11189.0,0.9464706223422892,,0.9965335340714473,False
GPR171,29,766,-0.0445414547081132,-0.0477979347579507,0.006130324139651391,-0.3646514814510445,0.3769121297303472,10702.0,0.7389634899027635,,0.9914961341998243,False
CDC42EP2,29,766,-0.2253888495535738,-0.22642774630769374,0.006172802202834551,-0.3646090050905326,0.37695460949620174,11010.0,0.9366377138884922,,0.9965335340714473,False
CASP8,29,766,0.1474793685241121,0.14836659898821786,0.006222183894968317,-0.3645596253925711,0.3770039931825077,11139.0,0.9792975100863786,,0.9978165591685185,False
RGS5,29,766,0.1031471176782544,0.10059838081958135,0.0062355353233690515,-0.3645462745060675,0.37701734515280566,11255.0,0.9032869383501256,,0.9965335340714473,False
RGS2,29,766,-0.1047902281375511,-0.09659612349762794,0.006258882048103102,-0.3645229287317033,0.3770406928279095,11370.0,0.8287952497293245,,0.9956646945825633,False
SLC1A5,29,766,-0.1743876047374227,-0.16117005447953964,0.006290469417892756,-0.3644913426533868,0.37707228148917227,10543.0,0.6424971947388034,,0.9883889475229359,False
NKD2,29,766,0.0495852842812721,0.0329050710953219,0.00630990321784396,-0.3644719096512314,0.3770917160869193,10880.0,0.8519819236015613,,0.9956646945825633,False
CYP4V2,29,766,0.1504953756641782,0.14446895492466524,0.006312111421879312,-0.36446970153800284,0.3770939243817615,10890.0,0.8584463426052517,,0.9956646945825633,False
UQCRFS1,29,766,-0.7936768362319624,-0.7721632308015742,0.006331609218124348,-0.3644502045449345,0.3771134229811832,11091.0,0.9898121940637609,,0.9993424803917397,False
ANKRD18A,29,766,0.0123296680575967,0.0097017067876232,0.006342425838121324,-0.36443938837157697,0.37712424004781964,11539.0,0.722238404032113,,0.9908924792357967,False
HAUS5,29,766,-1.5732962502439551,-1.6518916263827812,0.006355398069643298,-0.3644264166767093,0.3771372128159959,11396.0,0.8121403828759886,,0.9944338435775301,False
SP140L,29,766,0.0859837066442263,0.09338206513880029,0.006363651599879849,-0.36441816348848766,0.37714546668824733,11153.0,0.9701000488623712,,0.997736695824544,False
ACYP2,29,766,0.0422649756378059,0.058693794570067,0.006392154248197303,-0.36438966202469397,0.37717397052108853,11013.0,0.9386035709569525,,0.9965335340714473,False
KASH5,29,766,0.0420559047461602,0.02489320760334745,0.006397545251875371,-0.36438427124565254,0.37717936174940325,11061.0,0.9701000488623712,,0.997736695824544,False
ARHGAP27,29,766,-0.1787367421801616,-0.18102580114323075,0.006411483220292095,-0.3643703338588919,0.3771933002994761,10918.0,0.8765959206694575,,0.9956646945825633,False
MRPL44,29,766,-0.3156779207819359,-0.36556597102931077,0.006430856431400809,-0.36435096145836415,0.37721267432116573,11421.0,0.7962057481122304,,0.9938128237807856,False
NTRK1,29,766,-0.0160354115946829,0.01821570625765495,0.0064571813017184525,-0.3643246376934063,0.3772390002968432,10704.0,0.7402074252693012,,0.991681062649719,False
GRPEL2,29,766,-0.0849906963087087,-0.08156755471347979,0.00646934326346635,-0.3643124762438542,0.37725116277078696,11786.0,0.5761979551793227,,0.9839893271275432,False
PRLHR,29,766,-0.1241250621332231,-0.10389609589007034,0.006477710698320645,-0.36430410916195055,0.37725953055859185,10613.0,0.6843427235563774,,0.9908924792357967,False
NPY,29,766,-0.0947676562537929,-0.09288770787751541,0.006489725741454331,-0.36429209462642675,0.37727154610933544,11503.0,0.7445665323784948,,0.9929458170570392,False
DEFB119,29,766,0.0395778136995852,0.053840837254363,0.006508050883263978,-0.36427377026062663,0.37728987202715464,11000.0,0.9300877131112335,,0.9965335340714473,False
MARS1,29,766,-1.7365515825929572,-1.773868874084013,0.006582307793793437,-0.3641995165170315,0.37736413210461833,11482.0,0.7576925186076475,,0.9929458170570392,False
BBS2,29,766,-0.0137618834321764,0.010523705852069,0.006601485922274985,-0.3641803392123033,0.3773833110568533,10439.0,0.582398164176435,,0.9839893271275432,False
DDB2,29,766,-0.1072403992903858,-0.09138382014438225,0.006612926074003563,-0.36416889955310205,0.37739475170110914,10814.0,0.8095854213521056,,0.9942247921556474,False
EPC2,29,766,-0.330329895989036,-0.3330468999678377,0.006633469540642746,-0.36414835697305126,0.37741529605433677,10431.0,0.5778858293918916,,0.9839893271275432,False
OMA1,29,766,-0.0504258885294134,-0.0432955766788707,0.006681671601591472,-0.3641001570031409,0.3774635002063239,10975.0,0.9137343781760945,,0.9965335340714473,False
C4orf33,29,766,0.0820275207465299,0.08320442489426715,0.006698593362100347,-0.36408323598029996,0.3774804227045006,10968.0,0.9091616806264325,,0.9965335340714473,False
POLA1,29,766,-0.7209414883604993,-0.6562455329834482,0.006701294278091906,-0.36408053518222167,0.3774831237384055,10657.0,0.7111610768093071,,0.9908924792357967,False
SMYD2,29,766,0.0178004700270362,0.0380915315675089,0.006710104682815816,-0.3640717251624622,0.3774919345280938,10561.0,0.6531562723937558,,0.9886779973350618,False
LCP2,29,766,0.0007806259535842,0.01037744401009185,0.0067109305026194065,-0.36407089937876813,0.3774927603840069,11271.0,0.892856217484726,,0.9965335340714473,False
DENND11,29,766,0.0732157742281704,0.033173658003772255,0.006716721930358369,-0.36406510820438814,0.3774985520651049,11861.0,0.5347761334300667,,0.9833519290347225,False
PFKM,29,766,-0.0099828709505255,-0.0138833187006136,0.006868713216619468,-0.363913123645459,0.37765055007869797,11189.0,0.9464706223422892,,0.9965335340714473,False
TSPAN33,29,766,-0.0760906711428768,-0.06984092111814015,0.0068897579546714355,-0.3638920798507385,0.3776715957600814,10515.0,0.6260624090578,,0.9862541710006836,False
HHIPL2,29,766,0.0287464106280495,0.0174974672493289,0.006892310705947444,-0.363889527214086,0.37767414862598087,11872.0,0.5288296789173998,,0.9829423626690056,False
EFCAB7,29,766,-0.0009829005974489,0.042132040027072507,0.006896017470499742,-0.3638858206160501,0.3776778555570496,10415.0,0.5689108482359951,,0.983453062819846,False
TNRC18,29,766,-0.0715712388448907,-0.07188450813276735,0.006921781201731431,-0.3638600580446589,0.3777036204481217,11390.0,0.8159765701784407,,0.995495823355088,False
PJVK,29,766,0.065944131894728,0.04098001937447075,0.006946877325508878,-0.3638349630548257,0.37772871770584343,12050.0,0.4374953936672391,,0.980106609002037,False
LSM4,29,766,-1.5617682504592476,-1.5542141310458693,0.006956855466372552,-0.3638249853659549,0.3777386962987,11529.0,0.7284179075001034,,0.9908924792357967,False
AQP4,29,766,0.0885630001647417,0.0954942282907688,0.006958608158250599,-0.36382323275353784,0.37774044907003906,11089.0,0.9884977243226172,,0.998971577232083,False
ASPSCR1,29,766,-0.186825381065689,-0.17503059156979223,0.006976898588618401,-0.36380494315358913,0.3777587403308259,10696.0,0.7352357923544077,,0.9912587712169589,False
GIMAP2,29,766,0.1154100752282394,0.12332667389981264,0.006984126829740599,-0.3637977152412432,0.3777659689007244,10950.0,0.8974174862137272,,0.9965335340714473,False
MARK1,29,766,0.0408408469427097,0.0100980320117186,0.006986396559289764,-0.3637954456150028,0.3777682387335824,12271.0,0.3378162802631355,,0.9703041375622421,False
IFT46,29,766,0.0352856659332863,0.04451450856561355,0.006995472662214097,-0.36378636992552116,0.3777773152499494,11084.0,0.9852116943675499,,0.9986224677685827,False
PLA2G12A,29,766,-0.1374177862894917,-0.14052262980930746,0.007039077486154696,-0.36374276709539,0.37782092206769935,11272.0,0.8922048932870001,,0.9965335340714473,False
COL9A3,29,766,-0.1200506291030915,-0.09178825575730686,0.00704855795313858,-0.36373328706353547,0.37783040296981263,11045.0,0.9595936032899918,,0.9974074029452451,False
ZMAT3,29,766,0.1363157669212744,0.10698934462573276,0.0070515536760251026,-0.3637302914782668,0.377833398830317,11298.0,0.8752972507423401,,0.9956646945825633,False
TBX4,29,766,-0.066004532736255,-0.0692866411021181,0.007076782086671139,-0.36370506422888627,0.3778586284022285,11276.0,0.889600327910125,,0.9965335340714473,False
MAFK,29,766,-0.1559962934088535,-0.15729651387875454,0.007091905346898976,-0.36368994166677127,0.3778737523605692,11143.0,0.9766693296331009,,0.997736695824544,False
KRT5,29,766,-0.0352206206878289,-0.05559334763149935,0.0072230216583105055,-0.3635588314703596,0.37800487478698064,11585.0,0.6940510094565969,,0.9908924792357967,False
HAUS3,29,766,-0.9180465376727996,-0.940576141073468,0.007224821762416746,-0.36355703145098617,0.37800667497581963,11370.0,0.8287952497293245,,0.9956646945825633,False
OR4F6,24,677,-0.04472124143003515,-0.036702257899887,0.007262658579239073,-0.39984318302517385,0.414368500183652,7989.0,0.8902742372474611,,0.9965335340714473,False
FOXC2,29,766,-0.2213436864420447,-0.20526248579502626,0.0072909202082142854,-0.3634909361311317,0.37807277654756033,11063.0,0.9714137570087811,,0.997736695824544,False
ITGAX,29,766,-0.0187337030013081,-0.0145886904753629,0.007331828455187115,-0.363450029833063,0.3781136867434372,11174.0,0.9563116918625099,,0.9971288565904906,False
SCRG1,29,766,0.0863526413909425,0.0972636232914395,0.007351852970638344,-0.3634300062755722,0.3781337122168489,10784.0,0.7904896435530835,,0.9938128237807856,False
ZNF546,29,766,0.0373548770069106,0.02000021581966975,0.007372157207873538,-0.36340970301234693,0.378154017428094,11334.0,0.8519819236015613,,0.9956646945825633,False
PGK1,29,766,-1.0987263695432083,-1.077873526070189,0.007403471257224396,-0.36337839047042125,0.37818533298487006,11205.0,0.9359825134295062,,0.9965335340714473,False
ART3,29,766,-0.0897080680315412,-0.05960256410988675,0.007427227963075154,-0.3633546349124557,0.378209090838606,10998.0,0.9287782667244682,,0.9965335340714473,False
CIDEB,29,766,-0.0842557374494371,-0.09503963356267556,0.0074884285324514025,-0.3632934373171304,0.3782702943820332,11318.0,0.8623295835594423,,0.9956646945825633,False
MYH6,29,766,-0.1029612831372846,-0.0706806049736395,0.00750174574435025,-0.36328012075561666,0.37828361224431717,10595.0,0.6734829874149122,,0.9890288103802586,False
PPIP5K1,29,766,-0.111949862472292,-0.1556155892831056,0.007521013964597058,-0.36326085347843545,0.3783028814076295,12049.0,0.43798179409837823,,0.980106609002037,False
TTC8,29,766,0.096085388332453,0.05658273867026755,0.007552733596536174,-0.3632291354042541,0.3783346025973265,12357.0,0.30332203049486917,,0.9703041375622421,False
ZNF319,29,766,-0.0525821315347986,-0.0372927032601885,0.007600435636489988,-0.36318143571930084,0.3783823069922808,10700.0,0.7377202372968024,,0.9913858633717277,False
RTN4,29,766,0.0061703794235864,-0.00374375365126925,0.007630868702405688,-0.3631510041635813,0.3784127415683927,11573.0,0.7013654205033999,,0.9908924792357967,False
MAP6,29,766,-0.0605381738726619,-0.06291740311870209,0.007632937999511472,-0.36314893496938044,0.3784148109684034,11399.0,0.8102239726413445,,0.9944110841405277,False
GSK3B,29,766,0.0789532163044312,0.025091302683412448,0.007739926336389201,-0.36304195199098493,0.37852180466376334,11829.0,0.5522645227541549,,0.9833519290347225,False
ATP2A2,29,766,-1.776443027434666,-1.7499009131777479,0.007756132086699826,-0.36302574705883944,0.3785380112322391,11311.0,0.8668642334277515,,0.9956646945825633,False
DDX11,29,766,-0.878234927756207,-0.9207465763958341,0.007767518474265444,-0.3630143612471517,0.37854939819568256,11181.0,0.9517182722924955,,0.9970357745104985,False
PLAC9,29,766,-0.1726035003149817,-0.1607842318837251,0.0077708477565072345,-0.3630110321334513,0.37855272764646575,10899.0,0.8642724584849204,,0.9956646945825633,False
INTS1,29,766,-1.0826184869065003,-1.066192704155891,0.007792295934666607,-0.36298958504281453,0.3785741769121478,11195.0,0.9425363959178301,,0.9965335340714473,False
CEL,29,766,-0.0712715373107232,-0.04904855687342945,0.007805165606672182,-0.36297671602480025,0.37858704723814457,10764.0,0.7778278844826815,,0.9930727141158888,False
TTI1,29,766,-0.9206619451137474,-0.9633712785785385,0.00786477137639396,-0.36291711329810755,0.3786466560508955,11554.0,0.7130031423881122,,0.9908924792357967,False
MUTYH,29,766,-0.1017935286053359,-0.08956669934929395,0.007886261869713479,-0.3628956239076115,0.37866814764703843,10556.0,0.6501881890798759,,0.9885131777506574,False
SNX27,29,766,-0.0788154289318486,-0.0739069435947446,0.007918509993068604,-0.36286337744477304,0.3787003974309102,11263.0,0.8980693764385346,,0.9965335340714473,False
KARS1,29,766,-1.7663532869132736,-1.7704865903703761,0.00793369575428064,-0.3628481924678512,0.37871558397641253,11013.0,0.9386035709569525,,0.9965335340714473,False
ENO3,29,766,-0.0707536564283023,-0.052240596228740596,0.00793485565706917,-0.36284703262502926,0.37871674393916765,11093.0,0.9911266914589179,,0.9994878074658262,False
METTL21C,29,766,0.0229143626896266,0.01656276662404655,0.007964580714792783,-0.3628173091070726,0.37874647053665816,11445.0,0.7809879423841546,,0.9930727141158888,False
PSAP,29,766,0.0082562230717349,-0.011395951089727002,0.007977338073589765,-0.36280455241087634,0.3787592285580558,10988.0,0.9222339976007388,,0.9965335340714473,False
ORM2,29,766,-0.0251595013952019,-0.0138026812936677,0.007991199196742172,-0.3627906920088548,0.37877309040233914,10994.0,0.9261599559423535,,0.9965335340714473,False
SLC18A2,29,766,0.0325327786588595,0.04556013078236825,0.008059382473734594,-0.36272251229735214,0.37884127724482136,10905.0,0.8681606596584901,,0.9956646945825633,False
ST3GAL2,29,766,-0.0173070150942161,-0.02704643874057935,0.008130357220396437,-0.36265154129433186,0.37891225573512477,10919.0,0.8772453804624968,,0.9956646945825633,False
ZNF343,29,766,0.011212602134231,0.03496967401217415,0.00816614375110065,-0.36261575666367535,0.37894804416587663,10733.0,0.758319345850962,,0.9929458170570392,False
DNAJC24,29,766,-0.046752266400365,-0.0377211866908438,0.008166794677013972,-0.36261510577239947,0.3789486951264274,11089.0,0.9884977243226172,,0.998971577232083,False
ZNF266,29,766,0.0220919892460027,0.044065989377857245,0.008202791961741283,-0.36257911040748103,0.3789846943309636,10990.0,0.9235424446417284,,0.9965335340714473,False
RNF125,29,766,0.0305469620158812,0.0208566414633828,0.008213192805695359,-0.36256871011979747,0.3789950957311882,11129.0,0.9858688820723579,,0.9986224677685827,False
AQP10,29,766,-0.2524110567686951,-0.24247931202602085,0.008241261734259889,-0.3625406426959674,0.37902316616448717,10897.0,0.8629771166067436,,0.9956646945825633,False
SLURP2,29,766,-0.0050715088069882,0.0107128488683461,0.008265847629818,-0.36251605812264104,0.3790477533822771,10962.0,0.9052446136906894,,0.9965335340714473,False
VIPR2,29,766,0.0035132677199733,-0.0113266400026701,0.00832529712717941,-0.36245661183875577,0.37910720609311455,10888.0,0.8571526848173302,,0.9956646945825633,False
PHETA1,29,766,-0.0444686233158223,-0.0416390558515608,0.008339190632321332,-0.3624427190879315,0.37912110035257424,11310.0,0.8675124020027087,,0.9956646945825633,False
ALYREF,29,766,-0.950298574986202,-1.0235153502547298,0.008363856739142047,-0.3624180543234023,0.37914576780168635,11523.0,0.7321341299974828,,0.9908924792357967,False
PSMC3,29,766,-1.8357139263796016,-1.8484160122376996,0.008399381630317511,-0.36238253137240317,0.3791812946330382,10936.0,0.8882984901396818,,0.9965335340714473,False
CLEC7A,29,766,0.1346912202823709,0.1574996377916589,0.008440566786367924,-0.362341348475955,0.3792224820486908,10386.0,0.5528155259869293,,0.9833519290347225,False
KRT31,29,766,-0.2408456692873419,-0.25662479352115,0.008522843158862349,-0.3622590766506056,0.3793047629683303,11827.0,0.5533667987053881,,0.9833519290347225,False
