drug_id,drug_name,n_group1,n_group2,median_group1,median_group2,cohens_d,mannwhitney_U,pvalue,fdr
BRD:BRD-K17641316-001-04-8,,39,70,-0.2117,-0.439,0.847,1962.0,0.00016278221143776033,0.8780445286956382
BRD:BRD-K18634484-001-02-9,iCRT-14,49,115,-0.0708,-0.3864,0.6232,3772.0,0.0006096515999183664,0.8780445286956382
BRD:BRD-A19585813-003-03-3,,40,70,-0.5386,-0.2377,-0.7714,859.0,0.0007836570467139719,0.8780445286956382
BRD:BRD-K38332599-001-01-3,,40,71,-3.1203,-1.6823,-0.6744,876.0,0.0008430055239873576,0.8780445286956382
BRD:BRD-A34358106-003-01-6,,39,69,-0.3636,-0.1974,-0.7,826.0,0.0009014126255566393,0.8780445286956382
BRD:BRD-K32292990-001-03-6,,40,69,-0.0894,0.1894,-0.6333,864.0,0.0011914430916136233,0.8780445286956382
BRD:BRD-A33692381-001-01-9,,39,69,0.3605,0.1553,0.5796,1843.0,0.0014783490658088346,0.8780445286956382
BRD:BRD-A59198242-003-02-9,,40,70,0.0919,0.2645,-0.6406,899.0,0.0018711541835699363,0.8780445286956382
BRD:BRD-K84459715-001-01-6,,39,70,0.0744,-0.0521,0.5713,1855.0,0.001972625630403278,0.8780445286956382
BRD:BRD-A81541225-001-06-8,,39,69,-0.7842,-0.43,-0.7454,862.0,0.002005923654266209,0.8780445286956382
BRD:BRD-K86864073-001-01-1,,38,69,-0.0271,0.0801,-0.6357,836.0,0.002009242042445722,0.8780445286956382
BRD:BRD-K00004579-001-01-9,RV1729,49,114,0.0737,-0.0992,0.4823,3642.0,0.002133923496155918,0.8780445286956382
BRD:BRD-K01436366-001-22-2,,31,65,-0.1447,0.1497,-0.5807,619.0,0.002364386716676529,0.8780445286956382
BRD:BRD-K28456624-001-01-1,,39,69,-0.1493,0.2553,-0.6503,870.0,0.002380082346900651,0.8780445286956382
BRD:BRD-A22642447-001-01-9,,39,69,-0.0912,0.1035,-0.6834,871.0,0.0024310967212468567,0.8780445286956382
BRD:BRD-K33963447-001-03-9,GNE-7915,49,114,0.2862,0.0545,0.5339,3625.0,0.002617608294714352,0.8780445286956382
BRD:BRD-K57291914-003-09-4,,40,69,0.0155,0.2593,-0.5694,902.0,0.002681973924602316,0.8780445286956382
BRD:BRD-K14496212-066-04-8,,39,69,-0.0577,0.1762,-0.5041,876.0,0.002701503963809859,0.8780445286956382
BRD:BRD-A20758144-001-04-5,,39,69,-0.3075,-0.0501,-0.5164,877.0,0.002758777835134511,0.8780445286956382
BRD:BRD-K66192203-001-02-2,,39,70,0.1132,-0.0582,0.6562,1835.0,0.0029984659792179845,0.8780445286956382
BRD:BRD-K43975632-001-01-1,,39,70,0.2284,0.0233,0.617,1831.0,0.00325458596475357,0.8780445286956382
BRD:BRD-K08791496-001-01-0,,38,65,-0.2724,-0.1039,-0.6397,807.0,0.0034793142391305806,0.8780445286956382
BRD:BRD-K67772619-001-05-1,,39,68,0.4292,0.1402,0.5466,1775.0,0.003695482872002971,0.8780445286956382
BRD:BRD-K00003262-001-01-9,nicodicosapent,49,116,-0.1884,0.0302,-0.5214,2029.0,0.0037607398431513173,0.8780445286956382
BRD:BRD-K00003527-001-01-9,sofosbuvir-impurity-m,49,115,-0.1643,0.019,-0.6385,2013.0,0.0038720382542837403,0.8780445286956382
BRD:BRD-K91290917-300-01-8,,40,70,-0.1243,0.0703,-0.594,939.0,0.0042176419590516665,0.8780445286956382
BRD:BRD-K00004580-001-01-9,velaresol,49,114,0.3443,0.1137,0.5079,3584.0,0.004222873102655596,0.8780445286956382
BRD:BRD-K43055376-001-01-2,,39,69,0.1095,-0.1228,0.5668,1793.0,0.004248562726950383,0.8780445286956382
BRD:BRD-K60240222-001-01-4,,40,70,0.1377,-0.062,0.653,1860.0,0.004301053737771565,0.8780445286956382
BRD:BRD-K00004577-001-01-9,vapendavir,49,116,-0.136,0.0899,-0.3123,2041.0,0.0043068223312724896,0.8780445286956382
BRD:BRD-A26503646-001-16-6,,40,71,-0.1889,-0.0086,-0.5956,957.0,0.004500650625238023,0.8780445286956382
BRD:BRD-K68474068-001-01-8,,40,71,0.0394,-0.1763,0.5861,1881.0,0.004677060923459076,0.8780445286956382
BRD:BRD-K18163608-001-05-6,,38,63,-2.2652,-1.569,-0.5982,794.0,0.00477857997193184,0.8780445286956382
BRD:BRD-K12609457-001-03-1,,38,69,-0.2149,0.02,-0.4962,881.0,0.005175135449835981,0.8780445286956382
BRD:BRD-K19871656-001-01-3,,31,65,-0.3803,-0.0214,-0.635,651.0,0.005279906469711368,0.8780445286956382
BRD:BRD-A08772153-001-02-4,,39,70,0.1607,0.0316,0.4395,1805.0,0.005465199879835453,0.8780445286956382
BRD:BRD-A90201073-001-02-9,GPi-688,49,115,0.0422,-0.1435,0.2792,3591.0,0.005485745352231161,0.8780445286956382
BRD:BRD-K49313711-001-05-4,,40,70,-0.5387,-0.2286,-0.5376,953.0,0.00553009123546306,0.8780445286956382
BRD:BRD-K48449981-001-02-7,,31,65,-0.0263,0.2867,-0.54,654.0,0.00567598846535327,0.8780445286956382
BRD:BRD-K44590731-001-01-7,,40,69,-0.4115,-0.1435,-0.4823,940.0,0.005725297200769735,0.8780445286956382
BRD:BRD-K25835157-001-01-4,,40,71,-0.5134,0.0666,-0.5565,971.0,0.005873392608082625,0.8780445286956382
BRD:BRD-A68464583-001-02-5,,39,69,0.1268,0.3256,-0.4983,915.0,0.005953047063571644,0.8780445286956382
BRD:BRD-K41260949-236-16-8,,39,69,0.053,0.2246,-0.5041,916.0,0.0060702885947629655,0.8780445286956382
BRD:BRD-K53397409-001-12-3,,40,71,-0.0568,0.1387,-0.5973,973.0,0.006097665217898939,0.8780445286956382
BRD:BRD-K37237504-001-02-7,,40,70,-0.0949,0.1917,-0.5475,959.0,0.006197707609757609,0.8780445286956382
BRD:BRD-A20830788-001-01-9,,31,64,-0.6018,-0.1227,-0.5356,648.0,0.006400336285570637,0.8780445286956382
BRD:BRD-K81613478-001-01-8,,40,69,-1.1641,-0.7086,-0.5233,947.0,0.00654589828789694,0.8780445286956382
BRD:BRD-K14765469-003-12-2,,40,70,-0.1904,0.0366,-0.5411,962.0,0.00655800976458892,0.8780445286956382
BRD:BRD-K93880783-001-26-6,,40,70,-0.3588,-0.0838,-0.5209,964.0,0.006808565000968509,0.8780445286956382
BRD:BRD-K96669468-300-01-1,,39,70,0.1373,-0.0589,0.471,1793.0,0.006884160555595478,0.8780445286956382
BRD:BRD-A25619068-003-03-4,,40,71,-0.353,-0.0876,-0.5577,983.0,0.007338914418515644,0.8780445286956382
BRD:BRD-K79892937-001-02-5,,40,70,0.0,0.1729,-0.5722,969.0,0.007472995397529473,0.8780445286956382
BRD:BRD-K43055376-001-04-9,Imepitoin,49,112,-0.1953,-0.1006,-0.4776,2017.0,0.0076059203718073995,0.8780445286956382
BRD:BRD-K18834913-001-01-1,,40,71,-0.5419,-0.032,-0.5672,985.0,0.007612806468892582,0.8780445286956382
BRD:BRD-K39733634-001-02-6,,40,70,0.1291,0.2097,-0.6236,971.0,0.007754656595116624,0.8780445286956382
BRD:BRD-M89827113-001-01-5,,39,69,-0.8935,-0.7047,-0.5115,929.0,0.007795294336061857,0.8780445286956382
BRD:BRD-K49075727-001-08-5,,38,69,-0.374,-0.0805,-0.5637,903.0,0.007984809392455251,0.8780445286956382
BRD:BRD-A96292436-003-16-1,,40,71,-0.4085,-0.1933,-0.5074,989.0,0.008188234736936128,0.8780445286956382
BRD:BRD-A18043272-001-09-9,,40,70,-0.0661,0.1352,-0.5369,974.0,0.008195000027203289,0.8780445286956382
BRD:BRD-K32572029-001-04-4,,40,69,0.2341,-0.0264,0.4591,1801.0,0.008201478734221798,0.8780445286956382
BRD:BRD-K69343602-003-02-9,ML10302,49,115,0.0537,-0.0987,0.3643,3553.0,0.008277954752801657,0.8780445286956382
BRD:BRD-K41626799-001-01-1,,31,64,-0.4551,-0.0211,-0.394,659.0,0.008309669506109466,0.8780445286956382
BRD:BRD-A78277353-001-01-9,,39,70,0.0925,-0.0995,0.3721,1783.0,0.008310620785352935,0.8780445286956382
BRD:BRD-K44273375-001-25-0,,39,69,-0.0603,0.1133,-0.5504,934.0,0.008567941718081918,0.8780445286956382
BRD:BRD-K77038618-356-01-3,,39,70,0.2307,0.0213,0.4999,1781.0,0.008625790594122107,0.8780445286956382
BRD:BRD-K24666289-001-04-9,,39,70,-2.3013,-1.7632,-0.5331,949.0,0.008625790594122107,0.8780445286956382
BRD:BRD-K88090157-050-10-8,,40,70,0.3416,0.1512,0.5314,1822.0,0.008816893174222261,0.8780445286956382
BRD:BRD-K00003400-001-01-9,PF-06840003,49,115,0.0108,-0.1875,0.3944,3545.0,0.009007297260768531,0.8780445286956382
BRD:BRD-K79884267-001-01-4,,39,69,0.0725,-0.1821,0.3842,1753.0,0.009234611086287443,0.8780445286956382
BRD:BRD-A92630576-050-24-1,,40,71,-0.6028,-0.2749,-0.5034,996.0,0.009289485325811966,0.8780445286956382
BRD:BRD-K13314656-001-01-0,,39,67,-0.3307,0.0411,-0.505,909.0,0.009298623798536012,0.8780445286956382
BRD:BRD-K70924353-001-01-2,,40,70,0.2717,0.002,0.5992,1819.0,0.009310634177626797,0.8780445286956382
BRD:BRD-A73566563-001-01-6,,39,70,0.2147,0.0279,0.5283,1776.0,0.009460941013632589,0.8799971161995244
BRD:BRD-A82013137-300-01-1,,31,65,0.2759,0.1536,0.5717,1338.0,0.009717637973163086,0.8916589437537481
BRD:BRD-K44731351-001-01-6,,31,65,-0.118,0.0433,-0.4056,679.0,0.010168470305173434,0.9087185992257264
BRD:BRD-K00004553-001-01-9,SAM-315,49,115,0.021,-0.0952,0.4969,3532.0,0.010315379580303857,0.9087185992257264
BRD:BRD-K00091113-001-01-9,BIIB068,49,112,-0.0327,0.1306,-0.4745,2046.0,0.010391028292191828,0.9087185992257264
BRD:BRD-A41450521-075-10-8,,38,69,0.1056,-0.1054,0.3786,1704.0,0.010616777319202736,0.9087185992257264
BRD:BRD-K00091086-001-01-9,Zamicastat,49,112,-0.2906,-0.0678,-0.4375,2049.0,0.010725536597201418,0.9087185992257264
BRD:BRD-K93228461-001-02-9,lusutrombopag,49,115,-0.0954,0.1201,-0.3724,2108.0,0.010861877779455752,0.9087185992257264
BRD:BRD-K20497775-001-06-9,L-kynurenine,49,115,-0.0201,-0.1899,0.4119,3526.0,0.010974215778572837,0.9087185992257264
BRD:BRD-K00004655-001-01-9,BMS-770767,49,115,0.1987,-0.017,0.2832,3526.0,0.010974215778572837,0.9087185992257264
BRD:BRD-K42828737-044-09-0,,40,69,-0.1979,0.1272,-0.4995,977.0,0.01139014423532669,0.9201975065173962
BRD:BRD-K63068307-001-08-9,,40,69,-1.2196,-0.6004,-0.46,981.0,0.012233095390687223,0.9201975065173962
BRD:BRD-K08864679-001-02-2,,40,70,-0.0906,0.0845,-0.5022,997.0,0.012383852474847214,0.9201975065173962
BRD:BRD-K00091279-001-01-9,Balovaptan,49,112,-0.0687,0.0702,-0.4351,2063.0,0.0124164682807917,0.9201975065173962
BRD:BRD-K31283835-048-04-4,,38,69,-0.133,0.0175,-0.6067,927.0,0.01254333949533963,0.9201975065173962
BRD:BRD-A43005764-003-01-5,,31,65,0.0995,0.2017,-0.6021,689.0,0.012713624648801655,0.9201975065173962
BRD:BRD-K53913008-001-01-5,,31,65,0.2616,0.1361,0.5652,1325.0,0.012996818834979024,0.9201975065173962
BRD:BRD-K61097567-001-08-5,,38,69,-0.4263,-0.7016,0.46,1693.0,0.013011341741048706,0.9201975065173962
BRD:BRD-K88553858-001-02-7,,40,70,0.2318,0.131,0.4795,1800.0,0.013051086850129902,0.9201975065173962
BRD:BRD-K16474819-001-09-6,,40,70,-0.0142,0.187,-0.6267,1002.0,0.013513389507879062,0.9201975065173962
BRD:BRD-K16546375-001-01-4,,38,69,-0.2537,-0.1095,-0.4642,932.0,0.013742312091889117,0.9201975065173962
BRD:BRD-K55930204-236-24-3,,40,70,0.1892,-0.0144,0.4709,1796.0,0.013990102380571745,0.9201975065173962
BRD:BRD-K15409150-001-05-8,,38,69,-1.2581,-0.909,-0.4689,933.0,0.013993904300158124,0.9201975065173962
BRD:BRD-K00003246-001-01-9,bexagliflozin,49,116,-0.1288,-0.3003,0.3009,3531.0,0.014074729840957853,0.9201975065173962
BRD:BRD-K69191882-065-01-6,guanidinoethyldisulfide-bicarbonate,49,115,-0.064,0.1199,-0.4611,2134.0,0.014139281815470547,0.9201975065173962
BRD:BRD-K41160163-001-06-8,,40,70,-0.2626,0.0119,-0.3902,1006.0,0.014481598730465998,0.9201975065173962
BRD:BRD-A12633378-001-07-0,,31,65,0.2005,0.102,0.4906,1320.0,0.014498115547280659,0.9201975065173962
BRD:BRD-K52523550-001-01-5,,38,69,-0.0569,0.0106,-0.5839,935.0,0.014509314433705655,0.9201975065173962
BRD:BRD-K34445261-001-02-2,,39,70,0.0861,-0.0251,0.4365,1752.0,0.014556887617250935,0.9201975065173962
BRD:BRD-K62594868-082-08-6,,40,70,-0.1706,0.0008,-0.4501,1007.0,0.014733009250100917,0.9201975065173962
BRD:BRD-K52313696-001-12-3,,38,69,-0.3288,-0.0604,-0.5385,936.0,0.014773241714160326,0.9201975065173962
BRD:BRD-K80607346-001-01-1,,39,70,-0.1983,-0.0299,-0.5343,979.0,0.01481386012218554,0.9201975065173962
BRD:BRD-K73237276-001-01-0,,40,70,-0.1863,0.0473,-0.5551,1009.0,0.015247395870653378,0.9201975065173962
BRD:BRD-A65051990-001-12-9,,40,71,0.2525,0.1117,0.5299,1815.0,0.0153891362809107,0.9201975065173962
BRD:BRD-K20745393-003-01-0,,39,69,-0.0549,0.1015,-0.4997,967.0,0.01561657925164685,0.9201975065173962
BRD:BRD-K34073885-001-09-3,,38,63,-0.1497,-0.0037,-0.576,852.0,0.015735076300552753,0.9201975065173962
BRD:BRD-A35379661-001-04-6,,39,69,-0.107,0.1449,-0.4737,969.0,0.016174110397695375,0.9201975065173962
BRD:BRD-K93188295-300-02-2,,40,71,-0.1874,0.0056,-0.701,1028.0,0.016187388696060314,0.9201975065173962
BRD:BRD-K07972848-001-02-0,,40,70,-4.0793,-3.3932,-0.4017,1013.0,0.016323808008632194,0.9201975065173962
BRD:BRD-K58114536-001-01-6,,40,70,-0.2963,-0.1353,-0.5478,1014.0,0.01660312772737929,0.9201975065173962
BRD:BRD-K06750613-001-07-3,,31,64,-4.2589,-3.7678,-0.5073,690.0,0.016704016777421657,0.9201975065173962
BRD:BRD-K53972329-001-07-0,,39,69,-0.5879,-0.3924,-0.3934,971.0,0.016749060402728857,0.9201975065173962
BRD:BRD-K89272869-003-01-8,,39,70,0.1635,0.0778,0.5113,1743.0,0.01701762269076231,0.9201975065173962
BRD:BRD-K87316765-001-01-4,,38,69,0.3043,0.1677,0.4904,1678.0,0.017041419013067494,0.9201975065173962
BRD:BRD-A42270467-001-04-4,,40,70,0.3503,0.2096,0.5541,1784.0,0.01717438443151957,0.9201975065173962
BRD:BRD-K00004566-001-01-9,febuprol,49,114,0.1841,0.144,0.3547,3451.0,0.0173288554351656,0.9201975065173962
BRD:BRD-K67277431-002-10-5,,38,69,0.0546,-0.0984,0.4819,1677.0,0.017345403740431354,0.9201975065173962
BRD:BRD-K00004608-001-01-9,sograzepide,49,115,-0.0496,0.1413,-0.4181,2155.0,0.017394466070962865,0.9201975065173962
BRD:BRD-K87124298-001-03-4,,40,70,-0.5815,-0.2098,-0.5033,1018.0,0.017762811032399437,0.9201975065173962
BRD:BRD-K83720053-001-03-8,,38,69,0.0744,-0.1447,0.4398,1675.0,0.017967668770522367,0.9201975065173962
BRD:BRD-A62731508-001-05-8,,40,70,-0.0602,0.1385,-0.4989,1019.0,0.018063594786573163,0.9201975065173962
BRD:BRD-K53263234-001-05-2,,40,71,-0.0804,-0.2403,0.4623,1805.0,0.018192942513300062,0.9201975065173962
BRD:BRD-K92426617-001-06-3,,39,70,0.1337,0.032,0.4245,1739.0,0.018223706543652227,0.9201975065173962
BRD:BRD-K37753391-046-03-2,,39,69,-0.0658,0.0776,-0.4004,976.0,0.01826559724483418,0.9201975065173962
BRD:BRD-K70463136-001-01-5,,40,70,-0.3609,0.0009,-0.4549,1020.0,0.01836882999491887,0.9201975065173962
BRD:BRD-K00091272-001-01-9,CCR1 antagonist 9,49,112,-0.3317,-0.4877,0.2577,3386.0,0.01843317284551638,0.9201975065173962
BRD:BRD-K96874295-015-01-0,,39,70,0.1748,-0.0414,0.3791,1736.0,0.019176758083879444,0.9201975065173962
BRD:BRD-K77428767-001-01-7,,38,69,-0.1392,0.0463,-0.4063,951.0,0.019271101656147843,0.9201975065173962
BRD:BRD-K04430056-001-17-7,,40,70,0.24,0.0986,0.4921,1777.0,0.01931178577309569,0.9201975065173962
BRD:BRD-K86309810-001-01-5,,31,65,-0.4003,-0.0888,-0.4328,709.0,0.019544372955546636,0.9201975065173962
BRD:BRD-K15811707-001-02-0,,31,65,-0.7464,-0.2683,-0.3959,709.0,0.019544372955546636,0.9201975065173962
BRD:BRD-K83176916-001-01-4,,31,65,0.037,0.1687,-0.4886,709.0,0.019544372955546636,0.9201975065173962
BRD:BRD-K77008974-001-03-2,,39,69,0.0535,0.4404,-0.4281,980.0,0.0195640712114655,0.9201975065173962
BRD:BRD-K25650355-065-02-0,,39,69,-0.096,0.089,-0.456,981.0,0.019901024143712552,0.9201975065173962
BRD:BRD-A66966115-001-01-0,,40,70,-0.1222,0.0237,-0.4178,1026.0,0.02029677249672389,0.9201975065173962
BRD:BRD-K29570907-001-07-3,,38,70,0.1874,0.0216,0.3056,1690.0,0.020734407684789017,0.9201975065173962
BRD:BRD-A93093700-001-02-9,,40,71,-0.772,-0.3608,-0.4413,1043.0,0.02074848035098544,0.9201975065173962
BRD:BRD-K57033106-003-19-7,,39,69,0.1333,0.26,-0.5216,984.0,0.020942461880202465,0.9201975065173962
BRD:BRD-A23603052-001-03-2,,40,70,0.2389,0.1359,0.446,1772.0,0.020977528000566518,0.9201975065173962
BRD:BRD-K73881242-003-04-6,,38,69,0.0017,0.0847,-0.4885,956.0,0.021016037753220994,0.9201975065173962
BRD:BRD-K06014311-001-04-9,DH-97,49,115,0.0601,-0.0958,0.3383,3460.0,0.02108767255498142,0.9201975065173962
BRD:BRD-K06147391-300-06-8,,40,71,0.0849,0.2252,-0.3993,1044.0,0.021088957984503717,0.9201975065173962
BRD:BRD-A38218502-001-01-2,,40,70,-0.166,0.0795,-0.4136,1029.0,0.02132530617959911,0.9201975065173962
BRD:BRD-K56104152-008-04-1,,40,70,0.1463,-0.0218,0.4762,1771.0,0.02132530617959911,0.9201975065173962
BRD:BRD-K92613113-066-02-7,,40,71,-0.2494,-0.0614,-0.5229,1045.0,0.021434293218922366,0.9201975065173962
BRD:BRD-K20093108-001-02-3,,39,70,0.0085,-0.1631,0.4518,1729.0,0.021571624176320504,0.9201975065173962
BRD:BRD-K33459542-001-07-4,,39,69,0.313,0.4908,-0.4913,986.0,0.021662858843027863,0.9201975065173962
BRD:BRD-A70514680-003-11-2,,39,69,0.2498,0.1089,0.4428,1704.0,0.022031078297943516,0.9201975065173962
BRD:BRD-K70088346-001-01-6,,39,69,0.3705,0.2759,0.5101,1704.0,0.022031078297943516,0.9201975065173962
BRD:BRD-K65170927-001-01-6,,39,69,-0.1612,0.0393,-0.3488,987.0,0.022031078297943516,0.9201975065173962
BRD:BRD-K15502390-001-20-9,,40,70,-0.0399,0.0637,-0.5079,1031.0,0.022035953047221286,0.9201975065173962
BRD:BRD-K87510569-001-02-8,,40,70,-0.2436,-0.0412,-0.4526,1031.0,0.022035953047221286,0.9201975065173962
BRD:BRD-K35329391-334-01-7,,40,70,-0.5918,-0.3606,-0.5112,1031.0,0.022035953047221286,0.9201975065173962
BRD:BRD-A63431791-001-01-9,,39,70,0.1332,0.0235,0.5006,1727.0,0.022302015094054578,0.9201975065173962
BRD:BRD-K62736196-015-13-6,,40,70,0.226,0.0059,0.3873,1768.0,0.022398938932528784,0.9201975065173962
BRD:BRD-K34388247-236-08-2,,40,70,0.3118,0.1387,0.3609,1767.0,0.022767111990404043,0.9201975065173962
BRD:BRD-K74501079-001-18-1,,38,69,-0.236,-0.0892,-0.4907,961.0,0.022897075470185598,0.9201975065173962
BRD:BRD-K34685430-050-12-5,,38,69,-0.0703,0.0896,-0.4764,961.0,0.022897075470185598,0.9201975065173962
BRD:BRD-K54187111-001-09-2,,40,70,-0.3148,-0.0191,-0.4022,1034.0,0.023140531929043,0.9201975065173962
BRD:BRD-A65597028-003-07-3,,38,69,0.188,0.0004,0.3708,1660.0,0.02329035458038111,0.9201975065173962
BRD:BRD-K34843150-001-03-0,ACT-132577,49,115,-0.2904,-0.1186,-0.4676,2186.0,0.023396753841816963,0.9201975065173962
BRD:BRD-K72735080-001-01-0,,31,64,-0.7056,-0.3161,-0.4127,706.0,0.02344167954362706,0.9201975065173962
BRD:BRD-K13606314-001-01-3,,40,70,0.0595,-0.1529,0.4461,1765.0,0.023519258899507987,0.9201975065173962
BRD:BRD-K79821389-001-03-5,,38,69,-2.5698,-1.7763,-0.4209,963.0,0.023689484793531217,0.9201975065173962
BRD:BRD-K21070437-001-01-4,,31,64,0.2361,0.126,0.4672,1277.0,0.023931884136066135,0.9201975065173962
BRD:BRD-A84465106-001-09-5,nisoldipine,49,115,-0.2803,-0.4936,0.3821,3446.0,0.024063396958976288,0.9201975065173962
BRD:BRD-K30233223-001-04-9,A-485,49,116,-1.2845,-0.724,-0.3327,2209.0,0.024093092647858895,0.9201975065173962
BRD:BRD-K11742128-003-23-4,,40,70,0.21,0.1003,0.4417,1763.0,0.02429287675013678,0.9201975065173962
BRD:BRD-A98845662-036-03-7,,40,71,0.042,0.1704,-0.4195,1053.0,0.02437866855677001,0.9201975065173962
BRD:BRD-K54339150-001-01-8,,39,70,0.2228,0.0373,0.3377,1721.0,0.02462366670967973,0.9201975065173962
BRD:BRD-K56565215-001-01-9,,31,64,0.357,0.2124,0.4735,1275.0,0.024939019419471613,0.9201975065173962
BRD:BRD-K63806092-236-06-9,sitaxentan,49,115,0.1524,-0.0406,0.2845,3442.0,0.024977834144840297,0.9201975065173962
BRD:BRD-K05464208-001-05-7,,40,70,-0.1578,-0.0013,-0.4585,1039.0,0.025088455579012174,0.9201975065173962
BRD:BRD-K18948558-001-01-9,,40,71,-0.5477,-0.3099,-0.405,1055.0,0.025167363179486684,0.9201975065173962
BRD:BRD-K66808046-065-03-7,,38,69,-0.6173,-0.0802,-0.355,967.0,0.025345922361329497,0.9201975065173962
BRD:BRD-K00627859-003-03-7,,40,70,-0.2073,-0.0698,-0.4709,1040.0,0.025494635420454104,0.9201975065173962
BRD:BRD-K88789588-001-14-9,,40,70,0.2548,0.1034,0.3587,1760.0,0.025494635420454104,0.9201975065173962
BRD:BRD-K56239177-300-01-3,,31,65,-1.2403,-0.8543,-0.4869,722.0,0.025541022039869233,0.9201975065173962
BRD:BRD-K00090625-001-01-9,NP-G2-044,49,112,-0.0645,-0.1966,0.3778,3352.0,0.02562238334716797,0.9201975065173962
BRD:BRD-K00003271-001-01-9,JD-5037,49,115,-3.8227,-4.617,0.2815,3436.0,0.026405864655608662,0.9201975065173962
BRD:BRD-K21077415-001-01-5,,39,70,0.0883,-0.1039,0.4895,1716.0,0.02671554392934997,0.9201975065173962
BRD:BRD-K58529924-001-01-5,,39,70,-0.6204,-0.1531,-0.4913,1014.0,0.02671554392934997,0.9201975065173962
BRD:BRD-K00003347-003-01-9,demeclocycline,49,115,0.1584,-0.0086,0.341,3434.0,0.026897298220504812,0.9201975065173962
BRD:BRD-K38385169-001-04-5,,31,64,-1.0875,-0.6935,-0.4902,713.0,0.027063828736321075,0.9201975065173962
BRD:BRD-K68770713-001-01-8,,38,67,-0.2252,0.0245,-0.4192,941.0,0.027069949747031197,0.9201975065173962
BRD:BRD-K26358347-001-01-7,,31,65,0.3169,0.2374,0.3861,1290.0,0.027131988977203574,0.9201975065173962
BRD:BRD-K07160047-001-01-3,,40,71,0.2782,0.1271,0.4301,1780.0,0.027236382208390857,0.9201975065173962
BRD:BRD-K84683831-001-01-0,,39,69,-0.4645,-0.2441,-0.4619,1000.0,0.027336330614615663,0.9201975065173962
BRD:BRD-K03504028-001-07-6,,38,63,-0.1713,0.0218,-0.5184,882.0,0.027475291523753022,0.9201975065173962
BRD:BRD-K56940463-001-13-8,,40,69,-0.1125,-0.3069,0.4416,1731.0,0.02755427380419068,0.9201975065173962
BRD:BRD-K83988098-001-02-0,,38,69,-3.7356,-2.8904,-0.4947,972.0,0.027556662290781037,0.9201975065173962
BRD:BRD-K59227464-334-02-4,,40,70,-0.2666,-0.0528,-0.3734,1045.0,0.027611963568360005,0.9201975065173962
BRD:BRD-K21565985-001-22-5,,40,70,-0.238,-0.4549,0.4281,1755.0,0.027611963568360005,0.9201975065173962
BRD:BRD-K00004546-001-01-9,perfluorohexyloctane,49,115,0.0185,-0.1157,0.4076,3430.0,0.02790389496246901,0.9201975065173962
BRD:BRD-K13050303-001-18-1,,40,69,0.0997,0.1866,-0.4613,1030.0,0.027999907399223638,0.9201975065173962
BRD:BRD-K23228615-001-02-8,,38,69,-1.944,-1.2664,-0.432,973.0,0.02801823449631551,0.9201975065173962
BRD:BRD-A74975734-004-09-9,,38,69,-0.1822,-0.0271,-0.4931,973.0,0.02801823449631551,0.9201975065173962
BRD:BRD-A13133631-001-04-0,,39,69,-0.3723,-0.0706,-0.4272,1002.0,0.028243392350664157,0.9201975065173962
BRD:BRD-K29968218-001-03-2,,39,69,-2.1701,-1.3898,-0.4547,1003.0,0.028706568630539768,0.9201975065173962
BRD:BRD-K71731651-001-04-3,,39,69,-0.306,-0.1453,-0.3774,1003.0,0.028706568630539768,0.9201975065173962
BRD:BRD-A54275602-001-01-0,,38,69,-0.7885,-0.5298,-0.6074,975.0,0.028961401082778053,0.9201975065173962
BRD:BRD-K31812033-003-11-0,,38,69,-1.1065,-0.7423,-0.3413,975.0,0.028961401082778053,0.9201975065173962
BRD:BRD-K75608666-001-08-3,,39,69,-0.0338,0.1424,-0.3947,1004.0,0.029176271010861066,0.9201975065173962
BRD:BRD-K00003304-001-01-9,MK-1064,49,116,-0.1611,-0.0203,-0.429,2230.0,0.029201866313370774,0.9201975065173962
BRD:BRD-K89329876-001-08-9,BRD9876,49,115,0.2321,0.1407,0.4479,3425.0,0.02920767262747856,0.9201975065173962
BRD:BRD-K70327167-348-13-4,,40,70,-0.0409,0.1133,-0.3878,1049.0,0.02941340583265559,0.9201975065173962
BRD:BRD-K82104468-001-05-0,,40,71,-0.3941,-0.1986,-0.4461,1066.0,0.02991151351218415,0.9201975065173962
BRD:BRD-K64642496-001-04-0,,31,65,0.3246,0.187,0.3952,1285.0,0.02997382622592381,0.9201975065173962
BRD:BRD-A36217750-001-16-3,,40,70,0.3148,0.2043,0.419,1749.0,0.03035143237118966,0.9201975065173962
BRD:BRD-K60952143-001-01-0,,31,64,-1.7942,-1.2484,-0.4007,719.0,0.030543416867295274,0.9201975065173962
BRD:BRD-K97428065-001-01-2,,40,70,-0.1594,-0.0152,-0.307,1052.0,0.03083000641337819,0.9201975065173962
BRD:BRD-K68065987-300-09-1,,38,69,-0.542,-0.2024,-0.423,979.0,0.030929958990763014,0.9201975065173962
BRD:BRD-K04657451-001-01-0,,39,69,0.0132,0.1083,-0.472,1008.0,0.03112179795101557,0.9201975065173962
BRD:BRD-K82164249-001-03-5,,40,70,0.3879,0.2797,0.4524,1747.0,0.031315044725695504,0.9201975065173962
BRD:BRD-M93148412-001-02-6,lasofoxifene,49,115,-0.2735,-0.4374,0.3085,3417.0,0.031402722416612176,0.9201975065173962
