drug_id,drug_name,n_group1,n_group2,median_group1,median_group2,cohens_d,mannwhitney_U,pvalue,fdr
BRD:BRD-A37390343-003-03-5,,40,71,-0.1774,-0.0659,-0.4327,1117.0,0.06316773180486866,0.9201975065173962
BRD:BRD-K42536037-001-01-3,,31,65,-0.0222,0.0724,-0.4583,770.0,0.06330891971978238,0.9201975065173962
BRD:BRD-A29281099-003-03-2,,39,69,-0.2675,-0.0426,-0.2726,1055.0,0.06361171471947549,0.9201975065173962
BRD:BRD-A02743701-001-03-6,,40,70,0.0714,-0.1034,0.2737,1699.0,0.06362639896457993,0.9201975065173962
BRD:BRD-K98143539-001-02-2,,40,70,-0.1991,-0.0666,-0.3861,1101.0,0.06362639896457993,0.9201975065173962
BRD:BRD-A03880619-001-01-0,,38,63,0.3186,0.2045,0.4009,1462.0,0.06371203966196294,0.9201975065173962
BRD:BRD-K19111024-001-20-9,,38,69,-0.0324,-0.1864,0.3832,1596.0,0.06402356335269674,0.9201975065173962
BRD:BRD-A22106989-001-05-0,,40,69,0.2582,0.1452,0.3679,1675.0,0.06409684459004629,0.9201975065173962
BRD:BRD-K00003371-001-01-9,paquinimod,49,114,0.1899,0.0695,0.3259,3305.0,0.06413433125497657,0.9201975065173962
BRD:BRD-K06890060-001-09-1,,31,65,0.0565,-0.0316,0.5756,1244.0,0.06443179739627887,0.9201975065173962
BRD:BRD-K93725829-001-03-8,,31,65,-1.2645,-0.9872,-0.5491,771.0,0.06443179739627887,0.9201975065173962
BRD:BRD-K80082640-001-01-0,,39,69,0.0141,0.1693,-0.3781,1056.0,0.0645307130581826,0.9201975065173962
BRD:BRD-K24593301-001-02-3,,38,63,-3.0313,-2.103,-0.3535,933.0,0.06472113959833421,0.9201975065173962
BRD:BRD-K39495750-001-01-2,,38,63,-0.0344,-0.2085,0.3881,1461.0,0.06472113959833421,0.9201975065173962
BRD:BRD-K05804044-001-06-0,,40,71,0.1362,0.2431,-0.3999,1119.0,0.06493219267168836,0.9201975065173962
BRD:BRD-K43457670-001-27-8,,38,62,0.0057,0.1383,-0.322,918.0,0.0653573171403301,0.9201975065173962
BRD:BRD-K47690382-001-03-0,,39,70,0.1452,0.0198,0.4256,1657.0,0.06537475783030632,0.9201975065173962
BRD:BRD-K98357249-001-02-9,,39,69,0.2012,0.0369,0.2063,1634.0,0.06546064144459988,0.9201975065173962
BRD:BRD-K53328210-001-04-4,,31,65,0.0922,0.0189,0.5142,1243.0,0.06557106310381025,0.9201975065173962
BRD:BRD-K00003474-001-01-9,letrazuril,49,115,0.1326,-0.0318,0.1496,3330.0,0.06585919435785122,0.9201975065173962
BRD:BRD-K46862739-001-14-3,,38,69,0.17,-0.0022,0.3457,1594.0,0.06591573133788428,0.9201975065173962
BRD:BRD-K78352627-001-01-8,,31,64,0.354,0.1808,0.3993,1224.0,0.06613123653771555,0.9201975065173962
BRD:BRD-A08302182-001-01-7,,39,69,-0.131,0.0341,-0.2824,1058.0,0.06640159137860388,0.9201975065173962
BRD:BRD-A06771424-004-01-7,,39,69,-0.0569,0.0744,-0.2386,1058.0,0.06640159137860388,0.9201975065173962
BRD:BRD-K91509126-001-23-6,,40,71,0.4213,0.2511,0.3557,1719.0,0.066737116592844,0.9201975065173962
BRD:BRD-K14560436-001-01-4,,40,71,-2.3907,-2.0402,-0.3589,1121.0,0.066737116592844,0.9201975065173962
BRD:BRD-K63550407-001-13-5,,38,63,0.0097,0.2022,-0.2566,935.0,0.06677891535730318,0.9201975065173962
BRD:BRD-K00004715-001-01-9,butaprost,49,114,0.1654,0.106,0.3601,3300.0,0.06678046807823897,0.9201975065173962
BRD:BRD-K25154476-001-01-4,,39,70,0.1586,0.096,0.3662,1655.0,0.06724336387566045,0.9201975065173962
BRD:BRD-K02554563-001-01-6,,39,70,0.0583,-0.0915,0.2663,1655.0,0.06724336387566045,0.9201975065173962
BRD:BRD-K17977438-048-02-4,,40,70,0.2022,0.2528,-0.4777,1105.0,0.06725981443329397,0.9201975065173962
BRD:BRD-K17874705-300-03-2,,39,68,-0.2482,-0.1304,-0.2771,1043.0,0.06746477799402356,0.9201975065173962
BRD:BRD-K60298136-001-03-3,,31,65,0.0712,-0.1271,0.5037,1241.0,0.06789943186564479,0.9201975065173962
BRD:BRD-A79052425-003-01-5,,39,70,-0.0323,-0.1041,0.3857,1654.0,0.06819402393858548,0.9201975065173962
BRD:BRD-K70490179-300-01-2,,40,70,-0.0827,0.0022,-0.3914,1106.0,0.06819437383765628,0.9201975065173962
BRD:BRD-K60984070-001-01-0,,40,70,-0.0908,0.0797,-0.3538,1106.0,0.06819437383765628,0.9201975065173962
BRD:BRD-K47095176-001-01-6,,39,69,-0.0425,0.1369,-0.1628,1060.0,0.06831692276631234,0.9201975065173962
BRD:BRD-K86932920-001-02-9,BAY-60-7550,49,115,-0.0444,-0.1827,0.2617,3325.0,0.06854332453470094,0.9201975065173962
BRD:BRD-A43809092-003-02-1,,40,69,0.0171,0.1753,-0.3072,1090.0,0.06874820756278574,0.9201975065173962
BRD:BRD-K54262262-001-09-0,,38,69,0.204,0.0587,0.4242,1591.0,0.068840193388223,0.9201975065173962
BRD:BRD-K26373640-001-05-1,,40,70,-0.0833,-0.2305,0.3595,1693.0,0.06913958391118348,0.9201975065173962
BRD:BRD-A39390670-236-10-7,,40,70,0.0579,-0.0421,0.3504,1693.0,0.06913958391118348,0.9201975065173962
BRD:BRD-K00003292-001-01-9,GSK2981278,49,116,-0.0684,0.034,-0.4259,2332.0,0.06921787862778128,0.9201975065173962
BRD:BRD-A87673115-001-04-1,,39,69,0.051,0.1914,-0.2858,1061.0,0.06929148806940685,0.9201975065173962
BRD:BRD-K33690734-001-01-5,,40,71,0.4122,0.2151,0.2495,1716.0,0.06952179169632815,0.9201975065173962
BRD:BRD-K62213621-001-01-6,,40,69,-0.0255,0.2234,-0.2648,1091.0,0.06971099293191493,0.9201975065173962
BRD:BRD-K40887525-001-21-9,,38,69,-0.0153,0.0767,-0.4151,1032.0,0.06983839087770373,0.9201975065173962
BRD:BRD-K42629487-001-09-9,SF-11,49,115,-0.0574,-0.1897,0.2829,3322.0,0.07019652073678734,0.9201975065173962
BRD:BRD-K24255045-001-05-3,,39,69,0.0191,0.1978,-0.3425,1062.0,0.07027744260001925,0.9201975065173962
BRD:BRD-A13689093-001-01-8,,31,65,-0.2663,-0.1431,-0.327,776.0,0.07029537632808207,0.9201975065173962
BRD:BRD-K89997465-003-43-0,,40,71,0.2242,0.1162,0.2156,1715.0,0.07047095309732193,0.9201975065173962
BRD:BRD-K15898725-001-01-7,,40,71,-2.268,-1.7104,-0.3001,1125.0,0.07047095309732193,0.9201975065173962
BRD:BRD-K15893360-001-01-8,,31,64,0.2556,0.1445,0.371,1220.0,0.07095223318722946,0.9201975065173962
BRD:BRD-K00085355-001-01-9,telavancin,49,112,-0.0209,-0.124,0.3141,3236.0,0.07096262094262544,0.9201975065173962
BRD:BRD-K36234266-001-09-8,,38,63,-0.0368,0.1074,-0.3819,939.0,0.07105615349955198,0.9201975065173962
BRD:BRD-K70751730-001-10-4,IOX1,49,115,-0.2115,-0.057,-0.3466,2315.0,0.07131672294812404,0.9201975065173962
BRD:BRD-K00003154-001-01-9,imisopasem-manganese,49,116,-0.2204,-0.1116,-0.3608,2336.0,0.07143061640602397,0.9201975065173962
BRD:BRD-M30288325-001-01-4,,40,71,-0.0182,-0.1028,0.315,1714.0,0.07143071883986785,0.9201975065173962
BRD:BRD-K07798980-001-01-9,,40,71,-0.0259,-0.1779,0.3962,1714.0,0.07143071883986785,0.9201975065173962
BRD:BRD-K76244476-362-02-5,,31,65,0.2131,0.0844,0.327,1238.0,0.07151911295614992,0.9201975065173962
BRD:BRD-K72703948-001-10-1,,40,69,-1.8553,-1.2199,-0.3079,1093.0,0.07166977615614849,0.9201975065173962
BRD:BRD-K70358946-001-15-7,,40,70,-0.206,-0.0305,-0.2753,1110.0,0.07203996346938851,0.9201975065173962
BRD:BRD-K62490786-001-01-1,,39,70,0.0718,-0.0047,0.3143,1650.0,0.07210778463536316,0.9201975065173962
BRD:BRD-K27889527-001-10-9,JNJ-5207852,49,112,0.0504,0.0277,0.4131,3234.0,0.0721185828287142,0.9201975065173962
BRD:BRD-K41194171-003-09-7,,31,64,0.1084,0.1867,-0.3699,765.0,0.07220148712077606,0.9201975065173962
BRD:BRD-A27911617-001-01-7,,31,65,0.4388,0.3278,0.3337,1237.0,0.07276025233660953,0.9201975065173962
BRD:BRD-K91147684-001-01-5,,38,69,-0.7188,-0.4809,-0.3673,1035.0,0.07290447491577756,0.9201975065173962
BRD:BRD-K32318651-001-23-7,,40,70,0.1742,0.0598,0.3717,1689.0,0.07302862213691305,0.9201975065173962
BRD:BRD-K42140276-402-01-4,,39,70,-0.0768,-0.1103,0.4417,1649.0,0.07311445058863938,0.9201975065173962
BRD:BRD-K00078613-001-02-9,GLPG0974,49,112,-0.1676,-0.0004,-0.3513,2257.0,0.07388139990928198,0.9201975065173962
BRD:BRD-K22229656-003-01-5,,31,65,0.1846,0.0711,0.2615,1236.0,0.07401896467303433,0.9201975065173962
BRD:BRD-K19316653-001-02-0,,31,65,0.0087,-0.0689,0.3861,1236.0,0.07401896467303433,0.9201975065173962
BRD:BRD-K58435339-001-03-0,,40,70,-3.4077,-2.9308,-0.3766,1112.0,0.0740283549970773,0.9201975065173962
BRD:BRD-K57432881-003-21-8,,40,70,-0.0378,-0.2213,0.2998,1688.0,0.0740283549970773,0.9201975065173962
BRD:BRD-K22346679-001-06-3,"1,4-butanediol",49,115,-0.0124,0.1294,-0.225,2320.0,0.07418143401409957,0.9201975065173962
BRD:BRD-K62391742-001-03-0,,39,69,-0.2283,-0.4218,0.2862,1625.0,0.0743370007454744,0.9201975065173962
BRD:BRD-A84575140-001-02-4,,39,69,0.075,0.2277,-0.2808,1066.0,0.0743370007454744,0.9201975065173962
BRD:BRD-K24507548-001-01-8,,40,71,0.1199,0.2376,-0.3093,1129.0,0.07437446124190766,0.9201975065173962
BRD:BRD-K36864847-303-02-5,,40,71,0.116,-0.0097,0.2647,1711.0,0.07437446124190766,0.9201975065173962
BRD:BRD-K14763542-001-02-3,,38,63,0.018,-0.0999,0.3414,1452.0,0.07440938111892172,0.9201975065173962
BRD:BRD-K82804538-001-01-0,,31,64,-1.5253,-0.6937,-0.4569,767.0,0.07475403731879214,0.9201975065173962
BRD:BRD-K46416130-001-07-7,,31,64,0.2214,0.1175,0.3544,1217.0,0.07475403731879214,0.9201975065173962
BRD:BRD-K59895502-001-01-9,,38,69,-0.0635,0.0296,-0.3342,1037.0,0.07500908259354508,0.9201975065173962
BRD:BRD-K81616657-001-01-4,,39,70,0.2246,0.024,0.449,1647.0,0.07516227898791383,0.9201975065173962
BRD:BRD-K01573278-001-02-1,,31,65,-1.6637,-1.22,-0.3213,780.0,0.07529542040587552,0.9201975065173962
BRD:BRD-K00003313-001-01-9,trabectedin,49,115,-8.1187,-9.0243,0.2634,3313.0,0.07535334538661201,0.9201975065173962
BRD:BRD-A93477898-001-04-2,,39,69,-0.322,-0.1579,-0.4173,1067.0,0.07538128825624914,0.9201975065173962
BRD:BRD-K53523901-001-04-4,,39,69,0.0594,0.232,-0.2425,1067.0,0.07538128825624914,0.9201975065173962
BRD:BRD-K00004538-001-01-9,rosamicin,49,115,-0.1019,-0.2244,0.1926,3312.0,0.07594494403728037,0.9201975065173962
BRD:BRD-K91535048-001-01-2,EI1,49,115,0.06,-0.0978,0.2035,3312.0,0.07594494403728037,0.9201975065173962
BRD:BRD-K20568871-001-01-1,,31,64,0.2438,0.1379,0.379,1216.0,0.07605768797249077,0.9201975065173962
BRD:BRD-K86673452-001-01-7,,31,64,-0.0564,0.0476,-0.3279,768.0,0.07605768797249077,0.9201975065173962
BRD:BRD-A54236247-003-04-3,,40,70,0.0639,0.1629,-0.2746,1114.0,0.0760613834312102,0.9201975065173962
BRD:BRD-K96055017-003-02-7,,40,70,-0.0607,0.0404,-0.2826,1114.0,0.0760613834312102,0.9201975065173962
BRD:BRD-K02464583-001-02-2,,40,71,-0.1001,0.1,-0.3445,1131.0,0.07639148123161141,0.9201975065173962
BRD:BRD-K83834509-001-01-1,,40,71,-0.2035,0.204,-0.2898,1131.0,0.07639148123161141,0.9201975065173962
BRD:BRD-K10196357-003-02-0,,39,69,0.301,0.3599,-0.4205,1068.0,0.0764375205003691,0.9201975065173962
BRD:BRD-K00003102-001-01-9,INCB-057643,49,115,-1.4501,-1.1749,-0.2955,2324.0,0.07654032661056015,0.9201975065173962
BRD:BRD-U51753822-000-01-1,,40,70,-0.0694,-0.1297,0.3514,1685.0,0.07709484927020543,0.9201975065173962
BRD:BRD-K00003300-001-01-9,LTX-315,49,115,0.1172,-0.011,0.3294,3310.0,0.07713950957548335,0.9201975065173962
BRD:BRD-K83354763-001-07-9,NFKB-activation-inhibitor-II,49,115,0.0185,-0.0493,0.2475,3310.0,0.07713950957548335,0.9201975065173962
BRD:BRD-K09735259-001-01-3,,38,69,0.0215,0.0983,-0.4464,1039.0,0.07716304403244778,0.9201975065173962
BRD:BRD-K15071410-001-01-1,,38,69,-0.6683,-0.4553,-0.4123,1039.0,0.07716304403244778,0.9201975065173962
BRD:BRD-K08109215-001-06-4,,38,69,-0.1481,0.1929,-0.3054,1039.0,0.07716304403244778,0.9201975065173962
BRD:BRD-K00004689-001-01-9,GSK239512,49,116,-0.1177,-0.0329,-0.356,2346.0,0.07721688110241197,0.9201975065173962
BRD:BRD-K57187269-001-02-4,,31,64,-0.0115,0.1034,-0.3221,769.0,0.0773798256128838,0.9201975065173962
BRD:BRD-K79711234-001-18-3,,40,71,0.145,0.2678,-0.288,1132.0,0.07741659538111882,0.9201975065173962
BRD:BRD-K45385835-001-02-4,,40,71,0.1221,0.0504,0.3386,1708.0,0.07741659538111882,0.9201975065173962
BRD:BRD-K52911425-001-09-8,,40,71,-0.1994,0.0926,-0.2938,1132.0,0.07741659538111882,0.9201975065173962
BRD:BRD-K78364995-236-18-3,cefotaxime,49,115,0.086,-0.0485,0.1496,3309.0,0.07774250940779495,0.9201975065173962
BRD:BRD-K44665581-001-01-8,,40,70,-0.1154,0.3291,-0.3228,1116.0,0.07813972981379656,0.9201975065173962
BRD:BRD-K79132813-001-09-0,,40,70,-0.2601,-0.3647,0.4046,1684.0,0.07813972981379656,0.9201975065173962
BRD:BRD-K13421763-001-06-2,,40,70,0.3545,0.2991,0.3916,1684.0,0.07813972981379656,0.9201975065173962
BRD:BRD-K10859802-001-01-0,,38,69,-0.4025,-0.5364,0.4128,1582.0,0.07825877728200561,0.9201975065173962
BRD:BRD-K00003471-001-01-9,rislenemdaz,49,114,0.1038,-0.0338,0.259,3280.0,0.07827840497435427,0.9201975065173962
BRD:BRD-K00003108-001-01-9,ABBV-744,49,116,-1.7055,-1.1507,-0.3373,2348.0,0.07841877786653255,0.9201975065173962
BRD:BRD-K96042922-001-09-8,,40,71,0.0792,0.2124,-0.3648,1133.0,0.07845288873682325,0.9201975065173962
BRD:BRD-A79981887-003-16-4,,40,71,-0.5074,-0.4261,-0.3548,1133.0,0.07845288873682325,0.9201975065173962
BRD:BRD-K01826806-050-02-9,alpha-methylserotonin,49,116,-0.1729,-0.1073,-0.3923,2349.0,0.07902541144832909,0.9201975065173962
BRD:BRD-K59632282-052-03-1,,40,70,-0.3752,-0.5595,0.284,1683.0,0.07919611035066808,0.9201975065173962
BRD:BRD-A55748233-001-08-7,,31,65,0.3021,0.1748,0.4062,1232.0,0.07923295534384002,0.9201975065173962
BRD:BRD-K62196610-001-01-6,,38,69,-0.3861,-0.0909,-0.375,1041.0,0.07936714296072063,0.9201975065173962
BRD:BRD-K84163249-001-01-9,,38,69,-0.4117,-0.299,-0.4235,1041.0,0.07936714296072063,0.9201975065173962
BRD:BRD-K36222532-001-01-8,,38,69,-0.7525,-0.3504,-0.209,1041.0,0.07936714296072063,0.9201975065173962
BRD:BRD-K79450420-001-01-8,,39,70,-0.0239,-0.0574,0.4456,1643.0,0.07939843115091795,0.9201975065173962
BRD:BRD-K11094367-001-10-1,,40,71,0.1114,0.2737,-0.397,1134.0,0.07950044369058211,0.9201975065173962
BRD:BRD-K99749624-001-07-0,,40,71,0.1219,0.0256,0.2899,1706.0,0.07950044369058211,0.9201975065173962
BRD:BRD-K97072811-001-11-4,,40,71,-0.2589,-0.0881,-0.3036,1134.0,0.07950044369058211,0.9201975065173962
BRD:BRD-K00003180-001-01-9,verucerfont,49,116,0.1464,-0.0205,0.2342,3334.0,0.07963585667250983,0.9201975065173962
BRD:BRD-K73469236-001-01-8,,39,69,-0.1333,0.0142,-0.3196,1071.0,0.07967881517448208,0.9201975065173962
BRD:BRD-K44400149-003-02-9,PhiKan-083,49,115,-0.07,-0.141,0.3113,3305.0,0.08019300712722228,0.9201975065173962
BRD:BRD-K68552125-001-05-3,,40,70,0.3785,0.0681,0.3137,1682.0,0.08026407621529795,0.9201975065173962
BRD:BRD-A74980173-001-11-9,,40,70,-0.148,-0.0136,-0.2625,1118.0,0.08026407621529795,0.9201975065173962
BRD:BRD-K66850609-001-07-4,,40,70,0.114,-0.058,0.3579,1682.0,0.08026407621529795,0.9201975065173962
BRD:BRD-K95941975-001-01-5,,39,70,0.1053,-0.0018,0.3826,1642.0,0.08048726266002912,0.9201975065173962
BRD:BRD-K00091066-075-01-9,T-1101 (tosylate),49,112,-1.7782,-1.4489,-0.2347,2268.0,0.0806487256983077,0.9201975065173962
BRD:BRD-K36889451-001-01-1,,39,69,-2.3646,-1.8326,-0.3206,1072.0,0.08078375619306367,0.9201975065173962
BRD:BRD-K00003532-001-01-9,inarigivir,49,115,-2.7976,-4.2763,0.2679,3304.0,0.08081533862557244,0.9201975065173962
BRD:BRD-K92984783-003-05-7,,40,71,-0.077,-0.1975,0.2098,1704.0,0.08162966815601683,0.9201975065173962
BRD:BRD-K91370081-001-25-1,,40,69,-3.0869,-2.6647,-0.3165,1103.0,0.0821508153875934,0.9201975065173962
BRD:BRD-K81801188-001-02-8,,40,70,-1.9514,-1.4261,-0.3269,1120.0,0.08243510543799015,0.9201975065173962
BRD:BRD-K02275692-300-02-6,,39,70,0.0335,-0.0225,0.4386,1640.0,0.08270130693715025,0.9201975065173962
BRD:BRD-K00005331-001-01-9,BAY-8002,49,115,-0.2131,-0.0717,-0.2167,2334.0,0.08270589412019676,0.9201975065173962
BRD:BRD-K99241550-001-03-5,,39,69,-0.2143,-0.1106,-0.3305,1074.0,0.08303096113141145,0.9201975065173962
BRD:BRD-A75919782-399-02-6,,39,69,0.0741,0.2263,-0.3552,1074.0,0.08303096113141145,0.9201975065173962
BRD:BRD-A27883417-300-01-6,,39,69,-1.6312,-0.9682,-0.3177,1074.0,0.08303096113141145,0.9201975065173962
BRD:BRD-A64319165-001-07-0,,31,65,0.0437,0.1033,-0.4178,786.0,0.0833363334222749,0.9201975065173962
BRD:BRD-K78978711-003-01-3,,31,65,-0.3878,-0.2516,-0.3247,786.0,0.0833363334222749,0.9201975065173962
BRD:BRD-A17462676-003-11-6,,40,70,-0.2721,-0.1358,-0.3083,1121.0,0.08353833960851327,0.9201975065173962
BRD:BRD-K94534639-001-02-5,,40,71,-0.4284,-0.0413,-0.2383,1138.0,0.08380492857178262,0.9201975065173962
BRD:BRD-K00003330-001-01-9,afamelanotide,49,115,-0.1351,-0.019,-0.2195,2336.0,0.08398606369309435,0.9201975065173962
BRD:BRD-K81473043-001-14-6,,38,63,-2.5047,-1.9006,-0.3339,950.0,0.08398704765928842,0.9201975065173962
BRD:BRD-A86525947-001-01-4,,31,64,0.2876,0.3359,-0.4176,774.0,0.08427404180275054,0.9201975065173962
BRD:BRD-K78299798-001-02-2,,40,69,0.1504,0.2896,-0.2525,1105.0,0.08438939039037434,0.9201975065173962
BRD:BRD-K00076647-001-02-9,MK-0429,49,112,-0.5646,-0.6963,0.3031,3214.0,0.08454711435006253,0.9201975065173962
BRD:BRD-K00091094-001-01-9,BMS-986165,49,112,-0.3513,-0.234,-0.3267,2274.0,0.08454711435006253,0.9201975065173962
BRD:BRD-K00004615-001-01-9,PBT-1033,49,114,-0.6991,-0.9307,0.2947,3270.0,0.08460477084123125,0.9201975065173962
BRD:BRD-K38055836-001-21-1,,40,70,0.2208,0.0814,0.3766,1678.0,0.08465350071230303,0.9201975065173962
BRD:BRD-K49055432-001-04-2,,40,70,-0.0397,0.0845,-0.3112,1122.0,0.08465350071230303,0.9201975065173962
BRD:BRD-A29148886-003-02-9,RP-001,49,116,-0.0664,-0.1869,0.299,3326.0,0.08465857464483997,0.9201975065173962
BRD:BRD-K74284736-001-04-9,L-689560,49,116,-0.126,-0.0372,-0.3473,2358.0,0.08465857464483997,0.9201975065173962
BRD:BRD-K04704168-003-14-3,,40,71,0.2378,0.1731,0.3115,1701.0,0.08491002851564305,0.9201975065173962
BRD:BRD-K82928892-001-02-5,,38,63,-0.5216,-0.1805,-0.3911,951.0,0.08525147808885919,0.9201975065173962
BRD:BRD-K00004617-001-01-9,imidazoacridinone,49,114,-0.3125,-0.4446,0.4011,3269.0,0.0852595363896443,0.9201975065173962
BRD:BRD-K00003357-001-01-9,BAY1125976,49,114,-0.6692,-0.4867,-0.2529,2317.0,0.0852595363896443,0.9201975065173962
BRD:BRD-K70976396-236-26-0,,31,64,0.2394,0.1741,0.3603,1209.0,0.08571083651340494,0.9201975065173962
BRD:BRD-K41406082-001-16-2,,40,70,0.1753,0.0621,0.422,1677.0,0.08578067416910404,0.9201975065173962
BRD:BRD-K54640016-001-04-7,,40,70,-0.0115,0.0734,-0.3916,1123.0,0.08578067416910404,0.9201975065173962
BRD:BRD-K03128577-005-08-9,MG-624,49,115,-0.2788,-0.3955,0.2815,3296.0,0.0859363470957979,0.9201975065173962
BRD:BRD-A10773072-001-03-4,,38,69,0.115,-0.0135,0.3023,1575.0,0.08628811542042072,0.9201975065173962
BRD:BRD-K51318897-001-15-3,,38,69,-2.2885,-1.612,-0.1935,1047.0,0.08628811542042072,0.9201975065173962
BRD:BRD-K41434598-003-01-9,,39,69,-0.0156,0.1258,-0.3784,1077.0,0.08649647325431815,0.9201975065173962
BRD:BRD-K47936004-003-11-4,,39,69,-0.0591,0.0636,-0.2404,1077.0,0.08649647325431815,0.9201975065173962
BRD:BRD-K41866823-001-01-3,,39,69,-0.0205,0.0815,-0.4911,1077.0,0.08649647325431815,0.9201975065173962
BRD:BRD-K72166146-066-05-4,,39,69,-0.1883,-0.0745,-0.3439,1077.0,0.08649647325431815,0.9201975065173962
BRD:BRD-K00003450-001-01-9,AAI101,49,114,-0.0602,0.0879,-0.2245,2319.0,0.08658135725142042,0.9201975065173962
BRD:BRD-K14762862-001-01-9,,40,70,-0.0836,0.0962,-0.321,1124.0,0.08691994538622039,0.9201975065173962
BRD:BRD-K29322660-001-01-9,,40,71,-0.4921,-0.3611,-0.3729,1141.0,0.08715558037650842,0.9201975065173962
BRD:BRD-K15697815-001-16-2,,40,71,0.0768,-0.0293,0.4195,1699.0,0.08715558037650842,0.9201975065173962
BRD:BRD-K75052463-001-01-4,,31,64,0.2275,0.1205,0.4289,1208.0,0.08716736381017762,0.9201975065173962
BRD:BRD-K91244729-003-01-3,,39,70,0.1786,-0.0081,0.1462,1636.0,0.08727743862927959,0.9201975065173962
BRD:BRD-K89402695-001-02-3,,39,70,-0.0618,-0.2284,0.4538,1636.0,0.08727743862927959,0.9201975065173962
BRD:BRD-K78844995-001-02-6,,38,69,0.2366,0.0555,0.3498,1574.0,0.08748765715889624,0.9201975065173962
BRD:BRD-K54871792-001-02-2,,31,65,0.0898,0.0262,0.2693,1226.0,0.08761017762297686,0.9201975065173962
BRD:BRD-K75923785-003-02-1,,39,69,-0.0267,0.1082,-0.3498,1078.0,0.08767727119322129,0.9201975065173962
BRD:BRD-K63874012-001-02-9,,40,70,0.0632,0.0023,0.3598,1675.0,0.08807139974843588,0.9201975065173962
BRD:BRD-K97464279-001-03-5,,40,70,-0.0125,-0.1575,0.3115,1675.0,0.08807139974843588,0.9201975065173962
BRD:BRD-K20338176-001-17-7,,40,70,0.07,-0.0047,0.3031,1675.0,0.08807139974843588,0.9201975065173962
BRD:BRD-K38627885-001-01-9,APY0201,49,115,-0.6355,-1.0939,0.2275,3292.0,0.08859347241514792,0.9201975065173962
BRD:BRD-A61633223-001-02-8,,38,69,0.1997,0.0963,0.3065,1573.0,0.08870061683224431,0.9201975065173962
BRD:BRD-K58794715-001-01-8,,40,69,-0.2298,-0.4015,0.3315,1651.0,0.08901456726936773,0.9201975065173962
BRD:BRD-K93631643-001-02-4,,40,69,-0.3809,-0.1254,-0.4052,1109.0,0.08901456726936773,0.9201975065173962
BRD:BRD-A90642009-001-03-2,,31,65,0.2201,0.1406,0.315,1225.0,0.08907347287313844,0.9201975065173962
BRD:BRD-K85554912-001-06-3,,38,63,0.0747,0.291,-0.3511,954.0,0.0891373419180956,0.9201975065173962
BRD:BRD-K83766205-001-03-8,,39,71,0.076,0.1707,-0.3085,1112.0,0.08921367650083527,0.9201975065173962
BRD:BRD-A30886737-001-02-9,,40,70,-0.4104,-0.1734,-0.2945,1126.0,0.08923512260783037,0.9201975065173962
BRD:BRD-K56596464-004-10-7,,40,71,0.1233,0.041,0.3343,1697.0,0.08944881799430507,0.9201975065173962
BRD:BRD-K14618467-001-04-6,,40,71,-0.1729,-0.0555,-0.26,1143.0,0.08944881799430507,0.9201975065173962
BRD:BRD-K65498798-001-01-7,,39,70,0.1348,-0.0617,0.344,1634.0,0.0896409647617515,0.9201975065173962
BRD:BRD-K75516118-001-03-3,,38,69,0.1778,-0.0433,0.3167,1572.0,0.08992709255729689,0.9201975065173962
BRD:BRD-K09436144-001-01-7,,38,69,0.0363,-0.0921,0.3401,1572.0,0.08992709255729689,0.9201975065173962
BRD:BRD-K39841531-001-02-1,,40,70,-1.2083,-0.7596,-0.3306,1127.0,0.09041119927349173,0.9201975065173962
BRD:BRD-K78086729-001-02-7,,40,70,-0.2631,-0.3429,0.3507,1673.0,0.09041119927349173,0.9201975065173962
BRD:BRD-K00003119-066-01-9,pradefovir,49,115,0.0635,-0.1004,0.1018,3289.0,0.09062945436476912,0.9201975065173962
BRD:BRD-K29542628-001-03-9,,38,69,-0.8584,-1.1455,0.1258,1571.0,0.091167182392326,0.9201975065173962
BRD:BRD-K72898849-001-01-8,BLU9931,49,116,-0.7388,-1.007,0.2726,3316.0,0.09129406564006962,0.9201975065173962
BRD:BRD-K00003127-001-01-9,pimodivir,49,115,0.1405,-0.0514,0.2113,3288.0,0.09131641967934546,0.9201975065173962
BRD:BRD-K28352084-001-02-3,,40,70,-0.5542,-0.3313,-0.3173,1128.0,0.09159971500112515,0.9201975065173962
BRD:BRD-K58736316-001-09-5,,40,70,-0.139,0.0447,-0.295,1128.0,0.09159971500112515,0.9201975065173962
BRD:BRD-K10671814-001-14-8,,40,71,0.2189,0.3182,-0.2712,1145.0,0.0917904006273935,0.9201975065173962
BRD:BRD-K00073457-001-02-9,Alminoprofen,49,112,0.1505,0.0281,0.099,3203.0,0.09208928189541186,0.9201975065173962
BRD:BRD-A87715314-003-14-4,,38,69,0.1611,0.021,0.3007,1570.0,0.09242098432385776,0.9201975065173962
BRD:BRD-K20079257-001-09-6,,39,69,-0.1158,-0.2586,0.2234,1609.0,0.09253108151731942,0.9201975065173962
BRD:BRD-K60567437-001-10-2,,39,69,0.0376,0.1357,-0.3853,1082.0,0.09253108151731942,0.9201975065173962
BRD:BRD-K51474575-001-10-4,,40,69,0.1942,0.2598,-0.3798,1112.0,0.09261575839606252,0.9201975065173962
BRD:BRD-K00003276-001-01-9,CCT245737,49,116,-2.0932,-1.4102,-0.2707,2370.0,0.09267006712913795,0.9201975065173962
