gene,n_R248W,n_other_mut,median_R248W,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
NOS1,69,726,-0.1051894236701512,-0.08763551297005365,-0.1866114887846298,-0.4336918738085096,0.06046889623925,21854.0,0.0798862004452061,,0.8793385473981983,False
GALNT7,69,726,0.0844068662899614,0.09181371969755836,-0.18658079108063827,-0.4336611200940262,0.06049953793274965,22543.0,0.16963610057361633,,0.9096127151272472,False
VPS28,69,726,-1.5817323241858952,-1.5291720477162676,-0.1865077273638529,-0.4335879231034799,0.06057246837577407,21454.0,0.04874911595100023,,0.8647829321317521,False
ADH7,69,726,0.065739815182628,0.07812697561724975,-0.18643134351540203,-0.43351139998083044,0.060648712950026384,22199.0,0.1182677084152814,,0.8874097069466382,False
TMEM45B,69,726,0.0154997141679771,0.03434832718540945,-0.1864022764557739,-0.4334822799368554,0.060677727025307604,22328.0,0.13587774505333902,,0.891064890439752,False
HDAC4,69,726,-0.1423472004948053,-0.09324529982267349,-0.18637453152629951,-0.4334544844407502,0.06070542138815119,21409.0,0.045992127368119855,,0.8615043157182634,False
DNAJC30,69,726,-0.1897941126965857,-0.184441993889915,-0.18624403171402776,-0.43332374688635633,0.06083568345830079,23390.0,0.36349508611272086,,0.9542423794444498,False
NR1D1,69,726,-0.0448865492597235,-0.0363753928228471,-0.1862196654697416,-0.43329933627052497,0.06086000533104177,23589.0,0.42396711769452256,,0.9643626345018427,False
ANKRD23,69,726,-0.136586927396622,-0.1195639416956064,-0.18620993386986565,-0.43328958695078035,0.060869719211049084,22921.0,0.24361032891766277,,0.9295106029358075,False
TRPM7,69,726,-0.8084998288564716,-0.6810341179085306,-0.18615060771394512,-0.43323015279031374,0.060928937362423524,22581.0,0.17620649199048777,,0.9101098814974471,False
OARD1,69,726,-0.0601287916987172,-0.0427186460735123,-0.18613988601931075,-0.43321941158027,0.060939639541648466,21514.0,0.052639757657885,,0.8647829321317521,False
LINGO1,69,726,-0.0879643664098673,-0.0629862384731282,-0.18606113022849988,-0.4331405124741844,0.06101825201718461,21498.0,0.051577694500919494,,0.8647829321317521,False
SGCB,69,726,0.0165255571741478,0.03825891072132035,-0.18597872363710605,-0.433057955988841,0.06110050871462894,23297.0,0.3371843235098483,,0.9462435905716101,False
ABHD17B,69,726,0.0406302437344935,0.05852387310489455,-0.18596868485178017,-0.43304789894793916,0.06111052924437885,22818.0,0.22151328037663376,,0.9220010837166663,False
EMC8,69,726,-0.158959777079265,-0.1417139902564957,-0.18596750106652477,-0.43304671301002984,0.061111710876980335,23299.0,0.33773694008491795,,0.9462435905716101,False
ARHGAP39,69,726,0.0184408113738881,0.0209799535687695,-0.18595295538723572,-0.4330321408812722,0.061126230106800766,22906.0,0.24029934660206675,,0.9260278495425874,False
BCL2A1,69,726,-0.0288060823737062,-0.0207617545974895,-0.1859443740875668,-0.43302354397856974,0.061134795803436115,23884.0,0.523651989218536,,0.9733525298159795,False
JAML,69,726,-0.0214854880561889,0.0088086167406374,-0.1859150997186566,-0.43299421638665747,0.06116401694934426,22099.0,0.10589031478645229,,0.8874097069466382,False
DNHD1,69,726,0.0293301868543358,0.05119933401087755,-0.1859004992808293,-0.432979589407265,0.06117859084560637,22507.0,0.1635826104710867,,0.9043716961954644,False
ZDHHC19,69,726,-0.0823497607350305,-0.0738633343112168,-0.185892443917273,-0.4329715194010692,0.06118663156652321,23100.0,0.28560438729205495,,0.9417161672558666,False
DSC1,69,726,0.0580245135309516,0.0699301033346978,-0.1858811765139072,-0.43296023151744056,0.061197878489626156,22791.0,0.21596615732267543,,0.9215471532905303,False
LUZP2,69,726,-0.0198320819023429,-0.0065908035034546,-0.18573629270424125,-0.4328150844693154,0.06134249906083286,22574.0,0.1749821109754468,,0.9101098814974471,False
BRMS1,69,726,-0.3586643768770142,-0.35848372876609375,-0.18568432868092463,-0.4327630260828428,0.06139436872099352,24154.0,0.6244105541041111,,0.9813551749863859,False
CUEDC1,69,726,-0.1004301501482512,-0.0752229403940779,-0.18563946743877116,-0.4327180833969122,0.06143914851936988,21727.0,0.06860433248137261,,0.8691254040640592,False
KANSL2,69,726,-0.9713783333812585,-0.9380230586077388,-0.18560690113698536,-0.4326854579846293,0.06147165571065863,23098.0,0.2851096670273201,,0.9417161672558666,False
CFAP69,69,726,-0.0496134044922155,-0.037289425974746,-0.1855514081040156,-0.4326298642511324,0.06152704804310122,22667.0,0.1917737273228941,,0.9148686725638836,False
STEAP1,61,640,0.0872899882000926,0.1119830623556797,-0.18541138447017755,-0.4482254017500328,0.07740263280967771,17189.0,0.12304607478277976,,0.8874097069466382,False
PCDHGC3,69,726,-0.201128735205556,-0.17937339899952875,-0.18532952212296736,-0.4324075759248104,0.061748531678875646,22194.0,0.11762300957665207,,0.8874097069466382,False
NUMBL,69,726,-0.0841022240979642,-0.0551445831588699,-0.18532057559463685,-0.4323986131838464,0.06175746199457269,21888.0,0.0831498990111042,,0.8793385473981983,False
CRMP1,69,726,-0.0827169910389914,-0.0638039150949119,-0.18528417788459084,-0.43236214952300717,0.06179379375382549,22287.0,0.1300738038823778,,0.8902200863229328,False
MRPS24,69,726,-0.6603709297639232,-0.575419870719903,-0.1852644073353937,-0.4323423431560058,0.06181352848521837,22509.0,0.1639145856494978,,0.9043716961954644,False
SAAL1,69,726,-0.0895769703261529,-0.05569080860818465,-0.18521161226840355,-0.4322894524602326,0.0618662279234255,21656.0,0.06289035056698178,,0.866549428997456,False
RNASE1,69,726,-0.0387209496612484,-0.00861221284649795,-0.1851877045218619,-0.432265501418055,0.061890092374331185,21848.0,0.07932120721502221,,0.8793385473981983,False
ZNF614,69,726,0.1094874894495062,0.139731096364592,-0.1851839683548486,-0.4322617584855495,0.061893821775852315,21633.0,0.061125952375139694,,0.8647829321317521,False
CCDC171,69,726,0.0283454441416536,0.03306495863982675,-0.18515621526205037,-0.43223395514141405,0.061921524617313345,22888.0,0.23636818656084824,,0.9222201134891674,False
RPS4Y1,26,246,0.3666334453766691,0.3775906720554466,-0.18512017056586122,-0.5896026751775438,0.21936233404582145,3011.0,0.6249014401439406,,0.9813551749863859,False
TLR3,69,726,0.15589381836586,0.16106020558599254,-0.1850122217488729,-0.4320897010260928,0.06206525752834696,24181.0,0.6349314069712083,,0.9813551749863859,False
NSG2,69,726,0.1075676599393548,0.12760067612429787,-0.18497654730325133,-0.4320539620474896,0.06210086744098692,22561.0,0.17272512424437592,,0.9101098814974471,False
ULK3,61,640,-0.0661453479902324,-0.05287908083480895,-0.18493690026477907,-0.4477500015298089,0.07787620100025075,18065.0,0.33582059100650063,,0.9462435905716101,False
ZNF17,69,726,-0.0187551824285711,0.00352119030883925,-0.18492624481083383,-0.43200356858192746,0.06215107896025976,22596.0,0.17885165406878456,,0.911335325122869,False
C10orf67,69,726,0.0997404493235113,0.11986508541298865,-0.1848968925957947,-0.4319741632941887,0.0621803781025993,23260.0,0.3270658704369118,,0.9460537800805741,False
MTARC2,61,640,-0.0891533732266029,-0.059400041660504055,-0.18477606081668063,-0.4475888521052835,0.07803673047192222,17313.0,0.14427322333056752,,0.891064890439752,False
ANAPC7,69,726,-0.1879760505414535,-0.16303032540261386,-0.1847583614411825,-0.4318353817704212,0.06231865888805621,22150.0,0.11206793533006319,,0.8874097069466382,False
FBXO11,69,726,-0.2153320281813926,-0.17403917242164202,-0.1847484165269558,-0.4318254188898314,0.06232858583591974,22078.0,0.1034264377334347,,0.885136979508582,False
KCNE1,69,726,0.0832545995357437,0.0973280582297736,-0.18466654655895334,-0.4317434010532254,0.06241030793531868,23393.0,0.3643646688067276,,0.9542423794444498,False
OR10AG1,61,640,-0.0760358899630335,-0.05322511256495565,-0.1846011309844654,-0.4474135854468362,0.07821132347790538,17586.0,0.2007510573538499,,0.9171690751773767,False
EGFL6,69,726,0.1908185504081617,0.19527864466151335,-0.18459720278473343,-0.43167393208565596,0.06247952651618907,22117.0,0.108039060614751,,0.8874097069466382,False
RBL1,69,726,-0.0803863907746824,-0.0534776877555891,-0.18457216304097676,-0.4316488471466492,0.06250452106469567,22904.0,0.2398602896846429,,0.9255293424435834,False
CHST3,69,726,0.0045487099819545,0.03688857809692905,-0.1845346108514061,-0.4316112271890834,0.0625420054862712,22242.0,0.12392712066826192,,0.8874097069466382,False
NCOA2,69,726,0.0573592918290105,0.08218355121768516,-0.18447349216280418,-0.4315499982330029,0.06260301390739453,21907.0,0.08502027193071415,,0.8793385473981983,False
CGNL1,69,726,0.0031220218709243,0.0284689333054318,-0.18446970272815838,-0.43154620196283733,0.0626067965065206,22280.0,0.1291024066615033,,0.8902200863229328,False
PNP,69,726,0.0961700963450939,0.10342762031978595,-0.18445537889022467,-0.4315318522883117,0.06262109450786238,22568.0,0.17393770467585468,,0.9101098814974471,False
HEY2,69,726,0.0446747498423747,0.048013830143922395,-0.1844267358391031,-0.4315031575783572,0.06264968590015099,23192.0,0.3089895412821714,,0.9460537800805741,False
FRMPD4,69,726,0.0514890064431427,0.0692064413544201,-0.1844043335208937,-0.4314807148622976,0.06267204782051022,22718.0,0.20147085852033997,,0.9171690751773767,False
PCDHA11,69,726,-0.0640633062661601,-0.0348242418624366,-0.1843565173191379,-0.4314328124505132,0.06271977781223737,22014.0,0.09619765350264195,,0.885136979508582,False
AP2A1,69,726,-0.0413010606466433,-0.0364598864603592,-0.1843278475718201,-0.43140409102389654,0.06274839588025635,23671.0,0.450504637939279,,0.965086619004918,False
UQCC6,69,726,-0.0843010207311939,-0.0350216707390973,-0.18430849459756718,-0.43138470316904176,0.06276771397390743,22697.0,0.19743547601529632,,0.9171690751773767,False
HUWE1,69,726,-0.8378835425638749,-0.7929531721488197,-0.18426915497313462,-0.431345292652581,0.06280698270631174,22631.0,0.18513836935701644,,0.9147743458089451,False
ELOB,69,726,-1.4541061318884252,-1.4372826736431374,-0.1842488315182853,-0.43132493257974036,0.06282726954316978,22734.0,0.20458556991809174,,0.9181079399784531,False
LCK,69,726,-0.0194414129993794,0.00393567995584305,-0.18421297271360002,-0.43128900917592605,0.06286306374872602,22019.0,0.09674743724630559,,0.885136979508582,False
NGRN,69,726,-0.3177553083281658,-0.2702189794459271,-0.1841655109668899,-0.43124146194685975,0.06291044001307994,22359.0,0.14039732620497491,,0.891064890439752,False
SEZ6L2,69,726,-0.0124229917807912,0.007550734893152149,-0.1841468822681944,-0.4312227997024173,0.06292903516602849,22679.0,0.19402392764145893,,0.9169855156929363,False
OSBPL5,69,726,0.0279322865497019,0.030329178178319698,-0.18398761973756142,-0.43106325051710764,0.0630880110419848,22549.0,0.17066113892573098,,0.9101098814974471,False
ADAT3,69,726,-0.4587518015717847,-0.4221240350231351,-0.18397490314862652,-0.4310505110504185,0.06310070475316545,22566.0,0.17359060606921595,,0.9101098814974471,False
HS3ST2,69,726,0.0196010268951665,0.0456717259032278,-0.18391231785139084,-0.43098781318223833,0.06316317747945663,21158.0,0.03291164132300737,,0.857708835647642,False
SLC9A6,69,726,0.090673725840002,0.07935772072349626,-0.183857913798479,-0.4309333113049021,0.06321748370794411,23241.0,0.32194734214060616,,0.9460537800805741,False
IL1RL2,69,726,-0.134493182291849,-0.10773322822836884,-0.18384686616395876,-0.4309222438090599,0.06322851148114239,23097.0,0.28486252434513226,,0.9417161672558666,False
ATP6V0A1,69,726,-0.1811336193782736,-0.1580501906979195,-0.18380110654342835,-0.4308764019350543,0.06327418884819755,23480.0,0.39014575328980394,,0.9591903136713573,False
HIPK3,69,726,0.0089786419380418,0.012993255157185,-0.18378524410772296,-0.43086051099120015,0.06329002277575424,22689.0,0.19591385088011892,,0.9171690751773767,False
PRPF39,69,726,-0.4954556445113806,-0.4165265934383793,-0.18370012239020164,-0.43077523633393766,0.06337499155353435,22548.0,0.1704899777307567,,0.9101098814974471,False
ZNF564,69,726,-0.0419731258928626,-0.008859287303382101,-0.1836944798195251,-0.4307695836276521,0.06338062398860189,21475.0,0.050082442896136704,,0.8647829321317521,False
ZMAT2,69,726,-1.925220025918956,-1.831774435930535,-0.18365158568171636,-0.4307266124503393,0.06342344108690656,23068.0,0.27775839518338075,,0.9413366814923659,False
OR51B5,61,640,0.0889408480358486,0.09442727163606604,-0.18363178267997646,-0.44644237644290585,0.07917881108295291,18031.0,0.3246466074163846,,0.9460537800805741,False
SPO11,69,726,0.0788490540236862,0.097581104238706,-0.18361814634634052,-0.4306931130691076,0.06345682037642661,22546.0,0.1701480412402716,,0.9101098814974471,False
LMX1A,69,726,0.0429227264789951,0.06895231365304144,-0.18360307815105395,-0.43067801781995385,0.06347186151784592,22326.0,0.13559006257168058,,0.891064890439752,False
ADAMTS15,69,726,-0.0003483821444582,0.0091701266302855,-0.18357940905750844,-0.43065430623472,0.06349548811970315,22645.0,0.18769831541701054,,0.9148686725638836,False
B3GAT1,69,726,0.0075293104758447,0.0353846214624849,-0.18355501696229196,-0.4306298703555783,0.06351983643099438,21839.0,0.0784798139791656,,0.8793385473981983,False
OTOF,69,726,0.0065630042553378,0.0253087152344806,-0.18354860913295074,-0.430623451025117,0.06352623275921551,22503.0,0.1629201808308225,,0.9043716961954644,False
GOLIM4,69,726,-0.0120495266365123,0.0023553440779245996,-0.18336145324012695,-0.4304359593916183,0.06371305291136434,23265.0,0.3284215871273589,,0.9460537800805741,False
RFTN2,69,726,0.0662554496557426,0.0766868519194369,-0.18335894551031873,-0.4304334471654928,0.06371555614485536,22232.0,0.12259247497547546,,0.8874097069466382,False
OR51M1,61,640,-0.1671622627338186,-0.15388389772731864,-0.18332193537074193,-0.44613193643382254,0.07948806569233868,17494.0,0.18015044677224334,,0.9113399592749275,False
FN1,69,726,0.0490136397884406,0.0611710203745804,-0.18326234923094384,-0.43033667773736345,0.06381197927547577,22269.0,0.1275873227860612,,0.8900191000159069,False
BDKRB2,69,726,0.0344529318931365,0.05382904455240455,-0.18316510353690602,-0.430239257822537,0.06390905074872497,22186.0,0.11659723188050905,,0.8874097069466382,False
NLRX1,69,726,0.044579092470159,0.0721968543251324,-0.1831586922731274,-0.4302328350758862,0.06391545052963143,22360.0,0.14054502124054763,,0.891064890439752,False
PRKRIP1,69,726,-0.4191880690716877,-0.3779387501734497,-0.18303492604217503,-0.43010884725251575,0.06403899516816569,22334.0,0.13674362077711386,,0.891064890439752,False
PTH2,69,726,-0.130893146553987,-0.12051460752035956,-0.18300258429532054,-0.43007644762529496,0.06407127903465384,22636.0,0.1860496543864636,,0.9148686725638836,False
C6orf52,69,726,0.0017649647210233,0.009644046352133399,-0.18299078355685594,-0.4300646257701971,0.06408305865648525,23257.0,0.3262541873527601,,0.9460537800805741,False
TBRG1,69,726,-0.0054870532940761,0.02634411789113245,-0.182963053127283,-0.4300368457242255,0.06411073946965948,22874.0,0.23334221854809634,,0.9220010837166663,False
BNIP3,69,726,-0.2299523357777989,-0.21036809162942427,-0.18293446202536456,-0.4300082034738215,0.06413927942309239,22050.0,0.10021240708503282,,0.885136979508582,False
SMIM10,69,726,-0.011346263695864,0.009994930174090349,-0.18290073562717046,-0.4299744167505381,0.06417294549619718,22369.0,0.14187965836084665,,0.891064890439752,False
IQCN,69,726,-0.1414000322024961,-0.12071516174023565,-0.1828688100393335,-0.429942434068885,0.06420481399021799,22535.0,0.1682765726673331,,0.9083928995850001,False
TSKU,69,726,-0.0316802272952165,-0.015087814910019249,-0.18285363736425772,-0.4299272342633918,0.06421995953487636,22352.0,0.13936680136308086,,0.891064890439752,False
SPANXN2,69,726,0.0485194673410832,0.08332253738765216,-0.18283978005799725,-0.4299133521807028,0.0642337920647083,22210.0,0.11969579990795114,,0.8874097069466382,False
ATIC,69,726,-0.3048457424022878,-0.31543408881210505,-0.1827668411845616,-0.42984028292576326,0.06430660055664006,23380.0,0.36060586478503065,,0.9540092064552638,False
EMILIN1,69,726,-0.0087628104217388,-0.0032258221204798498,-0.18272777576688165,-0.42980114769826383,0.0643455961645005,22793.0,0.2163735929515036,,0.9215471532905303,False
SEMA3F,69,726,-0.2491723361593337,-0.2247526008842699,-0.18261833103010208,-0.4296915074633322,0.06445484540312804,21974.0,0.09188887682342894,,0.8848869228361463,False
NT5C1A,69,726,0.0098054656055218,0.019523415894530452,-0.18248773618245573,-0.429560679490733,0.06458520712582155,22430.0,0.1511834715423265,,0.8956803423021189,False
FUT9,69,726,0.0816179728344973,0.11048571232341084,-0.1824584049740299,-0.4295312959460512,0.06461448599799141,22170.0,0.11456676764498488,,0.8874097069466382,False
ASB8,69,726,-0.0900774453919583,-0.08700428278449115,-0.182457392897168,-0.42953028206347044,0.06461549626913446,22764.0,0.21051976811966244,,0.9186518101008747,False
IFT57,69,726,-0.117081367165727,-0.0976965086303687,-0.18245735171876765,-0.42953024081160096,0.0646155373740657,22721.0,0.20205221718310906,,0.9171690751773767,False
ABHD16B,69,726,0.0196867277012635,0.021999266557369147,-0.1824232736204557,-0.4294961019179651,0.06464955467705369,23453.0,0.3820285272333809,,0.9564581851189267,False
AGFG1,69,726,-0.0250782852726598,-0.01806241775041905,-0.18240938702564277,-0.42948219055272074,0.0646634165014352,23294.0,0.3363564891565347,,0.9462435905716101,False
MRPL36,69,726,-0.6901511242659781,-0.6152529158704254,-0.18240224580545525,-0.4294750365950028,0.0646705449840923,22747.0,0.20714194594397395,,0.9186518101008747,False
SLC41A1,69,726,0.0398425912866963,0.03939234862311905,-0.18235521246255615,-0.4294279193729108,0.06471749444779851,22894.0,0.2376734882586211,,0.923650480703367,False
SLAMF9,69,726,-0.1859327146606857,-0.18617029112211558,-0.18235061266125174,-0.42942331136948736,0.06472208604698387,23259.0,0.32679516382486606,,0.9460537800805741,False
SMARCD2,69,726,-0.1691857017540964,-0.14108665429265121,-0.18234709803965357,-0.42941979048094364,0.0647255944016365,22140.0,0.11083474219734156,,0.8874097069466382,False
SUPV3L1,69,726,-1.1138801082941332,-1.010193346195428,-0.18230047058960258,-0.4293730799005875,0.06477213872138232,22153.0,0.11243999598837252,,0.8874097069466382,False
PAX8,69,726,-0.0937683841293981,-0.09879471621717704,-0.18223125033317059,-0.42930373627315166,0.06484123560681052,26492.0,0.428112257144043,,0.9646931805781737,False
AOX1,69,726,0.0319946953478266,0.045291217329345004,-0.1821756632704187,-0.4292480501716617,0.06489672363082424,21817.0,0.07645362717909547,,0.8791046551998712,False
CEP15,69,726,0.0965138245116006,0.12584613162297903,-0.18217393666031928,-0.42924632048576694,0.06489844716512835,22408.0,0.14777581750475094,,0.8918775441527058,False
COX18,69,726,-0.3408362669528441,-0.29775297219202634,-0.18215368065399262,-0.4292260283974234,0.06491866708943814,22558.0,0.17220738629815935,,0.9101098814974471,False
OSBPL1A,69,726,-0.0629782436319062,-0.06574245937340555,-0.1821517838272383,-0.42922412819205735,0.0649205605375808,24262.0,0.6669321426004262,,0.9822617193046083,False
CD7,69,726,-0.1218896838041244,-0.11225568752095741,-0.18211218954831612,-0.4291844633961647,0.0649600842995324,22135.0,0.1102221765134582,,0.8874097069466382,False
TYROBP,69,726,-0.0329879446987577,-0.024129324903749548,-0.18210624005237241,-0.42917850330555785,0.06496602320081302,22752.0,0.20813131452636835,,0.9186518101008747,False
PHYKPL,69,726,-0.105854024394424,-0.08363969291211,-0.1820655231495734,-0.4291377139047404,0.06500666760559362,21857.0,0.08016992114024808,,0.8793385473981983,False
APOE,69,726,-0.0271531415546168,-0.013455602745503,-0.18203851097813703,-0.42911065364602247,0.0650336316897484,23064.0,0.27678806631565556,,0.9413366814923659,False
C1orf115,69,726,0.0242275993321851,0.0421988466198638,-0.1820123833722685,-0.4290844795343625,0.06505971278982553,23058.0,0.2753369094272765,,0.9413366814923659,False
ZNF518B,69,726,0.0550639784566383,0.0767623123496276,-0.18200519685039232,-0.42907728022201697,0.0650668865212323,22441.0,0.15290959471365714,,0.8977602666180425,False
USH1G,69,726,-0.1981827614396423,-0.1937828237638124,-0.1819532828486576,-0.4290252738394616,0.06511870814214638,22338.0,0.1373232323932092,,0.891064890439752,False
PRKX,69,726,0.0003550148134312,0.01432116874196535,-0.18191472724974161,-0.4289866496479975,0.06515719514851429,23061.0,0.27606183755047087,,0.9413366814923659,False
ZNF729,69,726,0.1570395901576972,0.1688771981755727,-0.18189496396103957,-0.42896685120493694,0.06517692328285779,22826.0,0.2231763102688269,,0.9220010837166663,False
ITPA,69,726,-0.0782533120846886,-0.07242181957403651,-0.18187050467707136,-0.4289423484187931,0.0652013390646504,22567.0,0.1737640906225868,,0.9101098814974471,False
RHOA,69,726,-0.394166357714768,-0.35665600081007565,-0.1818417317737459,-0.42891352434876273,0.06523006080127094,22754.0,0.20852801980558044,,0.9186518101008747,False
MYPOP,69,726,-0.1419759919569275,-0.10098757115997406,-0.18182483588040227,-0.42889659841330724,0.0652469266525027,21724.0,0.06835454569895745,,0.8691254040640592,False
SYNDIG1,69,726,0.1992862002744052,0.2072445641716349,-0.18182305098717644,-0.4288948103465759,0.06524870837222302,23319.0,0.34329508121025687,,0.9489169263420866,False
TTI2,69,726,-0.90526834941178,-0.8472520944830206,-0.18180976638839494,-0.4288815021290129,0.065261969352223,22619.0,0.1829647645531406,,0.912838395437497,False
NUDT6,69,726,0.0352700511903596,0.0354008731132327,-0.18180120617479106,-0.4288729266970582,0.06527051434747605,23042.0,0.27149257696425433,,0.9413366814923659,False
MXRA5,69,726,0.0262007383456782,0.037136771041323846,-0.181782462646829,-0.42885414984934433,0.06528922455568628,23085.0,0.28190811533688886,,0.9413366814923659,False
OSBP,69,726,-0.4570719760918335,-0.43578291602069374,-0.18176171289930634,-0.4288333632196809,0.06530993742106819,22754.0,0.20852801980558044,,0.9186518101008747,False
TEDC1,69,726,-0.4629137917666207,-0.37737236174274985,-0.181758133407658,-0.4288297773660037,0.06531351055068768,21773.0,0.07252921783717074,,0.8749359379540207,False
KCNA4,69,726,-0.0321570359849747,-0.0170760622593942,-0.18165562272318297,-0.42872708453671365,0.0654158390903477,23762.0,0.4810261698006604,,0.9664171269925627,False
CYB5D1,69,726,0.034456087660071,0.046045946328158394,-0.18165079965268027,-0.42872225289892685,0.0654206535935663,22524.0,0.166420598875891,,0.9056412013485892,False
GSTM3,69,726,-0.2629712788011079,-0.2315585441334227,-0.18161851427697084,-0.42868991018012614,0.06545288162618448,22640.0,0.18678106631539337,,0.9148686725638836,False
DISP3,69,726,0.0885552235134842,0.11632295810261856,-0.18160082962706342,-0.42867219412425994,0.06547053487013307,22150.0,0.11206793533006319,,0.8874097069466382,False
SPICE1,69,726,-0.3133314749437217,-0.25496505830156546,-0.18158356868666414,-0.4286549025333078,0.0654877651599795,22483.0,0.15963834874432492,,0.9026922861994594,False
GPT,69,726,-0.0481924231816511,-0.01871644197796245,-0.18152734031773327,-0.42859857433885895,0.06554389370339242,22890.0,0.2368027226798114,,0.9226661495809861,False
SLAMF6,69,726,-0.0014184412838598,0.01281170500321255,-0.18152243909108,-0.42859366441223384,0.06554878623007382,22519.0,0.1655820801187725,,0.9043716961954644,False
CCDC50,69,726,0.0294285806359571,0.027547504705872902,-0.18149324635997255,-0.428564419867134,0.06557792714718894,23776.0,0.48581974276597517,,0.9669109002141754,False
PPM1M,69,726,-0.1263714269240043,-0.10509502747537264,-0.18148568309247393,-0.4285568431769976,0.06558547699204972,21996.0,0.09423910418862153,,0.885136979508582,False
NUTM2F,60,630,-0.05095930297129765,-0.02499249032239175,-0.18145612593042826,-0.4464344707982164,0.0835222189373599,16899.0,0.17511450133422946,,0.9101098814974471,False
TAFAZZIN,69,726,-0.4538727482129781,-0.3657387111782205,-0.1814505757449244,-0.4285216735312566,0.06562052204140778,21544.0,0.054680411824235296,,0.8647829321317521,False
ZNF683,69,726,-0.1209920916032859,-0.10849130237522114,-0.18143545202282818,-0.42850652297573744,0.06563561893008105,22396.0,0.14594200352964254,,0.891064890439752,False
CFAP20DC,69,726,0.1025266037362351,0.1261741032015046,-0.18137887510822004,-0.4284498456987518,0.0656920954823117,22389.0,0.14488035165712645,,0.891064890439752,False
NOL3,69,726,-0.1432242520835353,-0.11070413554292555,-0.18122371990902286,-0.42829441542854363,0.06584697561049793,21887.0,0.0830523891538336,,0.8793385473981983,False
FXYD6,69,726,0.0777987227415301,0.09657374409847215,-0.18115686012595114,-0.4282274371838138,0.0659137169319115,21847.0,0.07922735834535242,,0.8793385473981983,False
BEND7,69,726,0.0704145111455026,0.0929726141289815,-0.18115535619862833,-0.4282259305923459,0.06591521819508928,22727.0,0.2032186010640632,,0.9171690751773767,False
ADAMTSL2,69,726,0.0042192499047945,0.0343607438582691,-0.18105366246831037,-0.42812405676703713,0.0660167318304164,22302.0,0.13217446343895511,,0.8902200863229328,False
RNF186,69,726,0.0495870190452404,0.07151329323127076,-0.180977769680504,-0.4280480296423511,0.06609249028134309,21987.0,0.09327188748066392,,0.885136979508582,False
METTL8,61,640,-0.0925910486211056,-0.07061366058881675,-0.18097200143696332,-0.4437775399040864,0.08183353703015975,17299.0,0.1417445930803711,,0.891064890439752,False
TMEM63B,69,726,-0.0519965750729632,-0.035705261978372,-0.18088426474644978,-0.4279543592737204,0.06618582978082085,22855.0,0.22927963220202074,,0.9220010837166663,False
METTL14,69,726,-0.8053619858113772,-0.7383416676056731,-0.180774600974263,-0.42784450158655907,0.06629529963803307,22086.0,0.1043596290678446,,0.887279520538417,False
MAP4K3,69,726,0.0756899375609017,0.08238216353548825,-0.18074932035051863,-0.42781917627654686,0.06632053557550957,23299.0,0.33773694008491795,,0.9462435905716101,False
POMP,69,726,-0.4542757722477523,-0.45001027165990615,-0.18071237266867277,-0.4277821632968586,0.06635741795951305,23327.0,0.34553460730908025,,0.9499817607573011,False
ITGA8,69,726,-0.0746166039463248,-0.046506574965394204,-0.180709376525147,-0.42777916185881615,0.0663604088085222,21803.0,0.07518659194901513,,0.8782871532493748,False
MFAP3L,69,726,0.1244298123056262,0.1304751257035684,-0.18070280782709164,-0.42777258155345244,0.06636696589926916,22831.0,0.22422022972640265,,0.9220010837166663,False
SNX31,69,726,-0.0030096084563267,0.015709572011866048,-0.18069161316487856,-0.42776136711052826,0.06637814078077114,22227.0,0.12192937684853483,,0.8874097069466382,False
TSC22D3,69,726,-0.0337379936349207,-0.0003236648117751607,-0.18055492944496135,-0.42762444197231486,0.06651458308239214,21806.0,0.07545664633230845,,0.8786997819423267,False
TRAF3,69,726,-0.0761398130943217,-0.022189511508864,-0.1805227147026512,-0.4275921703571254,0.06654674095182303,21859.0,0.08035952271032945,,0.8793385473981983,False
CD19,69,726,-0.1048426801321411,-0.08106283345666465,-0.18048127803239974,-0.4275506605482269,0.06658810448342742,23716.0,0.4654587621872067,,0.965086619004918,False
GRIPAP1,69,726,0.0636540957611893,0.07481195504757304,-0.18044107172883087,-0.4275103832937238,0.06662823983606209,23225.0,0.3176777764220966,,0.9460537800805741,False
SHISAL1,69,726,0.0770805725423205,0.08333045165896785,-0.18040812415244453,-0.42747737758744453,0.06666112928255544,22836.0,0.22526763508495773,,0.9220010837166663,False
RAB19,69,726,0.0312438018075647,0.0434411510195591,-0.18039822747487666,-0.4274674634510935,0.06667100850134017,22957.0,0.25168707367031096,,0.9347557825149846,False
TNFRSF6B,69,726,0.0617327338035323,0.07232529660330475,-0.18032831101409078,-0.42739742367754474,0.06674080164936319,22646.0,0.18788216353787046,,0.9148686725638836,False
MSH3,69,726,-0.0368286752656782,-0.039028186801257,-0.18029973398534296,-0.4273687962607854,0.06676932829009943,22654.0,0.18935773493541386,,0.9148686725638836,False
ASAP3,69,726,-0.1019070170385188,-0.09670203008630635,-0.18029770226307143,-0.4273667609564141,0.06677135643027124,22712.0,0.20031180279358973,,0.9171690751773767,False
VMO1,69,726,-0.1290571554019365,-0.1057976626327477,-0.18023826710212112,-0.4273072210240424,0.06683068681980017,22285.0,0.12979568474239647,,0.8902200863229328,False
