gene,n_G245S,n_other_mut,median_G245S,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
NECTIN3,17,778,0.0861374686339451,0.12104779637923166,-0.39501638682496887,-0.875935052699014,0.08590227904907621,5032.0,0.09152923719515126,,0.9915320609368711,False
SOX8,17,778,-0.0634751775096819,0.01689244654736225,-0.3949287536994842,-0.8758472456882809,0.0859897382893125,4375.0,0.01690272115076219,,0.9915320609368711,False
F9,17,778,-0.0234630506289571,0.0210043748085725,-0.39479069656216725,-0.8757089146904572,0.08612752156612269,4775.0,0.04978974730119478,,0.9915320609368711,False
HELZ2,17,778,-0.1379651463837286,-0.0648294317853462,-0.3947326777894133,-0.8756507808558367,0.08618542527701012,5185.0,0.1274990864233194,,0.9915320609368711,False
FBXL18,17,778,-0.1376811135738573,-0.1251233147526563,-0.3946859594706328,-0.8756039698983332,0.08623205095706765,5664.0,0.31122982142816047,,0.9915320609368711,False
EFNA2,17,778,-0.0770065389315804,-0.07405864104066859,-0.3946302536439591,-0.8755481536257292,0.08628764633781111,5292.0,0.15859804740493422,,0.9915320609368711,False
SF1,17,778,-2.8537769809053657,-2.6451805292000374,-0.3945895560846167,-0.8755073753866451,0.08632826321741177,4996.0,0.08437977101657763,,0.9915320609368711,False
PDCL3,17,778,-0.3572038992791453,-0.26949168716728533,-0.3945068654801556,-0.8754245208800882,0.08641078991977685,5207.0,0.13347180527685998,,0.9915320609368711,False
HOXD10,17,778,-0.2196813899201563,-0.16564922473618676,-0.39443987045256546,-0.8753573930859526,0.08647765218082165,4853.0,0.06031403747824365,,0.9915320609368711,False
MTNR1A,17,778,-0.0131103049953442,0.00782227505380895,-0.3943738411112242,-0.8752912329138297,0.08654355069138131,4996.0,0.08437977101657763,,0.9915320609368711,False
TAX1BP3,17,778,-0.1300228450588721,-0.13526531929871716,-0.3943139000209565,-0.8752311730749995,0.08660337303308646,6089.0,0.5762278558209136,,0.9989860638479046,False
GRID1,17,778,-0.0134695359112077,0.0266301049766634,-0.39431286167645907,-0.8752301326736092,0.08660440932069108,5024.0,0.08989978353423515,,0.9915320609368711,False
SFT2D1,17,778,-0.0307387968321962,0.023807206757830802,-0.3941326977561313,-0.8750496119421587,0.08678421642989603,4925.0,0.0716049399857023,,0.9915320609368711,False
HSPA4L,17,778,0.0266080256880454,0.0583100918728271,-0.39405187672874603,-0.8749686309032055,0.08686487744571347,4922.0,0.0711021315015454,,0.9915320609368711,False
SMIM15,17,778,-0.0477526619849136,-0.0065809894093074,-0.39404930257321086,-0.8749660516518287,0.08686744650540706,4981.0,0.08153739398622116,,0.9915320609368711,False
OR13C9,13,688,0.0472807739175471,0.06694064670658215,-0.3940345650083067,-0.9431299729445147,0.15506084292790134,3797.0,0.35109007076184573,,0.9930738408224232,False
SLC38A11,17,778,-0.106303195004428,-0.05345702854045125,-0.39387811496452096,-0.874794525231867,0.08703829530282498,5085.0,0.10293225313953498,,0.9915320609368711,False
GIMAP7,17,778,0.1329840922285586,0.16416743642664344,-0.39386486398666,-0.8747812480340507,0.08705152006073064,5016.0,0.0882937621609756,,0.9915320609368711,False
RYR2,17,778,-0.0055724953954489,0.012828448351391901,-0.3938630687032301,-0.8747794491983278,0.08705331179186765,5724.0,0.3428306013676824,,0.9926382494219832,False
PSMG4,17,778,-1.9807845965821729,-1.8499746191555122,-0.39376669027823635,-0.874682880094925,0.0871494995384523,5126.0,0.11250617538821242,,0.9915320609368711,False
DENND6A,17,778,0.1230994898955106,0.18029275663452646,-0.3934448654826666,-0.8743604189275724,0.08747068796223928,4821.0,0.05579223228995512,,0.9915320609368711,False
ZNF440,17,778,0.0967301921791142,0.10055766429224805,-0.39344139670794914,-0.8743569432965789,0.08747414988068059,5605.0,0.28209057272918114,,0.9915320609368711,False
N4BP3,17,778,0.1177983641549098,0.13496121379789675,-0.39340688820551134,-0.8743223665889561,0.08750859017793344,5594.0,0.2768694344650763,,0.9915320609368711,False
MIA3,17,778,-0.0073365371003305,0.0253500970183975,-0.3933542096812566,-0.8742695839584446,0.08756116459593133,5224.0,0.1382336146460825,,0.9915320609368711,False
WASF2,17,778,-0.2811134737441005,-0.19926673371880654,-0.39330677444995527,-0.8742220549948857,0.08760850609497517,5332.0,0.17159482210557597,,0.9915320609368711,False
TOX4,17,778,-0.413430028557177,-0.3909620144265533,-0.39316007919034135,-0.8740750699361133,0.08775491155543053,5697.0,0.32836465438756546,,0.9926382494219832,False
HPSE,17,778,-0.0648674219400864,-0.03902637533723205,-0.39315751562068496,-0.8740725013030379,0.08775747006166795,5075.0,0.10069831803555136,,0.9915320609368711,False
CELF4,17,778,-0.007718549872995,0.03341273763938115,-0.39315585272470166,-0.8740708351226134,0.08775912967321003,5550.0,0.25664590904253903,,0.9915320609368711,False
CAMK2D,17,778,0.0182393138028938,0.0731767512035482,-0.39282050825867393,-0.8737348285899812,0.08809381207263334,4818.0,0.0553831863186986,,0.9915320609368711,False
MAGEB6,17,778,0.0630202232389079,0.066565864663269,-0.3927806196280841,-0.8736948612452771,0.08813362198910885,5773.0,0.37010673678028405,,0.9957394965969196,False
ZNF780B,17,778,-0.1031892535674477,-0.1116597082132045,-0.39256017230572054,-0.8734739790477508,0.08835363443630972,5863.0,0.42360248657666333,,0.9966596513898347,False
