gene,cohens_d,p_value,n_lost,n_intact,median_resid_lost,median_resid_intact,fdr,composite_score
BRD3,-0.283,0.009493454568486243,67,585,-0.0189,0.0101,0.9055524643035545,0.0122
LAMTOR3,-0.2828,0.05750688170697887,67,585,-0.0407,0.0143,0.9988716805228369,0.0001
CLHC1,-0.2827,0.030800918003091197,67,585,-0.0413,0.0018,0.9976759412731231,0.0003
ROCK1,-0.2826,0.03620781194423075,67,585,-0.0295,0.0036,0.9976759412731231,0.0003
GUCY1A2,-0.2823,0.14171662426228807,67,585,-0.0072,0.0049,0.9988716805228369,0.0001
PARM1,-0.2816,0.009607493831494552,67,585,-0.0249,0.0046,0.9055524643035545,0.0121
TSGA10,-0.2816,0.03807521375386364,67,585,-0.0147,0.003,0.9976759412731231,0.0003
CDK15,-0.2813,0.038011672319562144,67,585,-0.0172,0.0003,0.9976759412731231,0.0003
GHR,-0.2812,0.009085569361718658,67,585,-0.0286,-0.0019,0.9055524643035545,0.0121
AMHR2,-0.2809,0.07380385900209362,67,585,-0.0156,0.0,0.9988716805228369,0.0001
TAS2R9,-0.2808,0.017178871054651622,67,585,-0.024,0.0034,0.9386686983213505,0.0077
ACOXL,-0.2806,0.013726596990948138,67,585,-0.0255,0.0131,0.937064421680845,0.0079
SP7,-0.2803,0.013363743059298914,67,585,-0.0307,0.0066,0.9287465121645347,0.009
KRT26,-0.2802,0.010923466409999768,67,585,-0.0278,0.0062,0.9055524643035545,0.0121
NFS1,-0.2802,0.014727777913711916,67,585,-0.1126,-0.0039,0.9382557101001527,0.0078
TACR1,-0.2801,0.03995759839314968,67,585,-0.024,0.0079,0.9976759412731231,0.0003
RBFOX1,-0.28,0.04345960070324141,67,585,-0.0374,0.0086,0.9976759412731231,0.0003
VCPKMT,-0.28,0.01140385937859876,67,585,-0.0271,0.0085,0.916962343128495,0.0105
SKOR1,-0.2796,0.053660597767847144,67,585,-0.0106,0.0075,0.9988716805228369,0.0001
SPIB,-0.2795,0.0556434743900744,67,585,-0.0239,0.0063,0.9988716805228369,0.0001
IGF1R,-0.2795,0.12592534413703074,67,585,0.0223,0.0441,0.9988716805228369,0.0001
AMY2A,-0.2794,0.08923046755873704,67,564,0.0021,0.0239,0.9988716805228369,0.0001
RNF19A,-0.2794,0.006399233416748914,67,585,-0.0257,0.0012,0.9055524643035545,0.012
CCDC85A,-0.2791,0.03315577394688428,67,585,-0.0314,0.0067,0.9976759412731231,0.0003
HSD3B2,-0.2789,0.04029000007665679,67,585,-0.0265,-0.0071,0.9976759412731231,0.0003
TSHZ3,-0.2786,0.01064812858969532,67,585,-0.0347,0.0095,0.9055524643035545,0.012
PABPC1L,-0.2784,0.04526886226678907,67,585,-0.0244,-0.0007,0.9976759412731231,0.0003
ZNF830,-0.2783,0.024188126560041663,67,585,-0.0075,0.0402,0.9976759412731231,0.0003
ALKBH3,-0.2783,0.09876275360140033,67,585,-0.015,0.0073,0.9988716805228369,0.0001
MAB21L3,-0.2782,0.062153126878295384,67,585,-0.025,0.0003,0.9988716805228369,0.0001
CIAO2B,-0.2781,0.031067146441878683,67,585,-0.1091,0.0109,0.9976759412731231,0.0003
PRPF38A,-0.278,0.04615961468703407,67,585,0.0341,0.0615,0.9976759412731231,0.0003
UNC50,-0.278,0.04541630685505854,67,585,0.0038,0.0534,0.9976759412731231,0.0003
WHR1,-0.2778,0.05271808736181038,61,570,-0.0188,0.0145,0.9988716805228369,0.0001
NBN,-0.2776,0.01621306989848922,67,585,-0.0327,0.0109,0.9386686983213505,0.0076
MAP2K7,-0.2774,0.06991242545806799,67,585,-0.0364,0.0133,0.9988716805228369,0.0001
ESCO2,-0.2772,0.0369451891546129,67,585,-0.0232,0.0275,0.9976759412731231,0.0003
COPS4,-0.2768,0.04310517599921687,67,585,-0.0406,0.0349,0.9976759412731231,0.0003
GPC3,-0.2765,0.01686194811989378,67,585,-0.0221,0.0017,0.9386686983213505,0.0076
DHX38,-0.2763,0.011856758953718426,67,585,-0.0521,0.0058,0.9204724187690524,0.0099
HOOK3,-0.2759,0.12224148225027016,67,585,-0.0043,0.0065,0.9988716805228369,0.0001
OR7E24,-0.2757,0.04802720056729277,61,570,-0.0301,0.0025,0.9988716805228369,0.0001
RSPO1,-0.2753,0.3349965842461693,67,585,-0.0024,0.0025,0.9988716805228369,0.0001
TBCD,-0.2753,0.05705857159179234,67,585,-0.0633,0.0031,0.9988716805228369,0.0001
VXN,-0.2751,0.015615597529636852,67,585,-0.0233,0.003,0.9386686983213505,0.0076
PIP4K2B,-0.2744,0.027514315203203223,67,585,-0.0341,0.0081,0.9976759412731231,0.0003
PDCL,-0.2743,0.02524099418182897,67,585,-0.0617,0.0094,0.9976759412731231,0.0003
PNMA8B,-0.2742,0.012469336938685665,67,585,-0.0342,0.006,0.9204724187690524,0.0099
PLEKHH3,-0.274,0.05723754553452865,67,585,-0.0318,-0.0062,0.9988716805228369,0.0001
SLC25A42,-0.274,0.06302158024450423,67,585,-0.0114,0.0063,0.9988716805228369,0.0001
SUMO4,-0.2739,0.35196589334411965,23,134,-0.0115,0.004,0.9988716805228369,0.0001
CASC3,-0.2734,0.024188126560041663,67,585,-0.0763,0.0,0.9976759412731231,0.0003
COPB1,-0.2731,0.05323743646887596,67,585,-0.1014,-0.0194,0.9988716805228369,0.0001
PAQR9,-0.2729,0.006922053043002437,67,585,-0.0309,0.004,0.9055524643035545,0.0118
SYT11,-0.2729,0.013858280879938302,67,585,-0.0329,0.0082,0.937064421680845,0.0077
SYNE4,-0.2726,0.008995079215837094,67,585,-0.0222,0.0117,0.9055524643035545,0.0117
KIF22,-0.2726,0.05841229027204247,67,585,-0.0171,0.0197,0.9988716805228369,0.0001
OR5AN1,-0.2725,0.04004910325392796,61,570,-0.0142,0.0068,0.9976759412731231,0.0003
ZNF333,-0.2723,0.1916279996213155,67,585,-0.0092,0.0048,0.9988716805228369,0.0001
RFXAP,-0.2722,0.02510725280299335,67,585,-0.0215,0.0058,0.9976759412731231,0.0003
HTR6,-0.2719,0.10834215238074536,67,585,-0.013,0.0077,0.9988716805228369,0.0001
SSMEM1,-0.2718,0.02960135186245613,67,585,-0.0253,-0.0005,0.9976759412731231,0.0003
ZNF334,-0.2718,0.019799135412859124,67,585,-0.0401,0.016,0.95634250848791,0.0053
ASCC1,-0.2714,0.041165236494290935,67,585,-0.0227,0.006,0.9976759412731231,0.0003
SP5,-0.2712,0.027659061960917268,67,585,-0.0335,0.0068,0.9976759412731231,0.0003
OR6Q1,-0.2712,0.03126035532461033,61,570,-0.0341,0.001,0.9976759412731231,0.0003
ATP8A2,-0.2712,0.01743615964061306,67,585,-0.0279,0.008,0.9386686983213505,0.0075
GC,-0.2712,0.016705419833519853,67,585,-0.0421,0.0012,0.9386686983213505,0.0075
KCNC3,-0.2705,0.0707623087468614,67,585,-0.0008,0.0059,0.9988716805228369,0.0001
CHMP4C,-0.2705,0.04171180851576624,67,585,-0.0218,-0.0009,0.9976759412731231,0.0003
OPN4,-0.2702,0.03820256762989168,67,585,-0.0214,0.0076,0.9976759412731231,0.0003
FBXW7,-0.27,0.017501007334239878,67,585,-0.071,0.0111,0.9386686983213505,0.0074
DEGS2,-0.27,0.05374556616013099,67,585,-0.0153,0.0004,0.9988716805228369,0.0001
PARP15,-0.2699,0.08530092687543035,67,585,-0.012,0.0037,0.9988716805228369,0.0001
TENT5C,-0.2697,0.21243728573009024,67,585,-0.0138,0.0002,0.9988716805228369,0.0001
NAGK,-0.2697,0.03572322750766856,67,585,-0.0235,0.0,0.9976759412731231,0.0003
MMS19,-0.2691,0.05714800028586207,67,585,-0.0579,0.0162,0.9988716805228369,0.0001
GLYCTK,-0.2687,0.03332566770846214,67,585,-0.0292,0.0006,0.9976759412731231,0.0003
FAM193A,-0.2686,0.05391583994443606,67,585,-0.04,0.0036,0.9988716805228369,0.0001
ILRUN,-0.2685,0.02689460521287747,67,585,-0.0194,0.0009,0.9976759412731231,0.0003
MTUS2,-0.2683,0.042964091685987464,67,585,-0.0164,0.0013,0.9976759412731231,0.0003
HOMER3,-0.2683,0.024102131538189676,67,585,-0.0214,0.0187,0.9976759412731231,0.0003
OR6K2,-0.2677,0.03808549657870442,61,570,-0.017,0.0058,0.9976759412731231,0.0003
ARSH,-0.2676,0.23726830372022378,67,585,-0.0001,-0.008,0.9988716805228369,0.0001
SLC2A2,-0.2673,0.015941765123679855,67,585,-0.0184,0.0059,0.9386686983213505,0.0073
RBM27,-0.2673,0.032874264870672014,67,585,-0.0484,0.0147,0.9976759412731231,0.0003
PRKAB1,-0.2672,0.011949229593478477,67,585,-0.0573,0.0006,0.9204724187690524,0.0096
TRHDE,-0.2672,0.04714120634089673,67,585,-0.0254,0.0,0.9976759412731231,0.0003
CLDN2,-0.2672,0.0555560103471893,67,585,-0.0214,0.0,0.9988716805228369,0.0001
OR9A4,-0.2669,0.17852707329520678,61,570,-0.0016,-0.0001,0.9988716805228369,0.0001
SMAD7,-0.2666,0.1303898486353131,67,585,0.0071,0.0311,0.9988716805228369,0.0001
SLU7,-0.2666,0.055033628507994856,67,585,-0.0971,0.0092,0.9988716805228369,0.0001
SMG7,-0.2666,0.04744674422366785,67,585,-0.0559,0.0123,0.9985534867072631,0.0002
ANAPC13,-0.2666,0.0706556121833186,67,585,-0.0167,0.0119,0.9988716805228369,0.0001
GCFC2,-0.2665,0.016956481762056445,67,585,-0.0218,0.0041,0.9386686983213505,0.0073
IGF2BP3,-0.2663,0.009158545711022878,67,585,-0.0432,0.0127,0.9055524643035545,0.0115
SMARCB1,-0.2661,0.035663045178489505,67,585,-0.054,0.0081,0.9976759412731231,0.0003
TFCP2L1,-0.2658,0.05391583994443606,67,585,-0.0221,0.006,0.9988716805228369,0.0001
CD34,-0.2657,0.01035852903575111,67,585,-0.0305,0.0033,0.9055524643035545,0.0114
KPNB1,-0.2657,0.03524418567644325,67,585,-0.1448,-0.0383,0.9976759412731231,0.0003
ABCA4,-0.2657,0.05546866088712281,67,585,-0.0058,0.0156,0.9988716805228369,0.0001
COPB2,-0.2654,0.0514904814036962,67,585,-0.0851,0.0,0.9988716805228369,0.0001
GRIN2B,-0.2653,0.03614693409150683,67,585,-0.0234,-0.0022,0.9976759412731231,0.0003
TRMT12,-0.2653,0.3628199622047805,67,585,-0.0278,0.008,0.9988716805228369,0.0001
SLC9C1,-0.2653,0.010816827205754307,67,585,-0.0237,0.0068,0.9055524643035545,0.0114
METTL22,-0.2647,0.058503478836597476,67,585,-0.0184,0.0038,0.9988716805228369,0.0001
LENG1,-0.264,0.06690155791217858,67,585,-0.0171,0.0213,0.9988716805228369,0.0001
TDRD6,-0.2639,0.02656593428888984,67,585,-0.0236,0.0078,0.9976759412731231,0.0003
FAM43B,-0.2638,0.0639982680645013,67,585,-0.026,0.0052,0.9988716805228369,0.0001
S100A14,-0.2638,0.18564219157100348,67,585,-0.0071,0.0021,0.9988716805228369,0.0001
CDC5L,-0.2636,0.03839427744021059,67,585,-0.0691,0.0162,0.9976759412731231,0.0003
WDFY4,-0.2636,0.02384573511708984,67,585,-0.0238,0.0018,0.9920600380151693,0.0009
YIPF5,-0.2635,0.10302971493036694,67,585,0.0228,0.0357,0.9988716805228369,0.0001
ATAD2,-0.2634,0.06091619523352543,67,585,-0.0202,0.0129,0.9988716805228369,0.0001
SKA1,-0.2633,0.030117874037375057,67,585,-0.0508,0.014,0.9976759412731231,0.0003
GRIN2C,-0.2631,0.12290493652784687,67,585,-0.0115,0.0066,0.9988716805228369,0.0001
PLXNB3,-0.2628,0.09504421727929667,67,585,-0.0202,0.0046,0.9988716805228369,0.0001
WDR54,-0.2628,0.08369721877149516,67,585,-0.0297,0.0143,0.9988716805228369,0.0001
CES4A,-0.2627,0.019583099126159274,67,585,-0.0227,0.0016,0.95634250848791,0.0051
LBP,-0.2627,0.07358311772751495,67,585,-0.0108,0.0017,0.9988716805228369,0.0001
NRSN1,-0.2626,0.03916931500492947,67,585,-0.0131,0.008,0.9976759412731231,0.0003
LACRT,-0.2626,0.05451534808427813,67,585,-0.0219,-0.0018,0.9988716805228369,0.0001
MYLK3,-0.2625,0.013160226869777887,67,585,-0.0307,0.0022,0.9217813593827628,0.0093
OR5AS1,-0.2625,0.06538243439852832,61,570,-0.0249,0.0072,0.9988716805228369,0.0001
DNAH5,-0.2624,0.07592801792728306,67,585,-0.0001,0.018,0.9988716805228369,0.0001
TMIE,-0.2623,0.1960911943781608,67,585,-0.0065,0.0041,0.9988716805228369,0.0001
SLC16A2,-0.2621,0.03304292370577626,67,585,-0.0112,0.0056,0.9976759412731231,0.0003
CD33,-0.262,0.045935554201724516,67,585,-0.0236,-0.0027,0.9976759412731231,0.0003
ZBTB5,-0.2618,0.11639566826700729,67,585,-0.0191,-0.004,0.9988716805228369,0.0001
PTPN5,-0.2617,0.04645979299670925,67,585,-0.0179,0.0059,0.9976759412731231,0.0003
SDF2L1,-0.2614,0.012810660978115384,67,585,-0.0358,0.0125,0.9204724187690524,0.0094
TBCB,-0.2613,0.058503478836597476,67,585,-0.0687,-0.0016,0.9988716805228369,0.0001
CSGALNACT1,-0.2609,0.0638019368308082,67,585,-0.0071,0.0072,0.9988716805228369,0.0001
TAS2R13,-0.2607,0.022680260198849653,67,585,-0.0197,0.0012,0.984041069643297,0.0018
OR4K2,-0.2605,0.05976288754314103,61,570,-0.0084,0.01,0.9988716805228369,0.0001
DTWD1,-0.2604,0.13950277864031474,67,585,-0.0219,0.0138,0.9988716805228369,0.0001
CDHR5,-0.2601,0.06679966941425275,67,585,-0.0135,0.0,0.9988716805228369,0.0001
MOB1A,-0.2601,0.031227829619270755,67,585,-0.0162,0.0013,0.9976759412731231,0.0003
OR5M9,-0.26,0.014165947435631538,61,570,-0.019,0.0041,0.937064421680845,0.0073
NRXN3,-0.26,0.04303458497583942,67,585,-0.0169,0.0028,0.9976759412731231,0.0003
CDIPT,-0.2596,0.10879446503013153,67,585,-0.0556,0.0,0.9988716805228369,0.0001
FAM81B,-0.2594,0.022721015959223937,67,585,-0.0207,0.0069,0.984041069643297,0.0018
RANBP2,-0.2593,0.062057246212259685,67,585,0.0008,0.0115,0.9988716805228369,0.0001
SMCHD1,-0.2592,0.13231525214690332,67,585,0.0272,0.0388,0.9988716805228369,0.0001
ENPP2,-0.2591,0.3312344333452789,67,585,0.0017,0.0065,0.9988716805228369,0.0001
SLC4A5,-0.259,0.07903210066745285,67,585,-0.0168,0.0057,0.9988716805228369,0.0001
MAEA,-0.2587,0.08369721877149516,67,585,-0.0376,0.0132,0.9988716805228369,0.0001
DNAJC30,-0.2584,0.05960699327639258,67,585,-0.036,0.0044,0.9988716805228369,0.0001
FCGRT,-0.2582,0.010419989255904025,67,585,-0.031,0.0064,0.9055524643035545,0.0111
CRTC2,-0.2581,0.09026157256521102,67,585,-0.0108,0.0148,0.9988716805228369,0.0001
PRR14L,-0.258,0.008763560125381972,67,585,-0.0405,0.0017,0.9055524643035545,0.0111
ESYT1,-0.2578,0.07547672949688751,67,585,-0.0151,-0.0029,0.9988716805228369,0.0001
GIMAP4,-0.2578,0.051000254997328416,67,585,-0.0129,0.0014,0.9988716805228369,0.0001
IL17F,-0.2572,0.027274522538700493,67,585,-0.0254,0.0004,0.9976759412731231,0.0003
PYGO1,-0.2571,0.12952188385601246,67,585,-0.0169,0.0018,0.9988716805228369,0.0001
CD5L,-0.2569,0.02094878899511399,67,585,-0.0212,0.0068,0.9676910822763416,0.0037
CCDC152,-0.2567,0.008905394749360147,67,585,-0.0394,0.0141,0.9055524643035545,0.0111
HOXC10,-0.2567,0.08832683605788923,67,585,0.0005,0.0051,0.9988716805228369,0.0001
COL10A1,-0.2566,0.04714120634089673,67,585,-0.016,0.0061,0.9976759412731231,0.0003
USP49,-0.2562,0.024231223731389466,67,585,-0.0186,0.0073,0.9976759412731231,0.0003
RAB6B,-0.2559,0.033782363590128456,67,585,-0.0147,0.0073,0.9976759412731231,0.0003
AVP,-0.2558,0.09974554028452022,67,585,-0.0069,0.0104,0.9988716805228369,0.0001
MAGEB5,-0.2557,0.145845310118837,67,585,-0.0087,0.0119,0.9988716805228369,0.0001
HUWE1,-0.2557,0.04184940747946186,67,585,-0.0731,0.0061,0.9976759412731231,0.0003
LEP,-0.2556,0.031659808667105105,67,585,-0.0207,0.0084,0.9976759412731231,0.0003
PTPRC,-0.2554,0.13190624067026444,23,134,-0.0266,0.023,0.9988716805228369,0.0001
MAP4K4,-0.2553,0.0865513790375242,67,585,-0.0434,-0.0241,0.9988716805228369,0.0001
TMC6,-0.2552,0.035125285481590204,67,585,-0.0167,0.0008,0.9976759412731231,0.0003
MRAS,-0.255,0.019799135412859124,67,585,-0.0259,-0.003,0.95634250848791,0.0049
TMEM121,-0.255,0.2796139045423488,67,585,0.0053,0.0,0.9988716805228369,0.0001
ZDHHC3,-0.255,0.04995149627480094,67,585,-0.0105,0.0037,0.9988716805228369,0.0001
TGM4,-0.2549,0.044175839094554005,67,585,-0.0161,0.0013,0.9976759412731231,0.0003
NELL2,-0.2549,0.045712410511635077,67,585,-0.0171,-0.0004,0.9976759412731231,0.0003
TAFA5,-0.2547,0.04691314047184928,67,585,-0.0174,0.0026,0.9976759412731231,0.0003
ARHGEF18,-0.2547,0.04892087980070116,67,585,-0.0114,0.0018,0.9988716805228369,0.0001
CDKN1A,-0.2546,0.041233224474146055,67,585,-0.0778,-0.0297,0.9976759412731231,0.0003
FERMT1,-0.2545,0.00829965198293362,67,585,-0.0239,0.0155,0.9055524643035545,0.011
FAM32A,-0.2545,0.031768600721645016,67,585,-0.0278,0.0121,0.9976759412731231,0.0003
CYP26C1,-0.2544,0.03265053334689066,67,585,-0.0412,0.0082,0.9976759412731231,0.0003
NANOS2,-0.2544,0.021409192888922523,67,585,-0.0132,0.0059,0.9718689561804298,0.0032
SLA2,-0.2543,0.07347294972387405,67,585,-0.0085,0.0012,0.9988716805228369,0.0001
TSPEAR,-0.2542,0.04676161286221623,67,585,-0.0239,0.004,0.9976759412731231,0.0003
RAPGEF3,-0.2542,0.02737022233676925,67,585,-0.0358,-0.0023,0.9976759412731231,0.0003
SULT1E1,-0.2541,0.0176313373318726,67,585,-0.0312,0.0081,0.9386686983213505,0.007
ECHS1,-0.2541,0.2247383673801191,67,585,0.0056,0.0112,0.9988716805228369,0.0001
PLCD1,-0.254,0.10864352846765607,67,585,0.001,0.0104,0.9988716805228369,0.0001
EPDR1,-0.254,0.13461903948333245,67,585,-0.0173,-0.0038,0.9988716805228369,0.0001
TAAR8,-0.2539,0.07775523550178312,67,585,-0.0244,-0.0027,0.9988716805228369,0.0001
DLEC1,-0.2538,0.04645979299670925,67,585,-0.0253,0.0012,0.9976759412731231,0.0003
DSC1,-0.2536,0.018704959238387928,67,585,-0.0217,-0.0006,0.939491944267602,0.0069
KIN,-0.2535,0.0449751834144025,67,585,-0.049,0.0173,0.9976759412731231,0.0003
RNF135,-0.2533,0.04892087980070116,67,585,-0.0317,0.0047,0.9988716805228369,0.0001
ALG10B,-0.2533,0.05281706634817178,67,585,-0.064,0.0011,0.9988716805228369,0.0001
BPIFB1,-0.2532,0.01692491899681391,67,585,-0.0272,0.0041,0.9386686983213505,0.007
HCFC1,-0.2531,0.06196148796768596,67,585,-0.0273,0.0109,0.9988716805228369,0.0001
SOX3,-0.253,0.36607904443115147,67,585,0.004,0.0071,0.9988716805228369,0.0001
LSM1,-0.253,0.10789132917501076,67,585,-0.0186,0.0121,0.9988716805228369,0.0001
POLR2M,-0.253,0.0495529710974994,67,585,-0.0293,0.0159,0.9988716805228369,0.0001
AGTPBP1,-0.2529,0.041097343503504524,67,585,-0.035,-0.0086,0.9976759412731231,0.0003
OR7G2,-0.2528,0.055674377056981826,61,570,-0.0167,0.0122,0.9988716805228369,0.0001
OR14J1,-0.2526,0.18310232286242922,61,570,-0.0066,0.0,0.9988716805228369,0.0001
CEP128,-0.2525,0.040490564458950634,67,585,-0.0306,-0.006,0.9976759412731231,0.0003
UBR4,-0.2524,0.16851533854060263,67,585,0.0044,0.0122,0.9988716805228369,0.0001
KCNG2,-0.2523,0.028941276669321284,67,585,-0.0363,-0.0021,0.9976759412731231,0.0003
AFG1L,-0.2521,0.01396442981157979,67,585,-0.0205,0.0067,0.937064421680845,0.0071
CCN2,-0.2519,0.03639097014019163,67,585,-0.0179,0.005,0.9976759412731231,0.0003
BPTF,-0.2514,0.05960699327639258,67,585,-0.035,0.0072,0.9988716805228369,0.0001
NAA50,-0.2514,0.056880063428132024,67,585,-0.04,-0.0083,0.9988716805228369,0.0001
ZNF462,-0.2513,0.08455769330150212,67,585,-0.0232,0.0072,0.9988716805228369,0.0001
FGL1,-0.2512,0.035663045178489505,67,585,-0.013,0.0022,0.9976759412731231,0.0003
IKZF4,-0.251,0.03769531625067111,67,585,-0.0214,0.0013,0.9976759412731231,0.0003
LRRC8E,-0.251,0.0420565261877376,67,585,-0.0472,0.0037,0.9976759412731231,0.0003
HSPA12B,-0.251,0.055033628507994856,67,585,-0.0195,0.0041,0.9988716805228369,0.0001
USP21,-0.251,0.11077177113477489,67,585,-0.0136,0.0,0.9988716805228369,0.0001
ARHGAP29,-0.2508,0.018329620078250355,67,585,-0.0395,0.0279,0.9386686983213505,0.0069
ETV1,-0.2506,0.030274333308448174,67,585,-0.0543,-0.0065,0.9976759412731231,0.0003
SESN2,-0.2505,0.07172853583575448,67,585,-0.0298,0.0024,0.9988716805228369,0.0001
TCIM,-0.2504,0.04345960070324141,67,585,-0.0188,0.0053,0.9976759412731231,0.0003
UTY,-0.2502,0.1875074837728785,23,134,-0.0094,0.0259,0.9988716805228369,0.0001
RASIP1,-0.2501,0.06292459276465075,67,585,-0.0264,0.0004,0.9988716805228369,0.0001
MUC15,-0.2501,0.06568730611080734,67,585,-0.0291,0.0012,0.9988716805228369,0.0001
MCOLN1,-0.2499,0.03852253779522332,67,585,-0.024,0.0014,0.9976759412731231,0.0003
GABRR1,-0.2498,0.1387707758103741,67,585,-0.0022,0.0008,0.9988716805228369,0.0001
TMEM19,-0.2496,0.05732720744766218,67,585,-0.0266,0.0005,0.9988716805228369,0.0001
KCND3,-0.2493,0.02708398888821213,67,585,-0.0144,0.0136,0.9976759412731231,0.0003
WDSUB1,-0.2493,0.02321507069237521,67,585,-0.0319,0.0167,0.9866071533903916,0.0015
SRSF2,-0.2491,0.02965265894337423,67,585,-0.1963,0.0022,0.9976759412731231,0.0003
GLUL,-0.2489,0.29892851915650176,67,585,0.0035,0.0076,0.9988716805228369,0.0001
ZFYVE16,-0.2487,0.014727777913711916,67,585,-0.0388,0.006,0.9382557101001527,0.0069
TEF,-0.2487,0.05264969680143003,67,585,-0.003,0.0124,0.9988716805228369,0.0001
NUP88,-0.2485,0.0839423420177959,67,585,-0.0493,0.0,0.9988716805228369,0.0001
GNGT2,-0.2485,0.04360205830588141,67,585,-0.0495,-0.0041,0.9976759412731231,0.0003
PPP1R3A,-0.2484,0.07314325488243455,67,585,-0.0112,-0.0016,0.9988716805228369,0.0001
PAIP2B,-0.2482,0.031120628475320038,67,585,-0.0328,-0.0043,0.9976759412731231,0.0003
KCNMB2,-0.2482,0.1303898486353131,67,585,-0.0136,0.0024,0.9988716805228369,0.0001
HMGB3,-0.2482,0.2403840277250432,23,134,-0.0229,0.0078,0.9988716805228369,0.0001
FAM83D,-0.2481,0.021760254436199482,67,585,-0.0207,0.0193,0.9779025621440925,0.0024
TNFAIP2,-0.248,0.1643210946086585,67,585,-0.0097,0.0018,0.9988716805228369,0.0001
LATS2,-0.248,0.04184940747946186,67,585,-0.0414,-0.003,0.9976759412731231,0.0003
HMCN1,-0.248,0.022680260198849653,67,585,-0.0226,0.0105,0.984041069643297,0.0017
BNIP2,-0.2477,0.2736916293812548,23,134,-0.0892,0.0,0.9988716805228369,0.0001
DIDO1,-0.2476,0.0983439327769226,67,585,-0.0275,0.0051,0.9988716805228369,0.0001
LSMEM2,-0.2475,0.04698905906268276,67,585,-0.0182,0.0005,0.9976759412731231,0.0003
ADRA2B,-0.2474,0.02049703736354682,67,585,-0.0197,0.0106,0.9621266412716178,0.0041
SMC3,-0.2472,0.08896799898688396,67,585,-0.0712,0.0007,0.9988716805228369,0.0001
NFYA,-0.2468,0.046837325106645976,67,585,-0.0337,-0.0042,0.9976759412731231,0.0002
OR5B3,-0.2465,0.12933076658348186,61,570,-0.0128,0.0142,0.9988716805228369,0.0001
OR13A1,-0.2465,0.0364681532937695,61,570,-0.0063,0.0054,0.9976759412731231,0.0002
MYZAP,-0.2463,0.2477537518885412,67,585,-0.0054,0.0002,0.9988716805228369,0.0001
TWIST1,-0.2463,0.21218629007302503,67,585,-0.0137,0.0004,0.9988716805228369,0.0001
CALHM3,-0.2463,0.0446831127952935,67,585,-0.024,0.0029,0.9976759412731231,0.0002
MYDGF,-0.2461,0.0368214120895654,67,585,-0.035,0.0015,0.9976759412731231,0.0002
NSRP1,-0.2459,0.01442361164374063,67,585,-0.0318,0.0173,0.937064421680845,0.0069
ZNF235,-0.2459,0.01965488132760512,67,585,-0.0252,0.007,0.95634250848791,0.0048
SUGT1,-0.2458,0.0556434743900744,67,585,-0.0451,0.0416,0.9988716805228369,0.0001
BEST2,-0.2456,0.07536425014164198,67,585,-0.0143,0.0065,0.9988716805228369,0.0001
SCML4,-0.2456,0.08909668045434088,67,585,-0.0041,0.0024,0.9988716805228369,0.0001
PLCE1,-0.2456,0.10819171263361373,67,585,-0.0317,0.0071,0.9988716805228369,0.0001
NPFF,-0.2455,0.028195432569311656,67,585,-0.0388,0.0,0.9976759412731231,0.0002
RGS7BP,-0.2453,0.08044444206569488,67,585,-0.0154,0.0037,0.9988716805228369,0.0001
RDH12,-0.2452,0.11544307911375216,67,585,-0.0185,-0.0011,0.9988716805228369,0.0001
AVPI1,-0.2451,0.08032596925009274,67,585,-0.0292,-0.0006,0.9988716805228369,0.0001
HOOK2,-0.245,0.027274522538700493,67,585,-0.0285,0.0085,0.9976759412731231,0.0002
OR5A1,-0.2449,0.0318448298955468,61,570,-0.0121,0.0047,0.9976759412731231,0.0002
NYX,-0.2448,0.030536650749427765,67,585,-0.0134,0.0095,0.9976759412731231,0.0002
ELMOD3,-0.2447,0.18292661154885936,67,585,-0.0095,0.0103,0.9988716805228369,0.0001
CLEC4E,-0.2446,0.08768940334422451,67,585,-0.0198,0.0046,0.9988716805228369,0.0001
GOLGB1,-0.2445,0.020274364632166496,67,585,-0.033,0.0118,0.9592074728743468,0.0044
RBM15,-0.2445,0.06761836532765701,67,585,-0.0543,0.0073,0.9988716805228369,0.0001
TEKT3,-0.2444,0.035904294498007236,67,585,-0.003,0.0069,0.9976759412731231,0.0002
UGT1A4,-0.2442,0.09572424247836062,67,585,-0.0027,0.0102,0.9988716805228369,0.0001
TGM1,-0.244,0.164945169424615,67,585,-0.0062,0.0039,0.9988716805228369,0.0001
IL4,-0.244,0.13284416591537163,67,585,-0.0151,0.0031,0.9988716805228369,0.0001
JMJD7,-0.2439,0.06959588699736127,67,585,-0.0168,-0.0008,0.9988716805228369,0.0001
CROT,-0.2437,0.017762517257943936,67,585,-0.0437,0.0009,0.9386686983213505,0.0067
