gene,d_unstratified,fdr_unstratified,cs_unstratified,d_tp53mut,fdr_tp53mut,n_lost_tp53mut,n_intact_tp53mut,d_tp53wt,fdr_tp53wt,n_lost_tp53wt,n_intact_tp53wt,confounding_class
ITGA2,-0.0205,0.9944547156000132,0.0,-0.0673,0.9999689672426924,52,376,0.1427,0.9640694767018199,15,209,not significant
GNL1,-0.0205,0.9983658360500032,0.0,-0.0808,0.9999689672426924,52,376,-0.0316,0.9941566136505036,15,209,not significant
NPR2,-0.0205,0.9975610407095122,0.0,-0.0144,0.9999689672426924,52,376,-0.0455,0.9851217130366171,15,209,not significant
PCDHA8,-0.0204,0.9983658360500032,0.0,-0.089,0.9999689672426924,52,376,0.2787,0.9288241064541364,15,209,not significant
DAZAP2,-0.0204,0.9823944221865752,0.0002,-0.0288,0.9999689672426924,52,376,-0.1353,0.9640694767018199,15,209,not significant
MKRN2OS,-0.0204,0.9851360850459384,0.0001,-0.1896,0.9999689672426924,52,376,0.3546,0.9616142835391615,15,209,not significant
TRAPPC1,-0.0204,0.9975610407095122,0.0,-0.1095,0.9999689672426924,52,376,0.2557,0.9573783798598581,15,209,not significant
MRPL23,-0.0204,0.988903223701504,0.0001,-0.0033,0.9999689672426924,52,376,0.0473,0.9927822637482384,15,209,not significant
SON,-0.0204,0.9886201045012536,0.0001,0.013,0.9999689672426924,52,376,-0.0245,0.9703613658207801,15,209,not significant
OCM,-0.0202,0.9793104017325636,0.0002,-0.0731,0.9999689672426924,52,366,0.0788,0.9960326303077046,15,201,not significant
TMEM259,-0.0202,0.985732799775182,0.0001,-0.14,0.9999689672426924,52,376,0.3148,0.927055149008759,15,209,not significant
KRTAP19-3,-0.0202,0.9983658360500032,0.0,0.0014,0.9999689672426924,48,354,-0.2895,0.9791921952606227,13,198,not significant
CSF2RB,-0.0202,0.9823944221865752,0.0002,0.2605,0.9999689672426924,52,376,-0.8729,0.8565507742402518,15,209,not significant
ZBTB34,-0.0202,0.9793104017325636,0.0002,0.0465,0.9999689672426924,52,376,-0.3711,0.9851186467217348,15,209,not significant
CNST,-0.0201,0.9684158207315386,0.0003,0.0658,0.9999689672426924,52,376,-0.3037,0.9106963475350999,15,209,not significant
ADRB1,-0.0201,0.9975610407095122,0.0,0.016,0.9999689672426924,52,376,-0.1012,0.9927182272816164,15,209,not significant
LDAH,-0.0201,0.9024949901071614,0.0009,-0.0279,0.9999689672426924,52,376,0.0542,0.9925228893539219,15,209,not significant
ITPR2,-0.02,0.9851360850459384,0.0001,0.0577,0.9999689672426924,52,376,-0.2694,0.9640694767018199,15,209,not significant
SGTB,-0.02,0.9961234093825128,0.0,-0.0716,0.9999689672426924,52,376,0.1381,0.9895985154667237,15,209,not significant
NAP1L3,-0.02,0.9869979569858148,0.0001,0.0246,0.9999689672426924,52,376,-0.1752,0.9693043212715023,15,209,not significant
PRR35,-0.02,0.988903223701504,0.0001,-0.0921,0.9999689672426924,52,376,0.1013,0.9640694767018199,15,209,not significant
CUX1,-0.02,0.9987070860814778,0.0,0.042,0.9999689672426924,52,376,-0.2534,0.9640694767018199,15,209,not significant
TNFRSF18,-0.02,0.992265324626336,0.0001,0.0348,0.9999689672426924,52,376,-0.1527,0.9616142835391615,15,209,not significant
CELF2,-0.0199,0.9738036437432976,0.0002,-0.1572,0.9999689672426924,52,376,0.1945,0.9640694767018199,15,209,not significant
ZNF528,-0.0199,0.9793628981094148,0.0002,-0.0689,0.9999689672426924,52,376,0.0975,0.9981137744001636,15,209,not significant
GUCY2D,-0.0199,0.9949424194863864,0.0,0.0282,0.9999689672426924,52,376,-0.0956,0.9836463485239194,15,209,not significant
ATP1A3,-0.0199,0.9580342868454704,0.0004,-0.0316,0.9999689672426924,52,376,-0.0253,0.9944362529877536,15,209,not significant
TEX11,-0.0199,0.9823944221865752,0.0002,-0.1115,0.9999689672426924,52,376,0.4135,0.9157113964247774,15,209,not significant
CETP,-0.0199,0.9996766705997132,0.0,-0.0714,0.9999689672426924,52,376,0.2012,0.9503931024834732,15,209,not significant
CRYGN,-0.0199,0.9992276762239096,0.0,-0.0553,0.9999689672426924,52,376,0.0162,0.9640694767018199,15,209,not significant
LEPROT,-0.0199,0.9851360850459384,0.0001,-0.1785,0.9999689672426924,52,376,0.3384,0.9200234123462353,15,209,not significant
TMEM117,-0.0198,0.988903223701504,0.0001,-0.0876,0.9999689672426924,52,376,0.2783,0.9640694767018199,15,209,not significant
ICAM4,-0.0198,0.9944547156000132,0.0,-0.0104,0.9999689672426924,52,376,0.107,0.9677476630852331,15,209,not significant
LOXL3,-0.0198,0.991568324134546,0.0001,-0.0063,0.9999689672426924,52,376,0.0745,0.9894254811684868,15,209,not significant
TMEM61,-0.0198,0.9944547156000132,0.0,0.0131,0.9999689672426924,52,376,-0.0758,0.9944362529877536,15,209,not significant
SCARF1,-0.0198,0.9773106863644524,0.0002,-0.1174,0.9999689672426924,52,376,0.257,0.9527137825111867,15,209,not significant
VANGL1,-0.0198,0.9975610407095122,0.0,-0.0771,0.9999689672426924,52,376,0.1788,0.99470187842003,15,209,not significant
IL32,-0.0198,0.9983658360500032,0.0,0.1328,0.9999689672426924,52,376,-0.3652,0.9212535710461873,15,209,not significant
FPGT,-0.0198,0.9914128545815925,0.0001,-0.1092,0.9999689672426924,52,376,0.2731,0.9596086168189578,15,209,not significant
MAGEB10,-0.0198,0.9975610407095122,0.0,0.0001,0.9999689672426924,52,376,0.0029,0.9895599511201467,15,209,not significant
ASIC1,-0.0198,0.9935679037459302,0.0001,-0.0717,0.9999689672426924,52,376,0.1662,0.9677476630852331,15,209,not significant
TLR8,-0.0197,0.9944547156000132,0.0,0.0195,0.9999689672426924,52,376,-0.0895,0.9703613658207801,15,209,not significant
TBC1D28,-0.0197,0.9851360850459384,0.0001,-0.1004,0.9999689672426924,52,366,0.3281,0.9492797224876868,15,201,not significant
CCDC88C,-0.0197,0.9983658360500032,0.0,-0.055,0.9999689672426924,52,376,0.0685,0.9931994636270295,15,209,not significant
NSD1,-0.0197,0.9793104017325636,0.0002,-0.0312,0.9999689672426924,52,376,0.0493,0.9677476630852331,15,209,not significant
SLC24A2,-0.0196,0.9926514543365824,0.0001,0.0351,0.9999689672426924,52,376,-0.0545,0.9768361464513886,15,209,not significant
ID2,-0.0196,0.9773106863644524,0.0002,-0.0803,0.9999689672426924,52,376,0.067,0.9863389484109085,15,209,not significant
GPM6B,-0.0196,0.9975610407095122,0.0,-0.0189,0.9999689672426924,52,376,0.0004,0.9944362529877536,15,209,not significant
EPHA3,-0.0196,0.9951664807975446,0.0,0.0035,0.9999689672426924,52,376,-0.1523,0.9640694767018199,15,209,not significant
LCN9,-0.0196,0.9983658360500032,0.0,-0.0571,0.9999689672426924,52,376,0.2014,0.9492797224876868,15,209,not significant
OSBPL10,-0.0196,0.9949424194863864,0.0,-0.0109,0.9999689672426924,52,376,0.0109,0.9895599511201467,15,209,not significant
STK26,-0.0196,0.9975894567911704,0.0,-0.062,0.9999689672426924,52,376,0.0777,0.9894254811684868,15,209,not significant
HPGD,-0.0196,0.988903223701504,0.0001,-0.0013,0.9999689672426924,52,376,-0.0951,0.9773453243544568,15,209,not significant
KRTAP9-8,-0.0196,0.9868289567495748,0.0001,-0.0327,0.9999689672426924,48,354,0.0824,0.9876957163692404,13,198,not significant
FNDC1,-0.0195,0.9884311331492306,0.0001,0.0877,0.9999689672426924,52,376,-0.3236,0.8801446036990509,15,209,not significant
GADL1,-0.0195,0.9851360850459384,0.0001,-0.0551,0.9999689672426924,52,376,0.0973,0.9960326303077046,15,209,not significant
HIVEP3,-0.0195,0.9944547156000132,0.0,0.0338,0.9999689672426924,52,376,-0.126,0.9791921952606227,15,209,not significant
MIEN1,-0.0195,0.9793104017325636,0.0002,0.0618,0.9999689672426924,52,376,-0.2518,0.9640694767018199,15,209,not significant
H3-5,-0.0195,0.9823944221865752,0.0002,-0.0497,0.9999689672426924,52,376,0.0045,0.9913274063935987,15,209,not significant
ATCAY,-0.0195,0.993302184314158,0.0001,0.0009,0.9999689672426924,52,376,-0.1154,0.9960326303077046,15,209,not significant
PTGIS,-0.0195,0.9886201045012536,0.0001,-0.1884,0.9999689672426924,52,376,0.4275,0.9094652649440575,15,209,not significant
ZNF506,-0.0195,0.99279695051533,0.0001,-0.0367,0.9999689672426924,52,376,0.0105,0.9823569523863591,15,209,not significant
DDIAS,-0.0194,0.9874966417277669,0.0001,-0.0415,0.9999689672426924,52,376,0.1229,0.996174931068703,15,209,not significant
MAFB,-0.0194,0.9949424194863864,0.0,0.0797,0.9999689672426924,52,376,-0.244,0.9603008580169177,15,209,not significant
GAA,-0.0194,0.9960599523300804,0.0,0.0709,0.9999689672426924,52,376,-0.2774,0.9015952170117766,15,209,not significant
PRPF6,-0.0194,0.9953303992568416,0.0,0.0093,0.9999689672426924,52,376,-0.1301,0.9851186467217348,15,209,not significant
ALDH7A1,-0.0193,0.9793104017325636,0.0002,0.0411,0.9999689672426924,52,376,-0.316,0.9122216046183111,15,209,not significant
UBLCP1,-0.0193,0.988903223701504,0.0001,-0.0735,0.9999689672426924,52,376,0.142,0.9773453243544568,15,209,not significant
GDI1,-0.0193,0.9935679037459302,0.0001,-0.0149,0.9999689672426924,52,376,-0.0291,0.9773453243544568,15,209,not significant
TMEM134,-0.0193,0.9841370715577772,0.0001,-0.0988,0.9999689672426924,52,376,0.2065,0.9563843618113319,15,209,not significant
EEPD1,-0.0193,0.9839588188603888,0.0001,0.0222,0.9999689672426924,52,376,-0.1064,0.9288241064541364,15,209,not significant
MT1M,-0.0193,0.9919488452605149,0.0001,-0.0625,0.9999689672426924,48,354,0.1693,0.9851186467217348,13,198,not significant
BPIFC,-0.0193,0.988903223701504,0.0001,-0.1695,0.9999689672426924,52,376,0.5068,0.9015952170117766,15,209,not significant
HINFP,-0.0192,0.9823944221865752,0.0001,-0.1342,0.9999689672426924,52,376,0.474,0.9503931024834732,15,209,not significant
SUSD2,-0.0192,0.9851360850459384,0.0001,-0.0363,0.9999689672426924,52,376,0.2218,0.9473751286497097,15,209,not significant
PEX11B,-0.0192,0.9823944221865752,0.0001,-0.0217,0.9999689672426924,52,376,0.0843,0.9823569523863591,15,209,not significant
CRACR2B,-0.0192,0.9993194113770466,0.0,-0.1112,0.9999689672426924,52,376,0.0972,0.9876957163692404,15,209,not significant
ST8SIA5,-0.0192,0.9919488452605149,0.0001,-0.1159,0.9999689672426924,52,376,0.1492,0.963023961342515,15,209,not significant
TREM1,-0.0192,0.9507420729631676,0.0004,0.0291,0.9999689672426924,52,376,-0.0933,0.9677476630852331,15,209,not significant
MAGED2,-0.0192,0.9967715753834976,0.0,0.1156,0.9999689672426924,52,376,-0.3556,0.9015952170117766,15,209,not significant
UBA7,-0.0191,0.9975610407095122,0.0,0.076,0.9999689672426924,52,376,-0.1381,0.9863389484109085,15,209,not significant
HENMT1,-0.0191,0.9993194113770466,0.0,0.0894,0.9999689672426924,52,376,-0.3222,0.9200234123462353,15,209,not significant
ENTPD3,-0.0191,0.9773106863644524,0.0002,-0.1055,0.9999689672426924,52,376,0.2929,0.9640694767018199,15,209,not significant
KRT18,-0.0191,0.9975610407095122,0.0,0.0738,0.9999689672426924,52,376,-0.2807,0.9200234123462353,15,209,not significant
ZNF223,-0.0191,0.9884311331492306,0.0001,-0.0408,0.9999689672426924,52,376,0.2431,0.9503931024834732,15,209,not significant
KRTAP19-1,-0.0191,0.997844500398824,0.0,0.1436,0.9999689672426924,52,376,-0.4474,0.8565507742402518,15,209,not significant
ASIC5,-0.0191,0.9970947017753858,0.0,-0.1632,0.9999689672426924,52,376,0.3731,0.8801446036990509,15,209,not significant
GABPB2,-0.0191,0.9993194113770466,0.0,0.1407,0.9999689672426924,52,376,-0.3634,0.9616142835391615,15,209,not significant
OR8S1,-0.0191,0.9935679037459302,0.0001,0.04,0.9999689672426924,48,364,-0.2347,0.946491484064894,13,206,not significant
MMS22L,-0.0191,0.9975610407095122,0.0,-0.0099,0.9999689672426924,52,376,0.0198,0.995780583463989,15,209,not significant
OPHN1,-0.019,0.988903223701504,0.0001,-0.0566,0.9999689672426924,52,376,0.1967,0.9640694767018199,15,209,not significant
ASL,-0.019,0.9951664807975446,0.0,-0.062,0.9999689672426924,52,376,0.0833,0.995780583463989,15,209,not significant
CHRNA9,-0.019,0.9975610407095122,0.0,-0.1468,0.9999689672426924,52,376,0.3941,0.870743014543521,15,209,not significant
OSR2,-0.019,0.9919488452605149,0.0001,-0.001,0.9999689672426924,52,376,0.0037,0.9863389484109085,15,209,not significant
SAE1,-0.019,0.988903223701504,0.0001,0.008,0.9999689672426924,52,376,-0.1028,0.9679531740719629,15,209,not significant
FANCD2OS,-0.019,0.9935679037459302,0.0001,0.0558,0.9999689672426924,52,376,-0.3349,0.9157113964247774,15,209,not significant
SPINT3,-0.0189,0.9851360850459384,0.0001,-0.1046,0.9999689672426924,52,376,0.2709,0.9157113964247774,15,209,not significant
SLC35D2,-0.0189,0.988903223701504,0.0001,-0.1886,0.9999689672426924,52,376,0.4962,0.9015952170117766,15,209,not significant
SUPT6H,-0.0189,0.9958888902424652,0.0,0.0139,0.9999689672426924,52,376,-0.0818,0.9773453243544568,15,209,not significant
CDO1,-0.0189,0.9919488452605149,0.0001,0.0694,0.9999689672426924,52,376,-0.1812,0.9679531740719629,15,209,not significant
ACSBG1,-0.0189,0.992265324626336,0.0001,-0.1273,0.9999689672426924,52,376,0.4177,0.9015952170117766,15,209,not significant
VSTM2A,-0.0188,0.9944547156000132,0.0,-0.0298,0.9999689672426924,52,376,0.0726,0.9335466338906866,15,209,not significant
CER1,-0.0188,0.9823944221865752,0.0001,-0.1283,0.9999689672426924,52,376,0.3425,0.9122216046183111,15,209,not significant
CORO1B,-0.0188,0.9983658360500032,0.0,-0.0166,0.9999689672426924,52,376,0.0143,0.9992136344379525,15,209,not significant
RABL6,-0.0187,0.988903223701504,0.0001,0.0726,0.9999689672426924,52,376,-0.2121,0.9563843618113319,15,209,not significant
HLA-DPB1,-0.0187,0.9975610407095122,0.0,0.0122,0.9999689672426924,52,376,-0.0633,0.996174931068703,15,209,not significant
CHAC1,-0.0187,0.988903223701504,0.0001,-0.0216,0.9999689672426924,52,376,0.0121,0.9944362529877536,15,209,not significant
FBXO45,-0.0187,0.9839588188603888,0.0001,0.0339,0.9999689672426924,52,376,-0.2284,0.9603079726896125,15,209,not significant
FBXO32,-0.0187,0.9951664807975446,0.0,-0.1077,0.9999689672426924,52,376,0.2953,0.9183394712598029,15,209,not significant
HAS3,-0.0187,0.9961234093825128,0.0,0.0285,0.9999689672426924,52,376,-0.0972,0.9851186467217348,15,209,not significant
EFCAB12,-0.0186,0.9851360850459384,0.0001,-0.0402,0.9999689672426924,52,376,0.182,0.9603008580169177,15,209,not significant
EMC8,-0.0186,0.9975610407095122,0.0,-0.0002,0.9999689672426924,52,376,-0.3708,0.9157113964247774,15,209,not significant
PLD3,-0.0186,0.9823944221865752,0.0001,-0.0802,0.9999689672426924,52,376,0.1839,0.9679531740719629,15,209,not significant
ACE,-0.0185,0.9823944221865752,0.0001,-0.0898,0.9999689672426924,52,376,0.2279,0.9677476630852331,15,209,not significant
MYH9,-0.0185,0.9793628981094148,0.0002,-0.059,0.9999689672426924,52,376,0.1621,0.9761079106264676,15,209,not significant
TELO2,-0.0185,0.992265324626336,0.0001,-0.0853,0.9999689672426924,52,376,0.2388,0.9640694767018199,15,209,not significant
RIMKLB,-0.0185,0.9884311331492306,0.0001,-0.0543,0.9999689672426924,52,376,0.0976,0.9703613658207801,15,209,not significant
YOD1,-0.0185,0.99310965694267,0.0001,-0.1297,0.9999689672426924,52,376,0.4012,0.9015952170117766,15,209,not significant
SYMPK,-0.0184,0.9743602883959254,0.0002,-0.1399,0.9999689672426924,52,376,0.4747,0.9388408184633097,15,209,not significant
GABRE,-0.0184,0.9975610407095122,0.0,0.0468,0.9999689672426924,52,376,-0.2416,0.9354363477753087,15,209,not significant
PCP4,-0.0184,0.9823944221865752,0.0001,-0.1054,0.9999689672426924,52,376,0.2776,0.9677476630852331,15,209,not significant
TNC,-0.0184,0.9935679037459302,0.0001,0.0784,0.9999689672426924,52,376,-0.2259,0.9863389484109085,15,209,not significant
ZNF418,-0.0184,0.988903223701504,0.0001,-0.0694,0.9999689672426924,52,376,-0.0529,0.9791921952606227,15,209,not significant
TMC7,-0.0183,0.9975610407095122,0.0,0.0283,0.9999689672426924,52,376,-0.1216,0.9677476630852331,15,209,not significant
SIGLEC5,-0.0183,0.9886201045012536,0.0001,-0.0448,0.9999689672426924,52,376,0.0188,0.996174931068703,15,209,not significant
SIRPD,-0.0183,0.9967715753834976,0.0,0.1223,0.9999689672426924,52,376,-0.321,0.9354363477753087,15,209,not significant
RHEB,-0.0183,0.9580342868454704,0.0003,-0.0895,0.9999689672426924,52,376,0.3524,0.9121022004560391,15,209,not significant
CASQ1,-0.0183,0.984435320665948,0.0001,0.0366,0.9999689672426924,52,376,-0.232,0.9157113964247774,15,209,not significant
CHST7,-0.0183,0.9975610407095122,0.0,0.048,0.9999689672426924,52,376,-0.2245,0.9791921952606227,15,209,not significant
CALM3,-0.0183,0.9935679037459302,0.0001,0.09,0.9999689672426924,52,376,-0.2944,0.927055149008759,15,209,not significant
LYSMD4,-0.0183,0.9961234093825128,0.0,-0.0469,0.9999689672426924,52,376,0.0335,0.9987450291369953,15,209,not significant
SAMD11,-0.0182,0.9951664807975446,0.0,0.0681,0.9999689672426924,52,376,-0.3401,0.9503931024834732,15,209,not significant
PCDHGA6,-0.0182,0.9658239653851955,0.0003,0.1147,0.9999689672426924,52,376,-0.3745,0.8857036997322641,15,209,not significant
MFAP4,-0.0182,0.9975610407095122,0.0,0.0944,0.9999689672426924,52,376,-0.2665,0.9157113964247774,15,209,not significant
KMT2D,-0.0182,0.9975610407095122,0.0,-0.014,0.9999689672426924,52,376,-0.0581,0.9703613658207801,15,209,not significant
SLIRP,-0.0182,0.9851360850459384,0.0001,-0.0355,0.9999689672426924,52,376,0.1267,0.9773127441310033,15,209,not significant
SENP8,-0.0182,0.9851360850459384,0.0001,-0.0064,0.9999689672426924,52,376,-0.011,0.9823569523863591,15,209,not significant
C9orf153,-0.0181,0.9975894567911704,0.0,-0.011,0.9999689672426924,52,376,0.0596,0.995780583463989,15,209,not significant
PAIP1,-0.0181,0.9773106863644524,0.0002,-0.1049,0.9999689672426924,52,376,0.1544,0.9691458535004552,15,209,not significant
MED9,-0.0181,0.9851360850459384,0.0001,0.1015,0.9999689672426924,52,376,-0.3268,0.9015952170117766,15,209,not significant
IRAG2,-0.0181,0.9975610407095122,0.0,-0.0172,0.9999689672426924,52,376,-0.0163,0.995780583463989,15,209,not significant
PAM16,-0.0181,0.9851360850459384,0.0001,0.1537,0.9999689672426924,52,376,-0.5187,0.9015952170117766,15,209,not significant
TMEM266,-0.0181,0.9798437417542828,0.0002,-0.0508,0.9999689672426924,52,376,0.0321,0.9931994636270295,15,209,not significant
MYBPC2,-0.0181,0.9914128545815925,0.0001,-0.0648,0.9999689672426924,52,376,0.0429,0.9492797224876868,15,209,not significant
HS1BP3,-0.018,0.9965096133065402,0.0,0.1089,0.9999689672426924,52,376,-0.3736,0.9563633211883463,15,209,not significant
STYXL2,-0.018,0.9993194113770466,0.0,-0.0396,0.9999689672426924,52,376,0.0868,0.9791921952606227,15,209,not significant
KRTAP5-10,-0.018,0.9935679037459302,0.0001,-0.1089,0.9999689672426924,48,354,0.1503,0.9741810326774484,13,198,not significant
GLP1R,-0.018,0.9949424194863864,0.0,0.0427,0.9999689672426924,52,376,-0.141,0.9816482460222147,15,209,not significant
KLHL24,-0.018,0.9851360850459384,0.0001,0.0359,0.9999689672426924,52,376,-0.0534,0.996174931068703,15,209,not significant
ENTPD5,-0.0179,0.9866747917320104,0.0001,0.0457,0.9999689672426924,52,376,-0.2785,0.9235848676607653,15,209,not significant
NDUFAF7,-0.0179,0.9677910102825864,0.0003,0.0681,0.9999689672426924,52,376,-0.282,0.997822714719088,15,209,not significant
SLC25A17,-0.0179,0.988635996854372,0.0001,0.0365,0.9999689672426924,52,376,-0.1709,0.9563633211883463,15,209,not significant
CCDC14,-0.0178,0.9919488452605149,0.0001,0.2246,0.9999689672426924,52,376,-0.6527,0.8801446036990509,15,209,not significant
MRPS17,-0.0178,0.9951664807975446,0.0,-0.0224,0.9999689672426924,52,376,0.033,0.9944362529877536,15,209,not significant
PLEKHM1,-0.0178,0.9944547156000132,0.0,0.0438,0.9999689672426924,52,376,-0.2187,0.9557110932034667,15,209,not significant
KMO,-0.0178,0.9975894567911704,0.0,-0.1202,0.9999689672426924,52,376,0.3038,0.9335466338906866,15,209,not significant
PRPS1,-0.0178,0.9823944221865752,0.0001,-0.1453,0.9999689672426924,52,376,0.4416,0.8565507742402518,15,209,not significant
MPRIP,-0.0178,0.9836590673034216,0.0001,0.0403,0.9999689672426924,52,376,-0.1208,0.9851186467217348,15,209,not significant
ICAM5,-0.0178,0.9944547156000132,0.0,-0.0701,0.9999689672426924,52,376,0.14,0.9894254811684868,15,209,not significant
ZNF524,-0.0178,0.988903223701504,0.0001,0.0329,0.9999689672426924,52,376,-0.3107,0.927055149008759,15,209,not significant
VEGFB,-0.0178,0.9975894567911704,0.0,-0.0547,0.9999689672426924,52,376,0.0525,0.9897559850645851,15,209,not significant
SUGCT,-0.0177,0.9851360850459384,0.0001,-0.052,0.9999689672426924,52,376,0.1251,0.9913274063935987,15,209,not significant
SLC34A2,-0.0177,0.9961234093825128,0.0,0.0693,0.9999689672426924,52,376,-0.2773,0.9656661013265347,15,209,not significant
H2BC14,-0.0176,0.992898542535192,0.0001,-0.041,0.9999689672426924,52,376,-0.0492,0.9677476630852331,15,209,not significant
HELT,-0.0176,0.9975610407095122,0.0,0.1403,0.9999689672426924,52,376,-0.4381,0.8565507742402518,15,209,not significant
MEN1,-0.0176,0.9961234093825128,0.0,-0.0896,0.9999689672426924,52,376,0.236,0.9640694767018199,15,209,not significant
HPRT1,-0.0176,0.9823944221865752,0.0001,0.0463,0.9999689672426924,52,376,-0.2183,0.9640694767018199,15,209,not significant
NAA35,-0.0176,0.9970947017753858,0.0,-0.0741,0.9999689672426924,52,376,0.2288,0.9616142835391615,15,209,not significant
CDC20B,-0.0175,0.9306774976492062,0.0005,-0.0645,0.9999689672426924,52,376,0.1348,0.9927182272816164,15,209,not significant
MOAP1,-0.0175,0.9949424194863864,0.0,-0.1053,0.9999689672426924,52,376,0.1658,0.9768361464513886,15,209,not significant
FMN2,-0.0174,0.9935679037459302,0.0,0.0189,0.9999689672426924,52,376,-0.1257,0.9741047635699424,15,209,not significant
REEP4,-0.0174,0.9796939658296868,0.0002,0.1685,0.9999689672426924,52,376,-0.7232,0.8565507742402518,15,209,not significant
LETM2,-0.0174,0.9865870096025348,0.0001,-0.1051,0.9999689672426924,52,376,0.1864,0.9944362529877536,15,209,not significant
TBX10,-0.0174,0.9919488452605149,0.0001,0.0744,0.9999689672426924,52,376,-0.296,0.9015952170117766,15,209,not significant
FDXACB1,-0.0173,0.988903223701504,0.0001,0.0539,0.9999689672426924,52,376,-0.242,0.9514490027100453,15,209,not significant
METTL25B,-0.0173,0.9944547156000132,0.0,0.054,0.9999689672426924,52,376,-0.3603,0.9347749785936933,15,209,not significant
PLXNA4,-0.0173,0.9993194113770466,0.0,-0.0703,0.9999689672426924,52,376,0.1897,0.9677476630852331,15,209,not significant
EQTN,-0.0173,0.9984922868374604,0.0,-0.0885,0.9999689672426924,52,376,0.2701,0.9640694767018199,15,209,not significant
ROBO2,-0.0173,0.9951664807975446,0.0,0.0237,0.9999689672426924,52,376,-0.1087,0.9897097931038553,15,209,not significant
LURAP1L,-0.0173,0.988903223701504,0.0001,-0.0387,0.9999689672426924,52,376,0.025,0.995780583463989,15,209,not significant
IFFO1,-0.0173,0.9773106863644524,0.0002,-0.023,0.9999689672426924,52,376,0.0605,0.996174931068703,15,209,not significant
ZNF665,-0.0172,0.9953303992568416,0.0,-0.0359,0.9999689672426924,52,376,0.0419,0.9820390901467572,15,209,not significant
SCAMP2,-0.0172,0.992229925729697,0.0001,0.077,0.9999689672426924,52,376,-0.2345,0.927055149008759,15,209,not significant
CCRL2,-0.0171,0.9975610407095122,0.0,0.0536,0.9999689672426924,52,376,-0.2153,0.9503931024834732,15,209,not significant
OSBPL2,-0.0171,0.921302540245991,0.0006,0.0466,0.9999689672426924,52,376,-0.2995,0.9895985154667237,15,209,not significant
ARID5A,-0.0171,0.9991594132618784,0.0,0.0777,0.9999689672426924,52,376,-0.2367,0.9842698268024307,15,209,not significant
CCDC181,-0.017,0.9944741766519076,0.0,-0.0733,0.9999689672426924,52,376,0.1904,0.9640694767018199,15,209,not significant
KRTAP19-8,-0.017,0.9914128545815925,0.0001,0.0876,0.9999689672426924,52,376,-0.3095,0.9637137163827283,15,209,not significant
DEPP1,-0.017,0.9919488452605149,0.0001,-0.1406,0.9999689672426924,52,376,0.367,0.9122216046183111,15,209,not significant
PLEKHO1,-0.017,0.988903223701504,0.0001,0.084,0.9999689672426924,52,376,-0.1801,0.9677476630852331,15,209,not significant
AADACL2,-0.0169,0.9317321247622332,0.0005,0.0683,0.9999689672426924,52,376,-0.2769,0.9283903501386669,15,209,not significant
SNRPE,-0.0169,0.9992276762239096,0.0,0.1116,0.9999689672426924,48,354,-0.321,0.946491484064894,13,198,not significant
BPNT2,-0.0169,0.9796454175630602,0.0002,-0.2291,0.9999689672426924,52,376,0.574,0.8997905592720049,15,209,not significant
KRTAP4-5,-0.0169,0.99310965694267,0.0001,0.0616,0.9999689672426924,52,376,-0.2323,0.9468197969757868,15,209,not significant
SLC6A16,-0.0168,0.9944547156000132,0.0,0.0541,0.9999689672426924,52,376,-0.1434,0.9679531740719629,15,209,not significant
SMARCA1,-0.0168,0.9793104017325636,0.0002,-0.0372,0.9999689672426924,52,376,0.0283,0.9944362529877536,15,209,not significant
ECHDC3,-0.0168,0.978185255550805,0.0002,-0.0771,0.9999689672426924,52,376,0.2344,0.9640694767018199,15,209,not significant
ZSCAN10,-0.0168,0.9907296327053308,0.0001,-0.0316,0.9999689672426924,52,376,-0.01,0.9960326303077046,15,209,not significant
MTHFR,-0.0168,0.9975610407095122,0.0,0.0399,0.9999689672426924,52,376,-0.2131,0.9640694767018199,15,209,not significant
UBE2E1,-0.0168,0.9949424194863864,0.0,-0.1197,0.9999689672426924,52,376,0.3521,0.927055149008759,15,209,not significant
TMEM47,-0.0168,0.9949424194863864,0.0,0.0143,0.9999689672426924,52,376,-0.1821,0.9897097931038553,15,209,not significant
SMC1A,-0.0168,0.9868289567495748,0.0001,0.0567,0.9999689672426924,52,376,-0.1699,0.9876957163692404,15,209,not significant
IL31,-0.0168,0.9983658360500032,0.0,0.0901,0.9999689672426924,52,376,-0.193,0.9640694767018199,15,209,not significant
GSG1,-0.0168,0.9823944221865752,0.0001,0.0999,0.9999689672426924,52,376,-0.3121,0.927055149008759,15,209,not significant
ABI3BP,-0.0167,0.9919488452605149,0.0001,-0.0193,0.9999689672426924,52,376,0.0292,0.9876257993011279,15,209,not significant
SERF2,-0.0167,0.9949424194863864,0.0,-0.0503,0.9999689672426924,52,376,-0.037,0.9913274063935987,15,209,not significant
FZD6,-0.0167,0.993302184314158,0.0,-0.0163,0.9999689672426924,52,376,-0.006,0.9895599511201467,15,209,not significant
CENPQ,-0.0167,0.9958888902424652,0.0,0.1205,0.9999689672426924,52,376,-0.4582,0.8565507742402518,15,209,not significant
GPR37,-0.0167,0.9919189165888284,0.0001,0.0063,0.9999689672426924,52,376,-0.1148,0.9761079106264676,15,209,not significant
TYW1B,-0.0166,0.9975894567911704,0.0,0.0543,0.9999689672426924,18,104,-0.303,0.9935984776633058,5,30,not significant
