gene,d_unstratified,fdr_unstratified,cs_unstratified,d_tp53mut,fdr_tp53mut,n_lost_tp53mut,n_intact_tp53mut,d_tp53wt,fdr_tp53wt,n_lost_tp53wt,n_intact_tp53wt,confounding_class
SLC9C2,-0.0682,0.9580342868454704,0.0013,-0.0044,0.9999689672426924,52,376,-0.0893,0.9640694767018199,15,209,not significant
CDKN1B,-0.0681,0.9919488452605149,0.0002,-0.0595,0.9999689672426924,52,376,-0.0746,0.995780583463989,15,209,not significant
IFT140,-0.0681,0.9975610407095122,0.0001,-0.0464,0.9999689672426924,52,376,-0.1696,0.9748828564363415,15,209,not significant
IPCEF1,-0.0681,0.9886201045012536,0.0003,-0.0962,0.9999689672426924,52,376,-0.0957,0.996174931068703,15,209,not significant
ITGAE,-0.0681,0.9773106863644524,0.0007,-0.0229,0.9999689672426924,52,376,-0.1943,0.927055149008759,15,209,not significant
CAPN6,-0.0681,0.9975610407095122,0.0001,-0.0819,0.9999689672426924,52,376,-0.0105,0.996174931068703,15,209,not significant
RARRES2,-0.0681,0.9823944221865752,0.0005,-0.1629,0.9999689672426924,52,376,-0.0859,0.9851186467217348,15,209,not significant
NEFM,-0.0681,0.9168563573261488,0.0026,-0.0513,0.9999689672426924,52,376,-0.0713,0.9640694767018199,15,209,not significant
PITX3,-0.0681,0.9823944221865752,0.0005,-0.1685,0.9999689672426924,52,376,0.1578,0.9788319120419409,15,209,not significant
ZFX,-0.068,0.9975610407095122,0.0001,-0.0707,0.9999689672426924,52,376,0.0114,0.9788319120419409,15,209,not significant
ARPC1A,-0.068,0.9773106863644524,0.0007,-0.016,0.9999689672426924,52,376,-0.2525,0.9267247590594901,15,209,not significant
ADGRB2,-0.068,0.9823944221865752,0.0005,-0.0762,0.9999689672426924,52,376,-0.0802,0.9702889291388456,15,209,not significant
ARHGEF38,-0.068,0.9175875627810612,0.0025,-0.092,0.9999689672426924,52,376,0.0654,0.9992136344379525,15,209,not significant
HSD17B3,-0.068,0.9868289567495748,0.0004,-0.0517,0.9999689672426924,52,376,-0.0748,0.9942393472199389,15,209,not significant
TMEM255B,-0.068,0.9773106863644524,0.0007,0.0435,0.9999689672426924,52,376,-0.6019,0.8565507742402518,15,209,not significant
INSM1,-0.068,0.9507420729631676,0.0015,-0.1028,0.9999689672426924,52,376,0.1333,0.997822714719088,15,209,not significant
KDM7A,-0.068,0.9914128545815925,0.0003,-0.0194,0.9999689672426924,52,376,-0.1588,0.9902834718631084,15,209,not significant
CRTAC1,-0.068,0.9823944221865752,0.0005,-0.0105,0.9999689672426924,52,376,-0.3007,0.9388408184633097,15,209,not significant
FZD9,-0.0679,0.9851360850459384,0.0004,0.0241,0.9999689672426924,52,376,-0.2604,0.9563633211883463,15,209,not significant
RASSF5,-0.0679,0.9773106863644524,0.0007,-0.1645,0.9999689672426924,52,376,0.1632,0.9603008580169177,15,209,not significant
SCGB1D1,-0.0679,0.9823944221865752,0.0005,-0.0774,0.9999689672426924,52,376,-0.0826,0.9970141945316197,15,209,not significant
SLC16A12,-0.0679,0.979994458062668,0.0006,-0.0051,0.9999689672426924,52,376,-0.1476,0.9677476630852331,15,209,not significant
RPS3,-0.0678,0.9951664807975446,0.0001,-0.1736,0.9999689672426924,52,376,0.1042,0.9679531740719629,15,209,not significant
SOX13,-0.0678,0.9823944221865752,0.0005,-0.1396,0.9999689672426924,52,376,0.1473,0.9603079726896125,15,209,not significant
CDH4,-0.0678,0.9719058526153224,0.0008,-0.1017,0.9999689672426924,52,376,0.0042,0.9897097931038553,15,209,not significant
ZNF783,-0.0677,0.988903223701504,0.0003,-0.0438,0.9999689672426924,52,376,-0.1352,0.9912718853729139,15,209,not significant
ASF1B,-0.0677,0.9823944221865752,0.0005,-0.0506,0.9999689672426924,52,376,-0.0616,0.995780583463989,15,209,not significant
MAPKAP1,-0.0677,0.9823944221865752,0.0005,-0.1467,0.9999689672426924,52,376,0.1945,0.9745285607498043,15,209,not significant
RNF8,-0.0677,0.980777793381442,0.0006,-0.2221,0.9999689672426924,52,376,0.3969,0.9015952170117766,15,209,not significant
EVX1,-0.0676,0.9793104017325636,0.0006,-0.0389,0.9999689672426924,52,376,-0.2238,0.9481034394586139,15,209,not significant
TMEM241,-0.0676,0.9841370715577772,0.0005,-0.04,0.9999689672426924,52,376,-0.1147,0.9907433650588751,15,209,not significant
MAPK9,-0.0676,0.9935679037459302,0.0002,0.0694,0.9999689672426924,52,376,-0.4842,0.9473751286497097,15,209,not significant
BPIFB4,-0.0676,0.9677910102825864,0.001,-0.1226,0.9999689672426924,52,376,0.1184,0.9637137163827283,15,209,not significant
ANXA10,-0.0676,0.988903223701504,0.0003,0.0922,0.9999689672426924,52,376,-0.5453,0.8565507742402518,15,209,not significant
DSG1,-0.0675,0.9655206551653064,0.001,-0.0271,0.9999689672426924,52,376,-0.0712,0.9970141945316197,15,209,not significant
SNAPC4,-0.0675,0.9793104017325636,0.0006,-0.0143,0.9999689672426924,52,376,-0.1028,0.9570556557072453,15,209,not significant
B3GAT2,-0.0674,0.9823944221865752,0.0005,-0.1679,0.9999689672426924,52,376,0.1484,0.9640694767018199,15,209,not significant
ENAH,-0.0674,0.9623208477623189,0.0011,0.0038,0.9999689672426924,52,366,-0.3863,0.8591889221603565,15,201,not significant
TNFRSF10D,-0.0674,0.9979043044209654,0.0001,-0.0948,0.9999689672426924,52,376,-0.0244,0.9894254811684868,15,209,not significant
RGSL1,-0.0674,0.988903223701504,0.0003,-0.0862,0.9999689672426924,52,376,0.0583,0.9702889291388456,15,209,not significant
TMEM203,-0.0673,0.942520063980189,0.0017,0.0364,0.9999689672426924,52,376,-0.2984,0.905368768447597,15,209,not significant
SYTL2,-0.0673,0.9592146218729038,0.0012,-0.0752,0.9999689672426924,52,376,-0.0312,0.9895985154667237,15,209,not significant
PXYLP1,-0.0673,0.9589413673375512,0.0012,-0.0632,0.9999689672426924,52,376,-0.0634,0.9863389484109085,15,209,not significant
DGKQ,-0.0673,0.9975610407095122,0.0001,0.0814,0.9999689672426924,52,376,-0.4584,0.9335466338906866,15,209,not significant
STK11IP,-0.0673,0.9823944221865752,0.0005,-0.1018,0.9999689672426924,52,376,0.0477,0.996174931068703,15,209,not significant
RPS13,-0.0673,0.9841370715577772,0.0005,-0.0486,0.9999689672426924,52,376,-0.1087,0.995780583463989,15,209,not significant
TLR10,-0.0672,0.9823944221865752,0.0005,-0.1198,0.9999689672426924,52,376,0.1956,0.9640694767018199,15,209,not significant
GREM2,-0.0672,0.9983658360500032,0.0,-0.1595,0.9999689672426924,52,376,0.2276,0.9492797224876868,15,209,not significant
CFAP77,-0.0672,0.9823944221865752,0.0005,-0.1242,0.9999689672426924,52,376,0.2199,0.9863389484109085,15,209,not significant
ACVR1C,-0.0672,0.9773106863644524,0.0007,-0.153,0.9999689672426924,52,376,0.1576,0.996174931068703,15,209,not significant
GAS6,-0.0671,0.9975610407095122,0.0001,0.0235,0.9999689672426924,52,376,-0.4027,0.9200234123462353,15,209,not significant
HTATIP2,-0.0671,0.9951664807975446,0.0001,-0.0168,0.9999689672426924,52,376,-0.1515,0.9944362529877536,15,209,not significant
COPZ1,-0.0671,0.9796454175630602,0.0006,-0.0773,0.9999689672426924,52,376,0.104,0.9758989096408398,15,209,not significant
HS3ST3B1,-0.0671,0.988903223701504,0.0003,-0.217,0.9999689672426924,52,376,0.3436,0.8801446036990509,15,209,not significant
CCAR2,-0.0671,0.9975610407095122,0.0001,0.0406,0.9999689672426924,52,376,-0.448,0.927055149008759,15,209,not significant
HOXB5,-0.0671,0.9175875627810612,0.0025,-0.1464,0.9999689672426924,52,376,0.2315,0.9703613658207801,15,209,not significant
ROPN1B,-0.0671,0.9823944221865752,0.0005,-0.0475,0.9999689672426924,48,354,-0.1764,0.9668466462298556,13,198,not significant
P2RY12,-0.0671,0.9175875627810612,0.0025,-0.052,0.9999689672426924,52,376,-0.0819,0.9677476630852331,15,209,not significant
DDX27,-0.0671,0.9886201045012536,0.0003,-0.1116,0.9999689672426924,52,376,-0.0402,0.9992136344379525,15,209,not significant
LY9,-0.067,0.9773106863644524,0.0007,-0.1047,0.9999689672426924,52,376,0.03,0.996174931068703,15,209,not significant
FGGY,-0.067,0.9603915689894706,0.0012,-0.0241,0.9999689672426924,52,376,-0.2222,0.9503931024834732,15,209,not significant
RBM44,-0.067,0.968473759039206,0.0009,-0.0017,0.9999689672426924,52,376,-0.2394,0.946491484064894,15,209,not significant
USB1,-0.067,0.988903223701504,0.0003,-0.0579,0.9999689672426924,52,376,-0.045,0.9876257993011279,15,209,not significant
TXNDC8,-0.067,0.9393476063473823,0.0018,-0.2396,0.9999689672426924,52,376,0.3362,0.9573783798598581,15,209,not significant
FAM47A,-0.067,0.942520063980189,0.0017,-0.1,0.9999689672426924,52,376,-0.0893,0.9614980034240307,15,209,not significant
KCNN3,-0.067,0.9623208477623189,0.0011,-0.03,0.9999689672426924,52,376,-0.0229,0.9944362529877536,15,209,not significant
INPP5B,-0.0669,0.9975610407095122,0.0001,-0.062,0.9999689672426924,52,376,-0.0403,0.996174931068703,15,209,not significant
TMEM128,-0.0669,0.9773106863644524,0.0007,0.0643,0.9999689672426924,52,376,-0.3328,0.905368768447597,15,209,not significant
HPCAL1,-0.0669,0.988903223701504,0.0003,-0.1083,0.9999689672426924,52,376,-0.0171,0.9992136344379525,15,209,not significant
GLT8D2,-0.0669,0.942520063980189,0.0017,-0.2191,0.9999689672426924,52,376,0.4044,0.9106963475350999,15,209,not significant
CAMKK1,-0.0669,0.9983658360500032,0.0,0.0144,0.9999689672426924,52,376,-0.2468,0.9640694767018199,15,209,not significant
SLC12A4,-0.0669,0.993302184314158,0.0002,0.1063,0.9999689672426924,52,376,-0.5283,0.9015952170117766,15,209,not significant
GBGT1,-0.0668,0.9970947017753858,0.0001,0.0077,0.9999689672426924,52,376,-0.3106,0.9992136344379525,15,209,not significant
PPP2R2B,-0.0668,0.9851360850459384,0.0004,-0.2223,0.9999689672426924,52,376,0.249,0.9640694767018199,15,209,not significant
WNK4,-0.0668,0.987900326088462,0.0004,-0.0713,0.9999689672426924,52,376,-0.1108,0.9851186467217348,15,209,not significant
KCNMA1,-0.0668,0.9823944221865752,0.0005,-0.0872,0.9999689672426924,52,376,-0.0196,0.9944362529877536,15,209,not significant
SLC1A6,-0.0668,0.984435320665948,0.0005,-0.064,0.9999689672426924,52,376,0.0693,0.9931994636270295,15,209,not significant
UBE2Q2,-0.0668,0.9781578860281378,0.0006,-0.0584,0.9999689672426924,52,376,-0.1449,0.9668466462298556,15,209,not significant
TREX2,-0.0667,0.988903223701504,0.0003,-0.0811,0.9999689672426924,52,376,-0.0188,0.9702060423243253,15,209,not significant
ARL15,-0.0667,0.988903223701504,0.0003,-0.0217,0.9999689672426924,52,376,-0.1316,0.995780583463989,15,209,not significant
ZNF32,-0.0667,0.9823944221865752,0.0005,-0.0679,0.9999689672426924,52,376,-0.0209,0.9992136344379525,15,209,not significant
MCM5,-0.0667,0.9676768812179056,0.001,-0.0223,0.9999689672426924,52,376,-0.2141,0.9679531740719629,15,209,not significant
CAPN13,-0.0666,0.9926867186850832,0.0002,0.0137,0.9999689672426924,52,376,-0.2591,0.9870377071651859,15,209,not significant
KLHL36,-0.0666,0.9851360850459384,0.0004,0.0185,0.9999689672426924,52,376,-0.3823,0.9157113964247774,15,209,not significant
MCM8,-0.0666,0.980777793381442,0.0006,-0.0025,0.9999689672426924,52,376,-0.3167,0.9157113964247774,15,209,not significant
KRTAP27-1,-0.0666,0.988903223701504,0.0003,-0.0923,0.9999689672426924,52,376,0.1272,0.9741047635699424,15,209,not significant
ZNF358,-0.0666,0.9944547156000132,0.0002,-0.0314,0.9999689672426924,52,376,-0.1306,0.9773453243544568,15,209,not significant
SERINC4,-0.0666,0.9750777047167088,0.0007,-0.0984,0.9999689672426924,52,376,-0.0095,0.9991485592656075,15,209,not significant
PMAIP1,-0.0666,0.9975610407095122,0.0001,-0.0321,0.9999689672426924,52,375,-0.1306,0.9895599511201467,15,209,not significant
CNGB1,-0.0666,0.988903223701504,0.0003,-0.0094,0.9999689672426924,52,376,-0.1573,0.9816482460222147,15,209,not significant
TNF,-0.0665,0.9823944221865752,0.0005,-0.0899,0.9999689672426924,52,376,-0.0592,0.9758989096408398,15,209,not significant
CTSF,-0.0665,0.9658239653851955,0.001,-0.0482,0.9999689672426924,52,376,-0.1318,0.9758989096408398,15,209,not significant
CCL27,-0.0665,1.0,-0.0,0.1516,0.9999689672426924,52,376,-0.7432,0.8801446036990509,15,209,not significant
GIMAP6,-0.0664,0.9919488452605149,0.0002,0.0884,0.9999689672426924,52,376,-0.5613,0.8801446036990509,15,209,not significant
MAPK10,-0.0664,0.9773106863644524,0.0007,-0.1129,0.9999689672426924,52,376,0.0851,0.9991485592656075,15,209,not significant
ARSI,-0.0663,0.9919488452605149,0.0002,-0.2229,0.9999689672426924,52,376,0.2537,0.9503931024834732,15,209,not significant
CTSB,-0.0662,0.9868289567495748,0.0004,0.0621,0.9999689672426924,52,376,-0.3119,0.9563633211883463,15,209,not significant
C16orf96,-0.0662,0.9903638165672995,0.0003,-0.0461,0.9999689672426924,52,376,-0.11,0.9991485592656075,15,209,not significant
MPHOSPH6,-0.0662,0.9623208477623189,0.0011,-0.0882,0.9999689672426924,52,376,0.0239,0.9773127441310033,15,209,not significant
TPSAB1,-0.0662,0.9838892170819103,0.0005,0.1451,0.9999689672426924,52,376,-0.6773,0.8801446036990509,15,209,not significant
RBL1,-0.0662,0.942520063980189,0.0017,-0.0589,0.9999689672426924,52,376,-0.1557,0.9640694767018199,15,209,not significant
TRIM71,-0.0662,0.962205844034946,0.0011,-0.0584,0.9999689672426924,52,376,-0.0156,0.9960326303077046,15,209,not significant
CD83,-0.0662,0.9711679758364546,0.0008,-0.0854,0.9999689672426924,52,376,-0.0981,0.9944362529877536,15,209,not significant
MTA2,-0.066,0.93623214594866,0.0019,-0.1528,0.9999689672426924,52,376,0.1408,0.9773453243544568,15,209,not significant
RWDD2B,-0.066,0.9607561101881744,0.0011,-0.1382,0.9999689672426924,52,376,0.1514,0.9931994636270295,15,209,not significant
FRMD8,-0.066,0.9851360850459384,0.0004,-0.1447,0.9999689672426924,52,376,0.2601,0.9384189951767985,15,209,not significant
COQ8B,-0.066,0.9839588188603888,0.0005,-0.0584,0.9999689672426924,52,376,-0.0134,0.9872636093001865,15,209,not significant
ZNF280D,-0.066,0.9032036840547224,0.0029,-0.2019,0.9999689672426924,52,376,0.2676,0.9679531740719629,15,209,not significant
MYNN,-0.0659,0.9975894567911704,0.0001,-0.1243,0.9999689672426924,52,376,0.0309,0.9912718853729139,15,209,not significant
TMEM35B,-0.0659,0.9851360850459384,0.0004,-0.0233,0.9999689672426924,52,376,-0.187,0.9640694767018199,15,209,not significant
BOD1L2,-0.0659,0.9773106863644524,0.0007,0.0369,0.9999689672426924,52,376,-0.4981,0.8598269894453274,15,209,not significant
ZNF616,-0.0659,0.9851360850459384,0.0004,-0.0025,0.9999689672426924,52,376,-0.1817,0.9677476630852331,15,209,not significant
OTULIN,-0.0659,0.9651016409936232,0.001,-0.1008,0.9999689672426924,52,376,-0.0411,0.9836463485239194,15,209,not significant
ZNF550,-0.0659,0.988903223701504,0.0003,-0.0127,0.9999689672426924,52,376,-0.2392,0.9503931024834732,15,209,not significant
GPR171,-0.0658,0.9823944221865752,0.0005,-0.1401,0.9999689672426924,52,376,0.1381,0.9791921952606227,15,209,not significant
ERICH6,-0.0658,0.9570356237537596,0.0013,-0.0925,0.9999689672426924,52,376,0.0362,0.997822714719088,15,209,not significant
MXRA5,-0.0658,0.988903223701504,0.0003,-0.0705,0.9999689672426924,52,376,-0.178,0.9677476630852331,15,209,not significant
KRT20,-0.0658,0.980777793381442,0.0006,-0.132,0.9999689672426924,52,376,0.1637,0.9960326303077046,15,209,not significant
ANK3,-0.0658,0.9823944221865752,0.0005,0.0556,0.9999689672426924,52,376,-0.3973,0.9106963475350999,15,209,not significant
ZNF713,-0.0658,0.9354612676893624,0.0019,-0.1341,0.9999689672426924,52,376,0.2121,0.9603079726896125,15,209,not significant
HDAC6,-0.0658,0.9823944221865752,0.0005,0.0269,0.9999689672426924,52,376,-0.248,0.9503931024834732,15,209,not significant
NLRP6,-0.0657,0.9507420729631676,0.0014,-0.0163,0.9999689672426924,52,376,-0.1666,0.9677476630852331,15,209,not significant
XXYLT1,-0.0657,0.9793104017325636,0.0006,-0.0098,0.9999689672426924,52,376,-0.2927,0.9514490027100453,15,209,not significant
GATAD2B,-0.0657,0.9919488452605149,0.0002,-0.1158,0.9999689672426924,52,376,0.1105,0.9616142835391615,15,209,not significant
NEK10,-0.0657,0.9949424194863864,0.0001,-0.071,0.9999689672426924,52,376,-0.1751,0.9851186467217348,15,209,not significant
CLIC1,-0.0657,0.9773106863644524,0.0007,-0.0992,0.9999689672426924,52,376,0.034,0.9851186467217348,15,209,not significant
GBP3,-0.0656,0.9833735441036098,0.0005,-0.09,0.9999689672426924,52,376,-0.0084,0.9963652522252087,15,209,not significant
DIS3L,-0.0656,0.9773106863644524,0.0007,-0.1592,0.9999689672426924,52,376,0.1285,0.9691458535004552,15,209,not significant
HSD17B10,-0.0655,0.9851360850459384,0.0004,-0.049,0.9999689672426924,52,376,-0.0238,0.995780583463989,15,209,not significant
GALNT9,-0.0655,0.9993194113770466,0.0,-0.0345,0.9999689672426924,52,376,-0.2349,0.996174931068703,15,209,not significant
YJU2B,-0.0655,0.9961234093825128,0.0001,0.0155,0.9999689672426924,52,376,-0.1311,0.9893604767335314,15,209,not significant
VSTM2L,-0.0655,0.921363539366387,0.0023,-0.0949,0.9999689672426924,52,376,0.0587,0.997822714719088,15,209,not significant
H3C12,-0.0655,0.988903223701504,0.0003,-0.1001,0.9999689672426924,52,376,-0.0368,0.9897097931038553,15,209,not significant
HID1,-0.0654,0.9979043044209654,0.0001,-0.0047,0.9999689672426924,52,376,-0.2704,0.9703613658207801,15,209,not significant
GRHL3,-0.0654,0.942520063980189,0.0017,-0.0328,0.9999689672426924,52,376,-0.0693,0.9573783798598581,15,209,not significant
RHAG,-0.0654,0.9884311331492306,0.0003,-0.02,0.9999689672426924,52,376,-0.1852,0.9703613658207801,15,209,not significant
APOL3,-0.0654,0.9823944221865752,0.0005,0.0965,0.9999689672426924,52,376,-0.5039,0.8801446036990509,15,209,not significant
CCNDBP1,-0.0654,0.988903223701504,0.0003,-0.0797,0.9999689672426924,52,376,0.0545,0.9823569523863591,15,209,not significant
DNASE1L2,-0.0654,0.9851360850459384,0.0004,-0.0122,0.9999689672426924,52,376,-0.1964,0.9640694767018199,15,209,not significant
MYH3,-0.0653,0.947632849266629,0.0015,-0.1483,0.9999689672426924,52,376,0.1996,0.9640694767018199,15,209,not significant
UBAP2L,-0.0653,0.9949113182405088,0.0001,0.0989,0.9999689672426924,52,376,-0.6278,0.9015952170117766,15,209,not significant
MRPS18A,-0.0653,0.9851360850459384,0.0004,-0.0875,0.9999689672426924,52,376,0.0702,0.9880730097451718,15,209,not significant
NCF2,-0.0653,0.9793104017325636,0.0006,-0.033,0.9999689672426924,52,376,-0.0337,0.996174931068703,15,209,not significant
IL27RA,-0.0653,0.9823944221865752,0.0005,0.0207,0.9999689672426924,52,376,-0.2531,0.9563843618113319,15,209,not significant
MLNR,-0.0652,0.978185255550805,0.0006,-0.0305,0.9999689672426924,52,376,-0.112,0.9842698268024307,15,209,not significant
TPTE2,-0.0652,0.9793628981094148,0.0006,-0.0611,0.9999689672426924,52,376,-0.0045,0.995780583463989,15,209,not significant
WRAP73,-0.0652,0.9175875627810612,0.0024,0.0043,0.9999689672426924,52,376,-0.2876,0.9015952170117766,15,209,not significant
FKBP11,-0.0652,0.9979043044209654,0.0001,-0.0379,0.9999689672426924,52,376,-0.0568,0.996174931068703,15,209,not significant
CRLS1,-0.0652,0.9961234093825128,0.0001,-0.1028,0.9999689672426924,52,376,0.2255,0.9267247590594901,15,209,not significant
MOB3C,-0.0651,0.9823944221865752,0.0005,0.0764,0.9999689672426924,52,376,-0.4589,0.8785037499217365,15,209,not significant
HGH1,-0.0651,0.9823944221865752,0.0005,-0.1229,0.9999689672426924,52,376,0.0823,0.9927182272816164,15,209,not significant
EIF5B,-0.0651,0.9538817707074796,0.0013,-0.191,0.9999689672426924,52,376,0.4041,0.9640694767018199,15,209,not significant
PRMT8,-0.0651,0.9919488452605149,0.0002,-0.0764,0.9999689672426924,52,376,0.0104,0.995780583463989,15,209,not significant
PPIE,-0.0651,0.993302184314158,0.0002,-0.035,0.9999689672426924,52,376,-0.1294,1.0,15,209,not significant
KCNJ1,-0.0651,0.9823944221865752,0.0005,-0.1201,0.9999689672426924,52,376,0.0807,0.9876957163692404,15,209,not significant
ERN1,-0.0651,0.9389280864437726,0.0018,-0.0734,0.9999689672426924,52,376,0.0289,0.9863389484109085,15,209,not significant
HSBP1L1,-0.065,0.9773106863644524,0.0006,-0.1471,0.9999689672426924,52,376,0.2568,0.9691458535004552,15,209,not significant
SH3BGRL3,-0.065,0.9873145795670764,0.0004,-0.0947,0.9999689672426924,52,376,0.0288,0.9992136344379525,15,209,not significant
TM7SF2,-0.065,0.9658239653851955,0.001,-0.1258,0.9999689672426924,52,376,-0.0197,0.9851186467217348,15,209,not significant
CFHR4,-0.065,0.9823944221865752,0.0005,-0.1454,0.9999689672426924,18,104,0.1835,0.9851186467217348,5,30,not significant
CYP4A11,-0.0649,0.9975610407095122,0.0001,-0.006,0.9999689672426924,52,376,-0.2242,0.9677476630852331,15,209,not significant
PDHB,-0.0649,0.935791464140524,0.0019,-0.0541,0.9999689672426924,52,376,-0.0982,0.9876257993011279,15,209,not significant
PRR5L,-0.0649,0.9793104017325636,0.0006,-0.2569,0.9999689672426924,52,376,0.5197,0.8801446036990509,15,209,not significant
FCHSD2,-0.0648,0.988903223701504,0.0003,-0.0223,0.9999689672426924,52,376,-0.2437,0.9616142835391615,15,209,not significant
KPNA3,-0.0648,0.9562541907035844,0.0013,-0.0525,0.9999689672426924,52,376,-0.2147,0.9527137825111867,15,209,not significant
ATF1,-0.0648,0.9773106863644524,0.0006,-0.1769,0.9999689672426924,52,376,0.3015,0.9276726767270178,15,209,not significant
TMEM260,-0.0648,0.9652013291539714,0.001,-0.0894,0.9999689672426924,52,376,0.0485,0.9944362529877536,15,209,not significant
TMEM278,-0.0648,0.9851360850459384,0.0004,-0.0408,0.9999689672426924,52,376,-0.2216,0.9640694767018199,15,209,not significant
STAB1,-0.0647,0.9793104017325636,0.0006,0.0379,0.9999689672426924,52,376,-0.259,0.927055149008759,15,209,not significant
EXOSC8,-0.0647,0.9793104017325636,0.0006,-0.1456,0.9999689672426924,52,376,0.0654,0.9981137744001636,15,209,not significant
CDT1,-0.0647,0.9773106863644524,0.0006,-0.171,0.9999689672426924,52,376,0.4856,0.9121022004560391,15,209,not significant
TSPAN9,-0.0647,0.9919488452605149,0.0002,0.0133,0.9999689672426924,52,376,-0.2387,0.9813427846459355,15,209,not significant
CDK14,-0.0647,0.9823944221865752,0.0005,-0.0913,0.9999689672426924,52,376,0.1487,0.9813427846459355,15,209,not significant
WIPI1,-0.0647,0.9851360850459384,0.0004,-0.0043,0.9999689672426924,52,376,-0.0787,0.9677476630852331,15,209,not significant
BTBD1,-0.0647,0.9603915689894706,0.0011,-0.2357,0.9999689672426924,52,376,0.2032,0.995780583463989,15,209,not significant
ALKBH6,-0.0647,0.9317321247622332,0.002,-0.1849,0.9999689672426924,52,376,0.3318,0.9741047635699424,15,209,not significant
RAB3A,-0.0646,0.9604607430076788,0.0011,-0.0461,0.9999689672426924,52,376,-0.0685,0.9773453243544568,15,209,not significant
MORN4,-0.0646,0.9397862071751808,0.0017,-0.1006,0.9999689672426924,52,376,-0.0502,0.9931994636270295,15,209,not significant
BAG2,-0.0646,0.9789299023881276,0.0006,-0.1238,0.9999689672426924,52,376,-0.0757,0.996174931068703,15,209,not significant
PRR18,-0.0646,0.988903223701504,0.0003,-0.163,0.9999689672426924,52,376,0.1651,0.9677476630852331,15,209,not significant
BRCC3,-0.0646,0.9823944221865752,0.0005,-0.0161,0.9999689672426924,52,376,-0.1958,0.9677476630852331,15,209,not significant
ATMIN,-0.0646,0.9738036437432976,0.0007,-0.2317,0.9999689672426924,52,376,0.3332,0.9310799836030067,15,209,not significant
CT55,-0.0646,0.9823944221865752,0.0005,-0.0552,0.9999689672426924,52,376,-0.1258,0.9758989096408398,15,209,not significant
ABCB5,-0.0646,0.9397862071751808,0.0017,-0.1236,0.9999689672426924,52,376,0.0893,0.9894254811684868,15,209,not significant
CLDN4,-0.0646,0.9773106863644524,0.0006,-0.1251,0.9999689672426924,52,376,0.173,0.9992136344379525,15,209,not significant
TMEM145,-0.0645,0.9975610407095122,0.0001,-0.0397,0.9999689672426924,52,376,-0.1283,1.0,15,209,not significant
ATP5MC1,-0.0645,0.9993194113770466,0.0,-0.0062,0.9999689672426924,52,376,-0.2964,0.9788319120419409,15,209,not significant
SCO2,-0.0645,0.9935679037459302,0.0002,-0.0875,0.9999689672426924,52,376,-0.0697,0.9991485592656075,15,209,not significant
CEACAM19,-0.0644,0.9773106863644524,0.0006,0.0915,0.9999689672426924,52,376,-0.5836,0.8565507742402518,15,209,not significant
DNAAF10,-0.0644,0.9838892170819103,0.0005,-0.0472,0.9999689672426924,52,376,0.0215,0.9894254811684868,15,209,not significant
TIMP1,-0.0644,0.9965096133065402,0.0001,0.0079,0.9999689672426924,52,376,-0.1203,0.996174931068703,15,209,not significant
SLC22A14,-0.0644,0.9975610407095122,0.0001,-0.0395,1.0,52,376,-0.1663,1.0,15,209,not significant
CLEC3A,-0.0644,0.942520063980189,0.0017,-0.1209,0.9999689672426924,52,376,0.1893,0.9741047635699424,15,209,not significant
UBE2D1,-0.0643,0.988903223701504,0.0003,0.0169,0.9999689672426924,52,376,-0.0547,0.9944362529877536,15,209,not significant
SERPINA7,-0.0643,0.9538817707074796,0.0013,-0.0852,0.9999689672426924,52,376,0.0897,0.9872636093001865,15,209,not significant
WDR45,-0.0643,0.9935679037459302,0.0002,0.0352,0.9999689672426924,52,376,-0.5443,0.8801446036990509,15,209,not significant
ASCL2,-0.0642,0.9773106863644524,0.0006,-0.1215,0.9999689672426924,52,376,0.0641,0.9677476630852331,15,209,not significant
ZNF148,-0.0642,0.9743602883959254,0.0007,0.0253,0.9999689672426924,52,376,-0.1645,0.9492797224876868,15,209,not significant
ENPP3,-0.0642,0.9823944221865752,0.0005,0.046,0.9999689672426924,52,376,-0.299,0.9640694767018199,15,209,not significant
GTDC1,-0.0642,0.9823944221865752,0.0005,-0.1237,0.9999689672426924,52,376,0.0861,1.0,15,209,not significant
LAMC2,-0.0642,0.9823343175790452,0.0005,0.0821,0.9999689672426924,52,376,-0.4013,0.9311378960891055,15,209,not significant
DCAF12L1,-0.0642,0.9407777880428012,0.0017,-0.0063,0.9999689672426924,52,376,-0.2077,0.8801446036990509,15,209,not significant
ALKAL1,-0.0642,0.9823944221865752,0.0005,-0.1233,0.9999689672426924,52,376,0.085,0.9863389484109085,15,209,not significant
HAP1,-0.0642,0.9603915689894706,0.0011,0.0267,0.9999689672426924,52,376,-0.2414,0.9640694767018199,15,209,not significant
IQSEC1,-0.0642,0.9823944221865752,0.0005,-0.1669,0.9999689672426924,52,376,0.2397,0.9677476630852331,15,209,not significant
TSNAXIP1,-0.0641,0.9773106863644524,0.0006,0.1469,0.9999689672426924,52,376,-0.6075,0.8565507742402518,15,209,not significant
TFF3,-0.064,0.988903223701504,0.0003,-0.1809,0.9999689672426924,52,376,0.2932,0.9200234123462353,15,209,not significant
YPEL4,-0.064,0.9851360850459384,0.0004,-0.083,0.9999689672426924,52,376,-0.0363,0.9967766352539102,15,209,not significant
