cancer_type,gene,cohens_d,p_value,n_lost,n_intact,median_dep_lost,median_dep_intact,fdr,composite_score,gene_set
Pan-cancer (RAS-excluded),PIGS,-0.087,0.33328313670327303,67,585,-0.3138,-0.2814,0.942520063980189,0.0022,
Pan-cancer (RAS-excluded),FAT1,-0.087,0.5665647045134884,67,585,0.0511,0.0549,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),KIF20B,-0.087,0.6287985103075024,67,585,-0.2162,-0.1942,0.9839588188603887,0.0006,
Pan-cancer (RAS-excluded),DCC,-0.087,0.32581120733805424,67,585,0.0813,0.0979,0.942520063980189,0.0022,
Pan-cancer (RAS-excluded),AGAP1,-0.087,0.2866776481431291,67,585,-0.0477,-0.0303,0.9354612676893624,0.0025,
Pan-cancer (RAS-excluded),OR5T1,-0.0869,0.376996104157312,61,570,-0.0143,-0.0091,0.9574219831340668,0.0016,
Pan-cancer (RAS-excluded),TKTL1,-0.0869,0.3733866091740302,67,585,-0.0849,-0.0676,0.9540750340640276,0.0018,
Pan-cancer (RAS-excluded),PCNX2,-0.0869,0.871623979751572,67,585,-0.1075,-0.1179,0.9951664807975446,0.0002,
Pan-cancer (RAS-excluded),LDB1,-0.0869,0.6356193980096267,67,585,-0.212,-0.1895,0.9841370715577771,0.0006,
Pan-cancer (RAS-excluded),ACTG1,-0.0868,0.4019699097735434,67,585,-0.6953,-0.664,0.9622058440349461,0.0015,
Pan-cancer (RAS-excluded),SLC35F5,-0.0868,0.27057954850498045,67,585,-0.0151,0.0048,0.9317321247622332,0.0027,
Pan-cancer (RAS-excluded),SKAP2,-0.0868,0.7527803904899029,67,585,0.0605,0.0535,0.99105030703924,0.0003,
Pan-cancer (RAS-excluded),AGTR2,-0.0868,0.6032662160789168,67,585,0.0507,0.0575,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),STIM1,-0.0868,0.27779084007914123,67,585,-0.0409,-0.0136,0.9349363763347682,0.0025,
Pan-cancer (RAS-excluded),DHRS12,-0.0867,0.5814919089250885,67,585,-0.0751,-0.0707,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),EDA,-0.0867,0.48662635563559375,67,585,-0.031,-0.0211,0.9773106863644523,0.0009,
Pan-cancer (RAS-excluded),GAREM2,-0.0867,0.53141840217695,67,585,-0.1226,-0.1237,0.9796454175630602,0.0008,
Pan-cancer (RAS-excluded),CCDC125,-0.0867,0.34750070830274116,67,585,-0.1026,-0.0852,0.9474917726075525,0.002,
Pan-cancer (RAS-excluded),SPRR4,-0.0867,0.631717914378495,67,585,0.001,0.0109,0.9839588188603887,0.0006,
Pan-cancer (RAS-excluded),TBC1D14,-0.0866,0.17517447712039014,67,585,0.0169,0.0295,0.8943774342954771,0.0042,
Pan-cancer (RAS-excluded),AIG1,-0.0866,0.27028188871214276,67,585,-0.038,-0.0044,0.9317321247622332,0.0027,
Pan-cancer (RAS-excluded),CEP135,-0.0866,0.22084081722711746,67,585,-0.3022,-0.2663,0.9128392562700421,0.0034,
Pan-cancer (RAS-excluded),CNTFR,-0.0865,0.315138929545,67,585,-0.0165,-0.0089,0.942520063980189,0.0022,
Pan-cancer (RAS-excluded),TNFRSF13B,-0.0865,0.3837676723015798,67,585,-0.0421,-0.0409,0.9590704760851959,0.0016,
Pan-cancer (RAS-excluded),NPEPL1,-0.0865,0.3394781317929255,67,585,0.0538,0.0645,0.942520063980189,0.0022,
Pan-cancer (RAS-excluded),ZNF558,-0.0864,0.4772399981613371,67,585,0.0386,0.0571,0.9773106863644523,0.0009,
Pan-cancer (RAS-excluded),CACHD1,-0.0864,0.5372737773071281,67,585,-0.0264,-0.0157,0.9805451502182304,0.0007,
Pan-cancer (RAS-excluded),TOMM34,-0.0864,0.40120129334025656,67,585,0.1081,0.1087,0.9622058440349461,0.0014,
Pan-cancer (RAS-excluded),GNA11,-0.0864,0.6229771168411147,67,585,-0.1427,-0.1212,0.9835874510943056,0.0006,
Pan-cancer (RAS-excluded),SHKBP1,-0.0864,0.5354686757821772,67,585,-0.0675,-0.0695,0.9798437417542829,0.0008,
Pan-cancer (RAS-excluded),DOK7,-0.0864,0.2548265233461898,67,585,0.0295,0.0553,0.9292850091764348,0.0028,
Pan-cancer (RAS-excluded),PSMC6,-0.0864,0.39546484830567386,67,585,-1.8215,-1.8021,0.9603915689894706,0.0015,
Pan-cancer (RAS-excluded),STAT6,-0.0864,0.27028188871214276,67,585,-0.1216,-0.1037,0.9317321247622332,0.0027,
Pan-cancer (RAS-excluded),SNCAIP,-0.0863,0.2494385700796935,67,585,0.0336,0.0515,0.9273653328009505,0.0028,
Pan-cancer (RAS-excluded),XRCC2,-0.0863,0.46460171235176695,67,585,-0.4892,-0.452,0.9773106863644523,0.0009,
Pan-cancer (RAS-excluded),PCDHA4,-0.0862,0.4370600292365836,67,585,-0.1345,-0.1162,0.9684158207315386,0.0012,
Pan-cancer (RAS-excluded),TRPV3,-0.0862,0.3815284120538155,67,585,0.0519,0.0689,0.9589413673375511,0.0016,
Pan-cancer (RAS-excluded),MAN2B2,-0.0862,0.7146297931971897,67,585,0.0558,0.0579,0.9889032237015041,0.0004,
Pan-cancer (RAS-excluded),MSI1,-0.0862,0.18068622947570456,67,585,-0.1009,-0.0701,0.8974750085121491,0.004,
Pan-cancer (RAS-excluded),IL36B,-0.0861,0.8206995748564794,67,585,-0.1244,-0.1305,0.9943890855295312,0.0002,
Pan-cancer (RAS-excluded),PLEKHG5,-0.0861,0.40158549119399334,67,585,0.0049,0.0329,0.9622058440349461,0.0014,
Pan-cancer (RAS-excluded),SPRR2G,-0.0861,0.7169597528451603,67,567,-0.43,-0.4559,0.9889032237015041,0.0004,
Pan-cancer (RAS-excluded),SERTAD4,-0.086,0.32987320013863264,67,585,0.0423,0.0684,0.942520063980189,0.0022,
Pan-cancer (RAS-excluded),CDH22,-0.086,0.33706024505196863,67,585,-0.0003,0.022,0.942520063980189,0.0022,
Pan-cancer (RAS-excluded),CLK3,-0.086,0.8543999428402138,67,585,-0.0627,-0.0659,0.9949424194863865,0.0002,
Pan-cancer (RAS-excluded),KLHL1,-0.0859,0.5688849232075834,67,585,0.0375,0.0421,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),SET,-0.0858,0.5109624479856039,67,585,-0.1598,-0.159,0.9793104017325637,0.0008,
Pan-cancer (RAS-excluded),DTX1,-0.0858,0.47681571269523115,67,585,-0.0194,-0.0185,0.9773106863644523,0.0009,
Pan-cancer (RAS-excluded),RIMBP2,-0.0858,0.2866776481431291,67,585,0.0731,0.0804,0.9354612676893624,0.0025,
Pan-cancer (RAS-excluded),CD1B,-0.0858,0.419890796824827,67,585,0.0659,0.0658,0.9658239653851957,0.0013,
Pan-cancer (RAS-excluded),BCL10,-0.0857,0.2720712175864385,67,585,-0.0677,-0.0574,0.9317321247622332,0.0026,
Pan-cancer (RAS-excluded),FDCSP,-0.0857,0.309237871993992,67,585,0.059,0.0709,0.9407777880428012,0.0023,
Pan-cancer (RAS-excluded),CENPX,-0.0857,0.5114027271117294,67,585,-0.295,-0.277,0.9793104017325637,0.0008,
Pan-cancer (RAS-excluded),FEZF1,-0.0856,0.19823174874653493,67,585,0.1061,0.1336,0.9024949901071614,0.0038,
Pan-cancer (RAS-excluded),MRPS24,-0.0856,0.5596314099200941,67,585,-0.6143,-0.5801,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),HIF3A,-0.0856,0.3520881170792526,67,585,0.1047,0.1165,0.9477165051276428,0.002,
Pan-cancer (RAS-excluded),PSMC3,-0.0855,0.6042211915086202,67,585,-1.8375,-1.8457,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),CACNA1D,-0.0854,0.24385359965467335,67,585,-0.0095,0.0032,0.9227816508890756,0.003,
Pan-cancer (RAS-excluded),ZNF41,-0.0854,0.5772750847138705,67,585,0.0871,0.0895,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),ODAD3,-0.0854,0.8656959190719771,67,585,-0.0216,-0.0093,0.9951664807975446,0.0002,
Pan-cancer (RAS-excluded),ZNF623,-0.0854,0.8015856314162714,67,585,-0.0068,-0.0104,0.9935679037459302,0.0002,
Pan-cancer (RAS-excluded),TRIM39,-0.0853,0.5577895068080212,67,585,0.0257,0.0304,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),EGFLAM,-0.0853,0.40158549119399334,67,585,0.0216,0.0238,0.9622058440349461,0.0014,
Pan-cancer (RAS-excluded),DBT,-0.0853,0.5458895540901598,67,585,-0.0835,-0.085,0.9823343175790451,0.0007,
Pan-cancer (RAS-excluded),ELOB,-0.0853,0.999453665375108,67,585,-1.4981,-1.4709,0.9996766705997133,0.0,
Pan-cancer (RAS-excluded),LPAR5,-0.0852,0.9247178630017612,67,585,-0.0537,-0.0642,0.9975610407095122,0.0001,
Pan-cancer (RAS-excluded),OR10W1,-0.0852,0.37500381513936887,61,570,0.0186,0.0352,0.956227731692836,0.0017,
Pan-cancer (RAS-excluded),USP20,-0.0852,0.5013266380432289,67,585,-0.0202,-0.016,0.9780533072302401,0.0008,
Pan-cancer (RAS-excluded),EXOC8,-0.0852,0.49178793586742,67,585,-0.4781,-0.4498,0.9773106863644523,0.0008,
Pan-cancer (RAS-excluded),NAPG,-0.0852,0.6993580809758473,67,585,-0.7226,-0.7257,0.9886201045012537,0.0004,
Pan-cancer (RAS-excluded),FCER1G,-0.0852,0.3682619011937752,67,585,-0.0189,-0.0116,0.9538817707074795,0.0017,
Pan-cancer (RAS-excluded),UBALD2,-0.0852,0.6842070358290486,67,585,-0.135,-0.1137,0.987121351851376,0.0005,
Pan-cancer (RAS-excluded),TMEM63B,-0.0852,0.23999675626480088,67,585,-0.0556,-0.0287,0.921363539366387,0.003,
Pan-cancer (RAS-excluded),ZNF630,-0.0852,0.5843111032025117,67,585,0.1394,0.1604,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),ABCC11,-0.0851,0.8111285290626542,67,585,0.0688,0.0623,0.9935679037459302,0.0002,
Pan-cancer (RAS-excluded),GPAT4,-0.0851,0.33431053790100296,67,585,0.0727,0.095,0.942520063980189,0.0022,
Pan-cancer (RAS-excluded),TBC1D25,-0.085,0.21546599424330537,67,585,-0.0104,-0.0051,0.9105634557569429,0.0035,
Pan-cancer (RAS-excluded),DESI1,-0.085,0.33740497795849544,67,585,-0.1499,-0.1385,0.942520063980189,0.0022,
Pan-cancer (RAS-excluded),ING5,-0.0849,0.5282789635163458,67,585,-0.0048,0.0064,0.9793628981094148,0.0008,
Pan-cancer (RAS-excluded),ARHGAP25,-0.0849,0.3920468976074446,67,585,0.0276,0.0364,0.9603915689894706,0.0015,
Pan-cancer (RAS-excluded),ACTN2,-0.0849,0.37375434139169983,67,585,-0.0252,-0.0067,0.9541271491307759,0.0017,
Pan-cancer (RAS-excluded),ACOT7,-0.0849,0.5999291611670305,67,585,0.0796,0.0892,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),SELENON,-0.0849,0.7564223905377773,67,585,-0.0419,-0.056,0.9914128545815925,0.0003,
Pan-cancer (RAS-excluded),TSFM,-0.0849,0.5707443605313275,67,585,-0.4347,-0.4155,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),RPAP3,-0.0849,0.7079975874864599,67,585,-0.6914,-0.7022,0.9886359968543719,0.0004,
Pan-cancer (RAS-excluded),FPR2,-0.0849,0.3254741821779986,67,585,0.0394,0.0564,0.942520063980189,0.0022,
Pan-cancer (RAS-excluded),CHADL,-0.0848,0.5513661720158887,67,585,-0.0309,-0.022,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),GOLPH3L,-0.0848,0.36571604558023607,67,585,-0.1188,-0.106,0.9538817707074795,0.0017,
Pan-cancer (RAS-excluded),DBNDD2,-0.0848,0.3781845920152921,67,585,0.1527,0.1523,0.9579358552657441,0.0016,
Pan-cancer (RAS-excluded),CHST1,-0.0848,0.5970754951131876,67,585,0.0332,0.0297,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),NCR3LG1,-0.0848,0.6018350272795532,67,585,-0.1098,-0.0987,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),FAM186A,-0.0847,0.599453121724908,67,585,-0.1462,-0.1507,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),LSP1,-0.0847,0.13605210904173162,67,585,-0.0284,0.0147,0.887094148871769,0.0044,
Pan-cancer (RAS-excluded),ZSWIM7,-0.0847,0.3920468976074446,67,585,-0.1231,-0.1068,0.9603915689894706,0.0015,
Pan-cancer (RAS-excluded),CUL3,-0.0847,0.5481681971546426,67,585,-0.5254,-0.525,0.9823944221865751,0.0007,
Pan-cancer (RAS-excluded),FUNDC2,-0.0847,0.6263700967046909,67,585,0.0127,0.0164,0.9839588188603887,0.0006,
Pan-cancer (RAS-excluded),MARCHF3,-0.0847,0.39810084632056475,61,570,-0.0833,-0.0734,0.9604607430076788,0.0015,
Pan-cancer (RAS-excluded),AKR1D1,-0.0847,0.4591834959291514,67,585,-0.1127,-0.0848,0.9750777047167088,0.0009,
Pan-cancer (RAS-excluded),HOPX,-0.0846,0.36065738554991167,67,585,0.004,0.0241,0.9507420729631676,0.0019,
Pan-cancer (RAS-excluded),ASIC3,-0.0846,0.7362023497440975,67,585,0.0944,0.0864,0.9889032237015041,0.0004,
Pan-cancer (RAS-excluded),TMEM201,-0.0845,0.31811702481385595,67,585,-0.212,-0.181,0.942520063980189,0.0022,
Pan-cancer (RAS-excluded),CYP39A1,-0.0845,0.7259025410114817,67,585,0.0862,0.0839,0.9889032237015041,0.0004,
Pan-cancer (RAS-excluded),CAPZA3,-0.0845,0.3752275102219854,67,585,0.1622,0.1692,0.9562541907035844,0.0016,
Pan-cancer (RAS-excluded),ERO1B,-0.0845,0.5449794137508475,67,585,-0.0058,0.0198,0.9823343175790451,0.0007,
Pan-cancer (RAS-excluded),GATA2,-0.0845,0.3467983427483621,67,585,0.0357,0.053,0.9474917726075525,0.002,
Pan-cancer (RAS-excluded),TANC2,-0.0844,0.3056678514081286,67,585,0.0112,0.0261,0.9393476063473825,0.0023,
Pan-cancer (RAS-excluded),SMPDL3B,-0.0844,0.29166202171201694,67,585,0.0231,0.0359,0.9363995902091631,0.0024,
Pan-cancer (RAS-excluded),HNF1A,-0.0844,0.6917671348149423,67,585,-0.0774,-0.0953,0.9879003260884621,0.0004,
Pan-cancer (RAS-excluded),OR13D1,-0.0843,0.4419506149635476,61,570,-0.078,-0.0679,0.9693720461053666,0.0011,
Pan-cancer (RAS-excluded),KCNK1,-0.0843,0.8015856314162714,67,585,0.0815,0.0688,0.9935679037459302,0.0002,
Pan-cancer (RAS-excluded),SLC35D1,-0.0842,0.5118432042453921,67,585,-0.17,-0.155,0.9793104017325637,0.0008,
Pan-cancer (RAS-excluded),TRPM5,-0.0842,0.6171791921647678,67,585,-0.0732,-0.0619,0.9826185942755306,0.0006,
Pan-cancer (RAS-excluded),STOML3,-0.0842,0.5726066875116758,67,585,0.1321,0.1356,0.9823944221865751,0.0006,
Pan-cancer (RAS-excluded),PIN1,-0.0841,0.5061324794795352,67,585,-0.0398,-0.0367,0.978185255550805,0.0008,
Pan-cancer (RAS-excluded),GPR176,-0.0841,0.4832016359228647,67,585,-0.0314,-0.0229,0.9773106863644523,0.0008,
Pan-cancer (RAS-excluded),CXCL2,-0.0841,0.6533002273178885,67,585,-0.2183,-0.2023,0.9851360850459383,0.0005,
Pan-cancer (RAS-excluded),GARIN2,-0.0841,0.7264163738954222,67,585,0.142,0.1416,0.9889032237015041,0.0004,
Pan-cancer (RAS-excluded),LRIG2,-0.0841,0.8813398655012892,67,585,-0.0715,-0.0754,0.9958888902424653,0.0002,
Pan-cancer (RAS-excluded),SLC7A14,-0.084,0.41087233129790013,67,585,0.0285,0.0472,0.9651016409936232,0.0013,
Pan-cancer (RAS-excluded),CAPN2,-0.0839,0.624914988392595,67,585,0.0071,0.0209,0.9839588188603887,0.0006,
Pan-cancer (RAS-excluded),INPP4A,-0.0839,0.4832016359228647,67,585,-0.0971,-0.0988,0.9773106863644523,0.0008,
Pan-cancer (RAS-excluded),FKBP8,-0.0839,0.9830648970516492,67,585,-0.2302,-0.2202,0.9983658360500032,0.0001,
Pan-cancer (RAS-excluded),ACSF3,-0.0839,0.4230547195154304,67,585,0.102,0.1006,0.9658317839680748,0.0013,
Pan-cancer (RAS-excluded),SCTR,-0.0839,0.9830648970516492,67,585,-0.0549,-0.0533,0.9983658360500032,0.0001,
Pan-cancer (RAS-excluded),NOVA1,-0.0838,0.6346430729543003,67,585,0.0245,0.0306,0.9841370715577771,0.0006,
Pan-cancer (RAS-excluded),CREB3L4,-0.0838,0.4738515057080044,67,585,-0.0367,-0.0186,0.9773106863644523,0.0008,
Pan-cancer (RAS-excluded),GOLGA5,-0.0837,0.703927173590417,67,585,-0.0697,-0.0644,0.9886201045012537,0.0004,
Pan-cancer (RAS-excluded),E2F7,-0.0837,0.5436156175787092,67,585,0.0949,0.0962,0.9823343175790451,0.0006,
Pan-cancer (RAS-excluded),CACFD1,-0.0837,0.47216223198467666,67,585,0.0552,0.0661,0.9773106863644523,0.0008,
Pan-cancer (RAS-excluded),NT5E,-0.0836,0.451328622510901,67,585,0.0062,0.0048,0.9736253044084415,0.001,
Pan-cancer (RAS-excluded),AJAP1,-0.0836,0.3415594372900739,67,585,0.0335,0.0593,0.9433353528665482,0.0021,
Pan-cancer (RAS-excluded),CHAF1B,-0.0835,0.3171222843167264,67,585,-2.4327,-2.3819,0.942520063980189,0.0021,
Pan-cancer (RAS-excluded),FAM193B,-0.0835,0.5904410754138432,67,585,-0.0424,-0.0464,0.9823944221865751,0.0006,
Pan-cancer (RAS-excluded),ZNF385A,-0.0835,0.42862504705647797,67,585,-0.1106,-0.0931,0.9677254745366037,0.0012,
Pan-cancer (RAS-excluded),TMEM14B,-0.0834,0.648368772853356,67,585,-0.1243,-0.1275,0.9851360850459383,0.0005,
Pan-cancer (RAS-excluded),PRDX4,-0.0834,0.8351059100920153,67,585,-0.0704,-0.0753,0.9944547156000131,0.0002,
Pan-cancer (RAS-excluded),ZNF25,-0.0833,0.4742743426727727,67,585,0.0428,0.051,0.9773106863644523,0.0008,
Pan-cancer (RAS-excluded),DEFA4,-0.0833,0.4496847056177339,67,585,0.05,0.0668,0.9726533723077908,0.001,
Pan-cancer (RAS-excluded),PRND,-0.0833,0.4435503423746917,67,585,0.0643,0.077,0.9700330758776189,0.0011,
Pan-cancer (RAS-excluded),KRTAP10-10,-0.0833,0.5026349206326062,67,585,0.0784,0.0915,0.9781578860281378,0.0008,
Pan-cancer (RAS-excluded),RFX8,-0.0833,0.2463558715501113,67,585,-0.0991,-0.0743,0.924417294865807,0.0028,
Pan-cancer (RAS-excluded),KCNQ4,-0.0833,0.607568937126014,67,585,-0.035,-0.0498,0.9823944221865751,0.0006,
Pan-cancer (RAS-excluded),SAMSN1,-0.0833,0.37596543810129557,67,585,0.0951,0.113,0.956639175620027,0.0016,
Pan-cancer (RAS-excluded),SEZ6L2,-0.0833,0.5536560410804169,67,585,-0.0016,-0.0066,0.9823944221865751,0.0006,
Pan-cancer (RAS-excluded),EFHC1,-0.0833,0.4120420873642706,67,585,-0.1105,-0.0838,0.9651016409936232,0.0013,
Pan-cancer (RAS-excluded),TMEM183A,-0.0832,0.38339390457847433,67,585,-0.4974,-0.4715,0.9590704760851959,0.0015,
Pan-cancer (RAS-excluded),CELF5,-0.0832,0.5909138354482621,67,585,-0.1373,-0.1219,0.9823944221865751,0.0006,
Pan-cancer (RAS-excluded),XKR4,-0.0832,0.7141188500926965,67,585,0.036,0.0222,0.9889032237015041,0.0004,
Pan-cancer (RAS-excluded),NAP1L2,-0.0831,0.2900981867857836,67,585,0.1167,0.1362,0.9362321459486599,0.0024,
Pan-cancer (RAS-excluded),TMEM59L,-0.0831,0.6983441968261292,67,585,-0.0637,-0.0656,0.9886201045012537,0.0004,
Pan-cancer (RAS-excluded),TRANK1,-0.0831,0.5193614958299309,67,585,-0.0672,-0.0583,0.9793104017325637,0.0008,
Pan-cancer (RAS-excluded),MYO5B,-0.0831,0.6370850734044209,67,585,0.0545,0.0567,0.9844353206659481,0.0006,
Pan-cancer (RAS-excluded),SNX8,-0.0831,0.4575235019598146,67,585,-0.02,0.0021,0.9743602883959254,0.0009,
Pan-cancer (RAS-excluded),APBB2,-0.0831,0.3319164416667607,67,585,0.0725,0.0911,0.942520063980189,0.0021,
Pan-cancer (RAS-excluded),NAB2,-0.083,0.5144902186054936,67,585,-0.1124,-0.0935,0.9793104017325637,0.0008,
Pan-cancer (RAS-excluded),RBMXL2,-0.083,0.654288347033327,67,585,0.0606,0.0723,0.9851360850459383,0.0005,
Pan-cancer (RAS-excluded),NEK1,-0.083,0.7110558898070158,67,585,-0.0585,-0.059,0.988827606648798,0.0004,
Pan-cancer (RAS-excluded),MFSD4B,-0.0829,0.5942280197198155,67,585,0.0015,0.0051,0.9823944221865751,0.0006,
Pan-cancer (RAS-excluded),LIG4,-0.0829,0.5942280197198155,67,585,-0.0872,-0.0652,0.9823944221865751,0.0006,
Pan-cancer (RAS-excluded),PRDM16,-0.0829,0.6696807919054544,67,585,-0.0715,-0.065,0.9857327997751821,0.0005,
Pan-cancer (RAS-excluded),OR6F1,-0.0829,0.5418460075695352,61,570,-0.0364,-0.018,0.9815963590350913,0.0007,
Pan-cancer (RAS-excluded),SCHIP1,-0.0828,0.3478522301642696,67,585,-0.0068,0.0062,0.9474917726075525,0.0019,
Pan-cancer (RAS-excluded),TMEM14C,-0.0828,0.4258345679033153,67,585,0.0643,0.0884,0.9664143319927031,0.0012,
Pan-cancer (RAS-excluded),FUT4,-0.0827,0.9209114323982054,67,585,-0.1165,-0.131,0.9975610407095122,0.0001,
Pan-cancer (RAS-excluded),RBM15B,-0.0827,0.4625135844705902,67,585,-0.0787,-0.0712,0.9764901781634467,0.0009,
Pan-cancer (RAS-excluded),TOPAZ1,-0.0827,0.4374640649113526,67,585,0.0195,0.0304,0.9684158207315386,0.0012,
Pan-cancer (RAS-excluded),MKI67,-0.0827,0.5550321947180097,67,585,-0.1508,-0.1449,0.9823944221865751,0.0006,
Pan-cancer (RAS-excluded),INVS,-0.0827,0.45215185435209226,67,585,0.0786,0.0913,0.9738036437432976,0.001,
Pan-cancer (RAS-excluded),SF3B6,-0.0827,0.33396784419662273,67,585,-1.5343,-1.527,0.942520063980189,0.0021,
Pan-cancer (RAS-excluded),MPPED1,-0.0826,0.3574286907976951,67,585,-0.0726,-0.054,0.9501933068485502,0.0018,
Pan-cancer (RAS-excluded),DCUN1D3,-0.0826,0.518030608639735,67,585,0.1411,0.1374,0.9793104017325637,0.0007,
Pan-cancer (RAS-excluded),PLA2G7,-0.0826,0.6341551485213318,67,585,-0.0055,-0.0105,0.9841370715577771,0.0006,
Pan-cancer (RAS-excluded),PLEKHF2,-0.0825,0.5229191369885683,67,585,-0.0344,-0.0147,0.9793104017325637,0.0007,
Pan-cancer (RAS-excluded),ITM2B,-0.0825,0.5768074392157089,67,585,-0.1724,-0.175,0.9823944221865751,0.0006,
Pan-cancer (RAS-excluded),NOTCH1,-0.0825,0.3542182549146179,67,585,-0.0065,0.0056,0.948859086379164,0.0019,
Pan-cancer (RAS-excluded),ZNF622,-0.0824,0.4132138162012077,67,585,-0.2547,-0.2483,0.9652013291539714,0.0013,
Pan-cancer (RAS-excluded),CDC23,-0.0824,0.7289873808973882,67,585,-2.3211,-2.2913,0.9889032237015041,0.0004,
Pan-cancer (RAS-excluded),MBD4,-0.0824,0.9046197428186926,67,585,-0.0958,-0.1041,0.9970947017753858,0.0001,
Pan-cancer (RAS-excluded),RIN2,-0.0824,0.3697216165532866,67,585,-0.0061,0.0055,0.9538817707074795,0.0017,
Pan-cancer (RAS-excluded),FLG,-0.0824,0.6826987767197745,67,585,0.0557,0.0639,0.987121351851376,0.0005,
Pan-cancer (RAS-excluded),SFRP4,-0.0823,0.34855595195869915,67,585,0.0304,0.0357,0.947632849266629,0.0019,
Pan-cancer (RAS-excluded),LARP1,-0.0823,0.503508110755797,67,585,-0.2729,-0.259,0.978185255550805,0.0008,
Pan-cancer (RAS-excluded),POLD3,-0.0823,0.4755440965031206,67,585,-1.7563,-1.7358,0.9773106863644523,0.0008,
Pan-cancer (RAS-excluded),HSD3B1,-0.0823,0.4187079202305617,67,585,-0.2031,-0.1876,0.9658239653851957,0.0012,
Pan-cancer (RAS-excluded),PPIF,-0.0823,0.4439578068687119,67,585,-0.0581,-0.0566,0.9704507417972538,0.0011,
Pan-cancer (RAS-excluded),SERPINH1,-0.0823,0.3002045122952174,67,585,0.1321,0.137,0.9393476063473825,0.0022,
Pan-cancer (RAS-excluded),ACTL8,-0.0823,0.2723702256318359,67,585,-0.028,-0.0079,0.9317321247622332,0.0025,
Pan-cancer (RAS-excluded),PCP2,-0.0823,0.6263700967046909,67,585,-0.0553,-0.0509,0.9839588188603887,0.0006,
Pan-cancer (RAS-excluded),MSMB,-0.0822,0.5890238410734538,67,585,-0.0363,-0.0336,0.9823944221865751,0.0006,
Pan-cancer (RAS-excluded),GABBR1,-0.0822,0.6210418529689437,67,585,-0.0427,-0.0406,0.9833025576676493,0.0006,
Pan-cancer (RAS-excluded),FBXO33,-0.0822,0.6857165556109943,67,585,-0.0691,-0.0688,0.987121351851376,0.0005,
Pan-cancer (RAS-excluded),TCF7L1,-0.0821,0.3363714588409722,67,585,-0.1768,-0.1618,0.942520063980189,0.0021,
Pan-cancer (RAS-excluded),TMEM74,-0.0821,0.8127217856115854,67,585,0.1073,0.1082,0.9935679037459302,0.0002,
Pan-cancer (RAS-excluded),CYBA,-0.0821,0.5193614958299309,67,585,-0.0485,-0.0428,0.9793104017325637,0.0007,
Pan-cancer (RAS-excluded),MEAK7,-0.0821,0.7054525924679884,67,585,-0.1059,-0.1084,0.9886201045012537,0.0004,
Pan-cancer (RAS-excluded),RUFY3,-0.0821,0.31977946357144327,67,585,0.0293,0.0334,0.942520063980189,0.0021,
Pan-cancer (RAS-excluded),CHRNE,-0.0821,0.3931842183540656,67,585,-0.0592,-0.0497,0.9603915689894706,0.0014,
Pan-cancer (RAS-excluded),MMADHC,-0.0821,0.5000201612621692,67,585,-0.0334,-0.0323,0.9773106863644523,0.0008,
Pan-cancer (RAS-excluded),HSF1,-0.0821,0.6459087997272561,67,585,-0.473,-0.466,0.9851360850459383,0.0005,
Pan-cancer (RAS-excluded),CSF1R,-0.082,0.5323171189053908,67,585,-0.0364,-0.0273,0.9796454175630602,0.0007,
Pan-cancer (RAS-excluded),LRIG1,-0.082,0.16788114787865172,67,585,0.0035,0.0262,0.8943774342954771,0.004,
Pan-cancer (RAS-excluded),OR52M1,-0.082,0.4397601219486892,61,570,-0.0532,-0.0435,0.9685914979182035,0.0011,
Pan-cancer (RAS-excluded),SRI,-0.0819,0.9852498042357065,67,585,-0.1655,-0.1608,0.9984922868374603,0.0001,
Pan-cancer (RAS-excluded),ATP5PO,-0.0819,0.7248752454519312,67,585,-0.3739,-0.373,0.9889032237015041,0.0004,
Pan-cancer (RAS-excluded),PLEKHN1,-0.0819,0.5300717710195678,67,585,-0.219,-0.199,0.9793628981094148,0.0007,
Pan-cancer (RAS-excluded),EPHB4,-0.0819,0.4097045496083367,67,585,0.0336,0.0429,0.9651016409936232,0.0013,
Pan-cancer (RAS-excluded),FERRY3,-0.0819,0.9612255130662657,67,585,0.0609,0.05,0.9975894567911703,0.0001,
Pan-cancer (RAS-excluded),RAB32,-0.0819,0.49437970209732274,67,585,0.0888,0.0992,0.9773106863644523,0.0008,
Pan-cancer (RAS-excluded),GSG1L,-0.0818,0.4069874126757901,67,585,-0.0124,-0.0078,0.9633915903220583,0.0013,
