treatment_id,drug_name,cohens_d,p_value,n_lost,n_intact,median_sens_lost,median_sens_intact,fdr
BRD:BRD-K28343777-001-01-6,,0.0614,0.5955963325048008,85,465,0.1902,0.1689,0.9063560819149624
BRD:BRD-K28346421-001-06-8,,-0.1623,0.1812248590790514,75,393,-1.2472,-1.1638,0.6807771139331147
BRD:BRD-K28352084-001-02-3,,0.3901,0.00019024105396222164,85,469,0.0007,-0.4865,0.02117601240005713
BRD:BRD-K28360340-001-08-3,,-0.1956,0.19367362773096286,77,447,-1.2647,-1.0868,0.6928852546948877
BRD:BRD-K28383148-001-01-4,,-0.2144,0.12202854014502924,84,470,0.0942,0.1445,0.611782857618898
BRD:BRD-K28392481-001-05-1,,0.0065,0.9599592457983119,85,464,-0.2436,-0.2423,0.9929870443460241
BRD:BRD-K28405228-001-06-7,,0.1312,0.09169888804153116,85,465,0.0622,-0.0026,0.5613084332587877
BRD:BRD-K28428262-001-04-1,,-0.1124,0.3542536462628185,85,464,0.3835,0.4033,0.8047431973455409
BRD:BRD-K28442028-001-01-3,,0.0225,0.8464593515746633,85,473,0.0058,-0.0027,0.9679115859198323
BRD:BRD-K28453807-003-11-2,,-0.034,0.6704575614673876,80,425,0.1043,0.1256,0.9345391295792171
BRD:BRD-K28456624-001-01-1,,0.2227,0.07091623030688071,85,465,0.2676,0.1498,0.5221658839705577
BRD:BRD-K28492574-001-01-6,,-0.1273,0.16328262709730668,85,469,-0.0715,0.0126,0.6578921723990885
BRD:BRD-K28494619-001-28-2,,-0.0348,0.998528083495327,85,468,0.3644,0.3465,0.9997059402732631
BRD:BRD-K28537285-001-01-8,,-0.0599,0.4924726982841693,85,451,0.0254,0.0899,0.8616376304402341
BRD:BRD-K28542495-003-13-5,,-0.2482,0.07888080782071008,84,458,-1.1191,-1.0488,0.5384394111141665
BRD:BRD-K28567778-001-02-7,neuropathiazol,-0.0341,0.38138960679461686,118,756,0.0326,0.0721,0.8200238854133782
BRD:BRD-K28570407-001-02-0,,0.0385,0.8208288161563072,85,464,0.0401,0.0468,0.9650209892770366
BRD:BRD-K28571773-001-01-6,,-0.1803,0.10928226331736411,74,393,-2.0633,-1.8405,0.5883720835378041
BRD:BRD-K28578425-001-07-0,,-0.0356,0.5914759111739689,83,467,-0.134,-0.0957,0.9050713602848852
BRD:BRD-K28595280-001-04-5,,0.1448,0.1817951889861723,85,468,0.2379,0.214,0.6807771139331147
BRD:BRD-K28639661-001-01-6,,-0.1545,0.3428886001907423,75,393,0.1037,0.1313,0.7992588103616552
BRD:BRD-K28667793-001-28-1,,-0.0388,0.8931516161485704,84,470,-0.2319,-0.1833,0.9762073154752694
BRD:BRD-K28687144-001-08-7,,0.1733,0.3041082825908129,85,451,0.0183,0.0112,0.7837180946457892
BRD:BRD-K28690501-001-02-1,,0.0147,0.9650673010221897,85,465,0.1088,0.1238,0.9932737385005423
BRD:BRD-K28761384-300-01-0,,0.0068,0.8105840170135248,85,473,-0.1361,-0.1307,0.9648657494275317
BRD:BRD-K28761891-001-10-1,,0.0604,0.675107158556235,85,472,0.2534,0.1999,0.9347421017913686
BRD:BRD-K28822270-001-01-1,,-0.1239,0.21870104882255714,85,465,-1.6076,-1.4306,0.7198158611270785
BRD:BRD-K28824103-001-02-8,,-0.1267,0.2849942742952266,77,447,0.1847,0.2652,0.7755867175586002
BRD:BRD-K28824103-001-04-4,,-0.0638,0.3887925453842208,85,465,0.0789,0.1269,0.8232422104085182
BRD:BRD-K28849549-001-13-4,,0.0758,0.3440897794787682,77,447,0.2571,0.213,0.7999251352665686
BRD:BRD-K28861668-001-01-9,,-0.0395,0.9459813213160984,85,469,-0.0175,-0.0095,0.9914866221011507
BRD:BRD-K28863208-001-02-0,,-0.0681,0.5368438047399153,85,465,0.1137,0.1446,0.8790446158864786
BRD:BRD-K28907958-001-04-3,,-0.0358,0.5074047996139601,84,471,-2.0279,-1.7828,0.8661612496858204
BRD:BRD-K28912512-001-23-2,,0.1667,0.1781083506318334,85,464,0.453,0.4145,0.6779781463611096
BRD:BRD-K28935038-002-03-9,loracarbef,0.1042,0.4465632143426759,118,754,-0.0864,-0.1074,0.843677409104494
BRD:BRD-K28936863-051-33-0,Ketotifen (fumarate) - QC Failure,-0.0763,0.5261308404144229,85,465,0.0603,0.0876,0.8761720906002012
BRD:BRD-K28965160-001-01-1,,0.2885,0.012133821799405333,85,465,0.1424,-0.1759,0.23333864261524725
BRD:BRD-K28971625-003-01-4,,0.0665,0.41067144262861,84,458,0.1024,0.042,0.8308876923266573
BRD:BRD-K28982731-001-01-6,,-0.0895,0.5273739064306118,85,468,0.1231,0.1602,0.8762997013966419
BRD:BRD-K29066607-001-02-9,D-157495,0.0876,0.30421763572299454,117,757,-0.5383,-0.6116,0.7837180946457892
BRD:BRD-K29133151-001-03-2,,0.1413,0.591487161822585,85,465,0.3788,0.4296,0.9050713602848852
BRD:BRD-K29151923-001-01-5,,0.2008,0.1139306388898627,74,393,0.1341,0.0523,0.596444902129659
BRD:BRD-K29173907-001-09-2,,0.1915,0.06462123651172262,85,471,0.1991,0.0837,0.5043427539248236
BRD:BRD-K29220403-001-10-8,,-0.1934,0.11614917775406153,78,457,-0.3306,-0.16,0.6006495940213844
BRD:BRD-K29254801-001-14-7,,-0.1321,0.3052094673542022,85,468,-1.5371,-1.4131,0.7840668661454693
BRD:BRD-K29313239-005-10-9,4-DAMP,-0.208,0.06809472166863562,118,754,-0.0632,0.0225,0.513128124195848
BRD:BRD-K29322660-001-01-9,,0.0189,0.6547348890813314,85,473,-0.4069,-0.4481,0.9292746439929431
BRD:BRD-K29328421-001-01-6,,0.0086,0.9195979560214105,74,393,0.0316,0.0098,0.985335351331131
BRD:BRD-K29343434-001-02-9,BMS-906024,0.0117,0.8504949607799022,117,757,-0.0898,-0.1012,0.9686519762270875
BRD:BRD-K29359156-001-30-1,,-0.1163,0.28243136484117937,85,473,-0.1585,-0.1412,0.7752774621632503
BRD:BRD-K29392254-001-02-2,,0.0184,0.9620103240436395,80,445,0.0212,0.0538,0.9929870443460241
BRD:BRD-K29395450-001-06-8,,0.1471,0.31791044281555336,85,468,0.2186,0.1816,0.7869673870564223
BRD:BRD-K29415052-050-04-8,,-0.1174,0.3185615065770955,85,473,-4.1688,-4.043,0.7869673870564223
BRD:BRD-K29424831-003-01-3,TCS-OX2-29,0.0738,0.6607706313730912,118,754,-0.0066,-0.0205,0.9321508565886156
BRD:BRD-K29458283-001-29-9,,-0.1067,0.46331972656516907,85,465,-0.3107,-0.2596,0.8517612505678006
BRD:BRD-K29462201-001-01-9,,-0.1821,0.11497675776636682,85,463,-0.0055,0.0749,0.5985935396592
BRD:BRD-K29530284-001-06-2,,0.0035,0.5966256560526837,85,465,0.4112,0.3722,0.9063560819149624
BRD:BRD-K29542628-001-03-9,,0.0757,0.5625469388272142,85,463,-0.9662,-0.9875,0.8914845962822272
BRD:BRD-K29546239-001-02-3,,0.137,0.4522948696319614,85,462,0.0516,0.0772,0.8469844485713784
BRD:BRD-K29562203-004-12-9,SCH-202676,-0.0066,0.7414208687618842,118,754,-0.5442,-0.5857,0.9503985145974204
BRD:BRD-K29570907-001-07-3,,-0.0107,0.819359512338828,85,450,0.0764,0.0763,0.9650209892770366
BRD:BRD-K29582115-066-01-2,,-0.0119,0.8039673503066358,84,458,-0.258,-0.2241,0.963342582401952
BRD:BRD-K29582677-300-10-6,,0.0238,0.7503397897719328,78,457,-0.1971,-0.1417,0.9539449375117506
BRD:BRD-K29626940-001-01-5,,0.0191,0.874475415998278,84,451,0.1292,0.1372,0.9715720059499116
BRD:BRD-K29653726-001-13-4,,0.0648,0.8278073236459987,84,471,0.1322,0.1416,0.9669710646967267
BRD:BRD-K29656036-001-02-5,,0.046,0.49752162214794815,84,471,0.2027,0.1249,0.8635196831595705
BRD:BRD-K29660062-300-01-2,,0.0387,0.7686941142075021,71,371,-0.224,-0.2764,0.9583533458244655
BRD:BRD-K29668683-300-02-2,,0.2136,0.23540752208860105,84,471,0.255,0.2416,0.740390060506859
BRD:BRD-K29673530-001-05-4,,-0.0665,0.299229299246078,84,471,-0.3515,-0.283,0.7816565833040109
BRD:BRD-K29713308-001-01-7,,0.1295,0.33500616184776133,85,468,0.211,0.1701,0.7945790346143606
BRD:BRD-K29713308-077-04-1,,0.0458,0.628927708926305,85,465,-0.7414,-0.7628,0.9197725145590767
BRD:BRD-K29735307-001-02-9,,-0.0187,0.6861522073703359,85,473,0.0667,0.0322,0.936288884253332
BRD:BRD-K29812331-011-01-7,,-0.0357,0.3588843836326522,84,451,-0.2014,-0.1689,0.8100826420902568
BRD:BRD-K29834313-001-01-4,,0.0115,0.7166166734130968,85,465,-0.0391,-0.0958,0.9461413992644306
BRD:BRD-K29895144-001-01-0,,-0.0947,0.34051420096458773,84,471,-0.1571,-0.0833,0.7976764816038115
BRD:BRD-K29905972-001-06-3,,-0.2353,0.06965020402985216,85,465,-0.7529,-0.5009,0.5176290603129526
BRD:BRD-K29918010-003-04-1,,-0.0194,0.7047496882924831,85,468,-0.161,-0.1863,0.9425714840698147
BRD:BRD-K29950728-048-17-4,,-0.0584,0.47013652051391197,85,465,-0.0701,0.0269,0.8560622598914716
BRD:BRD-K29968218-001-03-2,,-0.1551,0.15930912756360782,85,465,-1.9722,-1.5644,0.6544544365756112
BRD:BRD-K30019776-003-01-5,,-0.0901,0.8936825733423085,77,447,-0.1608,-0.1811,0.9762073154752694
BRD:BRD-K30020243-051-02-5,,-0.0326,0.5930265741216922,85,465,0.3529,0.3698,0.9052721309096876
BRD:BRD-K30114692-001-15-9,,0.2223,0.03907338230242748,84,458,0.1878,0.0974,0.40631130075618294
BRD:BRD-K30126819-304-02-7,,-0.161,0.20329481511645775,84,471,0.0905,0.1502,0.7072398068473184
BRD:BRD-K30159788-001-01-9,,-0.1265,0.16561708918274132,84,451,0.0536,0.1072,0.6614941385593022
BRD:BRD-K30177383-001-02-9,dalbavancin,-0.205,0.010981628600905758,118,754,-6.5424,-6.1971,0.22527268338413928
BRD:BRD-K30185465-001-03-0,,-0.1407,0.3863763849555507,74,393,0.0656,0.1099,0.8219548033014735
BRD:BRD-K30213273-001-01-6,,0.0523,0.8194113778876501,85,469,-0.0248,-0.0069,0.9650209892770366
BRD:BRD-K30233223-001-04-9,A-485,0.3826,6.951511532639676e-05,118,756,-0.613,-1.0513,0.010883802748116298
BRD:BRD-K30237152-300-02-5,,-0.1044,0.2253100436323222,85,463,0.0158,0.0639,0.7265575595410246
BRD:BRD-K30240666-051-15-9,,0.0085,0.9068927631987392,85,468,0.1282,0.1312,0.9802774226381721
BRD:BRD-K30284967-001-02-9,6-aminopenicillanic-acid,0.0294,0.5659262168569098,118,754,0.0044,0.0243,0.8929164494130424
BRD:BRD-K30331124-001-01-7,ASC-J9,-0.2373,0.07659923414288891,84,471,0.0916,0.137,0.5334449229027853
BRD:BRD-K30331124-001-04-9,ASC-J9,-0.0998,0.2592226182094306,117,752,-0.0771,-0.0283,0.7605863213697112
BRD:BRD-K30360804-001-02-9,buramate,0.0119,0.8030549376165665,118,754,0.0447,0.0146,0.963342582401952
BRD:BRD-K30373883-001-02-8,,-0.1571,0.22165778410549153,84,458,-0.184,-0.1354,0.7232691138566046
BRD:BRD-K30374899-001-09-3,,0.2348,0.04823891330317566,85,465,0.2125,0.1315,0.4490254530412076
BRD:BRD-K30421593-050-04-9,,0.2254,0.030658112154604338,84,471,-0.027,-0.106,0.3632959538041247
BRD:BRD-K30421675-001-04-9,JNJ-64619178,0.102,0.26157033758954973,117,752,-1.3959,-1.5295,0.7611596524397584
BRD:BRD-K30425481-003-02-9,L-760735,-0.0583,0.6758279795721446,118,756,-0.0993,-0.0764,0.9347421017913686
BRD:BRD-K30431096-004-01-3,,-0.1555,0.175492035011108,84,458,-0.0301,0.0491,0.6736821044907023
BRD:BRD-K30466858-001-09-6,,0.0027,0.9843843042793625,84,471,0.0157,0.0274,0.997756295873544
BRD:BRD-K30480208-001-18-5,,0.0185,0.8982485742960022,85,473,-0.3052,-0.3126,0.977184380136015
BRD:BRD-K30485548-050-01-6,,0.0684,0.31208041079615045,85,451,0.0263,0.0108,0.7869673870564223
BRD:BRD-K30519779-001-03-1,,-0.1003,0.3174990688600261,85,473,-0.2577,-0.2279,0.7869673870564223
BRD:BRD-K30550578-001-01-3,,-0.0545,0.5711329848243978,85,464,0.055,0.0721,0.8942541376430424
BRD:BRD-K30553453-001-13-2,,-0.1933,0.18689924723025086,85,465,-0.2353,-0.2026,0.6878228401070947
BRD:BRD-K30563334-001-02-9,,-0.1022,0.48115770409626313,85,465,0.0092,0.0176,0.8592794523308227
BRD:BRD-K30572193-001-02-0,,-0.0427,0.7312724276411292,85,473,-0.1793,-0.1883,0.9497213777304553
BRD:BRD-K30577245-001-04-3,,-0.1198,0.3027027802796638,78,457,-1.8874,-1.6541,0.7828118410305458
BRD:BRD-K30577245-341-01-9,,-0.0571,0.827963279016762,85,468,-2.589,-2.5461,0.9669710646967267
BRD:BRD-K30634073-046-01-0,,0.0702,0.5696550505251028,85,468,-0.161,-0.1589,0.8942541376430424
BRD:BRD-K30649484-003-13-7,,-0.0484,0.6566155482950244,85,468,0.1581,0.1833,0.9309708859726907
BRD:BRD-K30652337-004-02-1,,-0.0076,0.8758352045632545,85,471,0.0095,-0.0509,0.9715720059499116
BRD:BRD-K30685142-001-15-4,,0.0319,0.69510706904182,85,465,0.2929,0.2484,0.9410767881450084
BRD:BRD-K30707190-001-04-1,,-0.16,0.19039365653852824,85,465,0.1578,0.2419,0.6909529277908106
BRD:BRD-K30758549-001-01-8,,0.0992,0.4090832360703949,77,447,0.0799,0.0691,0.8304230471376717
BRD:BRD-K30764557-001-01-5,,-0.2159,0.0283800937370313,85,451,-0.1033,-0.0033,0.3472087143683649
BRD:BRD-K30867024-003-03-3,,0.135,0.29232067515063564,85,463,-0.0472,-0.1243,0.7768025686724
BRD:BRD-K30882994-001-01-6,,-0.1755,0.11535403481893877,75,393,0.0908,0.1504,0.5985935396592
BRD:BRD-K30930903-001-01-3,,-0.0402,0.7977823501903191,75,393,0.3265,0.311,0.963342582401952
BRD:BRD-K30933884-001-01-0,,-0.1644,0.2503026584951371,84,471,-0.2061,0.126,0.7509366259059281
BRD:BRD-K30968378-001-01-9,,-0.1251,0.4413624233743275,84,451,-0.1804,-0.1327,0.843663064115509
BRD:BRD-K30977212-001-02-8,,-0.15,0.3633767497906891,85,472,-0.422,-0.4153,0.8136699124193281
BRD:BRD-K30990140-003-02-4,,-0.3313,0.02125533571661031,85,471,-0.2637,-0.1244,0.30641980788913803
BRD:BRD-K31054881-300-04-7,,-0.0135,0.8572730426394597,84,471,-0.0988,-0.1028,0.969682772770056
BRD:BRD-K31086665-005-04-6,,-0.2412,0.09383807543777226,84,471,-1.516,-1.436,0.5617004299427754
BRD:BRD-K31092604-003-03-5,,-0.0808,0.47425304262215673,85,465,0.3193,0.3459,0.8566581961703762
BRD:BRD-K31111078-001-04-2,,-0.2074,0.1919131822626382,85,463,0.0139,0.0354,0.692396656516107
BRD:BRD-K31135544-001-07-0,,-0.1012,0.4075727882732574,84,462,0.0275,0.0367,0.8301341219571228
BRD:BRD-K31139048-001-03-2,,-0.0454,0.769150461727325,75,393,0.36,0.3769,0.9583533458244655
BRD:BRD-K31144453-001-03-9,AC-261066,0.1339,0.21139876375128286,118,754,0.0093,-0.0584,0.7127098340969268
BRD:BRD-K31168993-001-03-9,McN-5652-(+/-),0.0684,0.5157648462613178,118,756,0.0113,-0.0302,0.8696407514562573
BRD:BRD-K31170746-001-01-6,,-0.054,0.7394227913077747,75,393,0.105,0.0957,0.9503985145974204
BRD:BRD-K31238592-001-02-9,devazepide,0.0262,0.9322644168306018,117,757,-0.0438,-0.0785,0.9892215514773666
BRD:BRD-K31283835-048-04-4,,0.0502,0.7376905203736033,85,462,0.0328,-0.0296,0.9503854542221885
BRD:BRD-K31309378-001-01-5,,-0.2193,0.32268640163385054,85,463,-0.4444,-0.4099,0.7898036744717699
BRD:BRD-K31313613-003-04-2,,-0.1757,0.08889580282231827,85,468,0.1032,0.1874,0.5557739199028833
BRD:BRD-K31329721-001-08-2,,-0.1511,0.15374234403266748,75,393,0.0701,0.1208,0.6512230293086789
BRD:BRD-K31339321-001-03-6,,-0.0793,0.9667443026662971,85,468,0.2791,0.2147,0.9932737385005423
BRD:BRD-K31339597-051-03-9,SDZ-SER-082,-0.265,0.004697593078085049,118,754,0.0046,0.1152,0.14246934463675912
BRD:BRD-K31342827-001-13-8,GF109203X,-0.0427,0.8366667063958955,118,754,-0.3855,-0.3863,0.9679115859198323
BRD:BRD-K31385749-003-01-3,,0.0406,0.8126638744191768,85,463,-0.1578,-0.1523,0.9650209892770366
BRD:BRD-K31394475-001-01-9,,-0.0039,0.9080241561874475,75,393,0.1115,0.1474,0.9805571723784584
BRD:BRD-K31417912-001-01-9,,0.2979,0.01023960854891594,85,451,0.1659,0.0101,0.21525369054841867
BRD:BRD-K31468676-237-01-8,,-0.0054,0.8634955966577005,78,456,-0.3541,-0.3579,0.9715720059499116
BRD:BRD-K31471398-003-06-9,dihydrexidine,0.0116,0.7051940144740938,118,754,0.0598,0.0478,0.9427014260778493
BRD:BRD-K31476763-001-01-5,,-0.2662,0.17739041057147642,85,464,-0.2131,-0.1565,0.6779781463611096
BRD:BRD-K31491153-003-05-9,,-0.2729,0.07758736234352137,84,471,0.0148,0.0913,0.5350684919532662
BRD:BRD-K31495718-001-01-1,,0.0655,0.6469535244668472,85,465,0.0353,-0.016,0.9265714173350952
BRD:BRD-K31519811-001-02-2,,-0.0147,0.8128170830177923,85,465,-0.0741,-0.1245,0.9650209892770366
BRD:BRD-K31553034-001-03-0,,-0.1525,0.304945032343767,85,469,0.1738,0.1808,0.7840480132919183
BRD:BRD-K31560319-001-01-5,,0.1606,0.3457783518119435,84,471,-0.0171,-0.022,0.8013008407256322
BRD:BRD-K31606909-001-03-9,Metarrestin,0.0174,0.8831215616767352,119,735,-0.5318,-0.5475,0.9743540675908219
BRD:BRD-K31627533-001-09-5,,0.0286,0.9935108455196506,85,467,-0.135,-0.1012,0.9982932721234337
BRD:BRD-K31633810-003-02-8,,0.0084,0.9982231946977105,85,465,0.0378,0.0207,0.9995480743249453
BRD:BRD-K31682896-001-24-0,,0.0189,0.9367738698084634,85,468,0.1282,0.1339,0.9892215514773666
BRD:BRD-K31698212-001-02-9,,0.3773,0.0016041586607639876,85,472,0.0347,-0.215,0.07409685242576515
BRD:BRD-K31731454-237-02-5,pemirolast,-0.2523,0.08407799938692054,85,463,-0.2464,-0.1657,0.54526228828767
BRD:BRD-K31731454-237-04-9,pemirolast,-0.026,0.479002321581406,117,757,-0.0369,0.0365,0.8570408995833286
BRD:BRD-K31792052-004-02-7,,0.0253,0.9487154172694169,74,393,0.1569,0.1368,0.9919596997194671
BRD:BRD-K31802667-001-01-9,,-0.1688,0.346538878344104,84,451,-0.0053,0.0076,0.8013589564912359
BRD:BRD-K31812033-003-11-0,,-0.138,0.2538764405171703,85,463,-0.8856,-0.8103,0.7560618557506957
BRD:BRD-K31836715-001-06-8,fisetin,-0.0345,0.9888944752010981,118,756,-0.0482,-0.0375,0.9980111025919424
BRD:BRD-K31841515-001-07-8,,-0.1074,0.6094294116569314,84,462,0.0481,0.0616,0.9110534875495114
BRD:BRD-K31843556-001-04-1,,0.1788,0.10355420562766064,85,465,0.1757,0.1109,0.5787099447064153
BRD:BRD-K31866293-001-01-6,,-0.1201,0.4393558798270224,85,469,-0.2926,-0.2519,0.843233141120874
BRD:BRD-K31920458-001-23-6,,-0.0292,0.8315976046047228,80,452,0.2544,0.2126,0.9669710646967267
BRD:BRD-K31928526-001-02-1,,-0.241,0.030640758251117013,85,468,-0.9042,-0.6266,0.3632959538041247
BRD:BRD-K32007074-001-02-9,,-0.0701,0.9674441111667894,78,457,-0.2118,-0.2454,0.9932737385005423
BRD:BRD-K32021043-001-14-3,,-0.1266,0.2960070084747668,85,469,0.1399,0.2151,0.7787243655729045
BRD:BRD-K32031961-001-01-7,,-0.0682,0.246004957585385,74,393,0.112,0.1576,0.7476558055605527
BRD:BRD-K32033120-001-01-1,,-0.0101,0.7828628877417667,74,393,-0.4187,-0.4096,0.9599129915004113
BRD:BRD-K32101625-001-01-6,,0.0627,0.5016139277381224,85,471,-0.1141,-0.1487,0.8647068692241575
BRD:BRD-K32107296-001-16-9,,-0.2956,0.01968473026103145,85,465,-0.0105,0.0794,0.2992944329005376
BRD:BRD-K32127727-001-04-2,,-0.7825,6.798320982114684e-08,75,393,-0.3825,-0.0879,6.732663950217997e-05
BRD:BRD-K32143970-001-02-9,AP-18,-0.1957,0.026781607817924373,118,754,-4.1776,-3.6273,0.34310776808246507
BRD:BRD-K32164935-001-30-8,,0.2933,0.026203290792322392,85,465,0.2547,0.1938,0.3414924502066627
BRD:BRD-K32218650-001-01-6,,-0.1217,0.13375848347093255,85,465,-0.4833,-0.3887,0.6208095158627213
BRD:BRD-K32247306-001-29-4,,0.1563,0.16298084524330192,85,463,0.0662,0.0098,0.6572679558802534
BRD:BRD-K32256160-001-01-9,,-0.2006,0.08782382722205567,84,451,-0.0411,0.0293,0.5557739199028833
BRD:BRD-K32273377-001-17-9,,-0.0207,0.7825793728728325,85,466,0.05,0.0639,0.9599129915004113
BRD:BRD-K32285926-001-02-1,,0.098,0.7373501917310102,85,463,0.0333,0.0519,0.9503854542221885
BRD:BRD-K32289541-001-01-0,,0.0622,0.5046243677079303,85,469,-0.117,-0.1584,0.8649181530171517
BRD:BRD-K32292990-001-03-6,,0.0309,0.9290216047166155,85,465,0.1249,0.1161,0.989033661967046
BRD:BRD-K32311154-001-01-0,,-0.0397,0.8264842727257627,85,473,0.0518,0.0807,0.9669710646967267
BRD:BRD-K32318651-001-23-7,,-0.0099,0.7708137358937716,85,467,0.1336,0.1432,0.9583533458244655
BRD:BRD-K32318651-001-24-5,,-0.1837,0.23751100058318309,78,457,-0.2376,-0.195,0.7418121867340447
BRD:BRD-K32322923-001-01-7,,0.1385,0.32885424619206205,75,393,-0.8171,-0.8737,0.7928190262223274
BRD:BRD-K32330832-001-01-0,VER-155008,-0.0979,0.20654791864075406,118,756,-0.6017,-0.5368,0.7095421049477286
BRD:BRD-K32372024-001-01-0,,-0.1589,0.32575163255101014,76,442,-0.8507,-0.7804,0.7916440891271864
BRD:BRD-K32405725-001-02-8,,-0.1075,0.5701138869656728,85,463,-1.4191,-1.3896,0.8942541376430424
BRD:BRD-K32501161-300-06-2,,-0.1225,0.3104438663396004,85,463,-1.045,-1.0105,0.7869673870564223
BRD:BRD-K32531356-001-03-9,ammonium-perfluorocaprylate,-0.056,0.42321500615745844,118,754,-0.0669,-0.0396,0.8392082838266958
BRD:BRD-K32533226-001-01-3,,-0.117,0.3970410301289955,75,393,0.0544,0.073,0.8273024647769681
BRD:BRD-K32572029-001-04-4,,0.0126,0.8365103962333615,85,465,0.0761,0.0788,0.9679115859198323
BRD:BRD-K32681104-001-11-6,,-0.1771,0.12030655704317628,85,473,-0.0522,-0.0304,0.6096130763605723
BRD:BRD-K32730239-001-01-0,,-0.3679,0.0032205372833323605,84,471,-1.7241,-1.4067,0.11509183238856173
BRD:BRD-K32744045-001-31-2,,-0.0661,0.7843746761568962,85,471,-0.4438,-0.4213,0.9600772376444898
BRD:BRD-K32768103-051-02-6,,-0.1962,0.2813762801896381,84,471,-0.07,-0.0332,0.7750566636520162
BRD:BRD-K32804101-001-01-8,,-0.1172,0.4302934968871015,85,451,-0.021,-0.0198,0.8410169383602243
BRD:BRD-K32821942-001-21-3,,0.0484,0.47401180599091586,85,471,-0.1736,-0.2542,0.856450282777626
BRD:BRD-K32830106-001-02-6,,0.0515,0.9367738698084634,85,468,0.2895,0.2868,0.9892215514773666
BRD:BRD-K32830106-003-20-4,,0.0994,0.40366906798258706,85,465,0.1589,0.0702,0.8281659982300847
BRD:BRD-K32842773-434-01-8,,-0.2284,0.07650973702036265,85,451,-0.1754,-0.0624,0.5333687005834317
BRD:BRD-K32847234-065-04-6,,0.0926,0.30303749273477765,85,463,0.1222,0.0584,0.7829621673018037
BRD:BRD-K32847255-001-01-1,,-0.1124,0.42893495570122464,75,393,0.091,0.1089,0.840486706479262
BRD:BRD-K32853922-003-01-8,,-0.1159,0.31165801750996913,74,393,0.1599,0.1901,0.7869673870564223
BRD:BRD-K32891457-001-15-5,,-0.0315,0.5232906754906146,85,451,-0.1246,-0.0577,0.8754048371534858
BRD:BRD-K32892871-003-02-9,JHW-007,0.0502,0.6097810421258107,118,754,-0.1543,-0.1935,0.9110534875495114
BRD:BRD-K32952627-001-02-9,BAY-60-6583,0.0128,0.3413993108282699,118,756,0.1159,0.0384,0.7979297654786879
BRD:BRD-K32977963-001-05-0,,0.1792,0.19368132745374034,85,465,0.1015,0.0959,0.6928852546948877
BRD:BRD-K33059059-001-01-0,,-0.071,0.6111330585453374,74,393,0.2134,0.2345,0.9110534875495114
BRD:BRD-K33067152-236-01-1,,-0.1411,0.16113015933882568,75,393,0.1399,0.1907,0.6562805676381289
BRD:BRD-K33082088-001-03-3,,-0.1073,0.4867878469543955,85,471,-0.0399,-0.0602,0.8602060590027776
BRD:BRD-K33127281-001-05-6,,0.0509,0.8743703649784813,85,465,-0.3006,-0.2347,0.9715720059499116
BRD:BRD-K33131085-001-07-2,,-0.0591,0.9616793093703029,84,451,0.0704,0.0406,0.9929870443460241
BRD:BRD-K33133047-001-01-8,,-0.1538,0.16143469556475687,84,451,-0.0736,-0.0246,0.6562805676381289
BRD:BRD-K33141550-003-05-7,,-0.0288,0.834395003029023,85,471,0.0206,0.0359,0.967647768490656
BRD:BRD-K33151569-003-09-7,,0.1771,0.13235861561524842,84,468,0.1142,0.0591,0.6192644360533549
BRD:BRD-K33183200-303-02-4,,-0.0933,0.24727217432993243,84,471,0.1076,0.2002,0.748541267811075
BRD:BRD-K33211335-004-01-7,,0.1801,0.219939660376401,85,463,-0.308,-0.3624,0.7209353077949883
BRD:BRD-K33219225-001-01-9,,0.0368,0.946073906420229,77,447,0.0138,0.0644,0.9914866221011507
BRD:BRD-K33226500-001-01-0,,-0.1526,0.34161735320273134,85,462,-0.0309,0.0263,0.7979297654786879
BRD:BRD-K33234937-001-02-9,CP-471474,-0.0173,0.9606572683957532,118,754,-0.056,-0.0597,0.9929870443460241
BRD:BRD-K33240821-001-06-2,,-0.0132,0.6326876620456219,85,451,-0.0378,-0.0061,0.921509381930494
BRD:BRD-K33245965-001-03-4,,0.1231,0.3000777644433189,85,450,0.0485,-0.0274,0.7816956288053527
BRD:BRD-K33251802-001-01-3,,0.0426,0.5225634322944019,85,468,0.3063,0.2598,0.8754048371534858
BRD:BRD-K33277808-331-01-3,,-0.2506,0.05124701742261073,85,469,-3.7222,-3.4639,0.4616399813477232
BRD:BRD-K33379087-001-07-5,,-0.0843,0.4697433669897646,85,463,-1.7688,-1.5941,0.8560622598914716
BRD:BRD-K33396764-001-08-7,,-0.0797,0.4417323921996025,85,468,0.0715,0.1088,0.843663064115509
BRD:BRD-K33422401-001-06-4,phenylmethylsulfonyl-fluoride,0.0681,0.4606873414798379,118,756,0.158,0.1276,0.8510352700912843
BRD:BRD-K33425534-001-12-5,,-0.164,0.219939660376401,85,463,-0.0825,-0.0146,0.7209353077949883
BRD:BRD-K33445938-001-01-8,N-methylformamide,0.0174,0.3842370891610871,118,751,-0.0661,-0.1199,0.8209597219056928
BRD:BRD-K33453211-003-11-5,,-0.0918,0.289138946517962,85,471,-0.0683,-0.0168,0.7755867175586002
BRD:BRD-K33457401-001-02-9,bronopol,-0.1024,0.06286462142532649,118,754,-0.5733,-0.4501,0.501779042150196
