treatment_id,drug_name,cohens_d,p_value,n_lost,n_intact,median_sens_lost,median_sens_intact,fdr
BRD:BRD-A00047421-001-01-7,ARV-825,-0.1626,0.04307486246251558,118,756,-2.6041,-2.0572,0.4288538359537841
BRD:BRD-A00055058-001-01-0,,-0.0308,0.7117318247158955,85,451,-0.0086,-0.0261,0.9453558469915748
BRD:BRD-A00077618-236-07-6,,-0.2604,0.06352849671611656,85,468,-0.0939,0.0324,0.501779042150196
BRD:BRD-A00092689-236-04-9,docusate,-0.0073,0.8124934103969337,118,754,-0.0701,-0.11,0.9650209892770366
BRD:BRD-A00100033-001-08-9,,-0.1746,0.06252163034058442,85,473,-0.2481,-0.1704,0.501779042150196
BRD:BRD-A00147595-001-01-5,,0.0882,0.4937153848078909,85,468,0.1091,0.0695,0.8622371099499648
BRD:BRD-A00218260-001-03-4,,0.0898,0.47931112705511436,85,465,0.2664,0.2536,0.8571299849102519
BRD:BRD-A00376169-001-01-6,,0.0661,0.4904484187856093,85,465,-0.1691,-0.1674,0.8611095766254158
BRD:BRD-A00520476-001-07-4,,-0.0808,0.6481043154814689,85,468,0.2358,0.2578,0.9265714173350952
BRD:BRD-A00546892-001-02-6,,-0.0725,0.5336611172674217,85,468,0.1475,0.1555,0.8784578834508685
BRD:BRD-A00559310-003-01-1,W-54011,0.0067,0.7107489744035848,118,754,-0.2013,-0.19,0.9449746497357236
BRD:BRD-A00578795-001-04-3,,-0.1388,0.3443843080389455,85,473,-0.4186,-0.3699,0.7999251352665686
BRD:BRD-A00758722-001-04-9,,-0.236,0.06791977713730643,78,457,-0.9619,-0.855,0.5129869708145837
BRD:BRD-A00827783-001-24-6,,-0.119,0.2707528144818664,85,468,0.1969,0.2325,0.7657969197515594
BRD:BRD-A00842753-001-01-9,,-0.182,0.04347687974397704,84,451,0.0191,0.1053,0.4315906629555616
BRD:BRD-A00993607-003-24-6,,0.3211,0.007276983160560965,85,473,0.2493,0.1461,0.18645553079324131
BRD:BRD-A01098288-001-02-9,,-0.089,0.7597438545384005,84,458,0.0561,0.0532,0.9576129148534879
BRD:BRD-A01307728-001-01-4,,-0.1951,0.25178562303033236,74,393,0.1983,0.2264,0.7528068605794613
BRD:BRD-A01412266-001-01-0,,-0.0643,0.34733776845152264,85,463,-0.0289,0.0242,0.8017095663217604
BRD:BRD-A01493904-003-12-1,,-0.0524,0.4725857129467854,84,471,-0.2707,-0.2237,0.856450282777626
BRD:BRD-A01563671-001-02-7,,0.1188,0.23031213122555827,85,465,0.2874,0.2583,0.7314403045002529
BRD:BRD-A01593789-001-03-1,,0.0863,0.4809404764777311,85,469,-0.0235,-0.0956,0.8592337593770221
BRD:BRD-A01636364-003-15-1,,-0.1354,0.2402413934003177,85,468,0.1211,0.1552,0.7424847216701868
BRD:BRD-A01643550-001-04-9,,-0.2944,0.03878500241646687,78,457,-0.4636,-0.3782,0.4054966679794264
BRD:BRD-A01787639-003-16-9,,0.0404,0.5721488916390434,85,465,0.0845,0.006,0.8944757270099906
BRD:BRD-A01907367-001-01-7,,-0.2831,0.0956000251189818,85,468,-0.16,-0.1505,0.5641111040573704
BRD:BRD-A02006392-001-16-4,,-0.2295,0.1106812477455055,85,473,-0.131,-0.1017,0.5906911951394603
BRD:BRD-A02180903-001-04-5,,0.2535,0.004651113385503232,85,468,0.4251,0.2473,0.14246934463675912
BRD:BRD-A02232681-001-01-8,,-0.0617,0.7300196582604452,85,451,-0.0057,-0.035,0.9495267508976097
BRD:BRD-A02473266-001-01-1,,-0.2365,0.07155912982867103,75,393,-2.8546,-2.5172,0.5231863910917874
BRD:BRD-A02532772-003-01-7,,-0.1717,0.31031272174569136,74,393,0.0455,0.0378,0.7869673870564223
BRD:BRD-A02710418-003-11-8,,0.1094,0.26903688070342446,85,465,-0.2333,-0.2826,0.7652955257546091
BRD:BRD-A02743701-001-03-6,,0.0091,0.9588855942046853,85,469,-0.059,-0.0229,0.9929870443460241
BRD:BRD-A02759312-003-24-5,,-0.0994,0.25458876109975404,84,471,0.1973,0.2697,0.7566460471921428
BRD:BRD-A02933148-001-01-8,,0.055,0.6791114481185807,75,393,0.3024,0.2911,0.9347421017913686
BRD:BRD-A02971356-001-09-9,ibotenic-acid,0.2425,0.014840620509674817,118,756,0.1223,0.0005,0.2584080609613248
BRD:BRD-A02990301-003-06-6,,-0.1003,0.44656503804441106,85,468,-0.4969,-0.4792,0.843677409104494
BRD:BRD-A03061970-003-07-3,,-0.0147,0.4218505045138504,85,468,-0.0496,-0.0256,0.838458804205183
BRD:BRD-A03204438-001-01-2,,-0.3232,0.013654869286962398,75,393,0.0593,0.1318,0.24949111651597045
BRD:BRD-A03216249-003-24-3,,-0.1787,0.2267917926962184,85,466,-0.5313,-0.4219,0.7287819557062579
BRD:BRD-A03359064-001-02-3,,-0.0408,0.9355130558778854,85,465,0.2449,0.2441,0.9892215514773666
BRD:BRD-A03506276-001-01-5,,-0.0897,0.5192095639211485,85,468,-3.7537,-3.7929,0.872210860061674
BRD:BRD-A03623303-045-09-5,,-0.2053,0.21413645950137516,85,468,-0.9465,-0.899,0.7149215125943049
BRD:BRD-A03880619-001-01-0,,0.0074,0.7913848791872855,76,446,0.1129,0.1587,0.961442714203197
BRD:BRD-A03932035-004-04-3,,-0.3072,0.011983092883796398,78,457,-0.3411,-0.1638,0.23313811083374653
BRD:BRD-A04203391-001-08-3,,-0.0551,0.4789096159201648,85,473,0.0032,0.0237,0.8570408995833286
BRD:BRD-A04252265-003-01-4,,0.1147,0.12128951060191077,85,463,0.0779,-0.0199,0.6109464220971619
BRD:BRD-A04322457-003-17-9,,0.0597,0.8021849157457167,85,468,0.2226,0.21,0.963342582401952
BRD:BRD-A04327189-001-15-1,,0.0868,0.41323995014507664,85,469,-0.0713,-0.1065,0.8321172187085025
BRD:BRD-A04327189-003-03-3,,0.1522,0.2920489699146901,78,457,0.1286,0.0739,0.7768025686724
BRD:BRD-A04352665-001-05-3,,-0.0709,0.6620625204989754,78,457,0.2071,0.2169,0.9326951535660846
BRD:BRD-A04447196-001-01-8,,-0.0927,0.6507272841107312,85,451,0.01,0.0295,0.9274639502753704
BRD:BRD-A04497688-001-04-2,,0.0205,0.9109872576087306,85,468,0.1123,0.1448,0.9821536168884217
BRD:BRD-A04506385-001-01-2,,0.015,0.8142429636439432,84,462,-0.241,-0.2786,0.9650209892770366
BRD:BRD-A04553218-050-16-2,,0.0555,0.8765611352649717,85,468,0.1019,0.1006,0.9715720059499116
BRD:BRD-A04649065-001-01-7,,-0.2092,0.13750835725131488,75,393,0.0952,0.1135,0.6262546490142553
BRD:BRD-A04661934-001-02-9,,0.0473,0.5150064246058171,85,473,-0.0252,-0.0502,0.8696407514562573
BRD:BRD-A04843135-001-09-9,Oxamniquine,0.0904,0.26578823764876436,119,735,-0.0105,-0.0729,0.7617190363552904
BRD:BRD-A04971881-003-01-3,,-0.2359,0.13861178135448668,84,451,0.037,0.1216,0.6299692070930151
BRD:BRD-A05186015-003-19-8,,0.0654,0.34095867030171256,85,468,0.2602,0.1978,0.7976764816038115
BRD:BRD-A05334458-001-02-8,,-0.2162,0.040698045540565254,85,468,0.2745,0.3454,0.41430244260935245
BRD:BRD-A05457250-001-08-4,,0.0101,0.843568496065264,85,471,-0.32,-0.3367,0.9679115859198323
BRD:BRD-A05515753-001-03-2,,0.0133,0.6764677192941937,85,468,0.1366,0.0693,0.9347421017913686
BRD:BRD-A05523972-001-01-5,,-0.2024,0.10745233552254095,85,468,0.214,0.2626,0.5854477384325307
BRD:BRD-A05674712-001-06-0,,0.1511,0.17302865783802035,77,447,0.101,0.0613,0.671351192411519
BRD:BRD-A05729358-001-02-0,,-0.0232,0.31791044281555336,85,468,-0.0913,-0.0073,0.7869673870564223
BRD:BRD-A05906449-004-01-1,,0.0152,0.6918190576965992,85,465,0.1971,0.1602,0.9394902803519817
BRD:BRD-A06352418-001-25-9,,-0.0515,0.3848562295772574,78,457,-0.4395,-0.3892,0.8215141054734825
BRD:BRD-A06352508-001-03-7,,-0.1652,0.14539860522081308,85,469,-0.3427,-0.2693,0.6369996268957229
BRD:BRD-A06390036-001-04-6,,-0.0189,0.8045599532865086,85,469,0.1561,0.1314,0.963342582401952
BRD:BRD-A06426627-001-03-5,,-0.035,0.7915807751262078,85,465,-0.4899,-0.4939,0.9615086696076836
BRD:BRD-A06627858-236-03-0,,-0.141,0.19542582845262757,85,469,-2.6948,-2.4578,0.6963526484430947
BRD:BRD-A06771424-004-01-7,,0.0505,0.5850143691935209,84,458,0.0571,0.0497,0.9011450922921975
BRD:BRD-A06784547-001-03-9,MRS-1334,0.1385,0.10034576542101199,118,754,0.0545,0.0195,0.5729744593353251
BRD:BRD-A06916187-001-02-9,,0.0206,0.7063943210179657,85,468,0.1566,0.1563,0.9428774208201274
BRD:BRD-A06935312-001-04-3,,0.0333,1.0,85,468,0.2145,0.2021,1.0
BRD:BRD-A07000685-001-04-4,,0.1636,0.4421704825419156,85,468,0.2994,0.2827,0.843663064115509
BRD:BRD-A07164067-001-01-2,,0.0009,0.8002937879296246,84,471,0.066,0.0662,0.963342582401952
BRD:BRD-A07207424-001-13-2,,-0.0628,0.7072257232507613,85,473,-0.27,-0.3041,0.9430602240519774
BRD:BRD-A07232941-001-02-7,,-0.1108,0.39919372025126965,85,468,0.1,0.101,0.8273441915113636
BRD:BRD-A07395371-003-10-0,,-0.0812,0.6737714302244513,85,468,0.2957,0.2711,0.9347421017913686
BRD:BRD-A07440155-003-25-4,,0.0975,0.41168910913192636,85,468,0.2908,0.219,0.8312129203109664
BRD:BRD-A07563059-035-01-3,,0.0944,0.38424300386101495,85,466,0.3985,0.347,0.8209597219056928
BRD:BRD-A07600638-060-05-2,,0.0002,0.8862527295380568,78,457,-0.1772,-0.1439,0.9747246534129643
BRD:BRD-A07704283-001-01-3,,-0.0736,0.788845489813921,85,466,0.1021,0.0878,0.9607642826612598
BRD:BRD-A07780951-001-08-9,,0.196,0.13005463856359342,85,466,0.37,0.3164,0.6167819891412526
BRD:BRD-A07780951-065-10-0,,0.3436,0.017168344122419504,76,446,0.1682,0.1128,0.27689562135683715
BRD:BRD-A07815743-001-01-1,,-0.2222,0.09028956472213527,85,468,-0.0572,-0.0031,0.557839985862874
BRD:BRD-A07870296-001-07-4,,0.0306,0.6700498193301707,85,465,0.2354,0.1904,0.9345046101684137
BRD:BRD-A07893380-213-01-7,,0.0062,0.8436638165758543,77,447,-0.0641,-0.0503,0.9679115859198323
BRD:BRD-A07932845-050-15-8,,-0.0679,0.637024533922789,85,472,-0.0141,0.0299,0.9231304560727309
BRD:BRD-A07947329-001-01-4,,-0.0922,0.4991002125248145,85,473,-0.1058,-0.0903,0.8635196831595705
BRD:BRD-A07986123-001-02-8,,-0.1178,0.12967786527945543,78,454,-0.2295,-0.1694,0.6167819891412526
BRD:BRD-A08079565-001-01-8,,-0.0091,0.9182034801784381,84,458,-0.1474,-0.1439,0.9852534395581019
BRD:BRD-A08187463-001-12-9,,-0.0456,0.6735964865780377,78,457,-0.1425,-0.1472,0.9347421017913686
BRD:BRD-A08255417-001-14-7,,-0.0467,0.8545013165197455,85,469,0.1784,0.1885,0.9686519762270875
BRD:BRD-A08302182-001-01-7,,0.0549,0.6858061393174835,85,465,-0.1007,-0.1163,0.936288884253332
BRD:BRD-A08316590-001-01-3,,0.1832,0.11862237080825601,85,451,0.0253,-0.0385,0.6051434243336276
BRD:BRD-A08545410-003-07-8,,0.008,0.503467092339299,77,447,0.4043,0.2189,0.8649181530171517
BRD:BRD-A08545410-003-08-6,,-0.1005,0.4416339406425981,85,473,-0.0921,-0.0861,0.843663064115509
BRD:BRD-A08545410-311-01-8,,-0.0019,0.6228958915902019,78,457,-0.1671,-0.1199,0.9167475241478339
BRD:BRD-A08545410-311-03-4,,-0.4896,0.00022431473441738732,77,447,-1.3582,-0.7535,0.023077227980213028
BRD:BRD-A08641215-065-05-5,polymyxin-B-sulfate,0.069,0.9678631522034759,118,754,0.0148,0.0336,0.9932737385005423
BRD:BRD-A08660406-001-05-9,,0.0415,0.7433006273210592,75,435,-0.5319,-0.5037,0.9505272498731265
BRD:BRD-A08715367-001-01-7,,-0.15,0.2468695605400234,85,465,-0.3453,-0.3044,0.7476558055605527
BRD:BRD-A08772153-001-02-4,,-0.1696,0.05172887035682404,85,451,-0.0029,0.0888,0.46239183091705893
BRD:BRD-A08840375-001-01-3,,-0.394,0.0010441772648264603,84,458,-1.9503,-1.5732,0.0563054614947817
BRD:BRD-A09004963-001-01-3,,-0.2592,0.04646950852216968,74,393,0.0097,0.0778,0.44440558150074944
BRD:BRD-A09056319-003-07-7,,-0.0913,0.7655004033242089,85,469,0.1496,0.1567,0.9583533458244655
BRD:BRD-A09062839-003-10-0,,0.0116,0.9549553720728637,85,471,-0.1166,-0.0637,0.9920972155180193
BRD:BRD-A09094913-065-01-0,,0.1142,0.2402413934003177,85,468,-0.3316,-0.4025,0.7424847216701868
BRD:BRD-A09349126-001-10-7,,-0.0545,0.4556238679972652,78,456,-0.547,-0.4632,0.848282441376866
BRD:BRD-A09368919-001-01-7,,-0.1715,0.4448695608997729,75,393,0.2541,0.2592,0.843677409104494
BRD:BRD-A09370961-001-01-0,,-0.0881,0.39446488794138934,78,457,-0.5128,-0.4387,0.8248896178386307
BRD:BRD-A09467419-003-22-4,,0.0389,0.675333303724154,78,457,-0.153,-0.1648,0.9347421017913686
BRD:BRD-A09472452-015-23-4,,-0.0074,0.7395446024778695,78,457,-0.1676,-0.1684,0.9503985145974204
BRD:BRD-A09487507-001-03-9,P7C3,0.0859,0.1961329143482976,118,751,-0.0293,-0.0774,0.6967388694090527
BRD:BRD-A09533288-003-31-2,,0.015,0.8267482142885452,78,454,-0.0139,0.0074,0.9669710646967267
BRD:BRD-A09554849-236-07-6,,0.0866,0.4702668968181427,85,468,0.118,0.0867,0.8560622598914716
BRD:BRD-A09722536-002-18-0,,0.0111,0.9579226865999002,85,468,0.3245,0.3263,0.9929870443460241
BRD:BRD-A09735281-001-02-5,,-0.1811,0.17850507727863718,85,471,-0.0621,-0.0315,0.6789898269294391
BRD:BRD-A09828896-004-11-0,,0.0731,0.6241151431141001,85,471,-0.162,-0.1714,0.9167475241478339
BRD:BRD-A09911125-001-01-4,,-0.2888,0.01627446626074906,84,451,0.0591,0.1221,0.27018001445106626
BRD:BRD-A09925278-003-05-6,,-0.0098,0.9254818809639855,85,473,-0.0873,-0.1145,0.9883742020163188
BRD:BRD-A10039652-001-01-2,,0.0054,0.9996687956725819,74,449,-0.1627,-0.1649,0.9999633356830925
BRD:BRD-A10070317-003-28-3,,-0.1401,0.3243874576816952,78,457,0.0016,0.0187,0.7908764228577057
BRD:BRD-A10111329-001-04-6,,0.1235,0.3335285589544863,85,468,0.0353,0.0267,0.7937816036806736
BRD:BRD-A10188456-001-04-9,,0.1109,0.7583196256810718,85,451,0.05,0.0257,0.9571920170068534
BRD:BRD-A10420615-001-04-4,,0.0267,0.9425995168458364,85,465,0.2287,0.2214,0.9912112001522734
BRD:BRD-A10523515-001-07-9,,-0.2914,0.044541400486150844,85,468,-0.074,-0.105,0.43615236757810255
BRD:BRD-A10652366-238-04-1,,0.055,0.43211521481278026,77,447,0.1971,0.1258,0.8419423583807575
BRD:BRD-A10662413-043-11-2,,0.0011,0.9763127236065181,85,465,0.0671,0.1064,0.9958849371207478
BRD:BRD-A10739734-003-10-6,,-0.0911,0.39744633874852286,85,469,0.1382,0.1865,0.8273024647769681
BRD:BRD-A10773072-001-03-4,,0.0237,0.7929165483890018,84,451,0.0406,0.054,0.9622704849975554
BRD:BRD-A10903566-003-07-7,,-0.0685,0.964285363628805,78,457,-0.0181,-0.0424,0.9929887465852877
BRD:BRD-A10967948-003-06-3,,0.0855,0.4465361356941271,78,457,-0.2495,-0.2754,0.843677409104494
BRD:BRD-A10977446-001-12-1,,-0.0738,0.43107396641232565,78,457,-0.1774,-0.1567,0.8411656836495764
BRD:BRD-A11070335-236-02-1,,0.0115,0.8757874892215741,85,472,0.008,-0.0062,0.9715720059499116
BRD:BRD-A11132253-001-08-2,,-0.0356,0.8112545748868599,78,454,-0.0545,-0.0212,0.9648657494275317
BRD:BRD-A11551002-001-04-6,,-0.0081,0.5175791666979954,78,457,-0.1837,-0.2877,0.8713632099309181
BRD:BRD-A11662333-001-03-3,,0.0615,0.7777022082194556,77,445,0.0999,0.1214,0.9583533458244655
BRD:BRD-A11725667-001-01-8,,-0.0248,0.8310462639496503,75,393,0.1016,0.0687,0.9669710646967267
BRD:BRD-A11731518-001-01-7,,0.0528,0.6792692190420571,85,465,0.2498,0.2419,0.9347421017913686
BRD:BRD-A11776908-065-01-5,,-0.1746,0.25983490694618416,85,469,0.0251,0.0633,0.7605863213697112
BRD:BRD-A11813248-003-02-4,,-0.1358,0.3461563366803764,84,471,-0.3879,-0.3497,0.8013008407256322
BRD:BRD-A11815689-001-01-1,,-0.2987,0.00636381489339281,85,468,-4.0909,-3.5941,0.1694521691221066
BRD:BRD-A11990600-001-03-4,,-0.0738,0.8302561910409302,78,457,-1.2259,-1.2438,0.9669710646967267
BRD:BRD-A12077521-003-01-5,,-0.1903,0.17725915297485018,78,457,-0.3683,-0.3953,0.6779781463611096
BRD:BRD-A12147465-003-02-9,TC-A-2317,0.0366,0.6581473447643114,118,756,-1.8251,-1.8988,0.9310679849095529
BRD:BRD-A12230535-001-06-7,,-0.5288,0.0005220162256371378,78,457,-0.3496,-0.0271,0.039131999324136996
BRD:BRD-A12237696-001-04-2,,-0.1276,0.22667489028502252,78,457,-0.1894,-0.1373,0.7287511860962609
BRD:BRD-A12417644-001-07-6,,-0.041,0.5314106757666315,77,447,-0.1876,-0.102,0.8784578834508685
BRD:BRD-A12454076-001-01-9,,-0.0966,0.794165468675885,77,446,0.2599,0.2357,0.9624083049344082
BRD:BRD-A12633378-001-07-0,,-0.0584,0.30807909379149623,74,393,0.0782,0.136,0.7859276126159611
BRD:BRD-A12896037-001-04-3,,-0.2553,0.04996484798546705,78,457,-0.5152,-0.3981,0.4547738844789829
BRD:BRD-A12994259-001-02-1,,0.2132,0.08089864783716066,78,457,-0.186,-0.2892,0.5406459009344781
BRD:BRD-A13084692-001-17-3,,0.1952,0.04272263539435746,85,464,-0.1987,-0.3063,0.427512719465799
BRD:BRD-A13116749-003-01-6,,-0.0895,0.4399954992911601,84,451,0.0866,0.1159,0.8434696330285085
BRD:BRD-A13133631-001-04-0,,0.0609,0.576195053768781,85,465,-0.1401,-0.241,0.8962117462612373
BRD:BRD-A13188892-066-21-5,,0.0629,0.7384518196404471,85,468,0.1931,0.1614,0.9503985145974204
BRD:BRD-A13293292-001-02-6,,-0.0483,0.9136371582149241,74,393,0.1062,0.1192,0.982898022249413
BRD:BRD-A13323580-001-04-8,,-0.0596,0.726420040173778,78,457,-0.2102,-0.218,0.9487917732311304
BRD:BRD-A13561534-003-02-0,,-0.0349,0.8220443890984359,77,447,-0.0432,-0.0159,0.9650209892770366
BRD:BRD-A13598753-001-01-2,,-0.0384,0.6121255646327736,84,471,0.0498,0.0828,0.9115551131625558
BRD:BRD-A13689093-001-01-8,,0.2836,0.09308137584853968,74,393,-0.0865,-0.1447,0.5617004299427754
BRD:BRD-A13946108-001-17-1,,0.0242,0.763129775599104,85,465,0.0796,0.1414,0.9583533458244655
BRD:BRD-A13964793-001-02-6,,-0.1371,0.2525700025143879,85,468,-0.2852,-0.2453,0.7538243151967884
BRD:BRD-A14208071-004-19-8,,-0.0904,0.5561724057988383,85,467,0.039,0.0305,0.8891948752941163
BRD:BRD-A14240607-003-26-1,,-0.1261,0.15018043943261838,84,458,-0.3689,-0.3293,0.6446680730759413
BRD:BRD-A14262390-065-01-8,,0.0424,0.38876962245293,78,457,-0.2542,-0.3238,0.8232422104085182
BRD:BRD-A14316475-001-02-3,,-0.0963,0.26123884339482606,85,468,0.0305,0.1021,0.7611596524397584
BRD:BRD-A14344385-001-03-2,,-0.1758,0.16079648667161017,85,468,-2.113,-2.0459,0.6562805676381289
BRD:BRD-A14395271-074-17-8,,0.0164,0.7554038795399921,85,469,0.0019,0.0016,0.9563933683430191
BRD:BRD-A14574269-051-02-2,,-0.0774,0.7322969153362583,85,463,-0.0413,0.0098,0.9497213777304553
BRD:BRD-A14577621-001-01-5,,-0.1006,0.3984110025304537,84,451,-0.0335,0.032,0.8273441915113636
BRD:BRD-A14757586-001-04-9,tetrazol-5-yl-glycine-(RS),0.0589,0.3894579139011175,118,754,0.0957,0.0419,0.8232422104085182
BRD:BRD-A14886633-001-01-6,,0.1238,0.29287401705468985,85,465,-0.0941,-0.1768,0.7768025686724
BRD:BRD-A14941520-051-01-0,,-0.0843,0.41801869545605475,84,471,0.1492,0.1929,0.8363011565591775
BRD:BRD-A14966924-003-07-7,,-0.1455,0.1884168604711629,85,473,0.0893,0.1143,0.6878228401070947
BRD:BRD-A15035311-001-01-8,,-0.0508,0.5463481346746746,85,468,0.2753,0.3173,0.8833634773394461
BRD:BRD-A15202882-003-02-7,,0.0498,0.5237526721790283,78,457,-0.0454,-0.0692,0.8754048371534858
BRD:BRD-A15297126-001-04-3,,0.1729,0.28735589860436084,78,457,-0.122,-0.1617,0.7755867175586002
BRD:BRD-A15397381-001-02-5,,-0.3493,0.011588452466585061,75,432,-0.0571,0.0402,0.2320898721411738
BRD:BRD-A15415227-003-02-9,,0.1419,0.33734648671370726,85,473,0.0095,-0.0279,0.794698982104222
BRD:BRD-A15435692-003-02-3,,0.0388,0.7767489560632155,85,465,-0.0436,-0.0478,0.9583533458244655
BRD:BRD-A15530910-001-02-1,,-0.0033,0.589259485310639,85,471,0.042,-0.0355,0.90440142523943
BRD:BRD-A15687940-001-05-6,,-0.1776,0.14666781733079584,85,451,-0.1036,-0.0756,0.6369996268957229
BRD:BRD-A15739803-001-01-0,,0.0371,0.7699668322342028,85,451,0.0195,0.0346,0.9583533458244655
BRD:BRD-A15909516-001-06-6,,-0.2791,0.02088703815575061,85,471,-0.2479,-0.1289,0.30552812464016843
BRD:BRD-A15931911-001-03-8,,-0.0904,0.27191993719013396,84,471,-0.0954,-0.0481,0.7657969197515594
BRD:BRD-A16035238-001-01-7,,-0.4166,0.011450515372620795,75,393,-0.096,0.0724,0.23070919697357625
BRD:BRD-A16263897-001-06-6,,0.0046,0.6907920057337755,85,451,-0.0113,0.0406,0.9387821192451463
BRD:BRD-A16296925-001-01-3,,-0.1578,0.2041155033761165,85,463,0.0332,0.086,0.7074842703215584
BRD:BRD-A16347691-001-13-1,,0.0818,0.37321471324952227,85,470,0.1328,0.1406,0.816490657053582
BRD:BRD-A16350940-001-01-9,,0.0261,0.9938180090272174,85,468,0.0186,0.0444,0.9982932721234337
BRD:BRD-A16439188-001-01-1,,-0.095,0.3350338403683232,85,469,-0.1342,-0.0889,0.7945790346143606
BRD:BRD-A16560607-001-02-5,,-0.0581,0.6627239655931506,74,393,0.0127,0.0299,0.9332011045992312
BRD:BRD-A16665823-001-02-0,,-0.068,0.8326774396585804,85,471,0.054,0.0279,0.9669710646967267
BRD:BRD-A16694057-001-06-8,,-0.0003,0.8808084807222544,85,465,0.1932,0.1136,0.9733944444629217
BRD:BRD-A16700644-003-04-4,,-0.101,0.5502816828751336,85,468,-0.5016,-0.433,0.8864561391986138
BRD:BRD-A16997652-001-02-3,,-0.0276,0.7567169772028536,85,467,0.1325,0.1592,0.9571284304174765
BRD:BRD-A17009129-001-01-3,,-0.0876,0.6554134711368256,84,451,0.1944,0.1888,0.9300433582066971
BRD:BRD-A17300716-001-01-5,,-0.2085,0.10429751315973672,85,473,-0.0042,0.0282,0.5814286653157736
BRD:BRD-A17407635-001-04-0,,0.1939,0.08147768921173487,85,465,0.3114,0.2038,0.5406459009344781
BRD:BRD-A17411484-001-11-9,,-0.077,0.4005304699783414,85,471,-0.123,-0.0487,0.8273441915113636
BRD:BRD-A17428743-003-09-0,,0.1645,0.17395684356670416,85,468,0.2294,0.1976,0.6725971944692429
BRD:BRD-A17453586-003-02-3,,0.0177,0.9173592288972263,85,473,-0.1049,-0.0802,0.9849658963422213
BRD:BRD-A17462676-003-11-6,,-0.0859,0.5582848759186989,85,471,-0.2113,-0.2169,0.8901041105206657
BRD:BRD-A17655518-001-24-4,,-0.1041,0.21561575221862705,85,471,-0.2714,-0.1739,0.7157001278301997
BRD:BRD-A17846016-001-13-9,,-0.1876,0.10332653469207423,85,468,-1.3631,-1.2312,0.5787099447064153
BRD:BRD-A17883755-001-06-1,,0.0557,0.9812719196313402,85,471,0.0167,0.0142,0.9966124873825765
BRD:BRD-A18043272-001-09-9,,-0.0198,0.9193654847317289,85,471,0.0135,0.0077,0.985285865827095
BRD:BRD-A18056626-003-22-3,,-0.1107,0.49324967239968665,85,468,0.1539,0.1541,0.8620760040138667
BRD:BRD-A18074780-003-02-0,,0.0212,0.9320796567668341,85,468,0.2974,0.2912,0.9892215514773666
BRD:BRD-A18233884-003-02-7,,-0.014,0.7781688563013034,85,463,0.0872,0.0968,0.9583533458244655
BRD:BRD-A18396475-001-15-3,,0.0874,0.543236594627349,77,447,-0.0312,-0.0348,0.8816381783652645
BRD:BRD-A18579359-001-05-9,wiskostatin,-0.0016,0.7966773243901575,118,754,-0.1443,-0.1326,0.963342582401952
BRD:BRD-A18598741-001-02-9,4BP-TQS,-0.1265,0.503181666867137,118,756,-0.1168,-0.0737,0.8649181530171517
BRD:BRD-A18611368-001-01-5,,0.0217,0.9749815063393696,85,468,0.2725,0.2601,0.9956201139523035
BRD:BRD-A18627414-001-04-9,,0.1279,0.19113152297973757,85,473,0.0292,-0.0685,0.6917850320742295
BRD:BRD-A18696154-003-22-6,,-0.2387,0.1035501418679433,83,446,-0.011,0.0605,0.5787099447064153
BRD:BRD-A18763547-300-05-5,,0.0211,0.5771920421797335,85,468,0.1907,0.1674,0.8962117462612373
BRD:BRD-A18795974-004-07-3,,0.1539,0.13736569286026368,84,471,-0.0208,-0.0819,0.6262546490142553
BRD:BRD-A18992208-003-02-7,,-0.0764,0.48863013703258706,85,451,0.0389,0.0455,0.8606663028795893
BRD:BRD-A19053834-050-09-5,,-0.1509,0.2695876616889401,85,451,-0.0146,0.0293,0.7655793487527827
BRD:BRD-A19102171-066-01-4,,-0.0524,0.5265113122247409,84,471,0.0427,0.0849,0.8761720906002012
BRD:BRD-A19195498-050-14-1,,-0.105,0.5606999406101042,85,469,-0.2623,-0.3026,0.8906453844377455
BRD:BRD-A19232309-001-08-6,propylene-glycol,0.0085,0.7028597573619586,118,754,0.0445,0.0288,0.9422669763496371
BRD:BRD-A19585813-003-03-3,,-0.0772,0.38122082834447046,85,469,-0.4281,-0.3529,0.8200238854133782
BRD:BRD-A19609491-001-01-8,,0.1656,0.19912346681344584,74,393,0.1181,0.0921,0.7012365384607441
BRD:BRD-A19633847-050-32-1,,-0.1015,0.5932387544335267,85,473,-0.1247,-0.087,0.9053924797940316
BRD:BRD-A19661776-003-27-6,,-0.1618,0.16002590963211394,85,466,0.2995,0.3243,0.6553533934873665
BRD:BRD-A19736161-001-06-7,,-0.0468,0.9877570239827986,85,473,-0.0816,-0.1019,0.9980111025919424
BRD:BRD-A19777893-236-01-9,,-0.0966,0.612165340219041,84,451,0.053,0.0449,0.9115551131625558
BRD:BRD-A19795905-001-08-0,,-0.0267,0.5045634020794182,85,465,0.0384,0.0933,0.8649181530171517
BRD:BRD-A19952358-001-11-3,,0.1109,0.6064443508906882,85,465,0.2488,0.2354,0.9103564464298245
BRD:BRD-A19958636-065-04-4,,0.0408,0.9885194409285233,85,468,0.2382,0.2188,0.9980111025919424
BRD:BRD-A20119038-003-07-8,,0.0654,0.8864595335040321,85,468,0.2269,0.21,0.9747246534129643
