dep_gene,n_double,n_a_only,n_b_only,n_wt,mean_double,mean_a_only,mean_b_only,mean_wt,d_main_a,d_main_b,p_main_a,p_main_b,interaction_d,interaction_delta,p_interaction,p_kruskal,classification,from_atlas_a,from_atlas_b,fdr_interaction,fdr_classification
TRDN,80,45,738,323,0.12139679934432394,0.13327982729868448,0.09889315218325709,0.11798155604671558,0.1823,-0.1633,0.04499532037618943,0.0072725529823848565,0.061,0.0072,0.16160821587644136,0.01259295214213062,additive,True,False,0.544221,additive
SPTSSA,80,45,738,323,-0.4602521768633464,-0.426976104456916,-0.40407889720350054,-0.47322970858824515,-0.0887,0.2234,0.43802053132654406,0.0019226399634691687,-0.3902,-0.1024,0.16950846687955035,0.006492073342123148,additive,True,False,0.544221,additive
SNAI2,80,45,738,323,-0.08621952966358806,-0.019702210160770464,-0.11665205860275343,-0.09814827066697722,0.1828,-0.0942,0.005926852545781448,0.07584521856679943,-0.194,-0.048,0.17453506516867345,0.01013871449778317,additive,True,False,0.544221,additive
CEBPB,80,45,738,323,-0.23023869676246428,-0.17917754167686914,-0.1862563476439128,-0.16305010364283118,-0.1524,-0.1192,0.22265643601884677,0.016674050965983123,-0.1275,-0.0279,0.17890970443564647,0.05622336058772029,additive,True,False,0.544221,additive
PTGES3L,27,18,254,56,0.03591249318419358,0.0648500241802962,0.07552826795383608,0.06858876088644365,-0.1298,0.0196,0.1780007193071249,0.46683781068083186,-0.168,-0.0359,0.1830465836902755,0.47889428669162903,additive,True,False,0.544221,additive
CIMIP2C,80,45,738,323,-0.050113096182496306,-0.05968140761363446,-0.03596052838026594,-0.03546634170299226,-0.1553,0.0095,0.07658582181823356,0.640999440050048,0.0947,0.0101,0.1874295524864401,0.3477074109428025,additive,True,False,0.544221,additive
MCM3,80,45,738,323,-1.050439098734325,-0.9483680661349498,-0.986197679732403,-0.9071682993940386,-0.1769,-0.2773,0.2209853162166796,3.719712036304223e-06,-0.0898,-0.023,0.19413462859216635,3.365271519119815e-05,additive,True,False,0.544221,additive
PRDX6,80,45,738,323,-0.06703848395917864,-0.08982394400100292,-0.08692996724960511,-0.097962186083601,0.0893,0.0712,0.24241566100406653,0.6119079787062931,0.0782,0.0118,0.19591946638237157,0.5839469145723475,additive,True,False,0.544221,additive
GABARAP,80,45,738,323,-0.18591745369428897,-0.13041685627791155,-0.16344433420319962,-0.17798199135525317,0.013,0.044,0.5993040731324957,0.4994216046497172,-0.4704,-0.07,0.22994443030379697,0.07602974384915037,additive,True,False,0.570448,additive
GMDS,80,45,738,323,0.07320124081944415,0.10696169292603887,0.0884896068035565,0.08639847766651831,-0.0212,-0.0163,0.6735249528637192,0.7732132646776267,-0.2958,-0.0359,0.2339903051090345,0.5766544881695261,additive,True,False,0.570448,additive
RAB1B,80,45,738,323,-0.3775421421067599,-0.31880261785741865,-0.3412257508535119,-0.34062925277459116,-0.0873,-0.0387,0.39374486699848166,0.5258523428402269,-0.3337,-0.0581,0.23958832696186916,0.6226228422144535,additive,True,False,0.570448,additive
