dep_gene,n_double,n_a_only,n_b_only,n_wt,mean_double,mean_a_only,mean_b_only,mean_wt,d_main_a,d_main_b,p_main_a,p_main_b,interaction_d,interaction_delta,p_interaction,p_kruskal,classification,from_atlas_a,from_atlas_b,fdr_interaction,fdr_classification
DOCK7,80,738,14,354,-0.20059390958280804,-0.15108744544698216,-0.0609769167985617,-0.1991248440320114,0.1905,-0.0657,0.006420113292790515,0.9178898739412079,-0.8772,-0.1877,0.09122506690580126,0.0004411394861981912,additive,False,True,0.414659,additive
RSL24D1,73,651,11,332,-2.113611065264904,-2.1829644889790014,-2.3451507378477547,-2.2809443034212764,0.2671,0.1788,6.5389379235365e-05,0.12313524786163145,0.2451,0.1336,0.1493161544830993,0.00041457504395140445,additive,False,True,0.604732,additive
H2AZ1,80,738,14,354,-0.8113276310218132,-0.7497010645675863,-0.9611626777735838,-0.8023393871354778,0.1484,-0.1883,0.027053719304110463,0.06263446711530676,0.294,0.0972,0.1572302174602645,0.014764330750059715,additive,False,True,0.604732,additive
KRT37,80,738,14,354,0.09111392636014395,0.0770022256757773,0.042666921676726526,0.0859634729180031,-0.053,0.0356,0.40546366338240736,0.5565628369183857,0.4791,0.0574,0.23603866587731415,0.4139865664960126,additive,False,True,0.800422,additive
CTU2,80,738,14,354,-0.6663689294264227,-0.7084143777028638,-0.7324517624841757,-0.7179363099568847,0.0484,0.1203,0.4391515296334938,0.2894530056529089,0.1881,0.0566,0.24012672122218692,0.584839986206503,additive,False,True,0.800422,additive
TRIM37,80,738,14,354,-0.39097064417650057,-0.42226399285711497,-0.3469927791045289,-0.36666601723981285,-0.1959,0.0726,0.0022028328389233427,0.44355248180428397,0.0462,0.0116,0.2969313447822919,0.014105488923757546,additive,False,True,0.820629,additive
LECT2,80,738,14,354,0.09024483789904318,0.08046972994911866,0.12466718130635836,0.09102588738461317,-0.1155,0.1217,0.02526580140146973,0.38579938169205197,-0.2122,-0.0239,0.30840743900242096,0.10127787635841456,additive,False,True,0.820629,additive
SLAMF1,80,738,14,354,-0.08392974296447438,-0.0953362767544917,-0.07960411992726248,-0.08591436809443861,-0.0673,0.0708,0.4460113748617709,0.41533713347327883,0.0373,0.0051,0.3105038823401338,0.6725939949956667,additive,False,True,0.820629,additive
AFF1,80,738,14,354,0.07921361314874198,0.06286939277876563,0.06022752862947197,0.04708127793100779,0.1204,0.1328,0.08081135670956201,0.1948853854972128,0.031,0.0032,0.3211268830374372,0.22859471829095246,additive,False,True,0.820629,additive
C1D,80,738,14,354,-0.44665301625946957,-0.46862063213929506,-0.4860684804850256,-0.5380329815194101,0.2911,0.1602,2.7214453939620146e-07,0.06593459049553033,-0.1178,-0.03,0.3538943020292331,2.5544837783028377e-06,additive,False,True,0.820629,additive
