,B_cell,CD4_T_naive,CD8_T,Dendritic_cell,Endothelial,Epithelial,Fibroblast,Goblet,ILC3,Inflammatory_Mac,Macrophage,Monocyte,Myofibroblast,NK,Paneth,Plasma,Th1,Th17,Treg,pDC
RP11-33B1.3,0.00034829258,0.0002056712,0.00064473227,0.0,0.0,0.0,0.0009719497,0.0,0.0,0.0,0.0,0.0002564184,0.0,0.00022898748,0.0,0.00024455576,0.0,0.0,0.0006638646,0.0016959963
PDE5A,0.002351279,0.0025642677,0.003999002,0.0024768196,0.03065732,0.053261727,0.18361495,0.035168584,0.0070268204,0.0,0.0006322266,0.0079106465,0.12344471,0.003220359,0.004477648,0.0034714763,0.0027974353,0.0015215459,0.00036169126,0.0031531188
MAD2L1,0.033778105,0.06022612,0.085921,0.0616896,0.021392725,0.12310349,0.035259537,0.09001279,0.0697183,0.029987682,0.029055392,0.017087858,0.05668135,0.060045768,0.04447096,0.030918652,0.07928367,0.05295564,0.08010317,0.06321677
RP11-679C8.2,0.0023991638,0.002301018,0.0013118563,0.0,0.003973781,0.000516389,0.0028557754,0.00422258,0.0029811843,0.004060438,0.003267744,0.0012065063,0.0,0.0025062007,0.0035436468,0.0032443197,0.0007038479,0.0024976805,0.003410939,0.0031427876
PRDM5,0.0003907893,0.00097229873,0.002356858,0.0,0.020420076,0.0092939,0.017252937,0.011899159,0.0,0.0,0.0,0.00024753573,0.0108121475,0.0004223834,0.00025531408,0.002870113,0.0,0.0018688169,0.0013054486,0.0
NDNF,0.0,0.0,0.0,0.0,0.0001727794,0.00035041152,0.0140107665,0.0,0.0,0.0,0.0,0.0,0.00504692,0.0,0.0,4.348265e-05,0.0,0.0,0.0,0.0
TNIP3,0.0030529667,0.017816758,0.110254936,0.019356644,0.02103683,0.0057807956,0.011744022,0.02558709,0.015722785,0.14131553,0.019488575,0.007664211,0.037299562,0.045352247,0.021032557,0.010160079,0.04616859,0.030308718,0.12784286,0.017209921
ANXA5,0.16370817,0.2162217,0.40017155,0.4370358,0.70280707,0.25860536,1.1367168,0.5028709,0.2626538,1.0368596,1.176357,0.9444309,0.60954607,0.2362219,0.77274895,0.27560118,0.3439202,0.30760878,0.3185902,0.38345852
TMEM155,0.00040441338,6.4101456e-05,0.0026947404,0.0,0.0,0.0,0.0134986155,0.0012372271,0.0,0.0,0.0,0.0,0.0,0.00031829986,0.0011004222,0.00021984242,0.0016133821,0.0015490226,0.0047963276,0.0
EXOSC9,0.055886425,0.07241186,0.09549095,0.07497251,0.07968518,0.0644831,0.057317257,0.074459806,0.04292914,0.08230415,0.07833708,0.07744244,0.08233761,0.07176442,0.08840904,0.02748965,0.08229139,0.0632602,0.08114247,0.07725768
CCNA2,0.00496122,0.0034822125,0.017144294,0.009530937,0.010498798,0.07458832,0.01665896,0.047452457,0.01756508,0.0076738326,0.008837961,0.0023814235,0.012262903,0.005923903,0.0074605457,0.008559698,0.023394788,0.011140956,0.022130862,0.01114659
BBS7,0.013840303,0.01472981,0.028123021,0.014428688,0.049677476,0.04526828,0.052558497,0.03450187,0.039735712,0.0124537535,0.020767378,0.017605375,0.025871037,0.023507394,0.022375276,0.008468072,0.02129973,0.032698687,0.012332022,0.017040178
RP11-63B13.1,0.0,0.00011881137,0.0,0.0,0.0014435366,0.0006265696,0.0,0.0,0.0,0.0,0.0,0.00075925037,0.0,0.00038793054,0.0,3.999368e-05,0.0005150782,0.0,0.0,0.0
TRPC3,0.00012939905,0.0010982053,0.002312007,0.003665239,0.0007469518,0.00096377486,0.0059520258,0.0016846514,0.0,0.0,0.0011116397,0.0,0.0045531173,0.0028709322,0.001008147,0.00044528645,0.0008843592,0.005868685,0.00058818544,0.0
KIAA1109,0.057975087,0.086198576,0.09608941,0.07859259,0.16632354,0.13613677,0.12363187,0.11995525,0.16354708,0.077182874,0.08098286,0.0931673,0.113353595,0.11591939,0.11416541,0.042170778,0.12356334,0.16860273,0.08785779,0.08572335
IL2,0.004934975,0.09376986,0.088667944,0.031310238,0.026789328,0.0439473,0.012824592,0.09173528,0.19519207,0.09665599,0.021665586,0.00024805352,0.09131139,0.15754758,0.070928164,0.044602845,0.31149036,0.31771848,0.05318995,0.09155635
IL21,0.0,0.00072042894,0.0,0.0,0.0,0.0009922981,0.0,0.0,0.006686924,0.0,0.0004191147,0.0,0.005568659,0.0015800004,0.002388995,0.0004174915,0.015004946,0.014033034,0.003673755,0.0027046553
IL21-AS1,0.0,0.0007836645,0.00065265223,0.0,0.0,0.00037718136,0.0007529686,0.0013989791,0.0058482587,0.0,0.00087454764,0.0,0.0,0.0006981251,0.0,0.00028933064,0.0022292011,0.000835949,0.0048005967,0.0
BBS12,0.0027017156,0.0073919087,0.0041353134,0.00079056475,0.014293198,0.011706711,0.017751923,0.008256647,0.0027118258,0.0,0.0035620881,0.004576705,0.01192056,0.0076239887,0.0041774646,0.003575971,0.0072949487,0.0040423404,0.0057146167,0.0033710073
FGF2,0.00051999843,0.0002654036,0.0,0.0,0.020631647,0.00063603744,0.079301834,0.0027491292,0.0,0.0,0.0,0.00025548702,0.016216226,0.00027217792,0.0011493546,0.0010365153,0.00079257844,0.0038166293,0.0,0.003505731
RP11-170N16.3,0.00020648791,7.2927935e-05,0.0,0.0021623883,0.0024811784,0.0,0.0011839995,0.0,0.0,0.0,0.0005332344,0.0,0.0,0.0,0.0,0.00022465846,0.0012193386,0.0,0.00045841298,0.0
NUDT6,0.0057181916,0.0062745265,0.015897447,0.0016245351,0.03962805,0.041823346,0.032789186,0.018781262,0.008649554,0.006279562,0.019502353,0.0072528883,0.014055754,0.008807486,0.0127671445,0.012495709,0.0062820436,0.0038595959,0.006342863,0.0077149915
SPATA5,0.026966028,0.029692454,0.035371855,0.02807428,0.037365682,0.027929995,0.029449807,0.026282439,0.027918933,0.029058492,0.024219032,0.015629673,0.043322895,0.033830006,0.020141885,0.013252856,0.039123714,0.03978945,0.032536957,0.030049564
SPRY1,0.042300165,0.15831584,0.310888,0.07472385,1.1651256,0.107507996,0.43309164,0.21092258,0.6421342,0.17928496,0.04645057,0.004166118,0.3139294,0.34191936,0.11998681,0.07680434,0.39642254,0.6099096,0.15055811,0.17719819
RP11-381N20.1,0.0,0.0,0.0,0.0,0.0,0.001339741,0.0010128522,0.0,0.0,0.0,0.0,0.0,0.0009037423,0.0001869032,0.0,6.855262e-05,0.0,0.0,0.0,0.0
LINC01091,0.0,0.00027174852,0.0,0.0,0.0048414096,0.004443908,0.04458579,0.0022382769,0.0,0.0,0.0008526142,0.0,0.0080171665,0.00024261986,0.0012239321,0.00011814682,0.0,0.0010367205,0.0,0.0
ANKRD50,0.002084146,0.00059534446,0.0027757245,0.004087706,0.11004334,0.018464401,0.12934488,0.0141450865,0.006610112,0.014790455,0.02654554,0.036659244,0.045985788,0.0022234907,0.013577005,0.0007050116,0.0008820451,0.0016180845,0.0012877116,0.010211104
FAT4,0.00019752109,9.995132e-05,0.00072691264,0.0,0.06185254,0.00057050644,0.13765262,0.006725529,0.0,0.0,0.0,0.0,0.04162895,0.0009643736,0.0,0.00028592176,0.0,0.0,0.0,0.0
RP11-125O18.1,0.0,5.8048205e-05,0.0,0.0,0.00052971207,0.0,0.029890537,0.0,0.0,0.0,0.0,0.0,0.0024487805,9.392629e-05,0.0,0.0,0.0,0.0,0.0,0.0
INTU,0.007019065,0.007061461,0.0093395775,0.013663656,0.04863878,0.024221182,0.07250146,0.02375028,0.011824395,0.008988499,0.02292172,0.015305109,0.028171776,0.0075309365,0.020046776,0.0055907774,0.00786867,0.00390607,0.0034728935,0.013480965
HSPA4L,0.03434029,0.033788018,0.04523646,0.036740802,0.03686516,0.033079926,0.039173882,0.037146103,0.031509332,0.029250395,0.04948714,0.0096406555,0.029989284,0.038948387,0.048124272,0.019724349,0.050554007,0.037057366,0.025292234,0.03153239
PLK4,0.0019158063,0.0018872988,0.0069638104,0.0008884376,0.0021375678,0.015579741,0.0050699143,0.012190012,0.0048938147,0.0048318235,0.005379902,0.0011889733,0.0016805443,0.002774936,0.003300306,0.00215082,0.0075500626,0.008134704,0.00985796,0.0016313265
MFSD8,0.03219547,0.02826855,0.036614265,0.024567362,0.03195704,0.032131225,0.030286344,0.017049199,0.031803716,0.014000264,0.015753577,0.030027868,0.033412967,0.029172411,0.02261295,0.028429609,0.025173483,0.02649247,0.029960504,0.041515563
ABHD18,0.042834174,0.04934915,0.05214827,0.069689766,0.067577995,0.051514056,0.052746885,0.053230386,0.05008882,0.0563077,0.051212035,0.060083967,0.041613948,0.053176384,0.049234625,0.028883997,0.049669534,0.049446292,0.06809557,0.059903562
LARP1B,0.022802526,0.030956956,0.01627366,0.033672784,0.050444134,0.14740536,0.05010461,0.15030695,0.036634836,0.027837105,0.045172285,0.030835854,0.04570958,0.031092197,0.057083804,0.11223657,0.033413444,0.03080287,0.022928488,0.0249195
PGRMC2,0.04162042,0.05926826,0.055167776,0.02671612,0.12232925,0.2779145,0.18605389,0.12898576,0.0688404,0.029714715,0.051764455,0.04547686,0.066054866,0.06223405,0.04670117,0.12037404,0.048678104,0.059108976,0.050419647,0.06170204
RP11-420A23.1,0.0011844991,0.0008272414,0.0,0.0,0.0014579028,0.005125303,0.0021278725,0.0,0.0042830156,0.0,0.0011185842,0.00033655265,0.0,0.00083001726,0.0041812053,0.00093834253,0.0015022978,0.0009923548,0.0,0.0
RP11-130C6.1,0.0,0.0,0.0,0.0,0.0,0.0006768984,0.0,0.0017753632,0.0,0.0,0.003419165,0.0,0.0,7.1384326e-05,0.00036018863,0.0005310561,0.0,0.0,0.0,0.0
RP11-184M15.2,0.0016089401,0.002029333,0.002781465,0.0027839597,0.0029212004,0.0012714627,0.00065691525,0.00407528,0.0068675634,0.0014391468,0.0033868498,0.0017438814,0.0027084188,0.0016581188,0.003356725,0.001593334,0.0014094391,0.003481346,0.004816353,0.0064505395
JADRR,0.0026912224,0.005631837,0.011227711,0.00283529,0.0040848106,0.003477864,0.0035799285,0.006087633,0.011155039,0.0069914693,0.002572085,0.0058278022,0.00741096,0.00806499,0.004372683,0.0027877307,0.008041419,0.005239768,0.008385069,0.002796772
JADE1,0.083368115,0.11514071,0.098347366,0.06610878,0.084200755,0.059866946,0.14239296,0.065625176,0.12317156,0.052651383,0.06569601,0.08824553,0.13571897,0.11858595,0.067596175,0.05349089,0.08947311,0.07694209,0.08210879,0.10158246
SCLT1,0.03877798,0.040698987,0.056518007,0.067658745,0.045322523,0.066442914,0.057274617,0.055039614,0.073021896,0.06729867,0.12894423,0.13548653,0.057130553,0.07394608,0.10602199,0.044636,0.060433216,0.05845698,0.048350696,0.080145106
C4ORF33,0.017894195,0.01607486,0.02094974,0.03570111,0.043807596,0.11252949,0.03621883,0.05373104,0.020634515,0.03953116,0.056538213,0.037749935,0.02494211,0.024207901,0.04117263,0.01619438,0.025428692,0.022820765,0.021662831,0.025026618
RP11-745L13.2,0.0024224154,0.0020277486,0.0019217886,0.0035465783,0.0011138686,0.003210853,0.0024109401,0.0,0.0022658668,0.0028183511,0.0023594964,0.0012121373,0.0026406785,0.0017202203,0.00038089705,0.0010812068,0.0018165004,0.0,0.0014045736,0.0
RP11-789C2.1,0.0,0.00021580499,0.0,0.0,0.0009015512,0.0,0.0,0.001449313,0.0,0.0,0.0,0.0,0.0,0.00020410624,0.0,0.0003885079,0.0008503158,0.0,0.0,0.0
RP11-1E22.1,0.00018610414,0.00016230639,0.0020807455,0.0,0.0,0.0,0.0,0.00022644804,0.0,0.0,0.0,0.0,0.0,0.0006483104,0.0,0.00045918324,0.00096633635,0.0,0.000952668,0.0018847423
PCDH10,0.0,7.4297466e-05,0.0,0.0,0.0002786202,0.0,0.0062091677,0.000840283,0.0,0.0,0.0,0.0,0.0014574928,0.0,0.0,0.00032361172,0.0,0.0016180845,0.0,0.0
PABPC4L,0.0,0.0,0.0,0.0,0.025405744,0.000109934226,0.012615237,0.0,0.0,0.0,0.0,0.0,0.0,7.186289e-05,0.0,0.0,0.0,0.0,0.0,0.0014418116
RP11-553P9.2,0.0005916558,0.000412339,0.0,0.0,0.0,0.00020376033,0.0,0.0,0.0,0.0029116939,0.0,0.0002221806,0.0036517414,0.00036703097,0.0006329409,0.00048229157,0.0,0.0,0.0,0.0011107451
RP11-775H9.3,0.0004016177,7.9838945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038642998,0.00075874146,0.0,0.0,0.0,0.0,0.0
PCDH18,0.00013926315,5.0373732e-05,0.0,0.0,0.010590751,0.0014572479,0.42516676,0.0018528239,0.0,0.0017242095,0.0015776616,0.00014239278,0.074093625,0.00043971045,0.00068366836,0.0009482667,0.0,0.0,0.00057563436,0.0
RP11-714L20.1,0.0041211643,0.0022102208,0.0025631855,0.0074821343,0.0054677636,0.0019022693,0.007325962,0.0,0.0,0.0031125497,0.003376593,0.0035953892,0.0014046653,0.0033303741,0.0016732158,0.0021719937,0.003951361,0.0010174267,0.0008130725,0.0
SLC7A11,0.005866756,0.007481198,0.009045164,0.042284,0.04351388,0.024037596,0.012526611,0.07684882,0.010913652,0.106401004,0.022007253,0.011599566,0.012397459,0.007386593,0.03949414,0.013562632,0.009692217,0.009140364,0.011977877,0.0459878
NOCT,0.005201016,0.0051597953,0.0036406708,0.0067536393,0.016309835,0.025815459,0.0025873925,0.006288134,0.0067647323,0.017761592,0.020912034,0.006595749,0.0069283564,0.0063279658,0.013413179,0.0041814446,0.005269621,0.00933865,0.009893813,0.0018556535
ELF2,0.10401718,0.11231064,0.11448072,0.11266028,0.29346243,0.08870799,0.19058646,0.12377757,0.12853423,0.14517193,0.201977,0.1464804,0.11863908,0.113349296,0.18704435,0.050560433,0.06843218,0.08783876,0.10327573,0.14378664
MGARP,0.000437746,0.0011515507,0.0013147347,0.0,0.0026990282,0.0,0.005735883,0.0,0.0,0.0013190053,0.0020054856,0.00050294877,0.0,0.0008076069,0.00037283,0.00086929154,0.0,0.0,0.00058908743,0.0
NDUFC1,0.14906769,0.22467573,0.20218349,0.22698303,0.50600874,0.7099051,0.39058056,0.50807315,0.14970982,0.19122492,0.31053153,0.2798845,0.31114843,0.16522694,0.23579603,0.17747094,0.16617982,0.14783716,0.2186702,0.24033207
NAA15,0.111324236,0.113687836,0.109983124,0.10193163,0.11774788,0.12263616,0.109781496,0.114234135,0.08593009,0.073540814,0.09022371,0.08356684,0.1197375,0.1120428,0.106791764,0.046829443,0.101835415,0.093415275,0.10747652,0.10029141
RP11-83A24.2,0.083760805,0.09057314,0.073134914,0.049388863,0.06830967,0.07837389,0.07988602,0.08973785,0.06695142,0.055904582,0.020793952,0.041949872,0.086345956,0.06597747,0.037329935,0.052497555,0.07579357,0.089697294,0.076916195,0.08394074
RAB33B,0.023523096,0.029268473,0.024565946,0.03536587,0.034098316,0.029663542,0.027161589,0.041351788,0.04625132,0.027024252,0.022343334,0.026602905,0.03700604,0.029803172,0.023749553,0.018111793,0.019450704,0.026583081,0.03087703,0.034063973
SETD7,0.026332466,0.027017193,0.025787413,0.055023257,0.11723847,0.04157619,0.10536822,0.055055805,0.0641327,0.03848296,0.07629031,0.06827425,0.06971047,0.03820647,0.054200433,0.030342802,0.03532774,0.08287406,0.08958736,0.05000914
RP11-342I1.2,0.0005672486,0.0011467831,0.0029150308,0.0,0.0,0.0015705035,0.00025941184,0.001061917,0.006138603,0.0037327092,0.0012768682,0.0030274787,0.0021040528,0.0027737345,0.0014527881,0.003083597,0.0016329743,0.002520958,0.003846298,0.0018006237
MGST2,0.017628344,0.023648437,0.022813413,0.19330701,0.8915993,0.931448,0.07454681,0.5675016,0.08549361,0.19619752,0.5578803,0.29028848,0.1013765,0.04694304,0.37550694,0.022077689,0.02864179,0.040141735,0.08609527,0.22205774
MAML3,0.010173507,0.010644296,0.0092452355,0.022401283,0.052564338,0.038243808,0.011295677,0.043258037,0.058836136,0.049758095,0.06087985,0.05603644,0.02390645,0.014310915,0.058504328,0.0045176214,0.0051500974,0.0066980277,0.0050365143,0.012691658
SCOC,0.107923314,0.13322666,0.14890371,0.10744582,0.22945018,0.2139153,0.19696991,0.18020017,0.13199061,0.0988439,0.11220394,0.07795724,0.16297983,0.13323793,0.11566743,0.07435897,0.104506955,0.098570615,0.10207437,0.12001635
SCOC-AS1,0.010019244,0.009638872,0.008826021,0.012344985,0.0137176085,0.0039264997,0.009312549,0.009324459,0.0,0.003675533,0.009493477,0.0029928158,0.003135474,0.0062929885,0.008727585,0.0048644408,0.0035921547,0.0080118375,0.0051423805,0.013244211
CLGN,0.0,0.0,0.0,0.00045193726,0.00064754434,0.001818787,0.0030651472,0.0,0.0,0.0014391468,0.0007089041,0.00059293874,0.0,0.00037672956,0.0013502595,0.0009722759,0.0,0.0,0.0,0.0011912658
ELMOD2,0.016622862,0.025092497,0.043307237,0.019726388,0.06518838,0.07723531,0.092799775,0.0439175,0.032082684,0.031235252,0.04449184,0.03971349,0.039975565,0.033281617,0.040043853,0.042341236,0.031891204,0.034074415,0.034578502,0.03999164
TBC1D9,0.08065398,0.0029648293,0.0012883891,0.14425021,0.10338506,0.02698392,0.070492595,0.019833246,0.017593592,0.08270545,0.18744652,0.09858174,0.008663909,0.002509926,0.13355298,0.057840113,0.0067834007,0.023019683,0.0033820143,0.059804242
RP11-102N12.3,0.04120866,0.0013634355,0.0014483284,0.014455541,0.009698849,0.010085808,0.0043514054,0.0064088097,0.0,0.021460956,0.04196216,0.021808667,0.004106158,0.0011104979,0.017346459,0.035067704,0.00143026,0.0023120923,0.00034015934,0.0046173884
RNF150,0.00094943156,0.00031934853,0.0,0.0024052241,0.0031169322,0.00041943468,0.046791866,0.0010189648,0.0,0.0030489266,0.0014915242,0.0,0.021547673,0.0,0.0019617854,0.000359209,0.0,0.0,0.0,0.0
ZNF330,0.07546774,0.073996864,0.081479765,0.08873728,0.11771941,0.09875123,0.13123198,0.098031856,0.04945807,0.09906931,0.12715283,0.14784408,0.08849589,0.071527004,0.10528335,0.04383188,0.061274298,0.05476761,0.06468736,0.10094638
RP11-586L23.1,0.00027184255,0.00013901039,0.0,0.0,0.00038527662,0.0012170428,0.0010456097,0.00033401191,0.0,0.0,0.00053834036,0.0,0.0,0.00061374716,0.0007931148,0.000107233005,0.0,0.0,0.0,0.0
RP11-362F19.1,0.000358027,0.0006699613,0.00056993833,0.0017551951,0.0028352616,0.00051598565,0.0,0.0,0.0,0.007828115,0.032083414,0.065217495,0.0,0.00039962956,0.010893925,7.3884425e-05,0.0,0.0,0.0,0.006084237
RP11-362F19.3,0.0,0.0,0.0,0.0,0.0007842302,0.00032151415,0.0,0.00019872405,0.0,0.0,0.0012815817,0.016849803,0.0,0.0,0.0011806844,0.0,0.0,0.0,0.0,0.0
IL15,0.044031017,0.025144747,0.04370439,0.09300088,0.09494659,0.031423274,0.068266205,0.041270357,0.05329016,0.13099769,0.10030949,0.0997192,0.048986908,0.040790875,0.070337266,0.03488679,0.051506642,0.057051495,0.020777857,0.03797544
INPP4B,0.01124272,0.2173384,0.08811172,0.026292816,0.053006865,0.061410666,0.043874543,0.10043612,0.0561162,0.064405896,0.024015702,0.02300383,0.21775831,0.107515596,0.06894912,0.025569433,0.17758287,0.1531103,0.14716935,0.11992758
RP11-223C24.1,0.0008403228,0.030453417,0.006061856,0.0025806867,0.0019240079,0.0025981227,0.00068698917,0.008768715,0.0,0.0021377937,0.00064284087,0.00209872,0.015743202,0.009988825,0.009234928,0.0022758842,0.0145767005,0.005407826,0.012054587,0.014919376
RP11-284M14.1,0.0009639475,0.0010396207,0.0,0.0017490502,0.0020630457,0.0007146498,0.003159805,0.0020728079,0.006086338,0.0016630167,0.00091577735,0.00018051449,0.0,0.0011429656,0.00044059113,0.0009620709,0.0,0.001089305,0.0025775235,0.0012881233
USP38,0.035862494,0.031451404,0.046022575,0.028821623,0.06744534,0.07106105,0.04494846,0.07238994,0.051358808,0.04860948,0.06034056,0.050622378,0.048420776,0.044505306,0.047162395,0.03102356,0.046599228,0.04806829,0.050734613,0.0437276
GAB1,0.021218764,0.0017548101,0.0011931632,0.024042523,0.103482336,0.033662915,0.07332988,0.034770396,0.008139572,0.007033452,0.03917149,0.019462887,0.03274694,0.0038463343,0.032799225,0.08922214,0.0021318386,0.0047212653,0.0019204088,0.029123921
SMARCA5,0.14791597,0.16246065,0.17914191,0.2429505,0.2674665,0.18972814,0.21744427,0.20839101,0.19309992,0.181878,0.17646216,0.18470918,0.18465734,0.1733934,0.21565524,0.09077831,0.16561827,0.17633075,0.19883965,0.18195747
SMARCA5-AS1,0.00018209031,0.0005824545,0.0006471081,0.0012483507,0.00030574322,0.00043875867,0.0,0.0,0.0,0.002963939,0.0,0.0016252117,0.0014758948,0.00057956675,0.0021154203,0.00018079061,0.00068322825,0.0012823775,0.00085447915,0.0007328803
FREM3,0.0,0.0005281018,0.00081052905,0.0,0.0018652412,0.0,0.0,0.0,0.0,0.0,0.0,0.00030191685,0.0,0.00021982218,0.0,0.00023859032,0.0,0.0,0.0010885687,0.0
RP13-578N3.3,0.0006794333,0.00042490434,0.0,0.0029356391,0.0024381592,0.0,0.00077902543,0.0,0.0,0.0,0.00044555974,0.0015723428,0.0,0.0005401453,0.001529028,0.00026913552,0.0,0.0010812915,0.0,0.0
GYPE,0.003999521,0.00092994294,0.0007020764,0.0049844845,0.0,0.0,0.0031125094,0.0,0.0026555236,0.004001273,0.0033631576,0.0011634234,0.0033553287,0.00077221653,0.0016448327,0.00064630806,0.0005868854,0.0013794824,0.00064271374,0.0033959928
RP11-673E1.1,0.0011434127,6.1336505e-05,0.0,0.0008486864,0.0046756044,0.0,0.004344666,0.0011057217,0.0021139353,0.0034237,0.0,0.00035886042,0.0,0.0001816969,0.0007889617,0.00048106373,0.0,0.0,0.00019099876,0.0
GYPB,0.0006150646,8.485759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022177902,0.0,0.0,0.0,0.00013971074,0.0,0.0,0.0,0.0
HHIP-AS1,0.0008913557,0.000614368,0.0,0.0,0.00027717353,0.0,0.03413937,0.0003980569,0.0,0.0,0.00045918842,0.0001267275,0.053378817,0.0005867588,0.0,0.0006173155,0.0,0.0,0.00057806104,0.016236277
HHIP,0.00017145852,0.00028995596,0.0,0.0,0.00041117796,0.00020364799,0.047636315,0.0,0.0,0.0,0.0,0.0,0.19531173,0.00051325787,0.00023867177,0.0008709675,0.00064415095,0.0012557143,0.0,0.0
ANAPC10,0.062052626,0.07729043,0.09623153,0.07742242,0.12335458,0.09499084,0.0963306,0.119116776,0.09799173,0.08993797,0.08887596,0.061826926,0.08358091,0.09069562,0.086726554,0.05737281,0.09251697,0.081850156,0.076171495,0.079978265
ABCE1,0.13783297,0.15938523,0.12764272,0.16786209,0.20039226,0.14075576,0.14869368,0.14812781,0.19144353,0.115725555,0.13867693,0.098759145,0.13806684,0.13517967,0.14972249,0.070439555,0.13804848,0.14994286,0.13308616,0.16898379
OTUD4,0.051138442,0.045998424,0.06251782,0.054250114,0.10271,0.06288632,0.06983338,0.065142445,0.05623,0.064153254,0.06990879,0.067242526,0.067680635,0.05643089,0.072287634,0.026669106,0.059447672,0.05497509,0.056833573,0.067883454
SMAD1,0.0024477106,0.0030605607,0.002359199,0.0023199057,0.27158675,0.051280577,0.049074467,0.08908576,0.0019859364,0.0069074733,0.017503623,0.013087718,0.016570512,0.004467876,0.013129096,0.0036105106,0.0016480477,0.0058490657,0.015920782,0.010872724
MMAA,0.010700293,0.017721925,0.021378681,0.010815528,0.021171656,0.039948866,0.022028428,0.024810381,0.013937559,0.012312658,0.008321471,0.016477168,0.017777734,0.01750163,0.013743626,0.0037606838,0.023487952,0.018012747,0.019111885,0.009066349
ZNF827,0.03223339,0.026454441,0.041258715,0.02117809,0.04842303,0.062771626,0.052078176,0.051904604,0.03239364,0.0051319124,0.0028996833,0.0039486038,0.03926032,0.032068145,0.009626469,0.019241992,0.021889966,0.017308304,0.019138437,0.013613766
LSM6,0.29610613,0.2962725,0.31180274,0.4791057,0.3508384,0.3759807,0.30516988,0.35370263,0.2776146,0.31550786,0.4530251,0.56153136,0.28107905,0.28583568,0.40099964,0.14047159,0.2923724,0.26020607,0.3090524,0.32072487
SLC10A7,0.012333107,0.012096657,0.018583218,0.015570037,0.027853964,0.02130953,0.02620818,0.040085763,0.025100708,0.007241915,0.020981435,0.016801834,0.019091265,0.018178856,0.011742183,0.020908201,0.011375971,0.013734979,0.010163337,0.021528386
EDNRA,0.0,5.200696e-05,0.0,0.0,0.013327137,0.0016832612,0.08729028,0.0,0.0,0.0,0.0,0.0,0.13075121,5.3143165e-05,0.0,0.00013657656,0.0,0.0,0.0,0.0
TMEM184C,0.017698677,0.021162998,0.01787934,0.027455045,0.030948233,0.034667004,0.028402971,0.029963318,0.046194486,0.026361508,0.019422958,0.024488637,0.02028279,0.022020089,0.018082907,0.012547319,0.0211803,0.033658493,0.030842561,0.030217385
PRMT9,0.104900606,0.19061515,0.302694,0.2615708,0.11637209,0.07771896,0.10778883,0.14416277,0.90774256,0.29886773,0.48964006,0.045912955,0.23172964,0.29439506,0.45113117,0.09880409,0.32087913,0.34066787,0.19377737,0.2903214
ARHGAP10,0.0018563354,0.025648994,0.02343264,0.028350627,0.030242618,0.0062011993,0.10726037,0.008803304,0.06814997,0.03046109,0.050568346,0.022074284,0.11928178,0.032905243,0.030048952,0.0036374326,0.025666015,0.02771447,0.025083244,0.030574929
NR3C2,0.0072859963,0.017485943,0.011931893,0.0,0.04238523,0.0707887,0.01831837,0.062659025,0.016138025,0.0,0.0020734747,0.0031840517,0.019301185,0.012187987,0.0075944243,0.0032649052,0.008598561,0.017092139,0.002234575,0.01196019
RP11-503L19.1,7.3232346e-05,0.00031321702,0.0,0.0,0.0,0.0005387874,0.0,0.0021702105,0.0,0.0,0.0,0.0,0.0,6.32719e-05,0.0,0.0,0.0,0.0,0.0,0.0
DCLK2,0.003760459,0.00011297122,0.0,0.00314534,0.019270228,0.00078438583,0.019695757,0.0015989128,0.0,0.00095534965,0.0019284234,0.000763511,0.010509666,0.0,0.002771281,0.00015338534,0.0015361048,0.0,0.0005299754,0.0013062959
LRBA,0.107071504,0.113797374,0.13715445,0.120090395,0.07986114,0.10043831,0.07934414,0.10047084,0.1275449,0.05505238,0.046891082,0.03800852,0.109412126,0.12993918,0.073864184,0.0449809,0.12454033,0.13050404,0.16298318,0.103534065
MAB21L2,0.0,0.0,0.0,0.0,0.0052124015,0.0004338801,0.11628821,0.0,0.0,0.0,0.001439708,0.0,0.061191227,0.0,0.0,0.00018333734,0.0,0.0,0.0,0.0
RPS3A,4.426111,4.581283,4.0223193,4.204265,3.3515756,3.3150346,3.2486062,3.882323,4.1171536,3.7613478,3.6152298,3.936299,3.8586895,4.14924,3.9565325,2.8614984,4.1255813,4.1949964,4.1611757,4.253522
SH3D19,0.021494439,0.018585656,0.018808765,0.008444205,0.085700735,0.19514352,0.22696754,0.087216236,0.030869676,0.022181379,0.017581454,0.011298316,0.06813608,0.019046491,0.017246598,0.012325046,0.01728403,0.011902738,0.017374165,0.027409585
RP11-372K14.2,0.0036598984,0.0067046196,0.007765471,0.008136687,0.00218122,0.002270469,0.0033003124,0.004793643,0.0034908566,0.006767693,0.0049220244,0.0069499062,0.008614495,0.0061857724,0.0052171983,0.0031841164,0.0063065165,0.009801604,0.009219045,0.006814776
RP11-731D1.4,0.0,9.146477e-05,0.0,0.0012031156,0.0,0.0016157482,0.0,0.00025837004,0.0,0.0,0.0,0.00022407682,0.0,0.0,0.0,0.0001482777,0.0,0.0,0.0,0.0
FAM160A1,0.0,0.00043800136,0.0007931392,0.001630772,0.0,0.01073854,0.0,0.0070101246,0.0,0.0,0.0,0.0,0.0,9.493344e-05,0.0011443854,0.0,0.0,0.00047847023,0.0,0.0064989273
