,B_cell,CD4_T_naive,CD8_T,Dendritic_cell,Endothelial,Epithelial,Fibroblast,Goblet,ILC3,Inflammatory_Mac,Macrophage,Monocyte,Myofibroblast,NK,Paneth,Plasma,Th1,Th17,Treg,pDC
RP11-34P13.7,0.00078188005,0.0007227709,0.0021236055,0.0012352198,0.0035977825,0.0,0.0030553471,0.0013696435,0.0,0.0017095052,0.0019811979,0.0015507885,0.0,0.0006898363,0.0,0.0007990373,0.002205811,0.0,0.0009004709,0.0009149772
FO538757.2,0.093963556,0.09299217,0.107629836,0.12595314,0.18703248,0.1775517,0.14334619,0.12824841,0.10259986,0.106508434,0.14922196,0.15606272,0.15564597,0.10959771,0.1299161,0.055253856,0.11383226,0.075807475,0.08922666,0.10152366
AP006222.2,0.0440553,0.04270485,0.04134952,0.050576806,0.082381934,0.031079382,0.108878925,0.027699761,0.013247221,0.024189647,0.055588868,0.037159756,0.08476194,0.038872395,0.029925575,0.015352657,0.031664852,0.024310634,0.027827144,0.040427674
RP4-669L17.10,0.0028888618,0.0019150042,0.0026529205,0.0051753395,0.004913264,0.0019928643,0.0045048427,0.004358156,0.003176106,0.0,0.0011283385,0.0016294857,0.0,0.0018383809,0.0018513312,0.001588747,0.0015118022,0.0024199737,0.0009608043,0.0028945203
RP5-857K21.4,0.0005343962,0.00026011327,0.0,0.0,0.0,0.0,0.0,0.0012191355,0.0,0.0,0.0011143108,0.00070023315,0.00135336,0.00029019633,0.0005338554,7.224998e-05,0.0005293477,0.0,0.0,0.0
RP11-206L10.9,0.022564342,0.015293287,0.021247225,0.021177046,0.020170992,0.018519832,0.024969129,0.020619124,0.0071156016,0.012304234,0.028648226,0.022470715,0.03220136,0.014565154,0.03228962,0.01974624,0.023336785,0.010001101,0.016851675,0.019208463
FAM87B,0.00015668427,6.9019254e-05,0.0,0.001515795,0.00057543267,0.0,0.0017232624,0.0,0.0,0.0012886495,0.0010242636,0.00047096738,0.001902264,7.003065e-05,0.0,4.269581e-05,0.0,0.0,0.0,0.0014015583
LINC00115,0.015131365,0.014167888,0.015798133,0.0091926325,0.012991857,0.019361405,0.02586007,0.010776853,0.04720532,0.023911363,0.029465599,0.011927041,0.018135209,0.016027184,0.024992218,0.013175233,0.017268969,0.023256857,0.019857798,0.010054983
FAM41C,0.026526902,0.017539008,0.020374186,0.010652392,0.016457861,0.016449604,0.013840235,0.016314218,0.021661552,0.019410444,0.036682915,0.020913284,0.025100296,0.020925032,0.020696599,0.009854722,0.019902144,0.027791359,0.017078448,0.01524415
RP11-54O7.1,0.0036327105,0.004399624,0.004718651,0.003796555,0.012019517,0.0021483866,0.0019783513,0.006629732,0.0032390154,0.0070460318,0.0059104855,0.003839548,0.0052594175,0.0054980726,0.006192937,0.0018778896,0.0057213455,0.0058640228,0.00446315,0.0059964103
RP11-54O7.3,0.00011621102,0.00026552106,0.0,0.0,0.00028145933,0.0,0.017260542,0.0,0.0060493313,0.0,0.0,0.0,0.0011028333,0.0005027067,0.0,0.00010578043,0.0,0.0012906436,0.0,0.0
SAMD11,0.00030884653,0.0004986839,0.0,0.0,0.0039314236,0.0013503368,0.11562524,0.0004965977,0.009710906,0.0,0.00038981717,0.00044610995,0.017515255,0.00043159878,0.001392338,0.0044794823,0.0,0.0,0.0,0.0
NOC2L,0.13999863,0.13180207,0.12680404,0.1295649,0.1318105,0.15045519,0.14407858,0.111475244,0.087659605,0.08943928,0.109904595,0.15497828,0.1237133,0.13072987,0.12867826,0.07622393,0.07932414,0.08269548,0.10657774,0.15424015
KLHL17,0.0020189749,0.003447998,0.003119045,0.0,0.0028451537,0.0027875423,0.003992167,0.0068026725,0.0,0.0,0.0005644601,0.0054817614,0.0023742924,0.0029252376,0.0019226801,0.0030255264,0.000897352,0.0051129605,0.0037072801,0.0065062176
PLEKHN1,0.0002855957,0.0054337992,0.0059691193,0.0008725668,0.005428379,0.004467289,0.011171826,0.010892089,0.031133357,0.0067967596,0.0031913233,0.006308958,0.006667916,0.008859068,0.00700489,0.016971096,0.008465418,0.0064101918,0.008539569,0.0035224478
PERM1,0.00015572103,6.7454785e-05,0.0,0.0019144613,0.0,0.0,0.0016585507,0.0,0.0,0.0,0.00034610686,0.0,0.0011102107,0.0,0.0,0.0001517478,0.0,0.0015809803,0.0,0.0
RP11-54O7.17,0.0,0.00030035086,0.0,0.004874242,0.004780049,0.0063468283,0.011408075,0.002464365,0.006366997,0.0054036975,0.014135514,0.0016463421,0.0064876513,0.0010272152,0.008422223,0.0006508327,0.0,0.0015363737,0.0029222409,0.0017115006
HES4,0.013205278,0.01736962,0.02210268,0.054782823,0.17996667,0.054824714,0.24033242,0.059947494,0.10061693,0.20481515,0.24233837,0.07474151,0.37006494,0.026534453,0.09818447,0.016406586,0.04118484,0.099416934,0.07252826,0.07072973
ISG15,0.24387121,0.31874976,0.5040539,0.3162532,0.80443966,0.67080885,0.50252616,0.34239888,0.4586153,0.7679198,0.6243668,0.5600066,0.49159232,0.42499477,0.5041986,0.3164289,0.47633588,0.4736061,0.56468326,0.5055889
RP11-54O7.11,0.00018380841,0.00045515536,0.00087151414,0.0,0.0010335555,0.0,0.0,0.0,0.0,0.0023323055,0.0,0.00023186296,0.0,0.00034035885,0.0008771397,0.0,0.0,0.0015239913,0.0008392013,0.0
AGRN,0.0030706164,0.0028424913,0.0061310288,0.016499165,0.11658058,0.024099516,0.07476874,0.019890942,0.00750727,0.01791241,0.018515017,0.0051510343,0.035403118,0.0042607156,0.010086255,0.0023575958,0.008593017,0.003173924,0.0025743516,0.0
RP11-54O7.18,0.0,4.8571314e-05,0.0,0.0,0.0,0.00015128005,0.0005383759,0.0014127898,0.0,0.0031167308,0.0,0.0,0.0,0.0002990862,0.0,0.0,0.0,0.0012927979,0.0,0.0
RNF223,0.00053645443,0.00016157041,0.0005902632,0.0,0.0,0.008096716,0.0,0.017157933,0.0,0.0,0.0,0.00019104891,0.0,0.00015519757,0.0,0.00017472351,0.0004965592,0.0014992037,0.0,0.0
C1ORF159,0.006536937,0.0077530285,0.0079962015,0.0065993895,0.014658276,0.019021763,0.008876717,0.01632179,0.012371828,0.009779784,0.008642528,0.010173494,0.011937419,0.009228528,0.010589333,0.00551285,0.010160115,0.008784243,0.0047724647,0.010159786
LINC01342,0.0009183893,5.0554463e-05,0.0,0.0,0.0,0.0010419862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8713845e-05,0.0,0.0,0.0,0.0
RP11-465B22.8,0.00017463719,0.00017506219,0.0015309881,0.0,0.0,0.01627941,0.0,0.024900649,0.0,0.0,0.0,0.0,0.0,8.839798e-05,0.0010345723,0.00038670856,0.0,0.0,0.00055335235,0.0
TTLL10-AS1,0.00013002499,0.00014888264,0.0006533838,0.0,0.0026629113,0.0006937891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031413088,0.0002945498,5.051047e-05,0.0013585007,0.0,0.0,0.0
TTLL10,0.004625944,0.004743796,0.0036755344,0.009960394,0.017977139,0.005472825,0.004439921,0.005355386,0.015929257,0.0025830576,0.00041159065,0.0014936007,0.0071595907,0.0060872408,0.003673797,0.00092730706,0.0044041923,0.0055781244,0.0057952306,0.0017867521
TNFRSF18,0.024627874,0.06931645,0.05322562,0.05531452,0.035554346,0.025450116,0.028275425,0.075314656,0.5384869,0.21917102,0.035938133,0.014403323,0.10696788,0.13884495,0.06569424,0.21496922,0.15603471,0.26516327,0.5956915,0.11038189
TNFRSF4,0.017679017,0.13726105,0.023805346,0.041273285,0.4226653,0.031376194,0.043297328,0.11576388,0.4255746,0.26295328,0.06273498,0.01913754,0.1373883,0.11928812,0.07865712,0.17974761,0.2110818,0.3169006,0.7385205,0.19468732
SDF4,0.11190379,0.14553149,0.17684297,0.10436094,0.3899725,0.37690786,0.33711302,0.27175114,0.2160245,0.23016103,0.22101648,0.18838213,0.21035026,0.20305078,0.1605579,0.23648314,0.1585906,0.19077744,0.21160437,0.19334385
B3GALT6,0.009579514,0.013556994,0.013557918,0.00699827,0.03052654,0.012679161,0.034292452,0.021144815,0.01895127,0.018264169,0.025837839,0.026289033,0.013320681,0.01655538,0.016536672,0.007815352,0.013676669,0.014997532,0.009106666,0.030493334
FAM132A,0.0011563782,0.00085435365,0.00088380586,0.0018634959,0.08003968,0.22393832,0.006056773,0.0070369598,0.0,0.0018629564,0.0046827253,0.0020702665,0.0036024535,0.0013121982,0.0024565707,0.0018163038,0.00092085754,0.00094917277,0.0011396364,0.0
RP5-902P8.12,0.00015083837,0.00017414193,0.000885113,0.0018732641,0.0,0.00036435475,0.0,0.0,0.0,0.0028125774,0.00067709014,0.00026774156,0.0,0.0007865458,0.0,0.0001741607,0.0008184498,0.0005410072,0.0010209531,0.0013981948
UBE2J2,0.10840627,0.13206625,0.15904725,0.09012924,0.17718214,0.14368412,0.12373471,0.101214156,0.06896851,0.11123254,0.100679696,0.13648665,0.11756223,0.13368857,0.103543095,0.07932489,0.10079498,0.09278297,0.11563515,0.14295267
RP5-902P8.10,0.0008186318,0.0006891273,0.0007696652,0.0,0.0006692558,0.00013389144,0.0,0.0012749702,0.006165906,0.0,0.0,0.00076797674,0.0,0.00054006744,0.0,0.0005874336,0.0019795028,0.0,0.0004555048,0.0
SCNN1D,0.00086395675,0.0010036723,0.00087429065,0.0,0.0014360698,0.008590247,0.008966905,0.0007251067,0.0063822474,0.0006461685,0.0020161448,0.0017698654,0.0016843361,0.0005153724,0.0002338061,0.0010358446,0.0013732852,0.0,0.0023812456,0.004406349
ACAP3,0.023868106,0.02752664,0.032469552,0.029508641,0.038231015,0.035044,0.075601295,0.04028636,0.007962213,0.023746876,0.036992796,0.059747685,0.03945433,0.029364174,0.028778907,0.036843542,0.03402075,0.026121294,0.0262194,0.023853479
PUSL1,0.020194622,0.024152221,0.025706405,0.041098442,0.03720369,0.045887478,0.03778884,0.06691546,0.022449957,0.033308335,0.036886375,0.05045921,0.040066965,0.029086236,0.038736653,0.035670374,0.02547455,0.023914088,0.023875572,0.027143221
CPSF3L,0.082283765,0.10101353,0.10789609,0.0840765,0.12608132,0.1667339,0.13874272,0.13293907,0.08427519,0.09788036,0.1260456,0.12067557,0.12992373,0.10225269,0.111563995,0.074443035,0.09844329,0.09050809,0.100745745,0.12657152
CPTP,0.024509896,0.03553556,0.03811035,0.020676192,0.08876921,0.11011556,0.022521924,0.033662472,0.011764341,0.026493419,0.022137374,0.031769842,0.02628739,0.034190506,0.020745458,0.04742709,0.023328656,0.018954005,0.025080517,0.024046715
TAS1R3,0.0027303179,0.0005144649,0.0,0.0,0.0013695792,0.002599505,0.0004191552,0.0002054891,0.0,0.0,0.0010250116,0.0003798136,0.0,0.00082971505,0.00031395056,0.02473819,0.0,0.001205543,0.00062379777,0.0
DVL1,0.0029968545,0.005333438,0.0042344807,0.0061710873,0.038013384,0.036161803,0.030786643,0.027231248,0.0077052587,0.003911292,0.012138695,0.010764074,0.0128945215,0.0046067145,0.013179853,0.010944437,0.006962274,0.0035992628,0.004801292,0.0035049606
MXRA8,0.0008654849,0.0023603567,0.00056414935,0.003372232,0.017349932,0.0017989422,0.58806705,0.0024116635,0.0037923236,0.0021976903,0.0013451239,0.0002825081,0.16740786,0.0003703318,0.0048732767,0.002510557,0.0013620509,0.0019823096,0.0005950384,0.0016290772
AURKAIP1,0.29875538,0.3218697,0.37686092,0.3339263,0.45841557,0.8883812,0.38521713,0.6120676,0.30384392,0.42403904,0.44352126,0.6148679,0.43319806,0.3346861,0.39271617,0.44624045,0.34697542,0.29630417,0.38631365,0.43913895
CCNL2,0.086670816,0.08865165,0.09911401,0.07466326,0.19626904,0.11577164,0.16672176,0.08923169,0.053264946,0.057259366,0.08913469,0.09167983,0.16061917,0.08843212,0.09467007,0.07065563,0.08163102,0.061267592,0.08619436,0.08850678
MRPL20,0.28652632,0.38219628,0.38420743,0.4144047,0.5052587,0.5223064,0.46629435,0.5002249,0.30126938,0.36609828,0.45337188,0.55301744,0.42171723,0.37809962,0.4604189,0.36485177,0.32863986,0.30131167,0.35878772,0.42918378
RP4-758J18.13,0.0031205553,0.0018387092,0.0021452005,0.00047212973,0.0024318895,0.0018541975,0.0045909304,0.0017435716,0.008177177,0.0026370268,0.004198486,0.0027638902,0.004785059,0.0021414896,0.0055002873,0.0006888957,0.0017037137,0.0,0.002297386,0.003925594
ANKRD65,0.0007308307,0.0003162514,0.0,0.008903757,0.15854792,0.002612041,0.03953014,0.0010316012,0.0,0.002164021,0.0043745334,0.0007825007,0.018931154,0.0003354292,0.01132897,0.00064564066,0.0013081526,0.001090564,0.00043256098,0.0080585545
RP4-758J18.10,0.0,0.0,0.0,0.0,0.009121157,0.00036738292,0.0020168063,0.00034057043,0.0,0.0,0.0,0.0,0.00045007168,0.0,0.00084103644,5.5127715e-05,0.0,0.0,0.0,0.0
VWA1,0.000375565,0.00027292664,0.0006248992,0.0008811696,0.47757086,0.011961713,0.0811958,0.014118402,0.003827932,0.006507855,0.0008128836,0.00036037577,0.025464106,0.00063499215,0.0059853126,0.0019649433,0.0027677945,0.0008627082,0.0020652625,0.018288817
ATAD3C,0.007280144,0.008835788,0.007821829,0.007973995,0.029377641,0.0059512667,0.010698631,0.014693057,0.0071140532,0.008234422,0.010014339,0.004248408,0.0038828223,0.01206365,0.0077756573,0.043444414,0.0069970908,0.013254446,0.011959875,0.014053032
ATAD3B,0.018763874,0.019435441,0.024617013,0.019376598,0.03355307,0.045420058,0.038990486,0.034637094,0.019823972,0.019412879,0.021954473,0.017732013,0.031263508,0.021340964,0.033671174,0.0155954445,0.025638709,0.016158214,0.020653984,0.017361045
ATAD3A,0.022623098,0.018831506,0.028017404,0.03244335,0.04079587,0.07370015,0.035892405,0.060545463,0.04611155,0.034742128,0.0334505,0.027876223,0.02591317,0.025892628,0.0327393,0.024197994,0.023559533,0.022067629,0.027604498,0.029072454
TMEM240,0.0006937817,0.00038962174,0.0,0.0,0.00074678584,0.00027083248,0.0063472316,0.0,0.0,0.0,0.0005857946,0.0,0.0037325267,0.00013689668,0.0,6.5228145e-05,0.0,0.0,0.0,0.0
SSU72,0.3806957,0.42802465,0.4053953,0.40550637,0.47040996,0.4760789,0.37913588,0.4741069,0.37881535,0.32950008,0.42196518,0.45617706,0.4201828,0.4079038,0.42187914,0.28822595,0.40429333,0.36392942,0.4434275,0.40546772
RP5-832C2.5,0.008028275,0.025300674,0.020745896,0.016466899,0.008990009,0.01550911,0.0086933365,0.014546504,0.030332537,0.013547131,0.012231788,0.01864444,0.008755067,0.020890424,0.014017172,0.0085225925,0.016904844,0.013500589,0.014325107,0.010415023
AL645728.1,0.0003338558,0.00010098089,0.00058474403,0.0,0.0014951748,0.0,0.0,0.0011315532,0.0,0.0,0.00042894826,0.0,0.0,0.00023311679,0.00034892847,7.941351e-05,0.0009029292,0.0016705131,0.0,0.0
C1ORF233,0.00043896757,0.0012325358,0.0,0.001720403,0.00087101717,0.012043028,0.0064108954,0.0042552096,0.0,0.0018525461,0.0135340905,0.01422869,0.0059721014,0.0023663836,0.0063778623,0.00031245788,0.0002584787,0.0009913404,0.001074687,0.0
RP11-345P4.9,0.019312412,0.017898362,0.0154933715,0.01003905,0.023562104,0.026750412,0.03243304,0.016886849,0.018827792,0.018438851,0.017680509,0.019099006,0.023560684,0.014013927,0.014076783,0.008808909,0.013639632,0.014133073,0.011729368,0.014753087
MIB2,0.050986897,0.08851871,0.17064834,0.050077822,0.06116889,0.10370462,0.07747963,0.09266042,0.043140497,0.06757565,0.03382388,0.042399075,0.058625355,0.15803161,0.04328354,0.06249763,0.095178716,0.05866008,0.07647391,0.12662889
MMP23B,0.0027304073,0.0050153085,0.04632705,0.0045717675,0.0029782034,0.00612452,0.28809768,0.0072957645,0.0,0.0,0.004766577,0.005438753,0.06956203,0.052690145,0.004046335,0.0073783225,0.0043350933,0.0025117197,0.005489283,0.03863391
CDK11B,0.075680286,0.0840505,0.09470244,0.06680329,0.14636883,0.17706326,0.09784955,0.14706057,0.061775535,0.063036725,0.09378061,0.07979043,0.07315495,0.09222687,0.08460361,0.041611623,0.07024678,0.07413618,0.08300782,0.09973694
RP11-345P4.10,0.0011810496,0.0023488256,0.002616765,0.0018313511,0.0013633597,0.0011931304,0.00019505032,0.001974709,0.002407533,0.0016254236,0.004130995,0.0008343895,0.0033991255,0.0022345595,0.00090755796,0.0015459087,0.0012066902,0.0013354768,0.0029063232,0.003415804
SLC35E2B,0.06580157,0.08708894,0.102078326,0.05241266,0.10792942,0.08653734,0.1388386,0.0883683,0.07719623,0.038436327,0.06604353,0.09212426,0.08597122,0.09245595,0.069273494,0.05982316,0.06857578,0.06559574,0.082395636,0.114296116
RP11-345P4.7,0.003055536,0.003022428,0.0045681405,0.0020317365,0.0011333808,0.0009737562,0.0019135685,0.0,0.0030710145,0.0,0.0015944019,0.0027588238,0.0021607457,0.0034220053,0.00062383414,0.0006517941,0.001999169,0.0,0.002231377,0.0025619157
CDK11A,0.07859767,0.09586922,0.118284814,0.08323617,0.11697985,0.17685102,0.079830416,0.11367642,0.09006296,0.06413323,0.10229043,0.07141334,0.07638868,0.114156924,0.08851749,0.046667106,0.102590166,0.08537728,0.09538221,0.104066394
SLC35E2,0.010475319,0.013902977,0.011166434,0.0030987756,0.009233842,0.007006549,0.015466683,0.0046740263,0.0075314706,0.011780972,0.0031449816,0.009226945,0.007632047,0.010679361,0.0050992486,0.0048974594,0.012409276,0.008158734,0.007595279,0.022431044
NADK,0.046260152,0.023929104,0.030421816,0.058223836,0.08239172,0.07388611,0.04361569,0.070854664,0.03850058,0.06421411,0.16093011,0.24195382,0.049359385,0.043062918,0.08213968,0.02570939,0.017187756,0.022978442,0.025632702,0.12623681
GNB1,0.11962538,0.11418816,0.13824734,0.17815015,0.42878428,0.30478415,0.30336827,0.26522928,0.16745621,0.27576333,0.3399511,0.32731938,0.18927525,0.15371504,0.25636402,0.080850974,0.13685425,0.1661355,0.14482719,0.22433296
RP1-140A9.1,0.0001395315,0.0008649135,0.0,0.0,0.0010323585,0.0044722077,0.0011905988,0.00059844856,0.0,0.0,0.0,0.0006361537,0.0,0.00083342806,0.0,0.0017854702,0.0027728286,0.0026317015,0.0005590798,0.0020814831
CALML6,0.00016513825,0.00010495355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025179522,0.0,6.226552e-05,0.0008580829,0.00027567375,0.0,0.0,0.0,0.0015323183
TMEM52,0.001210864,0.00076893496,0.00073786057,0.0,0.0016585061,0.024756085,0.0013453555,0.013458543,0.0,0.0017065554,0.001097395,0.00032679952,0.0032339622,0.0002267294,0.0024251947,0.030853406,0.0014574142,0.0,0.0,0.0016821746
CFAP74,0.006196012,0.0068927454,0.0055743763,0.001861556,0.010413979,0.006853649,0.008372052,0.006478066,0.0,0.006052447,0.004547998,0.004473835,0.0022432525,0.006459771,0.003954271,0.0028695937,0.004640165,0.0072301044,0.0062783184,0.003894811
RP11-547D24.1,0.0031514873,0.00321256,0.008324263,0.004460809,0.012097416,0.0034290585,0.0037565192,0.0052485764,0.002846115,0.0,0.0064652828,0.0011361713,0.0,0.004991475,0.009589837,0.002879913,0.0059174607,0.009832529,0.003654772,0.0056715477
GABRD,0.00023132152,7.596667e-05,0.0,0.0,0.018079659,0.0,0.0025448417,0.0,0.0,0.0,0.0,0.00041924635,0.0021291906,0.00022613272,0.0,0.0,0.0,0.0,0.0,0.0
RP11-547D24.3,0.00020007072,0.0,0.0009146797,0.0,0.0,0.0,0.0,0.00024885833,0.0,0.0,0.0,0.0,0.0,9.544783e-05,0.0,0.0004537605,0.0,0.0,0.0005337009,0.0
PRKCZ,0.021910848,0.027215514,0.0357263,0.031505957,0.04287727,0.13323224,0.024147337,0.08550761,0.018890172,0.031136226,0.012327314,0.008033227,0.019120622,0.032401573,0.023930933,0.015779369,0.027574785,0.03203638,0.033551533,0.031350084
RP5-892K4.1,0.016379269,0.018465629,0.018831631,0.032735176,0.028450461,0.008819561,0.021142073,0.0046829185,0.028825626,0.019081268,0.019556506,0.011697857,0.015563843,0.020068286,0.021067655,0.009399219,0.017122297,0.018589472,0.021419916,0.012799351
RP11-181G12.2,0.00052370597,0.00063598156,0.00037402954,0.0018241262,0.0008393881,0.0,0.00094537705,0.0,0.0,0.0,0.0,0.0009525986,0.004297509,0.00034039794,0.0004184651,0.0,0.00074686506,0.0017607046,0.0011279949,0.0014270054
FAAP20,0.29012957,0.24446782,0.29353422,0.36777586,0.38237774,0.25725937,0.4198232,0.3552821,0.2571544,0.3176155,0.36529076,0.4298422,0.37043965,0.25821066,0.3668694,0.19742794,0.24889134,0.22440252,0.2648033,0.34773397
SKI,0.031316303,0.037832785,0.046197347,0.022662355,0.16197877,0.03858542,0.18808192,0.05718974,0.05697165,0.04021983,0.045697723,0.032118794,0.088836044,0.040250294,0.04494622,0.015203174,0.04829584,0.023192333,0.031999703,0.049411207
MORN1,0.008252969,0.0047004386,0.007687217,0.012736612,0.005503812,0.010739672,0.008596531,0.008500582,0.007019704,0.006044628,0.005950131,0.0027231777,0.014778193,0.006095191,0.0038632173,0.0056138765,0.005045929,0.009707749,0.0076992395,0.01006593
RER1,0.16693218,0.1896199,0.27130058,0.2364267,0.29680082,0.49765536,0.36398214,0.38077205,0.22536539,0.25355658,0.35243648,0.3038328,0.25117746,0.23862635,0.26600048,0.2730832,0.22027224,0.21165335,0.25642678,0.29026142
PEX10,0.023064582,0.016648533,0.0150480205,0.026789885,0.043399885,0.047640897,0.039607514,0.03226449,0.027219336,0.027167082,0.024900809,0.023319332,0.035012536,0.01746301,0.02056728,0.026054684,0.010071147,0.015536473,0.016677285,0.033670682
PLCH2,0.009977368,0.0048790053,0.014298426,0.01055317,0.0018117849,0.0021012397,0.00063042046,0.0039029708,0.010035163,0.0075758174,0.0,0.0004735118,0.011012915,0.010087329,0.0027168838,0.0045417557,0.00640035,0.0022485359,0.012127023,0.0043746415
PANK4,0.010470298,0.014743843,0.019832639,0.008472931,0.018725574,0.013303444,0.01856054,0.010887646,0.0057331193,0.012023748,0.010738818,0.010484373,0.030975534,0.016207727,0.011521133,0.006599985,0.011373537,0.01444254,0.010336901,0.019733295
HES5,0.0,0.0,0.0,0.0014849856,0.006678712,0.0009086095,0.0009037501,0.0018652303,0.0,0.0,0.0,0.0,0.00045007168,0.0,0.0,8.301602e-05,0.0,0.0,0.0,0.0
RP3-395M20.12,0.08283197,0.062305752,0.07585878,0.09769835,0.035759896,0.031911653,0.015174134,0.048564255,0.07412977,0.13423118,0.13081263,0.092776254,0.07908337,0.081572175,0.09224896,0.028104978,0.08069563,0.074892774,0.0612741,0.0916713
RP3-395M20.8,0.030022237,0.016420465,0.02879839,0.032444965,0.039322294,0.13533562,0.011447445,0.05462472,0.05585269,0.029476192,0.029394908,0.01352262,0.016148902,0.026527116,0.022119852,0.04250741,0.020255888,0.028669545,0.023023607,0.018966284
TNFRSF14,0.40431973,0.34874934,0.3267386,0.37785357,0.28749448,0.39495802,0.15767975,0.31660932,0.24036191,0.39533013,0.43089205,0.3288965,0.2894592,0.31036913,0.29068166,0.22169389,0.30001566,0.2888065,0.4044524,0.33857003
RP3-395M20.9,0.008449787,0.0123237865,0.0037784132,0.0006549313,0.0071303607,0.0077303182,0.001226766,0.006018212,0.008677039,0.0042649177,0.0022572419,0.0032591503,0.005717583,0.004068353,0.0031267402,0.0041430295,0.007885792,0.0063107978,0.00831854,0.0075524673
FAM213B,0.013720752,0.020151213,0.01687096,0.0177072,0.07087609,0.12499802,0.020433856,0.068174876,0.024046361,0.011928217,0.018324928,0.01492421,0.018210538,0.019684456,0.015803007,0.01057387,0.0143567845,0.017967658,0.016789531,0.021185867
MMEL1,0.0008483217,0.006969938,0.0006167845,0.0044403747,0.01896975,0.03428032,0.0,0.037891887,0.0,0.0014585969,0.009583108,0.012342363,0.0,0.0011558039,0.0014046291,0.0009404277,0.002386162,0.0038708784,0.0040146015,0.0049930937
TTC34,0.0033353593,0.003920776,0.0029717516,0.0,0.0019283146,0.0025375658,0.009303775,0.0018591853,0.0,0.0062529636,0.004186035,0.0033856956,0.0,0.0035279503,0.004023594,0.0008865301,0.004517557,0.005473367,0.0029075495,0.0019946573
LINC00982,0.0,0.0,0.0,0.0012967092,0.014261694,0.0028103446,0.005202216,0.0029715893,0.0,0.0,0.00080768106,0.0,0.0022252554,5.835427e-05,0.0016852249,0.0,0.0,0.0,0.0,0.0
PRDM16,0.00011299056,0.00047128112,0.0,0.0024304078,0.025327088,0.005774221,0.011183981,0.0026303646,0.0,0.000840754,0.0,0.0005341297,0.014756824,0.00048215047,0.001115435,0.00026557362,0.0,0.0020372963,0.0,0.0
RP11-22L13.1,0.0,0.0,0.0,0.0,0.0,0.0010353994,0.0,0.0005770177,0.0,0.0,0.0024232725,0.0,0.0,0.0,0.0010617155,0.0,0.0,0.0007525701,0.0,0.0
ARHGEF16,0.00015156803,0.00014368928,0.0008140837,0.0,0.0009360192,0.11466193,0.0041405237,0.078113884,0.0035899568,0.0,0.0011965376,0.0,0.0038125277,0.00026069448,0.0046301703,0.0010924179,0.0,0.0017176233,0.0016365133,0.0
MEGF6,0.0034095747,0.0057215975,0.0048835403,0.005421444,0.020661293,0.0028691548,0.06314673,0.012886246,0.0018958607,0.001847515,0.005195528,0.0035430419,0.008601679,0.0046560215,0.0027809,0.0016051738,0.009268603,0.0054269657,0.0069595166,0.007754554
RP11-46F15.2,0.002209252,0.0029464469,0.00137216,0.0027606944,0.0031439364,0.0012492647,0.0038586766,0.0,0.004033416,0.0030634047,0.0,0.0011646056,0.0012574029,0.0026003702,0.0013330533,0.0011626135,0.0020831756,0.0014598703,0.004835109,0.001437111
TPRG1L,0.01982631,0.029235758,0.030241,0.011384436,0.06612711,0.07556481,0.032171447,0.054771226,0.02292703,0.010417241,0.01989535,0.04015561,0.014067934,0.028697964,0.018763121,0.014414878,0.02134579,0.018555375,0.022312764,0.03147753
WRAP73,0.044610966,0.048855305,0.06273898,0.03173585,0.06329811,0.07425514,0.038614832,0.052084435,0.029113293,0.031795148,0.03969056,0.05139598,0.04422619,0.05422767,0.04999835,0.026702259,0.045500908,0.02973053,0.050894085,0.059282158
TP73,0.0004832967,0.00031148328,0.0010105736,0.0011079792,0.0001514278,0.0017043597,0.0023407997,0.0007115633,0.0,0.0017128902,0.00019756967,0.0,0.0,0.0004415549,0.0,0.0030152616,0.0009563913,0.00031633658,0.005302212,0.0
RP5-1092A11.5,0.00014891993,0.0,0.0,0.0,0.0,0.0002903802,0.0,0.0007179463,0.0,0.0,0.0,0.0,0.0,8.093395e-05,0.0,0.00068445044,0.0,0.0,0.0,0.0
TP73-AS1,0.014781797,0.015667643,0.010744173,0.011131621,0.033049345,0.0038394642,0.02281588,0.015572413,0.025389895,0.003320807,0.007908191,0.011943765,0.018017877,0.0108433,0.010752982,0.008238172,0.013362518,0.0103198625,0.008276216,0.019143721
SMIM1,0.013847992,0.0108930925,0.011965069,0.0140023595,0.014911596,0.007449646,0.027730513,0.018865403,0.07080011,0.010514519,0.018553188,0.016084695,0.019179111,0.0091384705,0.007253448,0.05699804,0.0059234137,0.009315486,0.012942557,0.0083304895
LRRC47,0.05698108,0.06880218,0.07474508,0.064744696,0.099475004,0.09728081,0.07710621,0.07214005,0.050614003,0.04090692,0.045262225,0.08178951,0.08171696,0.073548555,0.061017815,0.04119878,0.06250574,0.05274655,0.06037511,0.06504478
RP1-286D6.5,0.0,0.00017382833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023986121,0.0,0.00018493904,0.0007883392,0.0,0.00050910306,0.0
