gene,module_id,is_seed,pathway_annotations
PRKCG,9,False,
PRL,9,False,
PSG1,9,False,
PSG7,9,False,
PSG9,9,False,
PTAFR,9,False,
PTGER3,9,False,
PYGM,9,False,
PYY,9,False,
RAMP1,9,False,
RDM1,9,False,
REN,9,False,
RETN,9,False,
RETNLB,9,False,
RIT2,9,False,
ROM1,9,False,
S1PR1,9,False,
SAG,9,False,
SCGB1A1,9,False,
SCT,9,False,
SEC16B,9,False,
SEC24B,9,False,
SF1,9,False,
SH2B1,9,False,
SHBG,9,False,
SIGMAR1,9,False,
SLC22A3,9,False,
SLC6A2,9,False,
SLC6A3,9,True,dopamine_signaling
SLC6A4,9,True,serotonin_signaling
SNED1,9,False,
SST,9,True,GABAergic_transmission;striatal_interneuron_markers
SSTR1,9,False,
SSTR2,9,False,
SSTR3,9,False,
SSTR4,9,False,
SSTR5,9,False,
SUCNR1,9,False,
TAC1,9,True,striatal_interneuron_markers
TAC3,9,False,
TAC4,9,False,
TACR1,9,False,
TACR2,9,False,
TACR3,9,False,
TMEM18,9,False,
TMTC1,9,False,
TRH,9,False,
TRPC7,9,False,
TSHB,9,False,
TSPAN16,9,False,
UCP1,9,False,
UCP2,9,False,
UNC80,9,False,
UTS2,9,False,
VANGL1,9,False,
VANGL2,9,False,
VIP,9,False,
ZC3H12D,9,False,
