gene,spearman_r,pvalue,fdr
MAPT,-0.2832,0.0625325699447973,0.5482684494426483
AARS1,-0.2832,0.0625325699447973,0.5482684494426483
LGALS8,-0.2829,0.06280539686485573,0.5498344879438725
CLSTN2,-0.2827,0.0629421655130986,0.5498344879438725
POLR2L,-0.2826,0.06307917131626022,0.5498344879438725
NINJ2,-0.2826,0.06307917131626022,0.5498344879438725
TPSD1,-0.2825,0.06321641454645369,0.5502283071931624
SYBU,-0.2822,0.06349161437651063,0.5506293389619016
ACP1,-0.2822,0.06349161437651063,0.5506293389619016
RSPH1,-0.2819,0.0637677671806494,0.5506293389619016
CACNG2,-0.2817,0.063906201628529,0.5506293389619016
JAM2,-0.2817,0.063906201628529,0.5506293389619016
RAB13,-0.2816,0.06404487513660731,0.5506293389619016
CLK4,-0.2816,0.06404487513660731,0.5506293389619016
CABP1,-0.2816,0.06404487513660731,0.5506293389619016
EPHX2,-0.2816,0.06404487513660731,0.5506293389619016
CCM2,-0.2816,0.06404487513660731,0.5506293389619016
OR10A5,-0.2815,0.08682495572642844,0.5923281138017132
INTS5,-0.2815,0.06418378797715418,0.5506293389619016
TAS2R43,-0.2815,0.06418378797715418,0.5506293389619016
GSE1,-0.2813,0.0643229404224589,0.5512955649018585
EFCAB7,-0.2812,0.06446233274482996,0.5519625721656166
JAK3,-0.281,0.0646019652165947,0.5521278566396692
DGCR2,-0.2809,0.06474183811009766,0.5521278566396692
ZNF704,-0.2809,0.06474183811009766,0.5521278566396692
SBDS,-0.2809,0.06474183811009766,0.5521278566396692
SPATA45,-0.2808,0.06488195169770122,0.5521278566396692
MYO18A,-0.2808,0.06488195169770122,0.5521278566396692
DBNDD2,-0.2806,0.06502230625178392,0.5525355218457277
NWD1,-0.2806,0.06502230625178392,0.5525355218457277
STOML3,-0.2806,0.06502230625178392,0.5525355218457277
HAND2,-0.2805,0.06516290204474048,0.5532058871506614
SLC8A2,-0.2802,0.06544481843692894,0.5545489577382494
HAUS5,-0.2801,0.06558613958102374,0.55478883700368
WASHC2C,-0.2799,0.06572770305371703,0.55478883700368
SNX24,-0.2798,0.06586950912747311,0.55478883700368
TRAF3IP3,-0.2798,0.06586950912747311,0.55478883700368
GPR20,-0.2798,0.06586950912747311,0.55478883700368
WEE1,-0.2796,0.0660115580747684,0.55478883700368
CHST13,-0.2796,0.0660115580747684,0.55478883700368
ZNF440,-0.2796,0.0660115580747684,0.55478883700368
LRRC45,-0.2795,0.06615385016809078,0.55478883700368
UBE2W,-0.2795,0.20775926035559855,0.7303700114129364
SEPHS2,-0.2795,0.06615385016809078,0.55478883700368
STX11,-0.2795,0.06615385016809078,0.55478883700368
HYAL3,-0.2795,0.06615385016809078,0.55478883700368
TCF15,-0.2794,0.06629638567993888,0.5548940523571292
PGP,-0.2794,0.06629638567993888,0.5548940523571292
SNX32,-0.2792,0.06643916488282116,0.5548940523571292
BCAN,-0.2792,0.06643916488282116,0.5548940523571292
CHST12,-0.2791,0.06658218804925585,0.5548940523571292
ZNF579,-0.2791,0.06658218804925585,0.5548940523571292
PRICKLE3,-0.2789,0.0667254554517694,0.5548940523571292
SLC22A1,-0.2788,0.06686896736289688,0.5548940523571292
FBXO2,-0.2786,0.06701272405518058,0.5548940523571292
DIP2C,-0.2786,0.06701272405518058,0.5548940523571292
ZC3H6,-0.2786,0.06701272405518058,0.5548940523571292
SOD3,-0.2785,0.06715672580116956,0.5548940523571292
CACNG3,-0.2785,0.06715672580116956,0.5548940523571292
ANKS1A,-0.2785,0.06715672580116956,0.5548940523571292
SOCS3,-0.2785,0.06715672580116956,0.5548940523571292
IGF1,-0.2784,0.06730097287341884,0.5554879178744573
NEUROG2,-0.2784,0.06730097287341884,0.5554879178744573
OR2K2,-0.2783,0.09072423335965912,0.600696271838511
KIR3DL3,-0.2782,0.06744546554448931,0.5554879178744573
CAPN7,-0.2782,0.06744546554448931,0.5554879178744573
MRGPRX3,-0.2782,0.06744546554448931,0.5554879178744573
DCAF4L2,-0.2782,0.06744546554448931,0.5554879178744573
LIPM,-0.2781,0.06759020408694605,0.5559139262747443
VPS4A,-0.2779,0.0677351887733589,0.5559552299125877
IL15,-0.2779,0.0677351887733589,0.5559552299125877
COLEC10,-0.2775,0.06817162242207701,0.5581357032090597
MGAM,-0.2774,0.06831759441006874,0.5585656487790847
SATL1,-0.2774,0.06831759441006874,0.5585656487790847
NUP205,-0.2774,0.06831759441006874,0.5585656487790847
C9orf57,-0.2772,0.21161051352664342,0.7330533165051366
ABLIM1,-0.2772,0.06846381390490283,0.5595060088035131
SHISA9,-0.2771,0.06861028117915986,0.5596386987919326
INSC,-0.2771,0.06861028117915986,0.5596386987919326
PKP4,-0.2771,0.06861028117915986,0.5596386987919326
FAM83D,-0.277,0.06875699650541942,0.5596386987919326
PSAPL1,-0.277,0.06875699650541942,0.5596386987919326
CDC25B,-0.2768,0.06890396015626024,0.5596386987919326
SF3B3,-0.2767,0.06905117240425904,0.5596386987919326
PMPCA,-0.2767,0.06905117240425904,0.5596386987919326
GDF10,-0.2765,0.06919863352199,0.5596386987919326
SCLT1,-0.2765,0.06919863352199,0.5596386987919326
RPS17,-0.2765,0.09285826207329155,0.6056561073023345
SOX12,-0.2765,0.06919863352199,0.5596386987919326
LRRC27,-0.2761,0.06964251281926569,0.5596386987919326
PRR14,-0.2761,0.06964251281926569,0.5596386987919326
GYPC,-0.2761,0.06964251281926569,0.5596386987919326
PAXIP1,-0.2761,0.06964251281926569,0.5596386987919326
ATP2A1,-0.276,0.06979097214159294,0.5596386987919326
VWF,-0.276,0.06979097214159294,0.5596386987919326
ARFGAP3,-0.276,0.06979097214159294,0.5596386987919326
TADA2A,-0.276,0.06979097214159294,0.5596386987919326
LGMN,-0.2755,0.07023785259399457,0.5607144688380777
ATP6V1C2,-0.2755,0.07023785259399457,0.5607144688380777
CFAP77,-0.2754,0.07038731448172593,0.5611580918885487
OR1D2,-0.2754,0.09421149069504983,0.6065510602422888
LGALS7,-0.2754,0.09421149069504983,0.6065510602422888
CMYA5,-0.2753,0.0705370276921315,0.5613532652107934
TCF3,-0.2753,0.0705370276921315,0.5613532652107934
APC,-0.2753,0.0705370276921315,0.5613532652107934
ATP8A2,-0.2751,0.0706869924977226,0.5619466076208933
TMEM163,-0.275,0.07083720917100098,0.5619466076208933
OR6N2,-0.275,0.09475700104544987,0.6065599583906295
VPS4B,-0.2748,0.07098767798445751,0.5619466076208933
FGF22,-0.2748,0.07098767798445751,0.5619466076208933
RXFP3,-0.2748,0.07098767798445751,0.5619466076208933
CHD2,-0.2748,0.07098767798445751,0.5619466076208933
MUC16,-0.2747,0.07113839921057173,0.5627150391405649
GPR6,-0.2746,0.07128937312181105,0.5627150391405649
DCAF8L2,-0.2746,0.07128937312181105,0.5627150391405649
GRM6,-0.2744,0.07144059999063038,0.5627150391405649
WDR26,-0.2744,0.07144059999063038,0.5627150391405649
SWSAP1,-0.2744,0.07144059999063038,0.5627150391405649
VPS52,-0.2743,0.07159208008947097,0.5627150391405649
C5orf46,-0.2743,0.07159208008947097,0.5627150391405649
RNF126,-0.2743,0.07159208008947097,0.5627150391405649
NLRP5,-0.2741,0.07174381369076024,0.5627150391405649
CEP131,-0.2741,0.07174381369076024,0.5627150391405649
MPRIP,-0.2741,0.07174381369076024,0.5627150391405649
SERPINH1,-0.274,0.07189580106691046,0.5631680703930557
POLR3A,-0.274,0.07189580106691046,0.5631680703930557
RBM4B,-0.2739,0.21747614103474322,0.7351273870609554
ZNF384,-0.2739,0.07204804249031868,0.5633401438312654
GTF2E2,-0.2737,0.07220053823336575,0.5633401438312654
RELT,-0.2737,0.07220053823336575,0.5633401438312654
PRKAR1A,-0.2737,0.07220053823336575,0.5633401438312654
ANAPC4,-0.2737,0.07220053823336575,0.5633401438312654
PLSCR3,-0.2734,0.0725062937678147,0.5637324989540322
SGK1,-0.2734,0.0725062937678147,0.5637324989540322
GPR149,-0.2734,0.0725062937678147,0.5637324989540322
CDX4,-0.2733,0.07265955410389115,0.5637324989540322
TMEM41A,-0.2733,0.07265955410389115,0.5637324989540322
GNAS,-0.2732,0.07281306984895415,0.5644350810167522
ITM2C,-0.273,0.0729668412752933,0.5651384294021636
TFF2,-0.2727,0.07327515226085639,0.5665474256305111
KNCN,-0.2727,0.07327515226085639,0.5665474256305111
RGS9BP,-0.2727,0.07327515226085639,0.5665474256305111
CHST14,-0.2726,0.07342969236455504,0.5667166775678004
CD248,-0.2726,0.07342969236455504,0.5667166775678004
CDK15,-0.2726,0.07342969236455504,0.5667166775678004
LYPD5,-0.2724,0.073584489238478,0.5667166775678004
MBOAT7,-0.2724,0.073584489238478,0.5667166775678004
SORCS2,-0.2724,0.073584489238478,0.5667166775678004
PTPN3,-0.2723,0.07373954315480638,0.5667166775678004
C3,-0.2719,0.0742062498796729,0.5678367593268442
GPR18,-0.2717,0.07436233468694627,0.5678367593268442
NFE2L2,-0.2717,0.07436233468694627,0.5678367593268442
ANO7,-0.2716,0.0745186778971592,0.5678367593268442
TENT4A,-0.2716,0.0745186778971592,0.5678367593268442
ANKRD1,-0.2716,0.0745186778971592,0.5678367593268442
DEF6,-0.2716,0.0745186778971592,0.5678367593268442
TRIM2,-0.2713,0.07483214061448534,0.5682932152552826
ISG15,-0.2713,0.07483214061448534,0.5682932152552826
TRAF5,-0.2712,0.07498926066556932,0.5687637240836116
HOXB7,-0.2712,0.07498926066556932,0.5687637240836116
MAEA,-0.271,0.07514664020753217,0.569475595486497
SPSB1,-0.271,0.07514664020753217,0.569475595486497
KCNK3,-0.2709,0.07530427951228531,0.5696943988499641
MAPK9,-0.2709,0.07530427951228531,0.5696943988499641
MFSD13A,-0.2708,0.07546217885170926,0.5696943988499641
OR5M1,-0.2708,0.1000609322465959,0.6171217996997175
EAPP,-0.2708,0.07546217885170926,0.5696943988499641
GRN,-0.2708,0.07546217885170926,0.5696943988499641
DNAJB13,-0.2706,0.07562033849765279,0.5696943988499641
AP1S1,-0.2706,0.07562033849765279,0.5696943988499641
MLLT6,-0.2705,0.0757787587219328,0.5699300100185635
WFS1,-0.2703,0.07593743979633286,0.5701679105477419
MAPK14,-0.2702,0.0760963819926029,0.5701679105477419
ATP6AP2,-0.2702,0.0760963819926029,0.5701679105477419
FGF11,-0.27,0.07625558558245873,0.5701679105477419
CLK1,-0.27,0.07625558558245873,0.5701679105477419
OTOP3,-0.2699,0.07641505083758063,0.570646339657568
CCDC62,-0.2699,0.07641505083758063,0.570646339657568
CELSR2,-0.2698,0.07657477802961347,0.5708880540835632
ABLIM2,-0.2696,0.07673476743016519,0.5713680980161386
KIR3DL2,-0.2696,0.07673476743016519,0.5713680980161386
NEDD4,-0.2695,0.07689501931080693,0.5718488993126372
DNAJC4,-0.2695,0.07689501931080693,0.5718488993126372
POGZ,-0.2695,0.07689501931080693,0.5718488993126372
FEZ2,-0.2693,0.07705553394307156,0.5721204219987246
PTGER3,-0.2693,0.07705553394307156,0.5721204219987246
PDE3B,-0.2691,0.07737735254840666,0.5725860219533353
RNASE3,-0.2691,0.07737735254840666,0.5725860219533353
TRIM5,-0.2691,0.07737735254840666,0.5725860219533353
SMG8,-0.2691,0.07737735254840666,0.5725860219533353
NR2F6,-0.2688,0.0777002254176478,0.5737912033519049
KCNE3,-0.2688,0.0777002254176478,0.5737912033519049
MED13L,-0.2686,0.07786205787964157,0.5740405829695614
GRIN2B,-0.2686,0.07786205787964157,0.5740405829695614
STIMATE,-0.2685,0.07802415472161824,0.5742910895560817
IDUA,-0.2685,0.07802415472161824,0.5742910895560817
TPI1,-0.2684,0.07818651621482503,0.5745427195622184
TMEM239,-0.2684,0.07818651621482503,0.5745427195622184
TMEM260,-0.2682,0.07834914263046523,0.5750307520934268
LDB1,-0.2682,0.07834914263046523,0.5750307520934268
IQSEC1,-0.2681,0.0785120342396977,0.5757549177577831
NSMCE2,-0.2678,0.07883861412334865,0.5769699392782209
ARFRP1,-0.2678,0.07883861412334865,0.5769699392782209
SEMA6C,-0.2677,0.07900230293985624,0.5769903428560581
SSUH2,-0.2675,0.07916625803413276,0.5774821019332792
ITCH,-0.2675,0.07916625803413276,0.5774821019332792
OGFOD3,-0.2674,0.0793304796771041,0.5782095530936897
IRAK1,-0.2671,0.07965972369258983,0.5791966122498522
JADE3,-0.2669,0.079824746606709,0.5796912542155903
INTS10,-0.2668,0.07999003715273101,0.5797457963420133
ITPRIPL2,-0.2668,0.07999003715273101,0.5797457963420133
KRT12,-0.2667,0.08015559560133023,0.5797457963420133
GH2,-0.2667,0.08015559560133023,0.5797457963420133
ATOSA,-0.2667,0.08015559560133023,0.5797457963420133
SEMA3G,-0.2667,0.08015559560133023,0.5797457963420133
ELOA,-0.2665,0.08032142222312905,0.5804768643533671
WDR45B,-0.2665,0.08032142222312905,0.5804768643533671
SKOR1,-0.2664,0.08048751728869612,0.5807409195115981
SCN5A,-0.2664,0.08048751728869612,0.5807409195115981
CYB5D1,-0.2662,0.08065388106854662,0.5810060616950746
SLC9A5,-0.2661,0.08082051383314079,0.5815055429487216
TMIE,-0.266,0.0809874158528836,0.5815754404669708
TUBG1,-0.266,0.0809874158528836,0.5815754404669708
PGRMC2,-0.2658,0.08115458739812387,0.5815754404669708
IRAK3,-0.2657,0.08132202873915359,0.5817552409748902
BCL7B,-0.2657,0.08132202873915359,0.5817552409748902
SMIM9,-0.2657,0.08132202873915359,0.5817552409748902
UCKL1,-0.2655,0.08148974014620733,0.5819248622726687
TMEM266,-0.2655,0.08148974014620733,0.5819248622726687
MAB21L4,-0.2655,0.08148974014620733,0.5819248622726687
C1QTNF1,-0.2654,0.08165772188946094,0.5819248622726687
SF3A3,-0.2653,0.08182597423903143,0.5821983008356482
CCDC170,-0.2653,0.08182597423903143,0.5821983008356482
DTX2,-0.2653,0.08182597423903143,0.5821983008356482
IGSF6,-0.2651,0.08199449746497606,0.5831659419067913
TEKT5,-0.265,0.08216329183729153,0.5832097476811706
MFAP1,-0.265,0.08216329183729153,0.5832097476811706
FUT11,-0.2647,0.08250169510071385,0.583762980724467
HS3ST3B1,-0.2647,0.08250169510071385,0.583762980724467
SLC45A4,-0.2646,0.0826713045315049,0.584271379680679
ALPP,-0.2646,0.0826713045315049,0.584271379680679
SPTAN1,-0.2644,0.08284118618803275,0.5845503614133912
CHRM5,-0.2644,0.08284118618803275,0.5845503614133912
GSC2,-0.2643,0.08301134033998048,0.5849353178274486
CEACAM7,-0.2643,0.08301134033998048,0.5849353178274486
CCDC43,-0.2643,0.08301134033998048,0.5849353178274486
GDAP1L1,-0.2641,0.08318176725696573,0.5849353178274486
DENND5B,-0.2641,0.08318176725696573,0.5849353178274486
ANO3,-0.264,0.08335246720854049,0.5849353178274486
STAB2,-0.264,0.08335246720854049,0.5849353178274486
COTL1,-0.264,0.08335246720854049,0.5849353178274486
RILP,-0.264,0.08335246720854049,0.5849353178274486
F9,-0.2638,0.08352344046419048,0.585676686555704
TAB3,-0.2638,0.08352344046419048,0.585676686555704
SLA,-0.2637,0.08369468729333354,0.5864188132745097
CWC22,-0.2636,0.08386620796532042,0.5864746914267531
PSMD3,-0.2636,0.08386620796532042,0.5864746914267531
COPB2,-0.2636,0.08386620796532042,0.5864746914267531
PCDHGA2,-0.2634,0.08403800274943235,0.5872180005055815
LRRC4,-0.2634,0.08403800274943235,0.5872180005055815
PPP1R21,-0.2631,0.08438241573080967,0.5887068926277889
B4GAT1,-0.263,0.08455503446628763,0.5889944708549096
DDB1,-0.263,0.08455503446628763,0.5889944708549096
SLC27A6,-0.263,0.08455503446628763,0.5889944708549096
IQGAP1,-0.2626,0.08507454287964807,0.5902200947952428
VPS9D1,-0.2626,0.08507454287964807,0.5902200947952428
PYCR2,-0.2624,0.08524826398258725,0.5902200947952428
GATD3,-0.2623,0.08542226134933939,0.5902200947952428
MYO15A,-0.2623,0.08542226134933939,0.5902200947952428
CCDC185,-0.2623,0.08542226134933939,0.5902200947952428
SMYD4,-0.2623,0.08542226134933939,0.5902200947952428
TULP3,-0.2623,0.08542226134933939,0.5902200947952428
LGALS2,-0.2622,0.08559653524853324,0.5905139965395155
ATMIN,-0.2622,0.08559653524853324,0.5905139965395155
PDZD4,-0.262,0.08577108594872174,0.5910359612069872
MYO1A,-0.2619,0.08594591371838052,0.5916283017427305
TREX2,-0.2617,0.08612101882590778,0.5916283017427305
POLE3,-0.2617,0.08612101882590778,0.5916283017427305
CNNM1,-0.2617,0.08612101882590778,0.5916283017427305
FAM98A,-0.2616,0.08629640153962281,0.5921524988922453
SIK3,-0.2616,0.08629640153962281,0.5921524988922453
GCAT,-0.2616,0.08629640153962281,0.5921524988922453
ADAMTS2,-0.2615,0.086472062127766,0.5923281138017132
SIAE,-0.2615,0.086472062127766,0.5923281138017132
PYM1,-0.2612,0.08682421799989597,0.5923281138017132
CTU2,-0.2612,0.08682421799989597,0.5923281138017132
CLCN6,-0.261,0.08700071381995983,0.5923281138017132
GAD2,-0.261,0.08700071381995983,0.5923281138017132
TCF7L1,-0.261,0.08700071381995983,0.5923281138017132
SSNA1,-0.261,0.08700071381995983,0.5923281138017132
IQCN,-0.261,0.08700071381995983,0.5923281138017132
ECM1,-0.2609,0.08717748858660428,0.5923281138017132
LAMP3,-0.2609,0.08717748858660428,0.5923281138017132
PRRX2,-0.2609,0.08717748858660428,0.5923281138017132
TSSK1B,-0.2609,0.08717748858660428,0.5923281138017132
DCAF12,-0.2607,0.08735454256766156,0.5923281138017132
SFTPA2,-0.2607,0.08735454256766156,0.5923281138017132
ANKRD35,-0.2606,0.08753187603087993,0.5923281138017132
SOX14,-0.2606,0.08753187603087993,0.5923281138017132
IPO11,-0.2606,0.08753187603087993,0.5923281138017132
HCN3,-0.2605,0.08770948924392352,0.5923281138017132
TUT4,-0.2605,0.08770948924392352,0.5923281138017132
AOPEP,-0.2605,0.08770948924392352,0.5923281138017132
ROR2,-0.2603,0.08788738247437067,0.5926366181893442
PKP2,-0.2603,0.08788738247437067,0.5926366181893442
MKNK2,-0.2603,0.08788738247437067,0.5926366181893442
H3C3,-0.2602,0.08806555598971325,0.5936148191336686
ANXA4,-0.26,0.08824401005735709,0.5943708115433556
SLC4A5,-0.2599,0.08842274494461948,0.5949042464754324
VAV2,-0.2599,0.08842274494461948,0.5949042464754324
RAB12,-0.2595,0.08896063719596382,0.5969551739983651
DAW1,-0.2595,0.08896063719596382,0.5969551739983651
EN2,-0.2593,0.08914049803309673,0.5977147082024774
NT5DC2,-0.2593,0.08914049803309673,0.5977147082024774
RGN,-0.2592,0.08932064102509449,0.598474997600876
DDX6,-0.2591,0.0895010664387321,0.598788851211368
TULP4,-0.2591,0.0895010664387321,0.598788851211368
KLHL21,-0.2589,0.0896817745406922,0.599103657792329
UGT2B17,-0.2589,0.0896817745406922,0.599103657792329
NLRP6,-0.2588,0.08986276559756323,0.5991964995032758
TMPRSS9,-0.2586,0.0900440398758389,0.5995134181113225
TTYH3,-0.2586,0.0900440398758389,0.5995134181113225
INTS3,-0.2585,0.09022559764191772,0.5998312813198312
DCHS1,-0.2584,0.09040743916210195,0.5999279734183893
CNPY1,-0.2582,0.09058956470259716,0.600026189552112
CDC42EP1,-0.2582,0.09058956470259716,0.600026189552112
DUSP28,-0.2578,0.09113764810653094,0.6015370900526241
LONP1,-0.2576,0.0913209123883571,0.6015370900526241
TMEM151B,-0.2575,0.0915044620200398,0.6017433108377467
CYP11B2,-0.2575,0.0915044620200398,0.6017433108377467
MLEC,-0.2574,0.09168829726718636,0.6021872417584804
SLC6A18,-0.2571,0.09205682566978819,0.603723073979262
GHDC,-0.2569,0.09224151935594334,0.6038300263059745
CYB561A3,-0.2569,0.09224151935594334,0.6038300263059745
ZNF853,-0.2569,0.09224151935594334,0.6038300263059745
DICER1,-0.2568,0.09242649971896057,0.6043789715393738
SLC43A1,-0.2567,0.09261176702392765,0.6047082967002996
ZNF28,-0.2565,0.09279732153582601,0.6054788846933626
BRMS1,-0.2562,0.09316929323980622,0.6065510602422888
DNAAF19,-0.2561,0.09335571096131268,0.6065510602422888
UCN,-0.2561,0.09335571096131268,0.6065510602422888
RNPS1,-0.256,0.0935424169485978,0.6065510602422888
ASCL2,-0.256,0.0935424169485978,0.6065510602422888
SLC6A5,-0.256,0.0935424169485978,0.6065510602422888
ZNF626,-0.2558,0.2505725286148969,0.7576833566933753
SAMD10,-0.2558,0.09372941146609981,0.6065510602422888
TIMM50,-0.2558,0.2505725286148969,0.7576833566933753
SLC44A4,-0.2558,0.09372941146609981,0.6065510602422888
SCGB3A1,-0.2557,0.09391669477814617,0.6065510602422888
CYLC1,-0.2555,0.09410426714895233,0.6065510602422888
CHP2,-0.2555,0.09410426714895233,0.6065510602422888
UBALD2,-0.2554,0.0942921288426213,0.6065510602422888
SUV39H1,-0.2554,0.0942921288426213,0.6065510602422888
CDK3,-0.2554,0.0942921288426213,0.6065510602422888
ARHGEF12,-0.2554,0.0942921288426213,0.6065510602422888
CCDC183,-0.2554,0.0942921288426213,0.6065510602422888
C1QA,-0.2554,0.0942921288426213,0.6065510602422888
TMEM138,-0.2551,0.09466872125439195,0.6065599583906295
C15orf40,-0.255,0.09485745250012968,0.6065599583906295
GYPA,-0.255,0.09485745250012968,0.6065599583906295
OSR2,-0.255,0.09485745250012968,0.6065599583906295
CACNA2D4,-0.255,0.09485745250012968,0.6065599583906295
B3GNT4,-0.255,0.09485745250012968,0.6065599583906295
NKX2-4,-0.2548,0.09504647412400051,0.6068150852751698
TCIRG1,-0.2547,0.09523578638953306,0.6068150852751698
RHOBTB1,-0.2547,0.09523578638953306,0.6068150852751698
PHKA2,-0.2547,0.09523578638953306,0.6068150852751698
HSD17B2,-0.2547,0.09523578638953306,0.6068150852751698
TBCK,-0.2545,0.09542538956013832,0.6075913475899433
NKX2-2,-0.2544,0.09561528389910914,0.6077213896884179
YBX3,-0.2544,0.09561528389910914,0.6077213896884179
ASXL1,-0.2544,0.09561528389910914,0.6077213896884179
CATSPER1,-0.2544,0.09561528389910914,0.6077213896884179
ESR1,-0.2541,0.0959959471347238,0.6086305983470996
VPS53,-0.2541,0.0959959471347238,0.6086305983470996
ABHD11,-0.2541,0.0959959471347238,0.6086305983470996
PNPLA7,-0.2541,0.0959959471347238,0.6086305983470996
NCBP3,-0.2537,0.09656913232633285,0.6105375679164838
ZNF358,-0.2534,0.09695271907758127,0.611883932791634
PLPP6,-0.2534,0.09695271907758127,0.611883932791634
ZBTB18,-0.2533,0.09714495222758944,0.6124504196345565
H2AP,-0.2533,0.09714495222758944,0.6124504196345565
GFUS,-0.2533,0.09714495222758944,0.6124504196345565
ADPGK,-0.253,0.09753029938734498,0.6133701396054351
CYP2B6,-0.2529,0.09772341392110225,0.6137187060979533
MXD1,-0.2527,0.09791682277324022,0.6137187060979533
IL15RA,-0.2527,0.09791682277324022,0.6137187060979533
SUOX,-0.2526,0.09811052620544412,0.6137187060979533
CLEC3B,-0.2526,0.09811052620544412,0.6137187060979533
AMELX,-0.2524,0.0983045244792706,0.6137187060979533
SLC2A9,-0.2523,0.09849881785614548,0.6142900188385003
PCDH10,-0.2523,0.09849881785614548,0.6142900188385003
PAQR9,-0.2521,0.09869340659736417,0.6146484127442652
STRIP1,-0.252,0.09888829096409019,0.6153677308372635
PKLR,-0.2519,0.09908347121735525,0.6153677308372635
MYL4,-0.2519,0.09908347121735525,0.6153677308372635
FCGR3B,-0.2518,0.12728341523141248,0.6509860085581816
SMARCD2,-0.2516,0.09947472042695935,0.6158776717042062
GCGR,-0.2516,0.09947472042695935,0.6158776717042062
HMGCR,-0.2514,0.0996707899046915,0.616453005516081
ARFGAP2,-0.2514,0.0996707899046915,0.616453005516081
ARSL,-0.2513,0.09986715631174706,0.6170289843796087
MIDEAS,-0.2513,0.09986715631174706,0.6170289843796087
ZNF728,-0.2513,0.09986715631174706,0.6170289843796087
RBM4,-0.2513,0.25932693147246744,0.7626613566570839
KLF13,-0.2512,0.10006381990848286,0.6171217996997175
BCOR,-0.251,0.10026078095511863,0.6171217996997175
CIMAP1B,-0.251,0.10026078095511863,0.6171217996997175
CSRNP2,-0.2507,0.10065559643827794,0.6182784666455373
NRSN1,-0.2505,0.10105160484020718,0.618591763327045
HOXD11,-0.2505,0.10105160484020718,0.618591763327045
PPP1R10,-0.2505,0.10105160484020718,0.618591763327045
CCDC33,-0.2503,0.10125005703477821,0.6191208753236507
EPHX1,-0.2503,0.10125005703477821,0.6191208753236507
ASCL5,-0.2503,0.10125005703477821,0.6191208753236507
TMEM63C,-0.2502,0.10144880823764002,0.6191208753236507
PRPF38A,-0.2502,0.10144880823764002,0.6191208753236507
ZNF778,-0.2502,0.10144880823764002,0.6191208753236507
SNRNP200,-0.25,0.1016478587080286,0.619913641712569
KCNF1,-0.2499,0.10184720870503687,0.6202854796471844
CYP26A1,-0.2499,0.10184720870503687,0.6202854796471844
ARTN,-0.2499,0.10184720870503687,0.6202854796471844
PATL2,-0.2498,0.10204685848761257,0.6206581318463003
UBE2A,-0.2496,0.10224680831455848,0.6207534294233323
PAX2,-0.2496,0.10224680831455848,0.6207534294233323
GMDS,-0.2496,0.10224680831455848,0.6207534294233323
IRGQ,-0.2495,0.10244705844453116,0.6207534294233323
PPP1CB,-0.2495,0.10244705844453116,0.6207534294233323
GPR158,-0.2495,0.10244705844453116,0.6207534294233323
TDRD5,-0.2493,0.10264760913603993,0.6207534294233323
ACO2,-0.2492,0.10284846064744661,0.6209940109461421
DUSP10,-0.249,0.10304961323696463,0.6209940109461421
RC3H1,-0.249,0.10304961323696463,0.6209940109461421
SIDT1,-0.2489,0.10325106716265756,0.6209940109461421
EPHA1,-0.2489,0.10325106716265756,0.6209940109461421
NICOL1,-0.2489,0.10325106716265756,0.6209940109461421
POLE2,-0.2488,0.10345282268243874,0.6209940109461421
ISLR,-0.2488,0.10345282268243874,0.6209940109461421
LHX6,-0.2488,0.10345282268243874,0.6209940109461421
LRAT,-0.2483,0.10405990138317797,0.6223146420731007
NPNT,-0.2483,0.10405990138317797,0.6223146420731007
C2CD4B,-0.2483,0.10405990138317797,0.6223146420731007
ZDHHC21,-0.2483,0.10405990138317797,0.6223146420731007
COL9A2,-0.2482,0.1042628658554152,0.6223146420731007
PLPPR4,-0.2482,0.1042628658554152,0.6223146420731007
STAB1,-0.2482,0.1042628658554152,0.6223146420731007
RAB11FIP4,-0.2482,0.1042628658554152,0.6223146420731007
PLBD1,-0.2482,0.1042628658554152,0.6223146420731007
DUS1L,-0.2481,0.10446613320902672,0.6226987262093913
NPTXR,-0.2481,0.10446613320902672,0.6226987262093913
ZSWIM8,-0.2479,0.10466970370100746,0.623083594740725
NPHP3,-0.2479,0.10466970370100746,0.623083594740725
CTNND2,-0.2479,0.10466970370100746,0.623083594740725
GRM2,-0.2478,0.10487357758819654,0.623469246073065
SCMH1,-0.2474,0.10548702218704975,0.6247918062737787
WASHC3,-0.2472,0.10569211222031649,0.6247918062737787
CROCC,-0.2472,0.10569211222031649,0.6247918062737787
PLOD1,-0.2471,0.10589750693061983,0.6247918062737787
RAPGEF1,-0.2471,0.10589750693061983,0.6247918062737787
SIX2,-0.2471,0.10589750693061983,0.6247918062737787
POLE,-0.2471,0.10589750693061983,0.6247918062737787
ASH1L,-0.2471,0.10589750693061983,0.6247918062737787
TSKS,-0.2469,0.10610320657384603,0.6251825481002495
PUF60,-0.2469,0.10610320657384603,0.6251825481002495
KCNB1,-0.2467,0.10651552168180294,0.6257612397623613
RHBDF2,-0.2465,0.10672213765749472,0.6263593872991425
COL4A1,-0.2464,0.10692905958802999,0.6267147641852602
CNTNAP3,-0.2463,0.13604217312368724,0.6603133107853993
LRRFIP1,-0.2462,0.10713628772847826,0.6267147641852602
GRIA3,-0.2462,0.10713628772847826,0.6267147641852602
