gene,spearman_r,pvalue,fdr
APOM,0.028,0.8565808675294085,0.9747167446477623
HPS4,0.028,0.8565808675294085,0.9747167446477623
A4GNT,0.0282,0.8558677562798,0.9746401314764569
MROH2B,0.0282,0.8558677562798,0.9746401314764569
TBC1D10A,0.0282,0.8558677562798,0.9746401314764569
PYCR3,0.0282,0.8558677562798,0.9746401314764569
ZNF136,0.0282,0.8558677562798,0.9746401314764569
PKD2L1,0.0282,0.8558677562798,0.9746401314764569
CST3,0.0282,0.8558677562798,0.9746401314764569
SLC39A13,0.0283,0.8551547584406606,0.9746329022909385
TNN,0.0283,0.8551547584406606,0.9746329022909385
HSF2,0.0283,0.8551547584406606,0.9746329022909385
OR1E2,0.0283,0.8658769581100416,0.9771020113860561
KLHL11,0.0283,0.8551547584406606,0.9746329022909385
NCOA2,0.0285,0.854441874561779,0.9744398175100304
GPR161,0.0285,0.854441874561779,0.9744398175100304
OLFML3,0.0285,0.854441874561779,0.9744398175100304
TMEM243,0.0286,0.8537291051926889,0.9739366835976911
TOP1MT,0.0286,0.8537291051926889,0.9739366835976911
IL13RA1,0.0286,0.8537291051926889,0.9739366835976911
CDC42,0.0286,0.8537291051926889,0.9739366835976911
PLA2G15,0.0288,0.853016450882666,0.9738672374610762
RXRG,0.0288,0.853016450882666,0.9738672374610762
NKAP,0.0288,0.853016450882666,0.9738672374610762
ADGRE1,0.0289,0.8523039121807283,0.9736116937691424
IFT140,0.0289,0.8523039121807283,0.9736116937691424
FAM185A,0.0289,0.8523039121807283,0.9736116937691424
ACVR1,0.0289,0.8523039121807283,0.9736116937691424
FAM110A,0.0289,0.8523039121807283,0.9736116937691424
ADIRF,0.0289,0.8523039121807283,0.9736116937691424
BRD7,0.0289,0.8523039121807283,0.9736116937691424
SLC47A2,0.029,0.8515914896356344,0.9732939450004413
TM4SF4,0.029,0.8515914896356344,0.9732939450004413
YEATS4,0.029,0.8515914896356344,0.9732939450004413
AFG1L,0.029,0.8515914896356344,0.9732939450004413
CMKLR2,0.029,0.8515914896356344,0.9732939450004413
ACYP2,0.0292,0.8508791837958819,0.973100125364215
BBS12,0.0292,0.8508791837958819,0.973100125364215
COA7,0.0292,0.8508791837958819,0.973100125364215
NCBP1,0.0292,0.8508791837958819,0.973100125364215
CHI3L2,0.0292,0.8508791837958819,0.973100125364215
ATOH8,0.0292,0.8508791837958819,0.973100125364215
CCDC28B,0.0293,0.8501669952097074,0.973100125364215
H1-4,0.0293,0.8501669952097074,0.973100125364215
PITPNM3,0.0293,0.8501669952097074,0.973100125364215
CRIP1,0.0293,0.8501669952097074,0.973100125364215
CTNNA3,0.0293,0.8501669952097074,0.973100125364215
COL10A1,0.0293,0.8501669952097074,0.973100125364215
RPS18,0.0293,0.8501669952097074,0.973100125364215
CD164L2,0.0293,0.8501669952097074,0.973100125364215
PRKRIP1,0.0293,0.8501669952097074,0.973100125364215
JAM3,0.0293,0.8501669952097074,0.973100125364215
ASAH2,0.0293,0.8501669952097074,0.973100125364215
SPINT2,0.0295,0.8494549244250833,0.973100125364215
SMIM22,0.0295,0.8494549244250833,0.973100125364215
ZNF529,0.0295,0.8494549244250833,0.973100125364215
TAFA1,0.0295,0.8494549244250833,0.973100125364215
PPP1R14A,0.0295,0.8494549244250833,0.973100125364215
ZNF540,0.0295,0.8494549244250833,0.973100125364215
MGAT5,0.0296,0.8487429719897186,0.973100125364215
SLIT3,0.0296,0.8487429719897186,0.973100125364215
RFPL3,0.0296,0.8487429719897186,0.973100125364215
VWA3B,0.0296,0.8487429719897186,0.973100125364215
MNS1,0.0296,0.8487429719897186,0.973100125364215
GCDH,0.0297,0.8480311384510563,0.973100125364215
ZFAND3,0.0297,0.8480311384510563,0.973100125364215
ABTB3,0.0297,0.8480311384510563,0.973100125364215
FXYD3,0.0297,0.8480311384510563,0.973100125364215
UNC45B,0.0297,0.8480311384510563,0.973100125364215
GPR143,0.0297,0.8480311384510563,0.973100125364215
CELSR3,0.0297,0.8480311384510563,0.973100125364215
KIF13A,0.0297,0.8480311384510563,0.973100125364215
OR10G2,0.0299,0.8586982470624878,0.9752258241051125
SERHL2,0.0299,0.8473194243562733,0.973100125364215
FRG1,0.0299,0.8473194243562733,0.973100125364215
SLC2A1,0.0299,0.8473194243562733,0.973100125364215
SNX19,0.0299,0.8473194243562733,0.973100125364215
CORO7,0.0299,0.8473194243562733,0.973100125364215
HARBI1,0.0299,0.8473194243562733,0.973100125364215
TENM4,0.03,0.8466078302522785,0.973100125364215
TMEM202,0.03,0.8466078302522785,0.973100125364215
ENOPH1,0.03,0.8466078302522785,0.973100125364215
CIMIP2A,0.03,0.8466078302522785,0.973100125364215
TSPAN8,0.03,0.8466078302522785,0.973100125364215
TNFSF13B,0.03,0.8466078302522785,0.973100125364215
LRRC20,0.03,0.8466078302522785,0.973100125364215
GNB1,0.03,0.8466078302522785,0.973100125364215
PEX16,0.03,0.8466078302522785,0.973100125364215
ARPIN,0.03,0.8466078302522785,0.973100125364215
SEPTIN12,0.0301,0.8576736157995609,0.9749713660630415
LRRC73,0.0302,0.8458963566857111,0.973100125364215
DPP8,0.0302,0.8458963566857111,0.973100125364215
ZNF660,0.0302,0.8458963566857111,0.973100125364215
CLDN7,0.0302,0.8458963566857111,0.973100125364215
LUM,0.0302,0.8458963566857111,0.973100125364215
ROPN1B,0.0303,0.8566492141285316,0.9747167446477623
RPS8,0.0303,0.8451850042029406,0.973100125364215
ROBO2,0.0303,0.8451850042029406,0.973100125364215
ADO,0.0303,0.8451850042029406,0.973100125364215
TMBIM1,0.0303,0.8451850042029406,0.973100125364215
FGD6,0.0304,0.8444737733500653,0.973100125364215
ENDOD1,0.0304,0.8444737733500653,0.973100125364215
SCG2,0.0304,0.8444737733500653,0.973100125364215
RGR,0.0306,0.8437626646729104,0.973100125364215
RPS6KA5,0.0306,0.8437626646729104,0.973100125364215
STOX2,0.0307,0.843051678717027,0.973100125364215
STAC2,0.0307,0.843051678717027,0.973100125364215
PRRC1,0.0307,0.843051678717027,0.973100125364215
CCAR1,0.0307,0.843051678717027,0.973100125364215
C1orf185,0.0307,0.843051678717027,0.973100125364215
PTPN18,0.0307,0.843051678717027,0.973100125364215
GPNMB,0.0309,0.8423408160276917,0.9730797520376594
TNFRSF14,0.0309,0.8423408160276917,0.9730797520376594
OTUD6B,0.0309,0.8423408160276917,0.9730797520376594
QSER1,0.0309,0.8423408160276917,0.9730797520376594
OXER1,0.0309,0.8423408160276917,0.9730797520376594
TBC1D8,0.031,0.8416300771499047,0.9730109796439352
FOSB,0.031,0.8416300771499047,0.9730109796439352
DUSP26,0.031,0.8416300771499047,0.9730109796439352
MECR,0.031,0.8416300771499047,0.9730109796439352
ZDHHC2,0.031,0.8416300771499047,0.9730109796439352
CNEP1R1,0.031,0.8416300771499047,0.9730109796439352
MGRN1,0.0311,0.8409194626283889,0.9729422446232828
GALC,0.0311,0.8409194626283889,0.9729422446232828
TRIM46,0.0311,0.8409194626283889,0.9729422446232828
OR1F1,0.0312,0.8525539357637367,0.9738352594918647
GPAT2,0.0313,0.8402089730075877,0.9725595149145285
SRCIN1,0.0313,0.8402089730075877,0.9725595149145285
ST6GALNAC5,0.0313,0.8402089730075877,0.9725595149145285
CACNA1D,0.0313,0.8402089730075877,0.9725595149145285
GLT1D1,0.0313,0.8402089730075877,0.9725595149145285
FANCD2OS,0.0313,0.8402089730075877,0.9725595149145285
ABHD10,0.0313,0.8402089730075877,0.9725595149145285
SLC25A36,0.0314,0.8394986088316658,0.9723021805020198
LYSMD3,0.0314,0.8394986088316658,0.9723021805020198
FZD1,0.0314,0.8394986088316658,0.9723021805020198
SEC14L2,0.0314,0.8394986088316658,0.9723021805020198
UEVLD,0.0314,0.8394986088316658,0.9723021805020198
MMP16,0.0314,0.8394986088316658,0.9723021805020198
FCGRT,0.0316,0.8387883706445064,0.9722332074249143
RC3H2,0.0316,0.8387883706445064,0.9722332074249143
SLC16A11,0.0316,0.8387883706445064,0.9722332074249143
OR5M9,0.0316,0.8505077162233714,0.973100125364215
PRPF38B,0.0316,0.8387883706445064,0.9722332074249143
PABPC1,0.0317,0.8380782589897101,0.9722332074249143
UBXN2A,0.0317,0.8380782589897101,0.9722332074249143
CIAO2A,0.0317,0.8380782589897101,0.9722332074249143
ZNF639,0.0317,0.8380782589897101,0.9722332074249143
PCSK5,0.0317,0.8380782589897101,0.9722332074249143
ADCY4,0.0317,0.8380782589897101,0.9722332074249143
SPATA31A1,0.0318,0.8494849670187642,0.973100125364215
PUS3,0.0319,0.8373682744105951,0.9722332074249143
ETFB,0.0319,0.8373682744105951,0.9722332074249143
USP30,0.0319,0.8373682744105951,0.9722332074249143
NCL,0.0319,0.8373682744105951,0.9722332074249143
CRCT1,0.0319,0.8373682744105951,0.9722332074249143
NEU4,0.032,0.8366584174501941,0.9722332074249143
TTBK2,0.032,0.8366584174501941,0.9722332074249143
ZNF701,0.032,0.8366584174501941,0.9722332074249143
ASB5,0.032,0.8366584174501941,0.9722332074249143
POU3F2,0.032,0.8366584174501941,0.9722332074249143
SIRPB1,0.032,0.8366584174501941,0.9722332074249143
BSPRY,0.0321,0.835948688651254,0.9722332074249143
GK,0.0322,0.8869328238311865,0.9807113138524957
GMPR,0.0323,0.8352390885562354,0.9720151137673331
VLDLR,0.0323,0.8352390885562354,0.9720151137673331
SCLY,0.0323,0.8352390885562354,0.9720151137673331
TOLLIP,0.0323,0.8352390885562354,0.9720151137673331
NHLRC2,0.0323,0.8352390885562354,0.9720151137673331
ECT2,0.0323,0.8352390885562354,0.9720151137673331
SNN,0.0324,0.8345296177073105,0.9719464790836035
ZNF17,0.0324,0.8345296177073105,0.9719464790836035
ST3GAL3,0.0324,0.8345296177073105,0.9719464790836035
ZNF280A,0.0324,0.8345296177073105,0.9719464790836035
ST3GAL4,0.0324,0.8345296177073105,0.9719464790836035
INTS11,0.0324,0.8345296177073105,0.9719464790836035
STX2,0.0324,0.8345296177073105,0.9719464790836035
USP42,0.0324,0.8345296177073105,0.9719464790836035
ARHGAP23,0.0324,0.8345296177073105,0.9719464790836035
GALK2,0.0324,0.8345296177073105,0.9719464790836035
DAPL1,0.0324,0.8345296177073105,0.9719464790836035
XPO4,0.0326,0.8338202766463618,0.9719464790836035
SRRM2,0.0326,0.8338202766463618,0.9719464790836035
MGMT,0.0326,0.8338202766463618,0.9719464790836035
EVI5,0.0326,0.8338202766463618,0.9719464790836035
SLC10A5,0.0326,0.8338202766463618,0.9719464790836035
SNRNP35,0.0326,0.8338202766463618,0.9719464790836035
ACKR2,0.0327,0.8331110659149814,0.9718093430392047
TFPI,0.0327,0.8331110659149814,0.9718093430392047
REN,0.0327,0.8331110659149814,0.9718093430392047
TDO2,0.0327,0.8331110659149814,0.9718093430392047
KMT2A,0.0328,0.8324019860544702,0.9713613804072015
GPR142,0.0328,0.8324019860544702,0.9713613804072015
IFITM10,0.0328,0.8324019860544702,0.9713613804072015
GCLM,0.0328,0.8324019860544702,0.9713613804072015
MANF,0.0328,0.8324019860544702,0.9713613804072015
TNF,0.033,0.8316930376058359,0.971166145507824
PES1,0.033,0.8316930376058359,0.971166145507824
CFD,0.033,0.8316930376058359,0.971166145507824
NUDC,0.033,0.8316930376058359,0.971166145507824
IFT122,0.033,0.8316930376058359,0.971166145507824
IREB2,0.033,0.8316930376058359,0.971166145507824
THUMPD1,0.0331,0.8309842211097919,0.971034090491304
ITLN1,0.0331,0.8309842211097919,0.971034090491304
KCNC2,0.0331,0.8309842211097919,0.971034090491304
FDX2,0.0331,0.8309842211097919,0.971034090491304
S100A1,0.0331,0.8309842211097919,0.971034090491304
PADI1,0.0331,0.8309842211097919,0.971034090491304
RCC2,0.0333,0.8302755371067565,0.970965326136456
FBLN7,0.0333,0.8302755371067565,0.970965326136456
FAM114A2,0.0333,0.8302755371067565,0.970965326136456
DYRK1B,0.0333,0.8302755371067565,0.970965326136456
FAM184A,0.0333,0.8302755371067565,0.970965326136456
SAP30BP,0.0333,0.8302755371067565,0.970965326136456
ZNF214,0.0333,0.8302755371067565,0.970965326136456
MRAP,0.0333,0.8302755371067565,0.970965326136456
ZDHHC23,0.0333,0.8302755371067565,0.970965326136456
WDR49,0.0333,0.8829914722792039,0.9807113138524957
C11orf91,0.0334,0.8295669861368514,0.970965326136456
CD200R1L,0.0334,0.8295669861368514,0.970965326136456
FLRT1,0.0334,0.8295669861368514,0.970965326136456
METTL21C,0.0334,0.8295669861368514,0.970965326136456
ITGB1BP1,0.0334,0.8295669861368514,0.970965326136456
PHACTR2,0.0334,0.8295669861368514,0.970965326136456
ZNF841,0.0335,0.8288585687399017,0.970965326136456
MAP3K8,0.0335,0.8288585687399017,0.970965326136456
SMIM10,0.0337,0.8281502854554322,0.9705055306023463
CPA4,0.0337,0.8281502854554322,0.9705055306023463
CNTRL,0.0337,0.8281502854554322,0.9705055306023463
EIF3F,0.0338,0.8274421368226692,0.9705002625257053
AICDA,0.0338,0.8274421368226692,0.9705002625257053
CARMIL1,0.0338,0.8274421368226692,0.9705002625257053
SLC36A3,0.0338,0.8274421368226692,0.9705002625257053
UBXN1,0.0338,0.8274421368226692,0.9705002625257053
DPRX,0.0338,0.8274421368226692,0.9705002625257053
ADAM12,0.0338,0.8274421368226692,0.9705002625257053
AOC2,0.034,0.8267341233805364,0.9703680827581185
IAPP,0.034,0.8267341233805364,0.9703680827581185
RNF41,0.0341,0.8260262456676567,0.9698546647122707
TTF2,0.0341,0.8260262456676567,0.9698546647122707
MAGI1,0.0341,0.8260262456676567,0.9698546647122707
OGFR,0.0342,0.8253185042223488,0.9694680804970331
HS3ST6,0.0342,0.8253185042223488,0.9694680804970331
OR7A5,0.0342,0.838251086768075,0.9722332074249143
GNL1,0.0342,0.8253185042223488,0.9694680804970331
IQSEC3,0.0342,0.8253185042223488,0.9694680804970331
FAM180A,0.0342,0.8253185042223488,0.9694680804970331
CBX5,0.0342,0.8253185042223488,0.9694680804970331
OR4D9,0.0342,0.838251086768075,0.9722332074249143
CEACAM1,0.0344,0.8246108995826261,0.9694680804970331
DAPP1,0.0344,0.8246108995826261,0.9694680804970331
ZNF154,0.0344,0.8246108995826261,0.9694680804970331
LRGUK,0.0344,0.8246108995826261,0.9694680804970331
POMK,0.0344,0.8246108995826261,0.9694680804970331
DKC1,0.0345,0.8239034322861976,0.9692663565967798
MLX,0.0345,0.8239034322861976,0.9692663565967798
LCK,0.0347,0.8231961028704644,0.9690700626661037
GABRA6,0.0347,0.8231961028704644,0.9690700626661037
HEATR9,0.0347,0.8231961028704644,0.9690700626661037
ALG13,0.0347,0.8231961028704644,0.9690700626661037
CLEC16A,0.0347,0.8231961028704644,0.9690700626661037
MKS1,0.0347,0.8231961028704644,0.9690700626661037
DHX35,0.0348,0.8224889118725193,0.9690700626661037
ABCA8,0.0348,0.8224889118725193,0.9690700626661037
BTG3,0.0348,0.8224889118725193,0.9690700626661037
SDR39U1,0.0348,0.8224889118725193,0.9690700626661037
RGS7,0.0348,0.8224889118725193,0.9690700626661037
FGGY,0.035,0.8217818598291466,0.9690700626661037
PTK2B,0.035,0.8217818598291466,0.9690700626661037
ANGPT1,0.035,0.8217818598291466,0.9690700626661037
MAOB,0.035,0.8217818598291466,0.9690700626661037
PKMYT1,0.0351,0.8210749472768195,0.9690700626661037
ELL2,0.0351,0.8210749472768195,0.9690700626661037
PIK3R3,0.0351,0.8210749472768195,0.9690700626661037
ZNF823,0.0351,0.8210749472768195,0.9690700626661037
TMTC2,0.0351,0.8210749472768195,0.9690700626661037
TGFB1I1,0.0352,0.8203681747516998,0.9688579484453944
SHLD2,0.0354,0.8196615427896365,0.9685337723881761
SCAP,0.0354,0.8196615427896365,0.9685337723881761
CACNB4,0.0354,0.8196615427896365,0.9685337723881761
RRP36,0.0354,0.8196615427896365,0.9685337723881761
DNAJB9,0.0354,0.8196615427896365,0.9685337723881761
LIPN,0.0354,0.8196615427896365,0.9685337723881761
GSTM3,0.0354,0.8196615427896365,0.9685337723881761
RECQL5,0.0355,0.8189550519261641,0.9684648516710278
ZNF606,0.0355,0.8189550519261641,0.9684648516710278
MOCS1,0.0356,0.875116871458223,0.9787825846860703
SIGLEC9,0.0357,0.8182487026965031,0.9680764922037809
PGM3,0.0357,0.8182487026965031,0.9680764922037809
IDH3G,0.0357,0.8182487026965031,0.9680764922037809
ZNF433,0.0357,0.8182487026965031,0.9680764922037809
RTCA,0.0357,0.8182487026965031,0.9680764922037809
SNX9,0.0358,0.8175424956355566,0.9677518285301069
ZNF772,0.0358,0.8175424956355566,0.9677518285301069
MRPL11,0.0358,0.8175424956355566,0.9677518285301069
OAF,0.0359,0.816836431277911,0.9672353198265053
NUDT6,0.0359,0.816836431277911,0.9672353198265053
PLXNA4,0.0359,0.816836431277911,0.9672353198265053
H2BC9,0.0359,0.816836431277911,0.9672353198265053
SFXN1,0.0361,0.8161305101578334,0.9669741655408678
SCNN1B,0.0361,0.8161305101578334,0.9669741655408678
RAB6A,0.0361,0.8161305101578334,0.9669741655408678
ZKSCAN5,0.0361,0.8161305101578334,0.9669741655408678
MBNL2,0.0361,0.8161305101578334,0.9669741655408678
COX8A,0.0361,0.8161305101578334,0.9669741655408678
LDHC,0.0361,0.8161305101578334,0.9669741655408678
FITM2,0.0361,0.8161305101578334,0.9669741655408678
DDX49,0.0361,0.8161305101578334,0.9669741655408678
USP28,0.0361,0.8161305101578334,0.9669741655408678
NOS1,0.0361,0.8161305101578334,0.9669741655408678
NABP1,0.0361,0.8161305101578334,0.9669741655408678
GOLIM4,0.0362,0.8154247328092716,0.9669741655408678
POLA2,0.0362,0.8154247328092716,0.9669741655408678
TOP3B,0.0362,0.8154247328092716,0.9669741655408678
CLEC10A,0.0362,0.8154247328092716,0.9669741655408678
C9orf72,0.0362,0.8154247328092716,0.9669741655408678
FGFR2,0.0362,0.8154247328092716,0.9669741655408678
RASSF6,0.0362,0.8154247328092716,0.9669741655408678
MPHOSPH9,0.0362,0.8154247328092716,0.9669741655408678
EDA2R,0.0362,0.8154247328092716,0.9669741655408678
HLA-DOA,0.0362,0.8154247328092716,0.9669741655408678
ZNF423,0.0364,0.8147190997658529,0.9669741655408678
MYADM,0.0364,0.8147190997658529,0.9669741655408678
PRB2,0.0364,0.8280657322185683,0.9705055306023463
LIMCH1,0.0364,0.8147190997658529,0.9669741655408678
HMMR,0.0364,0.8147190997658529,0.9669741655408678
ATRNL1,0.0365,0.8140136115608816,0.9669741655408678
MIS12,0.0365,0.8140136115608816,0.9669741655408678
MAN2B1,0.0365,0.8140136115608816,0.9669741655408678
PLD5,0.0365,0.8140136115608816,0.9669741655408678
ZNF273,0.0366,0.8133082687273396,0.9669741655408678
TPPP,0.0366,0.8133082687273396,0.9669741655408678
RBM5,0.0366,0.8133082687273396,0.9669741655408678
BTBD18,0.0366,0.8133082687273396,0.9669741655408678
VGLL1,0.0368,0.8126030717978834,0.9669741655408678
SHC1,0.0368,0.8126030717978834,0.9669741655408678
TMEM80,0.0368,0.8126030717978834,0.9669741655408678
SOWAHD,0.0368,0.8126030717978834,0.9669741655408678
ANXA3,0.0369,0.8118980213048452,0.9669741655408678
PNP,0.0369,0.8118980213048452,0.9669741655408678
OPRK1,0.0369,0.8118980213048452,0.9669741655408678
ZNF16,0.0369,0.8118980213048452,0.9669741655408678
SLC27A3,0.0371,0.81119311778023,0.966874466648908
TCTN1,0.0371,0.81119311778023,0.966874466648908
SLC22A15,0.0371,0.81119311778023,0.966874466648908
ZFAND1,0.0371,0.81119311778023,0.966874466648908
PDE8A,0.0371,0.81119311778023,0.966874466648908
ZNF34,0.0371,0.81119311778023,0.966874466648908
MAP2,0.0372,0.8104883617557144,0.9665484753096082
SGCA,0.0372,0.8104883617557144,0.9665484753096082
CHD1L,0.0372,0.8104883617557144,0.9665484753096082
GPM6A,0.0372,0.8104883617557144,0.9665484753096082
GTF3C1,0.0372,0.8104883617557144,0.9665484753096082
ZNF454,0.0372,0.8104883617557144,0.9665484753096082
ATG9A,0.0372,0.8104883617557144,0.9665484753096082
RFNG,0.0372,0.8104883617557144,0.9665484753096082
ATF1,0.0374,0.809783753762647,0.9665484753096082
SSC5D,0.0374,0.809783753762647,0.9665484753096082
POLR3C,0.0374,0.809783753762647,0.9665484753096082
LECT2,0.0374,0.809783753762647,0.9665484753096082
VRK3,0.0374,0.809783753762647,0.9665484753096082
FSIP2,0.0374,0.809783753762647,0.9665484753096082
RAVER1,0.0375,0.8090792943320456,0.9664107486092584
ATXN2,0.0375,0.8090792943320456,0.9664107486092584
GPSM3,0.0375,0.8090792943320456,0.9664107486092584
ESCO2,0.0375,0.8090792943320456,0.9664107486092584
RPP21,0.0375,0.8090792943320456,0.9664107486092584
FOXO3,0.0375,0.8229833106988643,0.9690700626661037
APOL1,0.0376,0.8083749839945971,0.9660843473320753
DPY19L3,0.0376,0.8083749839945971,0.9660843473320753
RECQL,0.0376,0.8083749839945971,0.9660843473320753
CARD10,0.0376,0.8083749839945971,0.9660843473320753
PFKFB2,0.0376,0.8083749839945971,0.9660843473320753
PLCXD3,0.0376,0.8083749839945971,0.9660843473320753
OVOL2,0.0376,0.8083749839945971,0.9660843473320753
ZNF596,0.0376,0.8083749839945971,0.9660843473320753
DPP9,0.0376,0.8083749839945971,0.9660843473320753
PSD,0.0376,0.8083749839945971,0.9660843473320753
OR5V1,0.0378,0.821967672257042,0.9690700626661037
RRP15,0.0378,0.8076708232806559,0.9660843473320753
CSTF2,0.0378,0.8076708232806559,0.9660843473320753
OR10R2,0.0378,0.821967672257042,0.9690700626661037
SIGLECL1,0.0378,0.8076708232806559,0.9660843473320753
ICMT,0.0378,0.8076708232806559,0.9660843473320753
TINAG,0.0378,0.8076708232806559,0.9660843473320753
PLAGL2,0.0379,0.8069668127202427,0.9660843473320753
PRMT9,0.0379,0.8069668127202427,0.9660843473320753
CDIN1,0.0379,0.8069668127202427,0.9660843473320753
DCPS,0.0379,0.8069668127202427,0.9660843473320753
U2SURP,0.0379,0.8069668127202427,0.9660843473320753
PPIB,0.0379,0.8069668127202427,0.9660843473320753
MAIP1,0.0381,0.8062629528430437,0.9660069992967439
FANCA,0.0381,0.8062629528430437,0.9660069992967439
C22orf15,0.0381,0.8062629528430437,0.9660069992967439
ZNF383,0.0382,0.8055592441784091,0.9656155400534079
EPB41L5,0.0382,0.8055592441784091,0.9656155400534079
LYSMD4,0.0382,0.8055592441784091,0.9656155400534079
VRK2,0.0382,0.8055592441784091,0.9656155400534079
ANO2,0.0382,0.8199372538907618,0.9687957141523136
STAT6,0.0382,0.8055592441784091,0.9656155400534079
RAB28,0.0383,0.8048556872553522,0.965417612556092
ITGA7,0.0383,0.8048556872553522,0.965417612556092
CDADC1,0.0383,0.8048556872553522,0.965417612556092
EGR3,0.0383,0.8048556872553522,0.965417612556092
IL18RAP,0.0385,0.8041522826025487,0.9650903900310372
KIF24,0.0385,0.8041522826025487,0.9650903900310372
RAB9A,0.0385,0.8041522826025487,0.9650903900310372
PAFAH2,0.0385,0.8041522826025487,0.9650903900310372
TMEM50B,0.0385,0.8041522826025487,0.9650903900310372
C12orf56,0.0385,0.8041522826025487,0.9650903900310372
SENP2,0.0385,0.8041522826025487,0.9650903900310372
D2HGDH,0.0386,0.8034490307483336,0.964892238534335
AFAP1L1,0.0386,0.8034490307483336,0.964892238534335
VSTM2A,0.0386,0.8034490307483336,0.964892238534335
RARG,0.0386,0.8034490307483336,0.964892238534335
STBD1,0.0386,0.8034490307483336,0.964892238534335
TMIGD2,0.0386,0.8034490307483336,0.964892238534335
BDP1,0.0388,0.8027459322207033,0.964892238534335
TRIM21,0.0388,0.8027459322207033,0.964892238534335
DYNLT5,0.0388,0.8027459322207033,0.964892238534335
GPATCH2,0.0389,0.8020429875473117,0.964754512727982
PHB2,0.0389,0.8020429875473117,0.964754512727982
WDR76,0.0389,0.8020429875473117,0.964754512727982
SEC62,0.039,0.8013401972554701,0.9645562390434061
TOB2,0.039,0.8013401972554701,0.9645562390434061
VEGFB,0.0392,0.8006375618721462,0.9644226727825047
METTL14,0.0392,0.8006375618721462,0.9644226727825047
OR10K1,0.0393,0.8148662896182438,0.9669741655408678
FGD3,0.0393,0.7999350819239629,0.9639002700871407
WDR44,0.0393,0.7999350819239629,0.9639002700871407
CHCHD7,0.0393,0.7999350819239629,0.9639002700871407
ARHGAP8,0.0393,0.7999350819239629,0.9639002700871407
CLEC2A,0.0393,0.7999350819239629,0.9639002700871407
PSKH1,0.0395,0.7992327579371964,0.9639002700871407
RHBDF1,0.0395,0.7992327579371964,0.9639002700871407
COP1,0.0395,0.7992327579371964,0.9639002700871407
PTPRCAP,0.0395,0.7992327579371964,0.9639002700871407
ELF1,0.0395,0.7992327579371964,0.9639002700871407
DTWD1,0.0395,0.7992327579371964,0.9639002700871407
STAT3,0.0395,0.7992327579371964,0.9639002700871407
PDGFD,0.0395,0.7992327579371964,0.9639002700871407
ALKBH6,0.0395,0.7992327579371964,0.9639002700871407
PLAUR,0.0396,0.7985305904377767,0.9639002700871407
CLDN6,0.0396,0.7985305904377767,0.9639002700871407
PTRH1,0.0396,0.7985305904377767,0.9639002700871407
STX4,0.0396,0.7985305904377767,0.9639002700871407
TAS1R2,0.0396,0.7985305904377767,0.9639002700871407
KCNE2,0.0396,0.7985305904377767,0.9639002700871407
PPP1R17,0.0396,0.7985305904377767,0.9639002700871407
APOLD1,0.0397,0.7978285799512845,0.9639002700871407
MERTK,0.0397,0.7978285799512845,0.9639002700871407
SRSF5,0.0397,0.7978285799512845,0.9639002700871407
ZMAT3,0.0397,0.7978285799512845,0.9639002700871407
PNPT1,0.0399,0.7971267270029523,0.9639002700871407
PPP1CC,0.0399,0.7971267270029523,0.9639002700871407
LYRM1,0.0399,0.7971267270029523,0.9639002700871407
OR6C68,0.0399,0.8118272585720356,0.9669741655408678
PSPC1,0.0399,0.7971267270029523,0.9639002700871407
SFTPA1,0.0399,0.7971267270029523,0.9639002700871407
MCRIP2,0.04,0.7964250321176607,0.9639002700871407
ZNF292,0.04,0.7964250321176607,0.9639002700871407
TMEM218,0.04,0.7964250321176607,0.9639002700871407
NUDT16,0.04,0.7964250321176607,0.9639002700871407
CWF19L1,0.04,0.7964250321176607,0.9639002700871407
LGALS1,0.04,0.7964250321176607,0.9639002700871407
BTBD10,0.0402,0.7957234958199397,0.9639002700871407
KRT9,0.0402,0.7957234958199397,0.9639002700871407
TRA2B,0.0403,0.7950221186339661,0.9634189366793061
FANCE,0.0403,0.7950221186339661,0.9634189366793061
DYTN,0.0403,0.7950221186339661,0.9634189366793061
ZNF548,0.0403,0.7950221186339661,0.9634189366793061
NAPB,0.0403,0.7950221186339661,0.9634189366793061
JUN,0.0403,0.7950221186339661,0.9634189366793061
SHARPIN,0.0405,0.7943209010835622,0.9634189366793061
CHRAC1,0.0405,0.7943209010835622,0.9634189366793061
IL2RB,0.0405,0.7943209010835622,0.9634189366793061
ERMN,0.0405,0.7943209010835622,0.9634189366793061
CLEC11A,0.0406,0.7936198436921967,0.9634189366793061
COL8A1,0.0406,0.7936198436921967,0.9634189366793061
PEAR1,0.0406,0.7936198436921967,0.9634189366793061
VAX2,0.0406,0.7936198436921967,0.9634189366793061
SCN10A,0.0406,0.7936198436921967,0.9634189366793061
FBLN1,0.0407,0.7929189469829805,0.9631486159071092
EMCN,0.0407,0.7929189469829805,0.9631486159071092
IDH2,0.0407,0.7929189469829805,0.9631486159071092
OSBPL10,0.0407,0.7929189469829805,0.9631486159071092
ZER1,0.0407,0.7929189469829805,0.9631486159071092
CXCL1,0.0407,0.7929189469829805,0.9631486159071092
ARHGEF9,0.0407,0.7929189469829805,0.9631486159071092
PRDM7,0.0407,0.7929189469829805,0.9631486159071092
TRIM61,0.0409,0.7922182114786684,0.9631486159071092
