gene,score,logfoldchange,pval,pval_adj,subtype
ATP1B1,12.290909,,1.013605366740542e-34,5.26092860506052e-32,CR
KIT,12.286765,,1.0669073059141244e-34,5.36977680119021e-32,CR
GABRA1,12.197772,,3.19446316484945e-34,1.515909677285272e-31,CR
AP1S2,12.16538,,4.752305400689874e-34,2.1332713621637326e-31,CR
GAD2,12.103424,,1.0129567453793e-33,4.427420680001262e-31,CR
OLFM3,11.773115,,5.370426835558963e-32,2.2299354827949708e-29,CR
HSP90AB1,11.744759,,7.513699596703872e-32,3.0437813805281617e-29,CR
GABRG2,11.660563,,2.0269592373574653e-31,7.829247900760497e-29,CR
DSCAM,11.527304,,9.610683139319353e-31,3.627814460476253e-28,CR
ZBTB16,11.311272,,1.1540523274542668e-29,4.259478912597315e-27,CR
PLD5,11.192943,,4.415333152571313e-29,1.5603035815118496e-26,CR
RTN1,11.163156,,6.175976810194055e-29,2.1370166425106886e-26,CR
NPAS3,11.083624,,1.5064917816673296e-28,5.106392245247485e-26,CR
NSG2,11.003145,,3.6903218533295553e-28,1.2258511132390117e-25,CR
TMEM66,10.914619,,9.813962928516777e-28,3.196080593720297e-25,CR
DKK3,10.82561,,2.6033973201464907e-27,8.31535117121405e-25,CR
RTN3,10.813244,,2.9794465211746396e-27,9.336910805696148e-25,CR
NFIB,10.78613,,4.002938435315457e-27,1.2312000828176745e-24,CR
HSP90AA1,10.753031,,5.734591993883158e-27,1.7317425168437338e-24,CR
CRH,10.700825,,1.0087662733298924e-26,2.991892684595747e-24,CR
APP,10.642489,,1.8901128567125533e-26,5.507523585462947e-24,CR
EDIL3,10.494238,,9.181586498538836e-26,2.62925810610744e-23,CR
ADRA1A,10.431939,,1.7723453188210141e-25,4.906147233383037e-23,CR
PLK2,10.400282,,2.472008257411128e-25,6.730751663498594e-23,CR
IGF1,10.303897,,6.766353496321485e-25,1.7838470669905326e-22,CR
AK5,10.03096,,1.1142832566397388e-23,2.7694096792237827e-21,CR
LYPD1,10.029497,,1.1309097459836106e-23,2.7694096792237827e-21,CR
NECAB1,10.029242,,1.1338422432850697e-23,2.7694096792237827e-21,CR
TAC3,10.022913,,1.2088701733138088e-23,2.9098731461694278e-21,CR
HDAC9,10.018638,,1.262313447723069e-23,2.995109150461779e-21,CR
ATP2B1,9.939776,,2.7945266011782326e-23,6.537224270277362e-21,CR
EGFR,9.704738,,2.878161320450555e-22,6.548408407036064e-20,CR
CADM2,9.641831,,5.322974913189137e-22,1.1947201396372753e-19,CR
GALNT13,9.613039,,7.043853139484836e-22,1.5598847572493818e-19,CR
KIDINS220,9.572084,,1.0477140988907494e-21,2.2896688774311124e-19,CR
NR2F2-AS1,9.489465,,2.3222447592029204e-21,5.009112104623547e-19,CR
NFIX,9.426402,,4.2439614292960654e-21,8.922525997364347e-19,CR
LINC00486,9.415227,,4.7206255887344135e-21,9.800608800411235e-19,CR
DOCK10,9.400783,,5.415865650607858e-21,1.1105199085301964e-18,CR
COBL,9.362965,,7.753009076236996e-21,1.5703625335026863e-18,CR
SORCS1,9.34421,,9.257842988333244e-21,1.8525724601593596e-18,CR
SERINC1,9.289614,,1.5484877538473623e-20,3.0617658456727192e-18,CR
ROBO1,9.260303,,2.0385368760917218e-20,3.936983601745047e-18,CR
TUBA1A,9.228026,,2.756641200952878e-20,5.2626498513363616e-18,CR
LINGO2,9.220036,,2.9700254785682396e-20,5.6055855879022605e-18,CR
MAPK4,9.215728,,3.0917301579084897e-20,5.769724291314844e-18,CR
NPR3,9.139085,,6.298291529108634e-20,1.1623147111885032e-17,CR
NEDD4L,9.089412,,9.957595149686951e-20,1.817425251001655e-17,CR
ARL4C,9.084698,,1.0398753437490059e-19,1.8773140852529607e-17,CR
TUBB2A,9.07558,,1.1307415489577365e-19,2.0194071383482844e-17,CR
SYT17,8.992516,,2.4163505624142627e-19,4.231770173991616e-17,CR
ASIC2,8.992328,,2.4204838733771057e-19,4.231770173991616e-17,CR
DPYSL3,8.968155,,3.0152336942890404e-19,5.216668377963195e-17,CR
CCNG2,8.962913,,3.1621345918060586e-19,5.414422003639879e-17,CR
GNG2,8.947326,,3.6419809191988374e-19,6.172414396629947e-17,CR
SCN3A,8.943618,,3.7663308147544074e-19,6.318685707298582e-17,CR
CALM1,8.92131,,4.608020288225976e-19,7.653460896714523e-17,CR
ERBB4,8.91594,,4.83692686037477e-19,7.954110715244015e-17,CR
CHRNA7,8.761392,,1.9285375302385842e-18,3.109813576673072e-16,CR
HIPK2,8.732748,,2.4855878931324668e-18,3.969531665099725e-16,CR
LINC00478,8.712974,,2.9600510612006654e-18,4.6822369595697e-16,CR
PLS3,8.673541,,4.188842458738565e-18,6.563441924263097e-16,CR
MAP1B,8.631396,,6.060749962681525e-18,9.407756647680134e-16,CR
FAM65B,8.585395,,9.052459280308392e-18,1.3921508906170565e-15,CR
PHYHIPL,8.583606,,9.194505241115732e-18,1.4010232802723963e-15,CR
SORCS3,8.538327,,1.3617844342308206e-17,2.056170697103609e-15,CR
USP11,8.493318,,2.0082074373584165e-17,3.0048934528906254e-15,CR
CAMK4,8.49038,,2.059612205540346e-17,3.0542945644481793e-15,CR
SEZ6,8.472813,,2.3953854132503784e-17,3.520792595458012e-15,CR
NCKAP5,8.470323,,2.4471352581738707e-17,3.565304342369282e-15,CR
MARCKSL1,8.467151,,2.514690629276089e-17,3.6318692749257884e-15,CR
BRINP1,8.438055,,3.226623858895126e-17,4.619913420033547e-15,CR
REEP1,8.424877,,3.611281540280945e-17,5.083031788349679e-15,CR
COL21A1,8.397204,,4.572348763483726e-17,6.381692488462286e-15,CR
PTHLH,21.811625,,1.7997045270647716e-105,2.989129249001879e-101,PTHLH
PVALB,14.279646,,2.9308699631673327e-46,1.6226273072748742e-42,PTHLH
THSD7A,8.823159,,1.112745429431465e-18,4.6203972093568e-15,PTHLH
CA8,7.5160785,,5.644366136984112e-14,1.339246816702416e-10,PTHLH
GABRA1,7.1664815,,7.69497752311194e-13,1.5341009763184887e-09,PTHLH
EDIL3,7.1558943,,8.312907933569992e-13,1.5341009763184887e-09,PTHLH
OLFM1,6.9625883,,3.3407692492301187e-12,5.548683646046305e-09,PTHLH
CRH,6.834806,,8.211597683396267e-12,9.741887565966328e-09,PTHLH
SCG2,6.804612,,1.0132195632812314e-11,1.1219042484358648e-08,PTHLH
SEZ6L,6.7626586,,1.3548209189827114e-11,1.4063887902114909e-08,PTHLH
CALN1,6.513257,,7.35385269080939e-11,6.785563296758508e-08,PTHLH
NSG2,6.07525,,1.237946083407924e-09,9.790974523486766e-07,PTHLH
ATP1A1,5.7683043,,8.007314619053116e-09,5.541395354493883e-06,PTHLH
MDH1,5.730137,,1.0034965184982123e-08,6.666829470294724e-06,PTHLH
HTRA1,5.4181347,,6.022411901167085e-08,3.449180664361521e-05,PTHLH
TMEM132D,5.2048593,,1.9414386204361423e-07,0.00010401727111878674,PTHLH
NACC2,5.1859035,,2.1496979459119513e-07,0.00011157604119891126,PTHLH
NEFL,5.1759753,,2.2672368941828644e-07,0.00011411071992570665,PTHLH
DPP10,5.034057,,4.802065743107152e-07,0.00019863588948157302,PTHLH
NOG,5.028171,,4.951802295898637e-07,0.00019863588948157302,PTHLH
NPNT,5.025432,,5.023004008806109e-07,0.00019863588948157302,PTHLH
DLGAP2,5.007392,,5.51725184630474e-07,0.00020826371798926232,PTHLH
ATP5A1,4.846953,,1.2537205065282788e-06,0.00045267486723756916,PTHLH
KIAA1107,4.7663717,,1.8757319032746514e-06,0.0006490423162810142,PTHLH
ELMOD1,4.757819,,1.9569587712407836e-06,0.0006633291475824117,PTHLH
ALDOA,4.748417,,2.0501496658908437e-06,0.0006810187160156205,PTHLH
SORL1,4.7058187,,2.5284931236885664e-06,0.0008234459272812431,PTHLH
STMN2,4.6675787,,3.047699832443044e-06,0.0009734470484047407,PTHLH
CYCS,4.607276,,4.079784907781409e-06,0.001219593375437188,PTHLH
SLC9A9,4.6056366,,4.112061474169578e-06,0.001219593375437188,PTHLH
TMEM106B,4.536478,,5.7201396206543e-06,0.0015464230699397132,PTHLH
TSPAN7,4.5021095,,6.728221894095667e-06,0.0017460787099849208,PTHLH
AK5,4.470974,,7.786415053244432e-06,0.0019594631457475267,PTHLH
OCIAD1,4.4149313,,1.0104218065928179e-05,0.0024679552626029576,PTHLH
PLD5,4.4060097,,1.0529222238749802e-05,0.0025344906110637026,PTHLH
KCNMB4,4.3445153,,1.3958355381296306e-05,0.0032652721764500053,PTHLH
PTPRK,4.2783923,,1.8824814175766206e-05,0.004225153224936499,PTHLH
GABRD,4.2137966,,2.5111345391421488e-05,0.005416549813066487,PTHLH
PLCXD3,4.2006154,,2.6619040479204892e-05,0.005596400548343216,PTHLH
NUAK1,4.1693416,,3.0548103133017954e-05,0.00634216806170369,PTHLH
ZNF804A,4.098379,,4.160533618096586e-05,0.008129682689760729,PTHLH
CKB,4.0605607,,4.895501078939927e-05,0.00945457876978061,PTHLH
SDK1,4.0366344,,5.422345780117367e-05,0.010234061484314699,PTHLH
ATP1A3,4.0294843,,5.589936669489618e-05,0.01039512944154215,PTHLH
PCDH8,4.025626,,5.682394230248542e-05,0.01039512944154215,PTHLH
UBC,4.018344,,5.8608565402354695e-05,0.010580757203996838,PTHLH
ITM2B,3.9837782,,6.78282033157369e-05,0.011984666264585895,PTHLH
TRPS1,3.9473095,,7.90343997803245e-05,0.01367377443699385,PTHLH
TOX,3.9070415,,9.343304847743581e-05,0.015916712921900205,PTHLH
LANCL1,3.9057972,,9.391521863725812e-05,0.015916712921900205,PTHLH
ATP1B1,3.9006355,,9.594053570806294e-05,0.016095720783588056,PTHLH
ATP2B1,3.8616319,,0.00011263220285487979,0.01834027703153626,PTHLH
RASSF8,3.828804,,0.00012876748106918032,0.020368562791219198,PTHLH
PARM1,3.818915,,0.00013403999967088204,0.020806264995641865,PTHLH
TMEM59L,3.8035412,,0.0001426422263786235,0.021735272824977593,PTHLH
GAPDH,3.793843,,0.00014833346824670045,0.0223970052191768,PTHLH
FAM19A2,3.7699695,,0.00016326752473602547,0.024152374482040054,PTHLH
RBM17,3.7344158,,0.0001881513608847463,0.02717823014225407,PTHLH
STMN4,3.7343764,,0.00018818089387435835,0.02717823014225407,PTHLH
ATP5B,3.7309132,,0.0001907869539497683,0.027317073432342256,PTHLH
YWHAH,3.7240987,,0.0001960141847418725,0.02782563755878428,PTHLH
HSPA8,3.7201352,,0.0001991161593153462,0.02802644313617445,PTHLH
MTUS1,3.6948395,,0.00022002573748359264,0.030709306503067142,PTHLH
PFKM,3.6843774,,0.00022926223403691524,0.031731803709326045,PTHLH
PTPLAD1,3.6422794,,0.00027023447694204895,0.037041658357162374,PTHLH
FUT9,3.6405215,,0.0002720863579730152,0.037041658357162374,PTHLH
PKM,3.6381645,,0.0002745880755822464,0.037078319897118135,PTHLH
SEPT7,3.6356692,,0.00027726002395858434,0.03713719143490425,PTHLH
EIF1,3.6211712,,0.00029327239981773385,0.03835402589427355,PTHLH
RAD21,3.6157854,,0.00029943830367074156,0.03874381936363125,PTHLH
GPR149,3.6145082,,0.00030091833932858276,0.03874381936363125,PTHLH
SLC25A4,3.598858,,0.0003196176377609398,0.04021613140584431,PTHLH
APLP2,3.5866446,,0.0003349602379224386,0.04182973377183295,PTHLH
NEFM,3.581496,,0.00034163236100302166,0.042344566297755126,PTHLH
LDHB,3.5620863,,0.0003679192697211056,0.045264971487391434,PTHLH
BTG1,3.555555,,0.00037718193450432536,0.04606334375134073,PTHLH
NDUFA1,3.5510976,,0.00038362798185561747,0.04650859234043759,PTHLH
ENO2,3.5351315,,0.00040757225996540156,0.04905338888235765,PTHLH
NCALD,3.5283105,,0.0004182212863681245,0.049972930541641584,PTHLH
PSAP,3.5208771,,0.0004301218226389744,0.05090797955986834,PTHLH
ANK1,3.5166304,,0.00043706177604066005,0.05109529582025959,PTHLH
B3GNT1,3.5146554,,0.0004403251522208334,0.05109529582025959,PTHLH
PLEKHH2,3.513049,,0.0004429961224707918,0.05109529582025959,PTHLH
MEF2C,3.4952655,,0.00047359055006665723,0.05350928874868782,PTHLH
COX6C,3.4914007,,0.00048049519548637557,0.05392259933671089,PTHLH
PRDX2,3.4874635,,0.0004876256897819115,0.054355537460320597,PTHLH
PTPN13,3.4744074,,0.000511983195441839,0.05627742917968956,PTHLH
MIR4500HG,3.470332,,0.0005198157453556568,0.05642888702360853,PTHLH
DDX24,3.4573088,,0.0005455994907230072,0.05876097038844166,PTHLH
SLC4A4,3.4542077,,0.0005519122993917092,0.05876097038844166,PTHLH
RGS16,3.4489996,,0.0005626673647036881,0.059524472995946216,PTHLH
SGCD,3.444944,,0.0005711778375727733,0.06004235888763412,PTHLH
NDUFA4,3.4292805,,0.0006051834663568746,0.06224106117987216,PTHLH
KCNC1,3.428721,,0.0006064326354292101,0.06224106117987216,PTHLH
EXTL2,3.4281943,,0.0006076105156101673,0.06224106117987216,PTHLH
CABP1,3.426759,,0.0006108310537852467,0.06224106117987216,PTHLH
PGK1,3.4246652,,0.0006155573984314155,0.06234020018626452,PTHLH
GNAL,3.417166,,0.0006327666913181556,0.06369467864304998,PTHLH
VWC2,3.4022534,,0.0006683265998056537,0.06578639312097781,PTHLH
KHDRBS3,3.3905206,,0.000697600027940277,0.0677914510189099,PTHLH
