Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,subtype
GO_Biological_Process_2023,Inhibitory Synapse Assembly (GO:1904862),2/13,0.00046942457388711873,0.0208558632112705,0,0,75.52651515151516,578.8354329773197,GABRA1;GABRG2,CR
GO_Biological_Process_2023,"Synaptic Transmission, GABAergic (GO:0051932)",2/14,0.0005467878206419364,0.0226734682959523,0,0,69.22916666666667,520.0114050756229,GABRA1;GABRG2,CR
GO_Biological_Process_2023,Positive Regulation Of Catabolic Process (GO:0009896),3/79,0.0010171216016403,0.024385006579378,0,0,16.69148936170213,115.01735769734074,HSP90AA1;PLK2;VIP,CR
GO_Biological_Process_2023,RNA-templated DNA Biosynthetic Process (GO:0006278),2/19,0.0010193089566942,0.024385006579378,0,0,48.85539215686274,336.54673838088314,HSP90AA1;HSP90AB1,CR
GO_Biological_Process_2023,Telomere Maintenance Via Telomerase (GO:0007004),2/19,0.0010193089566942,0.024385006579378,0,0,48.85539215686274,336.54673838088314,HSP90AA1;HSP90AB1,CR
GO_Biological_Process_2023,Positive Regulation Of Synaptic Transmission (GO:0050806),3/77,0.0009441676964961806,0.024385006579378,0,0,17.14433582518689,119.41384383677423,APP;NRXN1;PLK2,CR
GO_Biological_Process_2023,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),2/16,0.0007187392304892979,0.024385006579378,0,0,59.333333333333336,429.45537567816734,RTN3;RTN1,CR
GO_Biological_Process_2023,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),2/18,0.000913470506242016,0.024385006579378,0,0,51.911458333333336,363.2898548418271,RTN3;RTN1,CR
GO_Biological_Process_2023,Brain Development (GO:0007420),4/169,0.000836990811165563,0.024385006579378,0,0,10.42687747035573,73.88169926823912,RTN3;RTN1;NFIB;PROX1,CR
GO_Biological_Process_2023,Central Nervous System Neuron Development (GO:0021954),2/17,0.0008132713373134499,0.024385006579378,0,0,55.375,393.96243373102385,HSP90AA1;HSP90AB1,CR
GO_Biological_Process_2023,Regulation Of Cellular Localization (GO:0060341),3/72,0.0007765711595735495,0.024385006579378,0,0,18.39130434782609,131.69318363710184,HSP90AA1;HSP90AB1;VIP,CR
GO_Biological_Process_2023,Endoplasmic Reticulum Tubular Network Organization (GO:0071786),2/16,0.0007187392304892979,0.024385006579378,0,0,59.333333333333336,429.45537567816734,RTN3;RTN1,CR
GO_Biological_Process_2023,Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031),2/18,0.000913470506242016,0.024385006579378,0,0,51.911458333333336,363.2898548418271,HSP90AB1;PROX1,CR
GO_Biological_Process_2023,Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214),2/20,0.0011307590059983,0.0260493371011466,0,0,46.138888888888886,313.0461870363529,GABRA1;GABRG2,CR
GO_Biological_Process_2023,Chaperone-Mediated Protein Complex Assembly (GO:0051131),2/21,0.0012477930702112,0.0277188317739779,0,0,43.708333333333336,292.25047477799524,HSP90AA1;HSP90AB1,CR
GO_Biological_Process_2023,Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135),3/93,0.0016286129467617,0.028942778653881,0,0,14.085106382978724,90.42675735150269,APP;HSP90AA1;HSP90AB1,CR
GO_Biological_Process_2023,Regulation Of Endothelial Cell Proliferation (GO:0001936),3/93,0.0016286129467617,0.028942778653881,0,0,14.085106382978724,90.42675735150269,PROX1;NR2F2;VIP,CR
GO_Biological_Process_2023,Positive Regulation Of Protein Catabolic Process (GO:0045732),3/92,0.0015788398918981,0.028942778653881,0,0,14.244083193879993,91.88950579800434,HSP90AA1;PLK2;VIP,CR
GO_Biological_Process_2023,Anterograde Trans-Synaptic Signaling (GO:0098916),4/199,0.0015314796223635,0.028942778653881,0,0,8.809364548494983,57.09808076671625,CHRM3;NRXN1;CRH;GAD2,CR
GO_Biological_Process_2023,Axon Extension (GO:0048675),2/23,0.0014985033958486,0.028942778653881,0,0,39.541666666666664,257.15086234948103,HSP90AA1;HSP90AB1,CR
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138),3/89,0.0014352931477222,0.028942778653881,0,0,14.743196437407224,96.51465720793364,APP;HSP90AA1;HSP90AB1,CR
GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),4/196,0.001448444766661,0.028942778653881,0,0,8.94836956521739,58.49786202829843,APP;HSP90AA1;PLK2;VIP,CR
KEGG_2021_Human,Salivary secretion,3/93,0.0016286129467617,0.0309436459884741,0,0,14.085106382978724,90.42675735150269,CHRM3;ATP1B1;ADRA1A,CR
KEGG_2021_Human,GABAergic synapse,3/89,0.0014352931477222,0.0309436459884741,0,0,14.743196437407224,96.51465720793364,GABRA1;GAD2;GABRG2,CR
KEGG_2021_Human,Insulin secretion,3/86,0.0013002540770145,0.0309436459884741,0,0,15.27839015637016,101.52789088565108,CHRM3;CCK;ATP1B1,CR
GO_Biological_Process_2023,Regulation Of Protein Localization (GO:0032880),3/97,0.001837512611877,0.031748134571876,0,0,13.483023992756904,84.93418557118899,HSP90AA1;HSP90AB1;VIP,CR
GO_Biological_Process_2023,Telomere Maintenance Via Telomere Lengthening (GO:0010833),2/26,0.0019157650058532,0.0322055630713713,0,0,34.59375,216.47517339281177,HSP90AA1;HSP90AB1,CR
KEGG_2021_Human,Pancreatic secretion,3/102,0.0021212129826486,0.0322424373362596,0,0,12.798839458413926,78.78667603753651,CHRM3;CCK;ATP1B1,CR
GO_Biological_Process_2023,Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),2/27,0.0020657293545543,0.0329457348341744,0,0,33.208333333333336,205.3029465636782,HSP90AA1;HSP90AB1,CR
GO_Biological_Process_2023,Myeloid Cell Development (GO:0061515),2/27,0.0020657293545543,0.0329457348341744,0,0,33.208333333333336,205.3029465636782,APP;KIT,CR
GO_Biological_Process_2023,Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),2/28,0.0022210873543451,0.0345379083600663,0,0,31.92948717948718,195.08145262248803,HSP90AA1;HSP90AB1,CR
GO_Biological_Process_2023,Regulation Of Developmental Growth (GO:0048638),2/29,0.0023818121959682,0.0352735044260064,0,0,30.74537037037037,185.6987673947897,APP;OLFM1,CR
GO_Biological_Process_2023,Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320),2/29,0.0023818121959682,0.0352735044260064,0,0,30.74537037037037,185.6987673947897,HSP90AA1;HSP90AB1,CR
GO_Biological_Process_2023,Positive Regulation Of Phosphate Metabolic Process (GO:0045937),2/30,0.0025478771667966,0.0368553394825,0,0,29.645833333333332,177.0595839464994,APP;DSCAM,CR
GO_Biological_Process_2023,Regulation Of Long-Term Synaptic Potentiation (GO:1900271),2/31,0.0027192556482504,0.0384403866639039,0,0,28.62212643678161,169.08226656127547,CALB2;APP,CR
GO_Biological_Process_2023,Regulation Of Amyloid-Beta Formation (GO:1902003),2/33,0.0030778471463162,0.0416178461958416,0,0,26.772849462365592,154.84144163978604,RTN3;RTN1,CR
GO_Biological_Process_2023,Positive Regulation Of Telomerase Activity (GO:0051973),2/33,0.0030778471463162,0.0416178461958416,0,0,26.772849462365592,154.84144163978604,HSP90AA1;HSP90AB1,CR
Reactome_2022,DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928,3/81,0.0010935526678219,0.0446589786744053,0,0,16.261865793780686,110.87866258284603,APP;HSP90AA1;HSP90AB1,CR
Reactome_2022,Uptake And Actions Of Bacterial Toxins R-HSA-5339562,2/29,0.0023818121959682,0.0446589786744053,0,0,30.74537037037037,185.6987673947897,HSP90AA1;HSP90AB1,CR
Reactome_2022,NLRP3 Inflammasome R-HSA-844456,2/16,0.0007187392304892979,0.0446589786744053,0,0,59.333333333333336,429.45537567816734,APP;HSP90AB1,CR
Reactome_2022,Sema3A PAK Dependent Axon Repulsion R-HSA-399954,2/16,0.0007187392304892979,0.0446589786744053,0,0,59.333333333333336,429.45537567816734,HSP90AA1;HSP90AB1,CR
Reactome_2022,HSF1 Activation R-HSA-3371511,2/29,0.0023818121959682,0.0446589786744053,0,0,30.74537037037037,185.6987673947897,HSP90AA1;HSP90AB1,CR
Reactome_2022,Chaperone Mediated Autophagy R-HSA-9613829,2/20,0.0011307590059983,0.0446589786744053,0,0,46.138888888888886,313.0461870363529,HSP90AA1;HSP90AB1,CR
Reactome_2022,Inflammasomes R-HSA-622312,2/21,0.0012477930702112,0.0446589786744053,0,0,43.708333333333336,292.25047477799524,APP;HSP90AB1,CR
Reactome_2022,RHOBTB2 GTPase Cycle R-HSA-9013418,2/23,0.0014985033958486,0.0446589786744053,0,0,39.541666666666664,257.15086234948103,HSP90AA1;HSP90AB1,CR
Reactome_2022,Potential Therapeutics For SARS R-HSA-9679191,3/97,0.001837512611877,0.0446589786744053,0,0,13.483023992756904,84.93418557118899,HSP90AA1;HSP90AB1;ATP1B1,CR
Reactome_2022,Attenuation Phase R-HSA-3371568,2/26,0.0019157650058532,0.0446589786744053,0,0,34.59375,216.47517339281177,HSP90AA1;HSP90AB1,CR
Reactome_2022,Insulin Processing R-HSA-264876,2/27,0.0020657293545543,0.0446589786744053,0,0,33.208333333333336,205.3029465636782,PCSK2;CPE,CR
GO_Biological_Process_2023,Regulation Of Protein Catabolic Process (GO:0042176),3/122,0.0035220951104472,0.0456404824728785,0,0,10.637046307884855,60.085475656896094,HSP90AA1;PLK2;VIP,CR
GO_Biological_Process_2023,Regulation Of Postsynaptic Membrane Potential (GO:0060078),2/35,0.0034573756419477,0.0456404824728785,0,0,25.147727272727273,142.5183432834292,GABRA1;GABRG2,CR
Reactome_2022,Neuronal System R-HSA-112316,5/386,0.0027103680922565,0.0469102169813635,0,0,5.706911636045494,33.73167611323918,RTN3;GABRA1;NRXN1;GAD2;GABRG2,CR
KEGG_2021_Human,Proximal tubule bicarbonate reclamation,3/23,2.5134148576039852e-05,0.001935329440355,0,0,63.6063829787234,673.6732113483868,MDH1;ATP1A3;ATP1A1,PTHLH
