gene,nf1_cohens_d,nf1_fdr,kras_cohens_d,kras_pvalue,kras_mean_dep_mut,kras_mean_dep_wt,category
FUT8,-0.125,0.818258030768385,,,,,neither
FUT9,0.1599,0.9477165051276428,,,,,neither
FUZ,-0.0276,0.9603915689894706,,,,,neither
FXN,-0.0686,0.9750777047167088,,,,,neither
FXR1,0.0659,0.9975610407095122,,,,,neither
FXR2,-0.0974,0.9354612676893624,,,,,neither
FXYD1,0.1691,0.9290925117922416,,,,,neither
FXYD2,0.0833,0.9823944221865752,,,,,neither
FXYD3,0.0269,0.9951664807975446,,,,,neither
FXYD4,-0.1409,0.8775523723685577,,,,,neither
FXYD5,0.1107,0.9179596791089212,,,,,neither
FXYD6,-0.1366,0.8940968402093014,,,,,neither
FXYD7,-0.0449,0.9851360850459384,,,,,neither
FYB1,-0.0941,0.8943774342954771,,,,,neither
FYB2,0.0847,0.9540750340640276,,,,,neither
FYCO1,-0.0022,0.9961234093825128,,,,,neither
FYN,0.0004,0.9914128545815925,,,,,neither
FYTTD1,-0.007,0.993417928363018,,,,,neither
FZD1,-0.1081,0.9904953902992824,,,,,neither
FZD10,0.1061,0.9603915689894706,,,,,neither
FZD2,-0.2296,0.8218040547071178,,,,,neither
FZD3,-0.0313,0.9823944221865752,,,,,neither
FZD4,-0.1351,0.9823944221865752,,,,,neither
FZD5,0.1008,0.9773106863644524,,,,,neither
FZD6,-0.0167,0.993302184314158,,,,,neither
FZD7,-0.095,0.901709760705176,,,,,neither
FZD8,0.0953,0.9851360850459384,,,,,neither
FZD9,-0.0679,0.9851360850459384,,,,,neither
FZR1,-0.416,0.5559311675252981,,,,,NF1_specific
G0S2,0.1957,0.8695492064204181,,,,,neither
G2E3,-0.2539,0.8482310736181462,,,,,neither
G3BP1,0.009,0.9958888902424652,,,,,neither
G3BP2,0.0009,0.9823944221865752,,,,,neither
G6PC1,0.0377,0.9975610407095122,,,,,neither
G6PC2,-0.023,0.9793628981094148,,,,,neither
G6PC3,-0.1618,0.944562496808972,,,,,neither
G6PD,0.0979,0.9823343175790452,,,,,neither
GAA,-0.0194,0.9960599523300804,,,,,neither
GAB1,-0.0071,0.9975610407095122,,,,,neither
GAB2,0.2738,0.7508127998614137,,,,,neither
GAB3,-0.0349,0.9944547156000132,,,,,neither
GAB4,0.2915,0.7808896751988128,,,,,neither
GABARAP,0.1594,0.8961692211488933,,,,,neither
GABARAPL1,-0.1426,0.942520063980189,,,,,neither
GABARAPL2,0.1266,0.9823944221865752,,,,,neither
GABBR1,-0.0822,0.9833025576676492,,,,,neither
GABBR2,-0.2035,0.8943774342954771,,,,,neither
GABPA,-0.1017,0.9773106863644524,,,,,neither
GABPB1,-0.1394,0.9354612676893624,,,,,neither
GABPB2,-0.0191,0.9993194113770466,,,,,neither
GABRA1,0.1263,0.9538817707074796,,,,,neither
GABRA2,0.092,0.9823944221865752,,,,,neither
GABRA3,0.0854,0.9603915689894706,,,,,neither
GABRA4,0.0605,0.9928275387949824,,,,,neither
GABRA5,-0.182,0.93623214594866,,,,,neither
GABRA6,0.1098,0.93623214594866,,,,,neither
GABRB1,0.0599,0.9935679037459302,,,,,neither
GABRB2,0.1097,0.9682613726680008,,,,,neither
GABRB3,-0.0401,0.9743602883959254,,,,,neither
GABRD,-0.0364,0.9993194113770466,,,,,neither
GABRE,-0.0184,0.9975610407095122,,,,,neither
GABRG1,0.3742,0.6347124691434933,,,,,neither
GABRG2,0.1429,0.9773106863644524,,,,,neither
GABRG3,0.003,0.988903223701504,,,,,neither
GABRP,0.1372,0.9179596791089212,,,,,neither
GABRQ,0.0174,0.9823944221865752,,,,,neither
GABRR1,-0.2654,0.8470669439046545,,,,,neither
GABRR2,-0.0039,0.9851360850459384,,,,,neither
GAD1,-0.0363,0.9796454175630602,,,,,neither
GAD2,-0.044,0.9975610407095122,,,,,neither
GADD45A,0.0784,0.985732799775182,,,,,neither
GADD45B,0.0234,0.9975610407095122,,,,,neither
GADD45G,0.0949,0.9823944221865752,,,,,neither
GADD45GIP1,0.0524,0.9944547156000132,,,,,neither
GADL1,-0.0195,0.9851360850459384,,,,,neither
GAGE12H,-0.0565,0.988903223701504,,,,,neither
GAK,0.2239,0.8922470905174421,,,,,neither
GAL,-0.1259,0.8745028821941596,,,,,neither
GAL3ST1,0.002,0.9983658360500032,,,,,neither
GAL3ST2,0.1094,0.9215965608352348,,,,,neither
GAL3ST3,-0.0265,0.9975610407095122,,,,,neither
GAL3ST4,0.2001,0.8943774342954771,,,,,neither
GALC,-0.0345,0.9975610407095122,,,,,neither
GALE,0.0481,0.9970947017753858,,,,,neither
GALK1,-0.0732,0.9540750340640276,,,,,neither
GALK2,-0.0429,0.947632849266629,,,,,neither
GALM,-0.3744,0.5221159999823018,,,,,NF1_specific
GALNS,0.1115,0.9623208477623189,,,,,neither
GALNT1,0.0646,0.9773106863644524,,,,,neither
GALNT10,-0.1977,0.8110018573614619,,,,,neither
GALNT11,-0.1777,0.9684158207315386,,,,,neither
GALNT12,-0.1452,0.8943774342954771,,,,,neither
GALNT13,0.2963,0.6889998584401925,,,,,neither
GALNT14,-0.1561,0.9669973742584068,,,,,neither
GALNT15,-0.1153,0.9474917726075524,,,,,neither
GALNT16,-0.0378,0.988903223701504,,,,,neither
GALNT17,0.2161,0.8852978388547172,,,,,neither
GALNT18,-0.013,0.9975610407095122,,,,,neither
GALNT2,-0.1024,0.9179596791089212,,,,,neither
GALNT3,-0.0487,0.9944547156000132,,,,,neither
GALNT4,-0.0441,0.991568324134546,,,,,neither
GALNT5,0.2105,0.8615184068612116,,,,,neither
GALNT6,0.2283,0.785853426455527,,,,,neither
GALNT7,0.1409,0.8222196011124172,,,,,neither
GALNT8,-0.0928,0.9793628981094148,,,,,neither
GALNT9,-0.0655,0.9993194113770466,,,,,neither
GALNTL5,-0.0339,0.9851360850459384,,,,,neither
GALNTL6,-0.1719,0.887094148871769,,,,,neither
GALP,-0.0815,0.9851360850459384,,,,,neither
GALR1,0.0011,0.9983658360500032,,,,,neither
GALR2,-0.221,0.8097011780361099,,,,,neither
GALR3,-0.1112,0.9773106863644524,,,,,neither
GALT,0.0309,0.9914128545815925,,,,,neither
GAMT,-0.0994,0.945503448037846,,,,,neither
GAN,0.0191,0.9958888902424652,,,,,neither
GANAB,0.0649,0.9823944221865752,,,,,neither
GANC,-0.1903,0.8943774342954771,,,,,neither
GAP43,-0.0288,0.9975610407095122,,,,,neither
GAPDH,0.0067,0.9958888902424652,,,,,neither
GAPDHS,-0.1266,0.9823944221865752,,,,,neither
GAPT,-0.0023,0.9860688110191762,,,,,neither
GAPVD1,0.1322,0.9823944221865752,,,,,neither
GAR1,-0.196,0.9317321247622332,,,,,neither
GAREM1,0.1561,0.8197859316907492,,,,,neither
GAREM2,-0.0867,0.9796454175630602,,,,,neither
GARIN1A,-0.0147,0.9951664807975446,,,,,neither
GARIN1B,-0.1334,0.9139384037138716,,,,,neither
GARIN2,-0.0841,0.988903223701504,,,,,neither
GARIN3,-0.1852,0.8842369827819065,,,,,neither
GARIN4,0.0586,0.9823944221865752,,,,,neither
GARIN5A,0.0024,0.9949424194863864,,,,,neither
GARIN6,0.0048,0.9969412049342484,,,,,neither
GARNL3,-0.05,0.993302184314158,,,,,neither
GARRE1,0.0828,0.979994458062668,,,,,neither
GARS1,-0.1012,0.9540750340640276,,,,,neither
GART,0.2874,0.6780490098953341,,,,,neither
GAS1,0.1719,0.91593592680141,,,,,neither
GAS2,0.0925,0.9975610407095122,,,,,neither
GAS2L1,0.0139,0.988903223701504,,,,,neither
GAS2L2,0.1032,0.9823944221865752,,,,,neither
GAS2L3,0.3223,0.6780490098953341,,,,,neither
GAS6,-0.0671,0.9975610407095122,,,,,neither
GAS7,-0.1689,0.8725296869685283,,,,,neither
GAS8,0.1137,0.8861314541567127,,,,,neither
GASK1A,-0.0108,0.997844500398824,,,,,neither
GASK1B,0.0069,0.9975610407095122,,,,,neither
GAST,-0.0043,0.9868289567495748,,,,,neither
GATA1,0.038,0.9944547156000132,,,,,neither
GATA2,-0.0845,0.9474917726075524,,,,,neither
GATA3,-0.1665,0.9823944221865752,,,,,neither
GATA4,0.0426,0.9949424194863864,,,,,neither
GATA5,-0.1645,0.8922470905174421,,,,,neither
GATA6,0.1833,0.8799002359730227,,,,,neither
GATAD1,0.0812,0.9851360850459384,,,,,neither
GATAD2A,0.1256,0.9354612676893624,,,,,neither
GATAD2B,-0.0657,0.9919488452605149,,,,,neither
GATB,-0.0324,0.988903223701504,,,,,neither
GATC,-0.0684,0.9958888902424652,,,,,neither
GATD1,-0.094,0.9354612676893624,,,,,neither
GATD3,0.1015,0.9367609238098936,,,,,neither
GATM,-0.0929,0.917342955909199,,,,,neither
GBA1,0.0842,0.9684158207315386,,,,,neither
GBA2,-0.0214,0.9975610407095122,,,,,neither
GBE1,-0.1173,0.9397862071751808,,,,,neither
GBF1,-0.1147,0.9851360850459384,,,,,neither
GBGT1,-0.0668,0.9970947017753858,,,,,neither
GBP1,-0.0249,0.9949424194863864,,,,,neither
GBP2,0.0101,0.9823944221865752,,,,,neither
GBP3,-0.0656,0.9833735441036098,,,,,neither
GBP4,-0.0119,0.984435320665948,,,,,neither
GBP5,-0.0343,0.9914128545815925,,,,,neither
GBP6,0.1406,0.9317321247622332,,,,,neither
GBP7,-0.1027,0.9474917726075524,,,,,neither
GBX1,-0.0137,0.988903223701504,,,,,neither
GBX2,0.1147,0.8943774342954771,,,,,neither
GC,-0.198,0.8197859316907492,,,,,neither
GCA,-0.0483,0.9961234093825128,,,,,neither
GCAT,0.0282,0.993302184314158,,,,,neither
GCC1,-0.1353,0.9317321247622332,,,,,neither
GCC2,-0.016,0.987121351851376,,,,,neither
GCDH,-0.2136,0.8327303470017471,,,,,neither
GCFC2,-0.2753,0.6780490098953341,,,,,neither
GCG,-0.12,0.9651016409936232,,,,,neither
GCGR,-0.1318,0.9227816508890756,,,,,neither
GCH1,-0.1103,0.9773106863644524,,,,,neither
GCHFR,-0.1219,0.9292850091764348,,,,,neither
GCK,0.1346,0.9823944221865752,,,,,neither
GCKR,0.0725,0.9604607430076788,,,,,neither
GCLC,0.1008,0.9823944221865752,,,,,neither
GCLM,0.0457,0.9823944221865752,,,,,neither
GCM1,-0.1256,0.93623214594866,,,,,neither
GCM2,-0.2136,0.7413103877068196,,,,,neither
GCN1,-0.0306,0.9961234093825128,,,,,neither
GCNA,0.4003,0.5910446511533526,,,,,neither
GCNT1,-0.0613,0.9538817707074796,,,,,neither
GCNT2,0.1457,0.9538817707074796,,,,,neither
GCNT3,0.0205,0.9886201045012536,,,,,neither
GCNT4,-0.071,0.9823944221865752,,,,,neither
GCSAM,-0.1978,0.9179596791089212,,,,,neither
GCSAML,-0.0108,0.9919488452605149,,,,,neither
GCSH,-0.0088,0.9938911356104532,,,,,neither
GDA,-0.1555,0.8695492064204181,,,,,neither
GDAP1,-0.0767,0.9024949901071614,,,,,neither
GDAP1L1,-0.0591,0.9951664807975446,,,,,neither
GDAP2,0.2924,0.8197859316907492,,,,,neither
GDE1,-0.2056,0.8528385299597493,,,,,neither
GDF1,0.2007,0.9059004877192284,,,,,neither
GDF10,0.0667,0.9773106863644524,,,,,neither
GDF11,0.011,0.9935679037459302,,,,,neither
GDF15,0.0848,0.988903223701504,,,,,neither
GDF2,-0.0802,0.9851360850459384,,,,,neither
GDF3,0.3194,0.7766316835727657,,,,,neither
GDF5,0.0352,0.9975610407095122,,,,,neither
GDF6,-0.0018,0.9935679037459302,,,,,neither
GDF7,0.0867,0.9317321247622332,,,,,neither
GDF9,-0.3672,0.5559311675252981,,,,,NF1_specific
GDI1,-0.0193,0.9935679037459302,,,,,neither
GDI2,0.2531,0.6780490098953341,,,,,neither
GDNF,-0.1206,0.9215965608352348,,,,,neither
GDPD1,0.0965,0.9592146218729038,,,,,neither
GDPD2,-0.1645,0.942520063980189,,,,,neither
GDPD3,-0.1373,0.8922470905174421,,,,,neither
GDPD4,-0.1139,0.9823343175790452,,,,,neither
GDPD5,-0.0507,0.9935679037459302,,,,,neither
GDPGP1,0.0796,0.9823944221865752,,,,,neither
GEM,-0.0246,0.988827606648798,,,,,neither
GEMIN2,0.076,0.9835874510943056,,,,,neither
GEMIN4,0.0984,0.9538817707074796,,,,,neither
GEMIN5,0.1328,0.9793104017325636,,,,,neither
GEMIN6,0.0319,0.9677910102825864,,,,,neither
GEMIN7,0.0287,0.9961234093825128,,,,,neither
GEMIN8,-0.0813,0.9677910102825864,,,,,neither
GEN1,0.0794,0.9743602883959254,,,,,neither
GET1,0.2466,0.7570605260118588,,,,,neither
GET3,0.2641,0.7297637036844843,,,,,neither
GET4,-0.043,0.9823944221865752,,,,,neither
GFAP,-0.1435,0.8799002359730227,,,,,neither
GFER,0.1104,0.9615488771523132,,,,,neither
GFI1,-0.0251,0.9507420729631676,,,,,neither
GFI1B,0.0797,0.9393476063473823,,,,,neither
GFM1,0.1234,0.9682613726680008,,,,,neither
GFM2,-0.1115,0.987121351851376,,,,,neither
GFOD1,0.0269,0.9961234093825128,,,,,neither
GFOD2,-0.1746,0.8799002359730227,,,,,neither
GFPT1,0.3143,0.5581800841671161,,,,,neither
GFPT2,-0.11,0.9996432343028452,,,,,neither
GFRA1,0.042,0.988903223701504,,,,,neither
GFRA2,-0.0309,0.988903223701504,,,,,neither
GFRA3,-0.0251,0.9949424194863864,,,,,neither
GFRA4,0.0662,0.9823343175790452,,,,,neither
GFRAL,0.0355,0.9580342868454704,,,,,neither
GFUS,-0.1991,0.8268466907915817,,,,,neither
GFY,0.0138,0.997844500398824,,,,,neither
GGA1,0.1365,0.9651016409936232,,,,,neither
GGA2,0.1325,0.934073162165061,,,,,neither
GGA3,0.1047,0.9738036437432976,,,,,neither
GGACT,0.1125,0.942520063980189,,,,,neither
GGCT,-0.0133,0.9851360850459384,,,,,neither
GGCX,0.0417,0.9975610407095122,,,,,neither
GGH,0.0306,0.9944547156000132,,,,,neither
GGN,0.2643,0.7292061268402719,,,,,neither
GGNBP2,0.2777,0.7219270726160641,,,,,neither
GGPS1,-0.0427,0.9938911356104532,,,,,neither
GGT1,-0.3511,0.8244752046616158,,,,,NF1_specific
GGT5,-0.1382,0.8922470905174421,,,,,neither
GGT6,-0.2118,0.8228039115189821,,,,,neither
GGT7,0.1438,0.930514053240566,,,,,neither
GGTLC1,0.0836,0.9823944221865752,,,,,neither
GGTLC2,0.09,0.9474917726075524,,,,,neither
GH1,-0.074,0.9538817707074796,,,,,neither
GH2,-0.0702,0.9592146218729038,,,,,neither
GHDC,-0.1854,0.8391304353595854,,,,,neither
GHITM,0.0667,0.9793104017325636,,,,,neither
GHR,-0.3157,0.535812381260182,,,,,NF1_specific
GHRH,-0.1893,0.8745028821941596,,,,,neither
GHRHR,0.0253,0.988903223701504,,,,,neither
GHRL,0.0184,0.9975610407095122,,,,,neither
GHSR,-0.121,0.9414295320089094,,,,,neither
GID4,0.0801,0.978185255550805,,,,,neither
GID8,-0.0705,0.917342955909199,,,,,neither
GIGYF1,0.0642,0.9024949901071614,,,,,neither
GIGYF2,0.0055,0.988635996854372,,,,,neither
GIMAP1,-0.0047,0.9970947017753858,,,,,neither
GIMAP2,0.0031,0.9983658360500032,,,,,neither
GIMAP4,-0.2094,0.8329342068694222,,,,,neither
GIMAP5,-0.0138,0.9983658360500032,,,,,neither
GIMAP6,-0.0664,0.9919488452605149,,,,,neither
GIMAP7,-0.2248,0.7906558031377351,,,,,neither
GIMAP8,0.2266,0.8501368838708564,,,,,neither
GIN1,0.0626,0.9851360850459384,,,,,neither
GINM1,-0.0565,0.9823944221865752,,,,,neither
GINS1,0.1595,0.9773106863644524,,,,,neither
GINS2,0.2388,0.8922470905174421,,,,,neither
GINS3,-0.3126,0.7297637036844843,,,,,NF1_specific
GINS4,-0.1544,0.9317321247622332,,,,,neither
GIP,0.0533,0.987121351851376,,,,,neither
GIPC1,-0.0466,0.9958888902424652,,,,,neither
GIPC2,0.2384,0.7881882589210011,,,,,neither
GIPC3,0.1673,0.8725296869685283,,,,,neither
GIPR,0.0107,0.9944547156000132,,,,,neither
GIT1,0.0544,0.9935679037459302,,,,,neither
GIT2,0.0897,0.9975610407095122,,,,,neither
GJA1,-0.1322,0.9975610407095122,,,,,neither
GJA10,0.0882,0.9868289567495748,,,,,neither
GJA3,0.0573,0.9793628981094148,,,,,neither
GJA4,-0.3635,0.5559311675252981,,,,,NF1_specific
GJA5,-0.1795,0.7906558031377351,,,,,neither
GJA8,-0.0242,0.9773106863644524,,,,,neither
GJA9,-0.069,0.9874966417277669,,,,,neither
GJB1,0.0734,0.9623208477623189,,,,,neither
GJB2,-0.0145,0.9886201045012536,,,,,neither
GJB3,-0.2246,0.8303056238603101,,,,,neither
GJB4,-0.1335,0.9823944221865752,,,,,neither
GJB5,-0.2771,0.7119858820355325,,,,,neither
GJB6,-0.0635,0.987121351851376,,,,,neither
GJB7,0.1344,0.948859086379164,,,,,neither
GJC1,-0.1568,0.8995271344185874,,,,,neither
GJC2,-0.0735,0.987900326088462,,,,,neither
GJC3,0.0828,0.9823944221865752,,,,,neither
GJD2,-0.064,0.9367609238098936,,,,,neither
GJD3,0.0484,0.9823944221865752,,,,,neither
GJD4,0.1176,0.9886201045012536,,,,,neither
GK,-0.0597,0.988903223701504,,,,,neither
GK2,0.1272,0.9580342868454704,,,,,neither
GK5,0.2438,0.6967120484934631,,,,,neither
GKAP1,0.135,0.9393476063473823,,,,,neither
GKN1,-0.0091,0.988903223701504,,,,,neither
GKN2,-0.0268,0.9851360850459384,,,,,neither
GLA,-0.0749,0.9317321247622332,,,,,neither
GLB1,0.2133,0.9317321247622332,,,,,neither
GLB1L,0.1861,0.8474406875082359,,,,,neither
GLB1L2,-0.0337,0.9961234093825128,,,,,neither
GLB1L3,-0.0106,0.9951664807975446,,,,,neither
GLCCI1,-0.0387,0.9975610407095122,,,,,neither
GLCE,0.0413,0.988903223701504,,,,,neither
GLDC,-0.2392,0.8725296869685283,,,,,neither
GLDN,0.0854,0.9851360850459384,,,,,neither
GLE1,-0.1623,0.8004009429878707,,,,,neither
GLG1,-0.0805,0.9773106863644524,,,,,neither
GLI1,-0.0587,0.9840337336779994,,,,,neither
GLI2,0.0267,0.9975610407095122,,,,,neither
GLI3,-0.0036,0.9886201045012536,,,,,neither
GLI4,0.0242,0.9944547156000132,,,,,neither
GLIPR1,-0.1248,0.942520063980189,,,,,neither
GLIPR1L1,-0.2318,0.7297637036844843,,,,,neither
GLIPR1L2,-0.1217,0.9685914979182036,,,,,neither
GLIPR2,0.0469,0.9993194113770466,,,,,neither
GLIS1,-0.127,0.8990645357508448,,,,,neither
GLIS2,0.1343,0.9354612676893624,,,,,neither
GLIS3,-0.1244,0.9317321247622332,,,,,neither
GLMN,0.2039,0.7292061268402719,,,,,neither
GLMP,0.0677,0.9123211084160816,,,,,neither
GLO1,0.0927,0.9719058526153224,,,,,neither
GLOD4,0.0194,0.9868289567495748,,,,,neither
GLOD5,-0.149,0.9343912497650334,,,,,neither
GLP1R,-0.018,0.9949424194863864,,,,,neither
GLP2R,-0.1599,0.8943774342954771,,,,,neither
GLRA1,-0.1559,0.9306774976492062,,,,,neither
GLRA2,0.0571,0.988903223701504,,,,,neither
GLRA3,-0.1805,0.8745028821941596,,,,,neither
GLRB,-0.0285,0.9935679037459302,,,,,neither
GLRX,0.1265,0.9354612676893624,,,,,neither
GLRX2,0.0764,0.9592146218729038,,,,,neither
GLRX3,-0.2096,0.957935855265744,,,,,neither
GLRX5,-0.1086,0.9317321247622332,,,,,neither
GLS,0.1046,0.9773106863644524,,,,,neither
GLS2,0.0841,0.962205844034946,,,,,neither
GLT1D1,0.0986,0.9027693517886408,,,,,neither
GLT6D1,0.1371,0.9323829101458284,,,,,neither
GLT8D1,-0.0481,0.9983658360500032,,,,,neither
GLT8D2,-0.0669,0.942520063980189,,,,,neither
GLTP,0.1498,0.9589413673375512,,,,,neither
GLTPD2,0.1713,0.9175875627810612,,,,,neither
GLUD1,-0.196,0.8922470905174421,,,,,neither
GLUD2,-0.0214,0.9841370715577772,,,,,neither
GLUL,-0.2587,0.930424177501282,,,,,neither
GLYAT,-0.0425,0.9773106863644524,,,,,neither
GLYATL1,0.0028,0.9975610407095122,,,,,neither
GLYATL2,0.1175,0.972036340047537,,,,,neither
GLYATL3,-0.0927,0.9657735760339984,,,,,neither
GLYCTK,-0.2168,0.7906558031377351,,,,,neither
GLYR1,-0.1076,0.9773106863644524,,,,,neither
GM2A,0.1096,0.8922470905174421,,,,,neither
GMCL1,-0.1061,0.9354612676893624,,,,,neither
GMDS,-0.035,0.9983658360500032,,,,,neither
GMEB1,-0.1076,0.9175875627810612,,,,,neither
GMEB2,0.0651,0.9949424194863864,,,,,neither
GMFB,0.0204,0.9975610407095122,,,,,neither
GMFG,0.1313,0.9032036840547224,,,,,neither
GMIP,0.0681,0.9823944221865752,,,,,neither
GML,0.2072,0.8273583178811125,,,,,neither
GMNC,-0.0069,0.9953303992568416,,,,,neither
GMNN,0.0009,0.9935679037459302,,,,,neither
GMPPA,0.0713,0.988903223701504,,,,,neither
GMPPB,0.0795,0.9935679037459302,,,,,neither
GMPR,-0.2515,0.8922470905174421,,,,,neither
GMPR2,-0.0347,0.9919488452605149,,,,,neither
GMPS,0.2905,0.6780490098953341,,,,,neither
GNA11,-0.0864,0.9835874510943056,,,,,neither
GNA12,-0.2406,0.7900593135135635,,,,,neither
GNA13,0.216,0.8922470905174421,,,,,neither
GNA14,-0.1314,0.942520063980189,,,,,neither
GNA15,-0.0902,0.988903223701504,,,,,neither
GNAI1,-0.2254,0.7808896751988128,,,,,neither
GNAI2,-0.3038,0.7699766263888559,,,,,NF1_specific
GNAI3,-0.427,0.5233633374815786,,,,,NF1_specific
GNAL,0.1185,0.9823944221865752,,,,,neither
GNAO1,-0.007,0.9935679037459302,,,,,neither
GNAQ,-0.3261,0.5910446511533526,,,,,NF1_specific
GNAS,-0.0777,0.9823343175790452,,,,,neither
GNAT1,0.2175,0.8273583178811125,,,,,neither
GNAT2,-0.1931,0.8589732465130352,,,,,neither
GNAT3,0.236,0.8591060531937901,,,,,neither
GNAZ,0.1555,0.988903223701504,,,,,neither
GNB1,-0.1203,0.9168563573261488,,,,,neither
GNB1L,0.1446,0.7297637036844843,,,,,neither
GNB2,0.0465,0.9975610407095122,,,,,neither
GNB3,0.0533,0.9809603233571884,,,,,neither
GNB4,0.0119,0.9919488452605149,,,,,neither
GNB5,0.095,0.9540750340640276,,,,,neither
GNE,-0.013,0.9623208477623189,,,,,neither
GNG10,0.2272,0.8273583178811125,,,,,neither
GNG11,0.0249,0.9851360850459384,,,,,neither
GNG12,0.0588,0.9983658360500032,,,,,neither
GNG13,0.0115,0.9851360850459384,,,,,neither
GNG2,-0.0078,0.9919488452605149,,,,,neither
GNG3,-0.1977,0.8695492064204181,,,,,neither
GNG4,0.1604,0.8852978388547172,,,,,neither
GNG5,0.0627,0.9823944221865752,,,,,neither
GNG7,0.0149,0.9944547156000132,,,,,neither
GNG8,-0.126,0.9522155522028908,,,,,neither
GNGT1,-0.0532,0.9919488452605149,,,,,neither
GNGT2,-0.2028,0.8922470905174421,,,,,neither
GNL1,-0.0205,0.9983658360500032,,,,,neither
GNL2,0.0802,0.9823944221865752,,,,,neither
GNL3,-0.1111,0.9935679037459302,,,,,neither
GNL3L,0.0968,0.9393476063473823,,,,,neither
GNLY,-0.0285,0.9851360850459384,,,,,neither
GNMT,-0.1737,0.9175875627810612,,,,,neither
GNPAT,0.068,0.9773106863644524,,,,,neither
GNPDA1,-0.1694,0.8922470905174421,,,,,neither
GNPDA2,0.1244,0.9604607430076788,,,,,neither
GNPNAT1,0.2366,0.7657630191124716,,,,,neither
GNPTAB,0.0572,0.9793104017325636,,,,,neither
GNPTG,-0.0476,0.9851360850459384,,,,,neither
GNRH1,-0.1185,0.942520063980189,,,,,neither
GNRH2,0.1462,0.9793104017325636,,,,,neither
GNRHR,0.0059,0.9949424194863864,,,,,neither
GNS,-0.0715,0.9823944221865752,,,,,neither
GOLGA1,-0.0143,0.9935679037459302,,,,,neither
GOLGA2,-0.2031,0.9433353528665482,,,,,neither
GOLGA3,-0.1427,0.9317321247622332,,,,,neither
GOLGA4,0.0258,0.9935679037459302,,,,,neither
GOLGA5,-0.0837,0.9886201045012536,,,,,neither
GOLGA6B,0.1155,0.9603915689894706,,,,,neither
GOLGA6D,0.073,0.978185255550805,,,,,neither
GOLGA6L6,-0.0995,0.9904953902992824,,,,,neither
GOLGA7,0.1534,0.9317321247622332,,,,,neither
GOLGA7B,-0.039,0.9823944221865752,,,,,neither
GOLGA8M,0.0776,0.9949424194863864,,,,,neither
GOLGA8N,-0.1983,0.8986561929908847,,,,,neither
GOLGA8R,0.0073,0.988903223701504,,,,,neither
GOLGB1,-0.2834,0.6655229512790012,,,,,neither
GOLIM4,0.0274,0.9951664807975446,,,,,neither
GOLM1,-0.0022,0.9949424194863864,,,,,neither
GOLM2,-0.1547,0.9359353593124092,,,,,neither
GOLPH3,0.2125,0.894206121240349,,,,,neither
GOLPH3L,-0.0848,0.9538817707074796,,,,,neither
GOLT1A,0.2012,0.887094148871769,,,,,neither
GOLT1B,-0.207,0.8745028821941596,,,,,neither
GON4L,-0.1058,0.9823944221865752,,,,,neither
GON7,-0.0478,0.9736253044084416,,,,,neither
GOPC,0.2644,0.8197859316907492,,,,,neither
GORAB,-0.0446,0.9623208477623189,,,,,neither
GORASP1,-0.0144,0.9824449032682376,,,,,neither
GORASP2,0.0003,0.9868289567495748,,,,,neither
GOSR1,-0.2186,0.8017674880852123,,,,,neither
GOSR2,-0.2676,0.8725296869685283,,,,,neither
GOT1,-0.0035,0.9883985705044088,,,,,neither
GOT1L1,-0.0892,0.9529442769163432,,,,,neither
GOT2,-0.0356,0.9773106863644524,,,,,neither
GP1BA,-0.3159,0.7309160369568536,,,,,NF1_specific
GP1BB,-0.1424,0.9773106863644524,,,,,neither
GP2,-0.0622,0.9538817707074796,,,,,neither
GP5,0.1103,0.9604607430076788,,,,,neither
GP6,0.069,0.9868289567495748,,,,,neither
GP9,-0.1896,0.8995271344185874,,,,,neither
GPA33,-0.0886,0.9823944221865752,,,,,neither
GPAA1,-0.0983,0.942520063980189,,,,,neither
GPALPP1,-0.2609,0.6780490098953341,,,,,neither
GPAM,-0.0761,0.980777793381442,,,,,neither
GPANK1,-0.1092,0.9823944221865752,,,,,neither
GPAT2,0.0133,0.9975610407095122,,,,,neither
GPAT3,-0.0246,0.9983658360500032,,,,,neither
GPAT4,-0.0851,0.942520063980189,,,,,neither
GPATCH1,-0.1162,0.9540750340640276,,,,,neither
GPATCH11,-0.1106,0.9407777880428012,,,,,neither
GPATCH2,0.1147,0.9308961427777628,,,,,neither
GPATCH2L,-0.069,0.9823944221865752,,,,,neither
GPATCH3,-0.0759,0.9823944221865752,,,,,neither
GPATCH8,-0.2343,0.7265651525977933,,,,,neither
GPBAR1,-0.0726,0.9823944221865752,,,,,neither
GPBP1,-0.0753,0.9958888902424652,,,,,neither
GPBP1L1,0.1048,0.9589413673375512,,,,,neither
GPC1,0.1522,0.8922470905174421,,,,,neither
GPC2,-0.1096,0.9592146218729038,,,,,neither
GPC3,-0.2721,0.6780490098953341,,,,,neither
GPC4,0.0173,0.9973870603956084,,,,,neither
GPC5,0.1022,0.9983658360500032,,,,,neither
GPC6,-0.0263,0.9851360850459384,,,,,neither
GPCPD1,0.1585,0.9024949901071614,,,,,neither
GPD1,-0.1257,0.9024949901071614,,,,,neither
GPD1L,-0.0485,0.9983658360500032,,,,,neither
GPD2,0.0296,0.987121351851376,,,,,neither
GPER1,0.0832,0.9499467985538868,,,,,neither
GPHA2,-0.035,0.9823944221865752,,,,,neither
