gene,nf1_cohens_d,nf1_fdr,kras_cohens_d,kras_pvalue,kras_mean_dep_mut,kras_mean_dep_wt,category
MC1R,0.0757,0.930514053240566,,,,,neither
MC2R,0.3054,0.6780490098953341,,,,,neither
MC3R,-0.1702,0.8943774342954771,,,,,neither
MC4R,-0.1574,0.8662367200201617,,,,,neither
MC5R,-0.057,0.9773106863644524,,,,,neither
MCAM,-0.0224,0.9949424194863864,,,,,neither
MCAT,-0.0126,0.9919488452605149,,,,,neither
MCC,0.0741,0.9851360850459384,,,,,neither
MCCC1,-0.2368,0.8222196011124172,,,,,neither
MCCC2,-0.08,0.978185255550805,,,,,neither
MCCD1,-0.1291,0.9658239653851955,,,,,neither
MCEE,-0.1327,0.9796454175630602,,,,,neither
MCEMP1,0.0699,0.9983658360500032,,,,,neither
MCF2,-0.2203,0.8493434900388,,,,,neither
MCF2L,0.1315,0.9477165051276428,,,,,neither
MCF2L2,-0.014,0.9975610407095122,,,,,neither
MCFD2,-0.0929,0.9669973742584068,,,,,neither
MCHR1,0.2291,0.8745028821941596,,,,,neither
MCHR2,0.0366,0.9975610407095122,,,,,neither
MCIDAS,0.0281,0.988903223701504,,,,,neither
MCL1,0.0768,0.9823944221865752,,,,,neither
MCM10,-0.0126,0.988903223701504,,,,,neither
MCM2,-0.0064,0.9949424194863864,,,,,neither
MCM3,-0.1983,0.894206121240349,,,,,neither
MCM3AP,0.1183,0.9865870096025348,,,,,neither
MCM4,-0.1877,0.8273583178811125,,,,,neither
MCM5,-0.0667,0.9676768812179056,,,,,neither
MCM6,-0.2049,0.7900220456989416,,,,,neither
MCM7,-0.0962,0.9677910102825864,,,,,neither
MCM8,-0.0666,0.980777793381442,,,,,neither
MCM9,-0.1917,0.7766316835727657,,,,,neither
MCMBP,0.0621,0.9823944221865752,,,,,neither
MCMDC2,0.1006,0.9884311331492306,,,,,neither
MCOLN1,-0.1724,0.8922470905174421,,,,,neither
MCOLN2,-0.1308,0.9216696697072198,,,,,neither
MCOLN3,0.1832,0.8961692211488933,,,,,neither
MCPH1,-0.0439,0.993417928363018,,,,,neither
MCRIP1,0.0032,0.9823944221865752,,,,,neither
MCRIP2,0.0473,0.984435320665948,,,,,neither
MCRS1,-0.0718,0.9823343175790452,,,,,neither
MCTP1,-0.026,0.9975610407095122,,,,,neither
MCTP2,-0.0371,0.9868289567495748,,,,,neither
MCTS1,0.0211,0.9851360850459384,,,,,neither
MCU,-0.1191,0.9760694922996784,,,,,neither
MCUB,0.0861,0.9793628981094148,,,,,neither
MCUR1,-0.0306,0.9719058526153224,,,,,neither
MDC1,0.1151,0.987121351851376,,,,,neither
MDFI,-0.0975,0.9773106863644524,,,,,neither
MDFIC,0.228,0.8273583178811125,,,,,neither
MDGA1,-0.094,0.9823944221865752,,,,,neither
MDGA2,-0.2565,0.7403328777579663,,,,,neither
MDH1,-0.0121,0.9823944221865752,,,,,neither
MDH1B,-0.096,0.9433353528665482,,,,,neither
MDH2,0.0209,0.9975894567911704,,,,,neither
MDK,0.4063,0.5808104901802021,,,,,neither
MDM1,-0.1611,0.8922470905174421,,,,,neither
MDM2,0.1942,0.8725296869685283,,,,,neither
MDM4,0.2245,0.8695492064204181,,,,,neither
MDN1,-0.1171,0.9677910102825864,,,,,neither
MDP1,0.0846,0.942520063980189,,,,,neither
ME1,-0.0085,0.988903223701504,,,,,neither
ME2,0.0309,0.9975610407095122,,,,,neither
ME3,-0.0966,0.9765275852398302,,,,,neither
MEA1,0.0379,0.9835874510943056,,,,,neither
MEAF6,0.0509,0.9875877961226148,,,,,neither
MEAK7,-0.0821,0.9886201045012536,,,,,neither
MECOM,0.0593,0.9823944221865752,,,,,neither
MECP2,0.0614,0.9743602883959254,,,,,neither
MECR,-0.0079,0.9975610407095122,,,,,neither
MED1,-0.0976,0.9597636267735432,,,,,neither
MED10,-0.1606,0.9308961427777628,,,,,neither
MED11,-0.1658,0.944797342645014,,,,,neither
MED12,0.1431,0.930514053240566,,,,,neither
MED12L,-0.1486,0.9250776257247756,,,,,neither
MED13,0.3159,0.6780490098953341,,,,,neither
MED13L,0.11,0.9643355147316582,,,,,neither
MED14,-0.0251,0.9944547156000132,,,,,neither
MED15,0.2484,0.7297637036844843,,,,,neither
MED16,0.2987,0.5221159999823018,,,,,neither
MED17,-0.0903,0.9824449032682376,,,,,neither
MED18,0.0213,0.9984922868374604,,,,,neither
MED19,0.1899,0.8017674880852123,,,,,neither
MED20,0.0033,0.9851360850459384,,,,,neither
MED21,-0.0252,0.9951664807975446,,,,,neither
MED22,0.0027,0.988903223701504,,,,,neither
MED23,0.1417,0.9024949901071614,,,,,neither
MED24,0.2692,0.7265651525977933,,,,,neither
MED25,0.087,0.9477165051276428,,,,,neither
MED26,-0.0303,0.9944547156000132,,,,,neither
MED27,-0.178,0.942520063980189,,,,,neither
MED28,0.0379,0.9823944221865752,,,,,neither
MED29,-0.0709,0.9851360850459384,,,,,neither
MED30,-0.1283,0.9538817707074796,,,,,neither
MED31,-0.0422,0.9975610407095122,,,,,neither
MED4,0.0142,0.9983658360500032,,,,,neither
MED6,0.0311,0.9944547156000132,,,,,neither
MED7,0.0024,0.9919488452605149,,,,,neither
MED8,-0.0798,0.9907296327053308,,,,,neither
MED9,-0.0181,0.9851360850459384,,,,,neither
MEDAG,0.1498,0.9317321247622332,,,,,neither
MEF2A,0.172,0.8922470905174421,,,,,neither
MEF2B,0.2023,0.9397862071751808,,,,,neither
MEF2C,-0.051,0.9123211084160816,,,,,neither
MEF2D,0.0126,0.9651016409936232,,,,,neither
MEFV,-0.1202,0.9494544851711074,,,,,neither
MEGF10,0.2371,0.8922470905174421,,,,,neither
MEGF11,0.0562,0.988827606648798,,,,,neither
MEGF6,0.2155,0.8922470905174421,,,,,neither
MEGF8,0.1717,0.9373910967084378,,,,,neither
MEGF9,-0.1436,0.9317321247622332,,,,,neither
MEI1,0.1386,0.9793628981094148,,,,,neither
MEI4,0.3045,0.7316096979510095,,,,,neither
MEIG1,0.0678,0.9868289567495748,,,,,neither
MEIOB,-0.2391,0.8217618584966575,,,,,neither
MEIOC,-0.1147,0.8961692211488933,,,,,neither
MEIS1,-0.1368,0.9179596791089212,,,,,neither
MEIS2,-0.023,0.9603915689894706,,,,,neither
MEIS3,-0.0136,0.9975610407095122,,,,,neither
MELK,-0.3523,0.6780490098953341,,,,,NF1_specific
MELTF,-0.0503,0.9601966365350418,,,,,neither
MEMO1,-0.1522,0.9458839233291124,,,,,neither
MEN1,-0.0176,0.9961234093825128,,,,,neither
MEOX1,-0.0309,0.9833025576676492,,,,,neither
MEOX2,0.0381,0.988827606648798,,,,,neither
MEP1A,0.0103,0.9823944221865752,,,,,neither
MEP1B,0.0254,0.9992276762239096,,,,,neither
MEPCE,-0.0327,0.9823944221865752,,,,,neither
MEPE,-0.1475,0.9290925117922416,,,,,neither
MERTK,-0.1742,0.7525121861001081,,,,,neither
MESD,-0.1173,0.9317321247622332,,,,,neither
MESP1,-0.0426,0.980777793381442,,,,,neither
MESP2,-0.1698,0.8020157274075624,,,,,neither
MEST,-0.0001,0.9944547156000132,,,,,neither
MET,-0.0748,0.9175875627810612,,,,,neither
METAP1,-0.1789,0.8020157274075624,,,,,neither
METAP1D,0.0174,0.9975610407095122,,,,,neither
METAP2,0.0093,0.9944547156000132,,,,,neither
METRN,-0.0415,0.9874966417277669,,,,,neither
METRNL,0.1629,0.9059004877192284,,,,,neither
METTL1,0.0567,0.9983658360500032,,,,,neither
METTL13,-0.0399,0.9949424194863864,,,,,neither
METTL14,0.1145,0.9773106863644524,,,,,neither
METTL15,0.1287,0.9684158207315386,,,,,neither
METTL16,-0.0328,0.9944741766519076,,,,,neither
METTL17,-0.0879,0.9823944221865752,,,,,neither
METTL18,0.0314,0.9919488452605149,,,,,neither
METTL21A,-0.0683,0.9838892170819103,,,,,neither
METTL21C,-0.1905,0.9317321247622332,,,,,neither
METTL22,-0.2899,0.7265651525977933,,,,,neither
METTL23,0.0849,0.9839588188603888,,,,,neither
METTL24,0.2874,0.7292061268402719,,,,,neither
METTL25,-0.0229,0.9936756624869,,,,,neither
METTL25B,-0.0173,0.9944547156000132,,,,,neither
METTL26,-0.057,0.993302184314158,,,,,neither
METTL27,0.1907,0.9372963462996512,,,,,neither
METTL2A,0.2132,0.9367609238098936,,,,,neither
METTL2B,0.2445,0.8745028821941596,,,,,neither
METTL3,0.0325,0.9919488452605149,,,,,neither
METTL4,-0.0541,0.9773106863644524,,,,,neither
METTL5,0.0469,0.9851360850459384,,,,,neither
METTL6,0.0674,0.9951664807975446,,,,,neither
METTL8,-0.0638,0.9984922868374604,,,,,neither
METTL9,0.3233,0.7126925617183667,,,,,neither
MEX3A,0.2055,0.818258030768385,,,,,neither
MEX3B,0.2647,0.7018898282449533,,,,,neither
MEX3C,-0.0262,0.9949424194863864,,,,,neither
MEX3D,-0.1161,0.9372795921315378,,,,,neither
MFAP1,-0.2159,0.7595804550363333,,,,,neither
MFAP2,0.1902,0.8943774342954771,,,,,neither
MFAP3,-0.0067,0.9975610407095122,,,,,neither
MFAP3L,0.0828,0.9507420729631676,,,,,neither
MFAP4,-0.0182,0.9975610407095122,,,,,neither
MFAP5,0.0338,0.9975610407095122,,,,,neither
MFF,0.0044,0.9935679037459302,,,,,neither
MFGE8,-0.1384,0.9817394891142552,,,,,neither
MFHAS1,0.1804,0.9393476063473823,,,,,neither
MFN1,-0.3803,0.7219270726160641,,,,,NF1_specific
MFN2,0.0703,0.9179596791089212,,,,,neither
MFNG,-0.1722,0.8943774342954771,,,,,neither
MFRP,-0.1028,0.9823944221865752,,,,,neither
MFSD1,0.0449,0.9935679037459302,,,,,neither
MFSD10,-0.0543,0.9823944221865752,,,,,neither
MFSD11,-0.14,0.942520063980189,,,,,neither
MFSD12,-0.1096,0.9540750340640276,,,,,neither
MFSD13A,0.17,0.901709760705176,,,,,neither
MFSD14A,0.0822,0.9623208477623189,,,,,neither
MFSD14B,-0.095,0.9685914979182036,,,,,neither
MFSD2A,0.2047,0.9354612676893624,,,,,neither
MFSD2B,0.0259,0.988903223701504,,,,,neither
MFSD3,0.1249,0.9065315039724896,,,,,neither
MFSD4A,-0.0219,0.9975610407095122,,,,,neither
MFSD4B,-0.0829,0.9823944221865752,,,,,neither
MFSD5,-0.0537,0.9773106863644524,,,,,neither
MFSD6,0.0567,0.9823944221865752,,,,,neither
MFSD6L,0.0106,0.9935679037459302,,,,,neither
MFSD8,0.1146,0.9651016409936232,,,,,neither
MFSD9,-0.051,0.9953303992568416,,,,,neither
MGA,-0.0481,0.988903223701504,,,,,neither
MGAM,0.2173,0.8990645357508448,,,,,neither
MGARP,0.066,0.9743602883959254,,,,,neither
MGAT1,0.006,0.9851360850459384,,,,,neither
MGAT2,-0.0615,0.9655907065126528,,,,,neither
MGAT3,-0.0318,0.9919488452605149,,,,,neither
MGAT4A,-0.2624,0.7808896751988128,,,,,neither
MGAT4B,0.1589,0.8943774342954771,,,,,neither
MGAT4C,0.0544,0.9886201045012536,,,,,neither
MGAT4D,-0.0311,0.9958888902424652,,,,,neither
MGAT5,0.0966,0.9738036437432976,,,,,neither
MGAT5B,-0.1758,0.9603915689894706,,,,,neither
MGLL,0.1814,0.8995271344185874,,,,,neither
MGME1,0.2127,0.8990645357508448,,,,,neither
MGMT,0.0257,0.992898542535192,,,,,neither
MGP,-0.1112,0.942520063980189,,,,,neither
MGRN1,0.1712,0.942520063980189,,,,,neither
MGST1,0.0907,0.9603915689894706,,,,,neither
MGST2,0.091,0.8501368838708564,,,,,neither
MGST3,-0.2439,0.7508127998614137,,,,,neither
MIA,-0.1434,0.887094148871769,,,,,neither
MIA2,-0.1421,0.9367609238098936,,,,,neither
MIA3,-0.0134,0.9793104017325636,,,,,neither
MIB1,0.1033,0.9975610407095122,,,,,neither
MIB2,-0.1256,0.9823343175790452,,,,,neither
MICA,-0.0055,0.9935679037459302,,,,,neither
MICAL1,-0.1719,0.8659653106558459,,,,,neither
MICAL2,0.2906,0.7413103877068196,,,,,neither
MICAL3,-0.072,0.9951664807975446,,,,,neither
MICALL1,0.1507,0.9354612676893624,,,,,neither
MICALL2,-0.0485,0.9851360850459384,,,,,neither
MICB,-0.1,0.9685901835143516,,,,,neither
MICOS10,-0.0072,0.9975610407095122,,,,,neither
MICOS13,0.124,0.8995271344185874,,,,,neither
MICU1,0.218,0.8852978388547172,,,,,neither
MICU2,0.0213,0.9975610407095122,,,,,neither
MICU3,0.4889,0.3175974856577493,,,,,neither
MID1,0.1291,0.8020157274075624,,,,,neither
MID1IP1,0.0982,0.9773106863644524,,,,,neither
MID2,0.2264,0.8760687402216659,,,,,neither
MIDEAS,-0.0282,0.9793104017325636,,,,,neither
MIDN,-0.013,0.9943890855295312,,,,,neither
MIEF1,-0.2409,0.7095338021427348,,,,,neither
MIEF2,-0.1275,0.8856834007845195,,,,,neither
MIEN1,-0.0195,0.9793104017325636,,,,,neither
MIER1,0.0422,0.9975610407095122,,,,,neither
MIER2,-0.0883,0.9823944221865752,,,,,neither
MIER3,0.0129,0.9983658360500032,,,,,neither
MIF,0.0323,0.9914128545815925,,,,,neither
MIF4GD,0.0828,0.9975610407095122,,,,,neither
MIGA1,-0.1076,0.9685901835143516,,,,,neither
MIGA2,-0.0299,0.9975610407095122,,,,,neither
MIIP,0.2585,0.743185830011085,,,,,neither
MINAR1,-0.06,0.9851360850459384,,,,,neither
MINAR2,-0.1293,0.9367609238098936,,,,,neither
MINDY1,0.1519,0.9538817707074796,,,,,neither
MINDY2,0.0419,0.9892977106504928,,,,,neither
MINDY3,-0.0587,0.9973870603956084,,,,,neither
MINDY4,-0.1847,0.930514053240566,,,,,neither
MINK1,-0.148,0.9823944221865752,,,,,neither
MINPP1,0.0792,0.9823944221865752,,,,,neither
MIOS,0.0349,0.988903223701504,,,,,neither
MIOX,-0.0069,0.9935679037459302,,,,,neither
MIP,-0.176,0.8745028821941596,,,,,neither
MIPEP,-0.1546,0.942520063980189,,,,,neither
MIPOL1,0.0629,0.9851360850459384,,,,,neither
MIS12,-0.1031,0.9793104017325636,,,,,neither
MIS18A,-0.0565,0.987121351851376,,,,,neither
MIS18BP1,-0.2451,0.7980685885885735,,,,,neither
MISP,0.2024,0.887094148871769,,,,,neither
MITD1,0.0545,0.9975610407095122,,,,,neither
MITF,0.0048,0.9983658360500032,,,,,neither
MIX23,-0.1988,0.8922470905174421,,,,,neither
MIXL1,0.143,0.9397862071751808,,,,,neither
MKI67,-0.0827,0.9823944221865752,,,,,neither
MKKS,-0.1267,0.942520063980189,,,,,neither
MKLN1,-0.0048,0.9975610407095122,,,,,neither
MKNK1,-0.0144,0.9975894567911704,,,,,neither
MKNK2,0.0017,0.9975610407095122,,,,,neither
MKRN1,-0.1536,0.9433353528665482,,,,,neither
MKRN2,0.1408,0.942520063980189,,,,,neither
MKRN2OS,-0.0204,0.9851360850459384,,,,,neither
MKRN3,0.0728,0.9823944221865752,,,,,neither
MKS1,-0.1457,0.942520063980189,,,,,neither
MKX,-0.0686,0.942520063980189,,,,,neither
MLANA,0.0145,0.9919488452605149,,,,,neither
MLC1,0.0266,0.9951664807975446,,,,,neither
MLEC,0.1456,0.9592146218729038,,,,,neither
MLF1,0.2346,0.7766316835727657,,,,,neither
MLF2,0.0162,0.9623208477623189,,,,,neither
MLH1,0.0091,0.9823944221865752,,,,,neither
MLH3,-0.0905,0.9407777880428012,,,,,neither
MLIP,0.0232,0.987121351851376,,,,,neither
MLKL,0.1748,0.9317321247622332,,,,,neither
MLLT1,0.0978,0.954127149130776,,,,,neither
MLLT10,0.0083,0.9823944221865752,,,,,neither
MLLT11,-0.0971,0.9656114473409808,,,,,neither
MLLT3,0.116,0.9685901835143516,,,,,neither
MLLT6,0.0643,0.9851360850459384,,,,,neither
MLN,0.1016,0.9574219831340668,,,,,neither
MLNR,-0.0652,0.978185255550805,,,,,neither
MLPH,0.0853,0.921363539366387,,,,,neither
MLST8,0.0399,0.9823944221865752,,,,,neither
MLX,0.2002,0.942520063980189,,,,,neither
MLXIPL,0.0484,0.993302184314158,,,,,neither
MLYCD,-0.1529,0.9653608617226368,,,,,neither
MMAA,-0.0755,0.9975610407095122,,,,,neither
MMAB,0.2024,0.9290925117922416,,,,,neither
MMACHC,-0.0632,0.9851360850459384,,,,,neither
MMADHC,-0.0821,0.9773106863644524,,,,,neither
MMD,0.1503,0.9227816508890756,,,,,neither
MMD2,-0.1028,0.9317321247622332,,,,,neither
MME,-0.1164,0.9760694922996784,,,,,neither
MMEL1,-0.2091,0.9354612676893624,,,,,neither
MMGT1,0.1605,0.8943774342954771,,,,,neither
MMP1,0.0673,0.9863982738401524,,,,,neither
MMP10,0.2361,0.8313232527729405,,,,,neither
MMP11,0.0419,0.9851360850459384,,,,,neither
MMP13,-0.1359,0.9786100990135058,,,,,neither
MMP14,-0.0113,0.9975610407095122,,,,,neither
MMP15,-0.0294,0.9841370715577772,,,,,neither
MMP16,-0.0697,0.9903638165672995,,,,,neither
MMP17,-0.005,0.9886201045012536,,,,,neither
MMP19,-0.1513,0.917342955909199,,,,,neither
MMP2,0.007,0.9935679037459302,,,,,neither
MMP20,-0.2247,0.8493434900388,,,,,neither
MMP21,-0.133,0.9175875627810612,,,,,neither
MMP23B,-0.0919,0.988903223701504,,,,,neither
MMP24,-0.0901,0.9823944221865752,,,,,neither
MMP25,-0.0231,0.9823343175790452,,,,,neither
MMP26,0.026,0.9793628981094148,,,,,neither
MMP27,0.0576,0.9839588188603888,,,,,neither
MMP28,0.1401,0.9773106863644524,,,,,neither
MMP3,-0.095,0.9604607430076788,,,,,neither
MMP7,0.0807,0.9951664807975446,,,,,neither
MMP8,0.1598,0.9773106863644524,,,,,neither
MMP9,-0.0088,0.992265324626336,,,,,neither
MMRN1,0.039,0.9919189165888284,,,,,neither
MMRN2,-0.1941,0.8660703559817071,,,,,neither
MMS19,-0.2432,0.8905732201304669,,,,,neither
MMS22L,-0.0191,0.9975610407095122,,,,,neither
MMUT,-0.1035,0.8303056238603101,,,,,neither
MN1,-0.0443,0.9773106863644524,,,,,neither
MNAT1,0.363,0.6866422565440923,,,,,neither
MND1,-0.2207,0.8725296869685283,,,,,neither
MNDA,0.0015,0.9996766705997132,,,,,neither
MNS1,-0.0889,0.9179596791089212,,,,,neither
MNT,-0.0513,0.9970947017753858,,,,,neither
MNX1,-0.2266,0.8497881174843471,,,,,neither
MOAP1,-0.0175,0.9949424194863864,,,,,neither
MOB1A,-0.2244,0.8059624966664092,,,,,neither
MOB1B,-0.1053,0.930514053240566,,,,,neither
MOB2,-0.243,0.8528385299597493,,,,,neither
MOB3A,-0.1895,0.9179596791089212,,,,,neither
MOB3B,0.032,0.9975610407095122,,,,,neither
MOB3C,-0.0651,0.9823944221865752,,,,,neither
MOB4,0.0497,0.9585615486792392,,,,,neither
MOBP,-0.0324,0.988903223701504,,,,,neither
MOCOS,0.1345,0.9538817707074796,,,,,neither
MOCS1,-0.2748,0.9046678217623436,,,,,neither
MOCS2,0.0742,0.9823944221865752,,,,,neither
MOCS3,0.151,0.8990280735157813,,,,,neither
MOG,0.1142,0.978185255550805,,,,,neither
MOGAT1,0.1952,0.8020157274075624,,,,,neither
MOGAT2,0.0209,0.993302184314158,,,,,neither
MOGAT3,0.0232,0.9773106863644524,,,,,neither
MOGS,0.0941,0.9437482154467152,,,,,neither
MOK,0.0977,0.9148306094388232,,,,,neither
MON1A,-0.1095,0.9653608617226368,,,,,neither
MON1B,-0.1394,0.9175875627810612,,,,,neither
MON2,0.0261,0.9823944221865752,,,,,neither
MORC1,0.0939,0.8961692211488933,,,,,neither
MORC2,-0.1039,0.9507420729631676,,,,,neither
MORC3,-0.0717,0.942520063980189,,,,,neither
MORC4,0.2639,0.8273583178811125,,,,,neither
MORF4L1,0.0163,0.9931453497146882,,,,,neither
MORF4L2,-0.0385,0.9711679758364546,,,,,neither
MORN1,0.0391,0.9935679037459302,,,,,neither
MORN2,-0.0473,0.9658239653851955,,,,,neither
MORN3,-0.042,0.9773106863644524,,,,,neither
MORN4,-0.0646,0.9397862071751808,,,,,neither
MORN5,-0.0977,0.8818777137703976,,,,,neither
MOS,0.1292,0.9823944221865752,,,,,neither
MOSMO,0.2558,0.8339025888483885,,,,,neither
MOSPD1,0.1039,0.9658317839680748,,,,,neither
MOSPD2,0.1775,0.9175875627810612,,,,,neither
MOSPD3,0.0458,0.9793628981094148,,,,,neither
MOV10,-0.1431,0.907999458793292,,,,,neither
MOV10L1,-0.0486,0.9935679037459302,,,,,neither
MOXD1,-0.0951,0.9823944221865752,,,,,neither
MPC1,-0.1991,0.7881882589210011,,,,,neither
MPC2,-0.0793,0.9538817707074796,,,,,neither
MPDU1,0.1275,0.9738036437432976,,,,,neither
MPDZ,-0.1478,0.942520063980189,,,,,neither
MPEG1,0.0425,0.9944547156000132,,,,,neither
MPG,0.192,0.8922470905174421,,,,,neither
MPHOSPH10,0.0654,0.9651016409936232,,,,,neither
MPHOSPH6,-0.0662,0.9623208477623189,,,,,neither
MPHOSPH8,-0.1235,0.8922470905174421,,,,,neither
MPHOSPH9,0.1713,0.942520063980189,,,,,neither
MPI,0.1472,0.887094148871769,,,,,neither
MPIG6B,0.0969,0.979994458062668,,,,,neither
MPL,0.0045,0.9826185942755306,,,,,neither
MPLKIP,-0.0225,0.9874966417277669,,,,,neither
MPND,-0.0393,0.978185255550805,,,,,neither
MPO,0.1203,0.9789299023881276,,,,,neither
MPP1,0.0783,0.9765275852398302,,,,,neither
MPP2,-0.0332,0.992265324626336,,,,,neither
MPP3,-0.1056,0.9823944221865752,,,,,neither
MPP4,-0.0373,0.9835874510943056,,,,,neither
MPP7,0.0995,0.9760694922996784,,,,,neither
MPPE1,0.0873,0.9719058526153224,,,,,neither
MPPED1,-0.0826,0.9501933068485502,,,,,neither
MPPED2,0.1254,0.9215965608352348,,,,,neither
MPRIP,-0.0178,0.9836590673034216,,,,,neither
MPST,0.0373,0.988903223701504,,,,,neither
MPV17,0.3326,0.5559311675252981,,,,,neither
MPV17L,-0.0892,0.9793628981094148,,,,,neither
MPV17L2,0.0813,0.9949424194863864,,,,,neither
MPZ,-0.0111,0.988903223701504,,,,,neither
MPZL1,-0.0132,0.9975610407095122,,,,,neither
MPZL2,0.1431,0.947632849266629,,,,,neither
MPZL3,-0.0258,0.9975894567911704,,,,,neither
MR1,0.1962,0.8615184068612116,,,,,neither
MRAP,-0.1707,0.8497881174843471,,,,,neither
MRAP2,0.1024,0.9851360850459384,,,,,neither
MRAS,-0.2573,0.6967120484934631,,,,,neither
MRC1,0.0532,0.9975610407095122,,,,,neither
MRC2,-0.2148,0.7292061268402719,,,,,neither
MRE11,0.0397,0.9860688110191762,,,,,neither
MREG,-0.1518,0.8852978388547172,,,,,neither
MRFAP1,-0.0258,0.9960599523300804,,,,,neither
MRFAP1L1,-0.0053,0.9886201045012536,,,,,neither
MRGBP,0.2035,0.8852978388547172,,,,,neither
MRGPRD,0.228,0.7645918294910587,,,,,neither
MRGPRE,0.1168,0.9179596791089212,,,,,neither
MRGPRF,-0.1034,0.9773106863644524,,,,,neither
MRGPRG,0.1188,0.942520063980189,,,,,neither
MRGPRX1,0.0333,0.9935679037459302,,,,,neither
MRGPRX2,-0.1483,0.9328036274461796,,,,,neither
MRGPRX3,0.056,0.9958888902424652,,,,,neither
MRGPRX4,0.0107,0.9979043044209654,,,,,neither
MRI1,0.0173,0.9823944221865752,,,,,neither
MRM1,0.1424,0.9823944221865752,,,,,neither
MRM2,-0.0892,0.9604607430076788,,,,,neither
MRM3,-0.1922,0.9032036840547224,,,,,neither
MRNIP,0.2829,0.8228039115189821,,,,,neither
MRO,-0.1118,0.930514053240566,,,,,neither
MROH1,0.03,0.9919488452605149,,,,,neither
MROH2B,0.1043,0.942520063980189,,,,,neither
MROH6,0.0642,0.9851360850459384,,,,,neither
MROH7,-0.0769,0.987900326088462,,,,,neither
MROH9,0.1741,0.9290925117922416,,,,,neither
MRPL1,-0.2255,0.7808896751988128,,,,,neither
MRPL10,-0.0871,0.9919488452605149,,,,,neither
MRPL11,-0.0376,0.9919488452605149,,,,,neither
MRPL12,-0.0689,0.9914128545815925,,,,,neither
MRPL13,-0.0001,0.9975610407095122,,,,,neither
MRPL14,-0.1716,0.9354612676893624,,,,,neither
MRPL15,0.0345,0.9935679037459302,,,,,neither
MRPL16,-0.146,0.9684158207315386,,,,,neither
MRPL17,0.0525,0.9793104017325636,,,,,neither
MRPL18,0.0058,0.9949424194863864,,,,,neither
MRPL19,0.0488,0.9949424194863864,,,,,neither
MRPL2,-0.1594,0.9354612676893624,,,,,neither
MRPL20,-0.0414,0.988903223701504,,,,,neither
MRPL21,0.0015,0.9993194113770466,,,,,neither
MRPL22,-0.0316,0.9961234093825128,,,,,neither
MRPL23,-0.0204,0.988903223701504,,,,,neither
MRPL24,-0.0893,0.9961234093825128,,,,,neither
MRPL27,0.0571,0.9793104017325636,,,,,neither
MRPL28,-0.031,0.9886201045012536,,,,,neither
MRPL3,-0.1083,0.9773106863644524,,,,,neither
MRPL30,-0.0382,0.9773106863644524,,,,,neither
MRPL32,0.0227,0.9975610407095122,,,,,neither
MRPL33,-0.1144,0.9354612676893624,,,,,neither
MRPL34,-0.0246,0.9919488452605149,,,,,neither
MRPL35,-0.1369,0.9512956825004236,,,,,neither
MRPL36,-0.0083,0.9983658360500032,,,,,neither
MRPL37,-0.1111,0.9823944221865752,,,,,neither
MRPL38,-0.1195,0.972219641648386,,,,,neither
MRPL39,0.0214,0.9914128545815925,,,,,neither
MRPL4,0.0771,0.9823944221865752,,,,,neither
MRPL40,0.0214,0.9975610407095122,,,,,neither
MRPL41,-0.1365,0.9603915689894706,,,,,neither
MRPL42,0.0427,0.9851360850459384,,,,,neither
MRPL43,0.0654,0.9851360850459384,,,,,neither
MRPL44,-0.0915,0.9935679037459302,,,,,neither
MRPL45,-0.0124,0.9970947017753858,,,,,neither
MRPL46,-0.1378,0.9743602883959254,,,,,neither
MRPL47,0.0302,0.9935679037459302,,,,,neither
MRPL48,0.0169,0.9987070860814778,,,,,neither
MRPL49,0.0606,0.9585615486792392,,,,,neither
MRPL50,-0.1503,0.9416990665982948,,,,,neither
MRPL51,-0.0713,0.987121351851376,,,,,neither
MRPL52,0.0656,0.9935679037459302,,,,,neither
MRPL53,-0.0218,0.9975610407095122,,,,,neither
MRPL54,-0.004,0.9993194113770466,,,,,neither
MRPL55,0.111,0.9437482154467152,,,,,neither
MRPL57,0.0085,0.9975894567911704,,,,,neither
MRPL58,-0.1512,0.942520063980189,,,,,neither
MRPL9,-0.1155,0.9975610407095122,,,,,neither
MRPS10,0.0522,0.99310965694267,,,,,neither
MRPS11,-0.1247,0.9823944221865752,,,,,neither
MRPS12,0.021,0.9983658360500032,,,,,neither
MRPS14,0.0426,0.985732799775182,,,,,neither
MRPS15,0.0227,0.9975555057260228,,,,,neither
MRPS16,0.1,0.969965201225289,,,,,neither
MRPS17,-0.0178,0.9951664807975446,,,,,neither
MRPS18A,-0.0653,0.9851360850459384,,,,,neither
MRPS18B,0.0142,0.9975610407095122,,,,,neither
MRPS18C,-0.0798,0.9919488452605149,,,,,neither
MRPS2,-0.0328,0.9975894567911704,,,,,neither
MRPS21,0.0913,0.9823343175790452,,,,,neither
MRPS22,-0.0107,0.9926514543365824,,,,,neither
MRPS23,0.0714,0.988903223701504,,,,,neither
MRPS24,-0.0856,0.9823944221865752,,,,,neither
MRPS25,0.0517,0.9773106863644524,,,,,neither
MRPS26,0.0405,0.9993194113770466,,,,,neither
MRPS27,-0.0608,0.9823944221865752,,,,,neither
MRPS28,0.1108,0.930514053240566,,,,,neither
MRPS30,0.0397,0.9919488452605149,,,,,neither
