gene,n_mutant,n_wt,median_mutant,median_wt,cohens_d,ci_lower,ci_upper,mannwhitney_U,mannwhitney_p,fdr,significant
NDUFS6,21,42,-0.0142667341378336,-0.0128953030865765,-0.21722543337572842,-0.7424192439877593,0.30796837723630244,406.0,0.6149500596033888,0.9781944768356374,False
ZKSCAN4,21,42,-0.0856399978131084,-0.05453853717372855,-0.21721933917078312,-0.7424130729356746,0.3079743945941084,385.0,0.41839641532637906,0.9726780919509015,False
NRG4,21,42,0.0414416269928638,0.06168206871983274,-0.21703666671499472,-0.7422280979993989,0.30815476456940954,377.0,0.3545245615383803,0.9664001083832011,False
DYNC1LI1,21,42,-0.092161486855373,-0.0807502686275316,-0.21702498813568405,-0.7422162722838982,0.3081662960125301,407.0,0.6252382723970816,0.9781944768356374,False
NOMO2,21,41,-0.07470511853521,0.0279251301994254,-0.21697548551777138,-0.7443076317909875,0.31035666075544477,355.0,0.2646247102735273,0.9623757803851758,False
UBE2L3,21,42,-1.4541494027799555,-1.37678825905539,-0.21687084680781737,-0.7420601896969028,0.308318496081268,383.0,0.4018246031924323,0.9694721420672099,False
JAK1,21,42,2.838593506018089e-05,0.0148158331857363,-0.21683150968292705,-0.7420203573791941,0.30835733801334,395.0,0.5070721828349891,0.9769325572595026,False
GRPR,21,42,-0.001721636356154,-0.0006068001597949498,-0.21674459908179475,-0.741932353026477,0.3084431548628874,399.0,0.5451243224781266,0.9779661060622651,False
ANO4,21,42,-0.0441859920873948,-0.04040371368882015,-0.21671060751944865,-0.7418979338061535,0.3084767187672562,396.0,0.5164526755511092,0.9777756229866897,False
PSMD4,21,42,-1.8642128916196197,-1.6046836306275372,-0.21669897393235665,-0.7418861538687611,0.30848820600404786,375.0,0.33957294651850756,0.964804706706284,False
CENPF,21,42,-0.2773309563201096,-0.19918919728044332,-0.21668625643623296,-0.7418732763957245,0.3085007635232586,348.0,0.17744061151290724,0.9371686612777438,False
ZNF610,21,42,0.1012954501404699,0.1240689190734913,-0.2166746148047148,-0.7418614883290814,0.3085122587196517,365.0,0.27097833357082546,0.9623757803851758,False
NXPE3,21,42,-0.0762370030686843,-0.019781602131220148,-0.21667054104056285,-0.7418573633246336,0.30851628124350794,372.0,0.31791567609790705,0.9623757803851758,False
GPALPP1,21,42,0.0025060721874428,-0.00488264727975625,-0.21664761311276337,-0.7418341470244754,0.3085389207989486,391.0,0.4704637798387965,0.9751541405629434,False
ZBED3,21,42,0.0034999146156061,0.0291487002697793,-0.21664758659080482,-0.7418341201689587,0.30853894698734896,387.0,0.4353638933521433,0.9751541405629434,False
GADD45GIP1,21,42,-0.3813296570520669,-0.281982476701414,-0.21651727035923204,-0.7417021654825882,0.308667624764124,364.0,0.2646821975082232,0.9623757803851758,False
CCN4,21,42,0.1093548426950289,0.12217723753814325,-0.21648954936729276,-0.7416740960834969,0.3086949973489113,372.0,0.31791567609790705,0.9623757803851758,False
C8orf76,21,42,-0.0625425558684999,-0.04744844646069495,-0.21648784511311892,-0.7416723704111067,0.30869668018486884,400.0,0.5548541509583209,0.9779661060622651,False
STK10,21,42,0.0867582159901654,0.10500043081317305,-0.21648582077750705,-0.7416703206348727,0.30869867907985854,377.0,0.3545245615383803,0.9664001083832011,False
MECOM,21,42,0.0919453800786345,0.07140989465374376,-0.21646034868377922,-0.7416445284435438,0.3087238310759854,402.0,0.5745648243125437,0.9779661060622651,False
LRRC24,21,42,0.00273857249352,0.04008497011922705,-0.21644823875605,-0.7416322663483442,0.3087357888362442,404.0,0.5946007745407849,0.9779661060622651,False
IGSF9,21,42,-0.0404921971723307,0.01954813125513655,-0.2163935957699541,-0.7415769368503492,0.308789745310441,391.0,0.4704637798387965,0.9751541405629434,False
PRPSAP1,21,42,-0.0351341137144919,-0.0239436244251394,-0.21638272621683022,-0.7415659307572131,0.30880047832355273,389.0,0.4527217188379766,0.9751541405629434,False
PTRH1,21,42,-0.1975556849094028,-0.18541163003914296,-0.21635305415932815,-0.741535886003108,0.30882977768445175,398.0,0.5354799542133517,0.9779661060622651,False
GPN3,21,42,-1.2159089897967397,-1.2371830433053637,-0.2163060471186834,-0.7414882886334622,0.30887619439609537,388.0,0.4439943760230095,0.9751541405629434,False
NOXO1,21,42,-0.0970305904594935,-0.07915073559007704,-0.21626697551828655,-0.7414487264569007,0.30891477542032764,378.0,0.3621539164659511,0.9687873901463477,False
SCNN1G,21,42,0.0437199212132587,0.059732239226509345,-0.21618505152165746,-0.7413657741231636,0.3089956710798487,382.0,0.39368851798913085,0.9694721420672099,False
CBX6,21,42,0.0236922881117123,0.047084275897888855,-0.21616284536967928,-0.7413432892989904,0.3090175985596318,412.0,0.6777477822399578,0.98570001487101,False
LRP1,21,42,-0.1593363144997176,-0.18842148168080974,-0.21615318096353783,-0.7413335036199795,0.3090271416929038,449.0,0.9129231287959446,0.9990599981332702,False
TMEM200A,21,42,0.0113902928258093,0.04594797356100465,-0.21615109223677895,-0.7413313886837429,0.309029204210185,371.0,0.3109022865443384,0.9623757803851758,False
KLHL30,21,42,-0.0737513206971265,-0.11991887380670854,-0.21612921783742173,-0.7413092398181527,0.30905080414330915,426.0,0.8325640043799916,0.996908525044249,False
NRK,21,42,0.0784156521545206,0.1103420517221981,-0.216091450673067,-0.7412709988401687,0.30908809749403465,414.0,0.6992168547527977,0.9864253174518103,False
LNP1,21,42,-0.1028175968158224,-0.0598555293652103,-0.21589950810369496,-0.7410766494996702,0.3092776332922803,398.0,0.5354799542133517,0.9779661060622651,False
MAMLD1,21,42,0.1198787470856866,0.17949482863651267,-0.21585475546367472,-0.7410313360114206,0.30932182508407113,378.0,0.3621539164659511,0.9687873901463477,False
RNASE10,21,42,-0.0234776343919024,-0.00783351052715745,-0.21582854640765095,-0.7410047985524427,0.3093477057371409,400.0,0.5548541509583209,0.9779661060622651,False
SNX6,21,42,-0.1467527620432467,-0.08924769732652854,-0.21573040559472967,-0.740905428374504,0.3094446171850447,390.0,0.4615451329691552,0.9751541405629434,False
STK17A,21,42,-0.0917933638247766,-0.029805155218229552,-0.21562449164340275,-0.740798188311711,0.3095492050249055,375.0,0.33957294651850756,0.964804706706284,False
MLF1,21,42,0.0635491989784389,0.09469362303600765,-0.2155832465277543,-0.7407564269556967,0.3095899339001881,386.0,0.42683100995005774,0.9751541405629434,False
TSPAN14,21,42,-0.0964799846053934,-0.060805528153895796,-0.21558056671647688,-0.7407537136062283,0.3095925801732746,385.0,0.41839641532637906,0.9726780919509015,False
CPNE3,21,42,-0.0741763381333675,-0.05678162733064565,-0.2154361701791006,-0.7406075105404655,0.3097351701822642,393.0,0.488583168747838,0.9751541405629434,False
MTERF2,21,42,-0.0673462715883486,-0.0553048019750345,-0.21543467318556075,-0.7406059948245194,0.3097366484533979,393.0,0.488583168747838,0.9751541405629434,False
TAF5,21,42,-0.8994358224072743,-0.8750381302692791,-0.21534099568399223,-0.7405111459866894,0.30982915461870497,404.0,0.5946007745407849,0.9779661060622651,False
DHTKD1,21,42,0.0919184594808003,0.0996439560751376,-0.2153169505094795,-0.7404868002349104,0.3098528992159514,404.0,0.5946007745407849,0.9779661060622651,False
RABL3,21,42,-0.0057533691884108,0.04617311856046965,-0.21527939821112077,-0.740448778579966,0.30988998215772456,376.0,0.34699750259476436,0.9664001083832011,False
PMP2,21,42,0.1115104970322267,0.1141641372440123,-0.21526369285024397,-0.7404328769459494,0.3099054912454615,402.0,0.5745648243125437,0.9779661060622651,False
HIF1AN,21,42,-0.0693078926708951,-0.06883879763800191,-0.21522391969193597,-0.7403926067979852,0.30994476741411325,394.0,0.4977819850535289,0.9757027518577642,False
GSE1,21,42,-0.0202480941315232,-0.0203855873871434,-0.21519800760509322,-0.7403663709731049,0.3099703557629184,418.0,0.7428688209721391,0.9897006336913163,False
EIF1AY,9,22,-0.153772913804569,-0.09508647001393,-0.21515159186529542,-0.9925244869484979,0.5622213032179071,85.0,0.5568598338696402,0.9779661060622651,False
LUC7L3,21,42,-2.1285175562741623,-1.96703840866097,-0.2151313148341981,-0.7402988451405811,0.31003621547218485,383.0,0.4018246031924323,0.9694721420672099,False
TRPT1,21,42,0.0177834338634251,0.02175611631523475,-0.21509940377394207,-0.7402665355690725,0.3100677280211883,410.0,0.656537269909282,0.9802139705864559,False
MOS,21,42,-0.1407398737611851,-0.11877999518777446,-0.21506219882685243,-0.7402288660739464,0.31010446842024164,383.0,0.4018246031924323,0.9694721420672099,False
CYP2A13,21,42,-0.3485727851218086,-0.2857116132980132,-0.21502295065524,-0.7401891279288619,0.3101432266183819,389.0,0.4527217188379766,0.9751541405629434,False
E2F8,21,42,-0.0100819981519793,0.01599754519953215,-0.21499409912048442,-0.7401599162688025,0.3101717180278337,398.0,0.5354799542133517,0.9779661060622651,False
NFXL1,21,42,0.0932589417902065,0.1000873110286099,-0.2149862700061729,-0.740151989439658,0.31017944942731224,393.0,0.488583168747838,0.9751541405629434,False
CTF1,21,42,-0.082327858826812,-0.02716430037724065,-0.21494932970191116,-0.7401145881328355,0.31021592872901316,368.0,0.2904789723938347,0.9623757803851758,False
LSMEM2,21,42,-0.0187616831729669,-0.026078972209402,-0.21492701464785896,-0.740091994632607,0.31023796533688913,419.0,0.7539187737782218,0.9914399414686386,False
CCDC146,21,42,-0.0250840117302634,0.00114380719767815,-0.21492334158315363,-0.7400882757383327,0.31024159257202544,398.0,0.5354799542133517,0.9779661060622651,False
CPSF2,21,42,-1.6332537637701958,-1.5871970572870309,-0.21475380201852534,-0.7399166216424372,0.31040901760538653,392.0,0.47947677111465625,0.9751541405629434,False
CLK1,21,42,-0.1674106811931919,-0.12937575296448806,-0.21473616684627853,-0.7398987666161296,0.31042643292357264,384.0,0.41006074950478144,0.9726780919509015,False
FAM227B,21,42,-0.0420707286392784,-0.02036601710546445,-0.21469994252554284,-0.7398620907505907,0.3104622056995051,369.0,0.2971840170522494,0.9623757803851758,False
PCDHB12,21,42,0.0753463634186387,0.09586063581401666,-0.2146728444413661,-0.7398346549318816,0.31048896604914933,388.0,0.4439943760230095,0.9751541405629434,False
RELCH,21,42,0.0327257243963848,0.08645608377700939,-0.21457130055697982,-0.7397318458416781,0.3105892447277184,367.0,0.2838764745722947,0.9623757803851758,False
TXNRD1,21,42,-0.2305143355964888,-0.16090225294347976,-0.2145393573287858,-0.7396995047337487,0.31062079007617704,370.0,0.3039917539047735,0.9623757803851758,False
MAGT1,21,42,-0.0345814328432005,-0.046362203127062754,-0.21449605736342417,-0.7396556655250419,0.31066355079819363,415.0,0.7100435877726015,0.9864253174518103,False
ABHD10,21,42,-0.0405823815466487,-0.0085024623705704,-0.2144794463534216,-0.7396388476757945,0.31067995496895123,384.0,0.41006074950478144,0.9726780919509015,False
CCSER2,21,42,0.0796614116606495,0.13698376333933004,-0.21440302357646837,-0.7395614734925915,0.3107554263396548,380.0,0.3777184532991602,0.9694579704696874,False
SNURF,21,42,-0.03297952483059,-0.030692563839039504,-0.21439072886934776,-0.73954902575709,0.31076756801839456,398.0,0.5354799542133517,0.9779661060622651,False
TSEN2,21,42,-0.6654528038392646,-0.6762584047401784,-0.21431204471312443,-0.7394693624504791,0.3108452730242302,413.0,0.6884509416174658,0.9862278368732746,False
AHI1,21,42,-0.0622224543503891,-0.04367159613197795,-0.2142563816467291,-0.7394130069254958,0.3109002436320376,386.0,0.42683100995005774,0.9751541405629434,False
GABRQ,21,42,0.0580195606377216,0.08548017970113875,-0.2142453330204331,-0.7394018208735822,0.3109111548327159,379.0,0.3698853138991306,0.9694579704696874,False
LBHD1,21,42,-0.0360019032257036,-0.0085557758026618,-0.21422825852504737,-0.7393845340151575,0.3109280169650628,392.0,0.47947677111465625,0.9751541405629434,False
POLG,21,42,-0.2359611258688461,-0.23914639915968855,-0.21411033303973617,-0.7392651422982821,0.3110444762188098,407.0,0.6252382723970816,0.9781944768356374,False
CADM4,21,42,-0.3118515126761977,-0.2743142740863306,-0.21409081107889535,-0.7392453776877992,0.3110637555300084,388.0,0.4439943760230095,0.9751541405629434,False
CYB5R2,21,42,-0.0256154247713402,0.02108909605899575,-0.2140531360903268,-0.7392072344774349,0.3111009622967812,392.0,0.47947677111465625,0.9751541405629434,False
ALKBH4,21,42,-0.2084592233533839,-0.16221573660476774,-0.21400240183850455,-0.7391558698338594,0.31115106615685034,347.0,0.17280131319450887,0.9371686612777438,False
S100A11,21,42,-0.2927024809385339,-0.24408736691731303,-0.21399582954030522,-0.7391492158833131,0.3111575568027027,384.0,0.41006074950478144,0.9726780919509015,False
UNC5C,21,42,0.059891774370425,0.09315857181560605,-0.21389112256861717,-0.7390432083987643,0.31126096326152985,385.0,0.41839641532637906,0.9726780919509015,False
MICAL3,21,42,0.0224115136272469,0.06951047179188795,-0.21388743001008664,-0.7390394699883733,0.3112646099682001,394.0,0.4977819850535289,0.9757027518577642,False
GABBR2,21,42,-0.064486154186866,-0.02472926462501865,-0.21387664216659638,-0.739028548192766,0.31127526385957316,395.0,0.5070721828349891,0.9769325572595026,False
CHRNA6,21,42,-0.0364032844614686,-0.0013201467680475,-0.21381361145193845,-0.7389647349632301,0.3113375120593532,413.0,0.6884509416174658,0.9862278368732746,False
HLA-E,21,42,-0.1295035996461959,-0.0234629832482375,-0.21374224563705777,-0.7388924834317216,0.31140799215760606,367.0,0.2838764745722947,0.9623757803851758,False
FBXL4,21,42,0.0191350663539903,0.03922299355604495,-0.213630283562848,-0.7387791323960764,0.31151856527038047,366.0,0.2773763371924123,0.9623757803851758,False
