gene,n_kinase,n_helical,median_kinase,median_helical,cohens_d,ci_lower,ci_upper,mannwhitney_U,mannwhitney_p,pathway,fdr,significant
IMMT,7,8,-0.3136568518993635,-0.32656244407757123,-0.48034035484736387,-1.5091777770783703,0.5484970673836425,22.0,0.5358197358197359,,0.9795093156244236,False
OR5B2,5,7,-0.177364438067496,-0.0416029816916481,-0.47989506920735897,-1.643481541548288,0.6836914031335701,14.0,0.638888888888889,,0.9926685333392127,False
MZF1,7,8,-0.4270158433608289,-0.2971989567812422,-0.47985423332203925,-1.508662608076099,0.5489541414320205,23.0,0.6125874125874127,,0.9874120804433447,False
CDRT15,7,8,-0.2149537210311517,-0.10110781551950235,-0.47977988950271533,-1.5085838244718848,0.5490240454664542,19.0,0.33566433566433573,,0.9600356228431484,False
STAT6,7,8,-0.1784187903250559,-0.12755880654330115,-0.47974660181523776,-1.5085485490730024,0.549055345442527,21.0,0.46340326340326343,,0.9723432636727435,False
PIH1D1,7,8,-0.0855759037674128,-0.04872330431612855,-0.4794018770193332,-1.508183247570612,0.5493794935319458,18.0,0.280963480963481,,0.9529934088286491,False
UBASH3B,7,8,0.0356315228305421,0.1299633783083018,-0.47938322968297864,-1.5081634875801924,0.549397028214235,19.0,0.33566433566433573,,0.9600356228431484,False
KSR1,7,8,-0.0181028063714791,0.051486216777111946,-0.47934374763544074,-1.508121649846538,0.5494341545756565,17.0,0.23185703185703188,,0.9495834735530798,False
OR2D2,5,7,-0.0802271240460843,0.0275138994268433,-0.4792118870769044,-1.642753291423517,0.6843295172697081,13.0,0.5303030303030304,,0.9795093156244236,False
FAP,7,8,-0.0087538923965537,0.05204107739220275,-0.47907529649124375,-1.5078371866360931,0.5496865936536057,20.0,0.39689199689199695,,0.9686495538855584,False
C11orf54,7,8,0.0475650076462486,0.10871332841626766,-0.47887149938408813,-1.507621239647704,0.5498782408795277,21.0,0.46340326340326343,,0.9723432636727435,False
DENND2C,7,8,-0.1571320470581514,-0.11572651237538051,-0.4788560888754197,-1.5076049106068918,0.5498927328560526,21.0,0.46340326340326343,,0.9723432636727435,False
CIMIP6,7,8,-0.0045553668834958,0.05583144073230655,-0.47866244330017144,-1.507399725377764,0.5500748387774212,19.0,0.33566433566433573,,0.9600356228431484,False
TECR,7,8,-0.316475748186151,-0.25896418171174374,-0.4786083021531357,-1.5073423586837413,0.5501257543774698,15.0,0.151981351981352,,0.9455377081819893,False
HSPA8,7,8,-0.7640438601612903,-0.6980114314117265,-0.4785544205492852,-1.5072852673478128,0.5501764262492425,23.0,0.6125874125874127,,0.9874120804433447,False
PDIA5,7,8,0.185553202855542,0.19007550948133684,-0.4785147735254207,-1.5072432587714892,0.5502137117206478,21.0,0.46340326340326343,,0.9723432636727435,False
PUM3,7,8,-0.0927293086202298,-0.08147015533611605,-0.4784575937596476,-1.5071826734604705,0.5502674859411754,22.0,0.5358197358197359,,0.9795093156244236,False
RTTN,7,8,-0.5720197951651006,-0.5258273373072204,-0.4782559892468831,-1.5069690648277427,0.5504570863339764,22.0,0.5358197358197359,,0.9795093156244236,False
AKAP13,7,8,-0.0120296057230905,0.0350822004551727,-0.478250492926376,-1.5069632413091845,0.5504622554564325,23.0,0.6125874125874127,,0.9874120804433447,False
PIGP,7,8,-0.0799137468200668,-0.0307006408960167,-0.47807028736570134,-1.5067723100680395,0.5506317353366369,23.0,0.6125874125874127,,0.9874120804433447,False
CST8,7,8,0.0926494572066266,0.09875776882271389,-0.4780659442487789,-1.506767708501026,0.5506358200034682,21.0,0.46340326340326343,,0.9723432636727435,False
KRTAP27-1,7,8,0.0263640532678685,0.08402882886391655,-0.47798637147657735,-1.5066834009184258,0.5507106579652712,20.0,0.39689199689199695,,0.9686495538855584,False
B4GALT2,7,8,-0.0774307815834484,-0.0587343115011527,-0.4778765767354329,-1.506567074330462,0.5508139208595961,22.0,0.5358197358197359,,0.9795093156244236,False
WDR87,7,8,-0.085216644193062,-0.005549773606725501,-0.47754547561956395,-1.5062162843684495,0.5511253331293217,23.0,0.6125874125874127,,0.9874120804433447,False
ASPH,7,8,0.0193520096392509,0.12465491960841005,-0.47741474343754264,-1.5060777818835656,0.5512482950084803,22.0,0.5358197358197359,,0.9795093156244236,False
TP53TG5,7,8,-0.0451942704591763,-0.0322659881691567,-0.47739338865988873,-1.5060551580427795,0.5512683807230021,21.0,0.46340326340326343,,0.9723432636727435,False
LRFN4,7,8,-0.0431543060708295,-0.06165907190271631,-0.47714441733485,-1.5057913950235529,0.5515025603538528,21.0,0.46340326340326343,,0.9723432636727435,False
PIK3C3,7,8,-0.9322017477383204,-0.7844824929393697,-0.47711832430937157,-1.5057637522135843,0.5515271035948413,19.0,0.33566433566433573,,0.9600356228431484,False
GNB3,7,8,-0.1361306249588544,-0.09052824895060349,-0.47710557414871163,-1.5057502447923652,0.551539096494942,21.0,0.46340326340326343,,0.9723432636727435,False
VDR,7,8,-0.064915674677651,-0.039388908828389704,-0.47704764748468365,-1.505688877982001,0.5515935830126337,20.0,0.39689199689199695,,0.9686495538855584,False
HOXB7,7,8,-0.2285998554395743,-0.15593566306556012,-0.47701801338436184,-1.5056574841300059,0.5516214573612823,20.0,0.39689199689199695,,0.9686495538855584,False
SERPINB2,7,8,0.099506403575459,0.0968790470947916,-0.4769286618475727,-1.5055628273048858,0.5517055036097402,25.0,0.778865578865579,,0.9926685333392127,False
COQ8B,7,8,-0.078282331078294,-0.09065963871748756,-0.47664254722078636,-1.5052597309938323,0.5519746365522596,25.0,0.778865578865579,,0.9926685333392127,False
TAF2,7,8,-0.6777954773329699,-0.7247120002183314,-0.47656960971792833,-1.5051824660362487,0.552043246600392,23.0,0.6125874125874127,,0.9874120804433447,False
SLC26A9,7,8,0.0483142235336666,0.09106269505575905,-0.4761845258880083,-1.504774545475676,0.5524054936996595,18.0,0.280963480963481,,0.9529934088286491,False
OR11H6,5,7,-0.037534177846733,-0.0045215826446097,-0.47607854456105553,-1.639414049626793,0.6872569605046819,14.0,0.638888888888889,,0.9926685333392127,False
EFHB,7,8,0.0418533439180458,0.0941377624153737,-0.47595602747036553,-1.50453250484179,0.5526204499010587,19.0,0.33566433566433573,,0.9600356228431484,False
TRIT1,7,8,-0.4123486872644942,-0.2362617117639873,-0.47579841880358625,-1.5043655590037548,0.5527687213965824,21.0,0.46340326340326343,,0.9723432636727435,False
NRARP,7,8,-0.1677625452071613,-0.0122507004569034,-0.47574846479976046,-1.5043126462149543,0.5528157166154333,23.0,0.6125874125874127,,0.9874120804433447,False
SFPQ,7,8,-1.3882227921775272,-1.390819885037415,-0.4755766591187055,-1.5041306667579346,0.5529773485205235,23.0,0.6125874125874127,,0.9874120804433447,False
CDRT15L2,7,8,-0.0262166789019315,-0.024286124193517,-0.4753785838985789,-1.5039208666004589,0.5531636988033011,23.0,0.6125874125874127,,0.9874120804433447,False
TRIM44,7,8,0.0550202290089632,0.10566005696105615,-0.47530865719086257,-1.50384680176015,0.553229487378425,21.0,0.46340326340326343,,0.9723432636727435,False
AADACL4,7,8,0.0543371459236475,0.0704172543799953,-0.4752220665629481,-1.5037550876803907,0.5533109545544945,20.0,0.39689199689199695,,0.9686495538855584,False
MBNL1,7,8,-0.271721098825294,-0.17373213622674288,-0.47514942598885257,-1.5036781497608303,0.5533792977831252,17.0,0.23185703185703188,,0.9495834735530798,False
SCMH1,7,8,-0.070674730977914,-0.055008715161325605,-0.4750164754059326,-1.5035373356061612,0.5535043847942959,19.0,0.33566433566433573,,0.9600356228431484,False
PAQR3,7,8,-0.2414002406870105,-0.2098251647238357,-0.4749531967473475,-1.5034703149834285,0.5535639214887336,24.0,0.6943278943278944,,0.9926685333392127,False
RAB25,7,8,-0.1357869157216378,-0.13913071081116504,-0.47487791476762614,-1.503390581858429,0.5536347523231768,25.0,0.778865578865579,,0.9926685333392127,False
IGFALS,7,8,-0.0912926574659731,-0.04968823276919805,-0.4747594344672,-1.5032650976457027,0.5537462287113029,23.0,0.6125874125874127,,0.9874120804433447,False
MFNG,7,8,-0.1005805904275562,-0.1226245162262905,-0.4747115536721824,-1.503214386880281,0.5537912795359161,25.0,0.778865578865579,,0.9926685333392127,False
HCRTR1,7,8,-0.2398651224024166,-0.2501816823432935,-0.47463447399831377,-1.503132752034132,0.5538638040375046,25.0,0.778865578865579,,0.9926685333392127,False
DMRT1,7,8,0.1237164500135426,0.06115645844489055,-0.4744258766112556,-1.5029118307898348,0.5540600775673235,24.0,0.6943278943278944,,0.9926685333392127,False
PRKRA,7,8,-1.0163313360354502,-0.7429733703818318,-0.4743191677581885,-1.5027988196542208,0.5541604841378439,21.0,0.46340326340326343,,0.9723432636727435,False
ADRM1,7,8,-0.4038497697366668,-0.3429301787666196,-0.4742377016364473,-1.5027125430276063,0.5542371397547118,17.0,0.23185703185703188,,0.9495834735530798,False
NDUFA2,7,8,-0.7359442164313127,-0.5747524935175499,-0.4741260888807958,-1.5025943409391171,0.5543421631775254,21.0,0.46340326340326343,,0.9723432636727435,False
HYCC2,7,8,0.0956578763303661,-0.0297117116988818,-0.47411489722901945,-1.5025824886439523,0.5543526941859134,27.0,0.9550893550893552,,1.0,False
CLDN11,7,8,-0.0809625050126883,-0.0373344382001027,-0.4739509271646581,-1.5024088411633165,0.5545069868340005,20.0,0.39689199689199695,,0.9686495538855584,False
GRAMD1B,7,8,0.0394666471515433,0.0473498838873119,-0.4737446795136563,-1.5021904255220195,0.5547010664947069,23.0,0.6125874125874127,,0.9874120804433447,False
LRIT2,7,8,0.0520907861992896,0.07623306835382825,-0.47374144169827315,-1.5021869967263566,0.5547041133298104,18.0,0.280963480963481,,0.9529934088286491,False
TMEM101,7,8,-0.0758285192782595,0.033998358405482154,-0.4736719366934215,-1.5021133923235246,0.5547695189366817,17.0,0.23185703185703188,,0.9495834735530798,False
NXN,7,8,0.0480077140931331,0.00292206805166125,-0.47365627753186346,-1.5020968096670075,0.5547842546032807,24.0,0.6943278943278944,,0.9926685333392127,False
SERPINF1,7,8,-0.0178134055531358,0.0328432938616011,-0.4735481218991934,-1.501982276395195,0.5548860325968082,22.0,0.5358197358197359,,0.9795093156244236,False
ZNF396,7,8,-0.0341879999866942,0.07973725284443504,-0.4735251595315692,-1.5019579601824737,0.5549076411193352,12.0,0.0721056721056721,,0.9436619400543729,False
ZNF239,7,8,0.0138130168649585,0.019417337794928102,-0.47351976919445254,-1.5019522520441158,0.5549127136552106,22.0,0.5358197358197359,,0.9795093156244236,False
ZFP3,7,8,-0.0863267883553926,-0.02288367408387195,-0.4733512983715697,-1.501773850362893,0.5550712536197535,19.0,0.33566433566433573,,0.9600356228431484,False
WASHC3,7,8,-0.268258254640415,-0.1572621861101694,-0.4732993466932685,-1.5017188369798717,0.5551201435933348,21.0,0.46340326340326343,,0.9723432636727435,False
OTX1,7,8,-0.2093853143968053,-0.13300226429048145,-0.473273401250984,-1.5016913625990367,0.5551445600970686,20.0,0.39689199689199695,,0.9686495538855584,False
PLP1,7,8,0.0967123766387256,0.1045266956214484,-0.47300645747675435,-1.50140869283492,0.5553957778814114,27.0,0.9550893550893552,,1.0,False
SRRT,7,8,-0.9472706681906428,-0.8700342207265996,-0.4728154226557062,-1.501206409214077,0.5555755639026647,19.0,0.33566433566433573,,0.9600356228431484,False
NAPA,7,8,-1.544535405875425,-1.273698355109571,-0.47274905812906187,-1.5011361379462014,0.5556380216880776,20.0,0.39689199689199695,,0.9686495538855584,False
CHD4,7,8,-1.1591996471078718,-0.9569375616220299,-0.4727191636912109,-1.5011044838594643,0.5556661564770424,18.0,0.280963480963481,,0.9529934088286491,False
GRHL1,7,8,0.0831643729450377,0.1282271043854577,-0.47262536673553557,-1.5010051665223445,0.5557544330512734,22.0,0.5358197358197359,,0.9795093156244236,False
CISD2,7,8,-0.0573685851304452,-0.0168783861659837,-0.47245371340601505,-1.5008234133664322,0.5559159865544022,22.0,0.5358197358197359,,0.9795093156244236,False
NUDT7,7,8,-0.0004374867073743,0.0521565881374996,-0.472384060602102,-1.5007496633133448,0.555981542109141,18.0,0.280963480963481,,0.9529934088286491,False
COPZ1,7,8,-1.376852616284709,-1.2746940240689117,-0.4723456822080023,-1.5007090276037995,0.5560176631877949,27.0,0.9550893550893552,,1.0,False
LSAMP,7,8,0.0933131387977371,0.0829764022340872,-0.47201190400833126,-1.5003556249796834,0.5563318169630209,22.0,0.5358197358197359,,0.9795093156244236,False
TCEAL9,7,8,-0.1093540467012738,-0.1354143134095793,-0.4719933379255446,-1.5003359677039503,0.5563492918528612,24.0,0.6943278943278944,,0.9926685333392127,False
FAM47A,7,8,-0.0433082079626853,0.0602834196811445,-0.47183626035240483,-1.5001696598095613,0.5564971391047515,18.0,0.280963480963481,,0.9529934088286491,False
LRRC41,7,8,-0.0645353182100236,-0.03546841193719605,-0.47180442846874393,-1.5001359577589286,0.5565271008214407,22.0,0.5358197358197359,,0.9795093156244236,False
SLC17A5,7,8,-0.0278276109076979,0.0368348613421144,-0.47170738509953525,-1.5000332137159023,0.5566184435168318,19.0,0.33566433566433573,,0.9600356228431484,False
TRPV6,7,8,0.0086849913056681,-0.00240978299402995,-0.47164750609358297,-1.4999698177727152,0.5566748055855493,24.0,0.6943278943278944,,0.9926685333392127,False
SBNO1,7,8,-1.5891662916876983,-1.46799241374273,-0.47142347994056144,-1.4997326375070807,0.5568856776259579,27.0,0.9550893550893552,,1.0,False
MRS2,7,8,0.0863206794464101,0.1040058206279226,-0.47135236740991465,-1.4996573507433908,0.5569526159235614,22.0,0.5358197358197359,,0.9795093156244236,False
GAS7,7,8,-0.125527707829282,-0.05973813037178225,-0.4713437232516431,-1.4996481992236124,0.5569607527203262,23.0,0.6125874125874127,,0.9874120804433447,False
FBXO30,7,8,0.0694361190590875,0.18204083795132459,-0.47122211789656154,-1.4995194573054413,0.5570752215123184,17.0,0.23185703185703188,,0.9495834735530798,False
TRAT1,7,8,0.053337419090632,0.19187742518019996,-0.4711420305628172,-1.4994346709245483,0.557150609798914,19.0,0.33566433566433573,,0.9600356228431484,False
SMAP1,7,8,0.0550665831576452,0.1685039723339798,-0.47109088059796667,-1.4993805201915102,0.5571987589955768,20.0,0.39689199689199695,,0.9686495538855584,False
PRR19,7,8,-0.0759135413082454,-0.03919502270285105,-0.4707457223868135,-1.4990151211875187,0.5575236764138918,21.0,0.46340326340326343,,0.9723432636727435,False
SOCS4,7,8,-0.1198063937397367,-0.0536840938409821,-0.47069037595415286,-1.4989565304684582,0.5575757785601526,17.0,0.23185703185703188,,0.9495834735530798,False
SLC22A15,7,8,-0.1206592411972622,-0.1014382720911324,-0.4706852277993069,-1.498951080558946,0.5575806249603324,21.0,0.46340326340326343,,0.9723432636727435,False
CERK,7,8,-0.1302400644288944,-0.10115192644448134,-0.47059459338368775,-1.498855134211079,0.5576659474437036,22.0,0.5358197358197359,,0.9795093156244236,False
BTBD16,7,8,0.0275694353955816,0.05789927008753475,-0.47049526617723925,-1.4987499867457035,0.557759454391225,21.0,0.46340326340326343,,0.9723432636727435,False
LMAN2L,7,8,-0.1327272646377866,-0.0848326881869101,-0.4704211905145649,-1.4986715712627392,0.5578291902336093,19.0,0.33566433566433573,,0.9600356228431484,False
ITGA1,7,8,-0.147343505126485,-0.05195743624509145,-0.47009919761394103,-1.4983307217118778,0.5581323264839957,19.0,0.33566433566433573,,0.9600356228431484,False
SDCBP,7,8,-0.1244654220027773,-0.12116053832972015,-0.4700706385223042,-1.4983004907403525,0.5581592136957443,26.0,0.8665112665112666,,1.0,False
PLAC1,7,8,0.0331407972355113,0.09683793452381109,-0.4698996374428586,-1.498119481142109,0.5583202062563919,21.0,0.46340326340326343,,0.9723432636727435,False
MST1R,7,8,-0.0439451608394561,0.0631371670753366,-0.4697433043349041,-1.49795400111796,0.5584673924481519,19.0,0.33566433566433573,,0.9600356228431484,False
ZNF703,7,8,-0.0259465562018669,0.011934877477441999,-0.469696888773513,-1.4979048703921602,0.5585110928451343,19.0,0.33566433566433573,,0.9600356228431484,False
MEOX1,7,8,-0.062221386671877,0.0214695412881763,-0.46958945664841056,-1.4977911548271887,0.5586122415303677,21.0,0.46340326340326343,,0.9723432636727435,False
MID1IP1,7,8,0.0541717868663571,0.1358105721734483,-0.46953100933252784,-1.497729289659618,0.5586672709945624,21.0,0.46340326340326343,,0.9723432636727435,False
NYNRIN,7,8,-0.0477923238283253,0.04014341458562535,-0.4694575985493523,-1.497651586585562,0.5587363894868573,19.0,0.33566433566433573,,0.9600356228431484,False
ATP5MF,7,8,-0.995703361726456,-0.9903260457641014,-0.4694522170066578,-1.4976458904125218,0.5587414563992064,27.0,0.9550893550893552,,1.0,False
CHST7,7,8,-0.0920663806667876,-0.0524129277103123,-0.46944430263235004,-1.4976375133329742,0.5587489080682742,24.0,0.6943278943278944,,0.9926685333392127,False
MFSD4A,7,8,-0.0478608186152198,0.0449774074959276,-0.46942025418941113,-1.4976120589707014,0.558771550591879,22.0,0.5358197358197359,,0.9795093156244236,False
SH3KBP1,7,8,0.2015726750254754,0.23208573577128905,-0.4693906150496859,-1.4975806871649382,0.5587994570655666,20.0,0.39689199689199695,,0.9686495538855584,False
GNRHR,7,8,-0.0958513535797016,0.06025830151391505,-0.46928752390861145,-1.4974715702774852,0.5588965224602624,16.0,0.1892773892773893,,0.9495834735530798,False
