gene,n_kinase,n_helical,median_kinase,median_helical,cohens_d,ci_lower,ci_upper,mannwhitney_U,mannwhitney_p,pathway,fdr,significant
TFDP1,7,8,-0.4094877058088255,-0.39303169324166043,-0.08805982623665107,-1.102926882269377,0.9268072297960749,25.0,0.778865578865579,,0.9926685333392127,False
ERP44,7,8,-0.08210247755458,-0.052834122478217393,-0.0879565604775093,-1.1028224698217126,0.9269093488666941,24.0,0.6943278943278944,,0.9926685333392127,False
RFXAP,7,8,-0.1360536693225279,-0.08640913150187776,-0.0877956641748055,-1.1026597895654493,0.9270684612158384,25.0,0.778865578865579,,0.9926685333392127,False
CSE1L,7,8,-1.7106491410149731,-1.7902755187191899,-0.08768175744707625,-1.102544621858526,0.9271811069643734,34.0,0.5358197358197359,,0.9795093156244236,False
PLK3,7,8,-0.0235479803495033,-0.0009737018515668001,-0.08752121866639662,-1.1023823086457303,0.9273398713129369,27.0,0.9550893550893552,,1.0,False
TSTD1,7,8,-0.1700476921964083,-0.21050406446360215,-0.08743446362159775,-1.1022945960512296,0.927425668808034,30.0,0.8665112665112666,,1.0,False
TSR3,7,8,-0.0162744887176147,-0.03170505397397005,-0.08742898866420451,-1.1022890606963944,0.9274310833679853,27.0,0.9550893550893552,,1.0,False
DENND6A,7,8,0.0857485618741095,0.11249860963587885,-0.08742526643300376,-1.1022852974052524,0.9274347645392449,25.0,0.778865578865579,,0.9926685333392127,False
TGDS,7,8,0.0654503561702728,0.10620124673775344,-0.08739053124088195,-1.1022501791333355,0.9274691166515715,24.0,0.6943278943278944,,0.9926685333392127,False
TGFB1I1,7,8,0.0836143531118043,0.08231885115181084,-0.08732692768173192,-1.1021858745115511,0.9275320191480874,25.0,0.778865578865579,,0.9926685333392127,False
ECI1,7,8,-0.0142958810165227,-0.03427211851795395,-0.08732545075290903,-1.102184381309515,0.9275334798036968,25.0,0.778865578865579,,0.9926685333392127,False
SMKR1,7,8,0.0064883331983621,0.0176186225460222,-0.08717542224419657,-1.1020327011774922,0.9276818566890991,25.0,0.778865578865579,,0.9926685333392127,False
RTN4RL2,7,8,-0.0466458377657636,-0.07316926489263281,-0.08717026363891638,-1.102027485832977,0.9276869585551443,30.0,0.8665112665112666,,1.0,False
COX17,7,8,-0.7001143329912529,-0.7438526532253175,-0.08712119976024481,-1.1019778824708946,0.927735482950405,24.0,0.6943278943278944,,0.9926685333392127,False
RARB,7,8,0.0610403773448163,0.07138093300403485,-0.08711700117187644,-1.1019736377309115,0.9277396353871585,25.0,0.778865578865579,,0.9926685333392127,False
EVA1C,7,8,-0.1087092783938907,-0.07849846927424026,-0.0870361887730845,-1.101891937461147,0.9278195599149782,30.0,0.8665112665112666,,1.0,False
FUT11,7,8,-0.1318593376323963,-0.1813443449425147,-0.08697290582716329,-1.1018279598118657,0.927882148157539,29.0,0.9550893550893552,,1.0,False
NRTN,7,8,0.0718101942509721,0.04259780930572305,-0.08684256185204535,-1.101696186545937,0.9280110628418462,30.0,0.8665112665112666,,1.0,False
SCN8A,7,8,-0.1582491228619731,-0.1451530602292164,-0.0867898419791394,-1.1016428891799563,0.9280632052216776,23.0,0.6125874125874127,,0.9874120804433447,False
PACS2,7,8,-0.1461635765694846,-0.0573145098084374,-0.08675709416273965,-1.1016097828206408,0.9280955944951615,26.0,0.8665112665112666,,1.0,False
ATP5F1E,5,7,-1.021977477998453,-1.011247030008862,-0.08667529746249622,-1.2348364662296585,1.061485871304666,16.0,0.8762626262626263,,1.0,False
IL18R1,7,8,0.0040199270803475,0.054924817408022894,-0.08661681140340388,-1.101467965690644,0.9282343428838364,26.0,0.8665112665112666,,1.0,False
PSMG3,7,8,-1.2706503839735055,-1.158189655238087,-0.08661666627535737,-1.1014678189765152,0.9282344864258005,26.0,0.8665112665112666,,1.0,False
MAP2K5,7,8,0.1163899871092197,0.0044619351349657,-0.08657016109746922,-1.1014208056873223,0.9282804834923839,32.0,0.6943278943278944,,0.9926685333392127,False
SPOP,7,8,-0.0350948839739594,-0.12642982937220476,-0.08644357701476829,-1.101292839939534,0.9284056859099976,28.0,1.0,,1.0,False
MMP17,7,8,-0.187525292500836,-0.17203022426389306,-0.08635110139385709,-1.1011993562241678,0.9284971534364536,31.0,0.778865578865579,,0.9926685333392127,False
STYXL2,7,8,0.0314298357532401,-0.031812124252263055,-0.08631902421505233,-1.1011669296177131,0.9285288811876083,33.0,0.6125874125874127,,0.9874120804433447,False
DOCK10,7,8,0.0755054346056435,0.1259846828974226,-0.08592859852638968,-1.1007722612859312,0.9289150642331517,24.0,0.6943278943278944,,0.9926685333392127,False
CPOX,7,8,-0.3617651307175643,-0.36990450973544525,-0.08585581903579785,-1.1006986930464973,0.9289870549749015,29.0,0.9550893550893552,,1.0,False
MYB,7,8,-0.3739476153648198,-0.3475240899485885,-0.0858504254095082,-1.1006932409932761,0.9289923901742597,27.0,0.9550893550893552,,1.0,False
HARS1,7,8,-1.4124759487152496,-1.2858628613328917,-0.08584809005653356,-1.1006908803435225,0.9289947002304554,26.0,0.8665112665112666,,1.0,False
ARHGEF7,7,8,-0.3955558337685027,-0.29003791617563246,-0.08576786960316275,-1.1006097913515362,0.9290740521452108,23.0,0.6125874125874127,,0.9874120804433447,False
VEZF1,7,8,-0.3199550598734315,-0.28263695466117833,-0.08569307471975678,-1.1005341874023993,0.9291480379628857,24.0,0.6943278943278944,,0.9926685333392127,False
EMC9,7,8,-0.0673811406628486,-0.03779198594982195,-0.08563371382646334,-1.1004741848967508,0.9292067572438241,28.0,1.0,,1.0,False
EGR3,7,8,0.0213368595751003,0.036618976507158854,-0.08562860097953975,-1.1004690168075253,0.9292118148484458,23.0,0.6125874125874127,,0.9874120804433447,False
DRG1,7,8,-0.5222456583329922,-0.31095032518089094,-0.0855678341931154,-1.1004075937121849,0.929271925325954,24.0,0.6943278943278944,,0.9926685333392127,False
TESPA1,7,8,-0.0512862351771105,-0.0209974037441735,-0.08556306191847203,-1.1004027699145198,0.9292766460775758,26.0,0.8665112665112666,,1.0,False
DTNB,7,8,0.0003047484454736,-0.0057245442015687,-0.08553962664567206,-1.1003790816685977,0.9292998283772536,29.0,0.9550893550893552,,1.0,False
JPH1,7,8,0.0269671793822943,0.06286611102994345,-0.08544060176252752,-1.1002789886211795,0.9293977850961244,24.0,0.6943278943278944,,0.9926685333392127,False
HOMER2,7,8,-0.1775728961807559,-0.08746299987807934,-0.08543375623194577,-1.1002720692947252,0.9294045568308336,19.0,0.33566433566433573,,0.9600356228431484,False
ATP5MK,7,8,-0.1223771687019427,-0.1720128252809613,-0.08537989966804084,-1.1002176323548394,0.9294578330187577,29.0,0.9550893550893552,,1.0,False
TMEM169,7,8,-0.0050929058269901,-0.01156098558834835,-0.08537578776892872,-1.100213476159579,0.9294619006217215,25.0,0.778865578865579,,0.9926685333392127,False
SCRT1,7,8,-0.1867995257527433,-0.1537760771251272,-0.08535415381370068,-1.100191609183914,0.9294833015565126,30.0,0.8665112665112666,,1.0,False
FNTA,7,8,-0.9972376426921884,-0.8345404471364137,-0.08533842155027366,-1.1001757075045269,0.9294988644039794,26.0,0.8665112665112666,,1.0,False
EEF1AKMT1,7,8,0.0264588889236635,-0.019465181596578653,-0.08533089865008356,-1.10016810360354,0.9295063063033728,31.0,0.778865578865579,,0.9926685333392127,False
SH3GL1,7,8,-0.107928964787123,-0.11046607244790835,-0.08532765425391564,-1.100164824276414,0.9295095157685827,26.0,0.8665112665112666,,1.0,False
LPAR4,7,8,0.0699018730243987,0.1163852188127007,-0.08526737236461786,-1.1001038936004346,0.9295691488711989,26.0,0.8665112665112666,,1.0,False
BLVRA,7,8,0.0497647730067547,0.0670967174038264,-0.08523009760695335,-1.1000662179006366,0.92960602268673,27.0,0.9550893550893552,,1.0,False
H2BC7,5,7,-0.0568934942446639,0.0321172888869996,-0.08520907476740942,-1.2333526767715741,1.0629345272367552,12.0,0.4318181818181819,,0.9723432636727435,False
SLC38A4,7,8,0.1279495572655208,0.04790010355722995,-0.08519230864270348,-1.100028022642036,0.929643405356629,31.0,0.778865578865579,,0.9926685333392127,False
SLC1A6,7,8,-0.0598439746017204,-0.0476861816970727,-0.08518399419852518,-1.100019618827886,0.9296516304308357,26.0,0.8665112665112666,,1.0,False
HBE1,7,8,0.1001059213381643,0.1064087111784475,-0.08515616107429701,-1.0999914865954792,0.9296791644468851,25.0,0.778865578865579,,0.9926685333392127,False
PLXNB3,7,8,0.0725818940862308,0.05250299278665364,-0.08510985999374372,-1.0999446881575357,0.9297249681700482,29.0,0.9550893550893552,,1.0,False
KTI12,7,8,-0.8010716227263306,-0.9136687411479716,-0.08497069454370373,-1.099804029445613,0.9298626403582056,28.0,1.0,,1.0,False
CDH24,7,8,-0.2262514264060996,-0.2738790503337044,-0.08492750416242195,-1.0997603761228265,0.9299053677979825,28.0,1.0,,1.0,False
SENP6,7,8,-1.3635977928140963,-1.223668950157156,-0.0848627611186455,-1.0996949395631002,0.9299694173258092,23.0,0.6125874125874127,,0.9874120804433447,False
ZNF622,7,8,-0.2963447517919656,-0.24718053893114672,-0.08457565155189932,-1.0994047608973592,0.9302534577935605,25.0,0.778865578865579,,0.9926685333392127,False
DTL,7,8,-2.4282752810081893,-2.2713128953272035,-0.08443783175246777,-1.099265471544784,0.9303898080398486,26.0,0.8665112665112666,,1.0,False
BPHL,7,8,0.0041054050831471,0.07895703655359095,-0.08443428821395622,-1.0992618902535944,0.930393313825682,24.0,0.6943278943278944,,0.9926685333392127,False
OR8A1,5,7,-0.2318710730758932,-0.2186721958239574,-0.08442817370262555,-1.2325625419652202,1.063706194559969,16.0,0.8762626262626263,,1.0,False
MCM3AP,7,8,-1.0839629647709552,-0.9634550240893908,-0.08441927784095576,-1.0992467199784022,0.9304081642964905,26.0,0.8665112665112666,,1.0,False
CCDC17,7,8,-0.0693890189657158,-0.09590955756559325,-0.08425587041156793,-1.0990815736434398,0.930569832820304,30.0,0.8665112665112666,,1.0,False
SOX13,7,8,0.1027261590493721,0.12706031243331406,-0.08425153245603925,-1.099077189571281,0.9305741246592024,24.0,0.6943278943278944,,0.9926685333392127,False
TNFSF8,7,8,0.0668513970032636,0.007666994192513949,-0.08421766035483182,-1.099042957458715,0.9306076367490513,36.0,0.39689199689199695,,0.9686495538855584,False
SLC17A7,7,8,-0.0152689417121335,-0.095814962959919,-0.08420339686550676,-1.099028542412442,0.9306217486814286,29.0,0.9550893550893552,,1.0,False
OR51I1,5,7,-0.0149164528123658,0.0211132121048594,-0.08384739462569596,-1.2319749505603894,1.0642801613089976,16.0,0.8762626262626263,,1.0,False
SERPING1,7,8,-0.0153183583387992,0.010745945647366549,-0.08371916821853308,-1.0985391838011072,0.9311008473640411,25.0,0.778865578865579,,0.9926685333392127,False
BPNT2,7,8,-0.029463630664514,-0.013744222224769601,-0.08368383507913377,-1.0985034774962306,0.931135807337963,28.0,1.0,,1.0,False
TLX2,7,8,-0.0914431932340667,-0.032017461690016444,-0.08367825454611956,-1.0984978380396737,0.9311413289474345,27.0,0.9550893550893552,,1.0,False
MAGEE1,7,8,0.0423875335174339,0.12319980175210396,-0.08354342768394835,-1.0983615887654878,0.931274733397591,20.0,0.39689199689199695,,0.9686495538855584,False
PRKCB,7,8,0.004515384524389,0.02590075339317955,-0.08348184126805669,-1.098299353380599,0.9313356708444855,27.0,0.9550893550893552,,1.0,False
ANKRD62,7,8,0.1250517732941249,0.1303376945982464,-0.08338349859742654,-1.0981999754120628,0.9314329782172098,25.0,0.778865578865579,,0.9926685333392127,False
FLRT2,7,8,0.09569360345722,0.10151664715085515,-0.08323477824586668,-1.0980496917300122,0.9315801352382789,24.0,0.6943278943278944,,0.9926685333392127,False
SLC38A5,7,8,0.0841197876734676,0.060544603929337346,-0.08322814014374055,-1.0980429839139603,0.9315867036264792,30.0,0.8665112665112666,,1.0,False
GIT1,7,8,-0.1367109708769787,-0.1623700656743372,-0.08316703746066038,-1.0979812397861015,0.9316471648647808,31.0,0.778865578865579,,0.9926685333392127,False
ANO7,7,8,0.0676864342597431,0.09323586314510425,-0.08315595060847908,-1.0979700365966265,0.9316581353796682,21.0,0.46340326340326343,,0.9723432636727435,False
HEXIM2,7,8,-0.1150851975470978,-0.05002450793475875,-0.08312987052414929,-1.0979436829081255,0.931683941859827,25.0,0.778865578865579,,0.9926685333392127,False
SUPT16H,7,8,-1.8622156683096316,-1.6349098275023677,-0.08297347229943115,-1.0977856457205768,0.9318387011217145,27.0,0.9550893550893552,,1.0,False
ZFP28,7,8,0.0509062956312015,0.02046662124758325,-0.08293151267960897,-1.0977432469128843,0.9318802215536662,28.0,1.0,,1.0,False
RASD2,7,8,-0.155687866552822,-0.18698591704325346,-0.0828780524891045,-1.0976892274805428,0.9319331225023338,30.0,0.8665112665112666,,1.0,False
PCYT1A,7,8,-0.6147491552546448,-0.7867763335258996,-0.08286743948022647,-1.0976785034928795,0.9319436245324266,30.0,0.8665112665112666,,1.0,False
C8orf58,7,8,-0.0120375269873626,0.05937258042414274,-0.08256907786394233,-1.0973770277609622,0.9322388720330776,21.0,0.46340326340326343,,0.9723432636727435,False
IRGC,7,8,0.0577927999540139,0.04824744824512965,-0.082555993894546,-1.0973638074859848,0.9322518196968929,27.0,0.9550893550893552,,1.0,False
RGS9,7,8,0.0372816553512905,0.01188616766977335,-0.08248546580502562,-1.0972925450238684,0.9323216134138173,31.0,0.778865578865579,,0.9926685333392127,False
ERLIN2,7,8,-0.0209344330320386,-0.0065285352856145,-0.08247586995617673,-1.0972828493068643,0.9323311093945108,27.0,0.9550893550893552,,1.0,False
FBXO10,7,8,0.0786635097051796,0.0707556586519698,-0.08247163169413169,-1.0972785669390865,0.9323353035508233,25.0,0.778865578865579,,0.9926685333392127,False
STAT4,7,8,0.0137960388556572,0.0182658228830114,-0.08243582892029415,-1.0972423916718645,0.9323707338312762,27.0,0.9550893550893552,,1.0,False
GNMT,7,8,-0.1191528893290031,-0.02476687018395685,-0.08227297698823893,-1.097077847461606,0.9325318934851283,19.0,0.33566433566433573,,0.9600356228431484,False
MELK,7,8,-0.0515069570491149,-0.08641450464189565,-0.08224598182869636,-1.0970505721045356,0.9325586084471428,24.0,0.6943278943278944,,0.9926685333392127,False
ZNF773,7,8,0.0774141180965903,0.06689873952453625,-0.08223426882402787,-1.0970387375527646,0.9325701999047089,30.0,0.8665112665112666,,1.0,False
PDSS2,7,8,-0.1825772097117272,-0.20130465236633716,-0.08195447529820239,-1.0967560457210261,0.9328470951246213,30.0,0.8665112665112666,,1.0,False
ELFN1,7,8,0.0021692292742341,-0.06358226193588275,-0.08194362867284789,-1.0967450869371194,0.9328578295914236,35.0,0.46340326340326343,,0.9723432636727435,False
FAM20B,7,8,-0.0902548182090567,-0.04642246760965345,-0.08173666643318388,-1.0965359874647016,0.9330626545983339,27.0,0.9550893550893552,,1.0,False
WDR5B,7,8,-0.1078477911878387,-0.12963094688447485,-0.08170873727793958,-1.0965077703075674,0.9330902957516883,29.0,0.9550893550893552,,1.0,False
SEPTIN8,5,7,-0.1455622111091495,-0.130164223287741,-0.08160917014149752,-1.2297109119557554,1.0664925716727602,18.0,1.0,,1.0,False
RARG,7,8,-0.0717605445420554,-0.043409244106038955,-0.08157662030947722,-1.0963742922986954,0.933221051679741,25.0,0.778865578865579,,0.9926685333392127,False
GRAMD4,7,8,0.1773263125325777,0.16394582801201607,-0.08154782608375881,-1.0963452017331736,0.9332495495656561,29.0,0.9550893550893552,,1.0,False
EBP,7,8,0.0973610232801994,0.0525237441336747,-0.08149774705619123,-1.096294607559282,0.9332991134468995,28.0,1.0,,1.0,False
RTL4,7,8,0.147740423847668,0.12194899800517944,-0.08147594739460295,-1.0962725837505922,0.9333206889613863,27.0,0.9550893550893552,,1.0,False
RDH11,7,8,0.0464652195365127,0.0305737729358814,-0.08127962652266521,-1.0960742469800273,0.933514993934697,30.0,0.8665112665112666,,1.0,False
CD22,7,8,-0.0169751645215058,0.02399909835717655,-0.08127719276522868,-1.0960717882623217,0.9335174027318642,23.0,0.6125874125874127,,0.9874120804433447,False
HARS2,7,8,-0.4947092998405572,-0.47812514205279777,-0.08120709279318662,-1.0960009696754922,0.9335867840891189,28.0,1.0,,1.0,False
MRPS31,7,8,-0.6296598742322123,-0.5379502836733154,-0.08118813834570426,-1.0959818210269765,0.933605544335568,27.0,0.9550893550893552,,1.0,False
SMAD9,7,8,0.0176534828012181,-0.0085080251710632,-0.08116298227527896,-1.095956407285681,0.9336304427351229,33.0,0.6125874125874127,,0.9874120804433447,False
RNF144B,7,8,0.0723853916117497,0.04787346275887145,-0.08114093616486101,-1.095934135424972,0.9336522630952502,28.0,1.0,,1.0,False
STARD4,7,8,-0.019632979962032,0.02712360673301835,-0.08113430946617944,-1.095927440881439,0.9336588219490802,26.0,0.8665112665112666,,1.0,False
HSBP1L1,7,8,0.1492884868917306,0.15343046871068705,-0.08099172536328379,-1.0957833983283802,0.9337999476018127,28.0,1.0,,1.0,False
RAG2,7,8,-0.0089069681190891,0.03154489701862865,-0.08098685738114429,-1.0957784805983564,0.9338047658360678,28.0,1.0,,1.0,False
RAB11B,7,8,-0.0188574781326657,-0.06057188934684065,-0.08094674311963564,-1.095737956506684,0.9338444702674128,35.0,0.46340326340326343,,0.9723432636727435,False
LDLRAD2,7,8,0.0786944834204956,0.07141737265899664,-0.0808694754067561,-1.0956598999545615,0.9339209491410494,26.0,0.8665112665112666,,1.0,False
OR2V2,5,7,-0.1267447501199935,-0.1326502348727875,-0.0808498667246261,-1.2289430097868814,1.0672432763376294,17.0,1.0,,1.0,False
PTTG1,7,8,-0.3920946621084986,-0.4494051366496604,-0.08070724637507468,-1.0954960171483716,0.9340815243982223,30.0,0.8665112665112666,,1.0,False
OLFML1,7,8,-0.0527299722198292,-0.02993411085248885,-0.08066619458604611,-1.0954545474005022,0.93412215822841,27.0,0.9550893550893552,,1.0,False
ALKBH8,7,8,-0.0349984490174265,0.018606141186662598,-0.08055764034927496,-1.0953448889688753,0.9342296082703254,25.0,0.778865578865579,,0.9926685333392127,False
KRTAP19-2,7,8,0.0788674074397865,0.07117079579908675,-0.08045537408541904,-1.0952415838294745,0.9343308356586364,26.0,0.8665112665112666,,1.0,False
ARSL,7,8,0.0617691612119646,0.055323593474108,-0.08045097536792661,-1.0952371404570287,0.9343351897211756,27.0,0.9550893550893552,,1.0,False
EPHB2,7,8,0.0351758858504035,-0.00930057259475975,-0.08044304960114021,-1.095229134235506,0.9343430350332257,35.0,0.46340326340326343,,0.9723432636727435,False
RAP1A,7,8,-0.2298169786939208,-0.17480432028470538,-0.08037295940025128,-1.0951583328912475,0.9344124140907449,22.0,0.5358197358197359,,0.9795093156244236,False
PCDHA4,7,8,-0.16777081458048,-0.1251465693433772,-0.08021995171744677,-1.0950037749265542,0.9345638714916608,27.0,0.9550893550893552,,1.0,False
ZNF488,7,8,-0.0172258670788578,0.0219242056952578,-0.08014522171472363,-1.0949282888283989,0.9346378453989517,26.0,0.8665112665112666,,1.0,False
PPP1R3E,7,8,-0.2435560236415391,-0.22854250163262615,-0.08009396692426943,-1.094876515864646,0.9346885820161072,24.0,0.6943278943278944,,0.9926685333392127,False
CD300C,7,8,-0.0431040078184169,-0.057192716787745,-0.08003974925229157,-1.0948217504258675,0.9347422519212845,30.0,0.8665112665112666,,1.0,False
TEDDM1,7,8,0.0147289133344625,-0.010019402470503,-0.08001281059806341,-1.094794539745427,0.9347689185493003,28.0,1.0,,1.0,False
SLITRK1,7,8,0.0863185022648419,0.07899339714835255,-0.07994451344759743,-1.0947255533411846,0.9348365264459898,27.0,0.9550893550893552,,1.0,False
C2orf80,7,8,-0.0233271141487419,0.06507987024055205,-0.07983468042071903,-1.0946146131144967,0.9349452522730586,27.0,0.9550893550893552,,1.0,False
INSIG2,7,8,-0.0453467741286433,-0.0189015277253663,-0.07981654295131295,-1.0945962929520332,0.9349632070494074,22.0,0.5358197358197359,,0.9795093156244236,False
DCLRE1B,7,8,-0.6583385038980639,-0.6522592302485604,-0.07974488527862142,-1.0945239138996565,0.9350341433424137,27.0,0.9550893550893552,,1.0,False
ADCY5,7,8,0.0681333600626772,0.07774328181278525,-0.07969615967977653,-1.0944746981487088,0.9350823787891558,25.0,0.778865578865579,,0.9926685333392127,False
RAP1GAP,7,8,0.0588363461703496,0.01169508769585765,-0.07966362525127492,-1.0944418366088333,0.9351145861062834,30.0,0.8665112665112666,,1.0,False
SLC6A9,7,8,-0.2024364105456904,-0.20619081504868075,-0.07950134838898654,-1.0942779301569237,0.9352752333789505,28.0,1.0,,1.0,False
PRIMA1,7,8,-0.0061561169217384,-0.04855700299301885,-0.07938544884306144,-1.0941608687764428,0.93538997109032,28.0,1.0,,1.0,False
TRIM60,7,8,0.1681447492165291,0.12383077451081095,-0.0793163793971844,-1.0940911077495834,0.9354583489552145,31.0,0.778865578865579,,0.9926685333392127,False
SESN3,7,8,0.0175803561583109,0.0115056693657831,-0.07926677517722125,-1.0940410072218527,0.9355074568674103,30.0,0.8665112665112666,,1.0,False
PABPC1L,7,8,0.1106698240347165,0.04118196125431725,-0.07891720942537729,-1.0936879527377963,0.9358535338870416,30.0,0.8665112665112666,,1.0,False
MFAP4,7,8,-0.0436150995819374,-0.07478418108165695,-0.0788580142883149,-1.0936281683475264,0.9359121397708967,31.0,0.778865578865579,,0.9926685333392127,False
LPIN1,7,8,0.0919952488509236,0.10473132494519555,-0.07881819364997364,-1.0935879515664322,0.9359515642664848,26.0,0.8665112665112666,,1.0,False
MANF,7,8,-0.3995395945264599,-0.3396925661383542,-0.07876981434139088,-1.093539091240942,0.9359994625581602,26.0,0.8665112665112666,,1.0,False
MTHFD1,7,8,-0.4807144231050212,-0.7629216159974184,-0.07874641571566851,-1.093515460077542,0.936022628646205,28.0,1.0,,1.0,False
GRB10,7,8,0.0037613033223286,0.037872702409379996,-0.07873110057227448,-1.0934999927682343,0.9360377916236854,25.0,0.778865578865579,,0.9926685333392127,False
NEK7,7,8,0.0041918305247644,-0.0446103578191717,-0.0786824034992721,-1.0934508120546507,0.9360860050561064,30.0,0.8665112665112666,,1.0,False
CNTN6,7,8,0.060973134345741,0.0971885078045476,-0.07862495630432965,-1.0933927947007072,0.9361428820920478,28.0,1.0,,1.0,False
HIVEP2,7,8,-0.0327658128023352,0.06035673501479355,-0.07859182036616873,-1.0933593300801332,0.9361756893477958,21.0,0.46340326340326343,,0.9723432636727435,False
ZSCAN32,7,8,-0.0799996062092336,0.0348094360226774,-0.07857571693178717,-1.0933430669623527,0.9361916330987785,22.0,0.5358197358197359,,0.9795093156244236,False
PHF21B,7,8,-0.1173070262900767,-0.0565422210078633,-0.07855353282530421,-1.093320662929416,0.9362135972788077,24.0,0.6943278943278944,,0.9926685333392127,False
NLRP11,7,8,0.0099193276656388,0.04011288273442485,-0.07849786753696375,-1.0932644460656173,0.93626871099169,25.0,0.778865578865579,,0.9926685333392127,False
KIAA1586,7,8,0.0345698688711272,-0.00045596620514344946,-0.0784863397926152,-1.0932528041441443,0.9362801245589139,28.0,1.0,,1.0,False
SCARB1,7,8,-0.0876967983343416,-0.11682512861455605,-0.07848109076327447,-1.0932475031310798,0.9362853216045308,31.0,0.778865578865579,,0.9926685333392127,False
NDUFB9,7,8,-0.584035144645814,-0.5502139022204433,-0.07827395950861546,-1.0930383233269163,0.9364904043096853,26.0,0.8665112665112666,,1.0,False
COL11A2,7,8,-0.049287866942948,-0.03269795161190385,-0.07820500273345808,-1.0929686857623822,0.9365586802954661,28.0,1.0,,1.0,False
MCL1,7,8,-0.3764487962506672,-0.5442505563339244,-0.07817584051268232,-1.092939235812219,0.9365875547868544,32.0,0.6943278943278944,,0.9926685333392127,False
MOGAT1,7,8,0.1185395579005508,0.16726705778366113,-0.07816267477163533,-1.0929259402063698,0.9366005906630992,28.0,1.0,,1.0,False
BRAF,7,8,-0.2303319411017226,-0.10690265456844054,-0.07813378379282424,-1.0928967643280838,0.9366291967424354,25.0,0.778865578865579,MAPK,0.9926685333392127,False
ZBTB41,7,8,-0.0062186404545204,-0.06320152061210389,-0.07812908265574475,-1.0928920168421474,0.9366338515306578,29.0,0.9550893550893552,,1.0,False
SNRPF,7,8,-3.612094246742055,-3.240425213698252,-0.0780929407055665,-1.0928555186588826,0.9366696372477495,22.0,0.5358197358197359,,0.9795093156244236,False
APOLD1,7,8,-0.0871115431075718,-0.21046707119349228,-0.07808743412362061,-1.0928499578157775,0.9366750895685363,32.0,0.6943278943278944,,0.9926685333392127,False
TRAM1L1,7,8,-0.1123029188980941,-0.1000611257636552,-0.07808413368590142,-1.0928466248577968,0.9366783574859939,28.0,1.0,,1.0,False
AKAP12,7,8,-0.0520194331510001,-0.01930406618116615,-0.07793438326988582,-1.0926954003483054,0.9368266338085338,24.0,0.6943278943278944,,0.9926685333392127,False
NANOGNB,7,8,0.0302270230686768,0.0209632882288452,-0.07762811598250177,-1.0923861270723596,0.937129895107356,29.0,0.9550893550893552,,1.0,False
MCM6,7,8,-1.2148529598341522,-1.1562838172512917,-0.0776161765293667,-1.0923740706739857,0.9371417176152522,25.0,0.778865578865579,,0.9926685333392127,False
EFNA3,7,8,-0.1939785771448615,-0.2336415982435117,-0.07736731299172524,-1.0921227736454846,0.9373881476620342,30.0,0.8665112665112666,,1.0,False
PRRX2,7,8,-0.0279786497353162,0.02196855874379065,-0.07722406943281791,-1.091978132932775,0.9375299940671391,23.0,0.6125874125874127,,0.9874120804433447,False
RMP24,7,8,-0.2484262773065447,-0.2799713231268358,-0.07690387879988937,-1.0916548286138137,0.9378470710140349,26.0,0.8665112665112666,,1.0,False
DRD1,7,8,0.0650552830095156,0.07264841585842655,-0.07686839159106452,-1.091618997106269,0.93788221392414,26.0,0.8665112665112666,,1.0,False
NTN3,7,8,0.1286372701705466,0.17158636532469806,-0.07686386302863879,-1.0916144246189234,0.937886698561646,25.0,0.778865578865579,,0.9926685333392127,False
RGSL1,7,8,-0.0502751814100689,-0.0212343203073695,-0.07685972999504749,-1.0916102514991126,0.9378907915090176,21.0,0.46340326340326343,,0.9723432636727435,False
ZNF205,7,8,-0.1833223575677442,-0.11645268640200215,-0.0768438434097261,-1.091594210850133,0.937906524030681,22.0,0.5358197358197359,,0.9795093156244236,False
NKAP,7,8,-1.376879725637659,-1.281777155509951,-0.07673990247997244,-1.0914892627155883,0.9380094577556435,30.0,0.8665112665112666,,1.0,False
ENC1,7,8,0.080200631011909,0.0849484156720999,-0.07654682642105483,-1.0912943193333244,0.9382006664912147,26.0,0.8665112665112666,,1.0,False
TRMT112,7,8,-1.7709363661443682,-1.9397815574710395,-0.0762769746112491,-1.0910218655442392,0.9384679163217411,28.0,1.0,,1.0,False
RETREG1,7,8,0.0094433433341218,0.03459425156881985,-0.07618375822990678,-1.0909277524808123,0.9385602360209988,26.0,0.8665112665112666,,1.0,False
AKIRIN1,7,8,-0.311777509990638,-0.3204260617680472,-0.07611739148734613,-1.0908607480003003,0.9386259650256081,31.0,0.778865578865579,,0.9926685333392127,False
ELMOD1,7,8,-0.0734055911842192,-0.02735569195044655,-0.07610902639001652,-1.0908523025596537,0.9386342497796206,24.0,0.6943278943278944,,0.9926685333392127,False
ACTG1,7,8,-1.0620846475086012,-0.9066360513750154,-0.07608678351453088,-1.0908298460934274,0.9386562790643656,23.0,0.6125874125874127,,0.9874120804433447,False
RAB29,7,8,-0.0138965767390089,-0.000252072513767701,-0.07602055792847551,-1.0907629849350697,0.9387218690781188,26.0,0.8665112665112666,,1.0,False
ZNF697,7,8,-0.0271303260958578,0.017939514869477,-0.07601994014765157,-1.090762361227957,0.9387224809326538,25.0,0.778865578865579,,0.9926685333392127,False
NOL4,7,8,0.0355416111397216,-0.0014062610607197996,-0.07601855323919739,-1.0907609610152507,0.9387238545368558,29.0,0.9550893550893552,,1.0,False
