gene,n_mutant,n_wt,median_mutant,median_wt,cohens_d,ci_lower,ci_upper,mannwhitney_U,mannwhitney_p,fdr,significant
STEAP3,9,89,-0.0801381280265994,-0.0920107087938719,-0.0941917466527018,-0.7798776098528237,0.5914941165474201,386.0,0.8632641952164612,0.992446642586803,False
CLCN1,9,89,-0.0422983885291808,-0.0293616152678482,-0.09416580094267572,-0.7798515942980859,0.5915199924127346,355.0,0.5798760105013072,0.9722981806900074,False
AK7,9,89,-0.0230923069979183,-0.0056626440513963,-0.0941475646047809,-0.7798333088802815,0.5915381796707196,350.0,0.538506410181802,0.9698276949599787,False
NIT1,9,89,-0.0185456110349997,-0.0123355340926248,-0.09402725290291991,-0.7797126736186857,0.5916581678128459,367.0,0.6847806013586193,0.9815188619473543,False
MMP10,9,89,0.0416853684728703,0.022849294995864,-0.09401422209456653,-0.77969960779081,0.5916711636016769,404.0,0.970561240014504,0.998917093026063,False
HOXC10,9,89,-0.4215679984109634,-0.377198701146795,-0.09395283258653042,-0.7796380533673926,0.5917323881943317,323.0,0.34353042680095325,0.9511213632162978,False
ST7,9,89,-0.1088425806313605,-0.081983912882874,-0.09394240499893541,-0.7796275977780618,0.5917427877801908,360.0,0.6226779721887913,0.9738542275898139,False
ATP2C2,9,89,-0.0873841053213376,-0.0318526906425796,-0.0938820099611312,-0.7795670406194727,0.5918030206972104,360.0,0.6226779721887913,0.9738542275898139,False
SH2D3A,9,89,-0.0336292417292289,-0.0040292093027236,-0.09385746682142136,-0.7795424316274261,0.5918274979845833,357.0,0.5968311777363734,0.9726238160493421,False
PPP2R1A,9,89,-1.0138457176096891,-1.0186794910369503,-0.09378523593761794,-0.7794700070389227,0.5918995351636869,392.0,0.9216053808086834,0.9951406770613334,False
SEMA3E,9,89,0.0067086580098189,0.0145745848571876,-0.09368049765819576,-0.7793649881431122,0.5920039928267207,370.0,0.7120950087684912,0.9840489123101998,False
EDEM3,9,89,-0.0152758971404535,-0.0440877019540168,-0.09364329392106285,-0.7793276848046058,0.5920410969624801,407.0,0.9411625418414988,0.9965740839588942,False
GARRE1,9,89,-0.02530783191178,0.0024326962631731,-0.09363785909570564,-0.7793222354325137,0.5920465172411024,348.0,0.5223832092883733,0.9698276949599787,False
ADCY4,9,89,-0.1009413326088639,-0.1007414904139681,-0.0936233287048016,-0.7793076661540272,0.592061008744424,384.0,0.8439657314175099,0.9912976241351611,False
ENO3,9,89,-0.0309423403005874,-0.0467565088064888,-0.0935870164059427,-0.7792712566991955,0.5920972238873101,461.0,0.46046110596873235,0.9616268449947984,False
RPL35,9,89,-1.5077319865453214,-1.5491060382711106,-0.09356666750750324,-0.779250853372396,0.5921175183573896,384.0,0.8439657314175099,0.9912976241351611,False
TRA2A,9,89,0.033054189866284,0.0243425717670529,-0.09352894932640918,-0.7792130343356205,0.5921551356828021,398.0,0.9803716852617672,0.9994376036805778,False
IQCF5,9,89,-0.0901269541148753,-0.047851231155744,-0.09352080505126786,-0.7792048682886141,0.5921632581860785,377.0,0.7772276983390652,0.9876709353512038,False
CACHD1,9,89,-0.0516883731260179,-0.0117519796073905,-0.09349030498656692,-0.7791742867057748,0.5921936767326409,370.0,0.7120950087684912,0.9840489123101998,False
