gene,n_mutant,n_wt,median_mutant,median_wt,cohens_d,ci_lower,ci_upper,mannwhitney_U,mannwhitney_p,fdr,significant
STK25,16,12,0.00240358396457455,-0.0158896368612129,0.16510184985135745,-0.584619843413895,0.9148235431166098,101.0,0.8345206400999458,0.9980765562705488,False
SPATA20,16,12,-0.08212357743957535,-0.13161796752339688,0.1652208146875681,-0.5845026763494083,0.9149443057245445,103.0,0.7628388949505204,0.9980561807157505,False
PHF19,16,12,-0.0216598804429977,-0.0333785931541482,0.1653261816054569,-0.5843989027921079,0.9150512660030217,102.0,0.7984673891935195,0.9980561807157505,False
LONRF1,16,12,0.15085431196753551,0.1477463714811639,0.16534290415231925,-0.5843824332170162,0.9150682415216547,102.0,0.7984673891935195,0.9980561807157505,False
UGT2B11,16,12,-0.1572259463932701,-0.16426467985320958,0.1653936038227979,-0.584332500666037,0.9151197083116328,109.0,0.5617137219006605,0.9886030997089829,False
ZNF611,16,12,0.4570746650060791,0.4179543092218508,0.16543828779875275,-0.5842884929824843,0.9151650685799899,105.0,0.6931361991189245,0.9959458416453923,False
H2AC7,16,12,-0.2832793292003205,-0.33218295796377195,0.1655426577835004,-0.5841857033477688,0.9152710189147696,106.0,0.659193864409487,0.9929777495131729,False
OR9Q1,14,11,0.1011463146137017,0.0753697018791533,0.16554369474676253,-0.6254802787149956,0.9565676682085207,84.0,0.7219590538942646,0.9972806481766054,False
FNBP1L,16,12,0.03701470245562955,0.0240880766128935,0.16565080571426072,-0.5840791940198969,0.9153808054484184,103.0,0.7628388949505204,0.9980561807157505,False
SIRT7,16,12,-0.0578603377374527,-0.042927457059699095,0.16565869198864258,-0.584071427276089,0.9153888112533741,102.0,0.7984673891935195,0.9980561807157505,False
SKIC2,16,12,-0.16762255684788324,-0.23868870856051233,0.16567319385017207,-0.584057145230976,0.9154035329313202,124.0,0.20172391616412189,0.9821846946056436,False
KPLCE,16,12,0.09698666456623756,0.10886055935560354,0.16568061363011696,-0.5840498379260388,0.9154110651862728,101.0,0.8345206400999458,0.9980765562705488,False
FCGR3B,14,11,0.25148743814882124,0.2257336789025491,0.16569399952100378,-0.6253323917297746,0.9567203907717823,81.0,0.8480499684212578,0.9980765562705488,False
ZDHHC4,16,12,0.01288638620003765,-0.038666680786485205,0.16570523172968407,-0.5840255930434382,0.9154360565028064,111.0,0.5008546654285486,0.9853668768916706,False
C6orf163,16,12,-0.027560523971154247,-0.0057034608651126,0.16590574067391606,-0.5838281259265092,0.9156396072743413,94.0,0.9444835801635669,0.9991190226956232,False
DSG4,16,12,0.0122368317154137,-0.0660257331722328,0.16600492842142497,-0.5837304442652196,0.9157403011080696,126.0,0.17084206049497452,0.9821846946056436,False
STK26,16,12,0.13069626546404056,0.11600733745968109,0.1660907087267466,-0.5836459671883063,0.9158273846417995,105.0,0.6931361991189245,0.9959458416453923,False
CRCT1,16,12,-0.18969330875860851,-0.24768018529719404,0.16610770359306362,-0.5836292305983353,0.9158446377844625,105.0,0.6931361991189245,0.9959458416453923,False
MED13L,16,12,-0.12278813137797029,-0.1194563567792927,0.16614114116561995,-0.5835963012640062,0.9158785835952461,93.0,0.9076053177180995,0.9991190226956232,False
PNLIP,16,12,0.074827341645655,0.0160651847223024,0.1661567060471516,-0.5835809729974555,0.9158943850917587,113.0,0.44368030665524805,0.9841364084625839,False
IGIP,16,12,0.07511721703691379,0.08514840805060825,0.16615975730201488,-0.583577968129898,0.9158974827339277,101.0,0.8345206400999458,0.9980765562705488,False
MFSD6,16,12,0.00224641368779625,-0.03356993858900485,0.16619216148349722,-0.5835460566317803,0.9159303795987748,113.0,0.44368030665524805,0.9841364084625839,False
DNAJB5,16,12,0.0366778224355268,0.02861985518776125,0.1662010753599249,-0.583537278301525,0.9159394290213748,104.0,0.7277059387577536,0.9972806481766054,False
TEDC1,16,12,-0.3700574917882228,-0.3960799526272279,0.16641293292565632,-0.5833286444164352,0.9161545102677477,107.0,0.6259392816271419,0.9913259729589504,False
PDSS2,16,12,-0.11680765755422534,-0.10749176738644631,0.1664183315158689,-0.5833233280260712,0.9161599910578091,107.0,0.6259392816271419,0.9913259729589504,False
HERC3,16,12,-0.0020934040584833996,-0.00775248063624965,0.16649946406298077,-0.5832434311369422,0.9162423592629038,109.0,0.5617137219006605,0.9886030997089829,False
EN1,16,12,-0.00541190542390005,-0.06589192048209891,0.16656140084558416,-0.5831824380626376,0.9163052397538058,114.0,0.41655233481168497,0.9841364084625839,False
