gene,cohens_d,p_value,mean_test,mean_control,n_test,n_control,fdr
TNFSF13B,-0.2913,0.07833985195346027,-0.0526,-0.0183,37,1149,0.3290493992451385
ARHGAP10,-0.2702,0.07833985195346027,0.0583,0.0866,37,1149,0.3290493992451385
TDRD5,0.2638,0.07833985195346027,-0.0616,-0.0956,37,1149,0.3290493992451385
NUP54,0.2257,0.07842251074913015,-0.6996,-0.7739,37,1149,0.329242341428858
ZNF574,-0.3026,0.07842251074913015,-0.7444,-0.6558,37,1149,0.329242341428858
KRTAP4-8,0.3067,0.07848519873250596,-0.224,-0.2762,33,1013,0.32935832186710423
HOXA1,-0.3832,0.07850524051419348,-0.071,-0.0298,37,1149,0.32935832186710423
PHF8,-0.3153,0.07850524051419348,-0.215,-0.1662,37,1149,0.32935832186710423
TONSL,0.2648,0.0785880412898934,-1.7024,-1.8155,37,1149,0.32962857739627566
KMT2C,-0.2668,0.07867091311747476,-0.0345,0.0227,37,1149,0.3297840711398122
SAMD14,-0.1976,0.07867091311747476,-0.1823,-0.1551,37,1149,0.3297840711398122
HEMK2,0.2536,0.07875385603818391,-0.3897,-0.4744,37,1149,0.3297840711398122
UGT8,-0.3409,0.07875385603818391,-0.0247,0.0123,37,1149,0.3297840711398122
VAMP4,-0.2255,0.07875385603818391,-0.0886,-0.0565,37,1149,0.3297840711398122
ST3GAL6,-0.3951,0.07875385603818391,-0.1368,-0.0816,37,1149,0.3297840711398122
SIDT2,-0.2051,0.07875385603818391,-0.0218,0.0286,37,1149,0.3297840711398122
KCNC3,-0.3219,0.07883687009326877,-0.0555,-0.0222,37,1149,0.32990056421059566
H2BC14,-0.2789,0.07883687009326877,-0.4457,-0.3888,37,1149,0.32990056421059566
GEMIN7,-0.273,0.07883687009326877,-0.8164,-0.7416,37,1149,0.32990056421059566
MFF,-0.2551,0.07900311177156527,-0.1181,-0.0814,37,1149,0.3305190847354029
TAFAZZIN,0.3046,0.07908633947728025,-0.3337,-0.4489,37,1149,0.33079009870938003
SMIM15,-0.2558,0.07916963848237786,-0.0382,-0.0106,37,1149,0.3310612844280591
VCPKMT,0.1819,0.07925300882811329,-0.1368,-0.1596,37,1149,0.33125540822771543
TWF2,0.174,0.07925300882811329,-0.0789,-0.1141,37,1149,0.33125540822771543
ST3GAL2,0.317,0.07933645055574336,0.0082,-0.0264,37,1149,0.3315268923129886
CEP83,-0.3275,0.07941996370652604,0.0407,0.0824,37,1149,0.33164400773677655
CD70,0.2218,0.07941996370652604,0.0887,0.0664,37,1149,0.33164400773677655
POU2F1,-0.2474,0.07941996370652604,-0.272,-0.2312,37,1149,0.33164400773677655
PSPC1,-0.2459,0.07950354832172078,-0.3547,-0.3018,37,1149,0.3317243521292538
FADS3,-0.2284,0.07958720444258824,-0.0242,0.0103,37,1149,0.3317243521292538
PMPCB,-0.2519,0.07958720444258824,-1.7217,-1.6313,37,1149,0.3317243521292538
ZNF549,0.3791,0.07958720444258824,0.0905,0.0358,37,1149,0.3317243521292538
CCDC51,0.2552,0.07958720444258824,-0.1206,-0.2001,37,1149,0.3317243521292538
GAS2L2,-0.2502,0.07958720444258824,-0.2838,-0.2504,37,1149,0.3317243521292538
FIBIN,-0.3465,0.07958720444258824,-0.1677,-0.1203,37,1149,0.3317243521292538
KLK9,0.2712,0.07958720444258824,0.0045,-0.0295,37,1149,0.3317243521292538
SOS1,0.215,0.07967093211039046,-0.2401,-0.2999,37,1149,0.3317286216958361
BMI1,-0.2143,0.07967093211039046,0.0316,0.0686,37,1149,0.3317286216958361
EFCAB14,0.3643,0.07967093211039046,0.0084,-0.0326,37,1149,0.3317286216958361
DDX25,0.2455,0.07975473136639058,0.0959,0.065,37,1149,0.3317286216958361
MTX3,-0.3153,0.07975473136639058,-0.1397,-0.1007,37,1149,0.3317286216958361
SNCB,0.3124,0.07975473136639058,0.0856,0.0485,37,1149,0.3317286216958361
ERCC5,0.3447,0.07975473136639058,0.0326,-0.0031,37,1149,0.3317286216958361
ERICH1,0.2272,0.07975473136639058,0.1519,0.1252,37,1149,0.3317286216958361
SLC4A3,0.2254,0.07975473136639058,0.0509,0.0267,37,1149,0.3317286216958361
DSG4,0.3068,0.07983860225185317,0.0129,-0.0217,37,1149,0.331923481794106
SERP2,-0.2659,0.07983860225185317,0.0034,0.0391,37,1149,0.331923481794106
SLC7A1,-0.4224,0.07992254480804364,-0.3943,-0.2603,37,1149,0.3321954452835027
REC114,-0.2293,0.08000655907622906,-0.0654,-0.0374,37,1149,0.33239054930395345
GPR150,0.2222,0.08000655907622906,0.0167,-0.0117,37,1149,0.33239054930395345
TNPO2,0.2866,0.08009064509767717,-0.0257,-0.0589,37,1149,0.3326628115002199
HTR3A,0.2914,0.0801748029136571,0.1761,0.1461,37,1149,0.3329352457259809
RPRD1A,0.2155,0.0802590325654389,0.0089,-0.0267,37,1149,0.33313072058585297
ZBTB10,-0.3938,0.0802590325654389,-0.0282,0.0257,37,1149,0.33313072058585297
PPARA,0.1707,0.08034333409429377,-0.0156,-0.0399,37,1149,0.33324920741262587
SYNE2,0.2801,0.08034333409429377,0.0785,0.0524,37,1149,0.33324920741262587
SCRN2,-0.3807,0.08034333409429377,-0.2448,-0.1917,37,1149,0.33324920741262587
KIF2A,0.32,0.08051215294831232,0.0674,-0.0022,37,1149,0.33361803609202606
RABIF,0.2556,0.08051215294831232,-0.3058,-0.3816,37,1149,0.33361803609202606
CNGA1,-0.2417,0.08051215294831232,-0.0966,-0.06,37,1149,0.33361803609202606
BHLHE23,0.2964,0.08053029953740722,-0.0039,-0.0465,33,1034,0.33361803609202606
PYDC1,-0.3749,0.08059667035602329,-0.1617,-0.1149,37,1149,0.33361803609202606
STK17B,0.3119,0.08059667035602329,0.0667,0.0258,37,1149,0.33361803609202606
KRT25,-0.2574,0.08059667035602329,-0.1538,-0.1201,37,1149,0.33361803609202606
ST13,-0.4483,0.08061831188370693,-0.2006,-0.1086,14,341,0.33361803609202606
WDR49,0.4288,0.08061831188370693,0.2797,0.1996,14,341,0.33361803609202606
COL26A1,-0.3656,0.08061831188370693,-0.0298,0.0463,14,341,0.33361803609202606
PHPT1,-0.2599,0.08068125980590198,-0.0169,0.0099,37,1149,0.3338014927502604
HOXB6,0.2939,0.08076592133922413,-0.0792,-0.1163,37,1149,0.3340746794771921
ZNF683,-0.3625,0.08093546082130737,-0.1706,-0.1238,37,1149,0.3346987426168963
FNIP1,-0.136,0.0810203388526247,-0.0354,-0.0093,37,1149,0.3349724915763001
TRMT61B,0.2291,0.0811052891324979,-0.1132,-0.1494,37,1149,0.3351691494433786
PPA1,0.2318,0.0811052891324979,-0.9439,-1.0315,37,1149,0.3351691494433786
MAP1LC3A,-0.4039,0.08119031170220717,-0.2181,-0.1604,37,1149,0.3353512057834867
GJA9,0.3837,0.08119031170220717,-0.053,-0.0977,37,1149,0.3353512057834867
ZNF705B,-0.2491,0.08120545064479946,-0.1806,-0.1372,33,1013,0.3353512057834867
NDFIP2,0.3601,0.08127540660303316,0.0795,0.0124,37,1149,0.33540835806651037
METAP1D,-0.2839,0.08127540660303316,-0.0183,0.0147,37,1149,0.33540835806651037
NEK4,-0.2521,0.08127540660303316,-0.076,-0.0402,37,1149,0.33540835806651037
EDN1,0.3774,0.08136057387625747,0.0421,0.0029,37,1149,0.3355281624137932
RPL19,-0.2965,0.08136057387625747,-2.4917,-2.3765,37,1149,0.3355281624137932
CRLF1,-0.3024,0.08136057387625747,-0.0869,-0.0503,37,1149,0.3355281624137932
CNNM3,-0.3117,0.08144581356316223,-0.1237,-0.0676,37,1149,0.3355709749542881
CPXM2,0.2342,0.08144581356316223,0.031,0.0035,37,1149,0.3355709749542881
ING4,0.1199,0.08144581356316223,0.1204,0.1086,37,1149,0.3355709749542881
ST18,0.2617,0.08144581356316223,0.0782,0.0484,37,1149,0.3355709749542881
PANK3,-0.3085,0.08153112570503024,-0.189,-0.1522,37,1149,0.33569107118642877
NOLC1,-0.2347,0.08153112570503024,-0.629,-0.5763,37,1149,0.33569107118642877
RNASE10,-0.1703,0.08153112570503024,-0.0183,0.0048,37,1149,0.33569107118642877
SREBF1,0.1489,0.08161651034314507,-0.3416,-0.3962,37,1149,0.3358883743316351
PLA2G12A,-0.296,0.08161651034314507,-0.1868,-0.1446,37,1149,0.3358883743316351
TSSK1B,0.2136,0.08170196751879054,-0.0285,-0.0564,37,1149,0.33608579481060635
PGK2,0.2862,0.08170196751879054,0.1782,0.1391,37,1149,0.33608579481060635
SLC39A8,0.2858,0.08178749727325144,0.0211,-0.0178,37,1149,0.33612918029032124
CENPU,-0.3096,0.08178749727325144,-0.1844,-0.1288,37,1149,0.33612918029032124
PGLS,-0.1983,0.08178749727325144,-0.2899,-0.2541,37,1149,0.33612918029032124
TRIM50,0.2652,0.08178749727325144,-0.0676,-0.1038,37,1149,0.33612918029032124
FRMD4A,0.3029,0.08195877468376012,0.0703,0.0375,37,1149,0.33660164655394015
ZC3H7A,0.2435,0.08195877468376012,-0.0619,-0.1045,37,1149,0.33660164655394015
DSCAM,0.2396,0.08195877468376012,0.0565,0.0227,37,1149,0.33660164655394015
DIDO1,-0.3678,0.08204452242237964,-0.4431,-0.3547,37,1149,0.33687665023029295
ASB12,-0.2855,0.08213034290495784,0.0211,0.0538,37,1149,0.3370746575025862
EXOG,-0.244,0.08213034290495784,-0.0396,-0.0118,37,1149,0.3370746575025862
PNMA8B,-0.2872,0.08221623617278168,-0.0478,-0.0158,37,1149,0.33727278215835005
CRYBA2,0.2844,0.08221623617278168,-0.0094,-0.0387,37,1149,0.33727278215835005
OR8D4,0.2612,0.08223509876973095,0.0418,0.0146,33,1034,0.3372730000091596
HYDIN,-0.2717,0.08230220226713852,-0.3046,-0.2638,37,1149,0.3373167517376139
C16orf74,0.2714,0.08230220226713852,-0.0032,-0.0327,37,1149,0.3373167517376139
MMP3,-0.2282,0.08230220226713852,0.0043,0.028,37,1149,0.3373167517376139
FKBP1A,0.265,0.08233541984553788,-0.3003,-0.3716,33,1013,0.33737577999322205
DUSP13B,-0.2421,0.08238824122931596,-0.1585,-0.1298,37,1149,0.3374179631912593
GRTP1,0.3659,0.08247435310060214,0.0272,-0.0197,37,1149,0.3374179631912593
LSM12,0.2438,0.08247435310060214,-0.432,-0.5145,37,1149,0.3374179631912593
ZNF133,-0.2329,0.08247435310060214,-0.0715,-0.0431,37,1149,0.3374179631912593
POMK,-0.5248,0.08256053792228524,-0.0379,0.0507,37,1149,0.3374179631912593
KRT78,-0.2774,0.08256053792228524,-0.0959,-0.0637,37,1149,0.3374179631912593
GLYATL2,-0.3547,0.08256053792228524,0.1042,0.1454,37,1149,0.3374179631912593
SEMA3G,-0.3471,0.08256053792228524,-0.1149,-0.0704,37,1149,0.3374179631912593
PAH,0.3282,0.08264679573565394,0.0893,0.0541,37,1149,0.3374179631912593
BOLA1,-0.2231,0.08264679573565394,-0.1674,-0.1392,37,1149,0.3374179631912593
CSE1L,0.183,0.08264679573565394,-1.9351,-1.9942,37,1149,0.3374179631912593
EEA1,0.2908,0.08264679573565394,0.0644,0.0285,37,1149,0.3374179631912593
ADAM12,0.3258,0.08264679573565394,-0.0116,-0.0493,37,1149,0.3374179631912593
RIC1,0.2587,0.08264679573565394,-0.5315,-0.6639,37,1149,0.3374179631912593
LDHAL6B,0.2329,0.08264679573565394,0.1109,0.0815,37,1149,0.3374179631912593
KRT222,0.1474,0.08264679573565394,0.0076,-0.0106,37,1149,0.3374179631912593
ZNF28,0.3809,0.08273312658199695,0.0385,-0.0085,37,1149,0.33753986182975826
ADGRA1,-0.2797,0.08273312658199695,0.0154,0.0482,37,1149,0.33753986182975826
HENMT1,-0.3529,0.08273312658199695,-0.2071,-0.1531,37,1149,0.33753986182975826
CD300LF,0.3075,0.08290600753876251,0.0426,0.012,37,1149,0.33809133981750067
LARP1,0.212,0.08290600753876251,-0.2151,-0.2655,37,1149,0.33809133981750067
OR5B17,-0.2664,0.08294552816107256,-0.1143,-0.0733,33,1034,0.33817559469217645
PRKAB2,-0.3004,0.08299255773176353,-0.1394,-0.0971,37,1149,0.3382135347018755
NCK1,0.2713,0.08299255773176353,0.0859,0.0387,37,1149,0.3382135347018755
CAMK2G,-0.2484,0.08307918112289597,-0.1195,-0.088,37,1149,0.33825903649288097
PAXBP1,0.2932,0.08307918112289597,-0.9521,-1.0316,37,1149,0.33825903649288097
ANKFY1,0.2807,0.08307918112289597,-0.0536,-0.096,37,1149,0.33825903649288097
TMEM233,-0.3562,0.08307918112289597,0.0383,0.0788,37,1149,0.33825903649288097
PRKAB1,0.2196,0.08316587775344948,-0.0288,-0.0603,37,1149,0.3383047536291068
CMC2,0.2317,0.08316587775344948,0.026,-0.0043,37,1149,0.3383047536291068
AMER1,-0.3868,0.08316587775344948,0.0349,0.0836,37,1149,0.3383047536291068
GGT6,-0.3581,0.08316587775344948,-0.0717,-0.0278,37,1149,0.3383047536291068
TMEM101,0.2644,0.08325264766471357,-0.0722,-0.1077,37,1149,0.33842739181046905
ZBED2,-0.2702,0.08325264766471357,0.0402,0.0712,37,1149,0.33842739181046905
TRMT2A,-0.2105,0.08325264766471357,-0.0984,-0.0696,37,1149,0.33842739181046905
B3GNT7,-0.2563,0.08333949089797801,0.0023,0.0342,37,1149,0.3386268777003498
HORMAD2,-0.3923,0.08333949089797801,-0.1712,-0.1144,37,1149,0.3386268777003498
DERA,-0.2632,0.08342640749453242,-0.0344,-0.0006,37,1149,0.3386730615314605
NECAB2,0.2947,0.08342640749453242,0.1269,0.0771,37,1149,0.3386730615314605
SPINK13,0.3158,0.08342640749453242,0.0593,0.029,37,1149,0.3386730615314605
CHRAC1,-0.1702,0.08342640749453242,-0.1597,-0.1318,37,1149,0.3386730615314605
YPEL4,-0.2638,0.08360046094266982,-0.1446,-0.1071,37,1149,0.3393028214493012
NANS,-0.269,0.08377480833944205,-0.0221,0.0208,37,1149,0.3399334891003701
TRIR,-0.3284,0.08386209237178964,-0.296,-0.2187,37,1149,0.3399967178351279
GPC2,-0.3168,0.08386209237178964,-0.2429,-0.1941,37,1149,0.3399967178351279
CD151,-0.3378,0.08386209237178964,-0.2588,-0.183,37,1149,0.3399967178351279
MARCHF6,0.2872,0.08386623629383586,-0.1523,-0.2063,33,1034,0.3399967178351279
FOXL2NB,-0.2188,0.08394945001516363,-0.0579,-0.0277,37,1149,0.3402571401948235
OR8G5,0.3314,0.08396904597287816,0.0539,0.009,33,1034,0.34025965273213066
SYNE4,-0.2503,0.08403688131085293,-0.1196,-0.0874,37,1149,0.34030382086379946
SLC9A5,0.1971,0.08403688131085293,-0.0229,-0.0454,37,1149,0.34030382086379946
XIAP,0.3039,0.08403688131085293,0.0473,-0.0004,37,1149,0.34030382086379946
DOC2A,-0.1657,0.08412438630014633,-0.031,-0.013,37,1149,0.34058125327340794
ABCC10,-0.2781,0.08421196502433197,-0.1562,-0.1222,37,1149,0.34074145561235564
FOXN4,0.2019,0.08429961752469813,-0.1548,-0.1887,37,1149,0.34074145561235564
RBM28,-0.2489,0.08429961752469813,-0.747,-0.6853,37,1149,0.34074145561235564
SLC1A4,0.1621,0.08429961752469813,0.041,0.0222,37,1149,0.34074145561235564
TMPO,0.2754,0.08429961752469813,-0.0083,-0.05,37,1149,0.34074145561235564
TTLL7,-0.2341,0.08438734384253245,-0.06,-0.0322,37,1149,0.34074145561235564
SEPHS1,0.2259,0.08438734384253245,-0.1691,-0.2167,37,1149,0.34074145561235564
BPIFA3,-0.1806,0.08438734384253245,-0.0966,-0.0764,37,1149,0.34074145561235564
EP300,-0.1841,0.08438734384253245,-0.414,-0.3264,37,1149,0.34074145561235564
CUTA,-0.2658,0.08447514401912236,-0.1725,-0.1351,37,1149,0.34074145561235564
PEX2,0.222,0.08447514401912236,-0.0261,-0.0643,37,1149,0.34074145561235564
FBXO33,-0.2872,0.08447514401912236,-0.106,-0.0647,37,1149,0.34074145561235564
H3-3B,-0.2329,0.08447514401912236,-0.3613,-0.3205,37,1149,0.34074145561235564
MPIG6B,0.282,0.08447514401912236,-0.0613,-0.0918,37,1149,0.34074145561235564
GTPBP3,-0.2274,0.08447514401912236,-0.1139,-0.0833,37,1149,0.34074145561235564
ZNF337,-0.2826,0.08456301809575498,0.0594,0.0911,37,1149,0.34074145561235564
LBX1,0.1637,0.08456301809575498,0.019,-0.0028,37,1149,0.34074145561235564
PRDX1,0.2724,0.08456301809575498,-0.0662,-0.1393,37,1149,0.34074145561235564
ADD3,0.2321,0.08456301809575498,0.0935,0.0674,37,1149,0.34074145561235564
HTATSF1,-0.3172,0.08456301809575498,-0.8371,-0.7616,37,1149,0.34074145561235564
SPMIP8,-0.3126,0.08456301809575498,0.0148,0.0537,37,1149,0.34074145561235564
IL10RA,0.1655,0.08465096611371686,0.0822,0.0623,37,1149,0.34086603938582016
ZNF222,-0.2509,0.08465096611371686,-0.0895,-0.0494,37,1149,0.34086603938582016
FMC1,0.2615,0.08465096611371686,-0.0074,-0.033,37,1149,0.34086603938582016
KLF9,-0.24,0.08473898811429424,-0.0485,-0.0164,37,1149,0.3410672942485769
BLOC1S1,0.2659,0.08473898811429424,0.0698,0.0353,37,1149,0.3410672942485769
OR1M1,-0.3305,0.08489893123745285,-0.0766,-0.0402,33,1034,0.3414701555438699
OR13C3,0.2789,0.08489893123745285,0.0053,-0.0267,33,1034,0.3414701555438699
JKAMP,0.3397,0.08491525422843767,-0.1017,-0.1498,37,1149,0.3414701555438699
MPPED1,-0.2739,0.08491525422843767,-0.0826,-0.0514,37,1149,0.3414701555438699
H1-4,-0.2303,0.08500349842457366,-0.2726,-0.2244,37,1149,0.3415186489471276
POPDC2,0.3308,0.08500349842457366,0.1928,0.1295,37,1149,0.3415186489471276
LAMA5,0.2705,0.08500349842457366,0.0701,0.035,37,1149,0.3415186489471276
PRKG1,0.1695,0.08500349842457366,0.0385,0.0153,37,1149,0.3415186489471276
DHX57,-0.3561,0.08509181676846482,-0.1528,-0.1121,37,1149,0.34172035083434327
BRCA1,-0.2638,0.08509181676846482,-0.5167,-0.4417,37,1149,0.34172035083434327
ZFYVE28,0.3842,0.08518020930139479,-0.0217,-0.0662,37,1149,0.3418456430132744
H3C10,0.2708,0.08518020930139479,-0.1523,-0.1914,37,1149,0.3418456430132744
MTFR1L,-0.3153,0.08518020930139479,-0.0844,-0.048,37,1149,0.3418456430132744
TBX1,0.2027,0.0852686760646463,-0.1054,-0.1363,37,1149,0.3419710647540087
GET3,0.2966,0.0852686760646463,-0.6022,-0.7127,37,1149,0.3419710647540087
TXNL4B,0.2812,0.0852686760646463,-0.6413,-0.7208,37,1149,0.3419710647540087
AQP11,0.2494,0.0853572170995018,0.1164,0.0876,37,1149,0.34224961087011774
KCNG1,-0.2215,0.08553452214915003,-0.1525,-0.1183,37,1149,0.3428838624315692
SH2D3C,-0.3204,0.08562328624650367,-0.0347,0.004,37,1149,0.34293302338308185
FAM110C,-0.2752,0.08562328624650367,-0.0443,-0.0038,37,1149,0.34293302338308185
SNTA1,-0.3451,0.08562328624650367,-0.1993,-0.1559,37,1149,0.34293302338308185
RAB27B,-0.2085,0.08562328624650367,0.0846,0.1022,37,1149,0.34293302338308185
MFSD8,0.3901,0.08571212478058338,0.0551,0.0119,37,1149,0.34305895300014294
AZIN2,0.2764,0.08571212478058338,0.0183,-0.0142,37,1149,0.34305895300014294
COL1A1,-0.281,0.08571212478058338,-0.0995,-0.0659,37,1149,0.34305895300014294
OR2L3,-0.2876,0.08573247168555985,-0.057,-0.018,33,1034,0.3430638138348078
CST8,0.1971,0.08580103779266737,0.0789,0.0582,37,1149,0.34326158158418535
TRIM47,0.2484,0.08606822410971901,-0.0178,-0.0574,37,1149,0.34410018428347194
GAL3ST1,-0.3088,0.08606822410971901,-0.1133,-0.0786,37,1149,0.34410018428347194
ZNF273,-0.3121,0.08606822410971901,-0.3197,-0.2608,37,1149,0.34410018428347194
NSF,0.2638,0.08615743544658923,-2.3193,-2.4471,37,1149,0.34414991646085796
UCK2,-0.4123,0.08615743544658923,-0.168,-0.1068,37,1149,0.34414991646085796
LIN7A,0.2544,0.08615743544658923,0.0321,0.0021,37,1149,0.34414991646085796
ZCCHC18,-0.1563,0.08615743544658923,0.0415,0.0552,37,1149,0.34414991646085796
UBAC1,0.2599,0.08624672146784366,0.1088,0.0765,37,1149,0.3444298357772616
EFHC1,0.3032,0.08633608221475536,-0.0403,-0.0864,37,1149,0.3444798153521981
H2BC9,0.1613,0.08633608221475536,-0.6408,-0.6822,37,1149,0.3444798153521981
GPBAR1,-0.2185,0.08633608221475536,-0.1211,-0.0942,37,1149,0.3444798153521981
FGFR4,0.257,0.08633608221475536,0.0233,-0.0163,37,1149,0.3444798153521981
PRAMEF14,0.3376,0.08640784174597314,-0.0533,-0.1072,33,1012,0.34460661738747245
HDHD3,0.3112,0.08642551772859648,-0.0276,-0.0733,37,1149,0.34460661738747245
WDSUB1,-0.2834,0.08642551772859648,-0.0367,0.0022,37,1149,0.34460661738747245
SCAF11,-0.325,0.08651502805063803,-0.2396,-0.1848,37,1149,0.34473354843910897
ZNF280A,0.2155,0.08651502805063803,-0.0424,-0.0707,37,1149,0.34473354843910897
CDC40,0.2586,0.08651502805063803,-0.6731,-0.7491,37,1149,0.34473354843910897
M1AP,-0.2856,0.08660461322215016,-0.1598,-0.128,37,1149,0.344937210059168
NDUFAF2,-0.2753,0.08660461322215016,-0.2554,-0.209,37,1149,0.344937210059168
CFAP96,0.2437,0.08669427328440157,0.1743,0.1462,37,1149,0.34521763585667437
HOXC10,0.3905,0.08678400827866013,-0.3018,-0.358,37,1149,0.3454215432729533
MAML2,0.1927,0.08678400827866013,0.0015,-0.0239,37,1149,0.3454215432729533
PKNOX1,0.2735,0.08687381824619245,-0.0017,-0.0435,37,1149,0.34570227140978177
EXD3,-0.3319,0.08696370322826402,0.0283,0.0712,37,1149,0.34575302939822666
PRRX2,0.2329,0.08696370322826402,-0.0465,-0.0774,37,1149,0.34575302939822666
TSPAN31,-0.1552,0.08696370322826402,-0.2783,-0.2493,37,1149,0.34575302939822666
SERPINB1,0.2403,0.08696370322826402,0.1121,0.0842,37,1149,0.34575302939822666
SH2D2A,0.2182,0.08705366326613882,0.0842,0.0526,37,1149,0.3458039955749081
TFPT,0.2384,0.08705366326613882,-0.1527,-0.2041,37,1149,0.3458039955749081
A1BG,-0.2895,0.08705366326613882,-0.0342,-0.0026,37,1149,0.3458039955749081
ZNF773,0.193,0.08705366326613882,0.0777,0.0518,37,1149,0.3458039955749081
FAM174B,-0.2537,0.08714369840107994,0.0391,0.0681,37,1149,0.3460849736500032
BIN3,-0.2937,0.08723380867434895,0.2476,0.2843,37,1149,0.346289445060826
TMPRSS11A,0.3277,0.08723380867434895,0.0055,-0.033,37,1149,0.346289445060826
TMEM41A,0.314,0.08732399412720625,0.0168,-0.0399,37,1149,0.3465707256960901
CBY2,-0.359,0.08750459073672003,-0.0775,-0.0375,37,1149,0.3469802778638051
ILVBL,-0.2788,0.08750459073672003,-0.1265,-0.0826,37,1149,0.3469802778638051
EIF3F,-0.4419,0.08750459073672003,-1.3205,-1.1935,37,1149,0.3469802778638051
OPRD1,0.3515,0.08750459073672003,0.1345,0.0872,37,1149,0.3469802778638051
TACR2,0.3054,0.0875950019758904,0.0364,-0.001,37,1149,0.3470835530603884
COMMD10,-0.1966,0.0875950019758904,-0.0928,-0.0627,37,1149,0.3470835530603884
LSM8,0.3078,0.0875950019758904,-1.659,-1.806,37,1149,0.3470835530603884
RSL24D1,0.3978,0.08763212617314459,-2.0551,-2.2153,33,1034,0.3470835530603884
TCTN2,0.2352,0.0876854885596765,-0.058,-0.0888,37,1149,0.3470835530603884
HMBOX1,0.2137,0.0876854885596765,0.195,0.1738,37,1149,0.3470835530603884
RBM39,-0.3567,0.0876854885596765,-2.0548,-1.9251,37,1149,0.3470835530603884
GPATCH2,0.263,0.0876854885596765,-0.0813,-0.1171,37,1149,0.3470835530603884
COA3,-0.2746,0.08773335454377176,-0.3674,-0.3047,37,1128,0.3471963761475108
STAT2,-0.272,0.08777605052933178,-0.1271,-0.074,37,1149,0.34728869418390296
HEPHL1,-0.2863,0.08786668792610781,0.0292,0.0615,37,1149,0.3473164839436237
ALG11,0.2721,0.08786668792610781,-1.4683,-1.5723,37,1149,0.3473164839436237
ELOC,0.2315,0.08786668792610781,-1.2261,-1.2996,37,1149,0.3473164839436237
SPANXN5,-0.2698,0.08795201187235245,0.088,0.1105,33,1034,0.3473164839436237
H4C16,-0.1819,0.0879574007912551,-0.117,-0.0945,37,1149,0.3473164839436237
H4C1,-0.2052,0.0879574007912551,-0.1788,-0.1502,37,1149,0.3473164839436237
EPCAM,0.2208,0.0879574007912551,-0.1227,-0.1544,37,1149,0.3473164839436237
OXTR,0.2971,0.0879574007912551,0.1307,0.0926,37,1149,0.3473164839436237
FAM163B,0.2237,0.0879574007912551,0.0737,0.0494,37,1149,0.3473164839436237
IFITM5,-0.3217,0.0880481891660221,-0.1162,-0.0737,37,1149,0.3474217104828501
PATZ1,0.2785,0.0880481891660221,-0.097,-0.1347,37,1149,0.3474217104828501
GALR2,0.3016,0.0880481891660221,0.0052,-0.029,37,1149,0.3474217104828501
OR6B3,-0.284,0.08806876035871307,-0.1105,-0.0634,33,1013,0.3474217104828501
SERBP1,-0.1565,0.08813905309165608,-0.7013,-0.6502,37,1149,0.3474217104828501
C6orf141,-0.2653,0.08813905309165608,-0.0941,-0.0599,37,1149,0.3474217104828501
ZBTB9,-0.3782,0.08813905309165608,-0.1892,-0.1428,37,1149,0.3474217104828501
FEM1B,0.2695,0.08813905309165608,-0.0869,-0.1253,37,1149,0.3474217104828501
ZNF551,-0.2753,0.08822999260940248,-0.0744,-0.0307,37,1149,0.34747463155703845
TMEM52B,0.2356,0.08822999260940248,0.0224,0.0023,37,1149,0.34747463155703845
EMC1,0.2337,0.08822999260940248,-0.4626,-0.5388,37,1149,0.34747463155703845
MPP2,0.2509,0.08822999260940248,-0.1071,-0.1435,37,1149,0.34747463155703845
PRDM2,-0.3338,0.08832100776050517,0.0601,0.0913,37,1149,0.34760403646918747
CRNN,-0.3096,0.08832100776050517,-0.0268,0.0103,37,1149,0.34760403646918747
SLC25A23,0.3643,0.08832100776050517,0.032,-0.0024,37,1149,0.34760403646918747
CUTC,-0.2817,0.08841209858620624,-0.0361,-0.0055,37,1149,0.34780985953252835
RBM34,0.1631,0.08841209858620624,-0.1986,-0.2277,37,1149,0.34780985953252835
YPEL2,0.3599,0.08850326512774621,0.1009,0.0659,37,1149,0.3479394972606045
THAP7,0.2593,0.08850326512774621,-0.1097,-0.1507,37,1149,0.3479394972606045
FKBP11,0.2157,0.08850326512774621,-0.0548,-0.0794,37,1149,0.3479394972606045
PPP1R3A,0.2346,0.08859450742636366,0.1285,0.1068,37,1149,0.3482218572253675
PTPRK,-0.2296,0.08877721945977707,0.1073,0.13,37,1149,0.34863432372607595
HBP1,-0.1747,0.08877721945977707,-0.0325,-0.0118,37,1149,0.34863432372607595
CUL2,0.261,0.08877721945977707,-0.5435,-0.6298,37,1149,0.34863432372607595
CASP2,0.1996,0.08877721945977707,0.2738,0.245,37,1149,0.34863432372607595
S100A1,-0.3565,0.08886868927704136,-0.0676,-0.0244,37,1149,0.34884073279917444
PTRH1,-0.2756,0.08886868927704136,-0.2076,-0.1644,37,1149,0.34884073279917444
FLAD1,-0.1986,0.08896023501631989,-0.0569,-0.0307,37,1149,0.3490472590979501
GATC,-0.3577,0.08896023501631989,-0.4135,-0.328,37,1149,0.3490472590979501
SAPCD2,0.2421,0.08905185671884217,-0.0464,-0.0807,37,1149,0.34925390263026224
TMEM203,-0.1671,0.08905185671884217,0.1508,0.1733,37,1149,0.34925390263026224
